"m11124","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Disabled","1997","(Married) couple without C. ","West Germany","454","0.217292582372021","0.201251306194166","0.233333858549876"
"Disabled","1997","(Married) couple without C. ","East Germany","128","0.128951619749813","0.108680021946021","0.149223217553605"
"Disabled","1997","Single parent ","West Germany","33","0.074465608136477","0.0503962703427708","0.0985349459301831"
"Disabled","1997","Single parent ","East Germany","8","","",""
"Disabled","1997","Couple + C. LE 16 ","West Germany","79","0.0425866632169181","0.0340174843837185","0.0511558420501177"
"Disabled","1997","Couple + C. LE 16 ","East Germany","17","","",""
"Disabled","1997","Couple + C. GT 16 ","West Germany","153","0.103884376080279","0.0890815322829069","0.118687219877651"
"Disabled","1997","Couple + C. GT 16 ","East Germany","39","0.0595289345852121","0.0424926156741295","0.0765652534962948"
"Disabled","1997","Couple + C. LE and GT 16","West Germany","34","0.0480774065221382","0.033470581775658","0.0626842312686183"
"Disabled","1997","Couple + C. LE and GT 16","East Germany","13","","",""
"Not disabled","1998","1-pers.-HH","West Germany","1111","0.800047703849926","0.77866465657708","0.821430751122771"
"Not disabled","1998","1-pers.-HH","East Germany","367","0.90010063268262","0.871074908435223","0.929126356930016"
"Not disabled","1998","(Married) couple without C. ","West Germany","2488","0.795358875198462","0.780972520911182","0.809745229485743"
"Not disabled","1998","(Married) couple without C. ","East Germany","1004","0.873034150032018","0.853749825748515","0.892318474315522"
"Not disabled","1998","Single parent ","West Germany","483","0.914521078382076","0.890695325546079","0.938346831218072"
"Not disabled","1998","Single parent ","East Germany","174","0.964063901004091","0.937096386422762","0.99103141558542"
"Not disabled","1998","Couple + C. LE 16 ","West Germany","2291","0.968811350125602","0.961798250859654","0.975824449391551"
"Not disabled","1998","Couple + C. LE 16 ","East Germany","731","0.974562420367234","0.963294074133023","0.985830766601445"
"Not disabled","1998","Couple + C. GT 16 ","West Germany","1605","0.89569502585264","0.881499590298779","0.909890461406501"
"Not disabled","1998","Couple + C. GT 16 ","East Germany","738","0.939903839612964","0.92323568007532","0.956571999150608"
"Not disabled","1998","Couple + C. LE and GT 16","West Germany","828","0.952294829090654","0.938107292866302","0.966482365315006"
"Not disabled","1998","Couple + C. LE and GT 16","East Germany","374","0.956483848439868","0.936157626221999","0.976810070657737"
"Disabled","1998","1-pers.-HH","West Germany","233","0.199952296150074","0.178569248877229","0.22133534342292"
"Disabled","1998","1-pers.-HH","East Germany","43","0.0998993673173802","0.0708736430699837","0.128925091564777"
"Disabled","1998","(Married) couple without C. ","West Germany","533","0.204641124801538","0.190254770514257","0.219027479088818"
"Disabled","1998","(Married) couple without C. ","East Germany","141","0.126965849967982","0.107681525684478","0.146250174251485"
"Disabled","1998","Single parent ","West Germany","46","0.0854789216179245","0.0616531687819282","0.109304674453921"
"Disabled","1998","Single parent ","East Germany","9","","",""
"Disabled","1998","Couple + C. LE 16 ","West Germany","69","0.0311886498743979","0.0241755506084493","0.0382017491403465"
"Disabled","1998","Couple + C. LE 16 ","East Germany","19","","",""
"Disabled","1998","Couple + C. GT 16 ","West Germany","176","0.10430497414736","0.0901095385934991","0.118500409701221"
"Disabled","1998","Couple + C. GT 16 ","East Germany","43","0.060096160387036","0.0434280008493918","0.0767643199246803"
"Disabled","1998","Couple + C. LE and GT 16","West Germany","39","0.047705170909346","0.0335176346849945","0.0618927071336975"
"Disabled","1998","Couple + C. LE and GT 16","East Germany","13","","",""
"Not disabled","1999","1-pers.-HH","West Germany","1052","0.797133228410973","0.775007977961619","0.819258478860327"
"Not disabled","1999","1-pers.-HH","East Germany","375","0.885051201081405","0.854655348879988","0.915447053282821"
"Not disabled","1999","(Married) couple without C. ","West Germany","2416","0.775650338816546","0.760632594928032","0.79066808270506"
"Not disabled","1999","(Married) couple without C. ","East Germany","1022","0.866355249216782","0.846882689549939","0.885827808883625"
"Not disabled","1999","Single parent ","West Germany","464","0.913372515789875","0.888863568760322","0.937881462819429"
"Not disabled","1999","Single parent ","East Germany","201","0.959257696957984","0.932646121020598","0.985869272895371"
"Not disabled","1999","Couple + C. LE 16 ","West Germany","2249","0.971862056264215","0.965121392444735","0.978602720083695"
"Not disabled","1999","Couple + C. LE 16 ","East Germany","706","0.983550697412189","0.974259879192364","0.992841515632014"
"Not disabled","1999","Couple + C. GT 16 ","West Germany","1574","0.906537059314327","0.892879821324084","0.92019429730457"
"Not disabled","1999","Couple + C. GT 16 ","East Germany","713","0.933352359337935","0.915620409271144","0.951084309404725"
"Not disabled","1999","Couple + C. LE and GT 16","West Germany","759","0.95045532824759","0.93534235781163","0.965568298683549"
"Not disabled","1999","Couple + C. LE and GT 16","East Germany","359","0.955016635333148","0.933954225564076","0.976079045102219"
"Disabled","1999","1-pers.-HH","West Germany","217","0.202866771589027","0.180741521139673","0.224992022038381"
"Disabled","1999","1-pers.-HH","East Germany","48","0.114948798918595","0.0845529467171787","0.145344651120012"
"Disabled","1999","(Married) couple without C. ","West Germany","548","0.224349661183454","0.20933191729494","0.239367405071968"
"Disabled","1999","(Married) couple without C. ","East Germany","151","0.133644750783218","0.114172191116375","0.153117310450061"
"Disabled","1999","Single parent ","West Germany","42","0.0866274842101248","0.0621185371805712","0.111136431239678"
"Disabled","1999","Single parent ","East Germany","11","","",""
"Disabled","1999","Couple + C. LE 16 ","West Germany","63","0.0281379437357848","0.021397279916305","0.0348786075552646"
"Disabled","1999","Couple + C. LE 16 ","East Germany","14","","",""
"Disabled","1999","Couple + C. GT 16 ","West Germany","171","0.0934629406856728","0.0798057026954296","0.107120178675916"
"Disabled","1999","Couple + C. GT 16 ","East Germany","47","0.0666476406620651","0.0489156905952746","0.0843795907288556"
"Disabled","1999","Couple + C. LE and GT 16","West Germany","33","0.0495446717524103","0.0344317013164506","0.0646576421883699"
"Disabled","1999","Couple + C. LE and GT 16","East Germany","13","","",""
"Not disabled","2000","1-pers.-HH","West Germany","2202","0.835944505770643","0.821671417739437","0.850217593801848"
"Not disabled","2000","1-pers.-HH","East Germany","677","0.873278465842592","0.849781904182277","0.896775027502906"
"Not disabled","2000","(Married) couple without C. ","West Germany","4678","0.808811930376604","0.798602466637137","0.81902139411607"
"Not disabled","2000","(Married) couple without C. ","East Germany","1620","0.862544517399976","0.846925715196876","0.878163319603075"
"Not disabled","2000","Single parent ","West Germany","813","0.926028915807458","0.908746541662618","0.943311289952299"
"Not disabled","2000","Single parent ","East Germany","304","0.959162248876477","0.937477717076503","0.980846780676451"
"Not disabled","2000","Couple + C. LE 16 ","West Germany","4100","0.971058899273483","0.965997377212184","0.976120421334781"
"Not disabled","2000","Couple + C. LE 16 ","East Germany","1015","0.973778353621486","0.964089999999092","0.98346670724388"
"Not disabled","2000","Couple + C. GT 16 ","West Germany","2579","0.918396577107166","0.908296169450729","0.928496984763604"
"Not disabled","2000","Couple + C. GT 16 ","East Germany","1071","0.938294443894037","0.924332786505204","0.95225610128287"
"Not disabled","2000","Couple + C. LE and GT 16","West Germany","1374","0.960209272681864","0.950074690163249","0.97034385520048"
"Not disabled","2000","Couple + C. LE and GT 16","East Germany","506","0.975495502101158","0.96215541147678","0.988835592725537"
"Disabled","2000","1-pers.-HH","West Germany","384","0.164055494229357","0.149782406198152","0.178328582260563"
"Disabled","2000","1-pers.-HH","East Germany","93","0.126721534157409","0.103224972497094","0.150218095817723"
"Disabled","2000","(Married) couple without C. ","West Germany","1021","0.191188069623396","0.18097860588393","0.201397533362863"
"Disabled","2000","(Married) couple without C. ","East Germany","247","0.137455482600024","0.121836680396925","0.153074284803124"
"Disabled","2000","Single parent ","West Germany","68","0.0739710841925418","0.0566887100477012","0.0912534583373824"
"Disabled","2000","Single parent ","East Germany","16","","",""
"Disabled","2000","Couple + C. LE 16 ","West Germany","114","0.0289411007265176","0.023879578665219","0.0340026227878161"
"Disabled","2000","Couple + C. LE 16 ","East Germany","30","0.026221646378514","0.0165332927561202","0.0359100000009077"
"Disabled","2000","Couple + C. GT 16 ","West Germany","243","0.0816034228928336","0.0715030152363961","0.0917038305492711"
"Disabled","2000","Couple + C. GT 16 ","East Germany","70","0.0617055561059634","0.0477438987171304","0.0756672134947965"
"Disabled","2000","Couple + C. LE and GT 16","West Germany","55","0.039790727318136","0.0296561447995205","0.0499253098367515"
"Disabled","2000","Couple + C. LE and GT 16","East Germany","10","","",""
"Not disabled","2001","1-pers.-HH","West Germany","1931","0.831557929988224","0.8162260032851","0.846889856691349"
"Not disabled","2001","1-pers.-HH","East Germany","632","0.889915118429186","0.86694086231004","0.912889374548332"
"Not disabled","2001","(Married) couple without C. ","West Germany","4201","0.809829476107148","0.799064362700228","0.820594589514069"
"Not disabled","2001","(Married) couple without C. ","East Germany","1555","0.861419236667008","0.845404378699506","0.877434094634511"
"Not disabled","2001","Single parent ","West Germany","753","0.925691758950632","0.907674547399341","0.943708970501923"
"Not disabled","2001","Single parent ","East Germany","301","0.970321267046419","0.951551290926349","0.989091243166488"
"Not disabled","2001","Couple + C. LE 16 ","West Germany","3737","0.969693717139253","0.964273751592783","0.975113682685723"
"Not disabled","2001","Couple + C. LE 16 ","East Germany","902","0.97819612943763","0.968784669621612","0.987607589253647"
"Not disabled","2001","Couple + C. GT 16 ","West Germany","2374","0.914014152839724","0.903242449295329","0.924785856384119"
"Not disabled","2001","Couple + C. GT 16 ","East Germany","975","0.939464714827675","0.924950175858381","0.953979253796968"
"Not disabled","2001","Couple + C. LE and GT 16","West Germany","1194","0.969773827701886","0.960252136352077","0.979295519051694"
"Not disabled","2001","Couple + C. LE and GT 16","East Germany","495","0.969288901648366","0.954270683589993","0.984307119706738"
"Disabled","2001","1-pers.-HH","West Germany","358","0.168442070011775","0.153110143308651","0.1837739967149"
"Disabled","2001","1-pers.-HH","East Germany","81","0.110084881570814","0.0871106254516679","0.13305913768996"
"Disabled","2001","(Married) couple without C. ","West Germany","904","0.190170523892852","0.179405410485931","0.200935637299772"
"Disabled","2001","(Married) couple without C. ","East Germany","233","0.138580763332992","0.122565905365489","0.154595621300494"
"Disabled","2001","Single parent ","West Germany","61","0.0743082410493681","0.056291029498077","0.0923254526006592"
"Disabled","2001","Single parent ","East Germany","13","","",""
"Disabled","2001","Couple + C. LE 16 ","West Germany","106","0.0303062828607467","0.0248863173142767","0.0357262484072167"
"Disabled","2001","Couple + C. LE 16 ","East Germany","23","","",""
"Disabled","2001","Couple + C. GT 16 ","West Germany","228","0.0859858471602758","0.0752141436158808","0.0967575507046708"
"Disabled","2001","Couple + C. GT 16 ","East Germany","62","0.0605352851723254","0.0460207462030316","0.0750498241416193"
"Disabled","2001","Couple + C. LE and GT 16","West Germany","48","0.0302261722981145","0.0207044809483062","0.0397478636479228"
"Disabled","2001","Couple + C. LE and GT 16","East Germany","12","","",""
"Not disabled","2002","1-pers.-HH","West Germany","1928","0.828915157632905","0.81348125285954","0.84434906240627"
"Not disabled","2002","1-pers.-HH","East Germany","636","0.865039792971461","0.840185541303178","0.889894044639744"
"Not disabled","2002","(Married) couple without C. ","West Germany","4676","0.799259964922529","0.788823839935982","0.809696089909076"
"Not disabled","2002","(Married) couple without C. ","East Germany","1538","0.839275129425394","0.822345689246101","0.856204569604687"
"Not disabled","2002","Single parent ","West Germany","772","0.923799960811584","0.905836390888878","0.94176353073429"
"Not disabled","2002","Single parent ","East Germany","272","0.934506927840257","0.90613129151541","0.962882564165103"
"Not disabled","2002","Couple + C. LE 16 ","West Germany","3773","0.964736725594709","0.958939838475841","0.970533612713577"
"Not disabled","2002","Couple + C. LE 16 ","East Germany","854","0.981789724601135","0.972914949695533","0.990664499506737"
"Not disabled","2002","Couple + C. GT 16 ","West Germany","2640","0.903419150170121","0.892647940559061","0.914190359781181"
"Not disabled","2002","Couple + C. GT 16 ","East Germany","1049","0.923109607196768","0.907506835462162","0.938712378931374"
"Not disabled","2002","Couple + C. LE and GT 16","West Germany","1443","0.963236897066034","0.953685169997536","0.972788624134532"
"Not disabled","2002","Couple + C. LE and GT 16","East Germany","458","0.980734304494331","0.968240645620887","0.993227963367776"
"Disabled","2002","1-pers.-HH","West Germany","359","0.171084842367095","0.15565093759373","0.18651874714046"
"Disabled","2002","1-pers.-HH","East Germany","90","0.134960207028539","0.110105955360256","0.159814458696822"
"Disabled","2002","(Married) couple without C. ","West Germany","983","0.200740035077471","0.190303910090925","0.211176160064018"
"Disabled","2002","(Married) couple without C. ","East Germany","270","0.160724870574606","0.143795430395313","0.1776543107539"
"Disabled","2002","Single parent ","West Germany","66","0.076200039188416","0.05823646926571","0.094163609111122"
"Disabled","2002","Single parent ","East Germany","20","","",""
"Disabled","2002","Couple + C. LE 16 ","West Germany","116","0.0352632744052907","0.0294663872864228","0.0410601615241586"
"Disabled","2002","Couple + C. LE 16 ","East Germany","18","","",""
"Disabled","2002","Couple + C. GT 16 ","West Germany","249","0.0965808498298789","0.085809640218819","0.107352059440939"
"Disabled","2002","Couple + C. GT 16 ","East Germany","71","0.0768903928032321","0.0612876210686259","0.0924931645378384"
"Disabled","2002","Couple + C. LE and GT 16","West Germany","48","0.0367631029339658","0.0272113758654679","0.0463148300024637"
"Disabled","2002","Couple + C. LE and GT 16","East Germany","7","","",""
"Not disabled","2003","1-pers.-HH","West Germany","1905","0.824584488579208","0.808925283360415","0.840243693798001"
"Not disabled","2003","1-pers.-HH","East Germany","625","0.862580338462808","0.837414705369743","0.887745971555873"
"Not disabled","2003","(Married) couple without C. ","West Germany","4514","0.806387154467841","0.795908364695953","0.816865944239728"
"Not disabled","2003","(Married) couple without C. ","East Germany","1579","0.8481428263208","0.83179802097839","0.86448763166321"
"Not disabled","2003","Single parent ","West Germany","770","0.930865895710869","0.913649002110347","0.94808278931139"
"Not disabled","2003","Single parent ","East Germany","265","0.94486360302622","0.918410974954262","0.971316231098178"
"Not disabled","2003","Couple + C. LE 16 ","West Germany","3474","0.96518864572796","0.959180839764464","0.971196451691455"
"Not disabled","2003","Couple + C. LE 16 ","East Germany","799","0.981778657340578","0.972596044630495","0.990961270050662"
"Not disabled","2003","Couple + C. GT 16 ","West Germany","2580","0.901856632431689","0.890903271523956","0.912809993339422"
"Not disabled","2003","Couple + C. GT 16 ","East Germany","1062","0.938750390639463","0.92470719951125","0.952793581767675"
"Not disabled","2003","Couple + C. LE and GT 16","West Germany","1372","0.962203914748445","0.952312897550217","0.972094931946673"
"Not disabled","2003","Couple + C. LE and GT 16","East Germany","406","0.967868911223985","0.950963297512404","0.984774524935566"
"Disabled","2003","1-pers.-HH","West Germany","361","0.175415511420792","0.159756306201999","0.191074716639585"
"Disabled","2003","1-pers.-HH","East Germany","94","0.137419661537192","0.112254028444127","0.162585294630257"
"Disabled","2003","(Married) couple without C. ","West Germany","948","0.193612845532159","0.183134055760272","0.204091635304047"
"Disabled","2003","(Married) couple without C. ","East Germany","273","0.1518571736792","0.13551236833679","0.16820197902161"
"Disabled","2003","Single parent ","West Germany","64","0.069134104289131","0.0519172106886095","0.0863509978896524"
"Disabled","2003","Single parent ","East Germany","21","","",""
"Disabled","2003","Couple + C. LE 16 ","West Germany","102","0.0348113542720405","0.0288035483085446","0.0408191602355364"
"Disabled","2003","Couple + C. LE 16 ","East Germany","16","","",""
"Disabled","2003","Couple + C. GT 16 ","West Germany","254","0.0981433675683111","0.0871900066605783","0.109096728476044"
"Disabled","2003","Couple + C. GT 16 ","East Germany","58","0.0612496093605373","0.047206418232325","0.0752928004887496"
"Disabled","2003","Couple + C. LE and GT 16","West Germany","56","0.0377960852515549","0.0279050680533269","0.047687102449783"
"Disabled","2003","Couple + C. LE and GT 16","East Germany","12","","",""
"Not disabled","2004","1-pers.-HH","West Germany","1835","0.814329164891914","0.798117642736904","0.830540687046924"
"Not disabled","2004","1-pers.-HH","East Germany","624","0.859497624123226","0.834061397390567","0.884933850855886"
"Not disabled","2004","(Married) couple without C. ","West Germany","4504","0.803615211208581","0.793080794635802","0.814149627781361"
"Not disabled","2004","(Married) couple without C. ","East Germany","1547","0.842083763390097","0.825316520061135","0.858851006719059"
"Not disabled","2004","Single parent ","West Germany","743","0.91676823261676","0.897709866746419","0.9358265984871"
"Not disabled","2004","Single parent ","East Germany","267","0.923490062577461","0.892844033715503","0.954136091439418"
"Not disabled","2004","Couple + C. LE 16 ","West Germany","3203","0.960690686711985","0.95407444507973","0.967306928344239"
"Not disabled","2004","Couple + C. LE 16 ","East Germany","737","0.98107998953903","0.971335905576936","0.990824073501124"
"Not disabled","2004","Couple + C. GT 16 ","West Germany","2546","0.906844756763784","0.896071434957106","0.917618078570463"
"Not disabled","2004","Couple + C. GT 16 ","East Germany","1054","0.925762041135084","0.910463280937242","0.941060801332926"
"Not disabled","2004","Couple + C. LE and GT 16","West Germany","1361","0.965927384989662","0.956444720099466","0.975410049879858"
"Not disabled","2004","Couple + C. LE and GT 16","East Germany","378","0.963924143031332","0.945369099164334","0.982479186898329"
"Disabled","2004","1-pers.-HH","West Germany","375","0.185670835108086","0.169459312953076","0.201882357263096"
"Disabled","2004","1-pers.-HH","East Germany","93","0.140502375876774","0.115066149144114","0.165938602609434"
"Disabled","2004","(Married) couple without C. ","West Germany","959","0.196384788791419","0.185850372218639","0.206919205364198"
"Disabled","2004","(Married) couple without C. ","East Germany","270","0.157916236609903","0.141148993280941","0.174683479938865"
"Disabled","2004","Single parent ","West Germany","64","0.0832317673832402","0.0641734015128997","0.102290133253581"
"Disabled","2004","Single parent ","East Germany","22","","",""
"Disabled","2004","Couple + C. LE 16 ","West Germany","111","0.0393093132880154","0.0326930716557606","0.0459255549202702"
"Disabled","2004","Couple + C. LE 16 ","East Germany","14","","",""
"Disabled","2004","Couple + C. GT 16 ","West Germany","250","0.0931552432362159","0.0823819214295373","0.103928565042894"
"Disabled","2004","Couple + C. GT 16 ","East Germany","74","0.0742379588649164","0.0589391986670745","0.0895367190627582"
"Disabled","2004","Couple + C. LE and GT 16","West Germany","45","0.0340726150103379","0.0245899501201418","0.0435552799005341"
"Disabled","2004","Couple + C. LE and GT 16","East Germany","10","","",""
"Not disabled","2005","1-pers.-HH","West Germany","1855","0.815670935960094","0.79960265185982","0.831739220060367"
"Not disabled","2005","1-pers.-HH","East Germany","627","0.857583572504245","0.832197198636306","0.882969946372185"
"Not disabled","2005","(Married) couple without C. ","West Germany","4343","0.810026641169233","0.799449636682199","0.820603645656266"
"Not disabled","2005","(Married) couple without C. ","East Germany","1484","0.82221644974718","0.804359499813299","0.840073399681061"
"Not disabled","2005","Single parent ","West Germany","752","0.94606811755526","0.930454481220524","0.961681753889996"
"Not disabled","2005","Single parent ","East Germany","288","0.959313362839698","0.937177649460269","0.981449076219127"
"Not disabled","2005","Couple + C. LE 16 ","West Germany","2914","0.958122701782912","0.95098927271843","0.965256130847393"
"Not disabled","2005","Couple + C. LE 16 ","East Germany","681","0.975160802006212","0.963614915549991","0.986706688462432"
"Not disabled","2005","Couple + C. GT 16 ","West Germany","2379","0.916700162003732","0.90609875349258","0.927301570514883"
"Not disabled","2005","Couple + C. GT 16 ","East Germany","988","0.926086553814363","0.91026918475","0.941903922878726"
"Not disabled","2005","Couple + C. LE and GT 16","West Germany","1284","0.954507441257555","0.943308367316862","0.965706515198249"
"Not disabled","2005","Couple + C. LE and GT 16","East Germany","364","0.968381549613963","0.950647585153146","0.986115514074779"
"Disabled","2005","1-pers.-HH","West Germany","382","0.184329064039906","0.168260779939633","0.20039734814018"
"Disabled","2005","1-pers.-HH","East Germany","101","0.142416427495755","0.117030053627815","0.167802801363694"
"Disabled","2005","(Married) couple without C. ","West Germany","941","0.189973358830767","0.179396354343734","0.200550363317801"
"Disabled","2005","(Married) couple without C. ","East Germany","277","0.17778355025282","0.159926600318939","0.195640500186701"
"Disabled","2005","Single parent ","West Germany","52","0.0539318824447399","0.0383182461100039","0.0695455187794759"
"Disabled","2005","Single parent ","East Germany","18","","",""
"Disabled","2005","Couple + C. LE 16 ","West Germany","115","0.0418772982170882","0.0347438691526065","0.0490107272815698"
"Disabled","2005","Couple + C. LE 16 ","East Germany","17","","",""
"Disabled","2005","Couple + C. GT 16 ","West Germany","231","0.0832998379962684","0.072698429485117","0.0939012465074198"
"Disabled","2005","Couple + C. GT 16 ","East Germany","63","0.0739134461856371","0.0580960771212745","0.0897308152499996"
"Disabled","2005","Couple + C. LE and GT 16","West Germany","46","0.0454925587424445","0.0342934848017505","0.0566916326831384"
"Disabled","2005","Couple + C. LE and GT 16","East Germany","10","","",""
"Not disabled","2006","1-pers.-HH","West Germany","2064","0.809313868755119","0.79394850734387","0.824679230166368"
"Not disabled","2006","1-pers.-HH","East Germany","707","0.84514557382458","0.820519317359724","0.869771830289436"
"Not disabled","2006","(Married) couple without C. ","West Germany","4822","0.804595115418442","0.794490329422965","0.814699901413918"
"Not disabled","2006","(Married) couple without C. ","East Germany","1667","0.833178487990817","0.816673504051467","0.849683471930167"
"Not disabled","2006","Single parent ","West Germany","808","0.930743246069549","0.913901505157274","0.947584986981823"
"Not disabled","2006","Single parent ","East Germany","272","0.951426776579509","0.926853641199324","0.975999911959694"
"Not disabled","2006","Couple + C. LE 16 ","West Germany","3106","0.965421168262491","0.959100556113985","0.971741780410997"
"Not disabled","2006","Couple + C. LE 16 ","East Germany","703","0.975729621561901","0.964473497067585","0.986985746056217"
"Not disabled","2006","Couple + C. GT 16 ","West Germany","2407","0.920362537013996","0.909986048281447","0.930739025746544"
"Not disabled","2006","Couple + C. GT 16 ","East Germany","991","0.909727067725472","0.89248359508719","0.926970540363753"
"Not disabled","2006","Couple + C. LE and GT 16","West Germany","1153","0.95870214489604","0.947415846579993","0.969988443212086"
"Not disabled","2006","Couple + C. LE and GT 16","East Germany","293","0.967133757135208","0.947059241374296","0.98720827289612"
"Disabled","2006","1-pers.-HH","West Germany","447","0.190686131244881","0.175320769833632","0.20605149265613"
"Disabled","2006","1-pers.-HH","East Germany","122","0.15485442617542","0.130228169710564","0.179480682640276"
"Disabled","2006","(Married) couple without C. ","West Germany","1093","0.195404884581558","0.185300098586082","0.205509670577035"
"Disabled","2006","(Married) couple without C. ","East Germany","293","0.166821512009183","0.150316528069833","0.183326495948533"
"Disabled","2006","Single parent ","West Germany","65","0.069256753930451","0.0524150130181764","0.0860984948427256"
"Disabled","2006","Single parent ","East Germany","22","","",""
"Disabled","2006","Couple + C. LE 16 ","West Germany","104","0.0345788317375089","0.0282582195890025","0.0408994438860154"
"Disabled","2006","Couple + C. LE 16 ","East Germany","15","","",""
"Disabled","2006","Couple + C. GT 16 ","West Germany","208","0.0796374629860046","0.0692609742534559","0.0900139517185532"
"Disabled","2006","Couple + C. GT 16 ","East Germany","70","0.0902729322745282","0.0730294596362468","0.10751640491281"
"Disabled","2006","Couple + C. LE and GT 16","West Germany","41","0.0412978551039603","0.030011556787914","0.0525841534200067"
"Disabled","2006","Couple + C. LE and GT 16","East Germany","10","","",""
"Not disabled","2007","1-pers.-HH","West Germany","1950","0.80634202579026","0.790492792070036","0.822191259510484"
"Not disabled","2007","1-pers.-HH","East Germany","669","0.848307108025616","0.823067860727726","0.873546355323506"
"Not disabled","2007","(Married) couple without C. ","West Germany","4471","0.811164910985702","0.800796044232366","0.821533777739038"
"Not disabled","2007","(Married) couple without C. ","East Germany","1612","0.838437062847203","0.82188349121242","0.854990634481987"
"Not disabled","2007","Single parent ","West Germany","739","0.937631913903418","0.920811555757771","0.954452272049065"
"Not disabled","2007","Single parent ","East Germany","282","0.94927615958482","0.924527768500388","0.974024550669252"
"Not disabled","2007","Couple + C. LE 16 ","West Germany","2841","0.95998327197399","0.952904497731615","0.967062046216365"
"Not disabled","2007","Couple + C. LE 16 ","East Germany","633","0.969837014889037","0.956658013970361","0.983016015807712"
"Not disabled","2007","Couple + C. GT 16 ","West Germany","2305","0.920032265149099","0.909431480242472","0.930633050055727"
"Not disabled","2007","Couple + C. GT 16 ","East Germany","957","0.918263944786974","0.90148407000187","0.935043819572079"
"Not disabled","2007","Couple + C. LE and GT 16","West Germany","1038","0.954689249179246","0.94227357360124","0.967104924757252"
"Not disabled","2007","Couple + C. LE and GT 16","East Germany","256","0.978075413271888","0.960477581913311","0.995673244630464"
"Disabled","2007","1-pers.-HH","West Germany","438","0.19365797420974","0.177808740489517","0.209507207929964"
"Disabled","2007","1-pers.-HH","East Germany","107","0.151692891974384","0.126453644676495","0.176932139272274"
"Disabled","2007","(Married) couple without C. ","West Germany","1002","0.188835089014298","0.178466222260962","0.199203955767634"
"Disabled","2007","(Married) couple without C. ","East Germany","287","0.161562937152797","0.145009365518013","0.17811650878758"
"Disabled","2007","Single parent ","West Germany","55","0.0623680860965819","0.045547727950935","0.0791884442422289"
"Disabled","2007","Single parent ","East Germany","20","","",""
"Disabled","2007","Couple + C. LE 16 ","West Germany","104","0.0400167280260104","0.0329379537836355","0.0470955022683854"
"Disabled","2007","Couple + C. LE 16 ","East Germany","14","","",""
"Disabled","2007","Couple + C. GT 16 ","West Germany","210","0.0799677348509006","0.0693669499442727","0.0905685197575285"
"Disabled","2007","Couple + C. GT 16 ","East Germany","67","0.0817360552130258","0.0649561804279214","0.0985159299981301"
"Disabled","2007","Couple + C. LE and GT 16","West Germany","40","0.0453107508207542","0.0328950752427484","0.0577264263987599"
"Disabled","2007","Couple + C. LE and GT 16","East Germany","10","","",""
"Not disabled","2008","1-pers.-HH","West Germany","1876","0.812143533093956","0.796114219749013","0.828172846438899"
"Not disabled","2008","1-pers.-HH","East Germany","653","0.844250055186673","0.818520319692564","0.869979790680782"
"Not disabled","2008","(Married) couple without C. ","West Germany","4262","0.812241712954903","0.801635635240905","0.822847790668902"
"Not disabled","2008","(Married) couple without C. ","East Germany","1588","0.851566829860002","0.835422630448413","0.867711029271591"
"Not disabled","2008","Single parent ","West Germany","751","0.927285267994202","0.909369756677893","0.945200779310511"
"Not disabled","2008","Single parent ","East Germany","264","0.949243268532802","0.923578903850122","0.974907633215483"
"Not disabled","2008","Couple + C. LE 16 ","West Germany","2505","0.961012542957212","0.953569414740479","0.968455671173945"
"Not disabled","2008","Couple + C. LE 16 ","East Germany","602","0.973235740095985","0.960469866221946","0.986001613970025"
"Not disabled","2008","Couple + C. GT 16 ","West Germany","2230","0.921092928942749","0.910400288900477","0.931785568985021"
"Not disabled","2008","Couple + C. GT 16 ","East Germany","867","0.924956499418301","0.908005656498062","0.94190734233854"
"Not disabled","2008","Couple + C. LE and GT 16","West Germany","942","0.963629047135387","0.951883981095601","0.975374113175173"
"Not disabled","2008","Couple + C. LE and GT 16","East Germany","230","0.97592382007812","0.956490326115228","0.995357314041013"
"Disabled","2008","1-pers.-HH","West Germany","405","0.187856466906044","0.171827153561101","0.203885780250986"
"Disabled","2008","1-pers.-HH","East Germany","110","0.155749944813327","0.130020209319218","0.181479680307436"
"Disabled","2008","(Married) couple without C. ","West Germany","946","0.187758287045097","0.177152209331098","0.198364364759095"
"Disabled","2008","(Married) couple without C. ","East Germany","275","0.148433170139998","0.132288970728409","0.164577369551587"
"Disabled","2008","Single parent ","West Germany","56","0.0727147320057979","0.0547992206894891","0.0906302433221066"
"Disabled","2008","Single parent ","East Germany","17","","",""
"Disabled","2008","Couple + C. LE 16 ","West Germany","93","0.0389874570427878","0.0315443288260546","0.046430585259521"
"Disabled","2008","Couple + C. LE 16 ","East Germany","12","","",""
"Disabled","2008","Couple + C. GT 16 ","West Germany","212","0.078907071057251","0.0682144310149792","0.0895997110995227"
"Disabled","2008","Couple + C. GT 16 ","East Germany","61","0.0750435005816987","0.0580926576614597","0.0919943435019377"
"Disabled","2008","Couple + C. LE and GT 16","West Germany","34","0.0363709528646132","0.0246258868248275","0.048116018904399"
"Disabled","2008","Couple + C. LE and GT 16","East Germany","9","","",""
"Not disabled","2009","1-pers.-HH","West Germany","1772","0.813273051607299","0.796846668896877","0.82969943431772"
