"m11124","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Not disabled","1986","1-pers.-HH","West Germany","1122","1","1","1"
"Not disabled","1986","1-pers.-HH","East Germany","","","",""
"Not disabled","1986","(Married) couple without C. ","West Germany","2386","0.999726289202068","0.999062825066494","1.00038975333764"
"Not disabled","1986","(Married) couple without C. ","East Germany","","","",""
"Not disabled","1986","Single parent ","West Germany","511","1","1","1"
"Not disabled","1986","Single parent ","East Germany","","","",""
"Not disabled","1986","Couple + C. LE 16 ","West Germany","2410","0.999755106550271","0.999130531134291","1.00037968196625"
"Not disabled","1986","Couple + C. LE 16 ","East Germany","","","",""
"Not disabled","1986","Couple + C. GT 16 ","West Germany","2105","0.9995265428544","0.998597676297579","1.00045540941122"
"Not disabled","1986","Couple + C. GT 16 ","East Germany","","","",""
"Not disabled","1986","Couple + C. LE and GT 16","West Germany","1402","0.999382000303693","0.99808159375487","1.00068240685252"
"Not disabled","1986","Couple + C. LE and GT 16","East Germany","","","",""
"Disabled","1986","1-pers.-HH","West Germany","","","",""
"Disabled","1986","1-pers.-HH","East Germany","","","",""
"Disabled","1986","(Married) couple without C. ","West Germany","2","","",""
"Disabled","1986","(Married) couple without C. ","East Germany","","","",""
"Disabled","1986","Single parent ","West Germany","","","",""
"Disabled","1986","Single parent ","East Germany","","","",""
"Disabled","1986","Couple + C. LE 16 ","West Germany","1","","",""
"Disabled","1986","Couple + C. LE 16 ","East Germany","","","",""
"Disabled","1986","Couple + C. GT 16 ","West Germany","2","","",""
"Disabled","1986","Couple + C. GT 16 ","East Germany","","","",""
"Disabled","1986","Couple + C. LE and GT 16","West Germany","1","","",""
"Disabled","1986","Couple + C. LE and GT 16","East Germany","","","",""
"Not disabled","1987","1-pers.-HH","West Germany","986","0.868518077377801","0.848656298088421","0.88837985666718"
"Not disabled","1987","1-pers.-HH","East Germany","","","",""
"Not disabled","1987","(Married) couple without C. ","West Germany","1979","0.818721976922408","0.80312608956948","0.834317864275336"
"Not disabled","1987","(Married) couple without C. ","East Germany","","","",""
"Not disabled","1987","Single parent ","West Germany","491","0.933891182311173","0.912555474168251","0.955226890454094"
"Not disabled","1987","Single parent ","East Germany","","","",""
"Not disabled","1987","Couple + C. LE 16 ","West Germany","2287","0.9625187122217","0.95485237297926","0.970185051464139"
"Not disabled","1987","Couple + C. LE 16 ","East Germany","","","",""
"Not disabled","1987","Couple + C. GT 16 ","West Germany","1973","0.904233622444723","0.891800683143943","0.916666561745504"
"Not disabled","1987","Couple + C. GT 16 ","East Germany","","","",""
"Not disabled","1987","Couple + C. LE and GT 16","West Germany","1188","0.929246512924326","0.915065976302988","0.943427049545663"
"Not disabled","1987","Couple + C. LE and GT 16","East Germany","","","",""
"Disabled","1987","1-pers.-HH","West Germany","126","0.1314819226222","0.11162014333282","0.151343701911579"
"Disabled","1987","1-pers.-HH","East Germany","","","",""
"Disabled","1987","(Married) couple without C. ","West Germany","365","0.181278023077592","0.165682135724664","0.19687391043052"
"Disabled","1987","(Married) couple without C. ","East Germany","","","",""
"Disabled","1987","Single parent ","West Germany","30","0.0661088176888275","0.0447731095459061","0.0874445258317488"
"Disabled","1987","Single parent ","East Germany","","","",""
"Disabled","1987","Couple + C. LE 16 ","West Germany","71","0.0374812877783002","0.0298149485358608","0.0451476270207395"
"Disabled","1987","Couple + C. LE 16 ","East Germany","","","",""
"Disabled","1987","Couple + C. GT 16 ","West Germany","179","0.0957663775552764","0.0833334382544962","0.108199316856057"
"Disabled","1987","Couple + C. GT 16 ","East Germany","","","",""
"Disabled","1987","Couple + C. LE and GT 16","West Germany","68","0.0707534870756745","0.0565729504543367","0.0849340236970123"
"Disabled","1987","Couple + C. LE and GT 16","East Germany","","","",""
"Not disabled","1988","1-pers.-HH","West Germany","923","0.851457709705267","0.830098760341448","0.872816659069086"
"Not disabled","1988","1-pers.-HH","East Germany","","","",""
"Not disabled","1988","(Married) couple without C. ","West Germany","1879","0.797858532834875","0.78137058585505","0.814346479814699"
"Not disabled","1988","(Married) couple without C. ","East Germany","","","",""
"Not disabled","1988","Single parent ","West Germany","478","0.939410672681297","0.918643856356571","0.960177489006023"
"Not disabled","1988","Single parent ","East Germany","","","",""
"Not disabled","1988","Couple + C. LE 16 ","West Germany","2158","0.962837161799235","0.954986133934174","0.970688189664296"
"Not disabled","1988","Couple + C. LE 16 ","East Germany","","","",""
"Not disabled","1988","Couple + C. GT 16 ","West Germany","1991","0.891207408736536","0.878201865766159","0.904212951706914"
"Not disabled","1988","Couple + C. GT 16 ","East Germany","","","",""
"Not disabled","1988","Couple + C. LE and GT 16","West Germany","1035","0.941754307162698","0.927818441946699","0.955690172378696"
"Not disabled","1988","Couple + C. LE and GT 16","East Germany","","","",""
"Disabled","1988","1-pers.-HH","West Germany","142","0.148542290294733","0.127183340930914","0.169901239658552"
"Disabled","1988","1-pers.-HH","East Germany","","","",""
"Disabled","1988","(Married) couple without C. ","West Germany","400","0.202141467165125","0.185653520185301","0.21862941414495"
"Disabled","1988","(Married) couple without C. ","East Germany","","","",""
"Disabled","1988","Single parent ","West Germany","29","","",""
"Disabled","1988","Single parent ","East Germany","","","",""
"Disabled","1988","Couple + C. LE 16 ","West Germany","72","0.037162838200765","0.0293118103357036","0.0450138660658263"
"Disabled","1988","Couple + C. LE 16 ","East Germany","","","",""
"Disabled","1988","Couple + C. GT 16 ","West Germany","211","0.108792591263464","0.0957870482930864","0.121798134233841"
"Disabled","1988","Couple + C. GT 16 ","East Germany","","","",""
"Disabled","1988","Couple + C. LE and GT 16","West Germany","50","0.0582456928373023","0.0443098276213035","0.0721815580533011"
"Disabled","1988","Couple + C. LE and GT 16","East Germany","","","",""
"Not disabled","1989","1-pers.-HH","West Germany","903","0.833143387303268","0.810708598458526","0.85557817614801"
"Not disabled","1989","1-pers.-HH","East Germany","","","",""
"Not disabled","1989","(Married) couple without C. ","West Germany","1839","0.78606938494376","0.76914762793908","0.802991141948441"
"Not disabled","1989","(Married) couple without C. ","East Germany","","","",""
"Not disabled","1989","Single parent ","West Germany","440","0.921124926694443","0.896808136532288","0.945441716856599"
"Not disabled","1989","Single parent ","East Germany","","","",""
"Not disabled","1989","Couple + C. LE 16 ","West Germany","2082","0.963727688783512","0.955808065198586","0.971647312368438"
"Not disabled","1989","Couple + C. LE 16 ","East Germany","","","",""
"Not disabled","1989","Couple + C. GT 16 ","West Germany","1948","0.901117957013112","0.888461989032738","0.913773924993486"
"Not disabled","1989","Couple + C. GT 16 ","East Germany","","","",""
"Not disabled","1989","Couple + C. LE and GT 16","West Germany","935","0.949818360062507","0.936177453097321","0.963459267027693"
"Not disabled","1989","Couple + C. LE and GT 16","East Germany","","","",""
"Disabled","1989","1-pers.-HH","West Germany","158","0.166856612696732","0.14442182385199","0.189291401541474"
"Disabled","1989","1-pers.-HH","East Germany","","","",""
"Disabled","1989","(Married) couple without C. ","West Germany","417","0.21393061505624","0.197008858051559","0.23085237206092"
"Disabled","1989","(Married) couple without C. ","East Germany","","","",""
"Disabled","1989","Single parent ","West Germany","32","0.0788750733055569","0.0545582831434013","0.103191863467713"
"Disabled","1989","Single parent ","East Germany","","","",""
"Disabled","1989","Couple + C. LE 16 ","West Germany","59","0.0362723112164884","0.0283526876315624","0.0441919348014144"
"Disabled","1989","Couple + C. LE 16 ","East Germany","","","",""
"Disabled","1989","Couple + C. GT 16 ","West Germany","189","0.0988820429868878","0.0862260750065137","0.111538010967262"
"Disabled","1989","Couple + C. GT 16 ","East Germany","","","",""
"Disabled","1989","Couple + C. LE and GT 16","West Germany","49","0.0501816399374928","0.0365407329723071","0.0638225469026786"
"Disabled","1989","Couple + C. LE and GT 16","East Germany","","","",""
"Not disabled","1990","1-pers.-HH","West Germany","","","",""
"Not disabled","1990","1-pers.-HH","East Germany","","","",""
"Not disabled","1990","(Married) couple without C. ","West Germany","","","",""
"Not disabled","1990","(Married) couple without C. ","East Germany","","","",""
"Not disabled","1990","Single parent ","West Germany","","","",""
"Not disabled","1990","Single parent ","East Germany","","","",""
"Not disabled","1990","Couple + C. LE 16 ","West Germany","","","",""
"Not disabled","1990","Couple + C. LE 16 ","East Germany","","","",""
"Not disabled","1990","Couple + C. GT 16 ","West Germany","","","",""
"Not disabled","1990","Couple + C. GT 16 ","East Germany","","","",""
"Not disabled","1990","Couple + C. LE and GT 16","West Germany","","","",""
"Not disabled","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Disabled","1990","1-pers.-HH","West Germany","","","",""
"Disabled","1990","1-pers.-HH","East Germany","","","",""
"Disabled","1990","(Married) couple without C. ","West Germany","","","",""
"Disabled","1990","(Married) couple without C. ","East Germany","","","",""
"Disabled","1990","Single parent ","West Germany","","","",""
"Disabled","1990","Single parent ","East Germany","","","",""
"Disabled","1990","Couple + C. LE 16 ","West Germany","","","",""
"Disabled","1990","Couple + C. LE 16 ","East Germany","","","",""
"Disabled","1990","Couple + C. GT 16 ","West Germany","","","",""
"Disabled","1990","Couple + C. GT 16 ","East Germany","","","",""
"Disabled","1990","Couple + C. LE and GT 16","West Germany","","","",""
"Disabled","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Not disabled","1991","1-pers.-HH","West Germany","877","0.826286568519231","0.803227553132898","0.849345583905563"
"Not disabled","1991","1-pers.-HH","East Germany","300","1","1","1"
"Not disabled","1991","(Married) couple without C. ","West Germany","1897","0.781102349038369","0.764323381103274","0.797881316973463"
"Not disabled","1991","(Married) couple without C. ","East Germany","886","1","1","1"
"Not disabled","1991","Single parent ","West Germany","445","0.919475939314795","0.895209416842861","0.943742461786728"
"Not disabled","1991","Single parent ","East Germany","174","1","1","1"
"Not disabled","1991","Couple + C. LE 16 ","West Germany","2039","0.970773983215816","0.963562969345883","0.977984997085749"
"Not disabled","1991","Couple + C. LE 16 ","East Germany","1358","1","1","1"
"Not disabled","1991","Couple + C. GT 16 ","West Germany","1795","0.898803725881817","0.885523038718707","0.912084413044927"
"Not disabled","1991","Couple + C. GT 16 ","East Germany","826","1","1","1"
"Not disabled","1991","Couple + C. LE and GT 16","West Germany","847","0.944057258746705","0.928942102260229","0.959172415233182"
"Not disabled","1991","Couple + C. LE and GT 16","East Germany","326","1","1","1"
"Disabled","1991","1-pers.-HH","West Germany","160","0.173713431480769","0.150654416094437","0.196772446867102"
"Disabled","1991","1-pers.-HH","East Germany","","","",""
"Disabled","1991","(Married) couple without C. ","West Germany","436","0.218897650961631","0.202118683026537","0.235676618896726"
"Disabled","1991","(Married) couple without C. ","East Germany","","","",""
"Disabled","1991","Single parent ","West Germany","38","0.0805240606852053","0.0562575382132721","0.104790583157139"
"Disabled","1991","Single parent ","East Germany","","","",""
"Disabled","1991","Couple + C. LE 16 ","West Germany","57","0.0292260167841839","0.0220150029142507","0.036437030654117"
"Disabled","1991","Couple + C. LE 16 ","East Germany","","","",""
"Disabled","1991","Couple + C. GT 16 ","West Germany","186","0.101196274118183","0.0879155869550731","0.114476961281293"
"Disabled","1991","Couple + C. GT 16 ","East Germany","","","",""
"Disabled","1991","Couple + C. LE and GT 16","West Germany","41","0.0559427412532947","0.040827584766818","0.0710578977397714"
"Disabled","1991","Couple + C. LE and GT 16","East Germany","","","",""
"Not disabled","1992","1-pers.-HH","West Germany","879","0.819855915893474","0.796510506410916","0.843201325376031"
"Not disabled","1992","1-pers.-HH","East Germany","265","0.923269087546048","0.892792691429756","0.95374548366234"
"Not disabled","1992","(Married) couple without C. ","West Germany","1908","0.776994700628808","0.760168409586115","0.793820991671501"
"Not disabled","1992","(Married) couple without C. ","East Germany","797","0.889828252989211","0.869292502682512","0.910364003295909"
"Not disabled","1992","Single parent ","West Germany","422","0.922243590667365","0.897772118497153","0.946715062837578"
"Not disabled","1992","Single parent ","East Germany","169","0.95787330920828","0.928111332314967","0.987635286101593"
"Not disabled","1992","Couple + C. LE 16 ","West Germany","2019","0.96743996940478","0.959814502050625","0.975065436758936"
"Not disabled","1992","Couple + C. LE 16 ","East Germany","1187","0.979933278924996","0.972035363480393","0.987831194369599"
"Not disabled","1992","Couple + C. GT 16 ","West Germany","1767","0.894951458644264","0.881391071064447","0.908511846224081"
"Not disabled","1992","Couple + C. GT 16 ","East Germany","723","0.943182516090924","0.926735215402375","0.959629816779473"
"Not disabled","1992","Couple + C. LE and GT 16","West Germany","804","0.949740839547891","0.934957338985898","0.964524340109884"
"Not disabled","1992","Couple + C. LE and GT 16","East Germany","317","0.988808782433558","0.977283066043005","1.00033449882411"
"Disabled","1992","1-pers.-HH","West Germany","162","0.180144084106526","0.156798674623969","0.203489493589084"
"Disabled","1992","1-pers.-HH","East Germany","28","","",""
"Disabled","1992","(Married) couple without C. ","West Germany","443","0.223005299371192","0.206179008328499","0.239831590413885"
"Disabled","1992","(Married) couple without C. ","East Germany","96","0.110171747010789","0.0896359967040911","0.130707497317487"
"Disabled","1992","Single parent ","West Germany","38","0.0777564093326345","0.0532849371624223","0.102227881502847"
"Disabled","1992","Single parent ","East Germany","6","","",""
"Disabled","1992","Couple + C. LE 16 ","West Germany","62","0.0325600305952198","0.0249345632410644","0.0401854979493752"
"Disabled","1992","Couple + C. LE 16 ","East Germany","24","","",""
"Disabled","1992","Couple + C. GT 16 ","West Germany","197","0.105048541355736","0.0914881537759191","0.118608928935553"
"Disabled","1992","Couple + C. GT 16 ","East Germany","38","0.0568174839090759","0.0403701832205273","0.0732647845976246"
"Disabled","1992","Couple + C. LE and GT 16","West Germany","35","0.0502591604521095","0.0354756598901164","0.0650426610141025"
"Disabled","1992","Couple + C. LE and GT 16","East Germany","3","","",""
"Not disabled","1993","1-pers.-HH","West Germany","","","",""
"Not disabled","1993","1-pers.-HH","East Germany","","","",""
"Not disabled","1993","(Married) couple without C. ","West Germany","","","",""
"Not disabled","1993","(Married) couple without C. ","East Germany","","","",""
"Not disabled","1993","Single parent ","West Germany","","","",""
"Not disabled","1993","Single parent ","East Germany","","","",""
"Not disabled","1993","Couple + C. LE 16 ","West Germany","","","",""
"Not disabled","1993","Couple + C. LE 16 ","East Germany","","","",""
"Not disabled","1993","Couple + C. GT 16 ","West Germany","","","",""
"Not disabled","1993","Couple + C. GT 16 ","East Germany","","","",""
"Not disabled","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Not disabled","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Disabled","1993","1-pers.-HH","West Germany","","","",""
"Disabled","1993","1-pers.-HH","East Germany","","","",""
"Disabled","1993","(Married) couple without C. ","West Germany","","","",""
"Disabled","1993","(Married) couple without C. ","East Germany","","","",""
"Disabled","1993","Single parent ","West Germany","","","",""
"Disabled","1993","Single parent ","East Germany","","","",""
"Disabled","1993","Couple + C. LE 16 ","West Germany","","","",""
"Disabled","1993","Couple + C. LE 16 ","East Germany","","","",""
"Disabled","1993","Couple + C. GT 16 ","West Germany","","","",""
"Disabled","1993","Couple + C. GT 16 ","East Germany","","","",""
"Disabled","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Disabled","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Not disabled","1994","1-pers.-HH","West Germany","914","0.815376083166848","0.792279038493978","0.838473127839718"
"Not disabled","1994","1-pers.-HH","East Germany","279","0.889615047464706","0.855172875660595","0.924057219268816"
"Not disabled","1994","(Married) couple without C. ","West Germany","1997","0.795303522324705","0.779257921960137","0.811349122689274"
"Not disabled","1994","(Married) couple without C. ","East Germany","862","0.897754822453457","0.878539543426402","0.916970101480513"
"Not disabled","1994","Single parent ","West Germany","387","0.928234207373702","0.903461835493439","0.953006579253964"
"Not disabled","1994","Single parent ","East Germany","154","0.963955807272396","0.935073338443196","0.992838276101597"
"Not disabled","1994","Couple + C. LE 16 ","West Germany","1960","0.961638322756945","0.953276982608648","0.969999662905242"
"Not disabled","1994","Couple + C. LE 16 ","East Germany","972","0.976948706203793","0.967619634462312","0.986277777945274"
"Not disabled","1994","Couple + C. GT 16 ","West Germany","1564","0.900908875954643","0.886817294592228","0.915000457317057"
"Not disabled","1994","Couple + C. GT 16 ","East Germany","691","0.937862556317492","0.920338662348995","0.955386450285989"
"Not disabled","1994","Couple + C. LE and GT 16","West Germany","791","0.965617653495066","0.953153956929605","0.978081350060527"
"Not disabled","1994","Couple + C. LE and GT 16","East Germany","354","0.982718506809437","0.96925674070973","0.996180272909145"
"Disabled","1994","1-pers.-HH","West Germany","170","0.184623916833152","0.161526872160282","0.207720961506022"
"Disabled","1994","1-pers.-HH","East Germany","39","0.110384952535294","0.075942780731184","0.144827124339405"
"Disabled","1994","(Married) couple without C. ","West Germany","432","0.204696477675295","0.188650877310726","0.220742078039863"
"Disabled","1994","(Married) couple without C. ","East Germany","93","0.102245177546543","0.0830298985194872","0.121460456573598"
"Disabled","1994","Single parent ","West Germany","30","0.0717657926262982","0.0469934207460357","0.0965381645065607"
"Disabled","1994","Single parent ","East Germany","6","","",""
"Disabled","1994","Couple + C. LE 16 ","West Germany","67","0.038361677243055","0.0300003370947577","0.0467230173913523"
"Disabled","1994","Couple + C. LE 16 ","East Germany","22","","",""
"Disabled","1994","Couple + C. GT 16 ","West Germany","163","0.0990911240453575","0.0849995426829426","0.113182705407772"
"Disabled","1994","Couple + C. GT 16 ","East Germany","38","0.0621374436825079","0.0446135497140111","0.0796613376510048"
"Disabled","1994","Couple + C. LE and GT 16","West Germany","30","0.0343823465049342","0.021918649939473","0.0468460430703953"
"Disabled","1994","Couple + C. LE and GT 16","East Germany","6","","",""
"Not disabled","1995","1-pers.-HH","West Germany","943","0.818108110114041","0.795485978689113","0.840730241538969"
"Not disabled","1995","1-pers.-HH","East Germany","288","0.890604942590024","0.856722033405588","0.924487851774459"
"Not disabled","1995","(Married) couple without C. ","West Germany","2056","0.783012968736991","0.766874626381061","0.79915131109292"
"Not disabled","1995","(Married) couple without C. ","East Germany","853","0.867435744173987","0.846062682936995","0.888808805410978"
"Not disabled","1995","Single parent ","West Germany","417","0.932476091001853","0.909188299605206","0.955763882398501"
"Not disabled","1995","Single parent ","East Germany","160","0.974319147810413","0.950183361432188","0.998454934188637"
"Not disabled","1995","Couple + C. LE 16 ","West Germany","2170","0.963866884037217","0.956147171023135","0.971586597051299"
"Not disabled","1995","Couple + C. LE 16 ","East Germany","882","0.975772947267668","0.965733486786733","0.985812407748604"
"Not disabled","1995","Couple + C. GT 16 ","West Germany","1603","0.88753362682881","0.872839954063746","0.902227299593873"
"Not disabled","1995","Couple + C. GT 16 ","East Germany","674","0.932135989563561","0.91371338719608","0.950558591931043"
"Not disabled","1995","Couple + C. LE and GT 16","West Germany","821","0.960731873928594","0.947727816819829","0.973735931037359"
"Not disabled","1995","Couple + C. LE and GT 16","East Germany","372","0.965868100060996","0.94770785845571","0.984028341666283"
"Disabled","1995","1-pers.-HH","West Germany","174","0.181891889885959","0.159269758461031","0.204514021310887"
"Disabled","1995","1-pers.-HH","East Germany","38","0.109395057409976","0.0755121482255407","0.143277966594412"
"Disabled","1995","(Married) couple without C. ","West Germany","450","0.216987031263009","0.200848688907079","0.233125373618939"
"Disabled","1995","(Married) couple without C. ","East Germany","114","0.132564255826013","0.111191194589022","0.153937317063005"
"Disabled","1995","Single parent ","West Germany","29","","",""
"Disabled","1995","Single parent ","East Germany","5","","",""
"Disabled","1995","Couple + C. LE 16 ","West Germany","75","0.0361331159627831","0.0284134029487009","0.0438528289768653"
"Disabled","1995","Couple + C. LE 16 ","East Germany","19","","",""
"Disabled","1995","Couple + C. GT 16 ","West Germany","173","0.112466373171191","0.0977727004061271","0.127160045936254"
"Disabled","1995","Couple + C. GT 16 ","East Germany","42","0.0678640104364389","0.0494414080689574","0.0862866128039204"
"Disabled","1995","Couple + C. LE and GT 16","West Germany","36","0.039268126071406","0.0262640689626412","0.0522721831801709"
"Disabled","1995","Couple + C. LE and GT 16","East Germany","12","","",""
"Not disabled","1996","1-pers.-HH","West Germany","953","0.817237008496225","0.794713557639415","0.839760459353035"
"Not disabled","1996","1-pers.-HH","East Germany","304","0.871716022734966","0.836531061567445","0.906900983902487"
"Not disabled","1996","(Married) couple without C. ","West Germany","2062","0.785744186483371","0.769714929972462","0.80177344299428"
"Not disabled","1996","(Married) couple without C. ","East Germany","918","0.868701996760492","0.848156630638351","0.889247362882633"
"Not disabled","1996","Single parent ","West Germany","445","0.920667588669293","0.896565688660805","0.944769488677781"
"Not disabled","1996","Single parent ","East Germany","164","0.969015867705341","0.942968805702177","0.995062929708506"
"Not disabled","1996","Couple + C. LE 16 ","West Germany","2113","0.963108366571659","0.95520116621529","0.971015566928029"
"Not disabled","1996","Couple + C. LE 16 ","East Germany","798","0.970293835631981","0.95865937203224","0.981928299231723"
"Not disabled","1996","Couple + C. GT 16 ","West Germany","1532","0.890055914909507","0.875163750578863","0.904948079240151"
"Not disabled","1996","Couple + C. GT 16 ","East Germany","634","0.932088704067653","0.913080539192526","0.95109686894278"
"Not disabled","1996","Couple + C. LE and GT 16","West Germany","807","0.953501539400051","0.939304436718898","0.967698642081204"
"Not disabled","1996","Couple + C. LE and GT 16","East Germany","395","0.96675110662606","0.949354523923905","0.984147689328215"
"Disabled","1996","1-pers.-HH","West Germany","178","0.182762991503775","0.160239540646965","0.205286442360585"
"Disabled","1996","1-pers.-HH","East Germany","43","0.128283977265034","0.0930990160975129","0.163468938432555"
"Disabled","1996","(Married) couple without C. ","West Germany","455","0.214255813516629","0.19822655700572","0.230285070027538"
"Disabled","1996","(Married) couple without C. ","East Germany","120","0.131298003239508","0.110752637117367","0.151843369361649"
"Disabled","1996","Single parent ","West Germany","38","0.0793324113307067","0.0552305113222186","0.103434311339195"
"Disabled","1996","Single parent ","East Germany","6","","",""
"Disabled","1996","Couple + C. LE 16 ","West Germany","70","0.0368916334283406","0.0289844330719714","0.0447988337847098"
"Disabled","1996","Couple + C. LE 16 ","East Germany","20","","",""
"Disabled","1996","Couple + C. GT 16 ","West Germany","163","0.109944085090493","0.0950519207598486","0.124836249421137"
"Disabled","1996","Couple + C. GT 16 ","East Germany","39","0.067911295932347","0.0489031310572204","0.0869194608074737"
"Disabled","1996","Couple + C. LE and GT 16","West Germany","38","0.0464984605999492","0.0323013579187964","0.060695563281102"
"Disabled","1996","Couple + C. LE and GT 16","East Germany","13","","",""
"Not disabled","1997","1-pers.-HH","West Germany","924","0.826421050505806","0.803977650839564","0.848864450172047"
"Not disabled","1997","1-pers.-HH","East Germany","314","0.875964795677071","0.841724389999733","0.910205201354409"
"Not disabled","1997","(Married) couple without C. ","West Germany","2085","0.782707417627979","0.766666141450124","0.798748693805834"
"Not disabled","1997","(Married) couple without C. ","East Germany","922","0.871048380250187","0.850776782446395","0.891319978053979"
"Not disabled","1997","Single parent ","West Germany","424","0.925534391863523","0.901465054069817","0.949603729657229"
"Not disabled","1997","Single parent ","East Germany","169","0.955867885305934","0.925610056437815","0.986125714174053"
"Not disabled","1997","Couple + C. LE 16 ","West Germany","2054","0.957413336783082","0.948844157949882","0.965982515616282"
"Not disabled","1997","Couple + C. LE 16 ","East Germany","693","0.972298715391899","0.960227007239943","0.984370423543856"
"Not disabled","1997","Couple + C. GT 16 ","West Germany","1479","0.896115623919721","0.881312780122349","0.910918467717093"
"Not disabled","1997","Couple + C. GT 16 ","East Germany","702","0.940471065414788","0.923434746503705","0.95750738432587"
"Not disabled","1997","Couple + C. LE and GT 16","West Germany","790","0.951922593477862","0.937315768731382","0.966529418224342"
"Not disabled","1997","Couple + C. LE and GT 16","East Germany","373","0.969986946843072","0.952965656791121","0.987008236895023"
"Disabled","1997","1-pers.-HH","West Germany","170","0.173578949494194","0.151135549827953","0.196022349160436"
"Disabled","1997","1-pers.-HH","East Germany","42","0.124035204322929","0.0897947986455908","0.158275610000267"
