"m11124","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","1996","Couple + C. GT 16 ","Male","1154","0.876930992292682","0.85895504351706","0.894906941068303","0"
"Not disabled","1996","Couple + C. GT 16 ","Female","1012","0.922732609771395","0.906844608044273","0.938620611498517","0"
"Not disabled","1996","Couple + C. LE and GT 16","Male","617","0.941237576248527","0.923157889920602","0.959317262576451","0"
"Not disabled","1996","Couple + C. LE and GT 16","Female","585","0.974771550576286","0.96225495738579","0.987288143766782","0"
"Not disabled","1996","(Married) couple without C. ","Male","1412","0.751480899227484","0.731314068148984","0.771647730305984","0"
"Not disabled","1996","(Married) couple without C. ","Female","1568","0.858628971007419","0.842493439466993","0.874764502547845","0"
"Disabled","1997","1-pers.-HH","Male","61","0.12718084334321","0.0988957594268188","0.155465927259601","1"
"Disabled","1997","1-pers.-HH","Female","151","0.186203160259936","0.161008126391876","0.211398194127995","1"
"Disabled","1997","(Married) couple without C. ","Male","354","0.24698779105007","0.227014986599526","0.266960595500615","1"
"Disabled","1997","(Married) couple without C. ","Female","228","0.145673676586448","0.129367367055016","0.16197998611788","1"
"Disabled","1997","Couple + C. GT 16 ","Male","113","0.109571781420581","0.092572642556666","0.126570920284497","1"
"Disabled","1997","Single parent ","Male","21","","","","1"
"Disabled","1997","Single parent ","Female","20","","","","1"
"Disabled","1997","Couple + C. LE 16 ","Male","57","0.0491785799219717","0.0378311252228281","0.0605260346211154","1"
"Disabled","1997","Couple + C. LE 16 ","Female","39","0.0303214259567137","0.0214895589515753","0.0391532929618521","1"
"Disabled","1997","Couple + C. GT 16 ","Female","79","0.0776726171694227","0.0616800392244042","0.0936651951144412","1"
"Disabled","1997","Couple + C. LE and GT 16","Male","28","","","","1"
"Disabled","1997","Couple + C. LE and GT 16","Female","19","","","","1"
"Not disabled","1997","1-pers.-HH","Male","472","0.87281915665679","0.844534072740399","0.901104240573181","0"
"Not disabled","1997","1-pers.-HH","Female","766","0.813796839740064","0.788601805872005","0.838991873608124","0"
"Not disabled","1997","Single parent ","Male","202","0.882487530861884","0.840221455391885","0.924753606331882","0"
"Not disabled","1997","Single parent ","Female","391","0.955590783756509","0.935674894135465","0.975506673377552","0"
"Not disabled","1997","Couple + C. LE 16 ","Male","1338","0.950821420078028","0.939473965378885","0.962168874777172","0"
"Not disabled","1997","Couple + C. LE 16 ","Female","1409","0.969678574043286","0.960846707038148","0.978510441048425","0"
"Not disabled","1997","Couple + C. GT 16 ","Male","1184","0.890428218579419","0.873429079715503","0.907427357443334","0"
"Not disabled","1997","Couple + C. GT 16 ","Female","997","0.922327382830577","0.906334804885559","0.938319960775596","0"
"Not disabled","1997","Couple + C. LE and GT 16","Male","592","0.944199609391507","0.926131913419288","0.962267305363725","0"
"Not disabled","1997","Couple + C. LE and GT 16","Female","571","0.967324500742344","0.952978881651337","0.981670119833352","0"
"Not disabled","1997","(Married) couple without C. ","Male","1437","0.75301220894993","0.733039404499386","0.772985013400474","0"
"Not disabled","1997","(Married) couple without C. ","Female","1570","0.854326323413552","0.83802001388212","0.870632632944984","0"
"Disabled","1998","1-pers.-HH","Male","86","0.141970645985058","0.115403697177641","0.168537594792475","1"
"Disabled","1998","1-pers.-HH","Female","190","0.205104450025879","0.181144920267471","0.229063979784287","1"
"Disabled","1998","(Married) couple without C. ","Female","259","0.137974571088064","0.123206776519653","0.152742365656476","1"
"Disabled","1998","(Married) couple without C. ","Male","415","0.235005035946301","0.216743978859912","0.253266093032689","1"
"Disabled","1998","Single parent ","Male","23","","","","1"
"Disabled","1998","Single parent ","Female","32","0.0669940274821638","0.0443913744930689","0.0895966804712586","1"
"Disabled","1998","Couple + C. GT 16 ","Male","132","0.110873161046297","0.094449891835234","0.127296430257361","1"
"Disabled","1998","Couple + C. LE 16 ","Male","53","0.0373400134216309","0.0278399594908978","0.0468400673523641","1"
"Disabled","1998","Couple + C. LE 16 ","Female","35","0.0226117227900497","0.0152814533779375","0.0299419922021618","1"
"Disabled","1998","Couple + C. GT 16 ","Female","87","0.0771192810458874","0.0617537319804751","0.0924848301112996","1"
"Disabled","1998","Couple + C. LE and GT 16","Male","31","0.058726029868135","0.0405816730049772","0.0768703867312929","1"
"Disabled","1998","Couple + C. LE and GT 16","Female","21","","","","1"
"Not disabled","1998","1-pers.-HH","Male","577","0.858029354014942","0.831462405207525","0.884596302822358","0"
"Not disabled","1998","1-pers.-HH","Female","901","0.794895549974121","0.770936020215713","0.818855079732529","0"
"Not disabled","1998","Single parent ","Male","219","0.905037098448663","0.868101036764047","0.94197316013328","0"
"Not disabled","1998","Single parent ","Female","438","0.933005972517836","0.910403319528741","0.955608625506931","0"
"Not disabled","1998","Couple + C. LE 16 ","Male","1477","0.962659986578369","0.953159932647636","0.972160040509102","0"
"Not disabled","1998","Couple + C. LE 16 ","Female","1545","0.97738827720995","0.970058007797838","0.984718546622062","0"
"Not disabled","1998","Couple + C. GT 16 ","Male","1272","0.889126838953703","0.872703569742639","0.905550108164766","0"
"Not disabled","1998","Couple + C. GT 16 ","Female","1071","0.922880718954113","0.9075151698887","0.938246268019525","0"
"Not disabled","1998","(Married) couple without C. ","Male","1656","0.764994964053699","0.746733906967311","0.783256021140088","0"
"Not disabled","1998","(Married) couple without C. ","Female","1836","0.862025428911936","0.847257634343524","0.876793223480347","0"
"Not disabled","1998","Couple + C. LE and GT 16","Male","614","0.941273970131865","0.923129613268707","0.959418326995023","0"
"Not disabled","1998","Couple + C. LE and GT 16","Female","588","0.966099632310689","0.951726460815472","0.980472803805905","0"
"Disabled","1999","Couple + C. GT 16 ","Male","123","0.100120621855623","0.084085233588345","0.116156010122901","1"
"Disabled","1999","1-pers.-HH","Male","82","0.150190205916951","0.122851506898467","0.177528904935436","1"
"Disabled","1999","1-pers.-HH","Female","183","0.20802313180461","0.183307012832105","0.232739250777115","1"
"Disabled","1999","(Married) couple without C. ","Male","423","0.249783047065793","0.231098667679036","0.26846742645255","1"
"Disabled","1999","(Married) couple without C. ","Female","276","0.158314023297954","0.142607727250312","0.174020319345596","1"
"Disabled","1999","Single parent ","Male","20","","","","1"
"Disabled","1999","Single parent ","Female","33","0.0743380749146188","0.0506226441580291","0.0980535056712084","1"
"Disabled","1999","Couple + C. LE 16 ","Male","42","0.0290871084960228","0.0205968629572649","0.0375773540347807","1"
"Disabled","1999","Couple + C. LE 16 ","Female","35","0.0227756234991278","0.0152928800425373","0.0302583669557182","1"
"Disabled","1999","Couple + C. GT 16 ","Female","95","0.0742914353460711","0.0591936624420919","0.0893892082500504","1"
"Disabled","1999","Couple + C. LE and GT 16","Male","28","","","","1"
"Disabled","1999","Couple + C. LE and GT 16","Female","18","","","","1"
"Not disabled","1999","1-pers.-HH","Male","574","0.849809794083048","0.822471095064564","0.877148493101533","0"
"Not disabled","1999","1-pers.-HH","Female","853","0.79197686819539","0.767260749222885","0.816692987167895","0"
"Not disabled","1999","Single parent ","Male","228","0.917456325405215","0.883206619278453","0.951706031531978","0"
"Not disabled","1999","Single parent ","Female","437","0.925661925085381","0.901946494328791","0.949377355841971","0"
"Not disabled","1999","Couple + C. LE 16 ","Male","1463","0.970912891503977","0.962422645965219","0.979403137042735","0"
"Not disabled","1999","Couple + C. LE 16 ","Female","1492","0.977224376500872","0.969741633044282","0.984707119957463","0"
"Not disabled","1999","Couple + C. GT 16 ","Male","1223","0.899879378144377","0.883843989877099","0.915914766411655","0"
"Not disabled","1999","Couple + C. GT 16 ","Female","1064","0.925708564653929","0.91061079174995","0.940806337557908","0"
"Not disabled","1999","(Married) couple without C. ","Male","1639","0.750216952934207","0.73153257354745","0.768901332320964","0"
"Not disabled","1999","(Married) couple without C. ","Female","1799","0.841685976702046","0.825979680654404","0.857392272749688","0"
"Not disabled","1999","Couple + C. LE and GT 16","Male","572","0.942460027014424","0.923826770516631","0.961093283512216","0"
"Not disabled","1999","Couple + C. LE and GT 16","Female","546","0.961198326397928","0.945260089743141","0.977136563052715","0"
"Disabled","2000","1-pers.-HH","Male","168","0.132092613885222","0.114331044319566","0.149854183450878","1"
"Disabled","2000","Couple + C. GT 16 ","Male","183","0.0875174410382896","0.0754511050359534","0.0995837770406258","1"
"Disabled","2000","1-pers.-HH","Female","309","0.174524809344976","0.157721274376957","0.191328344312995","1"
"Disabled","2000","(Married) couple without C. ","Male","788","0.227598472583769","0.214209214450307","0.240987730717231","1"
"Disabled","2000","(Married) couple without C. ","Female","480","0.131632675500294","0.12088172072062","0.142383630279968","1"
"Disabled","2000","Single parent ","Male","35","0.0862919865718758","0.0579099785109523","0.114673994632799","1"
"Disabled","2000","Single parent ","Female","49","0.057982758925289","0.0420349883054135","0.0739305295451645","1"
"Disabled","2000","Couple + C. LE 16 ","Male","85","0.0347869729703221","0.0277557485679933","0.0418181973726509","1"
"Disabled","2000","Couple + C. LE 16 ","Female","59","0.0218108410645328","0.0162495863971938","0.0273720957318718","1"
"Disabled","2000","Couple + C. GT 16 ","Female","130","0.0652595592427042","0.0540231722209759","0.0764959462644325","1"
"Disabled","2000","Couple + C. LE and GT 16","Male","42","0.0486022641945812","0.0351870125884226","0.0620175158007397","1"
"Disabled","2000","Couple + C. LE and GT 16","Female","23","","","","1"
"Not disabled","2000","1-pers.-HH","Male","1228","0.867907386114778","0.850145816549122","0.885668955680434","0"
"Not disabled","2000","1-pers.-HH","Female","1651","0.825475190655024","0.808671655687004","0.842278725623043","0"
"Not disabled","2000","(Married) couple without C. ","Male","2979","0.772401527416231","0.759012269282769","0.785790785549693","0"
"Not disabled","2000","Single parent ","Male","341","0.913708013428124","0.885326005367201","0.942090021489048","0"
"Not disabled","2000","Single parent ","Female","776","0.942017241074711","0.926069470454835","0.957965011694586","0"
"Not disabled","2000","Couple + C. LE 16 ","Male","2524","0.965213027029678","0.958181802627349","0.972244251432007","0"
"Not disabled","2000","Couple + C. LE 16 ","Female","2591","0.978189158935467","0.972627904268128","0.983750413602806","0"
"Not disabled","2000","Couple + C. GT 16 ","Male","1924","0.91248255896171","0.900416222959374","0.924548894964047","0"
"Not disabled","2000","Couple + C. GT 16 ","Female","1726","0.934740440757296","0.923504053735568","0.945976827779024","0"
"Not disabled","2000","(Married) couple without C. ","Female","3319","0.868367324499706","0.857616369720032","0.87911827927938","0"
"Not disabled","2000","Couple + C. LE and GT 16","Male","945","0.951397735805419","0.93798248419926","0.964812987411577","0"
"Not disabled","2000","Couple + C. LE and GT 16","Female","935","0.97553534545881","0.965752698406235","0.985317992511385","0"
"Disabled","2001","Couple + C. GT 16 ","Male","166","0.0924249792853027","0.0794396282175588","0.105410330353047","1"
"Disabled","2001","1-pers.-HH","Male","162","0.137420533984576","0.118319091200167","0.156521976768986","1"
"Disabled","2001","1-pers.-HH","Female","277","0.171380851933133","0.153745183395846","0.18901652047042","1"
"Disabled","2001","(Married) couple without C. ","Male","687","0.218563088651078","0.204752752804814","0.232373424497342","1"
"Disabled","2001","(Married) couple without C. ","Female","450","0.139820733392976","0.128253484647376","0.151387982138575","1"
"Disabled","2001","Single parent ","Male","30","0.0801373961431923","0.0519339493634787","0.108340842922906","1"
"Disabled","2001","Single parent ","Female","44","0.0575769050138476","0.0411450513309598","0.0740087586967355","1"
"Disabled","2001","Couple + C. LE 16 ","Male","75","0.0347161440727284","0.0273368024314496","0.0420954857140071","1"
"Disabled","2001","Couple + C. LE 16 ","Female","54","0.0227515205108064","0.0167909397835172","0.0287121012380955","1"
"Disabled","2001","Couple + C. GT 16 ","Female","124","0.0671117881155946","0.0553142760624577","0.0789093001687316","1"
"Disabled","2001","Couple + C. LE and GT 16","Male","36","0.0362799119051551","0.0240840419841961","0.0484757818261141","1"
"Disabled","2001","Couple + C. LE and GT 16","Female","24","","","","1"
"Not disabled","2001","1-pers.-HH","Male","1086","0.862579466015424","0.843478023231014","0.881680908799833","0"
"Not disabled","2001","1-pers.-HH","Female","1477","0.828619148066867","0.81098347952958","0.846254816604154","0"
"Not disabled","2001","(Married) couple without C. ","Male","2753","0.781436911348922","0.767626575502658","0.795247247195186","0"
"Not disabled","2001","Single parent ","Male","326","0.919862603856808","0.891659157077094","0.948066050636521","0"
"Not disabled","2001","Single parent ","Female","728","0.942423094986152","0.925991241303265","0.95885494866904","0"
"Not disabled","2001","Couple + C. LE 16 ","Male","2289","0.965283855927272","0.957904514285993","0.97266319756855","0"
"Not disabled","2001","Couple + C. LE 16 ","Female","2350","0.977248479489194","0.971287898761905","0.983209060216483","0"
"Not disabled","2001","Couple + C. GT 16 ","Male","1745","0.907575020714697","0.894589669646953","0.920560371782441","0"
"Not disabled","2001","Couple + C. GT 16 ","Female","1604","0.932888211884405","0.921090699831268","0.944685723937542","0"
"Not disabled","2001","Couple + C. LE and GT 16","Male","867","0.963720088094845","0.951524218173886","0.975915958015804","0"
"Not disabled","2001","Couple + C. LE and GT 16","Female","822","0.976408658128036","0.966181498313608","0.986635817942463","0"
"Not disabled","2001","(Married) couple without C. ","Female","3003","0.860179266607024","0.848612017861425","0.871746515352624","0"
"Disabled","2002","Couple + C. GT 16 ","Male","177","0.0977517431853703","0.0851427140744311","0.110360772296309","1"
"Disabled","2002","1-pers.-HH","Male","170","0.141113301325761","0.122063665507749","0.160162937143773","1"
"Disabled","2002","1-pers.-HH","Female","279","0.181065919866984","0.16292046458187","0.199211375152098","1"
"Disabled","2002","(Married) couple without C. ","Male","747","0.231029106189632","0.217484545581426","0.244573666797838","1"
"Disabled","2002","(Married) couple without C. ","Female","506","0.153424130287544","0.14188465604125","0.164963604533839","1"
"Disabled","2002","Single parent ","Male","30","0.0877788015855394","0.0583841717310188","0.11717343144006","1"
"Disabled","2002","Single parent ","Female","56","0.0680043019208901","0.0502684212566533","0.085740182585127","1"
"Disabled","2002","Couple + C. LE 16 ","Male","82","0.0415099775287338","0.033447067312325","0.0495728877451425","1"
"Disabled","2002","Couple + C. LE 16 ","Female","52","0.0231247554971688","0.0171241137855028","0.0291253972088348","1"
"Disabled","2002","Couple + C. GT 16 ","Female","143","0.0855367759238565","0.0728876691747741","0.0981858826729389","1"
"Disabled","2002","Couple + C. LE and GT 16","Male","39","0.0461373570449816","0.0331481240590099","0.0591265900309532","1"
"Disabled","2002","Couple + C. LE and GT 16","Female","16","","","","1"
"Not disabled","2002","1-pers.-HH","Male","1113","0.858886698674239","0.839837062856227","0.877936334492251","0"
"Not disabled","2002","1-pers.-HH","Female","1451","0.818934080133016","0.800788624847902","0.83707953541813","0"
"Not disabled","2002","(Married) couple without C. ","Male","2973","0.768970893810368","0.755426333202162","0.782515454418574","0"
"Not disabled","2002","Single parent ","Male","326","0.912221198414461","0.88282656855994","0.941615828268981","0"
"Not disabled","2002","Single parent ","Female","718","0.93199569807911","0.914259817414873","0.949731578743347","0"
"Not disabled","2002","Couple + C. LE 16 ","Male","2269","0.958490022471266","0.950427112254857","0.966552932687675","0"
"Not disabled","2002","Couple + C. LE 16 ","Female","2358","0.976875244502831","0.970874602791165","0.982875886214497","0"
"Not disabled","2002","Couple + C. GT 16 ","Male","1954","0.90224825681463","0.88963922770369","0.914857285925569","0"
"Not disabled","2002","Couple + C. GT 16 ","Female","1735","0.914463224076143","0.901814117327061","0.927112330825226","0"
"Not disabled","2002","Couple + C. LE and GT 16","Male","963","0.953862642955018","0.940873409969047","0.96685187594099","0"
"Not disabled","2002","Couple + C. LE and GT 16","Female","938","0.979959441908545","0.971066757901906","0.988852125915184","0"
"Not disabled","2002","(Married) couple without C. ","Female","3241","0.846575869712456","0.835036395466161","0.85811534395875","0"
"Disabled","2003","1-pers.-HH","Male","179","0.149908188636115","0.130282680488102","0.169533696784127","1"
"Disabled","2003","1-pers.-HH","Female","276","0.181845068543489","0.163584629198828","0.20010550788815","1"
"Disabled","2003","Couple + C. GT 16 ","Male","173","0.0970736287233298","0.0843505204092879","0.109796737037372","1"
"Disabled","2003","(Married) couple without C. ","Male","719","0.218816471927011","0.20538345359087","0.232249490263153","1"
"Disabled","2003","(Married) couple without C. ","Female","502","0.150541191571056","0.138979583155844","0.162102799986268","1"
"Disabled","2003","Single parent ","Male","30","0.0651405874429674","0.0393243158861038","0.090956858999831","1"
"Disabled","2003","Single parent ","Female","55","0.0670840612841289","0.0494026937741705","0.0847654287940873","1"
"Disabled","2003","Couple + C. LE 16 ","Male","77","0.0451280145897852","0.0363879563840455","0.0538680727955249","1"
"Disabled","2003","Couple + C. LE 16 ","Female","41","0.0185688112147396","0.0129582968631155","0.0241793255663636","1"
"Disabled","2003","Couple + C. GT 16 ","Female","139","0.0829116674631487","0.0704270078344189","0.0953963270918785","1"
"Disabled","2003","Couple + C. LE and GT 16","Male","47","0.0461713321095245","0.0327487310368392","0.0595939331822098","1"
"Disabled","2003","Couple + C. LE and GT 16","Female","21","","","","1"
"Not disabled","2003","1-pers.-HH","Male","1092","0.850091811363885","0.830466303215873","0.869717319511898","0"
"Not disabled","2003","1-pers.-HH","Female","1438","0.818154931456511","0.79989449211185","0.836415370801172","0"
"Not disabled","2003","(Married) couple without C. ","Male","2920","0.781183528072989","0.767750509736847","0.79461654640913","0"
"Not disabled","2003","Single parent ","Male","321","0.934859412557033","0.909043141000169","0.960675684113896","0"
"Not disabled","2003","Single parent ","Female","714","0.932915938715871","0.915234571205913","0.950597306225829","0"
"Not disabled","2003","Couple + C. LE 16 ","Male","2090","0.954871985410215","0.946131927204475","0.963612043615954","0"
"Not disabled","2003","Couple + C. LE 16 ","Female","2183","0.98143118878526","0.975820674433636","0.987041703136884","0"
"Not disabled","2003","Couple + C. GT 16 ","Male","1907","0.90292637127667","0.890203262962628","0.915649479590712","0"
"Not disabled","2003","Couple + C. GT 16 ","Female","1735","0.917088332536851","0.904603672908121","0.929572992165581","0"
"Not disabled","2003","Couple + C. LE and GT 16","Male","892","0.953828667890475","0.94040606681779","0.967251268963161","0"
"Not disabled","2003","(Married) couple without C. ","Female","3173","0.849458808428944","0.837897200013732","0.861020416844156","0"
"Not disabled","2003","Couple + C. LE and GT 16","Female","886","0.973726984750177","0.963317769021234","0.984136200479119","0"
"Disabled","2004","1-pers.-HH","Male","176","0.154575490226606","0.134381283490943","0.174769696962269","1"
"Disabled","2004","1-pers.-HH","Female","292","0.193764809635937","0.1749541729608","0.212575446311073","1"
"Disabled","2004","Couple + C. GT 16 ","Male","180","0.0993602626044679","0.0864107602728851","0.112309764936051","1"
"Disabled","2004","Couple + C. GT 16 ","Female","144","0.0773327842480633","0.0652388482548687","0.0894267202412578","1"
"Disabled","2004","(Married) couple without C. ","Male","720","0.222278270123871","0.208707770082548","0.235848770165195","1"
"Disabled","2004","(Married) couple without C. ","Female","509","0.154361262541391","0.142678646307653","0.166043878775128","1"
"Disabled","2004","Single parent ","Male","26","","","","1"
"Disabled","2004","Single parent ","Female","60","0.0914147278836921","0.0707476668558363","0.112081788911548","1"
"Disabled","2004","Couple + C. LE 16 ","Male","77","0.0498796685844911","0.0403436488787498","0.0594156882902325","1"
"Disabled","2004","Couple + C. LE 16 ","Female","48","0.0217662435679212","0.0154695647403252","0.0280629223955173","1"
"Disabled","2004","Couple + C. LE and GT 16","Male","37","0.04356785918871","0.0302903882966827","0.0568453300807373","1"
"Disabled","2004","Couple + C. LE and GT 16","Female","18","","","","1"
"Not disabled","2004","1-pers.-HH","Male","1055","0.845424509773394","0.825230303037731","0.865618716509057","0"
"Not disabled","2004","1-pers.-HH","Female","1404","0.806235190364063","0.787424553688927","0.8250458270392","0"
"Not disabled","2004","(Married) couple without C. ","Male","2886","0.777721729876128","0.764151229834805","0.791292229917452","0"
"Not disabled","2004","Single parent ","Male","323","0.938350350748937","0.913116519586155","0.963584181911719","0"
"Not disabled","2004","Single parent ","Female","687","0.908585272116308","0.887918211088452","0.929252333144164","0"
"Not disabled","2004","Couple + C. LE 16 ","Male","1925","0.950120331415509","0.940584311709767","0.95965635112125","0"
"Not disabled","2004","Couple + C. LE 16 ","Female","2015","0.978233756432079","0.971937077604483","0.984530435259675","0"
"Not disabled","2004","Couple + C. GT 16 ","Male","1870","0.900639737395532","0.887690235063949","0.913589239727115","0"
"Not disabled","2004","Couple + C. GT 16 ","Female","1730","0.922667215751937","0.910573279758742","0.934761151745132","0"
"Not disabled","2004","Couple + C. LE and GT 16","Male","871","0.95643214081129","0.943154669919263","0.969709611703317","0"
"Not disabled","2004","Couple + C. LE and GT 16","Female","868","0.976079340572914","0.96601789541484","0.986140785730988","0"
"Not disabled","2004","(Married) couple without C. ","Female","3165","0.845638737458609","0.833956121224871","0.857321353692347","0"
"Disabled","2005","1-pers.-HH","Male","186","0.155655579193755","0.13559047183917","0.175720686548339","1"
"Disabled","2005","1-pers.-HH","Female","297","0.192258786609291","0.173586293579065","0.210931279639518","1"
"Disabled","2005","Couple + C. GT 16 ","Male","163","0.0859451203560394","0.0734113666498928","0.0984788740621861","1"
"Disabled","2005","Couple + C. GT 16 ","Female","131","0.075926557864858","0.0634807363909918","0.0883723793387243","1"
"Disabled","2005","(Married) couple without C. ","Male","715","0.223174627921407","0.20935666689417","0.236992588948643","1"
"Disabled","2005","(Married) couple without C. ","Female","503","0.150890457255368","0.139127435327452","0.162653479183284","1"
"Disabled","2005","Single parent ","Male","30","0.0595106350888506","0.0344374633751558","0.0845838068025455","1"
"Disabled","2005","Single parent ","Female","40","0.0471824939603973","0.0321869304198422","0.0621780575009523","1"
"Disabled","2005","Couple + C. LE 16 ","Male","81","0.051845632226825","0.0416679152661396","0.0620233491875104","1"
"Disabled","2005","Couple + C. LE 16 ","Female","51","0.0262147468966298","0.0190381417841301","0.0333913520091295","1"
"Disabled","2005","Couple + C. LE and GT 16","Male","39","0.0595153489770562","0.0437032613037303","0.0753274366503821","1"
"Disabled","2005","Couple + C. LE and GT 16","Female","17","","","","1"
"Not disabled","2005","1-pers.-HH","Male","1068","0.844344420806245","0.824279313451661","0.86440952816083","0"
"Not disabled","2005","1-pers.-HH","Female","1414","0.807741213390708","0.789068720360482","0.826413706420935","0"
"Not disabled","2005","(Married) couple without C. ","Male","2773","0.776825372078593","0.763007411051357","0.79064333310583","0"
"Not disabled","2005","Single parent ","Male","312","0.940489364911149","0.915416193197454","0.965562536624844","0"
"Not disabled","2005","Single parent ","Female","728","0.952817506039603","0.937821942499048","0.967813069580158","0"
"Not disabled","2005","(Married) couple without C. ","Female","3054","0.849109542744632","0.837346520816716","0.860872564672548","0"
"Not disabled","2005","Couple + C. LE 16 ","Male","1742","0.948154367773175","0.93797665081249","0.95833208473386","0"
"Not disabled","2005","Couple + C. LE 16 ","Female","1853","0.97378525310337","0.966608647990871","0.98096185821587","0"
"Not disabled","2005","Couple + C. GT 16 ","Female","1609","0.924073442135142","0.911627620661276","0.936519263609008","0"
"Not disabled","2005","Couple + C. GT 16 ","Male","1758","0.91405487964396","0.901521125937814","0.926588633350107","0"
"Not disabled","2005","Couple + C. LE and GT 16","Male","821","0.940484651022944","0.924672563349618","0.95629673869627","0"
"Not disabled","2005","Couple + C. LE and GT 16","Female","827","0.974712476266525","0.964120712597347","0.985304239935703","0"
"Disabled","2006","Couple + C. GT 16 ","Male","162","0.0898346962236853","0.0770676796138737","0.102601712833497","1"
"Disabled","2006","Couple + C. GT 16 ","Female","116","0.072099593219545","0.0599777049673188","0.0842214814717713","1"
"Disabled","2006","1-pers.-HH","Male","214","0.159256774749357","0.140238157464226","0.178275392034489","1"
"Disabled","2006","1-pers.-HH","Female","355","0.20284455070111","0.184848509789963","0.220840591612256","1"
"Disabled","2006","(Married) couple without C. ","Male","815","0.226508731965999","0.213370356905509","0.239647107026489","1"
"Disabled","2006","(Married) couple without C. ","Female","571","0.152457536206183","0.141284271572178","0.163630800840189","1"
"Disabled","2006","Single parent ","Male","32","0.0722618239827012","0.0445354637637757","0.0999881842016267","1"
"Disabled","2006","Single parent ","Female","55","0.062339179973901","0.0459109847479511","0.0787673751998508","1"
"Disabled","2006","Couple + C. LE 16 ","Male","70","0.0436772379845667","0.0345355307955651","0.0528189451735684","1"
"Disabled","2006","Couple + C. LE 16 ","Female","49","0.0218538141331822","0.0154589438091992","0.0282486844571652","1"
"Disabled","2006","Couple + C. LE and GT 16","Male","35","0.0528695249882959","0.0369707606409972","0.0687682893355946","1"
"Disabled","2006","Couple + C. LE and GT 16","Female","16","","","","1"
"Not disabled","2006","1-pers.-HH","Male","1208","0.840743225250643","0.821724607965511","0.859761842535774","0"
"Not disabled","2006","1-pers.-HH","Female","1563","0.79715544929889","0.779159408387744","0.815151490210037","0"
"Not disabled","2006","(Married) couple without C. ","Male","3084","0.773491268034001","0.760352892973511","0.786629643094491","0"
"Not disabled","2006","Single parent ","Male","303","0.927738176017299","0.900011815798373","0.955464536236224","0"
"Not disabled","2006","Single parent ","Female","777","0.937660820026099","0.921232624800149","0.954089015252049","0"
"Not disabled","2006","Couple + C. LE 16 ","Male","1850","0.956322762015433","0.947181054826432","0.965464469204435","0"
"Not disabled","2006","Couple + C. LE 16 ","Female","1959","0.978146185866818","0.971751315542835","0.984541056190801","0"
"Not disabled","2006","(Married) couple without C. ","Female","3405","0.847542463793817","0.836369199159811","0.858715728427822","0"
"Not disabled","2006","Couple + C. GT 16 ","Male","1765","0.910165303776315","0.897398287166503","0.922932320386126","0"
"Not disabled","2006","Couple + C. GT 16 ","Female","1633","0.927900406780455","0.915778518528229","0.940022295032681","0"
"Not disabled","2006","Couple + C. LE and GT 16","Male","726","0.947130475011704","0.931231710664405","0.963029239359003","0"
"Not disabled","2006","Couple + C. LE and GT 16","Female","720","0.97468095576257","0.963331786376762","0.986030125148379","0"
"Disabled","2007","Couple + C. GT 16 ","Male","159","0.0856028520034683","0.072908696333586","0.0982970076733505","1"
"Disabled","2007","Couple + C. GT 16 ","Female","118","0.0738493915326728","0.0613175645747362","0.0863812184906094","1"
"Disabled","2007","1-pers.-HH","Male","207","0.170062474338874","0.149849064706788","0.19027588397096","1"
"Disabled","2007","1-pers.-HH","Female","338","0.19753839005973","0.179331683183703","0.215745096935757","1"
"Disabled","2007","(Married) couple without C. ","Male","743","0.212130929948121","0.198904455949185","0.225357403947057","1"
"Disabled","2007","(Married) couple without C. ","Female","546","0.153631379711249","0.142015566336404","0.165247193086094","1"
"Disabled","2007","Single parent ","Male","25","","","","1"
"Disabled","2007","Single parent ","Female","50","0.0576399661595809","0.041305121732211","0.0739748105869508","1"
"Disabled","2007","Couple + C. LE 16 ","Male","74","0.058126178007641","0.0471605014128516","0.0690918546024303","1"
"Disabled","2007","Couple + C. LE 16 ","Female","44","0.0187634323470845","0.0125686161016653","0.0249582485925036","1"
"Disabled","2007","Couple + C. LE and GT 16","Male","32","0.0448842424517832","0.0292645974377124","0.0605038874658541","1"
"Disabled","2007","Couple + C. LE and GT 16","Female","18","","","","1"
"Not disabled","2007","1-pers.-HH","Male","1120","0.829937525661126","0.80972411602904","0.850150935293213","0"
"Not disabled","2007","1-pers.-HH","Female","1499","0.80246160994027","0.784254903064243","0.820668316816296","0"
"Not disabled","2007","(Married) couple without C. ","Male","2927","0.787869070051879","0.774642596052943","0.801095544050816","0"
"Not disabled","2007","Single parent ","Male","289","0.934436816716307","0.907059665583471","0.961813967849144","0"
"Not disabled","2007","Single parent ","Female","732","0.942360033840419","0.926025189413049","0.958694878267789","0"
"Not disabled","2007","Couple + C. LE 16 ","Male","1675","0.941873821992359","0.93090814539757","0.952839498587148","0"
"Not disabled","2007","Couple + C. LE 16 ","Female","1799","0.981236567652916","0.975041751407496","0.987431383898335","0"
"Not disabled","2007","(Married) couple without C. ","Female","3156","0.846368620288751","0.834752806913906","0.857984433663595","0"
"Not disabled","2007","Couple + C. GT 16 ","Female","1555","0.926150608467327","0.913618781509391","0.938682435425264","0"
"Not disabled","2007","Couple + C. GT 16 ","Male","1707","0.914397147996532","0.90170299232665","0.927091303666414","0"
