"m11124","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","1985","66 and older","middle vocational","398","0.778784706792413","0.743075459721928","0.814493953862898","0"
"Not disabled","1985","66 and older","vocational + Abi","14","","","","0"
"Not disabled","1985","66 and older","higher vocational","57","0.729243139877252","0.631872279333297","0.826614000421207","0"
"Not disabled","1985","66 and older","higher education","46","0.836002663204337","0.739023974900369","0.932981351508305","0"
"Disabled","1986","66 and older","in school","","","","","1"
"Disabled","1986","66 and older","inadequately","","","","","1"
"Disabled","1986","66 and older","general elemantary","2","","","","1"
"Disabled","1986","66 and older","vocational + Abi","","","","","1"
"Disabled","1986","66 and older","higher vocational","","","","","1"
"Disabled","1986","66 and older","higher education","","","","","1"
"Disabled","1986","16-34 y.","higher education","","","","","1"
"Disabled","1986","66 and older","middle vocational","","","","","1"
"Disabled","1986","16-34 y.","general elemantary","","","","","1"
"Disabled","1986","16-34 y.","middle vocational","1","","","","1"
"Disabled","1986","16-34 y.","higher vocational","","","","","1"
"Disabled","1986","35-65 y.","higher education","","","","","1"
"Disabled","1986","35-65 y.","vocational + Abi","","","","","1"
"Disabled","1986","35-65 y.","higher vocational","","","","","1"
"Disabled","1986","16-34 y.","inadequately","2","","","","1"
"Disabled","1986","35-65 y.","middle vocational","2","","","","1"
"Disabled","1986","16-34 y.","in school","1","","","","1"
"Disabled","1986","16-34 y.","vocational + Abi","","","","","1"
"Disabled","1986","35-65 y.","in school","","","","","1"
"Disabled","1986","35-65 y.","inadequately","","","","","1"
"Disabled","1986","35-65 y.","general elemantary","","","","","1"
"Not disabled","1986","16-34 y.","in school","187","0.996232743790825","0.987475606650439","1.00498988093121","0"
"Not disabled","1986","16-34 y.","inadequately","232","0.993639339134547","0.983453292238432","1.00382538603066","0"
"Not disabled","1986","16-34 y.","general elemantary","1129","1","1","1","0"
"Not disabled","1986","16-34 y.","middle vocational","1902","0.999820309065243","0.999218092416246","1.00042252571424","0"
"Not disabled","1986","16-34 y.","vocational + Abi","155","1","1","1","0"
"Not disabled","1986","16-34 y.","higher vocational","190","1","1","1","0"
"Not disabled","1986","16-34 y.","higher education","229","1","1","1","0"
"Not disabled","1986","35-65 y.","in school","","","","","0"
"Not disabled","1986","35-65 y.","inadequately","537","1","1","1","0"
"Not disabled","1986","35-65 y.","general elemantary","1396","1","1","1","0"
"Not disabled","1986","35-65 y.","middle vocational","2628","0.99968760877496","0.999012223194175","1.00036299435575","0"
"Not disabled","1986","35-65 y.","vocational + Abi","103","1","1","1","0"
"Not disabled","1986","35-65 y.","higher vocational","319","1","1","1","0"
"Not disabled","1986","35-65 y.","higher education","469","1","1","1","0"
"Not disabled","1986","66 and older","in school","","","","","0"
"Not disabled","1986","66 and older","inadequately","19","","","","0"
"Not disabled","1986","66 and older","general elemantary","397","0.999057764347122","0.996047277670527","1.00206825102372","0"
"Not disabled","1986","66 and older","middle vocational","482","1","1","1","0"
"Not disabled","1986","66 and older","vocational + Abi","20","","","","0"
"Not disabled","1986","66 and older","higher vocational","74","1","1","1","0"
"Not disabled","1986","66 and older","higher education","53","1","1","1","0"
"Disabled","1987","66 and older","higher vocational","22","","","","1"
"Disabled","1987","66 and older","higher education","18","","","","1"
"Disabled","1987","16-34 y.","higher education","3","","","","1"
"Disabled","1987","66 and older","in school","","","","","1"
"Disabled","1987","16-34 y.","general elemantary","12","","","","1"
"Disabled","1987","16-34 y.","higher vocational","4","","","","1"
"Disabled","1987","66 and older","inadequately","3","","","","1"
"Disabled","1987","66 and older","general elemantary","74","0.164886927979861","0.129055407519725","0.200718448439997","1"
"Disabled","1987","66 and older","vocational + Abi","6","","","","1"
"Disabled","1987","16-34 y.","inadequately","19","","","","1"
"Disabled","1987","66 and older","middle vocational","118","0.231367382070275","0.194550814692529","0.268183949448021","1"
"Disabled","1987","16-34 y.","in school","3","","","","1"
"Disabled","1987","35-65 y.","vocational + Abi","12","","","","1"
"Disabled","1987","35-65 y.","higher vocational","47","0.155517331010175","0.115497285162951","0.195537376857398","1"
"Disabled","1987","35-65 y.","higher education","33","0.0788714420164246","0.0543728216041753","0.103370062428674","1"
"Disabled","1987","16-34 y.","middle vocational","29","","","","1"
"Disabled","1987","16-34 y.","vocational + Abi","2","","","","1"
"Disabled","1987","35-65 y.","inadequately","37","0.112892890951424","0.0860518849247115","0.139733896978136","1"
"Disabled","1987","35-65 y.","middle vocational","318","0.147527759769581","0.133782285676425","0.161273233862738","1"
"Disabled","1987","35-65 y.","in school","","","","","1"
"Disabled","1987","35-65 y.","general elemantary","128","0.119044822963593","0.101705670929111","0.136383974998075","1"
"Not disabled","1987","16-34 y.","in school","187","0.990508719540238","0.976721939543189","1.00429549953729","0"
"Not disabled","1987","16-34 y.","inadequately","188","0.823610924564607","0.77168792069521","0.875533928434004","0"
"Not disabled","1987","16-34 y.","general elemantary","1082","0.987656395450642","0.981113599592379","0.994199191308905","0"
"Not disabled","1987","16-34 y.","middle vocational","1872","0.985590685207257","0.98023361926404","0.990947751150473","0"
"Not disabled","1987","16-34 y.","vocational + Abi","154","0.982982441087901","0.96268658834059","1.00327829383521","0"
"Not disabled","1987","16-34 y.","higher vocational","178","0.972022550959713","0.948064326795579","0.995980775123848","0"
"Not disabled","1987","16-34 y.","higher education","216","0.985103988120168","0.969060378823762","1.00114759741657","0"
"Not disabled","1987","35-65 y.","in school","","","","","0"
"Not disabled","1987","35-65 y.","inadequately","497","0.887107109048576","0.860266103021864","0.913948115075288","0"
"Not disabled","1987","35-65 y.","general elemantary","1212","0.880955177036407","0.863616025001925","0.898294329070889","0"
"Not disabled","1987","35-65 y.","middle vocational","2239","0.852472240230419","0.838726766137262","0.866217714323575","0"
"Not disabled","1987","35-65 y.","vocational + Abi","91","0.861596329601881","0.794907176457362","0.9282854827464","0"
"Not disabled","1987","35-65 y.","higher vocational","268","0.844482668989825","0.804462623142602","0.884502714837049","0"
"Not disabled","1987","35-65 y.","higher education","432","0.921128557983575","0.896629937571326","0.945627178395825","0"
"Not disabled","1987","66 and older","in school","","","","","0"
"Not disabled","1987","66 and older","inadequately","13","","","","0"
"Not disabled","1987","66 and older","general elemantary","338","0.835113072020139","0.799281551560003","0.870944592480275","0"
"Not disabled","1987","66 and older","middle vocational","386","0.768632617929725","0.731816050551979","0.805449185307471","0"
"Not disabled","1987","66 and older","vocational + Abi","13","","","","0"
"Not disabled","1987","66 and older","higher vocational","48","0.699663190404298","0.592277140988125","0.807049239820472","0"
"Not disabled","1987","66 and older","higher education","39","0.710421457442745","0.592673905298941","0.828169009586549","0"
"Disabled","1988","16-34 y.","higher education","3","","","","1"
"Disabled","1988","66 and older","general elemantary","76","0.18703568369023","0.148135431565011","0.225935935815449","1"
"Disabled","1988","16-34 y.","higher vocational","4","","","","1"
"Disabled","1988","66 and older","higher vocational","26","","","","1"
"Disabled","1988","66 and older","in school","","","","","1"
"Disabled","1988","66 and older","higher education","19","","","","1"
"Disabled","1988","66 and older","inadequately","2","","","","1"
"Disabled","1988","16-34 y.","general elemantary","13","","","","1"
"Disabled","1988","16-34 y.","middle vocational","33","0.0163095880680836","0.0104581507959204","0.0221610253402467","1"
"Disabled","1988","16-34 y.","vocational + Abi","3","","","","1"
"Disabled","1988","16-34 y.","inadequately","20","","","","1"
"Disabled","1988","66 and older","middle vocational","148","0.28830725630945","0.248602992816447","0.328011519802453","1"
"Disabled","1988","66 and older","vocational + Abi","8","","","","1"
"Disabled","1988","16-34 y.","in school","1","","","","1"
"Disabled","1988","35-65 y.","inadequately","42","0.132561790350291","0.102567692798128","0.162555887902454","1"
"Disabled","1988","35-65 y.","general elemantary","142","0.143004513010187","0.123712969917429","0.162296056102946","1"
"Disabled","1988","35-65 y.","middle vocational","322","0.14987265915955","0.135697999261598","0.164047319057501","1"
"Disabled","1988","35-65 y.","vocational + Abi","13","","","","1"
"Disabled","1988","35-65 y.","higher vocational","39","0.134189882024983","0.0961849408014751","0.172194823248491","1"
"Disabled","1988","35-65 y.","higher education","31","0.0784723946222929","0.0533742611934781","0.103570528051108","1"
"Disabled","1988","35-65 y.","in school","","","","","1"
"Not disabled","1988","16-34 y.","in school","162","0.988938022487514","0.972881362464748","1.00499468251028","0"
"Not disabled","1988","16-34 y.","inadequately","170","0.817580940551328","0.7626683697854","0.872493511317255","0"
"Not disabled","1988","16-34 y.","general elemantary","1062","0.988796069397536","0.98250416044313","0.995087978351942","0"
"Not disabled","1988","16-34 y.","middle vocational","1767","0.983690411931916","0.977838974659753","0.98954184920408","0"
"Not disabled","1988","16-34 y.","vocational + Abi","150","0.97170805768986","0.945435542031061","0.997980573348659","0"
"Not disabled","1988","16-34 y.","higher vocational","157","0.97789534310226","0.955185024282229","1.00060566192229","0"
"Not disabled","1988","16-34 y.","higher education","200","0.982816322872938","0.964939336693567","1.00069330905231","0"
"Not disabled","1988","35-65 y.","in school","","","","","0"
"Not disabled","1988","35-65 y.","inadequately","449","0.867438209649709","0.837444112097547","0.897432307201872","0"
"Not disabled","1988","35-65 y.","general elemantary","1123","0.856995486989813","0.837703943897054","0.876287030082571","0"
"Not disabled","1988","35-65 y.","middle vocational","2114","0.85012734084045","0.835952680942499","0.864302000738402","0"
"Not disabled","1988","35-65 y.","vocational + Abi","86","0.866787133995323","0.799851125994109","0.933723141996538","0"
"Not disabled","1988","35-65 y.","higher vocational","270","0.865810117975017","0.827805176751509","0.903815059198525","0"
"Not disabled","1988","35-65 y.","higher education","410","0.921527605377707","0.896429471948892","0.946625738806522","0"
"Not disabled","1988","66 and older","in school","","","","","0"
"Not disabled","1988","66 and older","inadequately","15","","","","0"
"Not disabled","1988","66 and older","general elemantary","310","0.81296431630977","0.774064064184551","0.851864568434989","0"
"Not disabled","1988","66 and older","middle vocational","352","0.71169274369055","0.671988480197547","0.751397007183553","0"
"Not disabled","1988","66 and older","vocational + Abi","11","","","","0"
"Not disabled","1988","66 and older","higher vocational","43","0.648433118497928","0.535775616274087","0.76109062072177","0"
"Not disabled","1988","66 and older","higher education","37","0.668742643426886","0.545470101261472","0.792015185592301","0"
"Disabled","1989","16-34 y.","higher education","3","","","","1"
"Disabled","1989","66 and older","in school","","","","","1"
"Disabled","1989","66 and older","general elemantary","91","0.233627973304426","0.19125090124357","0.276005045365283","1"
"Disabled","1989","16-34 y.","higher vocational","3","","","","1"
"Disabled","1989","66 and older","inadequately","2","","","","1"
"Disabled","1989","66 and older","higher vocational","26","","","","1"
"Disabled","1989","66 and older","higher education","17","","","","1"
"Disabled","1989","16-34 y.","inadequately","16","","","","1"
"Disabled","1989","16-34 y.","general elemantary","12","","","","1"
"Disabled","1989","16-34 y.","middle vocational","30","0.014236950436043","0.00874278012475728","0.0197311207473287","1"
"Disabled","1989","16-34 y.","vocational + Abi","4","","","","1"
"Disabled","1989","66 and older","middle vocational","155","0.317841589460434","0.276011133777785","0.359672045143083","1"
"Disabled","1989","66 and older","vocational + Abi","6","","","","1"
"Disabled","1989","16-34 y.","in school","2","","","","1"
"Disabled","1989","35-65 y.","in school","","","","","1"
"Disabled","1989","35-65 y.","inadequately","50","0.165352080690144","0.131908296692276","0.198795864688011","1"
"Disabled","1989","35-65 y.","general elemantary","128","0.136165777982512","0.11666333309952","0.155668222865505","1"
"Disabled","1989","35-65 y.","middle vocational","310","0.152863984651381","0.138333181853029","0.167394787449733","1"
"Disabled","1989","35-65 y.","vocational + Abi","12","","","","1"
"Disabled","1989","35-65 y.","higher vocational","37","0.13703851332753","0.0975274586338002","0.17654956802126","1"
"Disabled","1989","35-65 y.","higher education","35","0.0918266910475727","0.0646890372999392","0.118964344795206","1"
"Not disabled","1989","16-34 y.","in school","172","0.984249685639692","0.965749728493181","1.0027496427862","0"
"Not disabled","1989","16-34 y.","inadequately","155","0.828108384426314","0.771559899518716","0.884656869333912","0"
"Not disabled","1989","16-34 y.","general elemantary","993","0.986764361764866","0.979698840102179","0.993829883427552","0"
"Not disabled","1989","16-34 y.","middle vocational","1756","0.985763049563957","0.980268879252671","0.991257219875243","0"
"Not disabled","1989","16-34 y.","vocational + Abi","162","0.970152077869701","0.944265716617194","0.996038439122208","0"
"Not disabled","1989","16-34 y.","higher vocational","154","0.983735393852679","0.963949339899871","1.00352144780549","0"
"Not disabled","1989","16-34 y.","higher education","200","0.980177138898034","0.961002132146436","0.999352145649632","0"
"Not disabled","1989","35-65 y.","in school","","","","","0"
"Not disabled","1989","35-65 y.","inadequately","424","0.834647919309856","0.801204135311989","0.868091703307724","0"
"Not disabled","1989","35-65 y.","general elemantary","1060","0.863834222017488","0.844331777134495","0.88333666690048","0"
"Not disabled","1989","35-65 y.","middle vocational","2046","0.847136015348619","0.832605212550267","0.861666818146971","0"
"Not disabled","1989","35-65 y.","vocational + Abi","88","0.871887831923349","0.806382961810516","0.937392702036181","0"
"Not disabled","1989","35-65 y.","higher vocational","254","0.86296148667247","0.82345043197874","0.9024725413662","0"
"Not disabled","1989","35-65 y.","higher education","400","0.908173308952427","0.881035655204794","0.935310962700061","0"
"Not disabled","1989","66 and older","in school","","","","","0"
"Not disabled","1989","66 and older","inadequately","11","","","","0"
"Not disabled","1989","66 and older","general elemantary","292","0.766372026695574","0.723994954634717","0.80874909875643","0"
"Not disabled","1989","66 and older","middle vocational","321","0.682158410539566","0.640327954856917","0.723988866222215","0"
"Not disabled","1989","66 and older","vocational + Abi","18","","","","0"
"Not disabled","1989","66 and older","higher vocational","42","0.65451865901416","0.541495628242282","0.767541689786039","0"
"Not disabled","1989","66 and older","higher education","39","0.718295615305501","0.600480099600565","0.836111131010438","0"
"Disabled","1990","16-34 y.","higher vocational","","","","","1"
"Disabled","1990","16-34 y.","higher education","","","","","1"
"Disabled","1990","16-34 y.","inadequately","","","","","1"
"Disabled","1990","66 and older","in school","","","","","1"
"Disabled","1990","16-34 y.","general elemantary","","","","","1"
"Disabled","1990","16-34 y.","middle vocational","","","","","1"
"Disabled","1990","16-34 y.","vocational + Abi","","","","","1"
"Disabled","1990","66 and older","inadequately","","","","","1"
"Disabled","1990","66 and older","general elemantary","","","","","1"
"Disabled","1990","66 and older","higher education","","","","","1"
"Disabled","1990","66 and older","higher vocational","","","","","1"
"Disabled","1990","16-34 y.","in school","","","","","1"
"Disabled","1990","66 and older","middle vocational","","","","","1"
"Disabled","1990","66 and older","vocational + Abi","","","","","1"
"Disabled","1990","35-65 y.","in school","","","","","1"
"Disabled","1990","35-65 y.","inadequately","","","","","1"
"Disabled","1990","35-65 y.","general elemantary","","","","","1"
"Disabled","1990","35-65 y.","middle vocational","","","","","1"
"Disabled","1990","35-65 y.","vocational + Abi","","","","","1"
"Disabled","1990","35-65 y.","higher vocational","","","","","1"
"Disabled","1990","35-65 y.","higher education","","","","","1"
"Not disabled","1990","16-34 y.","in school","","","","","0"
"Not disabled","1990","16-34 y.","inadequately","","","","","0"
"Not disabled","1990","16-34 y.","general elemantary","","","","","0"
"Not disabled","1990","16-34 y.","middle vocational","","","","","0"
"Not disabled","1990","16-34 y.","vocational + Abi","","","","","0"
"Not disabled","1990","16-34 y.","higher vocational","","","","","0"
"Not disabled","1990","16-34 y.","higher education","","","","","0"
"Not disabled","1990","35-65 y.","in school","","","","","0"
"Not disabled","1990","35-65 y.","inadequately","","","","","0"
"Not disabled","1990","35-65 y.","general elemantary","","","","","0"
"Not disabled","1990","35-65 y.","middle vocational","","","","","0"
"Not disabled","1990","35-65 y.","vocational + Abi","","","","","0"
"Not disabled","1990","35-65 y.","higher vocational","","","","","0"
"Not disabled","1990","35-65 y.","higher education","","","","","0"
"Not disabled","1990","66 and older","in school","","","","","0"
"Not disabled","1990","66 and older","inadequately","","","","","0"
"Not disabled","1990","66 and older","general elemantary","","","","","0"
"Not disabled","1990","66 and older","middle vocational","","","","","0"
"Not disabled","1990","66 and older","vocational + Abi","","","","","0"
"Not disabled","1990","66 and older","higher vocational","","","","","0"
"Not disabled","1990","66 and older","higher education","","","","","0"
"Disabled","1991","16-34 y.","general elemantary","12","","","","1"
"Disabled","1991","16-34 y.","inadequately","19","","","","1"
"Disabled","1991","16-34 y.","middle vocational","31","0.0117055172306498","0.00764325079898763","0.015767783662312","1"
"Disabled","1991","16-34 y.","higher vocational","1","","","","1"
"Disabled","1991","16-34 y.","vocational + Abi","6","","","","1"
"Disabled","1991","16-34 y.","higher education","4","","","","1"
"Disabled","1991","16-34 y.","in school","3","","","","1"
"Disabled","1991","66 and older","in school","","","","","1"
"Disabled","1991","66 and older","higher education","24","","","","1"
"Disabled","1991","66 and older","inadequately","2","","","","1"
"Disabled","1991","66 and older","general elemantary","80","0.17508239259395","0.141903694094304","0.208261091093596","1"
"Disabled","1991","66 and older","higher vocational","31","0.339729478553611","0.243985441730254","0.435473515376967","1"
"Disabled","1991","66 and older","middle vocational","170","0.270149589558935","0.237556734118268","0.302742444999603","1"
"Disabled","1991","66 and older","vocational + Abi","10","","","","1"
"Disabled","1991","35-65 y.","in school","","","","","1"
"Disabled","1991","35-65 y.","inadequately","50","0.152893191782822","0.119605162859584","0.186181220706059","1"
"Disabled","1991","35-65 y.","general elemantary","138","0.142050821150397","0.12304449200346","0.161057150297334","1"
"Disabled","1991","35-65 y.","middle vocational","303","0.118461295522919","0.107779787051354","0.129142803994484","1"
"Disabled","1991","35-65 y.","vocational + Abi","13","","","","1"
"Disabled","1991","35-65 y.","higher vocational","27","","","","1"
"Disabled","1991","35-65 y.","higher education","29","","","","1"
"Not disabled","1991","16-34 y.","in school","158","0.972432015105524","0.947140940170674","0.997723090040374","0"
"Not disabled","1991","16-34 y.","inadequately","170","0.834447577093222","0.781458727796163","0.887436426390281","0"
"Not disabled","1991","16-34 y.","general elemantary","1065","0.986241805523681","0.979284955109557","0.993198655937805","0"
"Not disabled","1991","16-34 y.","middle vocational","2662","0.98829448276935","0.984232216337688","0.992356749201012","0"
"Not disabled","1991","16-34 y.","vocational + Abi","218","0.969615211176574","0.947137509497515","0.992092912855633","0"
"Not disabled","1991","16-34 y.","higher vocational","210","0.998213901126761","0.992516570561803","1.00391123169172","0"
"Not disabled","1991","16-34 y.","higher education","473","0.986804342207131","0.976563870793312","0.997044813620951","0"
"Not disabled","1991","35-65 y.","in school","","","","","0"
"Not disabled","1991","35-65 y.","inadequately","399","0.847106808217179","0.813818779293941","0.880394837140416","0"
"Not disabled","1991","35-65 y.","general elemantary","1158","0.857949178849603","0.838942849702666","0.87695550799654","0"
"Not disabled","1991","35-65 y.","middle vocational","3213","0.881538704477081","0.870857196005516","0.892220212948646","0"
"Not disabled","1991","35-65 y.","vocational + Abi","120","0.898936737105202","0.847711557126909","0.950161917083495","0"
"Not disabled","1991","35-65 y.","higher vocational","425","0.923331627840288","0.898803418118086","0.947859837562489","0"
"Not disabled","1991","35-65 y.","higher education","1065","0.956740987602207","0.944685773716301","0.968796201488112","0"
"Not disabled","1991","66 and older","in school","","","","","0"
"Not disabled","1991","66 and older","inadequately","21","","","","0"
"Not disabled","1991","66 and older","general elemantary","424","0.82491760740605","0.791738908906404","0.858096305905696","0"
"Not disabled","1991","66 and older","middle vocational","543","0.729850410441065","0.697257555000397","0.762443265881732","0"
"Not disabled","1991","66 and older","vocational + Abi","13","","","","0"
"Not disabled","1991","66 and older","higher vocational","63","0.660270521446389","0.564526484623033","0.756014558269746","0"
"Not disabled","1991","66 and older","higher education","88","0.74320590144963","0.66229888731196","0.824112915587299","0"
"Disabled","1992","16-34 y.","inadequately","21","","","","1"
"Disabled","1992","16-34 y.","general elemantary","11","","","","1"
"Disabled","1992","16-34 y.","higher education","5","","","","1"
"Disabled","1992","16-34 y.","middle vocational","40","0.0147749653843309","0.0100819962702668","0.0194679344983951","1"
"Disabled","1992","16-34 y.","vocational + Abi","4","","","","1"
"Disabled","1992","16-34 y.","higher vocational","2","","","","1"
"Disabled","1992","16-34 y.","in school","1","","","","1"
"Disabled","1992","66 and older","inadequately","3","","","","1"
"Disabled","1992","66 and older","general elemantary","97","0.204729967274128","0.168782075330557","0.2406778592177","1"
"Disabled","1992","66 and older","in school","","","","","1"
"Disabled","1992","66 and older","higher vocational","35","0.379966728269438","0.280240894267756","0.47969256227112","1"
"Disabled","1992","66 and older","higher education","38","0.379588888112984","0.288065362284578","0.47111241394139","1"
"Disabled","1992","66 and older","middle vocational","216","0.311064593958561","0.277274064102107","0.344855123815016","1"
"Disabled","1992","66 and older","vocational + Abi","10","","","","1"
"Disabled","1992","35-65 y.","in school","","","","","1"
"Disabled","1992","35-65 y.","inadequately","52","0.182447065249977","0.146027680942684","0.218866449557269","1"
"Disabled","1992","35-65 y.","general elemantary","157","0.159169069937593","0.138716125981834","0.179622013893352","1"
"Disabled","1992","35-65 y.","middle vocational","391","0.133672945195857","0.122304387893876","0.145041502497838","1"
"Disabled","1992","35-65 y.","vocational + Abi","10","","","","1"
"Disabled","1992","35-65 y.","higher vocational","35","0.0947423855234876","0.0679798395548256","0.12150493149215","1"
"Disabled","1992","35-65 y.","higher education","64","0.0663803169490578","0.0516352858838895","0.0811253480142261","1"
"Not disabled","1992","16-34 y.","in school","186","0.996981206357798","0.989118220637958","1.00484419207764","0"
