"m11124","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Not disabled","1985","16-34 y.","Urban Area","3291","0.979813728784923","0.975050621876512","0.984576835693333"
"Not disabled","1985","16-34 y.","Rural Area","814","0.977732522872315","0.967694352023014","0.987770693721617"
"Not disabled","1985","35-65 y.","Urban Area","4066","0.850704358034266","0.840393330269805","0.861015385798727"
"Not disabled","1985","35-65 y.","Rural Area","1053","0.887142673931597","0.868941743296634","0.905343604566559"
"Not disabled","1985","66 and older","Urban Area","651","0.792609325839821","0.765109556321669","0.820109095357974"
"Not disabled","1985","66 and older","Rural Area","236","0.851940915117537","0.810415192418633","0.893466637816441"
"Disabled","1985","16-34 y.","Urban Area","58","0.0201862712150771","0.0154231643066667","0.0249493781234876"
"Disabled","1985","16-34 y.","Rural Area","16","","",""
"Disabled","1985","35-65 y.","Urban Area","523","0.149295641965734","0.138984614201273","0.159606669730195"
"Disabled","1985","35-65 y.","Rural Area","108","0.112857326068403","0.0946563954334413","0.131058256703366"
"Disabled","1985","66 and older","Urban Area","184","0.207390674160179","0.179890904642026","0.234890443678331"
"Disabled","1985","66 and older","Rural Area","45","0.148059084882463","0.106533362183559","0.189584807581367"
"Not disabled","1986","16-34 y.","Urban Area","3280","0.999612658212678","0.998939564243652","1.0002857521817"
"Not disabled","1986","16-34 y.","Rural Area","814","0.99928017415581","0.997438865308992","1.00112148300263"
"Not disabled","1986","35-65 y.","Urban Area","4387","0.999781817625625","0.999344871644153","1.0002187636071"
"Not disabled","1986","35-65 y.","Rural Area","1109","1","1","1"
"Not disabled","1986","66 and older","Urban Area","786","1","1","1"
"Not disabled","1986","66 and older","Rural Area","259","0.99856625073103","0.993975825859337","1.00315667560272"
"Disabled","1986","16-34 y.","Urban Area","3","","",""
"Disabled","1986","16-34 y.","Rural Area","1","","",""
"Disabled","1986","35-65 y.","Urban Area","2","","",""
"Disabled","1986","35-65 y.","Rural Area","","","",""
"Disabled","1986","66 and older","Urban Area","","","",""
"Disabled","1986","66 and older","Rural Area","2","","",""
"Not disabled","1987","16-34 y.","Urban Area","3160","0.980730827112034","0.975981915869601","0.985479738354467"
"Not disabled","1987","16-34 y.","Rural Area","795","0.977880429856929","0.967764605144887","0.987996254568972"
"Not disabled","1987","35-65 y.","Urban Area","3798","0.858768745445361","0.848335252420795","0.869202238469928"
"Not disabled","1987","35-65 y.","Rural Area","979","0.891692607391281","0.873124031850511","0.910261182932051"
"Not disabled","1987","66 and older","Urban Area","626","0.775675240128002","0.747036899072222","0.804313581183782"
"Not disabled","1987","66 and older","Rural Area","211","0.819705659487917","0.773244480010957","0.866166838964877"
"Disabled","1987","16-34 y.","Urban Area","59","0.0192691728879659","0.014520261645533","0.0240180841303988"
"Disabled","1987","16-34 y.","Rural Area","17","","",""
"Disabled","1987","35-65 y.","Urban Area","482","0.141231254554639","0.130797761530072","0.151664747579205"
"Disabled","1987","35-65 y.","Rural Area","97","0.108307392608719","0.0897388170679491","0.126875968149489"
"Disabled","1987","66 and older","Urban Area","189","0.224324759871998","0.195686418816218","0.252963100927778"
"Disabled","1987","66 and older","Rural Area","52","0.180294340512083","0.133833161035123","0.226755519989043"
"Not disabled","1988","16-34 y.","Urban Area","3030","0.979297459854705","0.97428193084435","0.98431298886506"
"Not disabled","1988","16-34 y.","Rural Area","734","0.976273749349824","0.965388748043254","0.987158750656394"
"Not disabled","1988","35-65 y.","Urban Area","3571","0.852975908258386","0.842088265150175","0.863863551366596"
"Not disabled","1988","35-65 y.","Rural Area","921","0.885713841319296","0.86619838306707","0.905229299571523"
"Not disabled","1988","66 and older","Urban Area","577","0.724536125006403","0.693617280502032","0.755454969510775"
"Not disabled","1988","66 and older","Rural Area","191","0.802221647735193","0.752344499477934","0.852098795992453"
"Disabled","1988","16-34 y.","Urban Area","66","0.0207025401452951","0.0156870111349399","0.0257180691556504"
"Disabled","1988","16-34 y.","Rural Area","17","","",""
"Disabled","1988","35-65 y.","Urban Area","493","0.147024091741614","0.136136448633404","0.157911734849825"
"Disabled","1988","35-65 y.","Rural Area","100","0.114286158680704","0.0947707004284773","0.13380161693293"
"Disabled","1988","66 and older","Urban Area","225","0.275463874993597","0.244545030489225","0.306382719497968"
"Disabled","1988","66 and older","Rural Area","54","0.197778352264806","0.147901204007547","0.247655500522066"
"Not disabled","1989","16-34 y.","Urban Area","2987","0.980686929838256","0.975798771161705","0.985575088514806"
"Not disabled","1989","16-34 y.","Rural Area","701","0.974158032397426","0.962544455231038","0.985771609563814"
"Not disabled","1989","35-65 y.","Urban Area","3460","0.856679221451579","0.845722748457248","0.867635694445911"
"Not disabled","1989","35-65 y.","Rural Area","849","0.86522871465977","0.843571103484511","0.88688632583503"
"Not disabled","1989","66 and older","Urban Area","540","0.695531491300698","0.663236856424155","0.727826126177241"
"Not disabled","1989","66 and older","Rural Area","183","0.780196358601142","0.727913542641393","0.832479174560891"
"Disabled","1989","16-34 y.","Urban Area","58","0.0193130701617445","0.0144249114851942","0.0242012288382948"
"Disabled","1989","16-34 y.","Rural Area","16","","",""
"Disabled","1989","35-65 y.","Urban Area","469","0.143320778548421","0.132364305554089","0.154277251542752"
"Disabled","1989","35-65 y.","Rural Area","106","0.13477128534023","0.11311367416497","0.156428896515489"
"Disabled","1989","66 and older","Urban Area","240","0.304468508699302","0.272173873822759","0.336763143575845"
"Disabled","1989","66 and older","Rural Area","58","0.219803641398858","0.167520825439109","0.272086457358607"
"Not disabled","1990","16-34 y.","Urban Area","","","",""
"Not disabled","1990","16-34 y.","Rural Area","","","",""
"Not disabled","1990","35-65 y.","Urban Area","","","",""
"Not disabled","1990","35-65 y.","Rural Area","","","",""
"Not disabled","1990","66 and older","Urban Area","","","",""
"Not disabled","1990","66 and older","Rural Area","","","",""
"Disabled","1990","16-34 y.","Urban Area","","","",""
"Disabled","1990","16-34 y.","Rural Area","","","",""
"Disabled","1990","35-65 y.","Urban Area","","","",""
"Disabled","1990","35-65 y.","Rural Area","","","",""
"Disabled","1990","66 and older","Urban Area","","","",""
"Disabled","1990","66 and older","Rural Area","","","",""
"Not disabled","1991","16-34 y.","Urban Area","3314","0.980718464881821","0.976079833604492","0.985357096159149"
"Not disabled","1991","16-34 y.","Rural Area","1727","0.984237351741464","0.978396634901798","0.990078068581129"
"Not disabled","1991","35-65 y.","Urban Area","4107","0.874707704859727","0.865108590395647","0.884306819323808"
"Not disabled","1991","35-65 y.","Rural Area","2278","0.927297487735818","0.916859476718573","0.937735498753062"
"Not disabled","1991","66 and older","Urban Area","696","0.714718128837693","0.686049552483886","0.7433867051915"
"Not disabled","1991","66 and older","Rural Area","452","0.851176162397557","0.820407224351047","0.881945100444066"
"Disabled","1991","16-34 y.","Urban Area","62","0.0192815351181794","0.0146429038408507","0.023920166395508"
"Disabled","1991","16-34 y.","Rural Area","20","","",""
"Disabled","1991","35-65 y.","Urban Area","462","0.125292295140272","0.115693180676192","0.134891409604353"
"Disabled","1991","35-65 y.","Rural Area","99","0.0727025122641822","0.0622645012469376","0.0831405232814268"
"Disabled","1991","66 and older","Urban Area","257","0.285281871162307","0.2566132948085","0.313950447516114"
"Disabled","1991","66 and older","Rural Area","62","0.148823837602443","0.118054899555934","0.179592775648953"
"Not disabled","1992","16-34 y.","Urban Area","3237","0.981401739083704","0.976790175541083","0.986013302626325"
"Not disabled","1992","16-34 y.","Rural Area","1603","0.981205107411126","0.974612547079093","0.987797667743159"
"Not disabled","1992","35-65 y.","Urban Area","4012","0.867264847540076","0.857388958962493","0.877140736117659"
"Not disabled","1992","35-65 y.","Rural Area","2079","0.896042672284964","0.883462409595952","0.908622934973976"
"Not disabled","1992","66 and older","Urban Area","664","0.680443228485009","0.650915142479573","0.709971314490444"
"Not disabled","1992","66 and older","Rural Area","387","0.790944683114904","0.755050151091376","0.826839215138431"
"Disabled","1992","16-34 y.","Urban Area","60","0.0185982609162963","0.0139866973736754","0.0232098244589172"
"Disabled","1992","16-34 y.","Rural Area","27","","",""
"Disabled","1992","35-65 y.","Urban Area","522","0.132735152459924","0.122859263882342","0.142611041037507"
"Disabled","1992","35-65 y.","Rural Area","182","0.103957327715036","0.0913770650260245","0.116537590404048"
"Disabled","1992","66 and older","Urban Area","294","0.319556771514991","0.290028685509555","0.349084857520427"
"Disabled","1992","66 and older","Rural Area","106","0.209055316885096","0.173160784861569","0.244949848908624"
"Not disabled","1993","16-34 y.","Urban Area","","","",""
"Not disabled","1993","16-34 y.","Rural Area","","","",""
"Not disabled","1993","35-65 y.","Urban Area","","","",""
"Not disabled","1993","35-65 y.","Rural Area","","","",""
"Not disabled","1993","66 and older","Urban Area","","","",""
"Not disabled","1993","66 and older","Rural Area","","","",""
"Disabled","1993","16-34 y.","Urban Area","","","",""
"Disabled","1993","16-34 y.","Rural Area","","","",""
"Disabled","1993","35-65 y.","Urban Area","","","",""
"Disabled","1993","35-65 y.","Rural Area","","","",""
"Disabled","1993","66 and older","Urban Area","","","",""
"Disabled","1993","66 and older","Rural Area","","","",""
"Not disabled","1994","16-34 y.","Urban Area","3196","0.983228806848612","0.978815317325764","0.98764229637146"
"Not disabled","1994","16-34 y.","Rural Area","1534","0.985149848196758","0.979141980244215","0.991157716149301"
"Not disabled","1994","35-65 y.","Urban Area","3846","0.871542107910654","0.861592000575833","0.881492215245475"
"Not disabled","1994","35-65 y.","Rural Area","2041","0.899530656333251","0.887028106946267","0.912033205720236"
"Not disabled","1994","66 and older","Urban Area","712","0.690157480816824","0.661553541894322","0.718761419739327"
"Not disabled","1994","66 and older","Rural Area","393","0.788017387882222","0.752370598356464","0.823664177407981"
"Disabled","1994","16-34 y.","Urban Area","56","0.016771193151388","0.0123577036285399","0.0211846826742361"
"Disabled","1994","16-34 y.","Rural Area","23","","",""
"Disabled","1994","35-65 y.","Urban Area","498","0.128457892089346","0.118507784754525","0.138407999424167"
"Disabled","1994","35-65 y.","Rural Area","180","0.100469343666748","0.0879667942797641","0.112971893053733"
"Disabled","1994","66 and older","Urban Area","292","0.309842519183176","0.281238580260673","0.338446458105678"
"Disabled","1994","66 and older","Rural Area","112","0.211982612117778","0.176335822592019","0.247629401643536"
"Not disabled","1995","16-34 y.","Urban Area","3263","0.985036492213246","0.98090800309811","0.989164981328381"
