"m11124","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Not disabled","1984","Schleswig-Holstein","Full Time","169","0.972236544914204","0.947754495725768","0.996718594102639"
"Not disabled","1984","Schleswig-Holstein","Part Time","59","0.947487774314065","0.891965241858466","1.00301030676966"
"Not disabled","1984","Schleswig-Holstein","Not Working","135","0.892463714382616","0.842887283114756","0.942040145650476"
"Not disabled","1984","Hamburg","Full Time","143","0.956228215854578","0.923267613865801","0.989188817843356"
"Not disabled","1984","Hamburg","Part Time","40","0.946859783177118","0.879021016735664","1.01469854961857"
"Not disabled","1984","Hamburg","Not Working","103","0.858460633420176","0.796093428049104","0.920827838791248"
"Not disabled","1984","Lower Saxony","Full Time","468","0.931315881906309","0.909125003900237","0.95350675991238"
"Not disabled","1984","Lower Saxony","Part Time","187","0.935303122168219","0.901039493927119","0.969566750409319"
"Not disabled","1984","Lower Saxony","Not Working","466","0.852165313555525","0.822145288747724","0.882185338363327"
"Not disabled","1984","Bremen","Full Time","37","0.961294845133235","0.899965404423527","1.02262428584294"
"Not disabled","1984","Bremen","Part Time","21","","",""
"Not disabled","1984","Bremen","Not Working","56","0.763897881348106","0.665113903245537","0.862681859450675"
"Not disabled","1984","North Rhine-Westphalia","Full Time","1349","0.907474097633672","0.89256459458076","0.922383600686585"
"Not disabled","1984","North Rhine-Westphalia","Part Time","456","0.905816620926225","0.879928475591759","0.931704766260691"
"Not disabled","1984","North Rhine-Westphalia","Not Working","1113","0.801022255727205","0.779460717214227","0.822583794240182"
"Not disabled","1984","Hesse","Full Time","561","0.922382967598007","0.900865605766511","0.943900329429502"
"Not disabled","1984","Hesse","Part Time","186","0.948425808747256","0.917383881241845","0.979467736252666"
"Not disabled","1984","Hesse","Not Working","399","0.838850196071668","0.805177921978115","0.872522470165221"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Full Time","360","0.948724184410191","0.926430572181908","0.971017796638474"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Part Time","106","0.952814850054699","0.913546196715604","0.992083503393793"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Not Working","310","0.844260154328577","0.806958096166895","0.881562212490259"
"Not disabled","1984","Baden-Württemberg","Full Time","1120","0.945149012162765","0.932113543370016","0.958184480955513"
"Not disabled","1984","Baden-Württemberg","Part Time","317","0.929540873385345","0.902257842527437","0.956823904243252"
"Not disabled","1984","Baden-Württemberg","Not Working","685","0.87848504484537","0.855256428200597","0.901713661490143"
"Not disabled","1984","Bavaria","Full Time","968","0.945179956530645","0.931134707387069","0.95922520567422"
"Not disabled","1984","Bavaria","Part Time","336","0.930344036210655","0.904010947112365","0.956677125308945"
"Not disabled","1984","Bavaria","Not Working","621","0.825692135210676","0.798246857697902","0.85313741272345"
"Not disabled","1984","Berlin","Full Time","193","0.900445286827571","0.860046675138728","0.940843898516414"
"Not disabled","1984","Berlin","Part Time","63","0.910470767316671","0.842611515185182","0.97833001944816"
"Not disabled","1984","Berlin","Not Working","101","0.721544221773099","0.645077808591847","0.798010634954352"
"Not disabled","1984","Brandenburg","Full Time","","","",""
"Not disabled","1984","Brandenburg","Part Time","","","",""
"Not disabled","1984","Brandenburg","Not Working","","","",""
"Not disabled","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"Not disabled","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"Not disabled","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"Not disabled","1984","Saxony","Full Time","","","",""
"Not disabled","1984","Saxony","Part Time","","","",""
"Not disabled","1984","Saxony","Not Working","","","",""
"Not disabled","1984","Saxony-Anhalt","Full Time","","","",""
"Not disabled","1984","Saxony-Anhalt","Part Time","","","",""
"Not disabled","1984","Saxony-Anhalt","Not Working","","","",""
"Not disabled","1984","Thuringia","Full Time","","","",""
"Not disabled","1984","Thuringia","Part Time","","","",""
"Not disabled","1984","Thuringia","Not Working","","","",""
"Disabled","1984","Schleswig-Holstein","Full Time","4","","",""
"Disabled","1984","Schleswig-Holstein","Part Time","3","","",""
"Disabled","1984","Schleswig-Holstein","Not Working","15","","",""
"Disabled","1984","Hamburg","Full Time","5","","",""
"Disabled","1984","Hamburg","Part Time","2","","",""
"Disabled","1984","Hamburg","Not Working","17","","",""
"Disabled","1984","Lower Saxony","Full Time","31","0.0686841180936911","0.0464932400876196","0.0908749960997626"
"Disabled","1984","Lower Saxony","Part Time","11","","",""
"Disabled","1984","Lower Saxony","Not Working","71","0.147834686444475","0.117814661636673","0.177854711252276"
"Disabled","1984","Bremen","Full Time","1","","",""
"Disabled","1984","Bremen","Part Time","2","","",""
"Disabled","1984","Bremen","Not Working","15","","",""
"Disabled","1984","North Rhine-Westphalia","Full Time","102","0.0925259023663275","0.0776163993134146","0.10743540541924"
"Disabled","1984","North Rhine-Westphalia","Part Time","33","0.0941833790737752","0.0682952337393092","0.120071524408241"
"Disabled","1984","North Rhine-Westphalia","Not Working","204","0.198977744272795","0.177416205759817","0.220539282785773"
"Disabled","1984","Hesse","Full Time","33","0.0776170324019935","0.0560996705704978","0.0991343942334891"
"Disabled","1984","Hesse","Part Time","9","","",""
"Disabled","1984","Hesse","Not Working","59","0.161149803928332","0.127477529834779","0.194822078021885"
"Disabled","1984","Rhineland-Palatinate,Saarland","Full Time","16","","",""
"Disabled","1984","Rhineland-Palatinate,Saarland","Part Time","6","","",""
"Disabled","1984","Rhineland-Palatinate,Saarland","Not Working","53","0.155739845671423","0.118437787509741","0.193041903833105"
"Disabled","1984","Baden-Württemberg","Full Time","52","0.0548509878372351","0.0418155190444865","0.0678864566299836"
"Disabled","1984","Baden-Württemberg","Part Time","21","","",""
"Disabled","1984","Baden-Württemberg","Not Working","75","0.12151495515463","0.0982863385098574","0.144743571799403"
"Disabled","1984","Bavaria","Full Time","41","0.0548200434693552","0.0407747943257799","0.0688652926129306"
"Disabled","1984","Bavaria","Part Time","23","","",""
"Disabled","1984","Bavaria","Not Working","113","0.174307864789324","0.14686258727655","0.201753142302098"
"Disabled","1984","Berlin","Full Time","18","","",""
"Disabled","1984","Berlin","Part Time","5","","",""
"Disabled","1984","Berlin","Not Working","31","0.278455778226901","0.201989365045648","0.354922191408153"
"Disabled","1984","Brandenburg","Full Time","","","",""
"Disabled","1984","Brandenburg","Part Time","","","",""
"Disabled","1984","Brandenburg","Not Working","","","",""
"Disabled","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"Disabled","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"Disabled","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"Disabled","1984","Saxony","Full Time","","","",""
"Disabled","1984","Saxony","Part Time","","","",""
"Disabled","1984","Saxony","Not Working","","","",""
"Disabled","1984","Saxony-Anhalt","Full Time","","","",""
"Disabled","1984","Saxony-Anhalt","Part Time","","","",""
"Disabled","1984","Saxony-Anhalt","Not Working","","","",""
"Disabled","1984","Thuringia","Full Time","","","",""
"Disabled","1984","Thuringia","Part Time","","","",""
"Disabled","1984","Thuringia","Not Working","","","",""
"Not disabled","1985","Schleswig-Holstein","Full Time","149","0.963184477825349","0.933346279550561","0.993022676100137"
"Not disabled","1985","Schleswig-Holstein","Part Time","58","0.903368918293514","0.830411608957972","0.976326227629057"
"Not disabled","1985","Schleswig-Holstein","Not Working","118","0.863795088503711","0.805934485405152","0.92165569160227"
"Not disabled","1985","Hamburg","Full Time","125","0.966158211890438","0.93507490683987","0.997241516941007"
"Not disabled","1985","Hamburg","Part Time","39","0.916411042983354","0.832707651324928","1.00011443464178"
"Not disabled","1985","Hamburg","Not Working","98","0.89702865119007","0.83997332400751","0.95408397837263"
"Not disabled","1985","Lower Saxony","Full Time","411","0.931014083330962","0.907280168433837","0.954747998228087"
"Not disabled","1985","Lower Saxony","Part Time","170","0.937411536257887","0.902124019581472","0.972699052934302"
"Not disabled","1985","Lower Saxony","Not Working","422","0.861979181312813","0.831186659349222","0.892771703276405"
"Not disabled","1985","Bremen","Full Time","27","","",""
"Not disabled","1985","Bremen","Part Time","22","","",""
"Not disabled","1985","Bremen","Not Working","49","0.761059179159071","0.656584151723563","0.865534206594579"
"Not disabled","1985","North Rhine-Westphalia","Full Time","1203","0.909995591033002","0.894396461484597","0.925594720581407"
"Not disabled","1985","North Rhine-Westphalia","Part Time","441","0.915414968985474","0.890284916317603","0.940545021653346"
"Not disabled","1985","North Rhine-Westphalia","Not Working","1027","0.813438046917662","0.791415393815036","0.835460700020288"
"Not disabled","1985","Hesse","Full Time","500","0.942081658476004","0.922004661563668","0.962158655388339"
"Not disabled","1985","Hesse","Part Time","181","0.964102507700765","0.937650115556158","0.990554899845373"
"Not disabled","1985","Hesse","Not Working","362","0.821848651345302","0.785297797753726","0.858399504936878"
"Not disabled","1985","Rhineland-Palatinate,Saarland","Full Time","317","0.935707421673958","0.909403208467931","0.962011634879985"
"Not disabled","1985","Rhineland-Palatinate,Saarland","Part Time","101","0.95849346861063","0.92034244091068","0.99664449631058"
"Not disabled","1985","Rhineland-Palatinate,Saarland","Not Working","288","0.846262872000656","0.807522124169285","0.885003619832028"
"Not disabled","1985","Baden-Württemberg","Full Time","991","0.942619181544192","0.928436791144363","0.956801571944021"
"Not disabled","1985","Baden-Württemberg","Part Time","327","0.948724486207608","0.925349029586036","0.972099942829181"
"Not disabled","1985","Baden-Württemberg","Not Working","612","0.876931820484667","0.852258344448344","0.90160529652099"
"Not disabled","1985","Bavaria","Full Time","850","0.950279043682377","0.935949997874293","0.96460808949046"
"Not disabled","1985","Bavaria","Part Time","349","0.944568927778458","0.921094493974598","0.968043361582319"
"Not disabled","1985","Bavaria","Not Working","554","0.817891836346988","0.788403668599814","0.847380004094161"
"Not disabled","1985","Berlin","Full Time","152","0.90010861466892","0.854493841015719","0.945723388322121"
"Not disabled","1985","Berlin","Part Time","73","0.930694474546042","0.874690088134146","0.986698860957937"
"Not disabled","1985","Berlin","Not Working","95","0.736303650850925","0.657465214247866","0.815142087453985"
"Not disabled","1985","Brandenburg","Full Time","","","",""
"Not disabled","1985","Brandenburg","Part Time","","","",""
"Not disabled","1985","Brandenburg","Not Working","","","",""
"Not disabled","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Not disabled","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Not disabled","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Not disabled","1985","Saxony","Full Time","","","",""
"Not disabled","1985","Saxony","Part Time","","","",""
"Not disabled","1985","Saxony","Not Working","","","",""
"Not disabled","1985","Saxony-Anhalt","Full Time","","","",""
"Not disabled","1985","Saxony-Anhalt","Part Time","","","",""
"Not disabled","1985","Saxony-Anhalt","Not Working","","","",""
"Not disabled","1985","Thuringia","Full Time","","","",""
"Not disabled","1985","Thuringia","Part Time","","","",""
"Not disabled","1985","Thuringia","Not Working","","","",""
"Disabled","1985","Schleswig-Holstein","Full Time","4","","",""
"Disabled","1985","Schleswig-Holstein","Part Time","5","","",""
"Disabled","1985","Schleswig-Holstein","Not Working","17","","",""
"Disabled","1985","Hamburg","Full Time","5","","",""
"Disabled","1985","Hamburg","Part Time","3","","",""
"Disabled","1985","Hamburg","Not Working","11","","",""
"Disabled","1985","Lower Saxony","Full Time","27","","",""
"Disabled","1985","Lower Saxony","Part Time","11","","",""
"Disabled","1985","Lower Saxony","Not Working","60","0.138020818687186","0.107228296723595","0.168813340650777"
"Disabled","1985","Bremen","Full Time","1","","",""
"Disabled","1985","Bremen","Part Time","1","","",""
"Disabled","1985","Bremen","Not Working","15","","",""
"Disabled","1985","North Rhine-Westphalia","Full Time","90","0.090004408966998","0.0744052794185934","0.105603538515403"
"Disabled","1985","North Rhine-Westphalia","Part Time","30","0.0845850310145256","0.0594549783466542","0.109715083682397"
"Disabled","1985","North Rhine-Westphalia","Not Working","175","0.186561953082338","0.164539299979711","0.208584606184964"
"Disabled","1985","Hesse","Full Time","20","","",""
"Disabled","1985","Hesse","Part Time","9","","",""
"Disabled","1985","Hesse","Not Working","59","0.178151348654698","0.141600495063122","0.214702202246274"
"Disabled","1985","Rhineland-Palatinate,Saarland","Full Time","17","","",""
"Disabled","1985","Rhineland-Palatinate,Saarland","Part Time","4","","",""
"Disabled","1985","Rhineland-Palatinate,Saarland","Not Working","45","0.153737127999344","0.114996380167972","0.192477875830715"
"Disabled","1985","Baden-Württemberg","Full Time","42","0.0573808184558077","0.0431984280559786","0.0715632088556368"
"Disabled","1985","Baden-Württemberg","Part Time","15","","",""
"Disabled","1985","Baden-Württemberg","Not Working","69","0.123068179515333","0.0983947034790105","0.147741655551656"
"Disabled","1985","Bavaria","Full Time","34","0.0497209563176234","0.0353919105095401","0.0640500021257066"
"Disabled","1985","Bavaria","Part Time","16","","",""
"Disabled","1985","Bavaria","Not Working","104","0.182108163653012","0.152619995905839","0.211596331400186"
"Disabled","1985","Berlin","Full Time","14","","",""
"Disabled","1985","Berlin","Part Time","6","","",""
"Disabled","1985","Berlin","Not Working","25","","",""
"Disabled","1985","Brandenburg","Full Time","","","",""
"Disabled","1985","Brandenburg","Part Time","","","",""
"Disabled","1985","Brandenburg","Not Working","","","",""
"Disabled","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Disabled","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Disabled","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Disabled","1985","Saxony","Full Time","","","",""
"Disabled","1985","Saxony","Part Time","","","",""
"Disabled","1985","Saxony","Not Working","","","",""
"Disabled","1985","Saxony-Anhalt","Full Time","","","",""
"Disabled","1985","Saxony-Anhalt","Part Time","","","",""
"Disabled","1985","Saxony-Anhalt","Not Working","","","",""
"Disabled","1985","Thuringia","Full Time","","","",""
"Disabled","1985","Thuringia","Part Time","","","",""
"Disabled","1985","Thuringia","Not Working","","","",""
"Not disabled","1986","Schleswig-Holstein","Full Time","141","1","1","1"
"Not disabled","1986","Schleswig-Holstein","Part Time","74","1","1","1"
"Not disabled","1986","Schleswig-Holstein","Not Working","109","1","1","1"
"Not disabled","1986","Hamburg","Full Time","115","1","1","1"
"Not disabled","1986","Hamburg","Part Time","37","1","1","1"
"Not disabled","1986","Hamburg","Not Working","104","1","1","1"
"Not disabled","1986","Lower Saxony","Full Time","457","1","1","1"
"Not disabled","1986","Lower Saxony","Part Time","191","1","1","1"
"Not disabled","1986","Lower Saxony","Not Working","461","0.998458007742587","0.994883933297636","1.00203208218754"
"Not disabled","1986","Bremen","Full Time","33","1","1","1"
"Not disabled","1986","Bremen","Part Time","17","","",""
"Not disabled","1986","Bremen","Not Working","59","1","1","1"
"Not disabled","1986","North Rhine-Westphalia","Full Time","1265","1","1","1"
"Not disabled","1986","North Rhine-Westphalia","Part Time","446","1","1","1"
"Not disabled","1986","North Rhine-Westphalia","Not Working","1158","0.99969855340057","0.998699137857479","1.00069796894366"
"Not disabled","1986","Hesse","Full Time","479","1","1","1"
"Not disabled","1986","Hesse","Part Time","189","1","1","1"
"Not disabled","1986","Hesse","Not Working","385","1","1","1"
"Not disabled","1986","Rhineland-Palatinate,Saarland","Full Time","345","1","1","1"
"Not disabled","1986","Rhineland-Palatinate,Saarland","Part Time","111","1","1","1"
"Not disabled","1986","Rhineland-Palatinate,Saarland","Not Working","316","1","1","1"
"Not disabled","1986","Baden-Württemberg","Full Time","1008","0.998932103030314","0.99691782198298","1.00094638407765"
"Not disabled","1986","Baden-Württemberg","Part Time","353","1","1","1"
"Not disabled","1986","Baden-Württemberg","Not Working","643","0.998978011534019","0.996510233358499","1.00144578970954"
"Not disabled","1986","Bavaria","Full Time","849","1","1","1"
"Not disabled","1986","Bavaria","Part Time","344","1","1","1"
"Not disabled","1986","Bavaria","Not Working","593","1","1","1"
"Not disabled","1986","Berlin","Full Time","170","0.997141036850406","0.989138409214973","1.00514366448584"
"Not disabled","1986","Berlin","Part Time","71","1","1","1"
"Not disabled","1986","Berlin","Not Working","112","0.999266948062521","0.994276758957634","1.00425713716741"
"Not disabled","1986","Brandenburg","Full Time","","","",""
"Not disabled","1986","Brandenburg","Part Time","","","",""
"Not disabled","1986","Brandenburg","Not Working","","","",""
"Not disabled","1986","Mecklenburg-Western Pomerania","Full Time","","","",""
"Not disabled","1986","Mecklenburg-Western Pomerania","Part Time","","","",""
"Not disabled","1986","Mecklenburg-Western Pomerania","Not Working","","","",""
"Not disabled","1986","Saxony","Full Time","","","",""
"Not disabled","1986","Saxony","Part Time","","","",""
"Not disabled","1986","Saxony","Not Working","","","",""
"Not disabled","1986","Saxony-Anhalt","Full Time","","","",""
"Not disabled","1986","Saxony-Anhalt","Part Time","","","",""
"Not disabled","1986","Saxony-Anhalt","Not Working","","","",""
"Not disabled","1986","Thuringia","Full Time","","","",""
"Not disabled","1986","Thuringia","Part Time","","","",""
"Not disabled","1986","Thuringia","Not Working","","","",""
"Disabled","1986","Schleswig-Holstein","Full Time","","","",""
"Disabled","1986","Schleswig-Holstein","Part Time","","","",""
"Disabled","1986","Schleswig-Holstein","Not Working","","","",""
"Disabled","1986","Hamburg","Full Time","","","",""
"Disabled","1986","Hamburg","Part Time","","","",""
"Disabled","1986","Hamburg","Not Working","","","",""
"Disabled","1986","Lower Saxony","Full Time","","","",""
"Disabled","1986","Lower Saxony","Part Time","","","",""
"Disabled","1986","Lower Saxony","Not Working","2","","",""
"Disabled","1986","Bremen","Full Time","","","",""
"Disabled","1986","Bremen","Part Time","","","",""
"Disabled","1986","Bremen","Not Working","","","",""
"Disabled","1986","North Rhine-Westphalia","Full Time","","","",""
"Disabled","1986","North Rhine-Westphalia","Part Time","","","",""
"Disabled","1986","North Rhine-Westphalia","Not Working","1","","",""
"Disabled","1986","Hesse","Full Time","","","",""
"Disabled","1986","Hesse","Part Time","","","",""
"Disabled","1986","Hesse","Not Working","","","",""
"Disabled","1986","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Disabled","1986","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Disabled","1986","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Disabled","1986","Baden-Württemberg","Full Time","2","","",""
"Disabled","1986","Baden-Württemberg","Part Time","","","",""
"Disabled","1986","Baden-Württemberg","Not Working","1","","",""
"Disabled","1986","Bavaria","Full Time","","","",""
"Disabled","1986","Bavaria","Part Time","","","",""
"Disabled","1986","Bavaria","Not Working","","","",""
"Disabled","1986","Berlin","Full Time","1","","",""
"Disabled","1986","Berlin","Part Time","","","",""
"Disabled","1986","Berlin","Not Working","1","","",""
"Disabled","1986","Brandenburg","Full Time","","","",""
"Disabled","1986","Brandenburg","Part Time","","","",""
"Disabled","1986","Brandenburg","Not Working","","","",""
"Disabled","1986","Mecklenburg-Western Pomerania","Full Time","","","",""
"Disabled","1986","Mecklenburg-Western Pomerania","Part Time","","","",""
"Disabled","1986","Mecklenburg-Western Pomerania","Not Working","","","",""
"Disabled","1986","Saxony","Full Time","","","",""
"Disabled","1986","Saxony","Part Time","","","",""
"Disabled","1986","Saxony","Not Working","","","",""
"Disabled","1986","Saxony-Anhalt","Full Time","","","",""
"Disabled","1986","Saxony-Anhalt","Part Time","","","",""
"Disabled","1986","Saxony-Anhalt","Not Working","","","",""
"Disabled","1986","Thuringia","Full Time","","","",""
"Disabled","1986","Thuringia","Part Time","","","",""
"Disabled","1986","Thuringia","Not Working","","","",""
"Not disabled","1987","Schleswig-Holstein","Full Time","140","0.942245213106797","0.904405518221794","0.980084907991799"
"Not disabled","1987","Schleswig-Holstein","Part Time","58","0.900610280593899","0.827311409426358","0.97390915176144"
"Not disabled","1987","Schleswig-Holstein","Not Working","96","0.812913401045919","0.741945399133315","0.883881402958524"
"Not disabled","1987","Hamburg","Full Time","99","0.957532010668","0.918776012926614","0.996288008409385"
"Not disabled","1987","Hamburg","Part Time","32","0.935258878660414","0.852547614047871","1.01797014327296"
"Not disabled","1987","Hamburg","Not Working","75","0.8369722930726","0.758902124677315","0.915042461467884"
"Not disabled","1987","Lower Saxony","Full Time","445","0.937364645800254","0.915458639129437","0.95927065247107"
"Not disabled","1987","Lower Saxony","Part Time","189","0.907850533697874","0.868353173589413","0.947347893806335"
"Not disabled","1987","Lower Saxony","Not Working","362","0.828468954840044","0.79279683394205","0.864141075738038"
"Not disabled","1987","Bremen","Full Time","29","","",""
"Not disabled","1987","Bremen","Part Time","20","","",""
"Not disabled","1987","Bremen","Not Working","43","0.845037247528648","0.745722306294832","0.944352188762465"
"Not disabled","1987","North Rhine-Westphalia","Full Time","1174","0.922363551048237","0.907576156242144","0.93715094585433"
"Not disabled","1987","North Rhine-Westphalia","Part Time","418","0.936632873083245","0.913869403412052","0.959396342754439"
"Not disabled","1987","North Rhine-Westphalia","Not Working","951","0.791387318740119","0.767707319480423","0.815067317999815"
"Not disabled","1987","Hesse","Full Time","479","0.94627467454037","0.926511294367009","0.966038054713731"
"Not disabled","1987","Hesse","Part Time","181","0.960711012480674","0.932865251509867","0.988556773451482"
"Not disabled","1987","Hesse","Not Working","317","0.829462797595415","0.791036175892933","0.867889419297897"
"Not disabled","1987","Rhineland-Palatinate,Saarland","Full Time","320","0.930409784870005","0.903441938708691","0.957377631031319"
"Not disabled","1987","Rhineland-Palatinate,Saarland","Part Time","108","0.959814992543579","0.923443186120999","0.996186798966159"
"Not disabled","1987","Rhineland-Palatinate,Saarland","Not Working","275","0.851971197616077","0.812753835043157","0.891188560188997"
"Not disabled","1987","Baden-Württemberg","Full Time","994","0.954662342299748","0.941975534348425","0.967349150251072"
"Not disabled","1987","Baden-Württemberg","Part Time","316","0.954994779486656","0.932558899155357","0.977430659817954"
"Not disabled","1987","Baden-Württemberg","Not Working","532","0.84243899461801","0.813527085119716","0.871350904116303"
"Not disabled","1987","Bavaria","Full Time","795","0.945422148370571","0.929940527045384","0.960903769695758"
"Not disabled","1987","Bavaria","Part Time","337","0.969323083037149","0.951179482043751","0.987466684030547"
"Not disabled","1987","Bavaria","Not Working","472","0.826180174072099","0.794567182760746","0.857793165383452"
"Not disabled","1987","Berlin","Full Time","163","0.911267304863222","0.869375778121976","0.953158831604468"
"Not disabled","1987","Berlin","Part Time","62","0.896545996958349","0.82307159478902","0.970020399127678"
"Not disabled","1987","Berlin","Not Working","87","0.7158319303301","0.633756670120799","0.7979071905394"
"Not disabled","1987","Brandenburg","Full Time","","","",""
"Not disabled","1987","Brandenburg","Part Time","","","",""
"Not disabled","1987","Brandenburg","Not Working","","","",""
"Not disabled","1987","Mecklenburg-Western Pomerania","Full Time","","","",""
"Not disabled","1987","Mecklenburg-Western Pomerania","Part Time","","","",""
"Not disabled","1987","Mecklenburg-Western Pomerania","Not Working","","","",""
"Not disabled","1987","Saxony","Full Time","","","",""
"Not disabled","1987","Saxony","Part Time","","","",""
"Not disabled","1987","Saxony","Not Working","","","",""
"Not disabled","1987","Saxony-Anhalt","Full Time","","","",""
"Not disabled","1987","Saxony-Anhalt","Part Time","","","",""
"Not disabled","1987","Saxony-Anhalt","Not Working","","","",""
"Not disabled","1987","Thuringia","Full Time","","","",""
"Not disabled","1987","Thuringia","Part Time","","","",""
"Not disabled","1987","Thuringia","Not Working","","","",""
"Disabled","1987","Schleswig-Holstein","Full Time","6","","",""
"Disabled","1987","Schleswig-Holstein","Part Time","6","","",""
"Disabled","1987","Schleswig-Holstein","Not Working","20","","",""
"Disabled","1987","Hamburg","Full Time","5","","",""
"Disabled","1987","Hamburg","Part Time","2","","",""
"Disabled","1987","Hamburg","Not Working","11","","",""
"Disabled","1987","Lower Saxony","Full Time","25","","",""
"Disabled","1987","Lower Saxony","Part Time","17","","",""
"Disabled","1987","Lower Saxony","Not Working","67","0.171531045159956","0.135858924261962","0.20720316605795"
"Disabled","1987","Bremen","Full Time","1","","",""
