"m11124","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1984","higher education","64","0.0943290634789972","0.0739730149682234","0.114685111989771","1"
"Disabled","1984","higher vocational","82","0.138272965029616","0.111938189541496","0.164607740517735","1"
"Disabled","1984","general elemantary","280","0.110550705415662","0.100099245647578","0.121002165183747","1"
"Disabled","1984","inadequately","60","0.0990899343760175","0.0807359781316567","0.117443890620378","1"
"Disabled","1984","in school","2","","","","1"
"Disabled","1984","middle vocational","554","0.118003325447342","0.109632605653399","0.126374045241285","1"
"Disabled","1984","vocational + Abi","21","","","","1"
"Not disabled","1984","in school","185","0.989938684862288","0.975634641705545","1.00424272801903","0"
"Not disabled","1984","inadequately","958","0.900910065623982","0.882556109379622","0.919264021868343","0"
"Not disabled","1984","general elemantary","3178","0.889449294584338","0.878997834816253","0.899900754352422","0"
"Not disabled","1984","middle vocational","5152","0.881996674552658","0.873625954758715","0.890367394346601","0"
"Not disabled","1984","vocational + Abi","290","0.920464067636043","0.890392712160011","0.950535423112075","0"
"Not disabled","1984","higher vocational","578","0.861727034970384","0.835392259482265","0.888061810458504","0"
"Not disabled","1984","higher education","728","0.905670936521003","0.885314888010229","0.926026985031777","0"
"Disabled","1985","higher education","56","0.0894816005099995","0.0690942007926451","0.109869000227354","1"
"Disabled","1985","higher vocational","82","0.149056748328733","0.121023180947174","0.177090315710292","1"
"Disabled","1985","vocational + Abi","20","","","","1"
"Disabled","1985","general elemantary","228","0.0995353019751451","0.0889382776654356","0.110132326284855","1"
"Disabled","1985","middle vocational","487","0.116374634032151","0.107641132778885","0.125108135285418","1"
"Disabled","1985","inadequately","54","0.129990498424991","0.107329412797391","0.152651584052592","1"
"Disabled","1985","in school","1","","","","1"
"Not disabled","1985","in school","186","0.997142235879674","0.989491221231984","1.00479325052736","0"
"Not disabled","1985","inadequately","792","0.870009501575009","0.847348415947408","0.892670587202609","0"
"Not disabled","1985","general elemantary","2838","0.900464698024855","0.889867673715145","0.911061722334565","0"
"Not disabled","1985","middle vocational","4692","0.883625365967849","0.874891864714582","0.892358867221115","0"
"Not disabled","1985","vocational + Abi","259","0.910340852304275","0.876817664606804","0.943864040001747","0"
"Not disabled","1985","higher vocational","538","0.850943251671267","0.822909684289708","0.878976819052826","0"
"Not disabled","1985","higher education","697","0.910518399490001","0.890130999772646","0.930905799207355","0"
"Disabled","1986","higher education","","","","","1"
"Disabled","1986","higher vocational","","","","","1"
"Disabled","1986","general elemantary","2","","","","1"
"Disabled","1986","vocational + Abi","","","","","1"
"Disabled","1986","inadequately","2","","","","1"
"Disabled","1986","in school","1","","","","1"
"Disabled","1986","middle vocational","3","","","","1"
"Not disabled","1986","in school","187","0.996232743790825","0.987475606650439","1.00498988093121","0"
"Not disabled","1986","inadequately","788","0.997155673318889","0.993441982318275","1.0008693643195","0"
"Not disabled","1986","general elemantary","2922","0.999763115140586","0.999205317576133","1.00032091270504","0"
"Not disabled","1986","middle vocational","5012","0.999782103317816","0.999373604682258","1.00019060195337","0"
"Not disabled","1986","vocational + Abi","278","1","1","1","0"
"Not disabled","1986","higher vocational","583","1","1","1","0"
