"m11124","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Disabled","1995","Not Employed","Urban Area","605","0.236148758990873","0.221483742656076","0.25081377532567"
"Disabled","1995","Not Employed","Rural Area","244","0.188786146220387","0.169397670815872","0.208174621624903"
"Disabled","1995","Employed","Urban Area","283","0.05857623431447","0.0524175235928054","0.0647349450361346"
"Disabled","1995","Employed","Rural Area","105","0.049541349694116","0.0416149167576887","0.0574677826305433"
"Not disabled","1996","Not Employed","Urban Area","2508","0.758001827781701","0.74296381201399","0.773039843549411"
"Not disabled","1996","Not Employed","Rural Area","1260","0.788541645248997","0.768040394887303","0.809042895610691"
"Not disabled","1996","Employed","Urban Area","5277","0.945557803206982","0.939586487675501","0.951529118738463"
"Not disabled","1996","Employed","Rural Area","2782","0.951587520867976","0.943760844962219","0.959414196773732"
"Disabled","1996","Not Employed","Urban Area","608","0.241998172218299","0.226960156450589","0.25703618798601"
"Disabled","1996","Not Employed","Rural Area","264","0.211458354751003","0.190957104389309","0.231959605112697"
"Disabled","1996","Employed","Urban Area","269","0.0544421967930178","0.0484708812615369","0.0604135123244988"
"Disabled","1996","Employed","Rural Area","107","0.0484124791320244","0.0405858032262678","0.0562391550377809"
"Not disabled","1997","Not Employed","Urban Area","2555","0.768110262563496","0.753381380159007","0.782839144967985"
"Not disabled","1997","Not Employed","Rural Area","1304","0.808523805978234","0.788973791032498","0.828073820923971"
"Not disabled","1997","Employed","Urban Area","5105","0.944784630986078","0.938670114847399","0.950899147124757"
"Not disabled","1997","Employed","Rural Area","2660","0.938733944694778","0.929820843916114","0.947647045473441"
"Disabled","1997","Not Employed","Urban Area","599","0.231889737436504","0.217160855032015","0.246618619840993"
"Disabled","1997","Not Employed","Rural Area","252","0.191476194021766","0.171926179076029","0.211026208967503"
"Disabled","1997","Employed","Urban Area","255","0.0552153690139217","0.0491008528752425","0.0613298851526009"
"Disabled","1997","Employed","Rural Area","121","0.0612660553052221","0.0523529545265585","0.0701791560838857"
"Not disabled","1998","Not Employed","Urban Area","2893","0.771935977089833","0.758233620409045","0.78563833377062"
"Not disabled","1998","Not Employed","Rural Area","1495","0.802955360019261","0.784569613812226","0.821341106226297"
"Not disabled","1998","Employed","Urban Area","5526","0.940503320448031","0.93442546392839","0.946581176967672"
"Not disabled","1998","Employed","Rural Area","2932","0.949972053721089","0.942246669207944","0.957697438234233"
"Disabled","1998","Not Employed","Urban Area","709","0.228064022910167","0.21436166622938","0.241766379590955"
"Disabled","1998","Not Employed","Rural Area","303","0.197044639980738","0.178658893773702","0.215430386187774"
"Disabled","1998","Employed","Urban Area","293","0.0594966795519688","0.053418823032328","0.0655745360716096"
"Disabled","1998","Employed","Rural Area","127","0.0500279462789115","0.042302561765767","0.057753330792056"
"Not disabled","1999","Not Employed","Urban Area","2588","0.754255242036588","0.739499008680689","0.769011475392487"
"Not disabled","1999","Not Employed","Rural Area","1389","0.794174681950618","0.774835853566348","0.813513510334888"
"Not disabled","1999","Employed","Urban Area","5462","0.9350993812403","0.928735775282207","0.941462987198393"
"Not disabled","1999","Employed","Rural Area","2895","0.94660300320989","0.93860577365648","0.9546002327633"
"Disabled","1999","Not Employed","Urban Area","682","0.245744757963412","0.230988524607513","0.260500991319311"
"Disabled","1999","Not Employed","Rural Area","290","0.205825318049382","0.186486489665112","0.225164146433652"
"Disabled","1999","Employed","Urban Area","295","0.0649006187597003","0.0585370128016071","0.0712642247177935"
"Disabled","1999","Employed","Rural Area","141","0.0533969967901096","0.0453997672366996","0.0613942263435195"
"Not disabled","2000","Not Employed","Urban Area","4815","0.789306733510211","0.778971758714534","0.799641708305888"
"Not disabled","2000","Not Employed","Rural Area","2531","0.812486828073633","0.798645857721502","0.826327798425764"
"Not disabled","2000","Employed","Urban Area","9421","0.938962921027844","0.934257370259275","0.943668471796412"
"Not disabled","2000","Employed","Rural Area","4995","0.951420159501294","0.945592495307854","0.957247823694734"
"Disabled","2000","Not Employed","Urban Area","1166","0.210693266489789","0.200358291694111","0.221028241285466"
"Disabled","2000","Not Employed","Rural Area","524","0.187513171926367","0.173672201574236","0.201354142278498"
"Disabled","2000","Employed","Urban Area","522","0.0610370789721561","0.0563315282035878","0.0657426297407245"
"Disabled","2000","Employed","Rural Area","233","0.048579840498706","0.042752176305266","0.0544075046921459"
"Not disabled","2001","Not Employed","Urban Area","4209","0.77157301530545","0.760279091521575","0.782866939089324"
"Not disabled","2001","Not Employed","Rural Area","2327","0.82052672732133","0.806266850129565","0.834786604513094"
"Not disabled","2001","Employed","Urban Area","8723","0.942203902340214","0.937433392559291","0.946974412121137"
"Not disabled","2001","Employed","Rural Area","4522","0.95349770232396","0.947489837760485","0.959505566887436"
"Disabled","2001","Not Employed","Urban Area","1099","0.22842698469455","0.217133060910676","0.239720908478424"
"Disabled","2001","Not Employed","Rural Area","455","0.17947327267867","0.165213395486906","0.193733149870435"
"Disabled","2001","Employed","Urban Area","469","0.0577960976597858","0.0530255878788626","0.0625666074407091"
"Disabled","2001","Employed","Rural Area","197","0.0465022976760397","0.0404944331125643","0.0525101622395151"
"Not disabled","2002","Not Employed","Urban Area","4317","0.763965272173013","0.752709932672139","0.775220611673887"
"Not disabled","2002","Not Employed","Rural Area","2316","0.807664244055721","0.793070743859718","0.822257744251724"
"Not disabled","2002","Employed","Urban Area","9481","0.938483647130703","0.933773400888181","0.943193893373226"
"Not disabled","2002","Employed","Rural Area","4605","0.939316484726037","0.932591720909913","0.946041248542162"
"Disabled","2002","Not Employed","Urban Area","1151","0.236034727826987","0.224779388326113","0.247290067327861"
"Disabled","2002","Not Employed","Rural Area","486","0.192335755944279","0.177742255748276","0.206929256140282"
"Disabled","2002","Employed","Urban Area","515","0.0615163528692967","0.0568061066267738","0.0662265991118196"
"Disabled","2002","Employed","Rural Area","237","0.0606835152739627","0.0539587514578381","0.0674082790900873"
"Not disabled","2003","Not Employed","Urban Area","4318","0.771415261861151","0.760250331909319","0.782580191812983"
"Not disabled","2003","Not Employed","Rural Area","2254","0.811820809101706","0.797207262969595","0.826434355233818"
"Not disabled","2003","Employed","Urban Area","8975","0.937140790910761","0.932256848685603","0.942024733135919"
"Not disabled","2003","Employed","Rural Area","4364","0.944217569482084","0.937575310250978","0.950859828713189"
"Disabled","2003","Not Employed","Urban Area","1116","0.228584738138849","0.217419808187017","0.239749668090681"
"Disabled","2003","Not Employed","Rural Area","494","0.188179190898293","0.173565644766182","0.202792737030405"
"Disabled","2003","Employed","Urban Area","512","0.0628592090892394","0.0579752668640813","0.0677431513143974"
"Disabled","2003","Employed","Rural Area","222","0.0557824305179163","0.0491401712868107","0.0624246897490219"
"Not disabled","2004","Not Employed","Urban Area","4322","0.767392773665756","0.756170790756721","0.77861475657479"
"Not disabled","2004","Not Employed","Rural Area","2236","0.798633645010351","0.783645461574442","0.813621828446259"
"Not disabled","2004","Employed","Urban Area","8552","0.933873583412676","0.928759403675294","0.938987763150058"
"Not disabled","2004","Employed","Rural Area","4216","0.943144765497094","0.936324996601","0.949964534393188"
"Disabled","2004","Not Employed","Urban Area","1123","0.232607226334244","0.22138524342521","0.243829209243279"
"Disabled","2004","Not Employed","Rural Area","514","0.201366354989649","0.186378171553741","0.216354538425558"
"Disabled","2004","Employed","Urban Area","518","0.0661264165873239","0.0610122368499419","0.0712405963247058"
"Disabled","2004","Employed","Rural Area","213","0.056855234502906","0.0500354656068121","0.0636750033989999"
"Not disabled","2005","Not Employed","Urban Area","4134","0.772556328064022","0.761202291766925","0.783910364361118"
"Not disabled","2005","Not Employed","Rural Area","2155","0.791146914494699","0.775713980401241","0.806579848588157"
"Not disabled","2005","Employed","Urban Area","8178","0.934117079095219","0.928896117521816","0.939338040668622"
"Not disabled","2005","Employed","Rural Area","3986","0.946057303532241","0.93922529353427","0.952889313530212"
"Disabled","2005","Not Employed","Urban Area","1102","0.227443671935978","0.216089635638882","0.238797708233075"
"Disabled","2005","Not Employed","Rural Area","510","0.208853085505301","0.193420151411843","0.224286019598759"
"Disabled","2005","Employed","Urban Area","495","0.065882920904781","0.0606619593313778","0.0711038824781841"
"Disabled","2005","Employed","Rural Area","214","0.0539426964677593","0.0471106864697881","0.0607747064657305"
"Not disabled","2006","Not Employed","Urban Area","4393","0.759360032270258","0.748194920495529","0.770525144044988"
"Not disabled","2006","Not Employed","Rural Area","2349","0.790110755508477","0.775362947194412","0.804858563822542"
"Not disabled","2006","Employed","Urban Area","8474","0.934958190085643","0.929862350223842","0.940054029947444"
"Not disabled","2006","Employed","Rural Area","4254","0.944475101269579","0.937767091475149","0.951183111064009"
"Disabled","2006","Not Employed","Urban Area","1238","0.240639967729742","0.229474855955012","0.251805079504471"
"Disabled","2006","Not Employed","Rural Area","580","0.209889244491523","0.195141436177458","0.224637052805588"
"Disabled","2006","Employed","Urban Area","522","0.0650418099143566","0.0599459700525556","0.0701376497761576"
"Disabled","2006","Employed","Rural Area","223","0.0555248987304212","0.0488168889359914","0.062232908524851"
"Not disabled","2007","Not Employed","Urban Area","4072","0.760386821478842","0.748825142333432","0.771948500624253"
"Not disabled","2007","Not Employed","Rural Area","2207","0.796496125928225","0.781429591728779","0.811562660127672"
"Not disabled","2007","Employed","Urban Area","7891","0.933773090979636","0.928450360477639","0.939095821481633"
"Not disabled","2007","Employed","Rural Area","3991","0.939354448960069","0.93215322882549","0.946555669094649"
"Disabled","2007","Not Employed","Urban Area","1164","0.239613178521158","0.228051499375747","0.251174857666568"
"Disabled","2007","Not Employed","Rural Area","536","0.203503874071775","0.188437339872328","0.218570408271221"
"Disabled","2007","Employed","Urban Area","494","0.0662269090203643","0.0609041785183673","0.0715496395223614"
"Disabled","2007","Employed","Rural Area","229","0.0606455510399307","0.053444330905351","0.0678467711745104"
"Not disabled","2008","Not Employed","Urban Area","3816","0.760191622386344","0.7482416589811","0.772141585791589"
"Not disabled","2008","Not Employed","Rural Area","2064","0.79612515627744","0.780555282097923","0.811695030456957"
"Not disabled","2008","Employed","Urban Area","7477","0.936431203798603","0.931062254584021","0.941800153013186"
"Not disabled","2008","Employed","Rural Area","3757","0.934065467460384","0.926359386807049","0.94177154811372"
"Disabled","2008","Not Employed","Urban Area","1088","0.239808377613656","0.227858414208411","0.2517583410189"
"Disabled","2008","Not Employed","Rural Area","508","0.20387484372256","0.188304969543043","0.219444717902078"
"Disabled","2008","Employed","Urban Area","456","0.0635687962013965","0.0581998469868139","0.068937745415979"
"Disabled","2008","Employed","Rural Area","227","0.0659345325396157","0.0582284518862802","0.0736406131929512"
"Not disabled","2009","Not Employed","Urban Area","3445","0.749959803154598","0.737258120184783","0.762661486124413"
"Not disabled","2009","Not Employed","Rural Area","1911","0.799582449828097","0.783536781749516","0.815628117906678"
"Not disabled","2009","Employed","Urban Area","6950","0.938039553187546","0.932539608341398","0.943539498033693"
"Not disabled","2009","Employed","Rural Area","3615","0.934208201308628","0.92637705308806","0.942039349529195"
"Disabled","2009","Not Employed","Urban Area","1020","0.250040196845402","0.237338513875587","0.262741879815217"
"Disabled","2009","Not Employed","Rural Area","480","0.200417550171903","0.184371882093322","0.216463218250484"
"Disabled","2009","Employed","Urban Area","431","0.0619604468124544","0.0564605019663068","0.067460391658602"
"Disabled","2009","Employed","Rural Area","235","0.0657917986913725","0.0579606504708054","0.0736229469119396"
"Not disabled","2010","Not Employed","Urban Area","4526","0.760907755920521","0.749676147385133","0.77213936445591"
"Not disabled","2010","Not Employed","Rural Area","2379","0.791766400550895","0.776890364798285","0.806642436303504"
"Not disabled","2010","Employed","Urban Area","9739","0.935972523243228","0.931231517857677","0.940713528628779"
"Not disabled","2010","Employed","Rural Area","5098","0.931326477286863","0.92455422847457","0.938098726099157"
"Disabled","2010","Not Employed","Urban Area","1014","0.239092244079479","0.22786063554409","0.250323852614867"
"Disabled","2010","Not Employed","Rural Area","483","0.208233599449105","0.193357563696496","0.223109635201715"
"Disabled","2010","Employed","Urban Area","503","0.0640274767567718","0.0592864713712211","0.0687684821423225"
"Disabled","2010","Employed","Rural Area","259","0.0686735227131366","0.0619012739008426","0.0754457715254305"
"Not disabled","2011","Not Employed","Urban Area","5318","0.763180313815592","0.752917605824191","0.773443021806993"
"Not disabled","2011","Not Employed","Rural Area","2887","0.783923483899403","0.770388671695442","0.797458296103364"
"Not disabled","2011","Employed","Urban Area","11186","0.936598479635028","0.932204130597073","0.940992828672982"
"Not disabled","2011","Employed","Rural Area","6155","0.935766413255576","0.929805817957785","0.941727008553366"
"Disabled","2011","Not Employed","Urban Area","1274","0.236819686184408","0.226556978193007","0.247082394175809"
"Disabled","2011","Not Employed","Rural Area","665","0.216076516100597","0.202541703896636","0.229611328304558"
"Disabled","2011","Employed","Urban Area","627","0.0634015203649722","0.0590071713270176","0.0677958694029268"
"Disabled","2011","Employed","Rural Area","344","0.0642335867444244","0.0582729914466341","0.0701941820422147"
"Not disabled","2012","Not Employed","Urban Area","4959","0.759754120818324","0.749155466817315","0.770352774819333"
"Not disabled","2012","Not Employed","Rural Area","2811","0.768602817390488","0.754730023499969","0.782475611281007"
"Not disabled","2012","Employed","Urban Area","10819","0.932966390516483","0.928393149579231","0.937539631453735"
"Not disabled","2012","Employed","Rural Area","6076","0.933345276215659","0.927243098268448","0.93944745416287"
"Disabled","2012","Not Employed","Urban Area","1283","0.240245879181676","0.229647225180667","0.250844533182685"
"Disabled","2012","Not Employed","Rural Area","739","0.231397182609512","0.217524388718993","0.245269976500031"
"Disabled","2012","Employed","Urban Area","668","0.067033609483517","0.0624603685462647","0.0716068504207694"
"Disabled","2012","Employed","Rural Area","342","0.0666547237843412","0.0605525458371303","0.0727569017315522"
"Not disabled","2013","Not Employed","Urban Area","8144","0.78903408446122","0.78084316066234","0.797225008260101"
"Not disabled","2013","Not Employed","Rural Area","3592","0.792574000139278","0.780425337989979","0.804722662288578"
"Not disabled","2013","Employed","Urban Area","10220","0.929095798417144","0.924268774866293","0.933922821967994"
"Not disabled","2013","Employed","Rural Area","5682","0.926645656308161","0.920072233627657","0.933219078988664"
"Disabled","2013","Not Employed","Urban Area","1387","0.21096591553878","0.202774991739899","0.21915683933766"
"Disabled","2013","Not Employed","Rural Area","687","0.207425999860722","0.195277337711422","0.219574662010021"
"Disabled","2013","Employed","Urban Area","641","0.0709042015828562","0.0660771780320054","0.075731225133707"
"Disabled","2013","Employed","Rural Area","361","0.0733543436918394","0.0667809210113359","0.0799277663723429"
"Not disabled","2014","Not Employed","Urban Area","4817","0.747138696759838","0.736216869848652","0.758060523671025"
"Not disabled","2014","Not Employed","Rural Area","2582","0.759306926524202","0.744667750880453","0.773946102167951"
"Not disabled","2014","Employed","Urban Area","11125","0.931893857329142","0.927344095294071","0.936443619364214"
"Not disabled","2014","Employed","Rural Area","5649","0.922593998200877","0.915846758210194","0.92934123819156"
"Disabled","2014","Not Employed","Urban Area","1267","0.252861303240162","0.241939476328975","0.263783130151348"
"Disabled","2014","Not Employed","Rural Area","694","0.240693073475798","0.226053897832049","0.255332249119547"
"Disabled","2014","Employed","Urban Area","653","0.0681061426708575","0.0635563806357858","0.0726559047059292"
"Disabled","2014","Employed","Rural Area","377","0.0774060017991231","0.0706587618084397","0.0841532417898066"
"Not disabled","2015","Not Employed","Urban Area","5616","0.761198406272413","0.751078993961437","0.771317818583388"
"Not disabled","2015","Not Employed","Rural Area","2801","0.776011307925235","0.762073149493091","0.78994946635738"
"Not disabled","2015","Employed","Urban Area","10324","0.932614175351121","0.927909704236952","0.93731864646529"
"Not disabled","2015","Employed","Rural Area","5390","0.923633666943719","0.916761896153042","0.930505437734396"
"Disabled","2015","Not Employed","Urban Area","1203","0.238801593727587","0.228682181416612","0.248921006038563"
"Disabled","2015","Not Employed","Rural Area","636","0.223988692074765","0.21005053364262","0.237926850506909"
"Disabled","2015","Employed","Urban Area","584","0.0673858246488792","0.0626813535347098","0.0720902957630486"
"Disabled","2015","Employed","Rural Area","348","0.0763663330562809","0.0694945622656039","0.0832381038469578"
"Not disabled","2016","Not Employed","Urban Area","4285","0.756340537312718","0.744871510335787","0.76780956428965"
"Not disabled","2016","Not Employed","Rural Area","2224","0.755321769168926","0.739508230626558","0.771135307711295"
"Not disabled","2016","Employed","Urban Area","10020","0.929859142139979","0.924998804960713","0.934719479319245"
"Not disabled","2016","Employed","Rural Area","5231","0.92978719821068","0.923062121404586","0.936512275016774"
"Disabled","2016","Not Employed","Urban Area","1097","0.243659462687282","0.23219043571035","0.255128489664213"
"Disabled","2016","Not Employed","Rural Area","615","0.244678230831074","0.228864692288705","0.260491769373442"
"Disabled","2016","Employed","Urban Area","586","0.0701408578600212","0.0652805206807549","0.0750011950392875"
"Disabled","2016","Employed","Rural Area","314","0.0702128017893201","0.063487724983226","0.0769378785954142"
"Not disabled","2017","Not Employed","Urban Area","4362","0.758505433641709","0.747202682773301","0.769808184510117"
"Not disabled","2017","Not Employed","Rural Area","2414","0.759140927187908","0.744054276384896","0.774227577990921"
"Not disabled","2017","Employed","Urban Area","11052","0.931188534817875","0.926607075430057","0.935769994205693"
"Not disabled","2017","Employed","Rural Area","5966","0.92858683507756","0.922250080235475","0.934923589919645"
"Disabled","2017","Not Employed","Urban Area","1146","0.241494566358291","0.230191815489883","0.252797317226699"
"Disabled","2017","Not Employed","Rural Area","672","0.240859072812092","0.225772422009079","0.255945723615104"
"Disabled","2017","Employed","Urban Area","675","0.0688114651821245","0.0642300057943066","0.0733929245699424"
"Disabled","2017","Employed","Rural Area","378","0.0714131649224397","0.0650764100803546","0.0777499197645247"
"Not disabled","2018","Not Employed","Urban Area","4182","0.757916521065642","0.746446069095613","0.769386973035671"
"Not disabled","2018","Not Employed","Rural Area","2233","0.739043324097436","0.72306821884987","0.755018429345003"
"Not disabled","2018","Employed","Urban Area","10653","0.931058229657455","0.926395784222351","0.935720675092559"
"Not disabled","2018","Employed","Rural Area","5724","0.928975834774813","0.922545654761039","0.935406014788587"
"Disabled","2018","Not Employed","Urban Area","1175","0.242083478934358","0.230613026964329","0.253553930904387"
"Disabled","2018","Not Employed","Rural Area","670","0.260956675902564","0.244981570654997","0.27693178115013"
"Disabled","2018","Employed","Urban Area","690","0.068941770342545","0.0642793249074414","0.0736042157776486"
"Disabled","2018","Employed","Rural Area","406","0.0710241652251872","0.064593985211413","0.0774543452389613"
"Not disabled","2019","Not Employed","Urban Area","3766","0.765857460513642","0.753836486705071","0.777878434322213"
"Not disabled","2019","Not Employed","Rural Area","2186","0.736298825595187","0.720115745470086","0.752481905720288"
"Not disabled","2019","Employed","Urban Area","10065","0.935769354242153","0.931118857314944","0.940419851169363"
"Not disabled","2019","Employed","Rural Area","5655","0.932780598656843","0.926452059792476","0.939109137521211"
"Disabled","2019","Not Employed","Urban Area","1001","0.234142539486358","0.222121565677787","0.246163513294929"
"Disabled","2019","Not Employed","Rural Area","662","0.263701174404813","0.247518094279712","0.279884254529914"
"Disabled","2019","Employed","Urban Area","611","0.0642306457578467","0.0595801488306372","0.0688811426850563"
"Disabled","2019","Employed","Rural Area","359","0.0672194013431565","0.0608908624787886","0.0735479402075244"
