"m11124","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1995","Lower Saxony","1-pers.-HH","22","","","","1"
"Disabled","1995","Lower Saxony","(Married) couple without C. ","41","0.166113041236286","0.123424420700897","0.208801661771674","1"
"Disabled","1995","Lower Saxony","Single parent ","5","","","","1"
"Disabled","1995","Lower Saxony","Couple + C. LE 16 ","4","","","","1"
"Disabled","1995","Lower Saxony","Couple + C. GT 16 ","26","","","","1"
"Disabled","1995","Hesse","Single parent ","1","","","","1"
"Disabled","1995","Hesse","Couple + C. LE 16 ","11","","","","1"
"Disabled","1995","Hesse","Couple + C. LE and GT 16","2","","","","1"
"Disabled","1995","Rhineland-Palatinate,Saarland","1-pers.-HH","8","","","","1"
"Disabled","1995","Rhineland-Palatinate,Saarland","(Married) couple without C. ","31","0.217637757880624","0.157852568535234","0.277422947226015","1"
"Disabled","1995","Lower Saxony","Couple + C. LE and GT 16","2","","","","1"
"Disabled","1995","Bremen","1-pers.-HH","4","","","","1"
"Disabled","1995","Bremen","(Married) couple without C. ","8","","","","1"
"Disabled","1995","Bremen","Single parent ","","","","","1"
"Disabled","1995","Bremen","Couple + C. LE 16 ","","","","","1"
"Disabled","1995","Bremen","Couple + C. GT 16 ","1","","","","1"
"Disabled","1995","Bremen","Couple + C. LE and GT 16","","","","","1"
"Disabled","1995","North Rhine-Westphalia","Single parent ","11","","","","1"
"Disabled","1995","North Rhine-Westphalia","Couple + C. LE 16 ","24","","","","1"
"Disabled","1995","North Rhine-Westphalia","Couple + C. GT 16 ","47","0.127599561096663","0.097531872160466","0.157667250032861","1"
"Disabled","1995","North Rhine-Westphalia","Couple + C. LE and GT 16","15","","","","1"
"Disabled","1995","Hesse","1-pers.-HH","10","","","","1"
"Disabled","1995","Hesse","(Married) couple without C. ","57","0.209781237588692","0.163476347628258","0.256086127549127","1"
"Disabled","1995","Hesse","Couple + C. GT 16 ","18","","","","1"
"Disabled","1995","Bavaria","Couple + C. LE 16 ","9","","","","1"
"Disabled","1995","Bavaria","Couple + C. GT 16 ","20","","","","1"
"Disabled","1995","Bavaria","Couple + C. LE and GT 16","4","","","","1"
"Disabled","1995","North Rhine-Westphalia","1-pers.-HH","65","0.243335783207211","0.193949802869206","0.292721763545217","1"
"Disabled","1995","North Rhine-Westphalia","(Married) couple without C. ","129","0.236919495845687","0.204406949436514","0.269432042254861","1"
"Disabled","1995","Berlin","1-pers.-HH","13","","","","1"
"Disabled","1995","Berlin","(Married) couple without C. ","40","0.321706660351366","0.242907786794277","0.400505533908454","1"
"Disabled","1995","Berlin","Single parent ","2","","","","1"
"Disabled","1995","Berlin","Couple + C. LE 16 ","7","","","","1"
"Disabled","1995","Berlin","Couple + C. GT 16 ","8","","","","1"
"Disabled","1995","Berlin","Couple + C. LE and GT 16","2","","","","1"
"Disabled","1995","Brandenburg","1-pers.-HH","4","","","","1"
"Disabled","1995","Brandenburg","(Married) couple without C. ","19","","","","1"
"Disabled","1995","Brandenburg","Single parent ","","","","","1"
"Disabled","1995","Brandenburg","Couple + C. LE 16 ","6","","","","1"
"Disabled","1995","Brandenburg","Couple + C. GT 16 ","9","","","","1"
"Disabled","1995","Brandenburg","Couple + C. LE and GT 16","6","","","","1"
"Disabled","1995","Mecklenburg-Western Pomerania","1-pers.-HH","5","","","","1"
"Disabled","1995","Mecklenburg-Western Pomerania","(Married) couple without C. ","10","","","","1"
"Disabled","1995","Mecklenburg-Western Pomerania","Single parent ","1","","","","1"
"Disabled","1995","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","","","1"
"Disabled","1995","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","13","","","","1"
"Disabled","1995","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Disabled","1995","Saxony","1-pers.-HH","14","","","","1"
"Disabled","1995","Saxony","(Married) couple without C. ","38","0.124078888083429","0.0880706726165991","0.160087103550258","1"
"Disabled","1995","Saxony","Single parent ","2","","","","1"
"Disabled","1995","Saxony","Couple + C. LE 16 ","2","","","","1"
"Disabled","1995","Saxony","Couple + C. GT 16 ","7","","","","1"
"Disabled","1995","Saxony-Anhalt","(Married) couple without C. ","19","","","","1"
"Disabled","1995","Saxony-Anhalt","Single parent ","1","","","","1"
"Disabled","1995","Saxony-Anhalt","Couple + C. LE 16 ","3","","","","1"
"Disabled","1995","Saxony-Anhalt","Couple + C. GT 16 ","6","","","","1"
"Disabled","1995","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","1"
"Disabled","1995","Thuringia","1-pers.-HH","6","","","","1"
"Disabled","1995","Thuringia","(Married) couple without C. ","18","","","","1"
"Disabled","1995","Thuringia","Single parent ","","","","","1"
"Disabled","1995","Thuringia","Couple + C. LE 16 ","4","","","","1"
"Disabled","1995","Thuringia","Couple + C. GT 16 ","7","","","","1"
"Disabled","1995","Thuringia","Couple + C. LE and GT 16","1","","","","1"
"Disabled","1995","Saxony","Couple + C. LE and GT 16","2","","","","1"
"Disabled","1995","Saxony-Anhalt","1-pers.-HH","5","","","","1"
"Not disabled","1995","Schleswig-Holstein","1-pers.-HH","34","0.927400861695636","0.841437468597359","1.01336425479391","0"
"Not disabled","1995","Schleswig-Holstein","(Married) couple without C. ","68","0.78373786187273","0.695697035947718","0.871778687797741","0"
"Not disabled","1995","Schleswig-Holstein","Single parent ","6","","","","0"
"Not disabled","1995","Schleswig-Holstein","Couple + C. LE 16 ","62","0.908305350013626","0.838680534422934","0.977930165604318","0"
"Not disabled","1995","Schleswig-Holstein","Couple + C. GT 16 ","37","0.852593285484768","0.74537890681265","0.959807664156886","0"
"Not disabled","1995","Schleswig-Holstein","Couple + C. LE and GT 16","26","","","","0"
"Not disabled","1995","Hamburg","1-pers.-HH","30","0.717807006414648","0.576555610829894","0.859058401999401","0"
"Not disabled","1995","Hamburg","(Married) couple without C. ","36","0.893472352227284","0.796647350068135","0.990297354386433","0"
"Not disabled","1995","Hamburg","Single parent ","2","","","","0"
"Not disabled","1995","Hamburg","Couple + C. LE 16 ","21","","","","0"
"Not disabled","1995","Hamburg","Couple + C. GT 16 ","13","","","","0"
"Not disabled","1995","Hamburg","Couple + C. LE and GT 16","10","","","","0"
"Not disabled","1995","Lower Saxony","1-pers.-HH","93","0.780861405418002","0.705257263981662","0.856465546854341","0"
"Not disabled","1995","Baden-Württemberg","Couple + C. GT 16 ","343","0.903713557611039","0.87405471073382","0.933372404488259","0"
"Not disabled","1995","Baden-Württemberg","Couple + C. LE and GT 16","194","0.953956205460047","0.925054585988775","0.982857824931319","0"
"Not disabled","1995","Bavaria","1-pers.-HH","180","0.850177796832018","0.801202624112279","0.899152969551756","0"
"Not disabled","1995","Bavaria","(Married) couple without C. ","358","0.748239801137849","0.707453210694118","0.789026391581581","0"
"Not disabled","1995","Bavaria","Single parent ","76","0.985550317725086","0.958895772414823","1.01220486303535","0"
"Not disabled","1995","Bavaria","Couple + C. LE 16 ","386","0.970995056592331","0.95444520651683","0.987544906667832","0"
"Not disabled","1995","Bavaria","Couple + C. GT 16 ","294","0.930896181919731","0.902842820092437","0.958949543747025","0"
"Not disabled","1995","Bavaria","Couple + C. LE and GT 16","149","0.975431026443112","0.950901217545273","0.999960835340951","0"
"Not disabled","1995","Berlin","1-pers.-HH","83","0.862098330616234","0.793125882944604","0.931070778287863","0"
"Not disabled","1995","Berlin","(Married) couple without C. ","95","0.678293339648634","0.599494466091546","0.757092213205723","0"
"Not disabled","1995","Berlin","Single parent ","41","0.973530680834864","0.925550700017398","1.02151066165233","0"
"Not disabled","1995","Berlin","Couple + C. LE 16 ","148","0.965580825077969","0.936881162812085","0.994280487343853","0"
"Not disabled","1995","Berlin","Couple + C. GT 16 ","75","0.863818974605403","0.790032168086824","0.937605781123982","0"
"Not disabled","1995","Berlin","Couple + C. LE and GT 16","18","","","","0"
"Not disabled","1995","Brandenburg","1-pers.-HH","42","0.885007671474132","0.792819091164406","0.977196251783858","0"
"Not disabled","1995","Brandenburg","(Married) couple without C. ","138","0.868008205413054","0.815062145473846","0.920954265352262","0"
"Not disabled","1995","Brandenburg","Single parent ","40","1","1","1","0"
"Not disabled","1995","Baden-Württemberg","(Married) couple without C. ","346","0.836702812349178","0.80065886260609","0.872746762092266","0"
"Not disabled","1995","Baden-Württemberg","Single parent ","71","0.967297229278179","0.927310715527609","1.00728374302875","0"
"Not disabled","1995","Baden-Württemberg","Couple + C. LE 16 ","396","0.966072494547044","0.948505444740839","0.983639544353249","0"
"Not disabled","1995","Brandenburg","Couple + C. LE 16 ","112","0.942469376547807","0.900455742195271","0.984483010900344","0"
"Not disabled","1995","Brandenburg","Couple + C. GT 16 ","101","0.914783619480831","0.862607415403671","0.966959823557991","0"
"Not disabled","1995","Brandenburg","Couple + C. LE and GT 16","69","0.907692971977293","0.842183465155899","0.973202478798687","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","1-pers.-HH","27","","","","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","(Married) couple without C. ","91","0.892198294783252","0.831715630483078","0.952680959083426","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","131","0.894582358598968","0.844073130540736","0.945091586657201","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","42","0.958367662323758","0.899347115752284","1.01738820889523","0"
"Not disabled","1995","Baden-Württemberg","1-pers.-HH","161","0.848644747318516","0.796718820297443","0.90057067433959","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","Single parent ","16","","","","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","96","0.97676367683549","0.946936406690436","1.00659094698054","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","83","0.837590770032841","0.763811599289051","0.911369940776631","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","48","1","1","1","0"
"Not disabled","1995","Saxony","1-pers.-HH","75","0.858088960677417","0.785590742062259","0.930587179292575","0"
"Not disabled","1995","Lower Saxony","(Married) couple without C. ","251","0.833886958763714","0.791198338228326","0.876575579299103","0"
"Not disabled","1995","Lower Saxony","Single parent ","50","0.862653116349704","0.771683942840228","0.95362228985918","0"
"Not disabled","1995","Lower Saxony","Couple + C. LE 16 ","240","0.982639898051666","0.966251877105234","0.999027918998097","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","(Married) couple without C. ","152","0.782362242119376","0.722577052773985","0.842147431464766","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","Single parent ","30","0.929135785159285","0.840230785389712","1.01804078492886","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","166","0.970189274593115","0.944773791198821","0.995604757987409","0"
"Not disabled","1995","Saxony","(Married) couple without C. ","284","0.875921111916571","0.839912896449742","0.911929327383401","0"
"Not disabled","1995","Saxony","Single parent ","45","0.958225331818658","0.901026192968757","1.01542447066856","0"
"Not disabled","1995","Saxony","Couple + C. LE 16 ","268","0.991908787967832","0.981222943002061","1.0025946329336","0"
"Not disabled","1995","Saxony","Couple + C. GT 16 ","183","0.958748113260208","0.930470323579561","0.987025902940854","0"
"Not disabled","1995","Saxony","Couple + C. LE and GT 16","112","0.98606797034316","0.964552230391346","1.00758371029497","0"
"Not disabled","1995","Saxony-Anhalt","1-pers.-HH","59","0.907730957762843","0.836827945886444","0.978633969639241","0"
"Not disabled","1995","Saxony-Anhalt","(Married) couple without C. ","168","0.881523500647589","0.835204376160934","0.927842625134243","0"
"Not disabled","1995","Lower Saxony","Couple + C. GT 16 ","159","0.855112966291322","0.804391858154272","0.905834074428371","0"
"Not disabled","1995","Lower Saxony","Couple + C. LE and GT 16","65","0.981837316338295","0.949861586479369","1.01381304619722","0"
"Not disabled","1995","Bremen","1-pers.-HH","17","","","","0"
"Not disabled","1995","Bremen","(Married) couple without C. ","27","","","","0"
"Not disabled","1995","Bremen","Single parent ","6","","","","0"
"Not disabled","1995","Bremen","Couple + C. LE 16 ","12","","","","0"
"Not disabled","1995","Hesse","Couple + C. GT 16 ","148","0.881574538794096","0.832421982565428","0.930727095022763","0"
"Not disabled","1995","Hesse","Couple + C. LE and GT 16","60","0.991309507680955","0.968205938791611","1.0144130765703","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","1-pers.-HH","53","0.830817562420326","0.736734023105344","0.924901101735308","0"
"Not disabled","1995","Saxony-Anhalt","Single parent ","24","","","","0"
"Not disabled","1995","Saxony-Anhalt","Couple + C. LE 16 ","157","0.975192693167851","0.951092355463699","0.999293030872003","0"
"Not disabled","1995","Saxony-Anhalt","Couple + C. GT 16 ","143","0.966549504271387","0.93767807479109","0.995420933751684","0"
"Not disabled","1995","Saxony-Anhalt","Couple + C. LE and GT 16","68","0.965965703013294","0.923790404786156","1.00814100124043","0"
"Not disabled","1995","Thuringia","1-pers.-HH","55","0.923242673342034","0.856438894638105","0.990046452045963","0"
"Not disabled","1995","Bremen","Couple + C. GT 16 ","14","","","","0"
"Not disabled","1995","Bremen","Couple + C. LE and GT 16","3","","","","0"
"Not disabled","1995","North Rhine-Westphalia","1-pers.-HH","225","0.756664216792789","0.707278236454783","0.806050197130794","0"
"Not disabled","1995","North Rhine-Westphalia","(Married) couple without C. ","528","0.763080504154313","0.730567957745139","0.795593050563486","0"
"Not disabled","1995","North Rhine-Westphalia","Single parent ","112","0.905775969431668","0.854147794668235","0.957404144195101","0"
"Not disabled","1995","Hesse","(Married) couple without C. ","240","0.790218762411308","0.743913872450873","0.836523652371742","0"
"Not disabled","1995","Hesse","Single parent ","35","0.974237887387333","0.922486727823712","1.02598904695095","0"
"Not disabled","1995","Hesse","Couple + C. LE 16 ","220","0.950228696774942","0.922184327418777","0.978273066131107","0"
"Not disabled","1995","Thuringia","(Married) couple without C. ","127","0.827744386933984","0.766283488651186","0.889205285216782","0"
"Not disabled","1995","Thuringia","Single parent ","23","","","","0"
"Not disabled","1995","Thuringia","Couple + C. LE 16 ","164","0.969279567158633","0.94318610873483","0.995373025582436","0"
"Not disabled","1995","Thuringia","Couple + C. GT 16 ","127","0.920261264054091","0.874395784766221","0.966126743341961","0"
"Not disabled","1995","Thuringia","Couple + C. LE and GT 16","69","0.986798439160692","0.960060622643617","1.01353625567777","0"
"Not disabled","1995","North Rhine-Westphalia","Couple + C. LE 16 ","604","0.962490680598104","0.947630088016038","0.97735127318017","0"
"Not disabled","1995","North Rhine-Westphalia","Couple + C. GT 16 ","426","0.872400438903337","0.842332749967139","0.902468127839534","0"
"Not disabled","1995","North Rhine-Westphalia","Couple + C. LE and GT 16","260","0.947761028510428","0.921462680005375","0.97405937701548","0"
"Not disabled","1995","Hesse","1-pers.-HH","97","0.933335382745242","0.886072221956476","0.980598543534008","0"
"Disabled","1996","Schleswig-Holstein","1-pers.-HH","2","","","","1"
"Disabled","1996","Schleswig-Holstein","(Married) couple without C. ","18","","","","1"
"Disabled","1996","Schleswig-Holstein","Single parent ","3","","","","1"
"Disabled","1996","Schleswig-Holstein","Couple + C. LE 16 ","2","","","","1"
"Disabled","1996","Schleswig-Holstein","Couple + C. GT 16 ","6","","","","1"
"Disabled","1996","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Disabled","1996","Hamburg","1-pers.-HH","10","","","","1"
"Disabled","1996","Hamburg","(Married) couple without C. ","3","","","","1"
"Disabled","1996","Hamburg","Single parent ","","","","","1"
"Disabled","1996","Baden-Württemberg","Single parent ","6","","","","1"
"Disabled","1996","Baden-Württemberg","Couple + C. LE and GT 16","12","","","","1"
"Disabled","1996","Bavaria","1-pers.-HH","24","","","","1"
"Disabled","1996","Bavaria","(Married) couple without C. ","76","0.23729516720238","0.197768446832072","0.276821887572689","1"
"Disabled","1996","Bavaria","Single parent ","3","","","","1"
"Disabled","1996","Hamburg","Couple + C. LE 16 ","","","","","1"
"Disabled","1996","Hamburg","Couple + C. GT 16 ","1","","","","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","Single parent ","4","","","","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3","","","","1"
"Disabled","1996","Baden-Württemberg","1-pers.-HH","26","","","","1"
"Disabled","1996","Baden-Württemberg","(Married) couple without C. ","56","0.154621527900351","0.11962566270398","0.189617393096722","1"
"Disabled","1996","Baden-Württemberg","Couple + C. LE 16 ","12","","","","1"
"Disabled","1996","Baden-Württemberg","Couple + C. GT 16 ","40","0.110259153380732","0.0756156058227992","0.144902700938665","1"
"Disabled","1996","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Disabled","1996","Lower Saxony","1-pers.-HH","21","","","","1"
"Disabled","1996","Lower Saxony","(Married) couple without C. ","42","0.161803755392074","0.120337584736091","0.203269926048056","1"
"Disabled","1996","Lower Saxony","Single parent ","6","","","","1"
"Disabled","1996","Lower Saxony","Couple + C. LE 16 ","7","","","","1"
"Disabled","1996","Hesse","Single parent ","1","","","","1"
"Disabled","1996","Hesse","Couple + C. LE and GT 16","3","","","","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","1-pers.-HH","9","","","","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","(Married) couple without C. ","32","0.215459408533976","0.157604838945985","0.273313978121968","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","5","","","","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","9","","","","1"
"Disabled","1996","Lower Saxony","Couple + C. GT 16 ","17","","","","1"
"Disabled","1996","Lower Saxony","Couple + C. LE and GT 16","1","","","","1"
"Disabled","1996","Bremen","1-pers.-HH","4","","","","1"
"Disabled","1996","Bremen","(Married) couple without C. ","10","","","","1"
"Disabled","1996","Bremen","Single parent ","","","","","1"
"Disabled","1996","Bremen","Couple + C. LE 16 ","","","","","1"
"Disabled","1996","North Rhine-Westphalia","Single parent ","13","","","","1"
"Disabled","1996","North Rhine-Westphalia","Couple + C. LE 16 ","20","","","","1"
"Disabled","1996","North Rhine-Westphalia","Couple + C. LE and GT 16","14","","","","1"
"Disabled","1996","Hesse","1-pers.-HH","11","","","","1"
"Disabled","1996","Hesse","(Married) couple without C. ","63","0.223464602296798","0.175437745120804","0.271491459472792","1"
"Disabled","1996","Hesse","Couple + C. LE 16 ","10","","","","1"
"Disabled","1996","Hesse","Couple + C. GT 16 ","13","","","","1"
"Disabled","1996","Bavaria","Couple + C. LE 16 ","8","","","","1"
"Disabled","1996","Bremen","Couple + C. GT 16 ","1","","","","1"
"Disabled","1996","Bremen","Couple + C. LE and GT 16","","","","","1"
"Disabled","1996","North Rhine-Westphalia","1-pers.-HH","62","0.228971065045686","0.181345719776641","0.276596410314731","1"
"Disabled","1996","North Rhine-Westphalia","(Married) couple without C. ","128","0.230193391235545","0.197806968099875","0.262579814371216","1"
"Disabled","1996","North Rhine-Westphalia","Couple + C. GT 16 ","46","0.118743358049112","0.0896217880380709","0.147864928060154","1"
"Disabled","1996","Bavaria","Couple + C. GT 16 ","23","","","","1"
"Disabled","1996","Bavaria","Couple + C. LE and GT 16","4","","","","1"
"Disabled","1996","Berlin","1-pers.-HH","13","","","","1"
"Disabled","1996","Berlin","(Married) couple without C. ","38","0.283509294171554","0.209639140366778","0.357379447976329","1"
"Disabled","1996","Berlin","Single parent ","2","","","","1"
"Disabled","1996","Berlin","Couple + C. LE 16 ","9","","","","1"
"Disabled","1996","Berlin","Couple + C. GT 16 ","7","","","","1"
"Disabled","1996","Berlin","Couple + C. LE and GT 16","1","","","","1"
"Disabled","1996","Brandenburg","1-pers.-HH","6","","","","1"
"Disabled","1996","Brandenburg","(Married) couple without C. ","23","","","","1"
"Disabled","1996","Brandenburg","Single parent ","","","","","1"
"Disabled","1996","Brandenburg","Couple + C. LE 16 ","4","","","","1"
"Disabled","1996","Brandenburg","Couple + C. GT 16 ","6","","","","1"
"Disabled","1996","Brandenburg","Couple + C. LE and GT 16","6","","","","1"
"Disabled","1996","Mecklenburg-Western Pomerania","1-pers.-HH","5","","","","1"
"Disabled","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","12","","","","1"
"Disabled","1996","Mecklenburg-Western Pomerania","Single parent ","1","","","","1"
"Disabled","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","","","1"
"Disabled","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","10","","","","1"
"Disabled","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Disabled","1996","Saxony","1-pers.-HH","16","","","","1"
"Disabled","1996","Saxony","(Married) couple without C. ","32","0.102193678673314","0.0695621484590362","0.134825208887592","1"
"Disabled","1996","Saxony","Single parent ","1","","","","1"
"Disabled","1996","Saxony","Couple + C. LE 16 ","1","","","","1"
"Disabled","1996","Saxony","Couple + C. GT 16 ","8","","","","1"
"Disabled","1996","Saxony-Anhalt","(Married) couple without C. ","23","","","","1"
"Disabled","1996","Saxony-Anhalt","Single parent ","2","","","","1"
"Disabled","1996","Saxony-Anhalt","Couple + C. LE 16 ","5","","","","1"
"Disabled","1996","Saxony-Anhalt","Couple + C. GT 16 ","7","","","","1"
"Disabled","1996","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","1"
"Disabled","1996","Thuringia","1-pers.-HH","8","","","","1"
"Disabled","1996","Thuringia","(Married) couple without C. ","19","","","","1"
"Disabled","1996","Thuringia","Single parent ","2","","","","1"
"Disabled","1996","Thuringia","Couple + C. LE 16 ","5","","","","1"
"Disabled","1996","Thuringia","Couple + C. GT 16 ","8","","","","1"
"Disabled","1996","Thuringia","Couple + C. LE and GT 16","1","","","","1"
"Disabled","1996","Saxony","Couple + C. LE and GT 16","3","","","","1"
"Disabled","1996","Saxony-Anhalt","1-pers.-HH","4","","","","1"
"Not disabled","1996","Schleswig-Holstein","1-pers.-HH","38","0.9270207432646","0.846415639870424","1.00762584665878","0"
"Not disabled","1996","Schleswig-Holstein","(Married) couple without C. ","66","0.724315925697553","0.628755449694866","0.819876401700241","0"
"Not disabled","1996","Schleswig-Holstein","Single parent ","5","","","","0"
"Not disabled","1996","Schleswig-Holstein","Couple + C. LE 16 ","60","0.961218885688052","0.91316001784071","1.00927775353539","0"
"Not disabled","1996","Schleswig-Holstein","Couple + C. GT 16 ","44","0.829574963095521","0.725353394465857","0.933796531725184","0"
"Not disabled","1996","Schleswig-Holstein","Couple + C. LE and GT 16","23","","","","0"
"Not disabled","1996","Hamburg","1-pers.-HH","34","0.724883607789863","0.592932170228185","0.856835045351542","0"
"Not disabled","1996","Hamburg","(Married) couple without C. ","27","","","","0"
"Not disabled","1996","Hamburg","Single parent ","5","","","","0"
"Not disabled","1996","Hamburg","Couple + C. LE 16 ","23","","","","0"
"Not disabled","1996","Hamburg","Couple + C. GT 16 ","9","","","","0"
"Not disabled","1996","Hamburg","Couple + C. LE and GT 16","10","","","","0"
"Not disabled","1996","Lower Saxony","1-pers.-HH","97","0.790857483473153","0.71747754110841","0.864237425837896","0"
"Not disabled","1996","Baden-Württemberg","Couple + C. GT 16 ","274","0.889740846619268","0.855097299061335","0.924384394177201","0"
"Not disabled","1996","Baden-Württemberg","Couple + C. LE and GT 16","201","0.939033835175086","0.906901421627359","0.971166248722813","0"
"Not disabled","1996","Bavaria","1-pers.-HH","176","0.858282452664561","0.809947641775921","0.906617263553202","0"
"Not disabled","1996","Bavaria","(Married) couple without C. ","369","0.76270483279762","0.723178112427311","0.802231553167928","0"
"Not disabled","1996","Bavaria","Single parent ","77","0.959781737116293","0.916728977657395","1.00283449657519","0"
"Not disabled","1996","Bavaria","Couple + C. LE 16 ","397","0.973911706497025","0.958387721713651","0.989435691280399","0"
"Not disabled","1996","Bavaria","Couple + C. GT 16 ","283","0.915695479531354","0.884564818393893","0.946826140668815","0"
"Not disabled","1996","Bavaria","Couple + C. LE and GT 16","137","0.971905399044704","0.94463057446935","0.999180223620058","0"
"Not disabled","1996","Berlin","1-pers.-HH","82","0.824306316287061","0.747780375651807","0.900832256922315","0"
"Not disabled","1996","Berlin","(Married) couple without C. ","105","0.716490705828446","0.642620552023671","0.790360859633222","0"
"Not disabled","1996","Berlin","Single parent ","41","0.932270596241615","0.857164795132877","1.00737639735035","0"
"Not disabled","1996","Berlin","Couple + C. LE 16 ","134","0.943645367687915","0.905849067577095","0.981441667798734","0"
"Not disabled","1996","Berlin","Couple + C. GT 16 ","74","0.887221261627904","0.818334595337657","0.956107927918152","0"
"Not disabled","1996","Berlin","Couple + C. LE and GT 16","18","","","","0"
"Not disabled","1996","Brandenburg","1-pers.-HH","54","0.87453870032456","0.790724641356568","0.958352759292553","0"
"Not disabled","1996","Brandenburg","(Married) couple without C. ","143","0.851835243068116","0.797791638758486","0.905878847377746","0"
"Not disabled","1996","Brandenburg","Single parent ","44","1","1","1","0"
"Not disabled","1996","Brandenburg","Couple + C. LE 16 ","106","0.96071342239881","0.924408059987969","0.997018784809651","0"
"Not disabled","1996","Brandenburg","Couple + C. GT 16 ","87","0.940921374397377","0.893003397304654","0.988839351490101","0"
"Not disabled","1996","Brandenburg","Couple + C. LE and GT 16","79","0.926144671289439","0.870545417607401","0.981743924971477","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","1-pers.-HH","29","","","","0"
"Not disabled","1996","Baden-Württemberg","(Married) couple without C. ","354","0.845378472099649","0.810382606903278","0.88037433729602","0"
"Not disabled","1996","Baden-Württemberg","Single parent ","75","0.970037568439537","0.932910694258341","1.00716444262073","0"
"Not disabled","1996","Baden-Württemberg","Couple + C. LE 16 ","381","0.942979572015728","0.920054104839823","0.965905039191634","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","99","0.901329484767684","0.845851319662673","0.956807649872695","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","Single parent ","17","","","","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","86","0.974583021580243","0.941699514040662","1.00746652911983","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","76","0.860696990329617","0.787514993170866","0.933878987488369","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","43","1","1","1","0"
"Not disabled","1996","Lower Saxony","(Married) couple without C. ","261","0.838196244607926","0.796730073951944","0.879662415263909","0"
"Not disabled","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","123","0.905631929500047","0.855760763068241","0.955503095931853","0"
"Not disabled","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","31","0.914555420193862","0.8205926297526","1.00851821063512","0"
"Not disabled","1996","Baden-Württemberg","1-pers.-HH","153","0.841021703710715","0.787455101861488","0.894588305559943","0"
"Not disabled","1996","Saxony","1-pers.-HH","78","0.824832270829192","0.74799108892516","0.901673452733225","0"
"Not disabled","1996","Saxony","(Married) couple without C. ","299","0.897806321326686","0.865174791112408","0.930437851540964","0"
"Not disabled","1996","Saxony","Single parent ","45","0.969000916444768","0.918916144981381","1.01908568790816","0"
"Not disabled","1996","Saxony","Couple + C. LE 16 ","250","0.994486246500582","0.98532542767486","1.0036470653263","0"
"Not disabled","1996","Saxony","Couple + C. GT 16 ","185","0.955926589754544","0.926968491622551","0.984884687886537","0"
"Not disabled","1996","Saxony","Couple + C. LE and GT 16","114","0.978160605303684","0.951676790472123","1.00464442013525","0"
"Not disabled","1996","Lower Saxony","Single parent ","50","0.89106098376596","0.80945922559827","0.972662741933651","0"
"Not disabled","1996","Lower Saxony","Couple + C. LE 16 ","225","0.969394272126658","0.947229887427637","0.991558656825679","0"
"Not disabled","1996","Lower Saxony","Couple + C. GT 16 ","160","0.887344292319183","0.840765938244394","0.933922646393972","0"
