"m11124","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Disabled","1999","East Germany","297","0.0867721698275568","0.0778089182519328","0.0957354214031807"
"Not disabled","2000","West Germany","16391","0.878681789734107","0.873957672124777","0.883405907343437"
"Not disabled","2000","East Germany","5373","0.908201227567324","0.900808430888246","0.915594024246401"
"Disabled","2000","West Germany","1958","0.121318210265893","0.116594092656563","0.126042327875223"
"Disabled","2000","East Germany","487","0.0917987724326764","0.084405975753599","0.0991915691117537"
"Not disabled","2001","West Germany","14788","0.876971101411502","0.871969497945512","0.881972704877492"
"Not disabled","2001","East Germany","4993","0.911718946730482","0.904175106507219","0.919262786953746"
"Disabled","2001","West Germany","1780","0.123028898588498","0.118027295122508","0.128030502054488"
"Disabled","2001","East Germany","440","0.0882810532695176","0.080737213046254","0.0958248934927813"
"Not disabled","2002","West Germany","15775","0.869652004691091","0.864688163465092","0.87461584591709"
"Not disabled","2002","East Germany","4944","0.894713538827336","0.886553793848328","0.902873283806343"
"Disabled","2002","West Germany","1898","0.130347995308909","0.12538415408291","0.135311836534908"
"Disabled","2002","East Germany","491","0.105286461172664","0.097126716193657","0.113446206151672"
"Not disabled","2003","West Germany","15047","0.870572856965874","0.865512197275136","0.875633516656612"
"Not disabled","2003","East Germany","4864","0.897923367708359","0.889813911905344","0.906032823511373"
"Disabled","2003","West Germany","1854","0.129427143034126","0.124366483343388","0.134487802724864"
"Disabled","2003","East Germany","490","0.102076632291641","0.0939671764886268","0.110186088094656"
"Not disabled","2004","West Germany","14587","0.865677140026616","0.860466967705418","0.870887312347813"
"Not disabled","2004","East Germany","4739","0.890822082274849","0.882377332562715","0.899266831986982"
"Disabled","2004","West Germany","1868","0.134322859973384","0.129112687652187","0.139533032294582"
"Disabled","2004","East Germany","500","0.109177917725151","0.100733168013018","0.117622667437285"
"Not disabled","2005","West Germany","13909","0.870805965327945","0.865563010409966","0.876048920245924"
"Not disabled","2005","East Germany","4544","0.884970475123186","0.876172444405646","0.893768505840727"
"Disabled","2005","West Germany","1813","0.129194034672055","0.123951079754076","0.134436989590034"
"Disabled","2005","East Germany","508","0.115029524876814","0.106231494159273","0.123827555594354"
"Not disabled","2006","West Germany","14737","0.86665020224074","0.861501501109445","0.871798903372034"
"Not disabled","2006","East Germany","4733","0.879449532831544","0.870671960402853","0.888227105260236"
"Disabled","2006","West Germany","2010","0.13334979775926","0.128201096627966","0.138498498890555"
"Disabled","2006","East Germany","553","0.120550467168456","0.111772894739764","0.129328039597147"
"Not disabled","2007","West Germany","13663","0.866379721394931","0.86103400750135","0.871725435288513"
"Not disabled","2007","East Germany","4498","0.882972948345736","0.874082440535494","0.891863456155977"
"Disabled","2007","West Germany","1899","0.133620278605069","0.128274564711487","0.13896599249865"
"Disabled","2007","East Germany","524","0.117027051654264","0.108136543844023","0.125917559464506"
"Not disabled","2008","West Germany","12829","0.86749708484158","0.861999904460646","0.872994265222514"
"Not disabled","2008","East Germany","4285","0.886298645824784","0.877300322778108","0.89529696887146"
"Disabled","2008","West Germany","1783","0.132502915158419","0.127005734777485","0.138000095539354"
"Disabled","2008","East Germany","496","0.113701354175216","0.10470303112854","0.122699677221891"
"Not disabled","2009","West Germany","11855","0.866877990008058","0.861154578512289","0.872601401503826"
"Not disabled","2009","East Germany","4066","0.891345992323298","0.882307466339702","0.900384518306894"
"Disabled","2009","West Germany","1678","0.133122009991942","0.127398598496174","0.138845421487711"
"Disabled","2009","East Germany","488","0.108654007676702","0.0996154816931064","0.117692533660298"
"Not disabled","2010","West Germany","16779","0.869492632376917","0.864642811526814","0.874342453227019"
"Not disabled","2010","East Germany","4963","0.883490418970408","0.874986569178317","0.891994268762499"
"Disabled","2010","West Germany","1754","0.130507367623083","0.125657546772981","0.135357188473186"
"Disabled","2010","East Germany","505","0.116509581029592","0.108005731237501","0.125013430821683"
"Not disabled","2011","West Germany","19868","0.871959594933415","0.867556902602155","0.876362287264674"
"Not disabled","2011","East Germany","5678","0.880445582351887","0.872453125331167","0.888438039372606"
"Disabled","2011","West Germany","2258","0.128040405066585","0.123637712735326","0.132443097397845"
"Disabled","2011","East Germany","652","0.119554417648113","0.111561960627394","0.127546874668833"
"Not disabled","2012","West Germany","19174","0.869533413090848","0.865031350282989","0.874035475898706"
"Not disabled","2012","East Germany","5491","0.866877353192978","0.858418778530946","0.87533592785501"
"Disabled","2012","West Germany","2327","0.130466586909152","0.125964524101294","0.134968649717011"
"Disabled","2012","East Germany","705","0.133122646807022","0.12466407214499","0.141581221469054"
"Not disabled","2013","West Germany","22170","0.868095212797759","0.863864913344417","0.872325512251101"
"Not disabled","2013","East Germany","5468","0.869905252646739","0.861486610237044","0.878323895056434"
"Disabled","2013","West Germany","2410","0.131904787202241","0.127674487748899","0.136135086655584"
"Disabled","2013","East Germany","666","0.130094747353261","0.121676104943566","0.138513389762956"
"Not disabled","2014","West Germany","19230","0.862153579652308","0.857551714150808","0.866755445153809"
"Not disabled","2014","East Germany","4943","0.86205904040546","0.853032181150746","0.871085899660174"
"Disabled","2014","West Germany","2328","0.137846420347692","0.133244554846191","0.142448285849192"
"Disabled","2014","East Germany","663","0.13794095959454","0.128914100339826","0.146967818849254"
"Not disabled","2015","West Germany","19301","0.866552776756204","0.86200294192636","0.871102611586048"
"Not disabled","2015","East Germany","4830","0.868043994833883","0.859052862868671","0.877035126799095"
"Disabled","2015","West Germany","2158","0.133447223243796","0.128897388413952","0.137997058073639"
"Disabled","2015","East Germany","613","0.131956005166117","0.122964873200905","0.140947137131329"
"Not disabled","2016","West Germany","17275","0.865889455610882","0.861083307471569","0.870695603750196"
"Not disabled","2016","East Germany","4485","0.871684122344712","0.862469180479589","0.880899064209836"
"Disabled","2016","West Germany","2037","0.134110544389118","0.129304396249804","0.138916692528431"
"Disabled","2016","East Germany","575","0.128315877655287","0.119100935790164","0.137530819520411"
"Not disabled","2017","West Germany","18798","0.867832599244839","0.863256395229915","0.872408803259762"
"Not disabled","2017","East Germany","4996","0.875381376967069","0.866750062229119","0.88401269170502"
"Disabled","2017","West Germany","2242","0.132167400755161","0.127591196740238","0.136743604770085"
"Disabled","2017","East Germany","629","0.124618623032931","0.11598730829498","0.133249937770881"
"Not disabled","2018","West Germany","17942","0.868051099293078","0.863387567413999","0.872714631172156"
"Not disabled","2018","East Germany","4850","0.871091927327013","0.862237512797241","0.879946341856785"
"Disabled","2018","West Germany","2289","0.131948900706922","0.127285368827844","0.136612432586001"
"Disabled","2018","East Germany","652","0.128908072672987","0.120053658143215","0.137762487202759"
"Not disabled","2019","West Germany","18001","0.87161226016202","0.866996156800629","0.87622836352341"
"Not disabled","2019","East Germany","4912","0.86784517822792","0.858952263133545","0.876738093322296"
"Disabled","2019","West Germany","2173","0.12838773983798","0.123771636476589","0.133003843199371"
"Disabled","2019","East Germany","659","0.13215482177208","0.123261906677704","0.141047736866455"
