"m11124","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Not disabled","1984","West Germany","11128","0.887206775569822","0.881593195697904","0.89282035544174"
"Not disabled","1984","East Germany","","","",""
"Disabled","1984","West Germany","1071","0.112793224430178","0.10717964455826","0.118406804302096"
"Disabled","1984","East Germany","","","",""
"Not disabled","1985","West Germany","10111","0.890374535232162","0.884548041010977","0.896201029453347"
"Not disabled","1985","East Germany","","","",""
"Disabled","1985","West Germany","934","0.109625464767838","0.103798970546653","0.115451958989023"
"Disabled","1985","East Germany","","","",""
"Not disabled","1986","West Germany","10635","0.999698339932235","0.999368419313908","1.00002826055056"
"Not disabled","1986","East Germany","","","",""
"Disabled","1986","West Germany","8","","",""
"Disabled","1986","East Germany","","","",""
"Not disabled","1987","West Germany","9569","0.889305929594432","0.883294659422407","0.895317199766456"
"Not disabled","1987","East Germany","","","",""
"Disabled","1987","West Germany","896","0.110694070405569","0.104682800233544","0.116705340577593"
"Disabled","1987","East Germany","","","",""
"Not disabled","1988","West Germany","9024","0.877617659044064","0.871187575220556","0.884047742867571"
"Not disabled","1988","East Germany","","","",""
"Disabled","1988","West Germany","955","0.122382340955936","0.115952257132429","0.128812424779444"
"Disabled","1988","East Germany","","","",""
"Not disabled","1989","West Germany","8720","0.87236191471425","0.865710091160972","0.879013738267527"
"Not disabled","1989","East Germany","","","",""
"Disabled","1989","West Germany","947","0.12763808528575","0.120986261732473","0.134289908839028"
"Disabled","1989","East Germany","","","",""
"Not disabled","1990","West Germany","","","",""
"Not disabled","1990","East Germany","","","",""
"Disabled","1990","West Germany","","","",""
"Disabled","1990","East Germany","","","",""
"Not disabled","1991","West Germany","8501","0.86984210340922","0.863062736419092","0.876621470399348"
"Not disabled","1991","East Germany","4163","1","1","1"
"Disabled","1991","West Germany","962","0.13015789659078","0.123378529600652","0.136937263580908"
"Disabled","1991","East Germany","","","",""
"Not disabled","1992","West Germany","8376","0.866321535788797","0.859427021969833","0.873216049607762"
"Not disabled","1992","East Germany","3716","0.934874571478447","0.927162104687923","0.942587038268971"
"Disabled","1992","West Germany","983","0.133678464211203","0.126783950392238","0.140572978030167"
"Disabled","1992","East Germany","216","0.0651254285215529","0.0574129617310291","0.0728378953120767"
"Not disabled","1993","West Germany","","","",""
"Not disabled","1993","East Germany","","","",""
"Disabled","1993","West Germany","","","",""
"Disabled","1993","East Germany","","","",""
"Not disabled","1994","West Germany","8182","0.869931090682327","0.86302931515944","0.876832866205214"
"Not disabled","1994","East Germany","3540","0.929835572605173","0.921669160836053","0.938001984374293"
"Disabled","1994","West Germany","943","0.130068909317673","0.123167133794786","0.13697068484056"
"Disabled","1994","East Germany","218","0.0701644273948271","0.0619980156257071","0.0783308391639471"
"Not disabled","1995","West Germany","8579","0.864086019322764","0.857220754390211","0.870951284255316"
"Not disabled","1995","East Germany","3435","0.918512271418349","0.909671874089074","0.927352668747624"
"Disabled","1995","West Germany","993","0.135913980677237","0.129048715744684","0.142779245609789"
"Disabled","1995","East Germany","244","0.0814877285816513","0.0726473312523763","0.0903281259109263"
"Not disabled","1996","West Germany","8411","0.862999179103168","0.856049229602118","0.869949128604218"
"Not disabled","1996","East Germany","3417","0.912829548464305","0.903706980248663","0.921952116679947"
"Disabled","1996","West Germany","992","0.137000820896832","0.130050871395782","0.143950770397882"
"Disabled","1996","East Germany","256","0.0871704515356945","0.0780478833200524","0.0962930197513366"
"Not disabled","1997","West Germany","8260","0.864462686687644","0.857479940152553","0.871445433222736"
"Not disabled","1997","East Germany","3365","0.915303780862881","0.906235009169929","0.924372552555833"
"Disabled","1997","West Germany","971","0.135537313312356","0.128554566777264","0.142520059847447"
"Disabled","1997","East Germany","256","0.0846962191371194","0.0756274474441675","0.0937649908300714"
"Not disabled","1998","West Germany","9277","0.863022945944822","0.85642324414342","0.869622647746225"
"Not disabled","1998","East Germany","3569","0.918498783104263","0.909858533455283","0.927139032753242"
"Disabled","1998","West Germany","1149","0.136977054055178","0.130377352253775","0.143576755856581"
"Disabled","1998","East Germany","283","0.0815012168957371","0.0728609672467577","0.0901414665447165"
"Not disabled","1999","West Germany","8842","0.857728030924982","0.850865164252834","0.864590897597131"
"Not disabled","1999","East Germany","3492","0.913227830172443","0.904264578596819","0.922191081748067"
"Disabled","1999","West Germany","1111","0.142271969075018","0.135409102402869","0.149134835747167"
