"m11124","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not disabled","2008","Not Employed","Couple + C. LE 16 ","466","0.9545314378963","0.936215860043251","0.972847015749348"
"Not disabled","2008","Not Employed","Couple + C. GT 16 ","797","0.854059634513488","0.831393787779802","0.876725481247174"
"Not disabled","2008","Not Employed","Couple + C. LE and GT 16","290","0.944643716505027","0.918895671519677","0.970391761490378"
"Not disabled","2008","Employed","1-pers.-HH","1387","0.904500775230798","0.889666995868203","0.919334554593393"
"Not disabled","2008","Employed","(Married) couple without C. ","3140","0.917731138521406","0.908522180032339","0.926940097010473"
"Not disabled","2008","Employed","Single parent ","683","0.950076308811196","0.934045421480077","0.966107196142316"
"Not disabled","2008","Employed","Couple + C. LE 16 ","2641","0.964222154339606","0.957235667905977","0.971208640773234"
"Not disabled","2008","Employed","Couple + C. GT 16 ","2300","0.947656608310484","0.938815887655126","0.956497328965842"
"Not disabled","2008","Employed","Couple + C. LE and GT 16","882","0.972465128222785","0.961845013223807","0.983085243221762"
"Disabled","2008","Not Employed","1-pers.-HH","394","0.269733048767116","0.247537781083281","0.291928316450951"
"Disabled","2008","Not Employed","(Married) couple without C. ","941","0.274045306084969","0.259577318838226","0.288513293331711"
"Disabled","2008","Not Employed","Single parent ","47","0.101316551839335","0.0709376508859146","0.131695452792755"
"Disabled","2008","Not Employed","Couple + C. LE 16 ","31","0.0454685621037004","0.0271529842506516","0.0637841399567491"
"Disabled","2008","Not Employed","Couple + C. GT 16 ","135","0.145940365486512","0.123274518752826","0.168606212220198"
"Disabled","2008","Not Employed","Couple + C. LE and GT 16","13","","",""
"Disabled","2008","Employed","1-pers.-HH","121","0.0954992247692021","0.0806654454066073","0.110333004131797"
"Disabled","2008","Employed","(Married) couple without C. ","280","0.082268861478594","0.0730599029895266","0.0914778199676614"
"Disabled","2008","Employed","Single parent ","26","","",""
"Disabled","2008","Employed","Couple + C. LE 16 ","74","0.0357778456603945","0.0287913592267657","0.0427643320940232"
"Disabled","2008","Employed","Couple + C. GT 16 ","138","0.0523433916895164","0.0435026710341584","0.0611841123448743"
"Disabled","2008","Employed","Couple + C. LE and GT 16","30","0.0275348717772154","0.0169147567782378","0.0381549867761929"
"Not disabled","2009","Not Employed","1-pers.-HH","1085","0.728264955498842","0.705461958176363","0.751067952821322"
"Not disabled","2009","Not Employed","(Married) couple without C. ","2505","0.728378755697709","0.713394704201557","0.74336280719386"
"Not disabled","2009","Not Employed","Single parent ","253","0.893417259357621","0.857962690604553","0.928871828110689"
"Not disabled","2009","Not Employed","Couple + C. LE 16 ","393","0.920840406066568","0.895232261303289","0.946448550829848"
"Not disabled","2009","Not Employed","Couple + C. GT 16 ","712","0.832808847218722","0.807514454126085","0.858103240311359"
"Not disabled","2009","Not Employed","Couple + C. LE and GT 16","288","0.935079221696544","0.90729100469007","0.962867438703017"
"Not disabled","2009","Employed","1-pers.-HH","1318","0.909192061982207","0.894346131628656","0.924037992335759"
"Not disabled","2009","Employed","(Married) couple without C. ","3011","0.920341771365867","0.911082638987019","0.929600903744715"
"Not disabled","2009","Employed","Single parent ","674","0.962128410096764","0.947987662862137","0.976269157331391"
"Not disabled","2009","Employed","Couple + C. LE 16 ","2363","0.962844693714347","0.955325969502474","0.970363417926219"
"Not disabled","2009","Employed","Couple + C. GT 16 ","2187","0.943095678900481","0.933667057064467","0.952524300736495"
"Not disabled","2009","Employed","Couple + C. LE and GT 16","848","0.971489675175016","0.960481356065331","0.982497994284702"
"Disabled","2009","Not Employed","1-pers.-HH","377","0.271735044501158","0.248932047178678","0.294538041823637"
"Disabled","2009","Not Employed","(Married) couple without C. ","880","0.271621244302291","0.25663719280614","0.286605295798443"
"Disabled","2009","Not Employed","Single parent ","38","0.106582740642379","0.0711281718893114","0.142037309395447"
"Disabled","2009","Not Employed","Couple + C. LE 16 ","34","0.0791595939334316","0.053551449170152","0.104767738696711"
"Disabled","2009","Not Employed","Couple + C. GT 16 ","124","0.167191152781278","0.141896759688641","0.192485545873915"
"Disabled","2009","Not Employed","Couple + C. LE and GT 16","14","","",""
"Disabled","2009","Employed","1-pers.-HH","121","0.0908079380177925","0.0759620076642407","0.105653868371344"
"Disabled","2009","Employed","(Married) couple without C. ","274","0.0796582286341327","0.0703990962552847","0.0889173610129806"
"Disabled","2009","Employed","Single parent ","26","","",""
"Disabled","2009","Employed","Couple + C. LE 16 ","68","0.0371553062856534","0.0296365820737812","0.0446740304975257"
"Disabled","2009","Employed","Couple + C. GT 16 ","132","0.056904321099519","0.0474756992635053","0.0663329429355328"
"Disabled","2009","Employed","Couple + C. LE and GT 16","30","0.0285103248249837","0.0175020057152984","0.039518643934669"
"Not disabled","2010","Not Employed","1-pers.-HH","1016","0.726888210168211","0.703363324639161","0.750413095697261"
"Not disabled","2010","Not Employed","(Married) couple without C. ","2348","0.731747573485721","0.71632936276985","0.747165784201592"
"Not disabled","2010","Not Employed","Single parent ","629","0.885550289750388","0.861864802719735","0.90923577678104"
"Not disabled","2010","Not Employed","Couple + C. LE 16 ","1674","0.939964209629678","0.928802409489253","0.951126009770103"
"Not disabled","2010","Not Employed","Couple + C. GT 16 ","640","0.85761052347093","0.832634507227415","0.882586539714445"
"Not disabled","2010","Not Employed","Couple + C. LE and GT 16","447","0.887606068691934","0.859467177978459","0.91574495940541"
"Not disabled","2010","Employed","1-pers.-HH","1245","0.916177454494164","0.901449282077143","0.930905626911184"
"Not disabled","2010","Employed","(Married) couple without C. ","2872","0.912625444343329","0.90276420293577","0.922486685750888"
"Not disabled","2010","Employed","Single parent ","1531","0.954733496444756","0.94448614311104","0.964980849778472"
"Not disabled","2010","Employed","Couple + C. LE 16 ","5898","0.968186188839405","0.963756096892864","0.972616280785947"
"Not disabled","2010","Employed","Couple + C. GT 16 ","2001","0.936696617392476","0.926357837234383","0.947035397550569"
"Not disabled","2010","Employed","Couple + C. LE and GT 16","1095","0.971165176110406","0.961429741088588","0.980900611132223"
"Disabled","2010","Not Employed","1-pers.-HH","362","0.273111789831789","0.249586904302739","0.29663667536084"
"Disabled","2010","Not Employed","(Married) couple without C. ","824","0.268252426514279","0.252834215798408","0.28367063723015"
"Disabled","2010","Not Employed","Single parent ","65","0.114449710249612","0.0907642232189596","0.138135197280265"
"Disabled","2010","Not Employed","Couple + C. LE 16 ","66","0.0600357903703222","0.048873990229897","0.0711975905107475"
"Disabled","2010","Not Employed","Couple + C. GT 16 ","112","0.14238947652907","0.117413460285554","0.167365492772585"
"Disabled","2010","Not Employed","Couple + C. LE and GT 16","37","0.112393931308066","0.0842550405945897","0.140532822021541"
"Disabled","2010","Employed","1-pers.-HH","115","0.0838225455058361","0.0690943730888157","0.0985507179228566"
"Disabled","2010","Employed","(Married) couple without C. ","278","0.0873745556566707","0.0775133142491119","0.0972357970642296"
"Disabled","2010","Employed","Single parent ","50","0.0452665035552442","0.0350191502215279","0.0555138568889605"
"Disabled","2010","Employed","Couple + C. LE 16 ","131","0.0318138111605946","0.0273837192140528","0.0362439031071364"
"Disabled","2010","Employed","Couple + C. GT 16 ","130","0.0633033826075245","0.0529646024494315","0.0736421627656174"
"Disabled","2010","Employed","Couple + C. LE and GT 16","40","0.0288348238895942","0.0190993888677766","0.0385702589114118"
"Not disabled","2011","Not Employed","1-pers.-HH","1362","0.732912535248393","0.712778586363213","0.753046484133573"
"Not disabled","2011","Not Employed","(Married) couple without C. ","3084","0.736007603296057","0.722593378592359","0.749421827999756"
"Not disabled","2011","Not Employed","Single parent ","720","0.876297465646223","0.853679634106493","0.898915297185953"
"Not disabled","2011","Not Employed","Couple + C. LE 16 ","1582","0.93457704422439","0.922656823433991","0.946497265014789"
"Not disabled","2011","Not Employed","Couple + C. GT 16 ","751","0.86220083678571","0.839375166055107","0.885026507516313"
"Not disabled","2011","Not Employed","Couple + C. LE and GT 16","533","0.885526319303345","0.859547838833524","0.911504799773167"
"Not disabled","2011","Employed","1-pers.-HH","1591","0.918606970694105","0.905718272063242","0.931495669324968"
"Not disabled","2011","Employed","(Married) couple without C. ","3638","0.91933781272803","0.910892482819543","0.927783142636517"
"Not disabled","2011","Employed","Single parent ","1963","0.955692070695045","0.946762455879781","0.96462168551031"
"Not disabled","2011","Employed","Couple + C. LE 16 ","6198","0.970026033967482","0.965836023970611","0.974216043964353"
"Not disabled","2011","Employed","Couple + C. GT 16 ","2256","0.929773892787337","0.919582641861642","0.939965143713033"
"Not disabled","2011","Employed","Couple + C. LE and GT 16","1437","0.969361429410787","0.960625590595669","0.978097268225904"
"Disabled","2011","Not Employed","1-pers.-HH","493","0.267087464751607","0.246953515866427","0.287221413636787"
"Disabled","2011","Not Employed","(Married) couple without C. ","1064","0.263992396703943","0.250578172000244","0.277406621407641"
"Disabled","2011","Not Employed","Single parent ","94","0.123702534353777","0.101084702814047","0.146320365893507"
"Disabled","2011","Not Employed","Couple + C. LE 16 ","71","0.0654229557756102","0.053502734985211","0.0773431765660093"
"Disabled","2011","Not Employed","Couple + C. GT 16 ","125","0.13779916321429","0.114973492483687","0.160624833944893"
"Disabled","2011","Not Employed","Couple + C. LE and GT 16","44","0.114473680696655","0.0884952002268332","0.140452161166476"
"Disabled","2011","Employed","1-pers.-HH","138","0.0813930293058951","0.0685043306750317","0.0942817279367585"
"Disabled","2011","Employed","(Married) couple without C. ","356","0.0806621872719701","0.0722168573634832","0.089107517180457"
"Disabled","2011","Employed","Single parent ","77","0.0443079293049545","0.0353783144896902","0.0532375441202188"
"Disabled","2011","Employed","Couple + C. LE 16 ","164","0.0299739660325179","0.0257839560356472","0.0341639760293886"
"Disabled","2011","Employed","Couple + C. GT 16 ","159","0.0702261072126628","0.0600348562869674","0.0804173581383583"
"Disabled","2011","Employed","Couple + C. LE and GT 16","58","0.0306385705892136","0.0219027317740965","0.0393744094043307"
"Not disabled","2012","Not Employed","1-pers.-HH","1342","0.718580112118622","0.698171021105305","0.738989203131939"
"Not disabled","2012","Not Employed","(Married) couple without C. ","3125","0.738452428400643","0.725194458690125","0.751710398111161"
"Not disabled","2012","Not Employed","Single parent ","662","0.827830475765126","0.801233855320332","0.85442709620992"
"Not disabled","2012","Not Employed","Couple + C. LE 16 ","1299","0.936757875357565","0.923869306094114","0.949646444621016"
"Not disabled","2012","Not Employed","Couple + C. GT 16 ","675","0.860912722494197","0.836903952479857","0.884921492508538"
"Not disabled","2012","Not Employed","Couple + C. LE and GT 16","496","0.884972996679198","0.858112541980565","0.911833451377831"
"Not disabled","2012","Employed","1-pers.-HH","1726","0.918022314863444","0.905621688828462","0.930422940898427"
"Not disabled","2012","Employed","(Married) couple without C. ","3592","0.911066067601672","0.902213848492951","0.919918286710393"
"Not disabled","2012","Employed","Single parent ","1911","0.947845115018145","0.938113003279396","0.957577226756893"
"Not disabled","2012","Employed","Couple + C. LE 16 ","5809","0.969683549631361","0.965330279797475","0.974036819465247"
"Not disabled","2012","Employed","Couple + C. GT 16 ","2165","0.934531470492652","0.924446807795703","0.944616133189601"
"Not disabled","2012","Employed","Couple + C. LE and GT 16","1433","0.959871802084637","0.949933238293908","0.969810365875367"
"Disabled","2012","Not Employed","1-pers.-HH","523","0.281419887881378","0.261010796868061","0.301828978894695"
"Disabled","2012","Not Employed","(Married) couple without C. ","1096","0.261547571599357","0.248289601888839","0.274805541309875"
"Disabled","2012","Not Employed","Single parent ","112","0.172169524234874","0.14557290379008","0.198766144679668"
"Disabled","2012","Not Employed","Couple + C. LE 16 ","71","0.0632421246424346","0.0503535553789836","0.0761306939058855"
"Disabled","2012","Not Employed","Couple + C. GT 16 ","123","0.139087277505803","0.115078507491462","0.163096047520143"
"Disabled","2012","Not Employed","Couple + C. LE and GT 16","46","0.115027003320802","0.0881665486221689","0.141887458019435"
"Disabled","2012","Employed","1-pers.-HH","154","0.0819776851365556","0.0695770591015727","0.0943783111715384"
"Disabled","2012","Employed","(Married) couple without C. ","380","0.0889339323983282","0.0800817132896075","0.097786151507049"
"Disabled","2012","Employed","Single parent ","94","0.0521548849818555","0.0424227732431069","0.0618869967206042"
"Disabled","2012","Employed","Couple + C. LE 16 ","150","0.0303164503686389","0.0259631805347528","0.0346697202025251"
"Disabled","2012","Employed","Couple + C. GT 16 ","146","0.0654685295073477","0.055383866810399","0.0755531922042964"
"Disabled","2012","Employed","Couple + C. LE and GT 16","65","0.0401281979153631","0.0301896341246336","0.0500667617060926"
"Not disabled","2013","Not Employed","1-pers.-HH","1616","0.733611830364473","0.714820518902661","0.752403141826285"
"Not disabled","2013","Not Employed","(Married) couple without C. ","3701","0.748755884477867","0.736446041775604","0.76106572718013"
"Not disabled","2013","Not Employed","Single parent ","911","0.870163351627473","0.849545934283581","0.890780768971365"
"Not disabled","2013","Not Employed","Couple + C. LE 16 ","2641","0.959616106486851","0.952251835264046","0.966980377709656"
"Not disabled","2013","Not Employed","Couple + C. GT 16 ","1150","0.870823566835835","0.852521085737452","0.889126047934217"
"Not disabled","2013","Not Employed","Couple + C. LE and GT 16","990","0.9460313587129","0.932292083415479","0.959770634010321"
"Not disabled","2013","Employed","1-pers.-HH","1656","0.912541219439169","0.899533626173752","0.925548812704585"
"Not disabled","2013","Employed","(Married) couple without C. ","3410","0.911720117251748","0.902656847079552","0.920783387423944"
"Not disabled","2013","Employed","Single parent ","1834","0.930081468310633","0.918716283520135","0.941446653101131"
"Not disabled","2013","Employed","Couple + C. LE 16 ","5301","0.967924937786549","0.963251713811595","0.972598161761503"
"Not disabled","2013","Employed","Couple + C. GT 16 ","1988","0.92982493508958","0.918987091245916","0.940662778933243"
"Not disabled","2013","Employed","Couple + C. LE and GT 16","1452","0.951259909408689","0.940438688898968","0.96208112991841"
"Disabled","2013","Not Employed","1-pers.-HH","510","0.266388169635527","0.247596858173715","0.285179481097339"
"Disabled","2013","Not Employed","(Married) couple without C. ","1068","0.251244115522133","0.23893427281987","0.263553958224396"
"Disabled","2013","Not Employed","Single parent ","110","0.129836648372527","0.109219231028635","0.150454065716419"
"Disabled","2013","Not Employed","Couple + C. LE 16 ","104","0.0403838935131487","0.0330196222903437","0.0477481647359537"
"Disabled","2013","Not Employed","Couple + C. GT 16 ","140","0.129176433164166","0.110873952065783","0.147478914262548"
"Disabled","2013","Not Employed","Couple + C. LE and GT 16","49","0.0539686412871001","0.0402293659896792","0.067707916584521"
"Disabled","2013","Employed","1-pers.-HH","156","0.0874587805608314","0.0744511872954153","0.100466373826248"
"Disabled","2013","Employed","(Married) couple without C. ","354","0.0882798827482523","0.0792166125760563","0.0973431529204482"
"Disabled","2013","Employed","Single parent ","100","0.0699185316893671","0.058553346898869","0.0812837164798653"
"Disabled","2013","Employed","Couple + C. LE 16 ","160","0.0320750622134509","0.0274018382384968","0.036748286188405"
"Disabled","2013","Employed","Couple + C. GT 16 ","146","0.0701750649104202","0.0593372210667566","0.0810129087540837"
"Disabled","2013","Employed","Couple + C. LE and GT 16","69","0.0487400905913114","0.0379188700815904","0.0595613111010323"
"Not disabled","2014","Not Employed","1-pers.-HH","1240","0.700862672884515","0.679354650730337","0.722370695038692"
"Not disabled","2014","Not Employed","(Married) couple without C. ","2891","0.723054464171344","0.709092316051735","0.737016612290954"
"Not disabled","2014","Not Employed","Single parent ","615","0.819647852455103","0.791544511166456","0.84775119374375"
"Not disabled","2014","Not Employed","Couple + C. LE 16 ","1123","0.911136845594123","0.895123932078377","0.927149759109869"
"Not disabled","2014","Not Employed","Couple + C. GT 16 ","699","0.846234746229242","0.821469433413518","0.871000059044965"
"Not disabled","2014","Not Employed","Couple + C. LE and GT 16","555","0.943201296416019","0.924477218206418","0.96192537462562"
"Not disabled","2014","Employed","1-pers.-HH","1740","0.906746138350262","0.893715464468165","0.919776812232359"
"Not disabled","2014","Employed","(Married) couple without C. ","3688","0.913669981226635","0.905023579992559","0.922316382460712"
"Not disabled","2014","Employed","Single parent ","1636","0.92763516284653","0.915433288649511","0.939837037043549"
"Not disabled","2014","Employed","Couple + C. LE 16 ","5508","0.972434278258238","0.968166665522139","0.976701890994338"
"Not disabled","2014","Employed","Couple + C. GT 16 ","2113","0.930756158133182","0.920287319330558","0.941224996935805"
"Not disabled","2014","Employed","Couple + C. LE and GT 16","1593","0.950094413332537","0.939619462048626","0.960569364616448"
"Disabled","2014","Not Employed","1-pers.-HH","501","0.299137327115485","0.277629304961308","0.320645349269663"
"Disabled","2014","Not Employed","(Married) couple without C. ","1055","0.276945535828655","0.262983387709046","0.290907683948265"
"Disabled","2014","Not Employed","Single parent ","104","0.180352147544897","0.15224880625625","0.208455488833544"
"Disabled","2014","Not Employed","Couple + C. LE 16 ","90","0.0888631544058769","0.0728502408901308","0.104876067921623"
"Disabled","2014","Not Employed","Couple + C. GT 16 ","116","0.153765253770758","0.128999940955035","0.178530566586481"
"Disabled","2014","Not Employed","Couple + C. LE and GT 16","32","0.056798703583981","0.0380746253743797","0.0755227817935823"
"Disabled","2014","Employed","1-pers.-HH","173","0.0932538616497378","0.0802231877676408","0.106284535531835"
"Disabled","2014","Employed","(Married) couple without C. ","365","0.0863300187733646","0.0776836175392879","0.0949764200074413"
"Disabled","2014","Employed","Single parent ","96","0.0723648371534699","0.0601629629564508","0.084566711350489"
"Disabled","2014","Employed","Couple + C. LE 16 ","146","0.0275657217417615","0.0232981090056624","0.0318333344778606"
"Disabled","2014","Employed","Couple + C. GT 16 ","146","0.0692438418668185","0.0587750030641952","0.0797126806694418"
"Disabled","2014","Employed","Couple + C. LE and GT 16","67","0.0499055866674631","0.0394306353835519","0.0603805379513743"
"Not disabled","2015","Not Employed","1-pers.-HH","1449","0.727275098283385","0.707302104666981","0.74724809189979"
"Not disabled","2015","Not Employed","(Married) couple without C. ","3137","0.729550596433783","0.715992080805265","0.743109112062301"
"Not disabled","2015","Not Employed","Single parent ","659","0.846773426631965","0.821298195320146","0.872248657943784"
"Not disabled","2015","Not Employed","Couple + C. LE 16 ","1538","0.933899518340877","0.921804432043715","0.945994604638039"
"Not disabled","2015","Not Employed","Couple + C. GT 16 ","683","0.861822879619178","0.837759222873174","0.885886536365182"
"Not disabled","2015","Not Employed","Couple + C. LE and GT 16","574","0.902421715731083","0.878853820315994","0.925989611146172"
"Not disabled","2015","Employed","1-pers.-HH","1654","0.893864362382241","0.879705851479767","0.908022873284715"
"Not disabled","2015","Employed","(Married) couple without C. ","3476","0.91670928803301","0.907943295142906","0.925475280923115"
"Not disabled","2015","Employed","Single parent ","1534","0.935464036328917","0.923536005951987","0.947392066705848"
"Not disabled","2015","Employed","Couple + C. LE 16 ","5043","0.971878740272954","0.967372376506406","0.976385104039501"
"Not disabled","2015","Employed","Couple + C. GT 16 ","2037","0.936330718404604","0.926062436312998","0.946599000496211"
"Not disabled","2015","Employed","Couple + C. LE and GT 16","1585","0.965656530793047","0.956818519886709","0.974494541699384"
"Disabled","2015","Not Employed","1-pers.-HH","461","0.272724901716615","0.25275190810021","0.292697895333019"
"Disabled","2015","Not Employed","(Married) couple without C. ","986","0.270449403566217","0.256890887937699","0.284007919194735"
"Disabled","2015","Not Employed","Single parent ","109","0.153226573368035","0.127751342056216","0.178701804679854"
"Disabled","2015","Not Employed","Couple + C. LE 16 ","83","0.0661004816591231","0.0540053953619609","0.0781955679562852"
"Disabled","2015","Not Employed","Couple + C. GT 16 ","107","0.138177120380822","0.114113463634818","0.162240777126826"
"Disabled","2015","Not Employed","Couple + C. LE and GT 16","35","0.0975782842689171","0.0740103888538281","0.121146179684006"
"Disabled","2015","Employed","1-pers.-HH","164","0.106135637617759","0.0919771267152846","0.120294148520233"
"Disabled","2015","Employed","(Married) couple without C. ","341","0.0832907119669898","0.0745247190768853","0.0920567048570943"
"Disabled","2015","Employed","Single parent ","96","0.0645359636710827","0.0526079332941519","0.0764639940480134"
"Disabled","2015","Employed","Couple + C. LE 16 ","127","0.0281212597270464","0.0236148959604987","0.0326276234935942"
"Disabled","2015","Employed","Couple + C. GT 16 ","135","0.0636692815953956","0.0534009995037888","0.0739375636870023"
"Disabled","2015","Employed","Couple + C. LE and GT 16","46","0.0343434692069531","0.0255054583006158","0.0431814801132905"
"Not disabled","2016","Not Employed","1-pers.-HH","1186","0.712188568209811","0.690236593987216","0.734140542432405"
"Not disabled","2016","Not Employed","(Married) couple without C. ","2612","0.72646632789256","0.711719192233737","0.741213463551384"
"Not disabled","2016","Not Employed","Single parent ","521","0.854464982031137","0.826572009966075","0.882357954096198"
"Not disabled","2016","Not Employed","Couple + C. LE 16 ","877","0.930683909836923","0.914472888535159","0.946894931138686"
"Not disabled","2016","Not Employed","Couple + C. GT 16 ","591","0.819561604673002","0.791315187148737","0.847808022197268"
"Not disabled","2016","Not Employed","Couple + C. LE and GT 16","497","0.924577882110511","0.901946120582487","0.947209643638535"
"Not disabled","2016","Employed","1-pers.-HH","1666","0.891351941224865","0.877132754007321","0.905571128442409"
"Not disabled","2016","Employed","(Married) couple without C. ","3547","0.918056120031043","0.909423610520896","0.926688629541189"
"Not disabled","2016","Employed","Single parent ","1438","0.934024942532848","0.921586342557138","0.946463542508557"
"Not disabled","2016","Employed","Couple + C. LE 16 ","4783","0.975319791651798","0.970973047905748","0.979666535397849"
"Not disabled","2016","Employed","Couple + C. GT 16 ","1931","0.935978354322686","0.925386896717858","0.946569811927514"
"Not disabled","2016","Employed","Couple + C. LE and GT 16","1519","0.962477454312498","0.953080190295058","0.971874718329937"
"Disabled","2016","Not Employed","1-pers.-HH","448","0.287811431790189","0.265859457567594","0.309763406012784"
"Disabled","2016","Not Employed","(Married) couple without C. ","898","0.27353367210744","0.258786536448616","0.288280807766263"
"Disabled","2016","Not Employed","Single parent ","93","0.145535017968864","0.117642045903802","0.173427990033925"
"Disabled","2016","Not Employed","Couple + C. LE 16 ","66","0.0693160901630772","0.0531050688613137","0.0855271114648406"
"Disabled","2016","Not Employed","Couple + C. GT 16 ","121","0.180438395326998","0.152191977802732","0.208684812851263"
"Disabled","2016","Not Employed","Couple + C. LE and GT 16","26","","",""
"Disabled","2016","Employed","1-pers.-HH","174","0.108648058775135","0.0944288715575909","0.122867245992679"
"Disabled","2016","Employed","(Married) couple without C. ","331","0.0819438799689572","0.0733113704588106","0.0905763894791038"
"Disabled","2016","Employed","Single parent ","92","0.0659750574671525","0.0535364574914429","0.0784136574428621"
"Disabled","2016","Employed","Couple + C. LE 16 ","111","0.0246802083482019","0.0203334646021515","0.0290269520942523"
"Disabled","2016","Employed","Couple + C. GT 16 ","121","0.0640216456773137","0.053430188072486","0.0746131032821415"
"Disabled","2016","Employed","Couple + C. LE and GT 16","52","0.0375225456875021","0.0281252816700626","0.0469198097049415"
"Not disabled","2017","Not Employed","1-pers.-HH","1257","0.725361495722648","0.704262192457175","0.74646079898812"
"Not disabled","2017","Not Employed","(Married) couple without C. ","2741","0.731980830075297","0.717728235916213","0.746233424234382"
"Not disabled","2017","Not Employed","Single parent ","550","0.839212677341","0.811038358823614","0.867386995858386"
"Not disabled","2017","Not Employed","Couple + C. LE 16 ","798","0.935953733502988","0.91952335096275","0.952384116043225"
"Not disabled","2017","Not Employed","Couple + C. GT 16 ","676","0.810039431161501","0.782890938756793","0.83718792356621"
"Not disabled","2017","Not Employed","Couple + C. LE and GT 16","506","0.922073126861363","0.899629960980062","0.944516292742664"
"Not disabled","2017","Employed","1-pers.-HH","2016","0.890988144891453","0.878012288185741","0.903964001597165"
"Not disabled","2017","Employed","(Married) couple without C. ","4134","0.917270736586158","0.909248834845045","0.925292638327272"
"Not disabled","2017","Employed","Single parent ","1491","0.941708844370322","0.930163563341332","0.953254125399312"
"Not disabled","2017","Employed","Couple + C. LE 16 ","4972","0.971858553173292","0.967319787678909","0.976397318667675"
"Not disabled","2017","Employed","Couple + C. GT 16 ","2312","0.939560324869983","0.930153067529188","0.948967582210778"
"Not disabled","2017","Employed","Couple + C. LE and GT 16","1635","0.968216829633104","0.959863178973326","0.976570480292881"
"Disabled","2017","Not Employed","1-pers.-HH","462","0.274638504277352","0.25353920101188","0.295737807542825"
"Disabled","2017","Not Employed","(Married) couple without C. ","969","0.268019169924703","0.253766575765618","0.282271764083787"
"Disabled","2017","Not Employed","Single parent ","103","0.160787322659","0.132613004141614","0.188961641176386"
"Disabled","2017","Not Employed","Couple + C. LE 16 ","55","0.0640462664970122","0.0476158839567747","0.0804766490372498"
"Disabled","2017","Not Employed","Couple + C. GT 16 ","126","0.189960568838498","0.16281207643379","0.217109061243207"
"Disabled","2017","Not Employed","Couple + C. LE and GT 16","42","0.0779268731386372","0.055483707257336","0.100370039019939"
"Disabled","2017","Employed","1-pers.-HH","200","0.109011855108547","0.0960359984028352","0.121987711814259"
"Disabled","2017","Employed","(Married) couple without C. ","396","0.0827292634138416","0.0747073616727282","0.0907511651549549"
"Disabled","2017","Employed","Single parent ","91","0.0582911556296779","0.0467458746006879","0.0698364366586679"
"Disabled","2017","Employed","Couple + C. LE 16 ","128","0.0281414468267078","0.0236026813323248","0.0326802123210908"
"Disabled","2017","Employed","Couple + C. GT 16 ","153","0.0604396751300171","0.0510324177892219","0.0698469324708122"
"Disabled","2017","Employed","Couple + C. LE and GT 16","59","0.0317831703668963","0.023429519707119","0.0401368210266737"
"Not disabled","2018","Not Employed","1-pers.-HH","1277","0.718823062094623","0.697955425304383","0.739690698884862"
"Not disabled","2018","Not Employed","(Married) couple without C. ","2647","0.726308182499452","0.711764115540433","0.740852249458471"
"Not disabled","2018","Not Employed","Single parent ","540","0.828135205822986","0.79904304919493","0.857227362451042"
"Not disabled","2018","Not Employed","Couple + C. LE 16 ","663","0.94241405931416","0.925350458177213","0.959477660451108"
"Not disabled","2018","Not Employed","Couple + C. GT 16 ","580","0.809667388550297","0.780544777731781","0.838789999368812"
"Not disabled","2018","Not Employed","Couple + C. LE and GT 16","489","0.936338551296357","0.915394169283441","0.957282933309273"
"Not disabled","2018","Employed","1-pers.-HH","2106","0.894606141239874","0.882132874971661","0.907079407508088"
"Not disabled","2018","Employed","(Married) couple without C. ","3997","0.915720832476138","0.907505802449069","0.923935862503206"
"Not disabled","2018","Employed","Single parent ","1463","0.94536809110931","0.934108708493381","0.95662747372524"
"Not disabled","2018","Employed","Couple + C. LE 16 ","4620","0.973570757496424","0.96901001036793","0.978131504624917"
"Not disabled","2018","Employed","Couple + C. GT 16 ","2167","0.937907291453661","0.928085335661207","0.947729247246115"
"Not disabled","2018","Employed","Couple + C. LE and GT 16","1609","0.953734857192062","0.943687229730176","0.963782484653947"
"Disabled","2018","Not Employed","1-pers.-HH","506","0.281176937905377","0.260309301115138","0.302044574695617"
"Disabled","2018","Not Employed","(Married) couple without C. ","963","0.273691817500548","0.259147750541529","0.288235884459567"
"Disabled","2018","Not Employed","Single parent ","106","0.171864794177014","0.142772637548958","0.200956950805069"
"Disabled","2018","Not Employed","Couple + C. LE 16 ","53","0.0575859406858395","0.0405223395488919","0.0746495418227872"
"Disabled","2018","Not Employed","Couple + C. GT 16 ","118","0.190332611449703","0.161210000631188","0.219455222268219"
"Disabled","2018","Not Employed","Couple + C. LE and GT 16","33","0.0636614487036426","0.0427170666907264","0.0846058307165588"
"Disabled","2018","Employed","1-pers.-HH","222","0.105393858760126","0.0929205924919123","0.117867125028339"
"Disabled","2018","Employed","(Married) couple without C. ","396","0.0842791675238623","0.0760641374967937","0.0924941975509309"
"Disabled","2018","Employed","Single parent ","102","0.0546319088906897","0.0433725262747604","0.0658912915066189"
"Disabled","2018","Employed","Couple + C. LE 16 ","132","0.0264292425035765","0.0218684953750833","0.0309899896320698"
"Disabled","2018","Employed","Couple + C. GT 16 ","152","0.0620927085463389","0.0522707527538852","0.0719146643387926"
"Disabled","2018","Employed","Couple + C. LE and GT 16","70","0.0462651428079385","0.0362175153460527","0.0563127702698242"
"Not disabled","2019","Not Employed","1-pers.-HH","1302","0.721980937794342","0.701409054241253","0.742552821347432"
