"m11124","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Not disabled","1986","Lower Saxony","1109","0.999288947131629","0.997721519314904","1.00085637494835"
"Not disabled","1986","Bremen","109","1","1","1"
"Not disabled","1986","North Rhine-Westphalia","2869","0.999862212442419","0.999432792488139","1.0002916323967"
"Not disabled","1986","Hesse","1053","1","1","1"
"Not disabled","1986","Rhineland-Palatinate,Saarland","772","1","1","1"
"Not disabled","1986","Baden-Württemberg","2004","0.999133983083862","0.997847069284527","1.0004208968832"
"Not disabled","1986","Bavaria","1786","1","1","1"
"Not disabled","1986","Berlin","353","0.998446107669188","0.994348723451854","1.00254349188652"
"Not disabled","1986","Brandenburg","","","",""
"Not disabled","1986","Mecklenburg-Western Pomerania","","","",""
"Not disabled","1986","Saxony","","","",""
"Not disabled","1986","Saxony-Anhalt","","","",""
"Not disabled","1986","Thuringia","","","",""
"Disabled","1986","Schleswig-Holstein","","","",""
"Disabled","1986","Hamburg","","","",""
"Disabled","1986","Lower Saxony","2","","",""
"Disabled","1986","Bremen","","","",""
"Disabled","1986","North Rhine-Westphalia","1","","",""
"Disabled","1986","Hesse","","","",""
"Disabled","1986","Rhineland-Palatinate,Saarland","","","",""
"Disabled","1986","Baden-Württemberg","3","","",""
"Disabled","1986","Bavaria","","","",""
"Disabled","1986","Berlin","2","","",""
"Disabled","1986","Brandenburg","","","",""
"Disabled","1986","Mecklenburg-Western Pomerania","","","",""
"Disabled","1986","Saxony","","","",""
"Disabled","1986","Saxony-Anhalt","","","",""
"Disabled","1986","Thuringia","","","",""
"Not disabled","1987","Schleswig-Holstein","294","0.885646118018114","0.851100349485985","0.920191886550244"
"Not disabled","1987","Hamburg","206","0.902865073995765","0.864083697893346","0.941646450098183"
"Not disabled","1987","Lower Saxony","996","0.884895686132273","0.866078321904894","0.903713050359653"
"Not disabled","1987","Bremen","92","0.895311371344991","0.835604514409272","0.955018228280711"
"Not disabled","1987","North Rhine-Westphalia","2543","0.866148300767662","0.85360130675975","0.878695294775573"
"Not disabled","1987","Hesse","977","0.89938521726336","0.881233169293404","0.917537265233316"
"Not disabled","1987","Rhineland-Palatinate,Saarland","703","0.898689017919122","0.877362600709757","0.920015435128487"
"Not disabled","1987","Baden-Württemberg","1842","0.913687284035215","0.901289588674111","0.926084979396319"
"Not disabled","1987","Bavaria","1604","0.904242701595301","0.890360570420341","0.91812483277026"
"Not disabled","1987","Berlin","312","0.833098247518748","0.794525602047467","0.871670892990029"
"Not disabled","1987","Brandenburg","","","",""
"Not disabled","1987","Mecklenburg-Western Pomerania","","","",""
"Not disabled","1987","Saxony","","","",""
"Not disabled","1987","Saxony-Anhalt","","","",""
"Not disabled","1987","Thuringia","","","",""
"Disabled","1987","Schleswig-Holstein","32","0.114353881981886","0.0798081134497564","0.148899650514015"
"Disabled","1987","Hamburg","18","","",""
"Disabled","1987","Lower Saxony","109","0.115104313867727","0.0962869496403471","0.133921678095106"
"Disabled","1987","Bremen","9","","",""
"Disabled","1987","North Rhine-Westphalia","286","0.133851699232338","0.121304705224427","0.14639869324025"
"Disabled","1987","Hesse","78","0.10061478273664","0.0824627347666839","0.118766830706596"
"Disabled","1987","Rhineland-Palatinate,Saarland","66","0.101310982080878","0.0799845648715126","0.122637399290243"
"Disabled","1987","Baden-Württemberg","129","0.0863127159647849","0.0739150206036806","0.0987104113258892"
"Disabled","1987","Bavaria","122","0.0957572984046995","0.08187516722974","0.109639429579659"
"Disabled","1987","Berlin","47","0.166901752481252","0.128329107009971","0.205474397952533"
"Disabled","1987","Brandenburg","","","",""
"Disabled","1987","Mecklenburg-Western Pomerania","","","",""
"Disabled","1987","Saxony","","","",""
"Disabled","1987","Saxony-Anhalt","","","",""
"Disabled","1987","Thuringia","","","",""
"Not disabled","1988","Schleswig-Holstein","285","0.865896419589357","0.828791734979139","0.903001104199576"
"Not disabled","1988","Hamburg","189","0.918650104792935","0.88104440840378","0.956255801182091"
"Not disabled","1988","Lower Saxony","947","0.89465899865384","0.876045953358227","0.913272043949454"
"Not disabled","1988","Bremen","87","0.886894823017175","0.82418835277999","0.94960129325436"
"Not disabled","1988","North Rhine-Westphalia","2390","0.851704611206712","0.838281962099516","0.865127260313909"
"Not disabled","1988","Hesse","908","0.874377958215083","0.853826252552376","0.894929663877791"
"Not disabled","1988","Rhineland-Palatinate,Saarland","653","0.856814200747907","0.831543736990918","0.882084664504895"
"Not disabled","1988","Baden-Württemberg","1753","0.906878085362491","0.893797435326775","0.919958735398206"
"Not disabled","1988","Bavaria","1523","0.89452375076216","0.879707175501952","0.909340326022367"
"Not disabled","1988","Berlin","289","0.839925685938066","0.800483560924882","0.879367810951249"
"Not disabled","1988","Brandenburg","","","",""
"Not disabled","1988","Mecklenburg-Western Pomerania","","","",""
"Not disabled","1988","Saxony","","","",""
"Not disabled","1988","Saxony-Anhalt","","","",""
"Not disabled","1988","Thuringia","","","",""
"Disabled","1988","Schleswig-Holstein","39","0.134103580410642","0.0969988958004241","0.171208265020861"
"Disabled","1988","Hamburg","14","","",""
"Disabled","1988","Lower Saxony","98","0.10534100134616","0.0867279560505462","0.123954046641773"
"Disabled","1988","Bremen","11","","",""
"Disabled","1988","North Rhine-Westphalia","303","0.148295388793288","0.134872739686091","0.161718037900484"
"Disabled","1988","Hesse","91","0.125622041784917","0.105070336122209","0.146173747447624"
"Disabled","1988","Rhineland-Palatinate,Saarland","85","0.143185799252093","0.117915335495104","0.168456263009082"
"Disabled","1988","Baden-Württemberg","143","0.0931219146375093","0.0800412646017937","0.106202564673225"
"Disabled","1988","Bavaria","128","0.10547624923784","0.0906596739776331","0.120292824498047"
"Disabled","1988","Berlin","43","0.160074314061934","0.120632189048751","0.199516439075118"
"Disabled","1988","Brandenburg","","","",""
"Disabled","1988","Mecklenburg-Western Pomerania","","","",""
"Disabled","1988","Saxony","","","",""
"Disabled","1988","Saxony-Anhalt","","","",""
"Disabled","1988","Thuringia","","","",""
"Not disabled","1989","Schleswig-Holstein","267","0.852633357560126","0.812786685700226","0.892480029420026"
"Not disabled","1989","Hamburg","179","0.886317063427552","0.841991202973871","0.930642923881233"
"Not disabled","1989","Lower Saxony","898","0.878156906149577","0.857852652439001","0.898461159860153"
"Not disabled","1989","Bremen","90","0.852379750458031","0.784851625969867","0.919907874946196"
"Not disabled","1989","North Rhine-Westphalia","2324","0.846437650235613","0.832635255569989","0.860240044901237"
"Not disabled","1989","Hesse","905","0.881494428646293","0.861401924392385","0.901586932900201"
"Not disabled","1989","Rhineland-Palatinate,Saarland","619","0.877471387219683","0.853023332578087","0.90191944186128"
"Not disabled","1989","Baden-Württemberg","1671","0.900081071073677","0.886291989951039","0.913870152196315"
"Not disabled","1989","Bavaria","1485","0.889271552234379","0.873957937632808","0.90458516683595"
"Not disabled","1989","Berlin","282","0.832232543490725","0.79173297256979","0.87273211441166"
"Not disabled","1989","Brandenburg","","","",""
"Not disabled","1989","Mecklenburg-Western Pomerania","","","",""
"Not disabled","1989","Saxony","","","",""
"Not disabled","1989","Saxony-Anhalt","","","",""
"Not disabled","1989","Thuringia","","","",""
"Disabled","1989","Schleswig-Holstein","37","0.147366642439874","0.107519970579974","0.187213314299774"
"Disabled","1989","Hamburg","18","","",""
"Disabled","1989","Lower Saxony","99","0.121843093850423","0.101538840139847","0.142147347560999"
"Disabled","1989","Bremen","16","","",""
"Disabled","1989","North Rhine-Westphalia","297","0.153562349764387","0.139759955098763","0.167364744430011"
"Disabled","1989","Hesse","89","0.118505571353707","0.0984130670997994","0.138598075607615"
"Disabled","1989","Rhineland-Palatinate,Saarland","72","0.122528612780317","0.0980805581387204","0.146976667421913"
"Disabled","1989","Baden-Württemberg","146","0.0999189289263233","0.0861298478036855","0.113708010048961"
"Disabled","1989","Bavaria","128","0.110728447765621","0.0954148331640495","0.126042062367192"
"Disabled","1989","Berlin","45","0.167767456509275","0.12726788558834","0.20826702743021"
"Disabled","1989","Brandenburg","","","",""
"Disabled","1989","Mecklenburg-Western Pomerania","","","",""
"Disabled","1989","Saxony","","","",""
"Disabled","1989","Saxony-Anhalt","","","",""
"Disabled","1989","Thuringia","","","",""
"Not disabled","1990","Schleswig-Holstein","","","",""
"Not disabled","1990","Hamburg","","","",""
"Not disabled","1990","Lower Saxony","","","",""
"Not disabled","1990","Bremen","","","",""
"Not disabled","1990","North Rhine-Westphalia","","","",""
"Not disabled","1990","Hesse","","","",""
"Not disabled","1990","Rhineland-Palatinate,Saarland","","","",""
"Not disabled","1990","Baden-Württemberg","","","",""
"Not disabled","1990","Bavaria","","","",""
"Not disabled","1990","Berlin","","","",""
"Not disabled","1990","Brandenburg","","","",""
"Not disabled","1990","Mecklenburg-Western Pomerania","","","",""
"Not disabled","1990","Saxony","","","",""
"Not disabled","1990","Saxony-Anhalt","","","",""
"Not disabled","1990","Thuringia","","","",""
"Disabled","1990","Schleswig-Holstein","","","",""
"Disabled","1990","Hamburg","","","",""
"Disabled","1990","Lower Saxony","","","",""
"Disabled","1990","Bremen","","","",""
"Disabled","1990","North Rhine-Westphalia","","","",""
"Disabled","1990","Hesse","","","",""
"Disabled","1990","Rhineland-Palatinate,Saarland","","","",""
"Disabled","1990","Baden-Württemberg","","","",""
"Disabled","1990","Bavaria","","","",""
"Disabled","1990","Berlin","","","",""
"Disabled","1990","Brandenburg","","","",""
"Disabled","1990","Mecklenburg-Western Pomerania","","","",""
"Disabled","1990","Saxony","","","",""
"Disabled","1990","Saxony-Anhalt","","","",""
"Disabled","1990","Thuringia","","","",""
"Not disabled","1991","Schleswig-Holstein","263","0.871902340354997","0.833958220951893","0.909846459758101"
"Not disabled","1991","Hamburg","145","0.873509507844054","0.822323254346335","0.924695761341773"
"Not disabled","1991","Lower Saxony","877","0.877384546671772","0.856775435336147","0.897993658007396"
"Not disabled","1991","Bremen","82","0.845572399935341","0.773287042138117","0.917857757732564"
"Not disabled","1991","North Rhine-Westphalia","2252","0.845591310804147","0.831577580072871","0.859605041535422"
"Not disabled","1991","Hesse","870","0.870529539718814","0.849369720337085","0.891689359100543"
"Not disabled","1991","Rhineland-Palatinate,Saarland","591","0.856875743001694","0.830239093366451","0.883512392636938"
"Not disabled","1991","Baden-Württemberg","1657","0.898038385449725","0.884078711009619","0.91199805988983"
"Not disabled","1991","Bavaria","1473","0.888685271653466","0.873298026280076","0.904072517026857"
"Not disabled","1991","Berlin","561","0.894100898361746","0.869662156264408","0.918539640459084"
"Not disabled","1991","Brandenburg","683","1","1","1"
"Not disabled","1991","Mecklenburg-Western Pomerania","473","1","1","1"
"Not disabled","1991","Saxony","1239","1","1","1"
"Not disabled","1991","Saxony-Anhalt","802","1","1","1"
"Not disabled","1991","Thuringia","696","1","1","1"
"Disabled","1991","Schleswig-Holstein","35","0.128097659645003","0.0901535402418986","0.166041779048107"
"Disabled","1991","Hamburg","17","","",""
"Disabled","1991","Lower Saxony","96","0.122615453328228","0.102006341992604","0.143224564663853"
"Disabled","1991","Bremen","14","","",""
"Disabled","1991","North Rhine-Westphalia","302","0.154408689195853","0.140394958464578","0.168422419927129"
"Disabled","1991","Hesse","97","0.129470460281186","0.108310640899456","0.150630279662915"
"Disabled","1991","Rhineland-Palatinate,Saarland","73","0.143124256998306","0.116487607363062","0.169760906633549"
"Disabled","1991","Baden-Württemberg","148","0.101961614550275","0.08800194011017","0.115921288990381"
"Disabled","1991","Bavaria","132","0.111314728346534","0.0959274829731433","0.126701973719924"
"Disabled","1991","Berlin","48","0.105899101638254","0.0814603595409165","0.130337843735592"
"Disabled","1991","Brandenburg","","","",""
"Disabled","1991","Mecklenburg-Western Pomerania","","","",""
"Disabled","1991","Saxony","","","",""
"Disabled","1991","Saxony-Anhalt","","","",""
"Disabled","1991","Thuringia","","","",""
"Not disabled","1992","Schleswig-Holstein","239","0.864813264599893","0.824104149988605","0.905522379211181"
"Not disabled","1992","Hamburg","138","0.854616319466456","0.798763410647574","0.910469228285339"
"Not disabled","1992","Lower Saxony","866","0.872401274983829","0.851404937869155","0.893397612098503"
"Not disabled","1992","Bremen","77","0.822695870143294","0.744652994813734","0.900738745472853"
"Not disabled","1992","North Rhine-Westphalia","2238","0.849830584481391","0.835915906378543","0.863745262584238"
"Not disabled","1992","Hesse","854","0.862862549557917","0.841034107053497","0.884690992062337"
"Not disabled","1992","Rhineland-Palatinate,Saarland","583","0.858600668515195","0.831977825368131","0.88522351166226"
"Not disabled","1992","Baden-Württemberg","1605","0.887917651910884","0.873204432999191","0.902630870822576"
"Not disabled","1992","Bavaria","1507","0.891141666096167","0.876072194751315","0.906211137441018"
"Not disabled","1992","Berlin","534","0.856112530873973","0.828029150672231","0.884195911075716"
"Not disabled","1992","Brandenburg","613","0.923191614264382","0.902783190606464","0.9436000379223"
"Not disabled","1992","Mecklenburg-Western Pomerania","393","0.944413004515138","0.922315631599662","0.966510377430615"
"Not disabled","1992","Saxony","1079","0.936651531873826","0.922548487747394","0.950754576000257"
"Not disabled","1992","Saxony-Anhalt","722","0.935186667539758","0.917706244664035","0.95266709041548"
"Not disabled","1992","Thuringia","644","0.926692796338087","0.907088357109282","0.946297235566893"
"Disabled","1992","Schleswig-Holstein","32","0.135186735400107","0.094477620788819","0.175895850011395"
"Disabled","1992","Hamburg","15","","",""
"Disabled","1992","Lower Saxony","104","0.127598725016171","0.106602387901497","0.148595062130845"
"Disabled","1992","Bremen","15","","",""
"Disabled","1992","North Rhine-Westphalia","294","0.150169415518609","0.136254737415762","0.164084093621457"
"Disabled","1992","Hesse","100","0.137137450442083","0.115309007937663","0.158965892946503"
"Disabled","1992","Rhineland-Palatinate,Saarland","75","0.141399331484805","0.11477648833774","0.168022174631869"
"Disabled","1992","Baden-Württemberg","161","0.112082348089116","0.0973691291774235","0.126795567000809"
"Disabled","1992","Bavaria","134","0.108858333903833","0.0937888625589815","0.123927805248685"
"Disabled","1992","Berlin","66","0.143887469126027","0.115804088924284","0.171970849327769"
"Disabled","1992","Brandenburg","41","0.076808385735618","0.0563999620776997","0.0972168093935362"
"Disabled","1992","Mecklenburg-Western Pomerania","20","","",""
"Disabled","1992","Saxony","67","0.0633484681261742","0.0492454239997428","0.0774515122526056"
"Disabled","1992","Saxony-Anhalt","40","0.0648133324602423","0.0473329095845201","0.0822937553359645"
"Disabled","1992","Thuringia","35","0.0733072036619126","0.0537027644331068","0.0929116428907184"
"Not disabled","1993","Schleswig-Holstein","","","",""
"Not disabled","1993","Hamburg","","","",""
"Not disabled","1993","Lower Saxony","","","",""
"Not disabled","1993","Bremen","","","",""
"Not disabled","1993","North Rhine-Westphalia","","","",""
"Not disabled","1993","Hesse","","","",""
"Not disabled","1993","Rhineland-Palatinate,Saarland","","","",""
"Not disabled","1993","Baden-Württemberg","","","",""
"Not disabled","1993","Bavaria","","","",""
"Not disabled","1993","Berlin","","","",""
"Not disabled","1993","Brandenburg","","","",""
"Not disabled","1993","Mecklenburg-Western Pomerania","","","",""
"Not disabled","1993","Saxony","","","",""
"Not disabled","1993","Saxony-Anhalt","","","",""
"Not disabled","1993","Thuringia","","","",""
"Disabled","1993","Schleswig-Holstein","","","",""
"Disabled","1993","Hamburg","","","",""
"Disabled","1993","Lower Saxony","","","",""
"Disabled","1993","Bremen","","","",""
"Disabled","1993","North Rhine-Westphalia","","","",""
"Disabled","1993","Hesse","","","",""
"Disabled","1993","Rhineland-Palatinate,Saarland","","","",""
"Disabled","1993","Baden-Württemberg","","","",""
"Disabled","1993","Bavaria","","","",""
"Disabled","1993","Berlin","","","",""
"Disabled","1993","Brandenburg","","","",""
"Disabled","1993","Mecklenburg-Western Pomerania","","","",""
"Disabled","1993","Saxony","","","",""
"Disabled","1993","Saxony-Anhalt","","","",""
"Disabled","1993","Thuringia","","","",""
"Not disabled","1994","Schleswig-Holstein","260","0.897738224461879","0.862684137012689","0.932792311911069"
"Not disabled","1994","Hamburg","129","0.858773708772478","0.801493965082219","0.916053452462737"
"Not disabled","1994","Lower Saxony","865","0.876477707776111","0.855760591142323","0.8971948244099"
"Not disabled","1994","Bremen","76","0.804352189460712","0.721935776635904","0.886768602285519"
"Not disabled","1994","North Rhine-Westphalia","2166","0.84048883410662","0.826025594351019","0.85495207386222"
"Not disabled","1994","Hesse","829","0.877155068804867","0.856000994084195","0.898309143525538"
"Not disabled","1994","Rhineland-Palatinate,Saarland","563","0.859549245486336","0.832524684448865","0.886573806523807"
"Not disabled","1994","Baden-Württemberg","1584","0.894407677131078","0.879963851693447","0.908851502568709"
"Not disabled","1994","Bavaria","1460","0.895265752028135","0.880190874149327","0.910340629906943"
"Not disabled","1994","Berlin","490","0.867058908817407","0.838736350861234","0.895381466773581"
"Not disabled","1994","Brandenburg","559","0.920003920190649","0.898386712498962","0.941621127882337"
"Not disabled","1994","Mecklenburg-Western Pomerania","380","0.911369876941198","0.883690354650327","0.93904939923207"
"Not disabled","1994","Saxony","1071","0.932482156758682","0.917845878225872","0.947118435291492"
"Not disabled","1994","Saxony-Anhalt","664","0.945611782717697","0.928799822539964","0.962423742895429"
"Not disabled","1994","Thuringia","626","0.932355104812779","0.913195598520928","0.951514611104629"
"Disabled","1994","Schleswig-Holstein","27","","",""
"Disabled","1994","Hamburg","13","","",""
"Disabled","1994","Lower Saxony","104","0.123522292223889","0.1028051755901","0.144239408857678"
"Disabled","1994","Bremen","13","","",""
"Disabled","1994","North Rhine-Westphalia","296","0.15951116589338","0.14504792613778","0.17397440564898"
"Disabled","1994","Hesse","96","0.122844931195133","0.101690856474462","0.143999005915805"
"Disabled","1994","Rhineland-Palatinate,Saarland","72","0.140450754513664","0.113426193476193","0.167475315551135"
"Disabled","1994","Baden-Württemberg","155","0.105592322868922","0.0911484974312909","0.120036148306553"
"Disabled","1994","Bavaria","125","0.104734247971865","0.0896593700930569","0.119809125850673"
"Disabled","1994","Berlin","62","0.132941091182593","0.104618533226419","0.161263649138766"
"Disabled","1994","Brandenburg","46","0.0799960798093509","0.0583788721176635","0.101613287501038"
"Disabled","1994","Mecklenburg-Western Pomerania","25","","",""
"Disabled","1994","Saxony","58","0.0675178432413182","0.0528815647085081","0.0821541217741283"
"Disabled","1994","Saxony-Anhalt","35","0.0543882172823031","0.0375762571045707","0.0712001774600355"
"Disabled","1994","Thuringia","34","0.0676448951872215","0.0484853888953713","0.0868044014790717"
"Not disabled","1995","Schleswig-Holstein","250","0.867280035536964","0.82761181363062","0.906948257443309"
"Not disabled","1995","Hamburg","120","0.838221437897132","0.775400995149055","0.901041880645209"
"Not disabled","1995","Lower Saxony","930","0.867983243914628","0.847390244199793","0.888576243629464"
"Not disabled","1995","Bremen","81","0.821101021815522","0.74362159654716","0.898580447083885"
"Not disabled","1995","North Rhine-Westphalia","2271","0.842739536800303","0.828670347641178","0.856808725959428"
"Not disabled","1995","Hesse","843","0.88138936837362","0.860785525183733","0.901993211563507"
"Not disabled","1995","Rhineland-Palatinate,Saarland","639","0.873584606566776","0.849071508245194","0.898097704888357"
"Not disabled","1995","Baden-Württemberg","1638","0.887124265355704","0.872505713160583","0.901742817550825"
"Not disabled","1995","Bavaria","1540","0.875760288596853","0.859991908671436","0.891528668522269"
"Not disabled","1995","Berlin","496","0.850036830381841","0.820674866485374","0.879398794278308"
"Not disabled","1995","Brandenburg","539","0.908162728552319","0.884780246688455","0.931545210416183"
"Not disabled","1995","Mecklenburg-Western Pomerania","380","0.903898688507932","0.875473876533513","0.932323500482351"
"Not disabled","1995","Saxony","1027","0.922012003342911","0.906136592121665","0.937887414564158"
"Not disabled","1995","Saxony-Anhalt","648","0.925004408303211","0.905337855192967","0.944670961413456"
"Not disabled","1995","Thuringia","612","0.920661998194832","0.899869030425431","0.941454965964234"
"Disabled","1995","Schleswig-Holstein","31","0.132719964463036","0.0930517425566913","0.17238818636938"
"Disabled","1995","Hamburg","12","","",""
"Disabled","1995","Lower Saxony","108","0.132016756085372","0.111423756370537","0.152609755800207"
"Disabled","1995","Bremen","13","","",""
"Disabled","1995","North Rhine-Westphalia","301","0.157260463199697","0.143191274040572","0.171329652358822"
"Disabled","1995","Hesse","103","0.11861063162638","0.0980067884364927","0.139214474816267"
"Disabled","1995","Rhineland-Palatinate,Saarland","67","0.126415393433224","0.101902295111643","0.150928491754806"
"Disabled","1995","Baden-Württemberg","162","0.112875734644296","0.098257182449175","0.127494286839417"
"Disabled","1995","Bavaria","141","0.124239711403147","0.108471331477731","0.140008091328563"
"Disabled","1995","Berlin","72","0.149963169618159","0.120601205721692","0.179325133514626"
"Disabled","1995","Brandenburg","47","0.0918372714476809","0.0684547895838167","0.115219753311545"
"Disabled","1995","Mecklenburg-Western Pomerania","33","0.0961013114920683","0.0676764995176491","0.124526123466487"
"Disabled","1995","Saxony","69","0.0779879966570887","0.0621125854358423","0.093863407878335"
"Disabled","1995","Saxony-Anhalt","41","0.0749955916967887","0.0553290385865439","0.0946621448070335"
"Disabled","1995","Thuringia","37","0.0793380018051676","0.0585450340357658","0.100130969574569"
"Not disabled","1996","Schleswig-Holstein","252","0.855290663187759","0.814374579037753","0.896206747337764"
"Not disabled","1996","Hamburg","114","0.821562235729365","0.755232735231695","0.887891736227035"
"Not disabled","1996","Lower Saxony","942","0.871244947073723","0.850957517406727","0.891532376740719"
"Not disabled","1996","Bremen","79","0.788654766910774","0.706122483864835","0.871187049956712"
"Not disabled","1996","North Rhine-Westphalia","2270","0.850792421032916","0.836996021066202","0.86458882099963"
"Not disabled","1996","Hesse","812","0.875216527032225","0.853803708654516","0.896629345409934"
"Not disabled","1996","Rhineland-Palatinate,Saarland","628","0.862318290383743","0.836719738657529","0.887916842109958"
"Not disabled","1996","Baden-Württemberg","1544","0.882885726526279","0.86765829793098","0.898113155121579"
"Not disabled","1996","Bavaria","1520","0.876756381701492","0.860952845731375","0.892559917671609"
"Not disabled","1996","Berlin","474","0.839391565028258","0.808537306325154","0.870245823731361"
"Not disabled","1996","Brandenburg","550","0.908450877253019","0.885336866185178","0.931564888320859"
"Not disabled","1996","Mecklenburg-Western Pomerania","366","0.909106802610408","0.880865826771295","0.937347778449521"
"Not disabled","1996","Saxony","1038","0.924023469111546","0.908393979897369","0.939652958325723"
"Not disabled","1996","Saxony-Anhalt","628","0.905884283723452","0.883873161694562","0.927895405752343"
"Not disabled","1996","Thuringia","610","0.907844669600124","0.885676735532046","0.930012603668202"
"Disabled","1996","Schleswig-Holstein","32","0.144709336812241","0.103793252662236","0.185625420962247"
"Disabled","1996","Hamburg","14","","",""
"Disabled","1996","Lower Saxony","105","0.128755052926277","0.108467623259281","0.149042482593273"
"Disabled","1996","Bremen","15","","",""
"Disabled","1996","North Rhine-Westphalia","292","0.149207578967084","0.13541117900037","0.163003978933798"
"Disabled","1996","Hesse","103","0.124783472967775","0.103370654590066","0.146196291345484"
"Disabled","1996","Rhineland-Palatinate,Saarland","68","0.137681709616257","0.112083157890042","0.163280261342471"
"Disabled","1996","Baden-Württemberg","169","0.117114273473721","0.101886844878421","0.13234170206902"
"Disabled","1996","Bavaria","142","0.123243618298508","0.107440082328391","0.139047154268625"
"Disabled","1996","Berlin","70","0.160608434971742","0.129754176268639","0.191462693674846"
"Disabled","1996","Brandenburg","48","0.0915491227469815","0.0684351116791411","0.114663133814822"
"Disabled","1996","Mecklenburg-Western Pomerania","32","0.0908931973895918","0.0626522215504787","0.119134173228705"
"Disabled","1996","Saxony","66","0.0759765308884538","0.0603470416742765","0.091606020102631"
"Disabled","1996","Saxony-Anhalt","48","0.0941157162765475","0.0721045942476569","0.116126838305438"
"Disabled","1996","Thuringia","44","0.0921553303998761","0.0699873963317979","0.114323264467954"
"Not disabled","1997","Schleswig-Holstein","241","0.853178873086937","0.81111803113657","0.895239715037303"
"Not disabled","1997","Hamburg","112","0.836231146097485","0.77109589782152","0.90136639437345"
"Not disabled","1997","Lower Saxony","929","0.862156490515039","0.841224986110718","0.883087994919361"
"Not disabled","1997","Bremen","83","0.880596829633538","0.815045628774132","0.946148030492944"
"Not disabled","1997","North Rhine-Westphalia","2235","0.854020505188327","0.840215647814093","0.867825362562561"
"Not disabled","1997","Hesse","762","0.889078582810699","0.868016712472837","0.910140453148562"
"Not disabled","1997","Rhineland-Palatinate,Saarland","640","0.86135200779331","0.835968290524873","0.886735725061747"
"Not disabled","1997","Baden-Württemberg","1538","0.870566839161274","0.854689168766815","0.886444509555733"
"Not disabled","1997","Bavaria","1491","0.880931566029743","0.865194501651633","0.896668630407853"
"Not disabled","1997","Berlin","445","0.839601050676208","0.807720453626912","0.871481647725505"
"Not disabled","1997","Brandenburg","542","0.899728481179099","0.875634672562317","0.92382228979588"
"Not disabled","1997","Mecklenburg-Western Pomerania","353","0.901150058266633","0.871337139780247","0.930962976753019"
"Not disabled","1997","Saxony","1017","0.926674054670974","0.911156410568484","0.942191698773464"
"Not disabled","1997","Saxony-Anhalt","623","0.929725761902834","0.910298447271316","0.949153076534353"
"Not disabled","1997","Thuringia","613","0.909919131522197","0.888010570587819","0.931827692456575"
"Disabled","1997","Schleswig-Holstein","31","0.146821126913063","0.104760284962697","0.18888196886343"
"Disabled","1997","Hamburg","12","","",""
"Disabled","1997","Lower Saxony","113","0.137843509484961","0.116912005080639","0.158775013889282"
"Disabled","1997","Bremen","11","","",""
"Disabled","1997","North Rhine-Westphalia","278","0.145979494811673","0.132174637437439","0.159784352185907"
"Disabled","1997","Hesse","92","0.110921417189301","0.089859546851438","0.131983287527163"
"Disabled","1997","Rhineland-Palatinate,Saarland","72","0.13864799220669","0.113264274938253","0.164031709475127"
"Disabled","1997","Baden-Württemberg","179","0.129433160838726","0.113555490444267","0.145310831233185"
"Disabled","1997","Bavaria","136","0.119068433970257","0.103331369592147","0.134805498348367"
"Disabled","1997","Berlin","64","0.160398949323791","0.128518352274495","0.192279546373088"
"Disabled","1997","Brandenburg","55","0.100271518820902","0.0761777102041201","0.124365327437683"
"Disabled","1997","Mecklenburg-Western Pomerania","32","0.098849941733367","0.0690370232469808","0.128662860219753"
"Disabled","1997","Saxony","67","0.0733259453290259","0.0578083012265358","0.0888435894315159"
"Disabled","1997","Saxony-Anhalt","42","0.070274238097166","0.0508469234656475","0.0897015527286844"
"Disabled","1997","Thuringia","43","0.0900808684778031","0.0681723075434253","0.111989429412181"
"Not disabled","1998","Schleswig-Holstein","322","0.887289675491539","0.854393267548434","0.920186083434644"
"Not disabled","1998","Hamburg","135","0.834820474273071","0.775979882904219","0.893661065641924"
"Not disabled","1998","Lower Saxony","1071","0.863176730352995","0.843764980248242","0.882588480457747"
"Not disabled","1998","Bremen","87","0.80957794305681","0.733004995689155","0.886150890424465"
"Not disabled","1998","North Rhine-Westphalia","2501","0.847309301055665","0.834106175270573","0.860512426840756"
"Not disabled","1998","Hesse","847","0.885414947198366","0.865181632979699","0.905648261417032"
"Not disabled","1998","Rhineland-Palatinate,Saarland","713","0.860672170367393","0.83678035555461","0.884563985180176"
"Not disabled","1998","Baden-Württemberg","1642","0.874301480116931","0.859112862979983","0.889490097253879"
"Not disabled","1998","Bavaria","1700","0.867926375907723","0.852601500731786","0.88325125108366"
"Not disabled","1998","Berlin","473","0.883479868329396","0.856164380031416","0.910795356627376"
"Not disabled","1998","Brandenburg","563","0.905157475140953","0.882150067230404","0.928164883051502"
"Not disabled","1998","Mecklenburg-Western Pomerania","376","0.915259393393487","0.888203070820644","0.94231571596633"
"Not disabled","1998","Saxony","1106","0.930834019239388","0.916338217085217","0.94532982139356"
"Not disabled","1998","Saxony-Anhalt","635","0.91810528559808","0.897601034923569","0.93860953627259"
"Not disabled","1998","Thuringia","675","0.908398607761539","0.887415536870506","0.929381678652572"
"Disabled","1998","Schleswig-Holstein","33","0.112710324508461","0.0798139165653562","0.145606732451566"
"Disabled","1998","Hamburg","18","","",""
"Disabled","1998","Lower Saxony","133","0.136823269647005","0.117411519542253","0.156235019751758"
