"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","1.37","1","451","1","1","1","2","9","1.28","1.46","1","10","1","1"
"1984","35-65 y.","1.35","1","661","1","1","1","2","7","1.27","1.43","0","14","1","1"
"1984","66 and older","1.35","1","173","1","1","1","2","6","1.19","1.51","0","12","1","1"
"1985","16-34 y.","1.38","1","446","1","1","1","2","9","1.26","1.5","0","14","1","1"
"1985","35-65 y.","1.58","1","567","1","1","1","2","14","1.39","1.77","1","30","1","1"
"1985","66 and older","1.31","1","165","1","1","1","2","5","1.2","1.42","1","6","1","1"
"1986","16-34 y.","1.56","1","445","1","1","1","2","9","1.3","1.82","0","51","1","1"
"1986","35-65 y.","1.69","1","583","1","1","1","2","14","1.45","1.93","1","48","1","1"
"1986","66 and older","1.47","1","170","1","1","1","2","5","1.01","1.93","1","40","1","1"
"1987","16-34 y.","1.48","1","455","1","1","1","2","13","1.29","1.67","0","35","1","1"
"1987","35-65 y.","1.63","1","516","1","1","1","2","15","1.42","1.84","0","30","1","1"
"1987","66 and older","1.47","1","191","1","1","2","3","7","1.24","1.7","1","20","1","1"
"1988","16-34 y.","1.53","1","424","1","1","1","2","14","1.35","1.71","0","16","1","1"
"1988","35-65 y.","1.55","1","523","1","1","1","2","13","1.34","1.76","1","35","1","1"
"1988","66 and older","1.66","1","175","1","1","2","3","6","1.21","2.11","1","30","1","1"
"1989","16-34 y.","1.3","1","425","1","1","1","2","6","1.22","1.38","1","8","1","1"
"1989","35-65 y.","1.76","1","463","1","1","1","2","21","1.52","2","1","35","1","1"
"1989","66 and older","1.65","1","162","1","1","1","2","6","0.47","2.83","1","90","1","1"
"1990","16-34 y.","","","","","","","","","","","","","",""
"1990","35-65 y.","","","","","","","","","","","","","",""
"1990","66 and older","","","","","","","","","","","","","",""
"1991","16-34 y.","1.65","1","431","1","1","1","2","20","1.45","1.85","1","27","1","1"
"1991","35-65 y.","1.54","1","461","1","1","1","2","10","1.36","1.72","1","30","1","1"
"1991","66 and older","1.59","1","197","1","1","2","3","10","1.39","1.79","1","14","1","1"
"1992","16-34 y.","1.31","1","533","1","1","1","2","6","1.23","1.39","1","12","1","1"
"1992","35-65 y.","1.62","1","585","1","1","1","2","10","1.34","1.9","1","65","1","1"
"1992","66 and older","1.47","1","260","1","1","2","2","7","1.27","1.67","1","21","1","1"
"1993","16-34 y.","","","","","","","","","","","","","",""
"1993","35-65 y.","","","","","","","","","","","","","",""
"1993","66 and older","","","","","","","","","","","","","",""
"1994","16-34 y.","1.3","1","476","1","1","1","2","6","1.18","1.42","1","21","1","1"
"1994","35-65 y.","1.45","1","630","1","1","1","2","7","1.26","1.64","1","50","1","1"
"1994","66 and older","1.61","1","300","1","1","2","3","8","1.39","1.83","1","15","1","1"
"1995","16-34 y.","1.32","1","508","1","1","1","2","6","1.22","1.42","0","12","1","1"
"1995","35-65 y.","1.51","1","694","1","1","1","2","8","1.36","1.66","0","35","1","1"
"1995","66 and older","1.64","1","277","1","1","2","3","7","1.44","1.84","0","18","1","1"
"1996","16-34 y.","1.32","1","480","1","1","1","2","6","1.23","1.41","1","10","1","1"
"1996","35-65 y.","1.63","1","726","1","1","1","2","14","1.49","1.77","1","35","1","1"
"1996","66 and older","1.87","1","306","1","1","2","2","15","1.56","2.18","1","30","1","1"
"1997","16-34 y.","1.22","1","484","1","1","1","2","5","1.11","1.33","1","21","1","1"
"1997","35-65 y.","1.82","1","705","1","1","1","2","15","1.64","2","1","36","1","1"
"1997","66 and older","1.68","1","294","1","1","2","2","12","1.44","1.92","1","30","1","1"
"1998","16-34 y.","1.29","1","519","1","1","1","2","5","1.21","1.37","1","12","1","1"
"1998","35-65 y.","1.63","1","798","1","1","1","2","14","1.45","1.81","1","64","1","1"
"1998","66 and older","1.55","1","350","1","1","2","3","6","1.39","1.71","1","20","1","1"
"1999","16-34 y.","1.38","1","459","1","1","1","2","7","1.28","1.48","1","13","1","1"
"1999","35-65 y.","1.44","1","818","1","1","1","2","6","1.34","1.54","1","30","1","1"
"1999","66 and older","1.81","1","351","1","1","2","3","12","1.63","1.99","1","14","1","1"
"2000","16-34 y.","1.35","1","737","1","1","1","2","7","1.27","1.43","1","13","1","1"
"2000","35-65 y.","1.65","1","1384","1","1","2","3","12","1.54","1.76","1","45","1","1"
"2000","66 and older","1.76","1","687","1","1","2","3","12","1.61","1.91","1","24","1","1"
