"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2001","16-34 y.","1.25","1","629","1","1","1","2","4","1.2","1.3","1","8","1","1"
"2001","35-65 y.","1.37","1","1309","1","1","1","2","5","1.32","1.42","1","12","1","1"
"2001","66 and older","1.46","1","669","1","1","2","2","5","1.39","1.53","1","12","1","1"
"2002","16-34 y.","1.24","1","564","1","1","1","2","3","1.19","1.29","1","5","1","1"
"2002","35-65 y.","1.37","1","1376","1","1","1","2","6","1.29","1.45","1","48","1","1"
"2002","66 and older","1.45","1","749","1","1","2","2","5","1.38","1.52","1","12","1","1"
"2003","16-34 y.","1.37","1","568","1","1","1","2","5","1.3","1.44","1","14","1","1"
"2003","35-65 y.","1.43","1","1347","1","1","1","2","7","1.37","1.49","1","15","1","1"
"2003","66 and older","1.46","1","684","1","1","2","2","4","1.4","1.52","1","6","1","1"
"2004","16-34 y.","1.32","1","496","1","1","1","2","3","1.26","1.38","1","8","1","1"
"2004","35-65 y.","1.42","1","1289","1","1","1","2","8","1.36","1.48","1","13","1","1"
"2004","66 and older","1.48","1","777","1","1","2","2","5","1.4","1.56","1","12","1","1"
"2005","16-34 y.","1.37","1","426","1","1","1","2","6","1.27","1.47","1","15","1","1"
"2005","35-65 y.","1.39","1","1124","1","1","1","2","5","1.34","1.44","1","9","1","1"
"2005","66 and older","1.47","1","715","1","1","2","2","5","1.4","1.54","1","11","1","1"
"2006","16-34 y.","1.3","1","422","1","1","1","2","4","1.17","1.43","1","19","1","1"
"2006","35-65 y.","1.39","1","1206","1","1","1","2","5","1.32","1.46","1","30","1","1"
"2006","66 and older","1.47","1","912","1","1","2","2","5","1.4","1.54","1","20","1","1"
"2007","16-34 y.","1.33","1","394","1","1","1","2","5","1.25","1.41","1","10","1","1"
"2007","35-65 y.","1.4","1","1123","1","1","2","2","5","1.34","1.46","1","16","1","1"
"2007","66 and older","1.54","1","909","1","1","2","3","5","1.45","1.63","1","23","1","1"
"2008","16-34 y.","1.23","1","346","1","1","1","2","3","1.16","1.3","1","8","1","1"
"2008","35-65 y.","1.46","1","1010","1","1","2","2","7","1.36","1.56","1","42","1","1"
"2008","66 and older","1.44","1","859","1","1","2","2","4","1.39","1.49","1","7","1","1"
"2009","16-34 y.","1.31","1","339","1","1","1","2","5","1.23","1.39","1","6","1","1"
"2009","35-65 y.","1.41","1","1054","1","1","1","2","6","1.35","1.47","1","14","1","1"
"2009","66 and older","1.58","1","873","1","1","2","2","6","1.49","1.67","1","28","1","1"
"2010","16-34 y.","1.33","1","933","1","1","1","2","7","1.26","1.4","1","20","1","1"
"2010","35-65 y.","1.47","1","1471","1","1","1","2","5","1.41","1.53","1","20","1","1"
"2010","66 and older","1.46","1","842","1","1","2","2","6","1.39","1.53","1","15","1","1"
"2011","16-34 y.","1.3","1","879","1","1","1","2","5","1.25","1.35","1","7","1","1"
"2011","35-65 y.","1.37","1","1900","1","1","1","2","5","1.33","1.41","1","13","1","1"
"2011","66 and older","1.54","1","1073","1","1","2","3","5","1.46","1.62","1","30","1","1"
"2012","16-34 y.","1.23","1","717","1","1","1","2","4","1.17","1.29","1","10","1","1"
"2012","35-65 y.","1.42","1","1831","1","1","1","2","6","1.38","1.46","1","15","1","1"
"2012","66 and older","1.57","1","1139","1","1","2","3","6","1.49","1.65","1","26","1","1"
"2013","16-34 y.","1.29","1","668","1","1","1","2","6","1.23","1.35","1","10","1","1"
"2013","35-65 y.","1.39","1","1681","1","1","2","2","5","1.35","1.43","1","14","1","1"
"2013","66 and older","1.51","1","1068","1","1","2","3","5","1.43","1.59","1","26","1","1"
"2014","16-34 y.","1.29","1","542","1","1","1","2","6","1.23","1.35","1","10","1","1"
"2014","35-65 y.","1.36","1","1442","1","1","1","2","5","1.31","1.41","1","11","1","1"
"2014","66 and older","1.48","1","985","1","1","2","3","5","1.41","1.55","1","17","1","1"
"2015","16-34 y.","1.26","1","650","1","1","1","2","5","1.19","1.33","1","12","1","1"
"2015","35-65 y.","1.34","1","1586","1","1","1","2","5","1.26","1.42","1","50","1","1"
"2015","66 and older","1.62","1","1070","1","1","2","3","10","1.51","1.73","1","32","1","1"
"2016","16-34 y.","1.31","1","616","1","1","1","2","6","1.25","1.37","1","10","1","1"
"2016","35-65 y.","1.39","1","1567","1","1","1","2","5","1.33","1.45","1","30","1","1"
"2016","66 and older","1.65","1","977","1","1","2","3","8","1.53","1.77","1","48","1","1"
"2017","16-34 y.","1.2","1","659","1","1","1","2","3","1.15","1.25","1","7","1","1"
"2017","35-65 y.","1.44","1","1758","1","1","2","2","5","1.39","1.49","1","30","1","1"
"2017","66 and older","1.52","1","1106","1","1","2","3","6","1.45","1.59","1","15","1","1"
"2018","16-34 y.","1.26","1","641","1","1","1","2","4","1.17","1.35","1","20","1","1"
"2018","35-65 y.","1.36","1","1695","1","1","1","2","5","1.19","1.53","1","100","1","1"
"2018","66 and older","1.55","1","1053","1","1","2","3","7","1.48","1.62","1","12","1","1"
"2019","16-34 y.","1.22","1","586","1","1","1","2","4","1.15","1.29","1","9","1","1"
"2019","35-65 y.","1.37","1","1774","1","1","1","2","6","1.3","1.44","1","50","1","1"
"2019","66 and older","1.61","1","1063","1","1","2","3","8","1.53","1.69","1","20","1","1"
