"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","1.35","1","1285","1","1","1","2","7","1.29","1.41","0","14","1","1"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","1.45","1","1178","1","1","1","2","10","1.35","1.55","0","30","1","1"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","1.59","1","1198","1","1","1","2","10","1.43","1.75","0","51","1","1"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","1.54","1","1162","1","1","1","2","13","1.41","1.67","0","35","1","1"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","1.57","1","1122","1","1","1","2","14","1.43","1.71","0","35","1","1"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","1.58","1","1050","1","1","1","2","11","1.37","1.79","1","90","1","1"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","","","","","","","","","","","","","",""
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","1.59","1","1089","1","1","1","2","10","1.48","1.7","1","30","1","1"
"1992","East Germany","1.57","1","319","1","1","1","2","9","1.1","2.04","1","65","1","1"
"1992","West Germany","1.46","1","1059","1","1","1","2","8","1.37","1.55","1","21","1","1"
"1993","East Germany","","","","","","","","","","","","","",""
"1993","West Germany","","","","","","","","","","","","","",""
"1994","East Germany","1.43","1","357","1","1","1","2","6","1.25","1.61","1","21","1","1"
"1994","West Germany","1.48","1","1049","1","1","1","2","8","1.36","1.6","1","50","1","1"
"1995","East Germany","1.5","1","412","1","1","1","2","11","1.28","1.72","0","35","1","1"
"1995","West Germany","1.5","1","1067","1","1","2","2","7","1.41","1.59","1","21","1","1"
"1996","East Germany","1.85","1","421","1","1","2","2","17","1.63","2.07","1","30","1","1"
"1996","West Germany","1.58","1","1091","1","1","1","2","14","1.48","1.68","1","35","1","1"
"1997","East Germany","1.82","1","404","1","1","1","2","30","1.57","2.07","1","36","1","1"
"1997","West Germany","1.58","1","1079","1","1","1","2","12","1.47","1.69","1","30","1","1"
"1998","East Germany","1.38","1","464","1","1","2","2","5","1.26","1.5","1","20","1","1"
"1998","West Germany","1.56","1","1203","1","1","1","2","8","1.43","1.69","1","64","1","1"
"1999","East Germany","1.5","1","468","1","1","2","2","6","1.38","1.62","1","19","1","1"
"1999","West Germany","1.55","1","1160","1","1","1","2","10","1.46","1.64","1","30","1","1"
"2000","East Germany","1.6","1","705","1","1","2","3","8","1.48","1.72","1","24","1","1"
"2000","West Germany","1.62","1","2103","1","1","2","2","12","1.54","1.7","1","45","1","1"
"2001","East Germany","1.35","1","643","1","1","1","2","5","1.29","1.41","1","8","1","1"
"2001","West Germany","1.38","1","1964","1","1","2","2","5","1.34","1.42","1","12","1","1"
"2002","East Germany","1.49","1","646","1","1","2","2","5","1.33","1.65","1","48","1","1"
"2002","West Germany","1.35","1","2043","1","1","1","2","5","1.31","1.39","1","18","1","1"
"2003","East Germany","1.41","1","644","1","1","2","2","5","1.34","1.48","1","12","1","1"
"2003","West Germany","1.43","1","1955","1","1","2","2","6","1.39","1.47","1","15","1","1"
"2004","East Germany","1.48","1","622","1","1","2","2","6","1.4","1.56","1","13","1","1"
"2004","West Germany","1.42","1","1940","1","1","1","2","5","1.38","1.46","1","13","1","1"
"2005","East Germany","1.49","1","607","1","1","2","2","5","1.42","1.56","1","10","1","1"
"2005","West Germany","1.39","1","1658","1","1","1","2","5","1.35","1.43","1","15","1","1"
"2006","East Germany","1.61","1","657","1","1","2","3","7","1.47","1.75","1","30","1","1"
"2006","West Germany","1.35","1","1883","1","1","1","2","4","1.31","1.39","1","19","1","1"
"2007","East Germany","1.38","1","627","1","1","2","2","5","1.3","1.46","1","12","1","1"
"2007","West Germany","1.47","1","1799","1","1","2","2","5","1.41","1.53","1","23","1","1"
"2008","East Germany","1.38","1","598","1","1","2","2","4","1.23","1.53","1","42","1","1"
"2008","West Germany","1.43","1","1617","1","1","2","2","5","1.39","1.47","1","12","1","1"
"2009","East Germany","1.39","1","601","1","1","1","2","5","1.31","1.47","1","12","1","1"
"2009","West Germany","1.48","1","1665","1","1","2","2","6","1.42","1.54","1","28","1","1"
"2010","East Germany","1.38","1","762","1","1","2","2","5","1.32","1.44","1","8","1","1"
"2010","West Germany","1.46","1","2484","1","1","1","2","6","1.41","1.51","1","20","1","1"
"2011","East Germany","1.39","1","920","1","1","2","2","4","1.33","1.45","1","10","1","1"
"2011","West Germany","1.44","1","2932","1","1","2","2","5","1.4","1.48","1","30","1","1"
"2012","East Germany","1.42","1","884","1","1","2","2","6","1.36","1.48","1","10","1","1"
"2012","West Germany","1.46","1","2803","1","1","2","2","6","1.42","1.5","1","26","1","1"
