"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","1.32","1","740","1","1","1","2","7","1.25","1.39","0","14","1","1"
"1984","West Germany","Male","1.41","1","545","1","1","1","2","9","1.32","1.5","0","12","1","1"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","1.4","1","712","1","1","1","2","6","1.29","1.51","1","17","1","1"
"1985","West Germany","Male","1.53","1","466","1","1","1","2","10","1.33","1.73","0","30","1","1"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","1.47","1","663","1","1","1","2","8","1.32","1.62","0","40","1","1"
"1986","West Germany","Male","1.76","1","535","1","1","1","2","14","1.45","2.07","0","51","1","1"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","1.48","1","712","1","1","1","2","12","1.33","1.63","0","30","1","1"
"1987","West Germany","Male","1.63","1","450","1","1","1","2","15","1.41","1.85","0","35","1","1"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","1.5","1","653","1","1","1","2","10","1.34","1.66","0","35","1","1"
"1988","West Germany","Male","1.67","1","469","1","1","1","2","14","1.43","1.91","1","30","1","1"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","1.49","1","643","1","1","1","2","8","1.19","1.79","1","90","1","1"
"1989","West Germany","Male","1.74","1","407","1","1","1","2","21","1.45","2.03","1","40","1","1"
"1990","East Germany","Female","","","","","","","","","","","","","",""
"1990","East Germany","Male","","","","","","","","","","","","","",""
"1990","West Germany","Female","","","","","","","","","","","","","",""
"1990","West Germany","Male","","","","","","","","","","","","","",""
"1991","East Germany","Female","","","","","","","","","","","","","",""
"1991","East Germany","Male","","","","","","","","","","","","","",""
"1991","West Germany","Female","1.66","1","663","1","1","1","2","14","1.49","1.83","1","30","1","1"
"1991","West Germany","Male","1.47","1","426","1","1","1","2","10","1.34","1.6","1","20","1","1"
"1992","East Germany","Female","1.72","1","202","1","1","1","2","21","0.98","2.46","1","65","1","1"
"1992","East Germany","Male","1.32","1","117","1","1","2","2","5","1.18","1.46","1","6","1","1"
"1992","West Germany","Female","1.42","1","616","1","1","1","2","10","1.31","1.53","1","21","1","1"
"1992","West Germany","Male","1.52","1","443","1","1","1","2","7","1.38","1.66","1","21","1","1"
"1993","East Germany","Female","","","","","","","","","","","","","",""
"1993","East Germany","Male","","","","","","","","","","","","","",""
"1993","West Germany","Female","","","","","","","","","","","","","",""
"1993","West Germany","Male","","","","","","","","","","","","","",""
"1994","East Germany","Female","1.46","1","221","1","1","1","2","10","1.2","1.72","1","21","1","1"
"1994","East Germany","Male","1.39","1","136","1","1","1","2","5","1.18","1.6","1","12","1","1"
"1994","West Germany","Female","1.45","1","656","1","1","1","2","8","1.34","1.56","1","21","1","1"
"1994","West Germany","Male","1.52","1","393","1","1","1","2","8","1.24","1.8","1","50","1","1"
"1995","East Germany","Female","1.32","1","252","1","1","1","2","6","1.16","1.48","0","11","1","1"
"1995","East Germany","Male","1.78","1","160","1","1","1","3","18","1.28","2.28","0","35","1","1"
"1995","West Germany","Female","1.44","1","658","1","1","2","2","6","1.35","1.53","1","12","1","1"
"1995","West Germany","Male","1.6","1","409","1","1","2","2","11","1.42","1.78","1","21","1","1"
"1996","East Germany","Female","1.52","1","269","1","1","2","2","7","1.32","1.72","1","17","1","1"
"1996","East Germany","Male","2.33","1","152","1","1","1","2","30","1.81","2.85","1","30","1","1"
"1996","West Germany","Female","1.54","1","661","1","1","1","2","10","1.39","1.69","1","35","1","1"
"1996","West Germany","Male","1.64","1","430","1","1","2","3","14","1.51","1.77","1","15","1","1"
"1997","East Germany","Female","1.93","1","228","1","1","1","2","36","1.6","2.26","1","36","1","1"
"1997","East Germany","Male","1.68","1","176","1","1","1","3","14","1.3","2.06","1","30","1","1"
"1997","West Germany","Female","1.37","1","662","1","1","1","2","5","1.25","1.49","1","30","1","1"
"1997","West Germany","Male","1.87","1","417","1","1","2","3","14","1.66","2.08","1","30","1","1"
"1998","East Germany","Female","1.38","1","256","1","1","2","2","5","1.24","1.52","1","14","1","1"
