"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","1.21","1","390","1","1","1","2","4","1.15","1.27","1","6","1","1"
"1984","indirect migration background","","","","","","","","","","","","","",""
"1984","no migration background","1.37","1","889","1","1","1","2","7","1.29","1.45","0","14","1","1"
"1985","direct migration background","1.46","1","322","1","1","1","2","10","1.24","1.68","1","30","1","1"
"1985","indirect migration background","","","","","","","","","","","","","",""
"1985","no migration background","1.45","1","838","1","1","1","2","10","1.34","1.56","0","17","1","1"
"1986","direct migration background","1.96","1","369","1","1","1","2","48","1.69","2.23","1","48","1","1"
"1986","indirect migration background","","","","","","","","","","","","","",""
"1986","no migration background","1.55","1","811","1","1","1","2","10","1.34","1.76","0","51","1","1"
"1987","direct migration background","1.46","1","306","1","1","1","2","11","1.31","1.61","0","14","1","1"
"1987","indirect migration background","","","","","","","","","","","","","",""
"1987","no migration background","1.54","1","840","1","1","1","2","14","1.38","1.7","0","35","1","1"
"1988","direct migration background","1.67","1","287","1","1","1","3","14","1.47","1.87","1","15","1","1"
"1988","indirect migration background","","","","","","","","","","","","","",""
"1988","no migration background","1.56","1","817","1","1","1","2","14","1.38","1.74","0","35","1","1"
"1989","direct migration background","1.61","1","276","1","1","1","2","14","1.46","1.76","1","14","1","1"
"1989","indirect migration background","","","","","","","","","","","","","",""
"1989","no migration background","1.58","1","752","1","1","1","2","10","1.29","1.87","1","90","1","1"
"1990","direct migration background","","","","","","","","","","","","","",""
"1990","indirect migration background","","","","","","","","","","","","","",""
"1990","no migration background","","","","","","","","","","","","","",""
"1991","direct migration background","1.42","1","264","1","1","1","2","7","1.33","1.51","1","7","1","1"
"1991","indirect migration background","","","","","","","","","","","","","",""
"1991","no migration background","1.62","1","802","1","1","1","2","12","1.47","1.77","1","30","1","1"
"1992","direct migration background","1.36","1","260","1","1","1","2","4","1.25","1.47","1","12","1","1"
"1992","indirect migration background","1.4","1","35","1","1","2","2","4","1.17","1.63","1","4","1","1"
"1992","no migration background","1.49","1","1083","1","1","1","2","9","1.33","1.65","1","65","1","1"
"1993","direct migration background","","","","","","","","","","","","","",""
"1993","indirect migration background","","","","","","","","","","","","","",""
"1993","no migration background","","","","","","","","","","","","","",""
"1994","direct migration background","1.25","1","243","1","1","1","2","4","1.07","1.43","1","21","1","1"
"1994","indirect migration background","1.83","1","45","1","1","2","5","7","1.5","2.16","1","7","1","1"
"1994","no migration background","1.49","1","1118","1","1","1","2","8","1.37","1.61","1","50","1","1"
"1995","direct migration background","1.56","1","309","1","1","1","2","14","1.36","1.76","1","20","1","1"
"1995","indirect migration background","2.07","1","40","1","1","2","4","12","1.46","2.68","1","12","1","1"
"1995","no migration background","1.48","1","1130","1","1","2","2","6","1.38","1.58","0","35","1","1"
"1996","direct migration background","1.35","1","306","1","1","1","2","6","1.23","1.47","1","15","1","1"
"1996","indirect migration background","1.2","1","52","1","1","1","2","3","1.08","1.32","1","3","1","1"
"1996","no migration background","1.69","1","1154","1","1","1","2","14","1.57","1.81","1","35","1","1"
"1997","direct migration background","1.6","1","285","1","1","1","2","21","1.34","1.86","1","30","1","1"
"1997","indirect migration background","1.3","1","59","1","1","2","2","4","1.16","1.44","1","4","1","1"
"1997","no migration background","1.63","1","1139","1","1","1","2","12","1.51","1.75","1","36","1","1"
"1998","direct migration background","1.73","1","291","1","1","1","2","6","1.28","2.18","1","64","1","1"
"1998","indirect migration background","1.24","1","47","1","1","1","2","4","1.05","1.43","1","4","1","1"
"1998","no migration background","1.49","1","1329","1","1","2","2","7","1.42","1.56","1","22","1","1"
"1999","direct migration background","1.43","1","272","1","1","1","2","9","1.18","1.68","1","30","1","1"
"1999","indirect migration background","1.24","1","44","1","1","1","2","3","1.07","1.41","1","3","1","1"
"1999","no migration background","1.57","1","1312","1","1","2","2","10","1.5","1.64","1","19","1","1"
"2000","direct migration background","1.65","1","370","1","1","1","2","17","1.46","1.84","1","21","1","1"
"2000","indirect migration background","1.52","1","84","1","1","2","2","9","1.27","1.77","1","9","1","1"
"2000","no migration background","1.61","1","2354","1","1","2","3","10","1.53","1.69","1","45","1","1"
"2001","direct migration background","1.42","1","345","1","1","2","2","4","1.35","1.49","1","5","1","1"
"2001","indirect migration background","1.25","1","79","1","1","1","2","4","1.09","1.41","1","5","1","1"
"2001","no migration background","1.38","1","2183","1","1","1","2","5","1.34","1.42","1","12","1","1"
"2002","direct migration background","1.35","1","325","1","1","1","2","9","1.27","1.43","1","9","1","1"
"2002","indirect migration background","1.42","1","84","1","1","1","3","5","1.19","1.65","1","8","1","1"
"2002","no migration background","1.38","1","2280","1","1","1","2","5","1.33","1.43","1","48","1","1"
"2003","direct migration background","1.39","1","303","1","1","1","2","6","1.29","1.49","1","7","1","1"
"2003","indirect migration background","1.42","1","72","1","1","2","2","6","1.22","1.62","1","6","1","1"
"2003","no migration background","1.43","1","2224","1","1","2","2","6","1.39","1.47","1","15","1","1"
"2004","direct migration background","1.36","1","295","1","1","2","2","4","1.27","1.45","1","8","1","1"
"2004","indirect migration background","1.14","1","77","1","1","1","2","2","1.05","1.23","1","3","1","1"
"2004","no migration background","1.45","1","2190","1","1","2","2","6","1.41","1.49","1","13","1","1"
"2005","direct migration background","1.41","1","256","1","1","2","2","5","1.32","1.5","1","6","1","1"
"2005","indirect migration background","1.42","1","64","1","1","1","2","15","0.96","1.88","1","15","1","1"
"2005","no migration background","1.41","1","1945","1","1","1","2","5","1.37","1.45","1","11","1","1"
"2006","direct migration background","1.28","1","260","1","1","1","2","5","1.16","1.4","1","12","1","1"
"2006","indirect migration background","1.22","1","73","1","1","1","2","4","1.06","1.38","1","4","1","1"
"2006","no migration background","1.43","1","2207","1","1","2","2","5","1.38","1.48","1","30","1","1"
