"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","1.34","1","743","1","1","1","2","7","1.26","1.42","0","14","1","1"
"1984","Not Employed","1.37","1","542","1","1","1","2","7","1.28","1.46","0","12","1","1"
"1985","Employed","1.51","1","632","1","1","1","2","12","1.35","1.67","0","30","1","1"
"1985","Not Employed","1.4","1","546","1","1","1","2","8","1.28","1.52","1","17","1","1"
"1986","Employed","1.55","1","652","1","1","1","2","10","1.34","1.76","1","51","1","1"
"1986","Not Employed","1.62","1","546","1","1","1","2","9","1.37","1.87","0","48","1","1"
"1987","Employed","1.56","1","647","1","1","1","2","14","1.39","1.73","0","35","1","1"
"1987","Not Employed","1.51","1","515","1","1","1","2","12","1.33","1.69","1","30","1","1"
"1988","Employed","1.56","1","628","1","1","1","2","14","1.39","1.73","0","28","1","1"
"1988","Not Employed","1.58","1","494","1","1","1","2","10","1.35","1.81","1","35","1","1"
"1989","Employed","1.51","1","597","1","1","1","2","14","1.35","1.67","1","35","1","1"
"1989","Not Employed","1.65","1","453","1","1","1","2","11","1.21","2.09","1","90","1","1"
"1990","Employed","","","","","","","","","","","","","",""
"1990","Not Employed","","","","","","","","","","","","","",""
"1991","Employed","1.66","1","587","1","1","1","2","20","1.49","1.83","1","27","1","1"
"1991","Not Employed","1.53","1","502","1","1","2","2","8","1.38","1.68","1","30","1","1"
"1992","Employed","1.41","1","798","1","1","1","2","8","1.22","1.6","1","65","1","1"
"1992","Not Employed","1.54","1","580","1","1","2","2","9","1.39","1.69","1","21","1","1"
"1993","Employed","","","","","","","","","","","","","",""
"1993","Not Employed","","","","","","","","","","","","","",""
"1994","Employed","1.38","1","742","1","1","1","2","7","1.28","1.48","1","21","1","1"
"1994","Not Employed","1.54","1","664","1","1","1","2","8","1.35","1.73","1","50","1","1"
"1995","Employed","1.32","1","779","1","1","1","2","8","1.23","1.41","0","14","1","1"
"1995","Not Employed","1.64","1","700","1","1","2","3","7","1.49","1.79","0","35","1","1"
"1996","Employed","1.4","1","789","1","1","1","2","7","1.31","1.49","1","17","1","1"
"1996","Not Employed","1.81","1","723","1","1","2","2","15","1.63","1.99","1","35","1","1"
"1997","Employed","1.39","1","746","1","1","1","2","10","1.28","1.5","1","30","1","1"
"1997","Not Employed","1.79","1","737","1","1","2","2","14","1.61","1.97","1","36","1","1"
"1998","Employed","1.39","1","803","1","1","1","2","9","1.31","1.47","1","20","1","1"
"1998","Not Employed","1.62","1","864","1","1","2","2","6","1.45","1.79","1","64","1","1"
"1999","Employed","1.33","1","801","1","1","1","2","5","1.26","1.4","1","13","1","1"
"1999","Not Employed","1.7","1","827","1","1","2","3","10","1.58","1.82","1","30","1","1"
"2000","Employed","1.51","1","1393","1","1","1","2","9","1.43","1.59","1","22","1","1"
"2000","Not Employed","1.71","1","1415","1","1","2","3","11","1.59","1.83","1","45","1","1"
"2001","Employed","1.29","1","1274","1","1","1","2","4","1.24","1.34","1","12","1","1"
"2001","Not Employed","1.45","1","1333","1","1","2","2","5","1.4","1.5","1","12","1","1"
"2002","Employed","1.27","1","1336","1","1","1","2","4","1.23","1.31","1","18","1","1"
"2002","Not Employed","1.46","1","1353","1","1","2","2","7","1.38","1.54","1","48","1","1"
"2003","Employed","1.32","1","1308","1","1","1","2","6","1.27","1.37","1","14","1","1"
"2003","Not Employed","1.51","1","1291","1","1","2","3","6","1.45","1.57","1","15","1","1"
"2004","Employed","1.34","1","1202","1","1","1","2","5","1.29","1.39","1","13","1","1"
"2004","Not Employed","1.49","1","1360","1","1","2","2","6","1.43","1.55","1","13","1","1"
"2005","Employed","1.33","1","1099","1","1","1","2","5","1.29","1.37","1","7","1","1"
"2005","Not Employed","1.49","1","1166","1","1","2","2","5","1.43","1.55","1","15","1","1"
"2006","Employed","1.31","1","1117","1","1","1","2","4","1.25","1.37","1","15","1","1"
"2006","Not Employed","1.47","1","1423","1","1","2","2","5","1.4","1.54","1","30","1","1"
"2007","Employed","1.35","1","1093","1","1","1","2","5","1.29","1.41","1","16","1","1"
"2007","Not Employed","1.52","1","1333","1","1","2","2","5","1.45","1.59","1","23","1","1"
"2008","Employed","1.33","1","964","1","1","1","2","4","1.29","1.37","1","8","1","1"
"2008","Not Employed","1.49","1","1251","1","1","2","2","5","1.41","1.57","1","42","1","1"
"2009","Employed","1.35","1","1010","1","1","1","2","6","1.28","1.42","1","28","1","1"
"2009","Not Employed","1.55","1","1256","1","1","2","2","6","1.49","1.61","1","14","1","1"
"2010","Employed","1.42","1","1627","1","1","1","2","13","1.38","1.46","1","15","1","1"
"2010","Not Employed","1.47","1","1619","1","1","2","3","5","1.41","1.53","1","20","1","1"
"2011","Employed","1.34","1","1891","1","1","1","2","5","1.3","1.38","1","20","1","1"
"2011","Not Employed","1.5","1","1961","1","1","2","3","5","1.45","1.55","1","30","1","1"
"2012","Employed","1.26","1","1814","1","1","1","2","4","1.23","1.29","1","11","1","1"
"2012","Not Employed","1.61","1","1873","1","1","2","3","7","1.55","1.67","1","26","1","1"
"2013","Employed","1.33","1","1722","1","1","1","2","5","1.29","1.37","1","14","1","1"
"2013","Not Employed","1.5","1","1695","1","1","2","3","5","1.44","1.56","1","26","1","1"
"2014","Employed","1.3","1","1450","1","1","1","2","5","1.25","1.35","1","12","1","1"
"2014","Not Employed","1.48","1","1519","1","1","2","3","6","1.43","1.53","1","17","1","1"
"2015","Employed","1.26","1","1672","1","1","1","2","4","1.19","1.33","1","50","1","1"
"2015","Not Employed","1.59","1","1634","1","1","2","3","8","1.51","1.67","1","32","1","1"
