"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","1.32","1","740","1","1","1","2","7","1.25","1.39","0","14","1","1"
"1984","Male","1.41","1","545","1","1","1","2","9","1.32","1.5","0","12","1","1"
"1985","Female","1.4","1","712","1","1","1","2","6","1.29","1.51","1","17","1","1"
"1985","Male","1.53","1","466","1","1","1","2","10","1.33","1.73","0","30","1","1"
"1986","Female","1.47","1","663","1","1","1","2","8","1.32","1.62","0","40","1","1"
"1986","Male","1.76","1","535","1","1","1","2","14","1.45","2.07","0","51","1","1"
"1987","Female","1.48","1","712","1","1","1","2","12","1.33","1.63","0","30","1","1"
"1987","Male","1.63","1","450","1","1","1","2","15","1.41","1.85","0","35","1","1"
"1988","Female","1.5","1","653","1","1","1","2","10","1.34","1.66","0","35","1","1"
"1988","Male","1.67","1","469","1","1","1","2","14","1.43","1.91","1","30","1","1"
"1989","Female","1.49","1","643","1","1","1","2","8","1.19","1.79","1","90","1","1"
"1989","Male","1.74","1","407","1","1","1","2","21","1.45","2.03","1","40","1","1"
"1990","Female","","","","","","","","","","","","","",""
"1990","Male","","","","","","","","","","","","","",""
"1991","Female","1.66","1","663","1","1","1","2","14","1.49","1.83","1","30","1","1"
"1991","Male","1.47","1","426","1","1","1","2","10","1.34","1.6","1","20","1","1"
"1992","Female","1.47","1","818","1","1","1","2","10","1.27","1.67","1","65","1","1"
"1992","Male","1.49","1","560","1","1","1","2","7","1.37","1.61","1","21","1","1"
"1993","Female","","","","","","","","","","","","","",""
"1993","Male","","","","","","","","","","","","","",""
"1994","Female","1.45","1","877","1","1","1","2","8","1.35","1.55","1","21","1","1"
"1994","Male","1.5","1","529","1","1","1","2","8","1.29","1.71","1","50","1","1"
"1995","Female","1.42","1","910","1","1","1","2","6","1.34","1.5","0","12","1","1"
"1995","Male","1.64","1","569","1","1","2","3","14","1.45","1.83","0","35","1","1"
"1996","Female","1.53","1","930","1","1","1","2","10","1.41","1.65","1","35","1","1"
"1996","Male","1.78","1","582","1","1","2","3","15","1.62","1.94","1","30","1","1"
"1997","Female","1.47","1","890","1","1","1","2","7","1.35","1.59","1","36","1","1"
"1997","Male","1.83","1","593","1","1","2","3","14","1.64","2.02","1","30","1","1"
"1998","Female","1.43","1","1004","1","1","1","2","6","1.36","1.5","1","22","1","1"
"1998","Male","1.66","1","663","1","1","1","2","8","1.44","1.88","1","64","1","1"
"1999","Female","1.53","1","960","1","1","1","2","10","1.45","1.61","1","14","1","1"
"1999","Male","1.55","1","668","1","1","2","3","6","1.42","1.68","1","30","1","1"
"2000","Female","1.5","1","1631","1","1","1","2","8","1.42","1.58","1","30","1","1"
"2000","Male","1.78","1","1177","1","1","2","3","14","1.65","1.91","1","45","1","1"
"2001","Female","1.33","1","1538","1","1","1","2","4","1.29","1.37","1","12","1","1"
"2001","Male","1.45","1","1069","1","1","2","2","5","1.39","1.51","1","12","1","1"
"2002","Female","1.36","1","1498","1","1","1","2","5","1.29","1.43","1","48","1","1"
