"pli0091_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","Hamburg","Not Working","19","","",""
"Rarely","1985","Lower Saxony","Full Time","186","0.433359385432756","0.386845480636054","0.479873290229458"
"Rarely","1985","Lower Saxony","Part Time","80","0.454327964561333","0.381589785970216","0.52706614315245"
"Rarely","1985","Lower Saxony","Not Working","150","0.273711871533244","0.233657870517909","0.313765872548579"
"Rarely","1985","Bremen","Full Time","12","","",""
"Rarely","1985","Bremen","Part Time","11","","",""
"Rarely","1985","Bremen","Not Working","18","","",""
"Rarely","1985","North Rhine-Westphalia","Full Time","483","0.413233890689512","0.386310670430893","0.440157110948131"
"Rarely","1985","North Rhine-Westphalia","Part Time","173","0.368612540237265","0.324904816095367","0.412320264379162"
"Rarely","1985","North Rhine-Westphalia","Not Working","273","0.201813565125097","0.179019616826601","0.224607513423593"
"Rarely","1985","Hesse","Full Time","190","0.415814205426857","0.373123014750953","0.45850539610276"
"Rarely","1985","Hesse","Part Time","64","0.376177220620195","0.306746104117619","0.44560833712277"
"Rarely","1985","Hesse","Not Working","103","0.228308106478558","0.188165452589215","0.268450760367901"
"Rarely","1985","Rhineland-Palatinate,Saarland","Full Time","125","0.38791054063767","0.335337346742688","0.440483734532651"
"Rarely","1985","Rhineland-Palatinate,Saarland","Part Time","28","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","Not Working","74","0.192816549879869","0.149991530394192","0.235641569365546"
"Rarely","1985","Baden-Württemberg","Full Time","331","0.36784531772456","0.338353118097476","0.397337517351644"
"Rarely","1985","Baden-Württemberg","Part Time","116","0.385272926974535","0.333391112406759","0.437154741542312"
"Rarely","1985","Baden-Württemberg","Not Working","119","0.143593302192137","0.117177678097165","0.170008926287109"
"Rarely","1985","Bavaria","Full Time","298","0.356472437831328","0.324773489890262","0.388171385772393"
"Rarely","1985","Bavaria","Part Time","136","0.377518779201882","0.327650178123779","0.427387380279986"
"Rarely","1985","Bavaria","Not Working","156","0.200467244898974","0.169900779250012","0.231033710547937"
"Rarely","1985","Berlin","Full Time","66","0.396218710738881","0.321588711984588","0.470848709493175"
"Rarely","1985","Berlin","Part Time","32","0.394029449784682","0.286277622044819","0.501781277524545"
"Rarely","1985","Berlin","Not Working","29","","",""
"Rarely","1985","Brandenburg","Full Time","","","",""
"Rarely","1985","Brandenburg","Part Time","","","",""
"Rarely","1985","Brandenburg","Not Working","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Rarely","1985","Saxony","Full Time","","","",""
"Rarely","1985","Saxony","Part Time","","","",""
"Rarely","1985","Saxony","Not Working","","","",""
"Rarely","1985","Saxony-Anhalt","Full Time","","","",""
"Rarely","1985","Saxony-Anhalt","Part Time","","","",""
"Rarely","1985","Saxony-Anhalt","Not Working","","","",""
"Rarely","1985","Thuringia","Full Time","","","",""
"Rarely","1985","Thuringia","Part Time","","","",""
"Rarely","1985","Thuringia","Not Working","","","",""
"Never","1985","Schleswig-Holstein","Full Time","38","0.249201904069437","0.180662608737217","0.317741199401658"
"Never","1985","Schleswig-Holstein","Part Time","20","","",""
"Never","1985","Schleswig-Holstein","Not Working","71","0.575782825793869","0.492103308058839","0.659462343528898"
"Never","1985","Hamburg","Full Time","43","0.296207543223006","0.216799116535969","0.375615969910042"
"Never","1985","Hamburg","Part Time","13","","",""
"Never","1985","Hamburg","Not Working","70","0.678042666764962","0.589514010040569","0.766571323489355"
"Never","1985","Lower Saxony","Full Time","128","0.285054065995648","0.242679519161854","0.327428612829443"
"Never","1985","Lower Saxony","Part Time","56","0.28923228856288","0.222995530065952","0.355469047059808"
"Never","1985","Lower Saxony","Not Working","237","0.56087858093632","0.516295369049965","0.605461792822675"
"Never","1985","Bremen","Full Time","8","","",""
"Never","1985","Bremen","Part Time","7","","",""
"Never","1985","Bremen","Not Working","42","0.704637580740143","0.593732374972151","0.815542786508136"
"Never","1985","North Rhine-Westphalia","Full Time","505","0.340692989212316","0.314779733988905","0.366606244435726"
"Never","1985","North Rhine-Westphalia","Part Time","172","0.351056445697448","0.307813317639685","0.394299573755212"
"Never","1985","North Rhine-Westphalia","Not Working","716","0.652131123865192","0.625081111912861","0.679181135817524"
"Never","1985","Hesse","Full Time","189","0.299307395585227","0.25963982516941","0.338974966001045"
"Never","1985","Hesse","Part Time","64","0.30450864806937","0.238549813966765","0.370467482171975"
"Never","1985","Hesse","Not Working","234","0.587023252640315","0.53993485656452","0.63411164871611"
"Never","1985","Rhineland-Palatinate,Saarland","Full Time","109","0.303752730865658","0.254135449004735","0.353370012726581"
"Never","1985","Rhineland-Palatinate,Saarland","Part Time","52","0.510186139094301","0.41411094191881","0.606261336269793"
"Never","1985","Rhineland-Palatinate,Saarland","Not Working","207","0.691490886500597","0.641352942579865","0.741628830421328"
"Never","1985","Baden-Württemberg","Full Time","443","0.374401260682467","0.344802096145977","0.404000425218957"
"Never","1985","Baden-Württemberg","Part Time","142","0.368916824409711","0.317477261127426","0.420356387691996"
"Never","1985","Baden-Württemberg","Not Working","432","0.704330474504715","0.669955270943858","0.738705678065571"
"Never","1985","Bavaria","Full Time","316","0.323938460101894","0.292966216516947","0.35491070368684"
"Never","1985","Bavaria","Part Time","125","0.335848268336678","0.287263516377509","0.384433020295846"
"Never","1985","Bavaria","Not Working","400","0.682055999275884","0.646501815106694","0.717610183445074"
"Never","1985","Berlin","Full Time","55","0.2817510385969","0.213111179225884","0.350390897967916"
"Never","1985","Berlin","Part Time","25","","",""
"Never","1985","Berlin","Not Working","66","0.630384668048187","0.545079892392756","0.715689443703618"
"Never","1985","Brandenburg","Full Time","","","",""
"Never","1985","Brandenburg","Part Time","","","",""
"Never","1985","Brandenburg","Not Working","","","",""
"Never","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Never","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Never","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Never","1985","Saxony","Full Time","","","",""
"Never","1985","Saxony","Part Time","","","",""
"Never","1985","Saxony","Not Working","","","",""
"Never","1985","Saxony-Anhalt","Full Time","","","",""
"Never","1985","Saxony-Anhalt","Part Time","","","",""
"Never","1985","Saxony-Anhalt","Not Working","","","",""
"Never","1985","Thuringia","Full Time","","","",""
"Never","1985","Thuringia","Part Time","","","",""
"Never","1985","Thuringia","Not Working","","","",""
"Daily","1986","Schleswig-Holstein","Full Time","","","",""
"Daily","1986","Schleswig-Holstein","Part Time","","","",""
"Daily","1986","Schleswig-Holstein","Not Working","","","",""
"Daily","1986","Hamburg","Full Time","","","",""
"Daily","1986","Hamburg","Part Time","","","",""
"Daily","1986","Hamburg","Not Working","","","",""
"Daily","1986","Lower Saxony","Full Time","","","",""
"Daily","1986","Lower Saxony","Part Time","","","",""
"Daily","1986","Lower Saxony","Not Working","","","",""
"Daily","1986","Bremen","Full Time","","","",""
"Daily","1986","Bremen","Part Time","","","",""
"Daily","1986","Bremen","Not Working","","","",""
"Daily","1986","North Rhine-Westphalia","Full Time","","","",""
"Daily","1986","North Rhine-Westphalia","Part Time","","","",""
"Daily","1986","North Rhine-Westphalia","Not Working","","","",""
"Daily","1986","Hesse","Full Time","","","",""
"Daily","1986","Hesse","Part Time","","","",""
"Daily","1986","Hesse","Not Working","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Daily","1986","Baden-Württemberg","Full Time","","","",""
"Daily","1986","Baden-Württemberg","Part Time","","","",""
"Daily","1986","Baden-Württemberg","Not Working","","","",""
"Daily","1986","Bavaria","Full Time","","","",""
"Daily","1986","Bavaria","Part Time","","","",""
"Daily","1986","Bavaria","Not Working","","","",""
"Daily","1986","Berlin","Full Time","","","",""
"Daily","1986","Berlin","Part Time","","","",""
"Daily","1986","Berlin","Not Working","","","",""
"Daily","1986","Brandenburg","Full Time","","","",""
"Daily","1986","Brandenburg","Part Time","","","",""
"Daily","1986","Brandenburg","Not Working","","","",""
"Daily","1986","Mecklenburg-Western Pomerania","Full Time","","","",""
"Daily","1986","Mecklenburg-Western Pomerania","Part Time","","","",""
"Daily","1986","Mecklenburg-Western Pomerania","Not Working","","","",""
"Daily","1986","Saxony","Full Time","","","",""
"Daily","1986","Saxony","Part Time","","","",""
"Daily","1986","Saxony","Not Working","","","",""
"Daily","1986","Saxony-Anhalt","Full Time","","","",""
"Daily","1986","Saxony-Anhalt","Part Time","","","",""
"Daily","1986","Saxony-Anhalt","Not Working","","","",""
"Daily","1986","Thuringia","Full Time","","","",""
"Daily","1986","Thuringia","Part Time","","","",""
"Daily","1986","Thuringia","Not Working","","","",""
"Min 1x per week","1986","Schleswig-Holstein","Full Time","16","","",""
"Min 1x per week","1986","Schleswig-Holstein","Part Time","9","","",""
"Min 1x per week","1986","Schleswig-Holstein","Not Working","8","","",""
"Min 1x per week","1986","Hamburg","Full Time","2","","",""
"Min 1x per week","1986","Hamburg","Part Time","4","","",""
"Min 1x per week","1986","Hamburg","Not Working","8","","",""
"Min 1x per week","1986","Lower Saxony","Full Time","59","0.138659018455706","0.106904611306202","0.170413425605209"
"Min 1x per week","1986","Lower Saxony","Part Time","26","","",""
"Min 1x per week","1986","Lower Saxony","Not Working","32","0.0628783030435874","0.0406954410173846","0.0850611650697902"
"Min 1x per week","1986","Bremen","Full Time","2","","",""
"Min 1x per week","1986","Bremen","Part Time","1","","",""
"Min 1x per week","1986","Bremen","Not Working","1","","",""
"Min 1x per week","1986","North Rhine-Westphalia","Full Time","105","0.0966861670396602","0.0803423017673756","0.113030032311945"
"Min 1x per week","1986","North Rhine-Westphalia","Part Time","45","0.0996186713715179","0.0717926125844574","0.127444730158578"
"Min 1x per week","1986","North Rhine-Westphalia","Not Working","81","0.0565495872948382","0.0431765504402982","0.0699226241493782"
"Min 1x per week","1986","Hesse","Full Time","52","0.124743083164923","0.0951213711456518","0.154364795184195"
"Min 1x per week","1986","Hesse","Part Time","23","","",""
"Min 1x per week","1986","Hesse","Not Working","33","0.0670591043349045","0.0419765160650046","0.0921416926048043"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Full Time","43","0.129237742919842","0.0937879787588989","0.164687507080785"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Part Time","11","","",""
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Not Working","15","","",""
"Min 1x per week","1986","Baden-Württemberg","Full Time","84","0.080768183307388","0.0639221466519278","0.0976142199628481"
"Min 1x per week","1986","Baden-Württemberg","Part Time","39","0.110917758684036","0.0780185403664456","0.143816977001627"
"Min 1x per week","1986","Baden-Württemberg","Not Working","56","0.0608239214745373","0.0422634461377287","0.0793843968113458"
"Min 1x per week","1986","Bavaria","Full Time","100","0.126597021345684","0.104163577663264","0.149030465028105"
"Min 1x per week","1986","Bavaria","Part Time","37","0.109610791999869","0.0764528549159382","0.1427687290838"
"Min 1x per week","1986","Bavaria","Not Working","41","0.0505649952352106","0.032764003281938","0.0683659871884832"
"Min 1x per week","1986","Berlin","Full Time","16","","",""
"Min 1x per week","1986","Berlin","Part Time","14","","",""
"Min 1x per week","1986","Berlin","Not Working","7","","",""
"Min 1x per week","1986","Brandenburg","Full Time","","","",""
"Min 1x per week","1986","Brandenburg","Part Time","","","",""
"Min 1x per week","1986","Brandenburg","Not Working","","","",""
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Full Time","","","",""
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Part Time","","","",""
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Not Working","","","",""
"Min 1x per week","1986","Saxony","Full Time","","","",""
"Min 1x per week","1986","Saxony","Part Time","","","",""
"Min 1x per week","1986","Saxony","Not Working","","","",""
"Min 1x per week","1986","Saxony-Anhalt","Full Time","","","",""
"Min 1x per week","1986","Saxony-Anhalt","Part Time","","","",""
"Min 1x per week","1986","Saxony-Anhalt","Not Working","","","",""
"Min 1x per week","1986","Thuringia","Full Time","","","",""
"Min 1x per week","1986","Thuringia","Part Time","","","",""
"Min 1x per week","1986","Thuringia","Not Working","","","",""
"Min 1x per month","1986","Schleswig-Holstein","Full Time","18","","",""
"Min 1x per month","1986","Schleswig-Holstein","Part Time","11","","",""
"Min 1x per month","1986","Schleswig-Holstein","Not Working","10","","",""
"Min 1x per month","1986","Hamburg","Full Time","27","","",""
"Min 1x per month","1986","Hamburg","Part Time","8","","",""
"Min 1x per month","1986","Hamburg","Not Working","11","","",""
"Min 1x per month","1986","Lower Saxony","Full Time","73","0.161330470196202","0.127532079274768","0.195128861117637"
"Min 1x per month","1986","Lower Saxony","Part Time","18","","",""
"Min 1x per month","1986","Lower Saxony","Not Working","59","0.100809243301941","0.0732957794814589","0.128322707122424"
"Min 1x per month","1986","Bremen","Full Time","12","","",""
"Min 1x per month","1986","Bremen","Part Time","1","","",""
"Min 1x per month","1986","Bremen","Not Working","3","","",""
"Min 1x per month","1986","North Rhine-Westphalia","Full Time","206","0.169678344470108","0.148920145861843","0.190436543078373"
"Min 1x per month","1986","North Rhine-Westphalia","Part Time","83","0.190899723597744","0.154384672720656","0.227414774474832"
"Min 1x per month","1986","North Rhine-Westphalia","Not Working","146","0.112258132374146","0.0939810007358884","0.130535264012403"
"Min 1x per month","1986","Hesse","Full Time","79","0.186993438062393","0.152039641722317","0.22194723440247"
"Min 1x per month","1986","Hesse","Part Time","33","0.178171333275756","0.123617314740646","0.232725351810865"
"Min 1x per month","1986","Hesse","Not Working","35","0.0782443197230265","0.0513134282121929","0.10517521123386"
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Full Time","49","0.148756496882908","0.111152522676718","0.186360471089097"
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Part Time","17","","",""
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Not Working","24","","",""
"Min 1x per month","1986","Baden-Württemberg","Full Time","132","0.138625166546895","0.117261185201429","0.159989147892362"
"Min 1x per month","1986","Baden-Württemberg","Part Time","54","0.16620334370784","0.127203396260926","0.205203291154753"
"Min 1x per month","1986","Baden-Württemberg","Not Working","65","0.0857718991571601","0.0640259598745547","0.107517838439766"
"Min 1x per month","1986","Bavaria","Full Time","158","0.199477466999719","0.172518045389677","0.22643688860976"
"Min 1x per month","1986","Bavaria","Part Time","72","0.207279710005875","0.164255858607911","0.25030356140384"
"Min 1x per month","1986","Bavaria","Not Working","60","0.0786729026779825","0.0568000157475352","0.10054578960843"
"Min 1x per month","1986","Berlin","Full Time","36","0.240294171822849","0.176067121359083","0.304521222286614"
"Min 1x per month","1986","Berlin","Part Time","12","","",""
"Min 1x per month","1986","Berlin","Not Working","13","","",""
"Min 1x per month","1986","Brandenburg","Full Time","","","",""
"Min 1x per month","1986","Brandenburg","Part Time","","","",""
"Min 1x per month","1986","Brandenburg","Not Working","","","",""
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Full Time","","","",""
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Part Time","","","",""
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Not Working","","","",""
"Min 1x per month","1986","Saxony","Full Time","","","",""
"Min 1x per month","1986","Saxony","Part Time","","","",""
"Min 1x per month","1986","Saxony","Not Working","","","",""
"Min 1x per month","1986","Saxony-Anhalt","Full Time","","","",""
"Min 1x per month","1986","Saxony-Anhalt","Part Time","","","",""
"Min 1x per month","1986","Saxony-Anhalt","Not Working","","","",""
"Min 1x per month","1986","Thuringia","Full Time","","","",""
"Min 1x per month","1986","Thuringia","Part Time","","","",""
"Min 1x per month","1986","Thuringia","Not Working","","","",""
"Rarely","1986","Schleswig-Holstein","Full Time","66","0.498088315036403","0.415265325370363","0.580911304702442"
"Rarely","1986","Schleswig-Holstein","Part Time","35","0.499721327272425","0.385800752353374","0.613641902191476"
"Rarely","1986","Schleswig-Holstein","Not Working","29","","",""
"Rarely","1986","Hamburg","Full Time","47","0.468065037108304","0.37646871523105","0.559661358985558"
"Rarely","1986","Hamburg","Part Time","16","","",""
"Rarely","1986","Hamburg","Not Working","20","","",""
"Rarely","1986","Lower Saxony","Full Time","201","0.456180336112273","0.410414845050954","0.501945827173592"
"Rarely","1986","Lower Saxony","Part Time","87","0.433586434015923","0.362747203931789","0.504425664100056"
"Rarely","1986","Lower Saxony","Not Working","142","0.263498824992077","0.22324146987033","0.303756180113824"
"Rarely","1986","Bremen","Full Time","12","","",""
"Rarely","1986","Bremen","Part Time","7","","",""
"Rarely","1986","Bremen","Not Working","8","","",""
"Rarely","1986","North Rhine-Westphalia","Full Time","487","0.396954432879101","0.369896247734349","0.424012618023852"
"Rarely","1986","North Rhine-Westphalia","Part Time","155","0.351764292637264","0.307397254524668","0.396131330749861"
"Rarely","1986","North Rhine-Westphalia","Not Working","244","0.188856840986823","0.166196267451738","0.211517414521907"
"Rarely","1986","Hesse","Full Time","178","0.411629827939522","0.367512125689915","0.455747530189128"
"Rarely","1986","Hesse","Part Time","71","0.403493743550048","0.333550930871484","0.473436556228611"
"Rarely","1986","Hesse","Not Working","93","0.202403542986945","0.162111705572399","0.242695380401491"
"Rarely","1986","Rhineland-Palatinate,Saarland","Full Time","119","0.352125950054202","0.301652478306757","0.402599421801647"
"Rarely","1986","Rhineland-Palatinate,Saarland","Part Time","45","0.404709839492679","0.313398894924986","0.496020784060372"
"Rarely","1986","Rhineland-Palatinate,Saarland","Not Working","71","0.198611369078476","0.154413679912569","0.242809058244382"
"Rarely","1986","Baden-Württemberg","Full Time","333","0.389291628837363","0.359146334467063","0.419436923207664"
"Rarely","1986","Baden-Württemberg","Part Time","99","0.299600460487328","0.25160963358728","0.347591287387376"
"Rarely","1986","Baden-Württemberg","Not Working","113","0.132862273872431","0.106503618256691","0.159220929488172"
