"pli0091_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1994","higher education","Rural Area","61","0.102045106716181","0.07784405677759","0.126246156654772"
"Rarely","1994","in school","Urban Area","29","","",""
"Rarely","1994","in school","Rural Area","17","","",""
"Rarely","1994","inadequately","Urban Area","100","0.232884844947262","0.194550279380949","0.271219410513576"
"Rarely","1994","inadequately","Rural Area","20","","",""
"Rarely","1994","general elemantary","Urban Area","449","0.234682075146957","0.214734760099862","0.254629390194052"
"Rarely","1994","general elemantary","Rural Area","152","0.195209539459175","0.166671054388951","0.223748024529399"
"Rarely","1994","middle vocational","Urban Area","1666","0.394130216489819","0.379326935196891","0.408933497782747"
"Rarely","1994","middle vocational","Rural Area","1010","0.40566178355404","0.385796698794216","0.425526868313864"
"Rarely","1994","vocational + Abi","Urban Area","117","0.40983128127475","0.353325583581669","0.466336978967832"
"Rarely","1994","vocational + Abi","Rural Area","43","0.346708122051107","0.253892080749323","0.439524163352891"
"Rarely","1994","higher vocational","Urban Area","226","0.477869592040088","0.432948999372206","0.522790184707969"
"Rarely","1994","higher vocational","Rural Area","145","0.502420841641778","0.443646116478691","0.561195566804866"
"Rarely","1994","higher education","Urban Area","532","0.479488395887575","0.449227693187064","0.509749098588086"
"Rarely","1994","higher education","Rural Area","349","0.531669452156575","0.491775418267291","0.571563486045859"
"Never","1994","in school","Urban Area","4","","",""
"Never","1994","in school","Rural Area","2","","",""
"Never","1994","inadequately","Urban Area","330","0.673452210082907","0.630920150228599","0.715984269937216"
"Never","1994","inadequately","Rural Area","61","0.608542007038291","0.507706218204816","0.709377795871766"
"Never","1994","general elemantary","Urban Area","932","0.598724865350374","0.575654295783965","0.621795434916783"
"Never","1994","general elemantary","Rural Area","388","0.604026749290686","0.568813994912991","0.639239503668381"
"Never","1994","middle vocational","Urban Area","1527","0.390802947198167","0.376021862998011","0.405584031398323"
"Never","1994","middle vocational","Rural Area","845","0.387186895504067","0.367480105303055","0.406893685705079"
"Never","1994","vocational + Abi","Urban Area","68","0.207600335262654","0.161000137114245","0.254200533411064"
"Never","1994","vocational + Abi","Rural Area","17","","",""
"Never","1994","higher vocational","Urban Area","142","0.329474858957077","0.287206054950506","0.371743662963648"
"Never","1994","higher vocational","Rural Area","86","0.331525311951282","0.276186921552229","0.386863702350335"
"Never","1994","higher education","Urban Area","257","0.253351853863672","0.227007060955989","0.279696646771356"
"Never","1994","higher education","Rural Area","180","0.346896719552016","0.308842581964578","0.384950857139454"
"Daily","1995","in school","Urban Area","","","",""
"Daily","1995","in school","Rural Area","","","",""
"Daily","1995","inadequately","Urban Area","","","",""
"Daily","1995","inadequately","Rural Area","","","",""
"Daily","1995","general elemantary","Urban Area","","","",""
"Daily","1995","general elemantary","Rural Area","","","",""
"Daily","1995","middle vocational","Urban Area","4","","",""
"Daily","1995","middle vocational","Rural Area","3","","",""
"Daily","1995","vocational + Abi","Urban Area","","","",""
"Daily","1995","vocational + Abi","Rural Area","","","",""
"Daily","1995","higher vocational","Urban Area","","","",""
"Daily","1995","higher vocational","Rural Area","","","",""
"Daily","1995","higher education","Urban Area","","","",""
"Daily","1995","higher education","Rural Area","","","",""
"Min 1x per week","1995","in school","Urban Area","81","0.417511436451798","0.34899426241494","0.486028610488656"
"Min 1x per week","1995","in school","Rural Area","39","0.479353961451612","0.374976627556503","0.58373129534672"
"Min 1x per week","1995","inadequately","Urban Area","11","","",""
"Min 1x per week","1995","inadequately","Rural Area","4","","",""
"Min 1x per week","1995","general elemantary","Urban Area","149","0.0697753362778087","0.0578286754864813","0.0817219970691361"
"Min 1x per week","1995","general elemantary","Rural Area","100","0.087136054134364","0.0670715156308587","0.107200592637869"
"Min 1x per week","1995","middle vocational","Urban Area","262","0.0523247868842784","0.0456605018649442","0.0589890719036126"
"Min 1x per week","1995","middle vocational","Rural Area","144","0.0497645368909417","0.0411184309059996","0.0584106428758839"
"Min 1x per week","1995","vocational + Abi","Urban Area","22","","",""
"Min 1x per week","1995","vocational + Abi","Rural Area","6","","",""
"Min 1x per week","1995","higher vocational","Urban Area","15","","",""
"Min 1x per week","1995","higher vocational","Rural Area","10","","",""
"Min 1x per week","1995","higher education","Urban Area","44","0.0385404678824948","0.0272718855849259","0.0498090501800637"
"Min 1x per week","1995","higher education","Rural Area","7","","",""
"Min 1x per month","1995","in school","Urban Area","70","0.366521227781712","0.299573297941663","0.433469157621761"
"Min 1x per month","1995","in school","Rural Area","30","0.348470508455618","0.248916945235891","0.448024071675345"
"Min 1x per month","1995","inadequately","Urban Area","19","","",""
"Min 1x per month","1995","inadequately","Rural Area","4","","",""
"Min 1x per month","1995","general elemantary","Urban Area","205","0.0936583513215708","0.0799961443109545","0.107320558332187"
"Min 1x per month","1995","general elemantary","Rural Area","78","0.0659104495307408","0.048258259391544","0.0835626396699375"
"Min 1x per month","1995","middle vocational","Urban Area","641","0.129018613260976","0.11898630912218","0.139050917399772"
"Min 1x per month","1995","middle vocational","Rural Area","321","0.129016190913421","0.115687972440801","0.14234440938604"
"Min 1x per month","1995","vocational + Abi","Urban Area","92","0.273370593917512","0.227521879641573","0.319219308193451"
"Min 1x per month","1995","vocational + Abi","Rural Area","33","0.373712719076275","0.284904859938715","0.462520578213836"
"Min 1x per month","1995","higher vocational","Urban Area","81","0.164206106146555","0.130855543242606","0.197556669050503"
"Min 1x per month","1995","higher vocational","Rural Area","35","0.128788886125329","0.0901029826237086","0.167474789626949"
"Min 1x per month","1995","higher education","Urban Area","201","0.181318596888999","0.1587645789169","0.203872614861098"
"Min 1x per month","1995","higher education","Rural Area","66","0.100698184939452","0.0772923151510003","0.124104054727905"
"Rarely","1995","in school","Urban Area","37","0.167511403968338","0.115627471115596","0.21939533682108"
"Rarely","1995","in school","Rural Area","17","","",""
"Rarely","1995","inadequately","Urban Area","60","0.144288330927376","0.111714138207266","0.176862523647487"
"Rarely","1995","inadequately","Rural Area","12","","",""
"Rarely","1995","general elemantary","Urban Area","379","0.201165700947702","0.182367903840407","0.219963498054997"
"Rarely","1995","general elemantary","Rural Area","166","0.203214335231608","0.174587381934456","0.231841288528761"
"Rarely","1995","middle vocational","Urban Area","1602","0.358606150426921","0.344253195191189","0.372959105662653"
"Rarely","1995","middle vocational","Rural Area","968","0.367450290784576","0.348281638381312","0.38661894318784"
"Rarely","1995","vocational + Abi","Urban Area","140","0.408595690500327","0.358026743333866","0.459164637666788"
"Rarely","1995","vocational + Abi","Rural Area","43","0.326708768465021","0.240613845868525","0.412803691061518"
"Rarely","1995","higher vocational","Urban Area","186","0.338798117554986","0.296189596981221","0.381406638128752"
"Rarely","1995","higher vocational","Rural Area","129","0.363286224227242","0.307740781183873","0.418831667270612"
"Rarely","1995","higher education","Urban Area","549","0.47169780509575","0.442475234267282","0.500920375924217"
"Rarely","1995","higher education","Rural Area","328","0.453522848446355","0.414801825822672","0.492243871070037"
"Never","1995","in school","Urban Area","11","","",""
"Never","1995","in school","Rural Area","2","","",""
"Never","1995","inadequately","Urban Area","357","0.766448942357495","0.72722720174112","0.80567068297387"
"Never","1995","inadequately","Rural Area","65","0.680970308584974","0.581882946151956","0.780057671017993"
"Never","1995","general elemantary","Urban Area","1014","0.635400611452919","0.612830514703884","0.657970708201953"
"Never","1995","general elemantary","Rural Area","415","0.643739161103287","0.609669625717056","0.677808696489518"
"Never","1995","middle vocational","Urban Area","1780","0.458484470939832","0.44357240412635","0.473396537753315"
"Never","1995","middle vocational","Rural Area","994","0.453163006357456","0.433370484993771","0.472955527721142"
"Never","1995","vocational + Abi","Urban Area","109","0.251042739218738","0.206436343924152","0.295649134513325"
"Never","1995","vocational + Abi","Rural Area","32","0.25889334408878","0.178485861597753","0.339300826579808"
"Never","1995","higher vocational","Urban Area","192","0.4805077451337","0.435529898955944","0.525485591311456"
"Never","1995","higher vocational","Rural Area","114","0.464915752278682","0.40731209461179","0.522519409945574"
"Never","1995","higher education","Urban Area","327","0.308443130132757","0.281406859469287","0.335479400796227"
"Never","1995","higher education","Rural Area","234","0.431054765436396","0.392536857942762","0.46957267293003"
"Daily","1996","in school","Urban Area","","","",""
"Daily","1996","in school","Rural Area","","","",""
"Daily","1996","inadequately","Urban Area","","","",""
"Daily","1996","inadequately","Rural Area","","","",""
"Daily","1996","general elemantary","Urban Area","","","",""
"Daily","1996","general elemantary","Rural Area","","","",""
"Daily","1996","middle vocational","Urban Area","","","",""
"Daily","1996","middle vocational","Rural Area","","","",""
"Daily","1996","vocational + Abi","Urban Area","","","",""
"Daily","1996","vocational + Abi","Rural Area","","","",""
"Daily","1996","higher vocational","Urban Area","","","",""
"Daily","1996","higher vocational","Rural Area","","","",""
"Daily","1996","higher education","Urban Area","","","",""
"Daily","1996","higher education","Rural Area","","","",""
"Min 1x per week","1996","in school","Urban Area","71","0.405161169381786","0.337293392116174","0.473028946647398"
"Min 1x per week","1996","in school","Rural Area","43","0.486486377135871","0.383793878419086","0.589178875852656"
"Min 1x per week","1996","inadequately","Urban Area","7","","",""
"Min 1x per week","1996","inadequately","Rural Area","4","","",""
"Min 1x per week","1996","general elemantary","Urban Area","140","0.0704010908746296","0.0580909677978609","0.0827112139513983"
"Min 1x per week","1996","general elemantary","Rural Area","102","0.0975536791641893","0.0760592920424536","0.119048066285925"
"Min 1x per week","1996","middle vocational","Urban Area","370","0.0838781958999299","0.0754957086696991","0.0922606831301607"
"Min 1x per week","1996","middle vocational","Rural Area","198","0.0790410928435067","0.0682782734511341","0.0898039122358793"
"Min 1x per week","1996","vocational + Abi","Urban Area","31","0.111433457573747","0.0790630953027023","0.143803819844792"
"Min 1x per week","1996","vocational + Abi","Rural Area","15","","",""
"Min 1x per week","1996","higher vocational","Urban Area","23","","",""
"Min 1x per week","1996","higher vocational","Rural Area","19","","",""
"Min 1x per week","1996","higher education","Urban Area","65","0.053733108293024","0.0406032227393639","0.0668629938466841"
"Min 1x per week","1996","higher education","Rural Area","20","","",""
"Min 1x per month","1996","in school","Urban Area","94","0.468242647704851","0.399259612768366","0.537225682641336"
"Min 1x per month","1996","in school","Rural Area","25","","",""
"Min 1x per month","1996","inadequately","Urban Area","21","","",""
"Min 1x per month","1996","inadequately","Rural Area","7","","",""
"Min 1x per month","1996","general elemantary","Urban Area","219","0.1125846303879","0.0973746755576544","0.127794585218145"
"Min 1x per month","1996","general elemantary","Rural Area","87","0.0861236470011768","0.0658001949809263","0.106447099021427"
"Min 1x per month","1996","middle vocational","Urban Area","772","0.160557169814101","0.149455657005253","0.171658682622948"
"Min 1x per month","1996","middle vocational","Rural Area","405","0.161516359079138","0.146836056294206","0.176196661864069"
"Min 1x per month","1996","vocational + Abi","Urban Area","97","0.305331040346731","0.257953860671182","0.352708220022279"
"Min 1x per month","1996","vocational + Abi","Rural Area","35","0.323452591588898","0.237955054195955","0.408950128981841"
"Min 1x per month","1996","higher vocational","Urban Area","114","0.203085186148592","0.16713338727279","0.239036985024394"
"Min 1x per month","1996","higher vocational","Rural Area","43","0.175148419135891","0.130942549619442","0.219354288652341"
"Min 1x per month","1996","higher education","Urban Area","255","0.215005390675061","0.19108373980486","0.238927041545262"
"Min 1x per month","1996","higher education","Rural Area","102","0.167280971479058","0.138159995452627","0.196401947505489"
"Rarely","1996","in school","Urban Area","29","","",""
"Rarely","1996","in school","Rural Area","22","","",""
"Rarely","1996","inadequately","Urban Area","91","0.256067434617446","0.213612416102011","0.298522453132882"
"Rarely","1996","inadequately","Rural Area","21","","",""
"Rarely","1996","general elemantary","Urban Area","453","0.256361240639485","0.235350948595644","0.277371532683326"
"Rarely","1996","general elemantary","Rural Area","212","0.271275676772394","0.239066501025926","0.303484852518862"
"Rarely","1996","middle vocational","Urban Area","1670","0.392991014026528","0.378221689939305","0.40776033811375"
"Rarely","1996","middle vocational","Rural Area","1110","0.41860523170275","0.398925582904675","0.438284880500824"
"Rarely","1996","vocational + Abi","Urban Area","147","0.366740701890491","0.317165428024643","0.416315975756338"
"Rarely","1996","vocational + Abi","Rural Area","51","0.42406933310656","0.333745427836085","0.514393238377035"
"Rarely","1996","higher vocational","Urban Area","226","0.459319308136629","0.414784115596584","0.503854500676674"
"Rarely","1996","higher vocational","Rural Area","152","0.455811014015859","0.397887326443233","0.513734701588486"
"Rarely","1996","higher education","Urban Area","574","0.494882379804205","0.465769820189899","0.52399493941851"
"Rarely","1996","higher education","Rural Area","359","0.516896338285535","0.477906152566244","0.555886524004826"
"Never","1996","in school","Urban Area","7","","",""
"Never","1996","in school","Rural Area","1","","",""
"Never","1996","inadequately","Urban Area","287","0.650559758648518","0.604181426080004","0.696938091217031"
"Never","1996","inadequately","Rural Area","54","0.516203641381931","0.410584971242636","0.621822311521225"
"Never","1996","general elemantary","Urban Area","847","0.560653038097986","0.536770757220408","0.584535318975564"
"Never","1996","general elemantary","Rural Area","331","0.54504699706224","0.50897312222659","0.58112087189789"
"Never","1996","middle vocational","Urban Area","1389","0.362573620259442","0.348036282929751","0.377110957589132"
"Never","1996","middle vocational","Rural Area","701","0.340837316374606","0.321929153557698","0.359745479191515"
"Never","1996","vocational + Abi","Urban Area","88","0.216494800189031","0.174126654681097","0.258862945696965"
"Never","1996","vocational + Abi","Rural Area","14","","",""
"Never","1996","higher vocational","Urban Area","118","0.280101713199264","0.239971727458561","0.320231698939967"
"Never","1996","higher vocational","Rural Area","70","0.295815122591156","0.24273371214194","0.348896533040371"
"Never","1996","higher education","Urban Area","239","0.236379121227711","0.211640437401493","0.261117805053929"
"Never","1996","higher education","Rural Area","150","0.284067933900453","0.248881081036995","0.319254786763912"
"Daily","1997","in school","Urban Area","","","",""
"Daily","1997","in school","Rural Area","","","",""
"Daily","1997","inadequately","Urban Area","","","",""
"Daily","1997","inadequately","Rural Area","","","",""
"Daily","1997","general elemantary","Urban Area","","","",""
"Daily","1997","general elemantary","Rural Area","","","",""
"Daily","1997","middle vocational","Urban Area","","","",""
"Daily","1997","middle vocational","Rural Area","","","",""
"Daily","1997","vocational + Abi","Urban Area","","","",""
"Daily","1997","vocational + Abi","Rural Area","","","",""
"Daily","1997","higher vocational","Urban Area","","","",""
"Daily","1997","higher vocational","Rural Area","","","",""
"Daily","1997","higher education","Urban Area","","","",""
"Daily","1997","higher education","Rural Area","","","",""
"Min 1x per week","1997","in school","Urban Area","73","0.359782872160762","0.294871269755155","0.424694474566369"
"Min 1x per week","1997","in school","Rural Area","39","0.366963469183114","0.275210323807252","0.458716614558976"
"Min 1x per week","1997","inadequately","Urban Area","14","","",""
"Min 1x per week","1997","inadequately","Rural Area","3","","",""
"Min 1x per week","1997","general elemantary","Urban Area","127","0.0649365094942804","0.052974082255287","0.0768989367332739"
"Min 1x per week","1997","general elemantary","Rural Area","94","0.0964916785331194","0.0745872771618704","0.118396079904369"
"Min 1x per week","1997","middle vocational","Urban Area","314","0.0683965038223258","0.0606717834160364","0.0761212242286152"
"Min 1x per week","1997","middle vocational","Rural Area","200","0.0808975696733835","0.0698893270133316","0.0919058123334354"
"Min 1x per week","1997","vocational + Abi","Urban Area","34","0.0991259594845487","0.0675012336396669","0.130750685329431"
"Min 1x per week","1997","vocational + Abi","Rural Area","16","","",""
"Min 1x per week","1997","higher vocational","Urban Area","24","","",""
"Min 1x per week","1997","higher vocational","Rural Area","14","","",""
"Min 1x per week","1997","higher education","Urban Area","76","0.0725139278268463","0.0573393689203945","0.0876884867332981"
"Min 1x per week","1997","higher education","Rural Area","25","","",""
"Min 1x per month","1997","in school","Urban Area","80","0.374054526673335","0.308609876197807","0.439499177148862"
"Min 1x per month","1997","in school","Rural Area","38","0.381528957233106","0.289055180213853","0.474002734252359"
"Min 1x per month","1997","inadequately","Urban Area","15","","",""
"Min 1x per month","1997","inadequately","Rural Area","7","","",""
"Min 1x per month","1997","general elemantary","Urban Area","218","0.115692689152519","0.100164927557401","0.131220450747637"
"Min 1x per month","1997","general elemantary","Rural Area","104","0.116262412213444","0.0924829675524605","0.140041856874427"
"Min 1x per month","1997","middle vocational","Urban Area","728","0.161519999804394","0.150258148995233","0.172781850613554"
"Min 1x per month","1997","middle vocational","Rural Area","355","0.134523301017549","0.120748201419184","0.148298400615914"
"Min 1x per month","1997","vocational + Abi","Urban Area","89","0.310749253611632","0.261771969311764","0.3597265379115"
"Min 1x per month","1997","vocational + Abi","Rural Area","27","","",""
"Min 1x per month","1997","higher vocational","Urban Area","90","0.187992716940174","0.15300377506876","0.222981658811588"
"Min 1x per month","1997","higher vocational","Rural Area","43","0.128911378706422","0.0895198813102397","0.168302876102605"
"Min 1x per month","1997","higher education","Urban Area","248","0.207795650374928","0.18405522478853","0.231536075961326"
"Min 1x per month","1997","higher education","Rural Area","112","0.176722170938641","0.147308409820755","0.206135932056527"
"Rarely","1997","in school","Urban Area","48","0.229374720779052","0.172511317883144","0.286238123674961"
"Rarely","1997","in school","Rural Area","27","","",""
"Rarely","1997","inadequately","Urban Area","81","0.213530134081599","0.172754299559683","0.254305968603514"
"Rarely","1997","inadequately","Rural Area","16","","",""
"Rarely","1997","general elemantary","Urban Area","466","0.252686365650936","0.2315905342325","0.273782197069373"
"Rarely","1997","general elemantary","Rural Area","161","0.217514381785184","0.186908665332576","0.248120098237792"
"Rarely","1997","middle vocational","Urban Area","1646","0.398834890470237","0.38385034001431","0.413819440926163"
"Rarely","1997","middle vocational","Rural Area","1059","0.422386770136192","0.402445995780362","0.442327544492023"
"Rarely","1997","vocational + Abi","Urban Area","139","0.399307892358653","0.347477924321275","0.451137860396031"
"Rarely","1997","vocational + Abi","Rural Area","56","0.435967762722668","0.344537909802492","0.527397615642844"
"Rarely","1997","higher vocational","Urban Area","230","0.438990846590572","0.394548903350907","0.483432789830238"
"Rarely","1997","higher vocational","Rural Area","148","0.524538582363392","0.465833993258692","0.583243171468093"
"Rarely","1997","higher education","Urban Area","552","0.472475544649442","0.443263454742832","0.501687634556052"
"Rarely","1997","higher education","Rural Area","339","0.450228795258185","0.411863419118241","0.48859417139813"
"Never","1997","in school","Urban Area","9","","",""
"Never","1997","in school","Rural Area","2","","",""
"Never","1997","inadequately","Urban Area","278","0.709982118693145","0.664831020138155","0.755133217248135"
"Never","1997","inadequately","Rural Area","51","0.687623835556853","0.584105534981938","0.791142136131768"
"Never","1997","general elemantary","Urban Area","819","0.566684435702265","0.542628232945597","0.590740638458933"
"Never","1997","general elemantary","Rural Area","339","0.569731527468253","0.533001160400276","0.606461894536229"
"Never","1997","middle vocational","Urban Area","1414","0.371248605903044","0.356463577633606","0.386033634172481"
"Never","1997","middle vocational","Rural Area","743","0.362192359172875","0.342788737391199","0.381595980954551"
"Never","1997","vocational + Abi","Urban Area","81","0.190816894545167","0.149232264113761","0.232401524976572"
"Never","1997","vocational + Abi","Rural Area","14","","",""
"Never","1997","higher vocational","Urban Area","135","0.324085576373169","0.282171872294205","0.365999280452133"
"Never","1997","higher vocational","Rural Area","73","0.308880337542266","0.254568130765506","0.363192544319025"
"Never","1997","higher education","Urban Area","246","0.247214877148784","0.221972835575265","0.272456918722302"
"Never","1997","higher education","Rural Area","170","0.323718788379227","0.287637715228871","0.359799861529583"
"Daily","1998","in school","Urban Area","1","","",""
"Daily","1998","in school","Rural Area","","","",""
"Daily","1998","inadequately","Urban Area","","","",""
"Daily","1998","inadequately","Rural Area","","","",""
"Daily","1998","general elemantary","Urban Area","1","","",""
"Daily","1998","general elemantary","Rural Area","","","",""
"Daily","1998","middle vocational","Urban Area","1","","",""
"Daily","1998","middle vocational","Rural Area","3","","",""
"Daily","1998","vocational + Abi","Urban Area","1","","",""
"Daily","1998","vocational + Abi","Rural Area","","","",""
"Daily","1998","higher vocational","Urban Area","","","",""
"Daily","1998","higher vocational","Rural Area","","","",""
"Daily","1998","higher education","Urban Area","1","","",""
"Daily","1998","higher education","Rural Area","","","",""
"Min 1x per week","1998","in school","Urban Area","62","0.292465655355428","0.232218404641307","0.352712906069548"
"Min 1x per week","1998","in school","Rural Area","34","0.252874291474285","0.173432624133376","0.332315958815193"
"Min 1x per week","1998","inadequately","Urban Area","6","","",""
"Min 1x per week","1998","inadequately","Rural Area","2","","",""
"Min 1x per week","1998","general elemantary","Urban Area","109","0.0516194456432495","0.0413465652994943","0.0618923259870047"
"Min 1x per week","1998","general elemantary","Rural Area","94","0.0955159828872399","0.0746466254057953","0.116385340368684"
"Min 1x per week","1998","middle vocational","Urban Area","220","0.0419230160451289","0.0360207101437544","0.0478253219465033"
"Min 1x per week","1998","middle vocational","Rural Area","119","0.0374916446694274","0.0301813883412424","0.0448019009976124"
"Min 1x per week","1998","vocational + Abi","Urban Area","25","","",""
"Min 1x per week","1998","vocational + Abi","Rural Area","8","","",""
"Min 1x per week","1998","higher vocational","Urban Area","19","","",""
"Min 1x per week","1998","higher vocational","Rural Area","8","","",""
"Min 1x per week","1998","higher education","Urban Area","57","0.0393940344079547","0.0286741353009371","0.0501139335149722"
"Min 1x per week","1998","higher education","Rural Area","13","","",""
"Min 1x per month","1998","in school","Urban Area","98","0.441990247053986","0.376216395837854","0.507764098270118"
"Min 1x per month","1998","in school","Rural Area","50","0.45296807815985","0.361989466634258","0.543946689685442"
"Min 1x per month","1998","inadequately","Urban Area","16","","",""
"Min 1x per month","1998","inadequately","Rural Area","9","","",""
"Min 1x per month","1998","general elemantary","Urban Area","235","0.115247945834014","0.100422026677747","0.130073864990282"
"Min 1x per month","1998","general elemantary","Rural Area","99","0.0985094013428009","0.0773506494415773","0.119668153244024"
"Min 1x per month","1998","middle vocational","Urban Area","770","0.165966073872685","0.155008945004143","0.176923202741227"
"Min 1x per month","1998","middle vocational","Rural Area","368","0.132855662928818","0.119793989035252","0.145917336822384"
"Min 1x per month","1998","vocational + Abi","Urban Area","102","0.270854240593704","0.226748940192078","0.314959540995331"
"Min 1x per month","1998","vocational + Abi","Rural Area","31","0.265755358901527","0.186389080070381","0.345121637732672"
"Min 1x per month","1998","higher vocational","Urban Area","115","0.203114716042937","0.168733295436409","0.237496136649465"
"Min 1x per month","1998","higher vocational","Rural Area","35","0.0939941403424588","0.0609169669216494","0.127071313763268"
"Min 1x per month","1998","higher education","Urban Area","295","0.230424610794276","0.207219008499664","0.253630213088888"
"Min 1x per month","1998","higher education","Rural Area","96","0.136763683314968","0.111507743352467","0.162019623277469"
"Rarely","1998","in school","Urban Area","49","0.220219964934973","0.165336637457787","0.275103292412159"
"Rarely","1998","in school","Rural Area","29","","",""
"Rarely","1998","inadequately","Urban Area","68","0.225212049139855","0.182648829798813","0.267775268480898"
"Rarely","1998","inadequately","Rural Area","13","","",""
"Rarely","1998","general elemantary","Urban Area","472","0.251289278578024","0.231150262573695","0.271428294582352"
"Rarely","1998","general elemantary","Rural Area","183","0.211312242392012","0.18232642949873","0.240298055285295"
"Rarely","1998","middle vocational","Urban Area","1785","0.384988034535219","0.370657557435667","0.399318511634771"
"Rarely","1998","middle vocational","Rural Area","1122","0.405700078458381","0.386804139059188","0.424596017857574"
"Rarely","1998","vocational + Abi","Urban Area","172","0.449888846077205","0.400515378912731","0.499262313241678"
"Rarely","1998","vocational + Abi","Rural Area","55","0.472028514408223","0.382334396841508","0.561722631974938"
"Rarely","1998","higher vocational","Urban Area","247","0.459464857802269","0.416876260531134","0.502053455073404"
"Rarely","1998","higher vocational","Rural Area","159","0.507730772667495","0.451063725358107","0.564397819976883"
"Rarely","1998","higher education","Urban Area","588","0.461568441856564","0.434096703890212","0.489040179822915"
"Rarely","1998","higher education","Rural Area","381","0.47318658581663","0.436487274435875","0.509885897197384"
"Never","1998","in school","Urban Area","9","","",""
"Never","1998","in school","Rural Area","2","","",""
"Never","1998","inadequately","Urban Area","280","0.716865814892041","0.670960568942991","0.76277106084109"
"Never","1998","inadequately","Rural Area","53","0.665919320460193","0.560568186077355","0.771270454843031"
"Never","1998","general elemantary","Urban Area","965","0.581519834159847","0.558615696421626","0.604423971898067"
"Never","1998","general elemantary","Rural Area","386","0.594662373377947","0.559803423861344","0.62952132289455"
"Never","1998","middle vocational","Urban Area","1653","0.40702175074055","0.392553252972168","0.421490248508932"
"Never","1998","middle vocational","Rural Area","982","0.422725663860333","0.40371560166186","0.441735726058806"
"Never","1998","vocational + Abi","Urban Area","90","0.202185421099006","0.16232501765864","0.242045824539372"
"Never","1998","vocational + Abi","Rural Area","25","","",""
"Never","1998","higher vocational","Urban Area","145","0.309337751700325","0.269837074583599","0.348838428817052"
"Never","1998","higher vocational","Rural Area","97","0.374947198700328","0.320074552229419","0.429819845171237"
"Never","1998","higher education","Urban Area","324","0.268120853795964","0.243709727845471","0.292531979746457"
"Never","1998","higher education","Rural Area","221","0.371784007768778","0.336260721395081","0.407307294142475"
"Daily","1999","in school","Urban Area","","","",""
"Daily","1999","in school","Rural Area","","","",""
"Daily","1999","inadequately","Urban Area","","","",""
"Daily","1999","inadequately","Rural Area","","","",""
"Daily","1999","general elemantary","Urban Area","","","",""
"Daily","1999","general elemantary","Rural Area","","","",""
"Daily","1999","middle vocational","Urban Area","","","",""
"Daily","1999","middle vocational","Rural Area","","","",""
"Daily","1999","vocational + Abi","Urban Area","","","",""
"Daily","1999","vocational + Abi","Rural Area","","","",""
"Daily","1999","higher vocational","Urban Area","","","",""
"Daily","1999","higher vocational","Rural Area","","","",""
"Daily","1999","higher education","Urban Area","","","",""
"Daily","1999","higher education","Rural Area","","","",""
"Min 1x per week","1999","in school","Urban Area","62","0.328388872984213","0.265171955044856","0.391605790923571"
"Min 1x per week","1999","in school","Rural Area","40","0.331269848515245","0.242502628229197","0.420037068801293"
"Min 1x per week","1999","inadequately","Urban Area","7","","",""
"Min 1x per week","1999","inadequately","Rural Area","3","","",""
"Min 1x per week","1999","general elemantary","Urban Area","133","0.063315725382795","0.0517630189266186","0.0748684318389715"
"Min 1x per week","1999","general elemantary","Rural Area","100","0.11331610946275","0.0904624312255903","0.13616978769991"
"Min 1x per week","1999","middle vocational","Urban Area","328","0.0635240694449092","0.0562609809998109","0.0707871578900075"
"Min 1x per week","1999","middle vocational","Rural Area","198","0.0804529337087729","0.0699819251007113","0.0909239423168345"
"Min 1x per week","1999","vocational + Abi","Urban Area","33","0.104880088605802","0.0744710339471909","0.135289143264413"
"Min 1x per week","1999","vocational + Abi","Rural Area","15","","",""
"Min 1x per week","1999","higher vocational","Urban Area","25","","",""
"Min 1x per week","1999","higher vocational","Rural Area","15","","",""
"Min 1x per week","1999","higher education","Urban Area","78","0.049902298140916","0.0378699004527017","0.0619346958291302"
"Min 1x per week","1999","higher education","Rural Area","22","","",""
"Min 1x per month","1999","in school","Urban Area","94","0.41481021020849","0.348488876772142","0.481131543644839"
"Min 1x per month","1999","in school","Rural Area","36","0.355389050984249","0.265120374667489","0.44565772730101"
"Min 1x per month","1999","inadequately","Urban Area","12","","",""
"Min 1x per month","1999","inadequately","Rural Area","3","","",""
"Min 1x per month","1999","general elemantary","Urban Area","248","0.119434409777045","0.104050138846889","0.134818680707201"
"Min 1x per month","1999","general elemantary","Rural Area","102","0.0997448810833147","0.0781398955416664","0.121349866624963"
"Min 1x per month","1999","middle vocational","Urban Area","807","0.180206441913854","0.168760770506981","0.191652113320726"
"Min 1x per month","1999","middle vocational","Rural Area","415","0.142628319239936","0.129166057133245","0.156090581346627"
"Min 1x per month","1999","vocational + Abi","Urban Area","114","0.275026952842749","0.230710565823509","0.319343339861988"
"Min 1x per month","1999","vocational + Abi","Rural Area","27","","",""
"Min 1x per month","1999","higher vocational","Urban Area","94","0.166426006156598","0.1342265004002","0.198625511912996"
"Min 1x per month","1999","higher vocational","Rural Area","45","0.127684770528166","0.0902302321450058","0.165139308911326"
"Min 1x per month","1999","higher education","Urban Area","323","0.230410420886064","0.207140847657026","0.253679994115102"
"Min 1x per month","1999","higher education","Rural Area","117","0.166230555728961","0.138690935253048","0.193770176204874"
