"pli0091_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","1-pers.-HH","direct migration background","31","0.123399069355508","0.077817423867647","0.168980714843369"
"Rarely","1985","1-pers.-HH","indirect migration background","2","","",""
"Rarely","1985","(Married) couple without C. ","no migration background","610","0.285921344376583","0.266098583728617","0.305744105024548"
"Rarely","1985","(Married) couple without C. ","direct migration background","102","0.271375873766502","0.227799058592637","0.314952688940368"
"Rarely","1985","(Married) couple without C. ","indirect migration background","1","","",""
"Rarely","1985","Single parent ","no migration background","132","0.317074189158589","0.272195488569091","0.361952889748087"
"Rarely","1985","Single parent ","direct migration background","18","","",""
"Rarely","1985","Single parent ","indirect migration background","5","","",""
"Rarely","1985","Couple + C. LE 16 ","no migration background","873","0.526083795600079","0.502135859139839","0.550031732060318"
"Rarely","1985","Couple + C. LE 16 ","direct migration background","285","0.344953986816702","0.314946746093493","0.37496122753991"
"Rarely","1985","Couple + C. LE 16 ","indirect migration background","8","","",""
"Rarely","1985","Couple + C. GT 16 ","no migration background","479","0.302658238511126","0.279757871978401","0.32555860504385"
"Rarely","1985","Couple + C. GT 16 ","direct migration background","122","0.372104544165137","0.326149860296861","0.418059228033412"
"Rarely","1985","Couple + C. GT 16 ","indirect migration background","14","","",""
"Rarely","1985","Couple + C. LE and GT 16","no migration background","307","0.371651163879247","0.338412907568293","0.404889420190201"
"Rarely","1985","Couple + C. LE and GT 16","direct migration background","127","0.236945582528433","0.20336719796996","0.270523967086906"
"Rarely","1985","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Never","1985","1-pers.-HH","no migration background","557","0.648486521371113","0.618237342480497","0.678735700261729"
"Never","1985","1-pers.-HH","direct migration background","113","0.622419643882094","0.555233543507959","0.689605744256229"
"Never","1985","1-pers.-HH","indirect migration background","3","","",""
"Never","1985","(Married) couple without C. ","no migration background","1079","0.577807911010641","0.556140121401467","0.599475700619814"
"Never","1985","(Married) couple without C. ","direct migration background","217","0.543931525803734","0.495121927094156","0.592741124513312"
"Never","1985","(Married) couple without C. ","indirect migration background","5","","",""
"Never","1985","Single parent ","no migration background","143","0.34833044870529","0.302380767830105","0.394280129580475"
"Never","1985","Single parent ","direct migration background","67","0.55073606217798","0.460216669056153","0.641255455299807"
"Never","1985","Single parent ","indirect migration background","3","","",""
"Never","1985","Couple + C. LE 16 ","no migration background","549","0.330793995859288","0.308228307869948","0.353359683848628"
"Never","1985","Couple + C. LE 16 ","direct migration background","552","0.536328329731467","0.504848655901178","0.567808003561756"
"Never","1985","Couple + C. LE 16 ","indirect migration background","7","","",""
"Never","1985","Couple + C. GT 16 ","no migration background","530","0.352164678495533","0.32835527279835","0.375974084192716"
"Never","1985","Couple + C. GT 16 ","direct migration background","199","0.424582898724388","0.377590646812621","0.471575150636154"
"Never","1985","Couple + C. GT 16 ","indirect migration background","5","","",""
"Never","1985","Couple + C. LE and GT 16","no migration background","218","0.271149483761058","0.240572566349105","0.301726401173011"
"Never","1985","Couple + C. LE and GT 16","direct migration background","363","0.503480167915895","0.463996524683237","0.542963811148552"
"Never","1985","Couple + C. LE and GT 16","indirect migration background","8","","",""
"Daily","1986","1-pers.-HH","no migration background","","","",""
"Daily","1986","1-pers.-HH","direct migration background","","","",""
"Daily","1986","1-pers.-HH","indirect migration background","","","",""
"Daily","1986","(Married) couple without C. ","no migration background","","","",""
"Daily","1986","(Married) couple without C. ","direct migration background","","","",""
"Daily","1986","(Married) couple without C. ","indirect migration background","","","",""
"Daily","1986","Single parent ","no migration background","","","",""
"Daily","1986","Single parent ","direct migration background","","","",""
"Daily","1986","Single parent ","indirect migration background","","","",""
"Daily","1986","Couple + C. LE 16 ","no migration background","","","",""
"Daily","1986","Couple + C. LE 16 ","direct migration background","","","",""
"Daily","1986","Couple + C. LE 16 ","indirect migration background","","","",""
"Daily","1986","Couple + C. GT 16 ","no migration background","","","",""
"Daily","1986","Couple + C. GT 16 ","direct migration background","","","",""
"Daily","1986","Couple + C. GT 16 ","indirect migration background","","","",""
"Daily","1986","Couple + C. LE and GT 16","no migration background","","","",""
"Daily","1986","Couple + C. LE and GT 16","direct migration background","","","",""
"Daily","1986","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per week","1986","1-pers.-HH","no migration background","77","0.0699326560181023","0.0534079115138818","0.0864574005223228"
"Min 1x per week","1986","1-pers.-HH","direct migration background","13","","",""
"Min 1x per week","1986","1-pers.-HH","indirect migration background","5","","",""
"Min 1x per week","1986","(Married) couple without C. ","no migration background","84","0.0360108310896179","0.0277686796359062","0.0442529825433297"
"Min 1x per week","1986","(Married) couple without C. ","direct migration background","18","","",""
"Min 1x per week","1986","(Married) couple without C. ","indirect migration background","1","","",""
"Min 1x per week","1986","Single parent ","no migration background","60","0.158352741985331","0.122027369308046","0.194678114662615"
"Min 1x per week","1986","Single parent ","direct migration background","19","","",""
"Min 1x per week","1986","Single parent ","indirect migration background","6","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","no migration background","71","0.0469715397033194","0.0362608458022466","0.0576822336043922"
"Min 1x per week","1986","Couple + C. LE 16 ","direct migration background","29","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","indirect migration background","1","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","no migration background","252","0.159313126045798","0.141129260657592","0.177496991434005"
"Min 1x per week","1986","Couple + C. GT 16 ","direct migration background","50","0.065809111231015","0.0438999189905408","0.0877183034714893"
"Min 1x per week","1986","Couple + C. GT 16 ","indirect migration background","13","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","no migration background","126","0.169967869578966","0.143281676114397","0.196654063043535"
"Min 1x per week","1986","Couple + C. LE and GT 16","direct migration background","68","0.141863711369045","0.113541470874813","0.170185951863278"
"Min 1x per week","1986","Couple + C. LE and GT 16","indirect migration background","14","","",""
"Min 1x per month","1986","1-pers.-HH","no migration background","167","0.148531921603794","0.125489313732423","0.171574529475166"
"Min 1x per month","1986","1-pers.-HH","direct migration background","27","","",""
"Min 1x per month","1986","1-pers.-HH","indirect migration background","2","","",""
"Min 1x per month","1986","(Married) couple without C. ","no migration background","239","0.10099033589664","0.0876609534256279","0.114319718367651"
"Min 1x per month","1986","(Married) couple without C. ","direct migration background","57","0.10712182169178","0.0763490009102495","0.137894642473311"
"Min 1x per month","1986","(Married) couple without C. ","indirect migration background","1","","",""
"Min 1x per month","1986","Single parent ","no migration background","81","0.200531183614049","0.160690759671555","0.240371607556543"
"Min 1x per month","1986","Single parent ","direct migration background","9","","",""
"Min 1x per month","1986","Single parent ","indirect migration background","3","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","no migration background","145","0.0990540399794692","0.083931221396501","0.114176858562438"
"Min 1x per month","1986","Couple + C. LE 16 ","direct migration background","68","0.084075759318375","0.0657619379348569","0.102389580701893"
"Min 1x per month","1986","Couple + C. LE 16 ","indirect migration background","1","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","no migration background","308","0.197662766176584","0.177875572598174","0.217449959754994"
"Min 1x per month","1986","Couple + C. GT 16 ","direct migration background","85","0.170513891030964","0.137282388279894","0.203745393782035"
"Min 1x per month","1986","Couple + C. GT 16 ","indirect migration background","12","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","no migration background","143","0.181217863004507","0.15385002789088","0.208585698118134"
"Min 1x per month","1986","Couple + C. LE and GT 16","direct migration background","73","0.141313657291059","0.113037319599505","0.169589994982614"
"Min 1x per month","1986","Couple + C. LE and GT 16","indirect migration background","18","","",""
"Rarely","1986","1-pers.-HH","no migration background","180","0.176087008826136","0.151407195102235","0.200766822550037"
"Rarely","1986","1-pers.-HH","direct migration background","41","0.233762166093753","0.172940189976732","0.294584142210774"
"Rarely","1986","1-pers.-HH","indirect migration background","1","","",""
"Rarely","1986","(Married) couple without C. ","no migration background","620","0.289283133920683","0.269224663656065","0.309341604185301"
"Rarely","1986","(Married) couple without C. ","direct migration background","79","0.204768717699002","0.164616386830787","0.244921048567217"
"Rarely","1986","(Married) couple without C. ","indirect migration background","3","","",""
"Rarely","1986","Single parent ","no migration background","119","0.294045660062687","0.248711254931821","0.339380065193553"
"Rarely","1986","Single parent ","direct migration background","28","","",""
"Rarely","1986","Single parent ","indirect migration background","3","","",""
"Rarely","1986","Couple + C. LE 16 ","no migration background","765","0.511040146660879","0.485734852781473","0.536345440540286"
"Rarely","1986","Couple + C. LE 16 ","direct migration background","272","0.339618814014269","0.308364712752261","0.370872915276276"
"Rarely","1986","Couple + C. LE 16 ","indirect migration background","7","","",""
"Rarely","1986","Couple + C. GT 16 ","no migration background","475","0.298104623806226","0.275376486648236","0.320832760964216"
"Rarely","1986","Couple + C. GT 16 ","direct migration background","126","0.329703606997236","0.28816414857709","0.371243065417383"
"Rarely","1986","Couple + C. GT 16 ","indirect migration background","16","","",""
"Rarely","1986","Couple + C. LE and GT 16","no migration background","270","0.35428579284968","0.320303490298993","0.388268095400367"
"Rarely","1986","Couple + C. LE and GT 16","direct migration background","135","0.282974546487503","0.246410455048337","0.31953863792667"
"Rarely","1986","Couple + C. LE and GT 16","indirect migration background","10","","",""
"Never","1986","1-pers.-HH","no migration background","491","0.605448413551968","0.573779875594127","0.637116951509808"
"Never","1986","1-pers.-HH","direct migration background","105","0.597291097134257","0.526808766720275","0.66777342754824"
"Never","1986","1-pers.-HH","indirect migration background","3","","",""
"Never","1986","(Married) couple without C. ","no migration background","1020","0.573715699093059","0.551838789218482","0.595592608967637"
"Never","1986","(Married) couple without C. ","direct migration background","234","0.643758655175542","0.596108323322329","0.691408987028756"
"Never","1986","(Married) couple without C. ","indirect migration background","6","","",""
"Never","1986","Single parent ","no migration background","128","0.347070414337933","0.299703597587201","0.394437231088665"
"Never","1986","Single parent ","direct migration background","49","0.424384954420058","0.329848458805892","0.518921450034224"
"Never","1986","Single parent ","indirect migration background","2","","",""
"Never","1986","Couple + C. LE 16 ","no migration background","518","0.342934273656332","0.31890408792213","0.366964459390534"
"Never","1986","Couple + C. LE 16 ","direct migration background","513","0.556758187384403","0.523973770337972","0.589542604430835"
"Never","1986","Couple + C. LE 16 ","indirect migration background","7","","",""
"Never","1986","Couple + C. GT 16 ","no migration background","521","0.344919483971392","0.321301136927162","0.368537831015622"
"Never","1986","Couple + C. GT 16 ","direct migration background","231","0.433973390740784","0.390179299949649","0.477767481531919"
"Never","1986","Couple + C. GT 16 ","indirect migration background","7","","",""
"Never","1986","Couple + C. LE and GT 16","no migration background","222","0.294528474566847","0.262142337372807","0.326914611760888"
"Never","1986","Couple + C. LE and GT 16","direct migration background","307","0.433848084852392","0.393618166944914","0.47407800275987"
"Never","1986","Couple + C. LE and GT 16","indirect migration background","7","","",""
"Daily","1987","1-pers.-HH","no migration background","","","",""
"Daily","1987","1-pers.-HH","direct migration background","","","",""
"Daily","1987","1-pers.-HH","indirect migration background","","","",""
"Daily","1987","(Married) couple without C. ","no migration background","","","",""
"Daily","1987","(Married) couple without C. ","direct migration background","","","",""
"Daily","1987","(Married) couple without C. ","indirect migration background","","","",""
"Daily","1987","Single parent ","no migration background","","","",""
"Daily","1987","Single parent ","direct migration background","","","",""
"Daily","1987","Single parent ","indirect migration background","","","",""
"Daily","1987","Couple + C. LE 16 ","no migration background","","","",""
"Daily","1987","Couple + C. LE 16 ","direct migration background","","","",""
"Daily","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Daily","1987","Couple + C. GT 16 ","no migration background","","","",""
"Daily","1987","Couple + C. GT 16 ","direct migration background","","","",""
"Daily","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"Daily","1987","Couple + C. LE and GT 16","no migration background","","","",""
"Daily","1987","Couple + C. LE and GT 16","direct migration background","","","",""
"Daily","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per week","1987","1-pers.-HH","no migration background","","","",""
"Min 1x per week","1987","1-pers.-HH","direct migration background","","","",""
"Min 1x per week","1987","1-pers.-HH","indirect migration background","","","",""
"Min 1x per week","1987","(Married) couple without C. ","no migration background","","","",""
"Min 1x per week","1987","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per week","1987","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per week","1987","Single parent ","no migration background","","","",""
"Min 1x per week","1987","Single parent ","direct migration background","","","",""
"Min 1x per week","1987","Single parent ","indirect migration background","","","",""
"Min 1x per week","1987","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per week","1987","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per week","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per week","1987","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per week","1987","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per week","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per week","1987","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per week","1987","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per week","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per month","1987","1-pers.-HH","no migration background","","","",""
"Min 1x per month","1987","1-pers.-HH","direct migration background","","","",""
"Min 1x per month","1987","1-pers.-HH","indirect migration background","","","",""
"Min 1x per month","1987","(Married) couple without C. ","no migration background","","","",""
"Min 1x per month","1987","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per month","1987","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per month","1987","Single parent ","no migration background","","","",""
"Min 1x per month","1987","Single parent ","direct migration background","","","",""
"Min 1x per month","1987","Single parent ","indirect migration background","","","",""
"Min 1x per month","1987","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per month","1987","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per month","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per month","1987","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per month","1987","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per month","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per month","1987","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per month","1987","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per month","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","1987","1-pers.-HH","no migration background","","","",""
"Rarely","1987","1-pers.-HH","direct migration background","","","",""
"Rarely","1987","1-pers.-HH","indirect migration background","","","",""
"Rarely","1987","(Married) couple without C. ","no migration background","","","",""
"Rarely","1987","(Married) couple without C. ","direct migration background","","","",""
"Rarely","1987","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","1987","Single parent ","no migration background","","","",""
"Rarely","1987","Single parent ","direct migration background","","","",""
"Rarely","1987","Single parent ","indirect migration background","","","",""
"Rarely","1987","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","1987","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","1987","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","1987","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","1987","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","1987","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","1987","1-pers.-HH","no migration background","","","",""
"Never","1987","1-pers.-HH","direct migration background","","","",""
"Never","1987","1-pers.-HH","indirect migration background","","","",""
"Never","1987","(Married) couple without C. ","no migration background","","","",""
"Never","1987","(Married) couple without C. ","direct migration background","","","",""
"Never","1987","(Married) couple without C. ","indirect migration background","","","",""
"Never","1987","Single parent ","no migration background","","","",""
"Never","1987","Single parent ","direct migration background","","","",""
"Never","1987","Single parent ","indirect migration background","","","",""
"Never","1987","Couple + C. LE 16 ","no migration background","","","",""
"Never","1987","Couple + C. LE 16 ","direct migration background","","","",""
"Never","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","1987","Couple + C. GT 16 ","no migration background","","","",""
"Never","1987","Couple + C. GT 16 ","direct migration background","","","",""
"Never","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","1987","Couple + C. LE and GT 16","no migration background","","","",""
"Never","1987","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Daily","1988","1-pers.-HH","no migration background","","","",""
"Daily","1988","1-pers.-HH","direct migration background","","","",""
"Daily","1988","1-pers.-HH","indirect migration background","","","",""
"Daily","1988","(Married) couple without C. ","no migration background","","","",""
"Daily","1988","(Married) couple without C. ","direct migration background","","","",""
"Daily","1988","(Married) couple without C. ","indirect migration background","","","",""
"Daily","1988","Single parent ","no migration background","","","",""
"Daily","1988","Single parent ","direct migration background","","","",""
"Daily","1988","Single parent ","indirect migration background","","","",""
"Daily","1988","Couple + C. LE 16 ","no migration background","","","",""
"Daily","1988","Couple + C. LE 16 ","direct migration background","","","",""
"Daily","1988","Couple + C. LE 16 ","indirect migration background","","","",""
"Daily","1988","Couple + C. GT 16 ","no migration background","","","",""
"Daily","1988","Couple + C. GT 16 ","direct migration background","","","",""
"Daily","1988","Couple + C. GT 16 ","indirect migration background","","","",""
"Daily","1988","Couple + C. LE and GT 16","no migration background","","","",""
"Daily","1988","Couple + C. LE and GT 16","direct migration background","","","",""
"Daily","1988","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per week","1988","1-pers.-HH","no migration background","72","0.0745005546761734","0.0570921004777874","0.0919090088745595"
"Min 1x per week","1988","1-pers.-HH","direct migration background","16","","",""
"Min 1x per week","1988","1-pers.-HH","indirect migration background","3","","",""
"Min 1x per week","1988","(Married) couple without C. ","no migration background","75","0.0349022863237465","0.0265095013834689","0.0432950712640242"
"Min 1x per week","1988","(Married) couple without C. ","direct migration background","6","","",""
"Min 1x per week","1988","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per week","1988","Single parent ","no migration background","56","0.132874047027698","0.0993147395981334","0.166433354457263"
"Min 1x per week","1988","Single parent ","direct migration background","13","","",""
"Min 1x per week","1988","Single parent ","indirect migration background","4","","",""
"Min 1x per week","1988","Couple + C. LE 16 ","no migration background","50","0.0359054063720094","0.0262146826712607","0.0455961300727581"
"Min 1x per week","1988","Couple + C. LE 16 ","direct migration background","21","","",""
"Min 1x per week","1988","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per week","1988","Couple + C. GT 16 ","no migration background","266","0.15574922779657","0.13806947871118","0.17342897688196"
"Min 1x per week","1988","Couple + C. GT 16 ","direct migration background","53","0.085469266149455","0.0604582341203179","0.110480298178592"
"Min 1x per week","1988","Couple + C. GT 16 ","indirect migration background","32","0.320361131257069","0.222869852165551","0.417852410348587"
"Min 1x per week","1988","Couple + C. LE and GT 16","no migration background","88","0.161849449163731","0.130698048519601","0.19300084980786"
"Min 1x per week","1988","Couple + C. LE and GT 16","direct migration background","48","0.0963730799687449","0.0702972590793404","0.122448900858149"
"Min 1x per week","1988","Couple + C. LE and GT 16","indirect migration background","14","","",""
"Min 1x per month","1988","1-pers.-HH","no migration background","147","0.149214047471948","0.125592552206933","0.172835542736964"
"Min 1x per month","1988","1-pers.-HH","direct migration background","24","","",""
"Min 1x per month","1988","1-pers.-HH","indirect migration background","3","","",""
"Min 1x per month","1988","(Married) couple without C. ","no migration background","223","0.102821281478959","0.0889321688182266","0.116710394139692"
"Min 1x per month","1988","(Married) couple without C. ","direct migration background","51","0.102601189195332","0.0733719936631639","0.131830384727501"
"Min 1x per month","1988","(Married) couple without C. ","indirect migration background","1","","",""
"Min 1x per month","1988","Single parent ","no migration background","88","0.216332021548321","0.175624161680829","0.257039881415813"
"Min 1x per month","1988","Single parent ","direct migration background","28","","",""
"Min 1x per month","1988","Single parent ","indirect migration background","3","","",""
"Min 1x per month","1988","Couple + C. LE 16 ","no migration background","156","0.109144738078043","0.0929034136897003","0.125386062466385"
"Min 1x per month","1988","Couple + C. LE 16 ","direct migration background","60","0.0751265586216434","0.0565203106845695","0.0937328065587173"
"Min 1x per month","1988","Couple + C. LE 16 ","indirect migration background","3","","",""
"Min 1x per month","1988","Couple + C. GT 16 ","no migration background","333","0.204592970829143","0.184924641143856","0.22426130051443"
"Min 1x per month","1988","Couple + C. GT 16 ","direct migration background","74","0.175416670573969","0.141393077192596","0.209440263955341"
"Min 1x per month","1988","Couple + C. GT 16 ","indirect migration background","28","","",""
"Min 1x per month","1988","Couple + C. LE and GT 16","no migration background","133","0.231054416788477","0.195403895141586","0.266704938435367"
"Min 1x per month","1988","Couple + C. LE and GT 16","direct migration background","67","0.140844363711244","0.110106675750051","0.171582051672437"
"Min 1x per month","1988","Couple + C. LE and GT 16","indirect migration background","22","","",""
"Rarely","1988","1-pers.-HH","no migration background","165","0.172370848396802","0.147330395817472","0.197411300976133"
"Rarely","1988","1-pers.-HH","direct migration background","40","0.26523390061423","0.199259881950876","0.331207919277585"
"Rarely","1988","1-pers.-HH","indirect migration background","4","","",""
"Rarely","1988","(Married) couple without C. ","no migration background","581","0.299980747013036","0.279025383622791","0.32093611040328"
"Rarely","1988","(Married) couple without C. ","direct migration background","97","0.223274610674174","0.183160114537236","0.263389106811112"
"Rarely","1988","(Married) couple without C. ","indirect migration background","9","","",""
"Rarely","1988","Single parent ","no migration background","123","0.307654495607815","0.262025082073543","0.353283909142086"
"Rarely","1988","Single parent ","direct migration background","21","","",""
"Rarely","1988","Single parent ","indirect migration background","4","","",""
"Rarely","1988","Couple + C. LE 16 ","no migration background","782","0.559723668972086","0.533867393277438","0.585579944666734"
"Rarely","1988","Couple + C. LE 16 ","direct migration background","209","0.339174215906285","0.305756573548324","0.372591858264247"
"Rarely","1988","Couple + C. LE 16 ","indirect migration background","11","","",""
"Rarely","1988","Couple + C. GT 16 ","no migration background","506","0.311178837357289","0.2886060245295","0.333751650185079"
"Rarely","1988","Couple + C. GT 16 ","direct migration background","98","0.301870520072592","0.26080230644148","0.342938733703704"
"Rarely","1988","Couple + C. GT 16 ","indirect migration background","17","","",""
"Rarely","1988","Couple + C. LE and GT 16","no migration background","157","0.301808139678854","0.262982929712256","0.340633349645451"
"Rarely","1988","Couple + C. LE and GT 16","direct migration background","98","0.234048721063545","0.196636004081969","0.271461438045122"
"Rarely","1988","Couple + C. LE and GT 16","indirect migration background","15","","",""
"Never","1988","1-pers.-HH","no migration background","490","0.603914549455076","0.571489954030426","0.636339144879726"
"Never","1988","1-pers.-HH","direct migration background","92","0.556695055243054","0.482454051106556","0.630936059379553"
"Never","1988","1-pers.-HH","indirect migration background","2","","",""
"Never","1988","(Married) couple without C. ","no migration background","958","0.562295685184258","0.539609247725635","0.584982122642882"
"Never","1988","(Married) couple without C. ","direct migration background","260","0.655356021421901","0.609576429709335","0.701135613134467"
"Never","1988","(Married) couple without C. ","indirect migration background","7","","",""
"Never","1988","Single parent ","no migration background","126","0.343139435816166","0.296201528100728","0.390077343531605"
"Never","1988","Single parent ","direct migration background","41","0.321332004566156","0.231146829026338","0.411517180105975"
"Never","1988","Single parent ","indirect migration background","1","","",""
