"pli0091_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","Not Employed","1-pers.-HH","","","","","1"
"Daily","1985","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1985","Not Employed","Single parent ","","","","","1"
"Daily","1985","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1985","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1985","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1985","Employed","1-pers.-HH","","","","","1"
"Daily","1985","Employed","(Married) couple without C. ","","","","","1"
"Daily","1985","Employed","Single parent ","","","","","1"
"Daily","1985","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1985","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1985","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1985","Not Employed","Single parent ","38","0.190243634382021","0.13703192624215","0.243455342521893","3"
"Min 1x per month","1985","Not Employed","Couple + C. LE 16 ","54","0.0687776932246179","0.0508440774176027","0.086711309031633","3"
"Min 1x per month","1985","Not Employed","1-pers.-HH","30","0.038747846192953","0.0227919067356145","0.0547037856502916","3"
"Min 1x per month","1985","Not Employed","(Married) couple without C. ","55","0.0452705724038766","0.0328486130813925","0.0576925317263607","3"
"Min 1x per month","1985","Not Employed","Couple + C. GT 16 ","132","0.197333536167116","0.167594842990875","0.227072229343358","3"
"Min 1x per month","1985","Employed","1-pers.-HH","145","0.24802367653655","0.213553930095133","0.282493422977968","3"
"Min 1x per month","1985","Not Employed","Couple + C. LE and GT 16","86","0.171624383348803","0.139463032773537","0.203785733924069","3"
"Min 1x per month","1985","Employed","(Married) couple without C. ","227","0.159030941876401","0.139369451971986","0.178692431780816","3"
"Min 1x per month","1985","Employed","Single parent ","61","0.188668442916829","0.146646629406116","0.230690256427542","3"
"Min 1x per month","1985","Employed","Couple + C. LE 16 ","204","0.106873884637702","0.0929304604807483","0.120817308794655","3"
"Min 1x per month","1985","Employed","Couple + C. GT 16 ","208","0.165390967574397","0.145386012238405","0.18539592291039","3"
"Min 1x per month","1985","Employed","Couple + C. LE and GT 16","139","0.170963932459613","0.146998631665321","0.194929233253905","3"
"Min 1x per week","1985","Not Employed","(Married) couple without C. ","23","","","","2"
"Min 1x per week","1985","Not Employed","Single parent ","23","","","","2"
"Min 1x per week","1985","Not Employed","Couple + C. LE 16 ","22","","","","2"
"Min 1x per week","1985","Not Employed","1-pers.-HH","17","","","","2"
"Min 1x per week","1985","Not Employed","Couple + C. GT 16 ","111","0.160136801523505","0.132733447420988","0.187540155626021","2"
"Min 1x per week","1985","Not Employed","Couple + C. LE and GT 16","83","0.178602998072315","0.145932778086039","0.21127321805859","2"
"Min 1x per week","1985","Employed","1-pers.-HH","104","0.168687793061991","0.138798658379508","0.198576927744475","2"
"Min 1x per week","1985","Employed","(Married) couple without C. ","86","0.0623011021462692","0.0493064347463157","0.0752957695462226","2"
"Min 1x per week","1985","Employed","Single parent ","52","0.157003706071236","0.117929176425805","0.196078235716666","2"
"Min 1x per week","1985","Employed","Couple + C. LE 16 ","97","0.0499616435854335","0.0401290933238614","0.0597941938470056","2"
"Min 1x per week","1985","Employed","Couple + C. GT 16 ","213","0.159643517355359","0.139921670906968","0.179365363803749","2"
"Min 1x per week","1985","Employed","Couple + C. LE and GT 16","139","0.171687565794128","0.14768208357994","0.195693048008315","2"
"Never","1985","Employed","1-pers.-HH","209","0.330383976011408","0.292842456963491","0.367925495059324","5"
"Never","1985","Not Employed","Couple + C. GT 16 ","282","0.408651129211724","0.371918492004802","0.445383766418647","5"
"Never","1985","Not Employed","Couple + C. LE and GT 16","217","0.339494335545803","0.299103236621549","0.379885434470058","5"
"Never","1985","Not Employed","1-pers.-HH","464","0.864963399918587","0.836707799114368","0.893219000722805","5"
"Never","1985","Not Employed","Single parent ","98","0.47975597786366","0.412024789622422","0.547487166104898","5"
"Never","1985","Employed","(Married) couple without C. ","491","0.368020456644186","0.342092213488548","0.393948699799824","5"
"Never","1985","Not Employed","(Married) couple without C. ","810","0.769832496104641","0.744681101030852","0.79498389117843","5"
"Never","1985","Not Employed","Couple + C. LE 16 ","372","0.439102828953009","0.403935278775613","0.474270379130405","5"
"Never","1985","Employed","Single parent ","115","0.287233909819116","0.238636027595328","0.335831792042904","5"
"Never","1985","Employed","Couple + C. LE 16 ","736","0.329752077810269","0.308534844336829","0.350969311283708","5"
"Never","1985","Employed","Couple + C. GT 16 ","452","0.325948546061145","0.300710181991643","0.351186910130646","5"
"Never","1985","Employed","Couple + C. LE and GT 16","372","0.285855550172654","0.257094133791466","0.314616966553842","5"
"Rarely","1985","Not Employed","(Married) couple without C. ","188","0.164978232719515","0.142801162210062","0.187155303228968","4"
"Rarely","1985","Not Employed","Single parent ","50","0.224310578151909","0.167759126205617","0.280862030098202","4"
"Rarely","1985","Not Employed","1-pers.-HH","51","0.0755303476277436","0.0536835892955004","0.0973771059599869","4"
"Rarely","1985","Not Employed","Couple + C. LE 16 ","317","0.463390758735428","0.428054535367268","0.498726982103587","4"
"Rarely","1985","Employed","Couple + C. LE and GT 16","298","0.371492951573606","0.340733804569042","0.40225209857817","4"
"Rarely","1985","Not Employed","Couple + C. GT 16 ","163","0.233878533097655","0.202248629497585","0.265508436697724","4"
"Rarely","1985","Employed","1-pers.-HH","145","0.25290455439005","0.218210440119669","0.287598668660432","4"
"Rarely","1985","Not Employed","Couple + C. LE and GT 16","142","0.310278283033079","0.270819492457981","0.349737073608178","4"
"Rarely","1985","Employed","(Married) couple without C. ","525","0.410647499333144","0.384198590654201","0.437096408012086","4"
"Rarely","1985","Employed","Single parent ","105","0.36709394119282","0.315323220690602","0.418864661695037","4"
"Rarely","1985","Employed","Couple + C. LE 16 ","849","0.513412393966596","0.490854895192665","0.535969892740528","4"
"Rarely","1985","Employed","Couple + C. GT 16 ","452","0.349016969009099","0.32335155600641","0.374682382011788","4"
"Daily","1986","Not Employed","1-pers.-HH","","","","","1"
"Daily","1986","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1986","Not Employed","Single parent ","","","","","1"
"Daily","1986","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1986","Employed","1-pers.-HH","","","","","1"
"Daily","1986","Employed","(Married) couple without C. ","","","","","1"
"Daily","1986","Employed","Single parent ","","","","","1"
"Daily","1986","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1986","Not Employed","Single parent ","33","0.158977442713206","0.107523483069761","0.21043140235665","3"
"Min 1x per month","1986","Not Employed","1-pers.-HH","42","0.0600857546880824","0.0398727579197124","0.0802987514564523","3"
"Min 1x per month","1986","Not Employed","(Married) couple without C. ","43","0.035909616102536","0.0243484721890746","0.0474707600159973","3"
"Min 1x per month","1986","Not Employed","Couple + C. LE 16 ","46","0.0763848137418757","0.0563025577404302","0.0964670697433212","3"
"Min 1x per month","1986","Not Employed","Couple + C. GT 16 ","140","0.196872299928765","0.167181418538558","0.226563181318973","3"
"Min 1x per month","1986","Not Employed","Couple + C. LE and GT 16","91","0.206418011088361","0.170654904630833","0.242181117545888","3"
"Min 1x per month","1986","Employed","1-pers.-HH","154","0.27033480406749","0.234221034576168","0.306448573558812","3"
"Min 1x per month","1986","Employed","(Married) couple without C. ","254","0.167484018617425","0.147689414990141","0.18727862224471","3"
"Min 1x per month","1986","Employed","Single parent ","60","0.208345704447027","0.163353633485117","0.253337775408936","3"
"Min 1x per month","1986","Employed","Couple + C. LE 16 ","168","0.10479709705978","0.0903430684989421","0.119251125620618","3"
"Min 1x per month","1986","Employed","Couple + C. GT 16 ","265","0.19513604071102","0.174428380640982","0.215843700781058","3"
"Min 1x per month","1986","Employed","Couple + C. LE and GT 16","143","0.161123815310339","0.137118108551478","0.185129522069199","3"
"Min 1x per week","1986","Not Employed","Single parent ","31","0.135931525624229","0.0877055078651169","0.184157543383341","2"
"Min 1x per week","1986","Not Employed","(Married) couple without C. ","23","","","","2"
"Min 1x per week","1986","Not Employed","1-pers.-HH","16","","","","2"
"Min 1x per week","1986","Not Employed","Couple + C. GT 16 ","101","0.13801832363966","0.11226366066372","0.163772986615599","2"
"Min 1x per week","1986","Not Employed","Couple + C. LE and GT 16","69","0.143072883726057","0.112133180199235","0.174012587252879","2"
"Min 1x per week","1986","Not Employed","Couple + C. LE 16 ","17","","","","2"
"Min 1x per week","1986","Employed","1-pers.-HH","79","0.139140439984479","0.11099857569561","0.167282304273347","2"
"Min 1x per week","1986","Employed","(Married) couple without C. ","80","0.0564381155415574","0.0442050506238119","0.0686711804593028","2"
"Min 1x per week","1986","Employed","Single parent ","54","0.185901493988783","0.142803620585816","0.228999367391751","2"
"Min 1x per week","1986","Employed","Couple + C. LE 16 ","84","0.0508998231138022","0.0405276989978279","0.0612719472297766","2"
"Min 1x per week","1986","Employed","Couple + C. GT 16 ","214","0.159797516673385","0.1406515175074","0.178943515839369","2"
"Min 1x per week","1986","Employed","Couple + C. LE and GT 16","139","0.178597016587737","0.15358775129847","0.203606281877005","2"
"Never","1986","Employed","1-pers.-HH","176","0.268752415051787","0.23270547245042","0.304799357653153","5"
"Never","1986","Not Employed","Couple + C. LE and GT 16","189","0.322543752739307","0.281238956608334","0.363848548870281","5"
"Never","1986","Not Employed","Couple + C. GT 16 ","277","0.409859665454044","0.373137040271902","0.446582290636187","5"
"Never","1986","Not Employed","1-pers.-HH","423","0.839963623546753","0.808779005836588","0.871148241256919","5"
"Never","1986","Not Employed","Single parent ","86","0.484013234297637","0.413690600866902","0.554335867728373","5"
"Never","1986","Not Employed","(Married) couple without C. ","762","0.790200664350352","0.764901434532177","0.815499894168527","5"
"Never","1986","Employed","(Married) couple without C. ","498","0.368258198896054","0.342689427913629","0.393826969878478","5"
"Never","1986","Not Employed","Couple + C. LE 16 ","361","0.496192383069721","0.458389853158077","0.533994912981365","5"
"Never","1986","Employed","Single parent ","93","0.265212510024058","0.216307449357103","0.314117570691013","5"
"Never","1986","Employed","Couple + C. LE 16 ","677","0.328640863185909","0.306474636284469","0.350807090087349","5"
"Never","1986","Employed","Couple + C. GT 16 ","482","0.320529712519406","0.296144843653372","0.344914581385439","5"
"Never","1986","Employed","Couple + C. LE and GT 16","347","0.310918103013709","0.280694647234375","0.341141558793043","5"
"Rarely","1986","Not Employed","(Married) couple without C. ","167","0.157115931429807","0.134504368328027","0.179727494531587","4"
"Rarely","1986","Not Employed","1-pers.-HH","50","0.0800872404146002","0.0570008616539525","0.103173619175248","4"
"Rarely","1986","Not Employed","Single parent ","44","0.221077797364928","0.162683984708995","0.279471610020861","4"
"Rarely","1986","Not Employed","Couple + C. LE 16 ","248","0.40463938520253","0.367529673438357","0.441749096966703","4"
