"pli0091_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1993","Part Time","middle vocational","","","","","2"
"Min 1x per week","1993","Part Time","vocational + Abi","","","","","2"
"Min 1x per week","1993","Part Time","higher vocational","","","","","2"
"Min 1x per week","1993","Part Time","higher education","","","","","2"
"Min 1x per week","1993","Full Time","in school","","","","","2"
"Min 1x per week","1993","Full Time","inadequately","","","","","2"
"Min 1x per week","1993","Full Time","general elemantary","","","","","2"
"Min 1x per week","1993","Full Time","middle vocational","","","","","2"
"Never","1993","Not Working","higher education","","","","","5"
"Never","1993","Not Working","higher vocational","","","","","5"
"Never","1993","Full Time","in school","","","","","5"
"Never","1993","Full Time","inadequately","","","","","5"
"Never","1993","Full Time","higher vocational","","","","","5"
"Never","1993","Full Time","higher education","","","","","5"
"Never","1993","Part Time","in school","","","","","5"
"Never","1993","Part Time","vocational + Abi","","","","","5"
"Never","1993","Part Time","higher vocational","","","","","5"
"Never","1993","Part Time","higher education","","","","","5"
"Never","1993","Not Working","in school","","","","","5"
"Never","1993","Not Working","inadequately","","","","","5"
"Never","1993","Not Working","general elemantary","","","","","5"
"Never","1993","Not Working","middle vocational","","","","","5"
"Never","1993","Full Time","general elemantary","","","","","5"
"Never","1993","Full Time","middle vocational","","","","","5"
"Never","1993","Full Time","vocational + Abi","","","","","5"
"Never","1993","Part Time","inadequately","","","","","5"
"Never","1993","Part Time","general elemantary","","","","","5"
"Never","1993","Part Time","middle vocational","","","","","5"
"Never","1993","Not Working","vocational + Abi","","","","","5"
"Rarely","1993","Not Working","higher vocational","","","","","4"
"Rarely","1993","Not Working","higher education","","","","","4"
"Rarely","1993","Full Time","in school","","","","","4"
"Rarely","1993","Full Time","inadequately","","","","","4"
"Rarely","1993","Full Time","general elemantary","","","","","4"
"Rarely","1993","Full Time","middle vocational","","","","","4"
"Rarely","1993","Full Time","vocational + Abi","","","","","4"
"Rarely","1993","Full Time","higher vocational","","","","","4"
"Rarely","1993","Part Time","middle vocational","","","","","4"
"Rarely","1993","Part Time","vocational + Abi","","","","","4"
"Rarely","1993","Part Time","higher vocational","","","","","4"
"Rarely","1993","Part Time","higher education","","","","","4"
"Rarely","1993","Not Working","inadequately","","","","","4"
"Rarely","1993","Not Working","general elemantary","","","","","4"
"Rarely","1993","Full Time","higher education","","","","","4"
"Rarely","1993","Part Time","in school","","","","","4"
"Rarely","1993","Part Time","inadequately","","","","","4"
"Rarely","1993","Part Time","general elemantary","","","","","4"
"Rarely","1993","Not Working","in school","","","","","4"
"Rarely","1993","Not Working","middle vocational","","","","","4"
"Rarely","1993","Not Working","vocational + Abi","","","","","4"
"Daily","1994","Full Time","higher vocational","","","","","1"
"Daily","1994","Full Time","in school","","","","","1"
"Daily","1994","Full Time","inadequately","","","","","1"
"Daily","1994","Full Time","general elemantary","","","","","1"
"Daily","1994","Full Time","middle vocational","","","","","1"
"Daily","1994","Full Time","vocational + Abi","","","","","1"
"Daily","1994","Full Time","higher education","","","","","1"
"Daily","1994","Not Working","middle vocational","","","","","1"
"Daily","1994","Not Working","vocational + Abi","","","","","1"
"Daily","1994","Not Working","higher vocational","","","","","1"
"Daily","1994","Part Time","in school","","","","","1"
"Daily","1994","Part Time","inadequately","","","","","1"
"Daily","1994","Part Time","general elemantary","","","","","1"
"Daily","1994","Part Time","middle vocational","","","","","1"
"Daily","1994","Part Time","vocational + Abi","","","","","1"
"Daily","1994","Not Working","in school","","","","","1"
"Daily","1994","Not Working","general elemantary","","","","","1"
"Daily","1994","Not Working","higher education","","","","","1"
"Daily","1994","Part Time","higher education","","","","","1"
"Daily","1994","Part Time","higher vocational","","","","","1"
"Daily","1994","Not Working","inadequately","","","","","1"
"Min 1x per month","1994","Not Working","higher vocational","14","","","","3"
"Min 1x per month","1994","Full Time","in school","2","","","","3"
"Min 1x per month","1994","Full Time","inadequately","17","","","","3"
"Min 1x per month","1994","Full Time","general elemantary","134","0.159126422259562","0.133746917248042","0.184505927271082","3"
"Min 1x per month","1994","Full Time","middle vocational","602","0.187669028553826","0.17411339350269","0.201224663604961","3"
"Min 1x per month","1994","Full Time","vocational + Abi","53","0.296342385325488","0.233525318432348","0.359159452218627","3"
"Min 1x per month","1994","Full Time","higher vocational","77","0.172862952025196","0.137039625968163","0.20868627808223","3"
"Min 1x per month","1994","Full Time","higher education","171","0.198078754058413","0.173644029331577","0.222513478785249","3"
"Min 1x per month","1994","Part Time","in school","5","","","","3"
"Min 1x per month","1994","Part Time","inadequately","4","","","","3"
"Min 1x per month","1994","Part Time","general elemantary","72","0.154085483694307","0.122184091119148","0.185986876269466","3"
"Min 1x per month","1994","Part Time","middle vocational","183","0.156008297346653","0.135460625605365","0.17655596908794","3"
"Min 1x per month","1994","Part Time","vocational + Abi","22","","","","3"
"Min 1x per month","1994","Part Time","higher vocational","22","","","","3"
"Min 1x per month","1994","Part Time","higher education","59","0.22831690929302","0.179499193869842","0.277134624716197","3"
"Min 1x per month","1994","Not Working","in school","75","0.348239985055479","0.285429068823969","0.411050901286989","3"
"Min 1x per month","1994","Not Working","inadequately","8","","","","3"
"Min 1x per month","1994","Not Working","general elemantary","72","0.0437232805323603","0.0320810263461344","0.0553655347185862","3"
"Min 1x per month","1994","Not Working","middle vocational","158","0.065904102095434","0.0554115071283392","0.0763966970625289","3"
"Min 1x per month","1994","Not Working","vocational + Abi","24","","","","3"
"Min 1x per month","1994","Not Working","higher education","35","0.103782387078885","0.0714599868843796","0.136104787273391","3"
"Min 1x per week","1994","Not Working","higher vocational","4","","","","2"
"Min 1x per week","1994","Not Working","higher education","17","","","","2"
"Min 1x per week","1994","Not Working","inadequately","4","","","","2"
"Min 1x per week","1994","Full Time","higher vocational","27","","","","2"
"Min 1x per week","1994","Not Working","general elemantary","80","0.0435484227844444","0.0319284094892342","0.0551684360796545","2"
"Min 1x per week","1994","Part Time","inadequately","4","","","","2"
"Min 1x per week","1994","Not Working","in school","97","0.45568524305061","0.390023940947718","0.521346545153503","2"
"Min 1x per week","1994","Not Working","middle vocational","117","0.0504415260577489","0.0411863237142315","0.0596967284012663","2"
"Min 1x per week","1994","Not Working","vocational + Abi","19","","","","2"
"Min 1x per week","1994","Full Time","vocational + Abi","18","","","","2"
"Min 1x per week","1994","Part Time","middle vocational","115","0.0880053752113581","0.0719629353187848","0.104047815103931","2"
"Min 1x per week","1994","Part Time","vocational + Abi","11","","","","2"
"Min 1x per week","1994","Part Time","higher education","10","","","","2"
"Min 1x per week","1994","Full Time","higher education","38","0.047423874500185","0.0343930767038022","0.0604546722965679","2"
"Min 1x per week","1994","Part Time","in school","6","","","","2"
"Min 1x per week","1994","Part Time","general elemantary","60","0.100349165925945","0.0737994782413785","0.126898853610511","2"
"Min 1x per week","1994","Part Time","higher vocational","10","","","","2"
"Min 1x per week","1994","Full Time","in school","1","","","","2"
"Min 1x per week","1994","Full Time","middle vocational","310","0.0962980474053959","0.0860561974230366","0.106539897387755","2"
"Min 1x per week","1994","Full Time","general elemantary","136","0.179900145983887","0.15325023452213","0.206550057445643","2"
"Min 1x per week","1994","Full Time","inadequately","9","","","","2"
"Never","1994","Not Working","higher education","183","0.575711730082053","0.523331417022431","0.628092043141675","5"
"Never","1994","Not Working","higher vocational","108","0.623790768764792","0.556143670276945","0.69143786725264","5"
"Never","1994","Full Time","in school","","","","","5"
"Never","1994","Full Time","inadequately","119","0.522289108042608","0.45374485256007","0.590833363525146","5"
"Never","1994","Full Time","general elemantary","287","0.351191227262851","0.318072256525142","0.38431019800056","5"
"Never","1994","Full Time","middle vocational","786","0.236041813512207","0.221298797908968","0.250784829115447","5"
"Never","1994","Full Time","vocational + Abi","36","0.152804600614362","0.103309742743973","0.202299458484751","5"
"Never","1994","Full Time","higher vocational","91","0.192232883597856","0.154900722476087","0.229565044719625","5"
"Never","1994","Full Time","higher education","199","0.184496991301777","0.160715993592443","0.208277989011111","5"
"Never","1994","Part Time","in school","","","","","5"
"Never","1994","Part Time","vocational + Abi","16","","","","5"
"Never","1994","Part Time","higher vocational","29","","","","5"
"Never","1994","Part Time","higher education","55","0.205492447712173","0.158499155820523","0.252485739603824","5"
"Never","1994","Not Working","in school","6","","","","5"
"Never","1994","Not Working","inadequately","207","0.775363287684613","0.724038847995175","0.826687727374051","5"
"Never","1994","Not Working","general elemantary","837","0.765040960684826","0.740901512462102","0.789180408907551","5"
"Never","1994","Not Working","middle vocational","1254","0.619448183844675","0.59891575417238","0.63998061351697","5"
"Never","1994","Not Working","vocational + Abi","33","0.347950528291203","0.257698862609281","0.438202193973125","5"
"Never","1994","Part Time","inadequately","65","0.603464579788998","0.507104449374549","0.699824710203446","5"
"Never","1994","Part Time","general elemantary","196","0.39129202077516","0.348167872270766","0.434416169279555","5"
"Never","1994","Part Time","middle vocational","332","0.271727926436326","0.246537608570388","0.296918244302264","5"
"Rarely","1994","Not Working","higher vocational","71","0.303666533771029","0.239453664225509","0.36787940331655","4"
"Rarely","1994","Not Working","higher education","107","0.275936242594","0.228563577721945","0.323308907466056","4"
"Rarely","1994","Part Time","higher education","160","0.532146139201916","0.474115214939717","0.590177063464114","4"
"Rarely","1994","Full Time","in school","2","","","","4"
"Rarely","1994","Full Time","inadequately","59","0.298909862088949","0.236091000989883","0.361728723188014","4"
"Rarely","1994","Full Time","general elemantary","241","0.309782204493701","0.277699722847826","0.341864686139575","4"
"Rarely","1994","Full Time","middle vocational","1489","0.479991110528571","0.462645921371797","0.497336299685345","4"
"Rarely","1994","Full Time","vocational + Abi","96","0.474461795255271","0.405770320170628","0.543153270339914","4"
"Rarely","1994","Full Time","higher vocational","233","0.56184376275405","0.514838283209534","0.608849242298567","4"
"Rarely","1994","Part Time","general elemantary","164","0.354273329604588","0.312010445452524","0.396536213756652","4"
"Rarely","1994","Part Time","middle vocational","568","0.484258401005663","0.455959188849186","0.51255761316214","4"
"Rarely","1994","Part Time","vocational + Abi","33","0.377335060841368","0.272421421819681","0.482248699863054","4"
"Rarely","1994","Part Time","higher vocational","67","0.590901885512887","0.505726416626482","0.676077354399292","4"
"Rarely","1994","Not Working","in school","43","0.179290520192245","0.128716748605979","0.229864291778511","4"
"Rarely","1994","Full Time","higher education","614","0.570000380139625","0.539647895248734","0.600352865030515","4"
"Rarely","1994","Part Time","in school","1","","","","4"
"Rarely","1994","Part Time","inadequately","26","","","","4"
"Rarely","1994","Not Working","inadequately","35","0.165314725868819","0.119632381942071","0.210997069795567","4"
"Rarely","1994","Not Working","general elemantary","196","0.147687335998369","0.127486933874839","0.167887738121899","4"
"Rarely","1994","Not Working","middle vocational","619","0.264206188002142","0.245560409939397","0.282851966064887","4"
"Rarely","1994","Not Working","vocational + Abi","31","0.269229183641931","0.185184960533856","0.353273406750005","4"
"Daily","1995","Full Time","higher vocational","","","","","1"
"Daily","1995","Full Time","in school","","","","","1"
"Daily","1995","Full Time","inadequately","","","","","1"
"Daily","1995","Full Time","general elemantary","","","","","1"
"Daily","1995","Full Time","middle vocational","4","","","","1"
"Daily","1995","Full Time","vocational + Abi","","","","","1"
"Daily","1995","Not Working","higher education","","","","","1"
"Daily","1995","Part Time","middle vocational","2","","","","1"
"Daily","1995","Not Working","vocational + Abi","","","","","1"
"Daily","1995","Not Working","higher vocational","","","","","1"
"Daily","1995","Full Time","higher education","","","","","1"
"Daily","1995","Part Time","in school","","","","","1"
"Daily","1995","Not Working","general elemantary","","","","","1"
"Daily","1995","Part Time","inadequately","","","","","1"
"Daily","1995","Part Time","general elemantary","","","","","1"
"Daily","1995","Part Time","vocational + Abi","","","","","1"
"Daily","1995","Part Time","higher vocational","","","","","1"
"Daily","1995","Part Time","higher education","","","","","1"
"Daily","1995","Not Working","in school","","","","","1"
"Daily","1995","Not Working","inadequately","","","","","1"
"Daily","1995","Not Working","middle vocational","1","","","","1"
"Min 1x per month","1995","Not Working","higher vocational","8","","","","3"
"Min 1x per month","1995","Full Time","in school","1","","","","3"
"Min 1x per month","1995","Full Time","inadequately","11","","","","3"
"Min 1x per month","1995","Full Time","general elemantary","109","0.131235539230278","0.107118313057706","0.15535276540285","3"
"Min 1x per month","1995","Full Time","middle vocational","553","0.168717163064865","0.155567839698578","0.181866486431152","3"
"Min 1x per month","1995","Full Time","vocational + Abi","66","0.29471948443928","0.236918596791595","0.352520372086965","3"
"Min 1x per month","1995","Full Time","higher vocational","82","0.215233755347599","0.176919330980709","0.253548179714489","3"
"Min 1x per month","1995","Full Time","higher education","178","0.186352735806604","0.162988485406697","0.209716986206511","3"
"Min 1x per month","1995","Part Time","in school","","","","","3"
"Min 1x per month","1995","Part Time","inadequately","6","","","","3"
"Min 1x per month","1995","Part Time","general elemantary","80","0.155392322190054","0.123919804176847","0.186864840203261","3"
"Min 1x per month","1995","Part Time","middle vocational","223","0.168989627613002","0.149109690233298","0.188869564992706","3"
"Min 1x per month","1995","Part Time","vocational + Abi","29","","","","3"
"Min 1x per month","1995","Part Time","higher vocational","26","","","","3"
"Min 1x per month","1995","Part Time","higher education","62","0.197211117382762","0.153818764319152","0.240603470446371","3"
"Min 1x per month","1995","Not Working","in school","99","0.370432508390296","0.313562420418763","0.427302596361828","3"
"Min 1x per month","1995","Not Working","inadequately","6","","","","3"
"Min 1x per month","1995","Not Working","general elemantary","94","0.0492407526116263","0.0372171248904862","0.0612643803327663","3"
"Min 1x per month","1995","Not Working","middle vocational","186","0.0685778657414865","0.0581069826767628","0.0790487488062102","3"
"Min 1x per month","1995","Not Working","vocational + Abi","30","0.249875159923938","0.175164675566599","0.324585644281277","3"
"Min 1x per month","1995","Not Working","higher education","27","","","","3"
"Min 1x per week","1995","Not Working","higher vocational","1","","","","2"
"Min 1x per week","1995","Not Working","higher education","6","","","","2"
"Min 1x per week","1995","Not Working","inadequately","3","","","","2"
"Min 1x per week","1995","Not Working","middle vocational","84","0.0286994357260727","0.0217822163486103","0.0356166551035351","2"
"Min 1x per week","1995","Full Time","higher vocational","21","","","","2"
"Min 1x per week","1995","Part Time","middle vocational","112","0.0689372177198186","0.0554972531310237","0.0823771823086135","2"
"Min 1x per week","1995","Not Working","in school","112","0.42415157701292","0.365951596339808","0.482351557686032","2"
"Min 1x per week","1995","Not Working","general elemantary","55","0.0257048279217331","0.0169107456044806","0.0344989102389857","2"
"Min 1x per week","1995","Not Working","vocational + Abi","7","","","","2"
"Min 1x per week","1995","Full Time","general elemantary","114","0.15202730359878","0.126382325429291","0.177672281768268","2"
"Min 1x per week","1995","Part Time","vocational + Abi","9","","","","2"
"Min 1x per week","1995","Part Time","higher vocational","3","","","","2"
"Min 1x per week","1995","Full Time","vocational + Abi","12","","","","2"
"Min 1x per week","1995","Part Time","inadequately","3","","","","2"
"Min 1x per week","1995","Part Time","general elemantary","80","0.15483106448353","0.123404998887406","0.186257130079654","2"
"Min 1x per week","1995","Part Time","higher education","12","","","","2"
"Min 1x per week","1995","Full Time","inadequately","9","","","","2"
"Min 1x per week","1995","Full Time","in school","4","","","","2"
"Min 1x per week","1995","Full Time","higher education","33","0.0344718690225571","0.0235252308667832","0.045418507178331","2"
"Min 1x per week","1995","Part Time","in school","4","","","","2"
"Min 1x per week","1995","Full Time","middle vocational","210","0.0654291582898927","0.0567467311660391","0.0741115854137463","2"
"Never","1995","Not Working","higher vocational","127","0.755310830730042","0.694182643070046","0.816439018390037","5"
"Never","1995","Not Working","higher education","229","0.640432796512553","0.591270250427777","0.68959534259733","5"
"Never","1995","Full Time","in school","1","","","","5"
"Never","1995","Full Time","inadequately","125","0.632786349068105","0.561161878226602","0.704410819909608","5"
"Never","1995","Full Time","general elemantary","312","0.397478635650816","0.362524889847857","0.432432381453775","5"
"Never","1995","Full Time","middle vocational","920","0.299707176825688","0.283621557907753","0.315792795743623","5"
"Never","1995","Full Time","vocational + Abi","57","0.177414157229088","0.128981991223761","0.225846323234414","5"
"Never","1995","Full Time","higher vocational","139","0.353440951560818","0.308875379342825","0.398006523778811","5"
"Never","1995","Full Time","higher education","254","0.249918259518923","0.223939454412119","0.275897064625727","5"
"Never","1995","Part Time","in school","","","","","5"
"Never","1995","Part Time","vocational + Abi","27","","","","5"
"Never","1995","Part Time","higher vocational","40","0.338593784405177","0.257245192203069","0.419942376607285","5"
"Never","1995","Part Time","higher education","78","0.251685247689045","0.204357279151343","0.299013216226747","5"
"Never","1995","Not Working","in school","12","","","","5"
"Never","1995","Not Working","inadequately","226","0.865465583768851","0.823747617384738","0.907183550152963","5"
"Never","1995","Not Working","general elemantary","905","0.790994343734004","0.768399798242682","0.813588889225327","5"
"Never","1995","Not Working","middle vocational","1389","0.672106890209925","0.652657617355498","0.691556163064352","5"
"Never","1995","Not Working","vocational + Abi","57","0.451000462491474","0.365133179975786","0.536867745007162","5"
"Never","1995","Part Time","inadequately","71","0.646549457405442","0.553320118147435","0.739778796663448","5"
"Never","1995","Part Time","general elemantary","212","0.394524105655254","0.352064652104231","0.436983559206277","5"
"Never","1995","Part Time","middle vocational","465","0.348558562429185","0.323279711241262","0.373837413617107","5"
"Rarely","1995","Not Working","higher vocational","54","0.206438961166957","0.14888737579018","0.263990546543734","4"
"Rarely","1995","Not Working","higher education","104","0.278854215299705","0.232912448827495","0.324795981771916","4"
"Rarely","1995","Not Working","in school","54","0.170145896811357","0.125895229999501","0.214396563623214","4"
"Rarely","1995","Part Time","higher education","171","0.512935183505841","0.458425776920471","0.567444590091211","4"
"Rarely","1995","Not Working","inadequately","22","","","","4"
"Rarely","1995","Full Time","in school","","","","","4"
"Rarely","1995","Full Time","inadequately","29","","","","4"
"Rarely","1995","Full Time","general elemantary","218","0.319258521520127","0.285960919459911","0.352556123580342","4"
"Rarely","1995","Full Time","middle vocational","1429","0.465239728676877","0.447726455140282","0.482753002213472","4"
"Rarely","1995","Full Time","vocational + Abi","104","0.4657033597301","0.402462895728961","0.52894382373124","4"
"Rarely","1995","Full Time","higher vocational","200","0.389575547377063","0.344113523854916","0.43503757089921","4"
"Rarely","1995","Part Time","general elemantary","137","0.295252507671161","0.255624451774335","0.334880563567988","4"
"Rarely","1995","Part Time","middle vocational","563","0.412848191048422","0.386729454792453","0.438966927304391","4"
"Rarely","1995","Part Time","vocational + Abi","44","0.389802837469407","0.298245652354573","0.481360022584241","4"
"Rarely","1995","Part Time","higher vocational","61","0.471209293251779","0.385401793958884","0.557016792544674","4"
"Rarely","1995","Not Working","general elemantary","190","0.134060075732637","0.115126549195515","0.152993602269758","4"
"Rarely","1995","Not Working","middle vocational","578","0.228698959897276","0.211298444858899","0.246099474935653","4"
"Rarely","1995","Not Working","vocational + Abi","35","0.257429438659437","0.181980835335895","0.332878041982979","4"
"Rarely","1995","Part Time","in school","","","","","4"
"Rarely","1995","Part Time","inadequately","21","","","","4"
"Rarely","1995","Full Time","higher education","602","0.529257135651916","0.499307529534906","0.559206741768926","4"
"Daily","1996","Full Time","in school","","","","","1"
"Daily","1996","Full Time","inadequately","","","","","1"
"Daily","1996","Full Time","general elemantary","","","","","1"
"Daily","1996","Full Time","middle vocational","","","","","1"
"Daily","1996","Full Time","vocational + Abi","","","","","1"
"Daily","1996","Full Time","higher vocational","","","","","1"
"Daily","1996","Full Time","higher education","","","","","1"
"Daily","1996","Part Time","in school","","","","","1"
"Daily","1996","Part Time","inadequately","","","","","1"
"Daily","1996","Part Time","general elemantary","","","","","1"
"Daily","1996","Part Time","middle vocational","","","","","1"
"Daily","1996","Part Time","vocational + Abi","","","","","1"
"Daily","1996","Part Time","higher vocational","","","","","1"
"Daily","1996","Part Time","higher education","","","","","1"
"Daily","1996","Not Working","in school","","","","","1"
"Daily","1996","Not Working","inadequately","","","","","1"
"Daily","1996","Not Working","general elemantary","","","","","1"
"Daily","1996","Not Working","middle vocational","","","","","1"
"Daily","1996","Not Working","vocational + Abi","","","","","1"
"Daily","1996","Not Working","higher vocational","","","","","1"
"Daily","1996","Not Working","higher education","","","","","1"
"Min 1x per month","1996","Not Working","higher vocational","14","","","","3"
"Min 1x per month","1996","Full Time","in school","1","","","","3"
"Min 1x per month","1996","Full Time","inadequately","11","","","","3"
"Min 1x per month","1996","Full Time","general elemantary","122","0.179017277547451","0.150329261442924","0.207705293651979","3"
"Min 1x per month","1996","Full Time","middle vocational","666","0.208272018281412","0.193851309669504","0.22269272689332","3"
"Min 1x per month","1996","Full Time","vocational + Abi","78","0.365329933518251","0.305640875726173","0.425018991310329","3"
"Min 1x per month","1996","Full Time","higher vocational","111","0.271488517760857","0.230214704448327","0.312762331073386","3"
"Min 1x per month","1996","Full Time","higher education","233","0.224809725191703","0.199935694503113","0.249683755880293","3"
"Min 1x per month","1996","Part Time","inadequately","10","","","","3"
"Min 1x per month","1996","Part Time","general elemantary","89","0.15560824161442","0.124422742257845","0.186793740970996","3"
"Min 1x per month","1996","Part Time","middle vocational","286","0.209194912172778","0.187843481017729","0.230546343327827","3"
"Min 1x per month","1996","Part Time","higher vocational","32","0.201293432522767","0.135110353899759","0.267476511145774","3"
"Min 1x per month","1996","Not Working","in school","111","0.396358527405916","0.338546875086279","0.454170179725552","3"
"Min 1x per month","1996","Part Time","in school","7","","","","3"
"Min 1x per month","1996","Part Time","vocational + Abi","32","0.321155638582504","0.233500430454597","0.408810846710412","3"
"Min 1x per month","1996","Part Time","higher education","74","0.219047155121587","0.174557374588122","0.263536935655053","3"
"Min 1x per month","1996","Not Working","inadequately","7","","","","3"
"Min 1x per month","1996","Not Working","general elemantary","95","0.0641911683806776","0.0502423648728302","0.078139971888525","3"
"Min 1x per month","1996","Not Working","middle vocational","226","0.0879643167325849","0.0760634709473078","0.099865162517862","3"
"Min 1x per month","1996","Not Working","vocational + Abi","22","","","","3"
"Min 1x per month","1996","Not Working","higher education","50","0.131676075493242","0.0962511953513484","0.167100955635135","3"
"Min 1x per week","1996","Not Working","higher vocational","5","","","","2"
"Min 1x per week","1996","Not Working","higher education","8","","","","2"
"Min 1x per week","1996","Full Time","in school","5","","","","2"
"Min 1x per week","1996","Full Time","inadequately","5","","","","2"
"Min 1x per week","1996","Full Time","general elemantary","116","0.182530508111206","0.153624405408476","0.211436610813937","2"
"Min 1x per week","1996","Full Time","middle vocational","306","0.104985871405467","0.0940999920785644","0.11587175073237","2"
"Min 1x per week","1996","Full Time","vocational + Abi","24","","","","2"
"Min 1x per week","1996","Full Time","higher vocational","27","","","","2"
"Min 1x per week","1996","Full Time","higher education","54","0.0554230439349558","0.0417898277659552","0.0690562601039563","2"
"Min 1x per week","1996","Part Time","in school","4","","","","2"
"Min 1x per week","1996","Part Time","inadequately","4","","","","2"
"Min 1x per week","1996","Part Time","vocational + Abi","11","","","","2"
"Min 1x per week","1996","Part Time","higher vocational","10","","","","2"
"Min 1x per week","1996","Part Time","higher education","23","","","","2"
"Min 1x per week","1996","Not Working","in school","105","0.430203549418047","0.371687013525721","0.488720085310374","2"
"Min 1x per week","1996","Not Working","inadequately","2","","","","2"
"Min 1x per week","1996","Not Working","vocational + Abi","11","","","","2"
"Min 1x per week","1996","Part Time","middle vocational","145","0.109968038901196","0.0935450293495415","0.12639104845285","2"
"Min 1x per week","1996","Part Time","general elemantary","68","0.118482951239673","0.0906789242261245","0.146286978253222","2"
"Min 1x per week","1996","Not Working","general elemantary","58","0.031240750886163","0.0213398569220124","0.0411416448503136","2"
"Min 1x per week","1996","Not Working","middle vocational","117","0.0451454440246062","0.036421874588179","0.0538690134610335","2"
"Never","1996","Not Working","higher vocational","91","0.570264852962966","0.497541008348529","0.642988697577404","5"
"Never","1996","Not Working","higher education","171","0.521990082923683","0.469658526889044","0.574321638958321","5"
"Never","1996","Full Time","in school","","","","","5"
"Never","1996","Full Time","inadequately","76","0.440321495476259","0.356581011980926","0.524061978971593","5"
"Never","1996","Full Time","general elemantary","201","0.250793094998019","0.218355794332309","0.283230395663729","5"
"Never","1996","Full Time","middle vocational","595","0.200561269281883","0.186341280012076","0.21478125855169","5"
"Never","1996","Full Time","vocational + Abi","37","0.147967291188789","0.103953469266113","0.191981113111464","5"
"Never","1996","Full Time","higher vocational","68","0.14676163517587","0.113920200576082","0.179603069775658","5"
"Never","1996","Full Time","higher education","163","0.156998620643434","0.135321753209883","0.178675488076985","5"
"Never","1996","Part Time","in school","","","","","5"
"Never","1996","Part Time","inadequately","64","0.526558468921087","0.434499661077984","0.618617276764189","5"
"Never","1996","Part Time","general elemantary","199","0.378440366323659","0.336714578990681","0.420166153656636","5"
"Never","1996","Part Time","middle vocational","343","0.234198550334959","0.211967146002172","0.256429954667746","5"
"Never","1996","Part Time","vocational + Abi","21","","","","5"
"Never","1996","Part Time","higher vocational","29","","","","5"
"Never","1996","Part Time","higher education","55","0.194307444175556","0.151746775329514","0.236868113021599","5"
"Never","1996","Not Working","in school","8","","","","5"
"Never","1996","Not Working","inadequately","201","0.76775859244971","0.714775738495496","0.820741446403924","5"
"Never","1996","Not Working","general elemantary","778","0.712188134914705","0.686421514452079","0.737954755377331","5"
"Never","1996","Not Working","middle vocational","1152","0.578013636804611","0.557262738780776","0.598764534828446","5"
"Never","1996","Not Working","vocational + Abi","44","0.389106420491465","0.301508945213023","0.476703895769907","5"
"Rarely","1996","Not Working","higher vocational","68","0.326138466916281","0.257269362500054","0.395007571332507","4"
"Rarely","1996","Not Working","higher education","121","0.328426487296566","0.279224806855492","0.377628167737641","4"
"Rarely","1996","Not Working","in school","51","0.155622066799823","0.11277848504314","0.198465648556506","4"
"Rarely","1996","Part Time","higher education","180","0.526096870798088","0.472386679811433","0.579807061784743","4"
"Rarely","1996","Not Working","inadequately","34","0.179569013990962","0.131408634094864","0.227729393887059","4"
"Rarely","1996","Full Time","vocational + Abi","111","0.378271667953592","0.318157017916187","0.438386317990997","4"
"Rarely","1996","Part Time","vocational + Abi","45","0.431430967471246","0.33845256062191","0.524409374320583","4"
"Rarely","1996","Part Time","higher vocational","70","0.547915606902713","0.465766068493414","0.630065145312013","4"
"Rarely","1996","Full Time","middle vocational","1479","0.486180841031238","0.468431296679396","0.503930385383079","4"
"Rarely","1996","Full Time","in school","","","","","4"
"Rarely","1996","Full Time","inadequately","43","0.386648959868345","0.30450149167135","0.468796428065339","4"
"Rarely","1996","Full Time","general elemantary","247","0.387659119343323","0.351199875032658","0.424118363653989","4"
"Rarely","1996","Not Working","vocational + Abi","42","0.327528228931457","0.243207178548979","0.411849279313935","4"
"Rarely","1996","Full Time","higher vocational","240","0.507620333228754","0.461222230552244","0.554018435905265","4"
"Rarely","1996","Part Time","general elemantary","163","0.347468440822248","0.306502507362424","0.388434374282071","4"
"Rarely","1996","Part Time","middle vocational","620","0.446638498591067","0.420540977807835","0.4727360193743","4"
"Rarely","1996","Not Working","general elemantary","255","0.192379945818455","0.169946850959202","0.214813040677707","4"
"Rarely","1996","Not Working","middle vocational","681","0.288876602438198","0.269833078623005","0.307920126253391","4"
"Rarely","1996","Part Time","inadequately","35","0.306438905190585","0.221438072136907","0.391439738244264","4"
"Rarely","1996","Part Time","in school","","","","","4"
"Rarely","1996","Full Time","higher education","632","0.562768610229907","0.533211970353057","0.592325250106757","4"
"Daily","1997","Full Time","inadequately","","","","","1"
"Daily","1997","Full Time","general elemantary","","","","","1"
"Daily","1997","Full Time","middle vocational","","","","","1"
"Daily","1997","Full Time","vocational + Abi","","","","","1"
"Daily","1997","Full Time","higher vocational","","","","","1"
"Daily","1997","Full Time","higher education","","","","","1"
"Daily","1997","Part Time","in school","","","","","1"
"Daily","1997","Part Time","inadequately","","","","","1"
"Daily","1997","Part Time","general elemantary","","","","","1"
"Daily","1997","Full Time","in school","","","","","1"
"Daily","1997","Part Time","middle vocational","","","","","1"
"Daily","1997","Part Time","vocational + Abi","","","","","1"
"Daily","1997","Part Time","higher vocational","","","","","1"
"Daily","1997","Part Time","higher education","","","","","1"
"Daily","1997","Not Working","in school","","","","","1"
