"pli0091_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2003","Not Working","middle vocational","326","0.065790438272314","0.0582757399413069","0.073305136603321","3"
"Min 1x per month","2003","Not Working","vocational + Abi","38","0.094810651200398","0.061151754298384","0.128469548102412","3"
"Min 1x per month","2003","Not Working","higher vocational","26","","","","3"
"Min 1x per month","2003","Not Working","higher education","95","0.097068942202043","0.0784189842655261","0.11571890013856","3"
"Min 1x per week","2003","Full Time","in school","1","","","","2"
"Min 1x per week","2003","Full Time","inadequately","3","","","","2"
"Min 1x per week","2003","Full Time","general elemantary","81","0.126130319897144","0.100528849091711","0.151731790702577","2"
"Min 1x per week","2003","Full Time","middle vocational","205","0.044205765404617","0.0380303106814687","0.0503812201277653","2"
"Min 1x per week","2003","Full Time","higher education","78","0.0399943574018266","0.0323195553456925","0.0476691594579607","2"
"Min 1x per week","2003","Part Time","in school","36","0.326106225003384","0.240052250758745","0.412160199248023","2"
"Min 1x per week","2003","Part Time","inadequately","1","","","","2"
"Min 1x per week","2003","Part Time","general elemantary","64","0.106318305333295","0.0819368649210866","0.130699745745504","2"
"Min 1x per week","2003","Part Time","middle vocational","159","0.0497229241436181","0.041519199505771","0.0579266487814651","2"
"Min 1x per week","2003","Not Working","middle vocational","107","0.018443196892157","0.0143648531508252","0.0225215406334887","2"
"Min 1x per week","2003","Not Working","vocational + Abi","6","","","","2"
"Min 1x per week","2003","Not Working","higher vocational","5","","","","2"
"Min 1x per week","2003","Full Time","vocational + Abi","29","","","","2"
"Min 1x per week","2003","Full Time","higher vocational","26","","","","2"
"Min 1x per week","2003","Part Time","vocational + Abi","20","","","","2"
"Min 1x per week","2003","Part Time","higher education","33","0.0452241330291987","0.0315105910585785","0.0589376749998189","2"
"Min 1x per week","2003","Not Working","in school","121","0.199823425035299","0.164668513238046","0.234978336832552","2"
"Min 1x per week","2003","Not Working","inadequately","5","","","","2"
"Min 1x per week","2003","Not Working","general elemantary","46","0.0283624749210131","0.0199390660567869","0.0367858837852394","2"
"Min 1x per week","2003","Not Working","higher education","13","","","","2"
"Min 1x per week","2003","Part Time","higher vocational","10","","","","2"
"Never","2003","Full Time","vocational + Abi","88","0.162284349645129","0.131385588860504","0.193183110429753","5"
"Never","2003","Part Time","inadequately","27","","","","5"
"Never","2003","Part Time","general elemantary","237","0.417087101133784","0.378085798034915","0.456088404232652","5"
"Never","2003","Part Time","middle vocational","771","0.304941539974442","0.287566469320342","0.322316610628541","5"
"Never","2003","Full Time","higher vocational","165","0.224337456142957","0.195803379855242","0.252871532430672","5"
"Never","2003","Full Time","higher education","380","0.152818837277018","0.138725705280829","0.166911969273207","5"
"Never","2003","Part Time","in school","","","","","5"
"Never","2003","Full Time","in school","","","","","5"
"Never","2003","Full Time","inadequately","40","0.548628400037481","0.428572811541935","0.668683988533028","5"
"Never","2003","Full Time","general elemantary","186","0.317897982192152","0.281989224137825","0.353806740246479","5"
"Never","2003","Full Time","middle vocational","1078","0.267607060459612","0.254306555189197","0.280907565730027","5"
"Never","2003","Part Time","vocational + Abi","62","0.224374386660867","0.178879819196655","0.26986895412508","5"
"Never","2003","Part Time","higher vocational","96","0.260957193380923","0.216918356208094","0.304996030553752","5"
"Never","2003","Part Time","higher education","185","0.202919360237387","0.17637778644077","0.229460934034004","5"
"Never","2003","Not Working","in school","19","","","","5"
"Never","2003","Not Working","inadequately","131","0.845399331084202","0.789381700664224","0.90141696150418","5"
"Never","2003","Not Working","general elemantary","1084","0.754800580087676","0.732971295072845","0.776629865102507","5"
"Never","2003","Not Working","middle vocational","2634","0.666308563419233","0.652015733179406","0.68060139365906","5"
"Never","2003","Not Working","vocational + Abi","135","0.5427680453822","0.485531024736541","0.600005066027859","5"
"Never","2003","Not Working","higher vocational","302","0.651340772030189","0.608797656973374","0.693883887087005","5"
"Never","2003","Not Working","higher education","491","0.536996430978808","0.505584959510059","0.568407902447557","5"
"Rarely","2003","Part Time","general elemantary","175","0.284274872799791","0.248596398500048","0.319953347099533","4"
"Rarely","2003","Part Time","middle vocational","1269","0.475843414101642","0.456995201462291","0.494691626740994","4"
"Rarely","2003","Not Working","general elemantary","247","0.161453201075571","0.142782928340063","0.180123473811079","4"
"Rarely","2003","Not Working","middle vocational","1112","0.248524659916668","0.235425298696448","0.261624021136888","4"
"Rarely","2003","Part Time","inadequately","10","","","","4"
"Rarely","2003","Part Time","vocational + Abi","162","0.476966617742549","0.42249684965431","0.531436385830788","4"
"Rarely","2003","Part Time","higher vocational","207","0.521788934809108","0.471696325728093","0.571881543890122","4"
"Rarely","2003","Part Time","higher education","445","0.479776832709814","0.446806124229458","0.51274754119017","4"
"Rarely","2003","Not Working","in school","117","0.257372279700404","0.218936441238925","0.295808118161882","4"
"Rarely","2003","Not Working","inadequately","20","","","","4"
"Rarely","2003","Not Working","vocational + Abi","112","0.353425048284592","0.298501359509289","0.408348737059894","4"
"Rarely","2003","Not Working","higher vocational","149","0.300675864131478","0.259739137342641","0.341612590920315","4"
"Rarely","2003","Not Working","higher education","369","0.351388455225588","0.321314088305469","0.381462822145706","4"
"Rarely","2003","Full Time","in school","","","","","4"
"Rarely","2003","Full Time","vocational + Abi","265","0.474122605111591","0.432277755604566","0.515967454618615","4"
"Rarely","2003","Full Time","higher vocational","483","0.545063633076452","0.511001217493103","0.579126048659801","4"
"Rarely","2003","Full Time","higher education","1425","0.528466908847872","0.508914696024993","0.54801912167075","4"
"Rarely","2003","Part Time","in school","19","","","","4"
"Rarely","2003","Full Time","middle vocational","2135","0.48535426271474","0.470339070522537","0.500369454906943","4"
"Rarely","2003","Full Time","inadequately","17","","","","4"
"Rarely","2003","Full Time","general elemantary","216","0.296337879516493","0.261124516586235","0.331551242446751","4"
"Daily","2004","Full Time","in school","","","","","1"
"Daily","2004","Not Working","inadequately","","","","","1"
"Daily","2004","Full Time","higher vocational","","","","","1"
"Daily","2004","Full Time","higher education","","","","","1"
"Daily","2004","Part Time","in school","","","","","1"
"Daily","2004","Part Time","middle vocational","","","","","1"
"Daily","2004","Part Time","vocational + Abi","","","","","1"
"Daily","2004","Part Time","higher vocational","","","","","1"
"Daily","2004","Part Time","higher education","","","","","1"
"Daily","2004","Not Working","in school","","","","","1"
"Daily","2004","Not Working","middle vocational","","","","","1"
"Daily","2004","Full Time","inadequately","","","","","1"
"Daily","2004","Full Time","general elemantary","","","","","1"
"Daily","2004","Full Time","middle vocational","","","","","1"
"Daily","2004","Full Time","vocational + Abi","","","","","1"
"Daily","2004","Not Working","higher vocational","","","","","1"
"Daily","2004","Not Working","general elemantary","","","","","1"
"Daily","2004","Not Working","higher education","","","","","1"
"Daily","2004","Not Working","vocational + Abi","","","","","1"
"Daily","2004","Part Time","inadequately","","","","","1"
"Daily","2004","Part Time","general elemantary","","","","","1"
"Min 1x per month","2004","Full Time","in school","","","","","3"
"Min 1x per month","2004","Full Time","inadequately","","","","","3"
"Min 1x per month","2004","Full Time","general elemantary","","","","","3"
"Min 1x per month","2004","Full Time","middle vocational","","","","","3"
"Min 1x per month","2004","Full Time","vocational + Abi","","","","","3"
"Min 1x per month","2004","Full Time","higher vocational","","","","","3"
"Min 1x per month","2004","Full Time","higher education","","","","","3"
"Min 1x per month","2004","Part Time","in school","","","","","3"
"Min 1x per month","2004","Part Time","inadequately","","","","","3"
"Min 1x per month","2004","Part Time","general elemantary","","","","","3"
"Min 1x per month","2004","Part Time","middle vocational","","","","","3"
"Min 1x per month","2004","Not Working","vocational + Abi","","","","","3"
"Min 1x per month","2004","Part Time","vocational + Abi","","","","","3"
"Min 1x per month","2004","Part Time","higher vocational","","","","","3"
"Min 1x per month","2004","Part Time","higher education","","","","","3"
"Min 1x per month","2004","Not Working","in school","","","","","3"
"Min 1x per month","2004","Not Working","inadequately","","","","","3"
"Min 1x per month","2004","Not Working","general elemantary","","","","","3"
"Min 1x per month","2004","Not Working","middle vocational","","","","","3"
"Min 1x per month","2004","Not Working","higher vocational","","","","","3"
"Min 1x per month","2004","Not Working","higher education","","","","","3"
"Min 1x per week","2004","Full Time","in school","","","","","2"
"Min 1x per week","2004","Full Time","inadequately","","","","","2"
"Min 1x per week","2004","Full Time","general elemantary","","","","","2"
"Min 1x per week","2004","Full Time","higher vocational","","","","","2"
"Min 1x per week","2004","Full Time","higher education","","","","","2"
"Min 1x per week","2004","Part Time","in school","","","","","2"
"Min 1x per week","2004","Part Time","inadequately","","","","","2"
"Min 1x per week","2004","Part Time","vocational + Abi","","","","","2"
"Min 1x per week","2004","Full Time","middle vocational","","","","","2"
"Min 1x per week","2004","Full Time","vocational + Abi","","","","","2"
"Min 1x per week","2004","Part Time","general elemantary","","","","","2"
"Min 1x per week","2004","Part Time","middle vocational","","","","","2"
"Min 1x per week","2004","Part Time","higher vocational","","","","","2"
"Min 1x per week","2004","Part Time","higher education","","","","","2"
"Min 1x per week","2004","Not Working","in school","","","","","2"
"Min 1x per week","2004","Not Working","inadequately","","","","","2"
"Min 1x per week","2004","Not Working","general elemantary","","","","","2"
"Min 1x per week","2004","Not Working","middle vocational","","","","","2"
"Min 1x per week","2004","Not Working","vocational + Abi","","","","","2"
"Min 1x per week","2004","Not Working","higher vocational","","","","","2"
"Min 1x per week","2004","Not Working","higher education","","","","","2"
"Never","2004","Full Time","vocational + Abi","","","","","5"
"Never","2004","Full Time","higher vocational","","","","","5"
"Never","2004","Full Time","higher education","","","","","5"
"Never","2004","Part Time","in school","","","","","5"
"Never","2004","Part Time","inadequately","","","","","5"
"Never","2004","Part Time","general elemantary","","","","","5"
"Never","2004","Part Time","middle vocational","","","","","5"
"Never","2004","Not Working","higher education","","","","","5"
"Never","2004","Full Time","in school","","","","","5"
"Never","2004","Full Time","inadequately","","","","","5"
"Never","2004","Full Time","general elemantary","","","","","5"
"Never","2004","Full Time","middle vocational","","","","","5"
"Never","2004","Part Time","vocational + Abi","","","","","5"
"Never","2004","Part Time","higher vocational","","","","","5"
"Never","2004","Part Time","higher education","","","","","5"
"Never","2004","Not Working","in school","","","","","5"
"Never","2004","Not Working","inadequately","","","","","5"
"Never","2004","Not Working","general elemantary","","","","","5"
"Never","2004","Not Working","middle vocational","","","","","5"
"Never","2004","Not Working","vocational + Abi","","","","","5"
"Never","2004","Not Working","higher vocational","","","","","5"
"Rarely","2004","Part Time","general elemantary","","","","","4"
"Rarely","2004","Part Time","middle vocational","","","","","4"
"Rarely","2004","Not Working","general elemantary","","","","","4"
"Rarely","2004","Not Working","middle vocational","","","","","4"
"Rarely","2004","Part Time","inadequately","","","","","4"
"Rarely","2004","Part Time","vocational + Abi","","","","","4"
"Rarely","2004","Part Time","higher vocational","","","","","4"
"Rarely","2004","Part Time","higher education","","","","","4"
"Rarely","2004","Not Working","in school","","","","","4"
"Rarely","2004","Not Working","inadequately","","","","","4"
"Rarely","2004","Not Working","vocational + Abi","","","","","4"
"Rarely","2004","Not Working","higher vocational","","","","","4"
"Rarely","2004","Not Working","higher education","","","","","4"
"Rarely","2004","Full Time","in school","","","","","4"
"Rarely","2004","Full Time","higher vocational","","","","","4"
"Rarely","2004","Full Time","higher education","","","","","4"
"Rarely","2004","Full Time","vocational + Abi","","","","","4"
"Rarely","2004","Part Time","in school","","","","","4"
"Rarely","2004","Full Time","middle vocational","","","","","4"
"Rarely","2004","Full Time","inadequately","","","","","4"
"Rarely","2004","Full Time","general elemantary","","","","","4"
"Daily","2005","Full Time","in school","","","","","1"
"Daily","2005","Full Time","general elemantary","","","","","1"
"Daily","2005","Full Time","middle vocational","","","","","1"
"Daily","2005","Full Time","vocational + Abi","","","","","1"
"Daily","2005","Full Time","higher vocational","","","","","1"
"Daily","2005","Full Time","higher education","","","","","1"
"Daily","2005","Part Time","in school","","","","","1"
"Daily","2005","Part Time","inadequately","","","","","1"
"Daily","2005","Part Time","general elemantary","","","","","1"
"Daily","2005","Part Time","middle vocational","","","","","1"
"Daily","2005","Part Time","vocational + Abi","","","","","1"
"Daily","2005","Part Time","higher vocational","","","","","1"
"Daily","2005","Part Time","higher education","","","","","1"
"Daily","2005","Not Working","in school","","","","","1"
"Daily","2005","Not Working","inadequately","","","","","1"
"Daily","2005","Full Time","inadequately","","","","","1"
"Daily","2005","Not Working","general elemantary","","","","","1"
"Daily","2005","Not Working","higher education","","","","","1"
"Daily","2005","Not Working","middle vocational","","","","","1"
"Daily","2005","Not Working","higher vocational","","","","","1"
"Daily","2005","Not Working","vocational + Abi","","","","","1"
"Min 1x per month","2005","Full Time","in school","2","","","","3"
"Min 1x per month","2005","Part Time","middle vocational","468","0.172533907465833","0.157731580312173","0.187336234619494","3"
"Min 1x per month","2005","Full Time","inadequately","10","","","","3"
"Min 1x per month","2005","Full Time","general elemantary","135","0.234923037866866","0.199652103404699","0.270193972329033","3"
"Min 1x per month","2005","Full Time","middle vocational","793","0.207738676925757","0.194861887418627","0.220615466432887","3"
"Min 1x per month","2005","Full Time","vocational + Abi","144","0.286369021613493","0.247809557040335","0.324928486186651","3"
"Min 1x per month","2005","Full Time","higher vocational","144","0.213437892518869","0.184516235317362","0.242359549720376","3"
"Min 1x per month","2005","Full Time","higher education","572","0.276084777833224","0.257538101994387","0.294631453672062","3"
"Min 1x per month","2005","Part Time","in school","38","0.474922780616703","0.375029663843566","0.574815897389841","3"
"Min 1x per month","2005","Part Time","inadequately","3","","","","3"
"Min 1x per month","2005","Part Time","general elemantary","95","0.197991595092764","0.162993350925443","0.232989839260086","3"
"Min 1x per month","2005","Part Time","vocational + Abi","95","0.26237808725434","0.214177338163041","0.310578836345639","3"
"Min 1x per month","2005","Part Time","higher vocational","49","0.142090150448026","0.10447724275687","0.179703058139183","3"
"Min 1x per month","2005","Part Time","higher education","243","0.287524521187207","0.25837274620462","0.316676296169793","3"
"Min 1x per month","2005","Not Working","in school","252","0.485025570105152","0.443181592409623","0.526869547800681","3"
"Min 1x per month","2005","Not Working","inadequately","9","","","","3"
"Min 1x per month","2005","Not Working","general elemantary","127","0.0772017591466337","0.0629795791787943","0.0914239391144731","3"
"Min 1x per month","2005","Not Working","middle vocational","356","0.0797520822860764","0.0712919230399586","0.0882122415321942","3"
"Min 1x per month","2005","Not Working","vocational + Abi","43","0.15339516528549","0.111557073436733","0.195233257134246","3"
"Min 1x per month","2005","Not Working","higher vocational","29","","","","3"
"Min 1x per month","2005","Not Working","higher education","120","0.123683600617753","0.103278693582743","0.144088507652763","3"
"Min 1x per week","2005","Full Time","in school","1","","","","2"
"Min 1x per week","2005","Full Time","inadequately","5","","","","2"
"Min 1x per week","2005","Full Time","general elemantary","83","0.144607808355698","0.115347418227326","0.17386819848407","2"
"Min 1x per week","2005","Full Time","middle vocational","272","0.0658609816449755","0.0579880851019989","0.0737338781879521","2"
"Min 1x per week","2005","Full Time","higher vocational","35","0.0427610444775018","0.0284801557109496","0.057041933244054","2"
"Min 1x per week","2005","Full Time","higher education","103","0.0533982054795539","0.0440710763647151","0.0627253345943928","2"
"Min 1x per week","2005","Part Time","in school","44","0.337574987315665","0.242980469916434","0.432169504714896","2"
"Min 1x per week","2005","Part Time","inadequately","5","","","","2"
"Min 1x per week","2005","Part Time","middle vocational","157","0.0627684980224077","0.0532665648144735","0.0722704312303418","2"
"Min 1x per week","2005","Part Time","vocational + Abi","27","","","","2"
"Min 1x per week","2005","Part Time","higher vocational","11","","","","2"
"Min 1x per week","2005","Part Time","higher education","62","0.0795963538057676","0.0621631041413142","0.097029603470221","2"
"Min 1x per week","2005","Not Working","in school","164","0.253789981480332","0.217354409926157","0.290225553034507","2"
"Min 1x per week","2005","Not Working","inadequately","2","","","","2"
"Min 1x per week","2005","Not Working","general elemantary","53","0.0310269493837585","0.0217879576069977","0.0402659411605193","2"
"Min 1x per week","2005","Not Working","middle vocational","134","0.031124944597535","0.0257018986819995","0.0365479905130704","2"
"Min 1x per week","2005","Not Working","vocational + Abi","12","","","","2"
"Min 1x per week","2005","Full Time","vocational + Abi","33","0.0601260386260075","0.0398493405508237","0.0804027367011912","2"
"Min 1x per week","2005","Part Time","general elemantary","48","0.0816770750324111","0.057623412088053","0.105730737976769","2"
"Min 1x per week","2005","Not Working","higher vocational","13","","","","2"
"Min 1x per week","2005","Not Working","higher education","32","0.0380898412122237","0.0262261474476227","0.0499535349768246","2"
"Never","2005","Full Time","vocational + Abi","62","0.125011606758049","0.0968013236635924","0.153221889852505","5"
"Never","2005","Full Time","higher vocational","137","0.196339483741842","0.168300579310776","0.224378388172908","5"
"Never","2005","Full Time","higher education","253","0.115359602374785","0.102106692182401","0.12861251256717","5"
"Never","2005","Part Time","in school","","","","","5"
"Never","2005","Part Time","inadequately","17","","","","5"
"Never","2005","Part Time","general elemantary","167","0.365451668048764","0.323157474607401","0.407745861490127","5"
"Never","2005","Part Time","middle vocational","549","0.235488919116172","0.218866478250824","0.25211135998152","5"
"Never","2005","Not Working","higher education","422","0.464406465425379","0.433495335356543","0.495317595494216","5"
"Never","2005","Full Time","in school","","","","","5"
"Never","2005","Full Time","inadequately","27","","","","5"
"Never","2005","Full Time","general elemantary","134","0.234652195153144","0.199395359550948","0.26990903075534","5"
"Never","2005","Full Time","middle vocational","728","0.191232838001709","0.178750162572881","0.203715513430537","5"
"Never","2005","Part Time","vocational + Abi","35","0.110274343262645","0.0759550450047971","0.144593641520493","5"
"Never","2005","Part Time","higher vocational","65","0.17843169502538","0.137184736224692","0.219678653826068","5"
"Never","2005","Part Time","higher education","155","0.154060861463206","0.13080896834362","0.177312754582791","5"
"Never","2005","Not Working","in school","19","","","","5"
"Never","2005","Not Working","inadequately","123","0.80993414176226","0.747966547031073","0.871901736493447","5"
"Never","2005","Not Working","general elemantary","922","0.703388880239269","0.679050556921755","0.727727203556784","5"
"Never","2005","Not Working","middle vocational","2181","0.585580519279973","0.570196546884454","0.600964491675493","5"
"Never","2005","Not Working","vocational + Abi","113","0.443741877384904","0.38606137264171","0.501422382128098","5"
"Never","2005","Not Working","higher vocational","239","0.582553091200879","0.537241347729164","0.627864834672593","5"
"Rarely","2005","Part Time","inadequately","10","","","","4"
"Rarely","2005","Part Time","general elemantary","188","0.35487966182606","0.312855956564709","0.396903367087412","4"
"Rarely","2005","Full Time","in school","","","","","4"
"Rarely","2005","Full Time","inadequately","14","","","","4"
"Rarely","2005","Full Time","general elemantary","203","0.385816958624292","0.345318250817787","0.426315666430796","4"
"Rarely","2005","Part Time","in school","14","","","","4"
"Rarely","2005","Part Time","middle vocational","1329","0.529208675395587","0.509654236013306","0.548763114777868","4"
"Rarely","2005","Part Time","vocational + Abi","163","0.530701784105059","0.47602249906983","0.585381069140289","4"
"Rarely","2005","Part Time","higher vocational","206","0.643523622230081","0.591925758766035","0.695121485694128","4"
"Rarely","2005","Part Time","higher education","466","0.47881826354382","0.446642967938897","0.510993559148744","4"
"Rarely","2005","Not Working","in school","113","0.217667564052942","0.183117382116042","0.252217745989841","4"
"Rarely","2005","Not Working","inadequately","20","","","","4"
"Rarely","2005","Not Working","general elemantary","251","0.188382411230338","0.167547335012318","0.209217487448359","4"
"Rarely","2005","Not Working","middle vocational","1268","0.303542453836415","0.289183852250755","0.317901055422076","4"
"Rarely","2005","Full Time","higher education","1304","0.555157414312437","0.534541042108255","0.575773786516618","4"
"Rarely","2005","Full Time","vocational + Abi","289","0.528493333002451","0.485914396951043","0.571072269053858","4"
"Rarely","2005","Full Time","higher vocational","455","0.547461579261787","0.51232775267329","0.582595405850284","4"
"Rarely","2005","Full Time","middle vocational","2020","0.535167503427559","0.519336523562076","0.550998483293041","4"
"Rarely","2005","Not Working","vocational + Abi","117","0.361953597606294","0.306160786734291","0.417746408478296","4"
"Rarely","2005","Not Working","higher vocational","174","0.33561407838429","0.292225772977876","0.379002383790703","4"
"Rarely","2005","Not Working","higher education","426","0.373820092744644","0.343833371986777","0.403806813502511","4"
"Daily","2006","Full Time","general elemantary","","","","","1"
"Daily","2006","Full Time","middle vocational","","","","","1"
"Daily","2006","Full Time","vocational + Abi","","","","","1"
"Daily","2006","Full Time","higher vocational","","","","","1"
"Daily","2006","Full Time","higher education","","","","","1"
"Daily","2006","Part Time","in school","","","","","1"
"Daily","2006","Part Time","inadequately","","","","","1"
"Daily","2006","Part Time","general elemantary","","","","","1"
"Daily","2006","Part Time","middle vocational","","","","","1"
"Daily","2006","Part Time","vocational + Abi","","","","","1"
"Daily","2006","Part Time","higher vocational","","","","","1"
"Daily","2006","Part Time","higher education","","","","","1"
"Daily","2006","Not Working","in school","","","","","1"
"Daily","2006","Not Working","inadequately","","","","","1"
"Daily","2006","Not Working","general elemantary","","","","","1"
"Daily","2006","Not Working","middle vocational","","","","","1"
"Daily","2006","Not Working","vocational + Abi","","","","","1"
"Daily","2006","Not Working","higher vocational","","","","","1"
"Daily","2006","Not Working","higher education","","","","","1"
"Daily","2006","Full Time","in school","","","","","1"
"Daily","2006","Full Time","inadequately","","","","","1"
"Min 1x per month","2006","Part Time","vocational + Abi","","","","","3"
"Min 1x per month","2006","Full Time","middle vocational","","","","","3"
"Min 1x per month","2006","Full Time","higher education","","","","","3"
"Min 1x per month","2006","Part Time","general elemantary","","","","","3"
"Min 1x per month","2006","Full Time","in school","","","","","3"
"Min 1x per month","2006","Full Time","general elemantary","","","","","3"
"Min 1x per month","2006","Full Time","vocational + Abi","","","","","3"
"Min 1x per month","2006","Part Time","in school","","","","","3"
"Min 1x per month","2006","Part Time","inadequately","","","","","3"
"Min 1x per month","2006","Part Time","middle vocational","","","","","3"
"Min 1x per month","2006","Part Time","higher vocational","","","","","3"
"Min 1x per month","2006","Part Time","higher education","","","","","3"
"Min 1x per month","2006","Full Time","higher vocational","","","","","3"
"Min 1x per month","2006","Not Working","in school","","","","","3"
"Min 1x per month","2006","Not Working","inadequately","","","","","3"
"Min 1x per month","2006","Not Working","general elemantary","","","","","3"
"Min 1x per month","2006","Not Working","middle vocational","","","","","3"
"Min 1x per month","2006","Not Working","vocational + Abi","","","","","3"
"Min 1x per month","2006","Not Working","higher vocational","","","","","3"
"Min 1x per month","2006","Not Working","higher education","","","","","3"
"Min 1x per month","2006","Full Time","inadequately","","","","","3"
"Min 1x per week","2006","Part Time","general elemantary","","","","","2"
"Min 1x per week","2006","Full Time","vocational + Abi","","","","","2"
"Min 1x per week","2006","Full Time","general elemantary","","","","","2"
"Min 1x per week","2006","Part Time","higher vocational","","","","","2"
"Min 1x per week","2006","Part Time","vocational + Abi","","","","","2"
"Min 1x per week","2006","Full Time","middle vocational","","","","","2"
"Min 1x per week","2006","Full Time","higher vocational","","","","","2"
"Min 1x per week","2006","Part Time","in school","","","","","2"
"Min 1x per week","2006","Part Time","inadequately","","","","","2"
"Min 1x per week","2006","Part Time","middle vocational","","","","","2"
"Min 1x per week","2006","Not Working","in school","","","","","2"
"Min 1x per week","2006","Not Working","inadequately","","","","","2"
"Min 1x per week","2006","Not Working","higher vocational","","","","","2"
"Min 1x per week","2006","Not Working","higher education","","","","","2"
"Min 1x per week","2006","Part Time","higher education","","","","","2"
"Min 1x per week","2006","Full Time","higher education","","","","","2"
"Min 1x per week","2006","Not Working","general elemantary","","","","","2"
"Min 1x per week","2006","Not Working","middle vocational","","","","","2"
"Min 1x per week","2006","Not Working","vocational + Abi","","","","","2"
"Min 1x per week","2006","Full Time","in school","","","","","2"
"Min 1x per week","2006","Full Time","inadequately","","","","","2"
"Never","2006","Full Time","vocational + Abi","","","","","5"
"Never","2006","Full Time","higher vocational","","","","","5"
"Never","2006","Full Time","higher education","","","","","5"
"Never","2006","Part Time","in school","","","","","5"
"Never","2006","Part Time","inadequately","","","","","5"
"Never","2006","Part Time","general elemantary","","","","","5"
"Never","2006","Part Time","middle vocational","","","","","5"
"Never","2006","Not Working","higher education","","","","","5"
"Never","2006","Full Time","in school","","","","","5"
"Never","2006","Full Time","inadequately","","","","","5"
"Never","2006","Full Time","general elemantary","","","","","5"
"Never","2006","Full Time","middle vocational","","","","","5"
"Never","2006","Part Time","vocational + Abi","","","","","5"
"Never","2006","Part Time","higher vocational","","","","","5"
"Never","2006","Part Time","higher education","","","","","5"
"Never","2006","Not Working","in school","","","","","5"
"Never","2006","Not Working","inadequately","","","","","5"
"Never","2006","Not Working","general elemantary","","","","","5"
"Never","2006","Not Working","middle vocational","","","","","5"
"Never","2006","Not Working","vocational + Abi","","","","","5"
"Never","2006","Not Working","higher vocational","","","","","5"
"Rarely","2006","Full Time","general elemantary","","","","","4"
"Rarely","2006","Full Time","middle vocational","","","","","4"
"Rarely","2006","Full Time","vocational + Abi","","","","","4"
"Rarely","2006","Full Time","higher education","","","","","4"
"Rarely","2006","Part Time","in school","","","","","4"
"Rarely","2006","Part Time","inadequately","","","","","4"
"Rarely","2006","Part Time","general elemantary","","","","","4"
"Rarely","2006","Part Time","middle vocational","","","","","4"
"Rarely","2006","Part Time","vocational + Abi","","","","","4"
"Rarely","2006","Full Time","higher vocational","","","","","4"
"Rarely","2006","Part Time","higher vocational","","","","","4"
"Rarely","2006","Part Time","higher education","","","","","4"
"Rarely","2006","Not Working","in school","","","","","4"
"Rarely","2006","Not Working","inadequately","","","","","4"
"Rarely","2006","Not Working","general elemantary","","","","","4"
"Rarely","2006","Not Working","middle vocational","","","","","4"
"Rarely","2006","Not Working","higher vocational","","","","","4"
"Rarely","2006","Not Working","higher education","","","","","4"
"Rarely","2006","Not Working","vocational + Abi","","","","","4"
"Rarely","2006","Full Time","in school","","","","","4"
"Rarely","2006","Full Time","inadequately","","","","","4"
"Daily","2007","Full Time","general elemantary","","","","","1"
"Daily","2007","Full Time","middle vocational","","","","","1"
"Daily","2007","Full Time","vocational + Abi","","","","","1"
"Daily","2007","Full Time","higher vocational","","","","","1"
"Daily","2007","Full Time","higher education","","","","","1"
"Daily","2007","Part Time","in school","","","","","1"
"Daily","2007","Part Time","inadequately","","","","","1"
"Daily","2007","Part Time","general elemantary","","","","","1"
"Daily","2007","Part Time","middle vocational","","","","","1"
"Daily","2007","Part Time","vocational + Abi","","","","","1"
"Daily","2007","Part Time","higher vocational","","","","","1"
"Daily","2007","Part Time","higher education","","","","","1"
"Daily","2007","Not Working","in school","","","","","1"
"Daily","2007","Not Working","inadequately","","","","","1"
"Daily","2007","Not Working","general elemantary","","","","","1"
"Daily","2007","Not Working","middle vocational","","","","","1"
"Daily","2007","Not Working","vocational + Abi","","","","","1"
"Daily","2007","Not Working","higher vocational","","","","","1"
"Daily","2007","Not Working","higher education","","","","","1"
"Daily","2007","Full Time","in school","","","","","1"
"Daily","2007","Full Time","inadequately","","","","","1"
"Min 1x per month","2007","Full Time","in school","","","","","3"
"Min 1x per month","2007","Full Time","vocational + Abi","147","0.280723401661802","0.243305409219415","0.31814139410419","3"
"Min 1x per month","2007","Full Time","general elemantary","106","0.216454585401642","0.1780180461118","0.254891124691484","3"
"Min 1x per month","2007","Full Time","middle vocational","776","0.207569492719437","0.194566332987905","0.220572652450969","3"
"Min 1x per month","2007","Full Time","higher education","601","0.27103687973457","0.25281568074528","0.28925807872386","3"
"Min 1x per month","2007","Part Time","general elemantary","86","0.184733407063402","0.149230469260371","0.220236344866433","3"
"Min 1x per month","2007","Full Time","higher vocational","137","0.212926488155204","0.183044949748172","0.242808026562236","3"
"Min 1x per month","2007","Part Time","in school","21","","","","3"
"Min 1x per month","2007","Part Time","inadequately","6","","","","3"
"Min 1x per month","2007","Part Time","middle vocational","445","0.160004256490375","0.145522928920952","0.174485584059799","3"
"Min 1x per month","2007","Part Time","vocational + Abi","80","0.221319461450356","0.176046772235761","0.26659215066495","3"
"Min 1x per month","2007","Part Time","higher vocational","52","0.159783567951309","0.119638264540965","0.199928871361654","3"
"Min 1x per month","2007","Part Time","higher education","230","0.272847718970284","0.244448588962594","0.301246848977974","3"
