"pli0091_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Daily","1985","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Daily","1985","Couple + C. GT 16 ","(0) in school","","","",""
"Daily","1985","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Daily","1985","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Daily","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Daily","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Daily","1985","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Daily","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Daily","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Daily","1985","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Daily","1985","Couple + C. LE and GT 16","(0) in school","","","",""
"Daily","1985","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Daily","1985","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Daily","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Daily","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","1-pers.-HH","(0) in school","","","",""
"Min 1x per week","1985","1-pers.-HH","(1a) inadequately completed","4","","",""
"Min 1x per week","1985","1-pers.-HH","(1b) general elementary school","12","","",""
"Min 1x per week","1985","1-pers.-HH","(1c) basic vocational qualification","26","","",""
"Min 1x per week","1985","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Min 1x per week","1985","1-pers.-HH","(2a) intermediate vocational","30","0.134721755413318","0.0852543303067296","0.184189180519906"
"Min 1x per week","1985","1-pers.-HH","(2c_gen) general maturity certificate","15","","",""
"Min 1x per week","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per week","1985","1-pers.-HH","(3a) lower tertiary education","5","","",""
"Min 1x per week","1985","1-pers.-HH","(3b) higher tertiary education","8","","",""
"Min 1x per week","1985","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1985","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Min 1x per week","1985","(Married) couple without C. ","(1b) general elementary school","13","","",""
"Min 1x per week","1985","(Married) couple without C. ","(1c) basic vocational qualification","51","0.0429848265368147","0.0304076734256985","0.0555619796479309"
"Min 1x per week","1985","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2a) intermediate vocational","19","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1985","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Min 1x per week","1985","(Married) couple without C. ","(3b) higher tertiary education","15","","",""
"Min 1x per week","1985","Single parent ","(0) in school","4","","",""
"Min 1x per week","1985","Single parent ","(1a) inadequately completed","3","","",""
"Min 1x per week","1985","Single parent ","(1b) general elementary school","20","","",""
"Min 1x per week","1985","Single parent ","(1c) basic vocational qualification","15","","",""
"Min 1x per week","1985","Single parent ","(2b) intermediate general qualification","12","","",""
"Min 1x per week","1985","Single parent ","(2a) intermediate vocational","6","","",""
"Min 1x per week","1985","Single parent ","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1985","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1985","Single parent ","(3a) lower tertiary education","1","","",""
"Min 1x per week","1985","Single parent ","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(0) in school","1","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(1a) inadequately completed","7","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(1b) general elementary school","21","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","42","0.0384419120807236","0.0265907000992757","0.0502931240621715"
"Min 1x per week","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(2a) intermediate vocational","23","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(3a) lower tertiary education","4","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(3b) higher tertiary education","9","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(0) in school","32","0.390592735248361","0.284344561014258","0.496840909482463"
"Min 1x per week","1985","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(1b) general elementary school","50","0.100422113240198","0.0728051160095614","0.128039110470835"
"Min 1x per week","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","72","0.0921160349120855","0.0698842565865122","0.114347813237659"
"Min 1x per week","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","55","0.304388767893326","0.233964268043495","0.374813267743157"
"Min 1x per week","1985","Couple + C. GT 16 ","(2a) intermediate vocational","43","0.191005593390973","0.13975608857034","0.242255098211605"
"Min 1x per week","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","39","0.348609659171785","0.261134240325117","0.436085078018452"
"Min 1x per week","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(3b) higher tertiary education","10","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(0) in school","26","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(1b) general elementary school","54","0.149191240130827","0.113877204516136","0.184505275745519"
"Min 1x per week","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","50","0.103864998652838","0.0751951901163863","0.13253480718929"
"Min 1x per week","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","45","0.385527234580963","0.297334255863611","0.473720213298315"
"Min 1x per week","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","19","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","10","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Min 1x per month","1985","1-pers.-HH","(0) in school","","","",""
"Min 1x per month","1985","1-pers.-HH","(1a) inadequately completed","7","","",""
"Min 1x per month","1985","1-pers.-HH","(1b) general elementary school","19","","",""
"Min 1x per month","1985","1-pers.-HH","(1c) basic vocational qualification","46","0.110328666875825","0.0773644822857376","0.143292851465912"
"Min 1x per month","1985","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1985","1-pers.-HH","(2a) intermediate vocational","34","0.152272016790644","0.100217207978003","0.204326825603285"
"Min 1x per month","1985","1-pers.-HH","(2c_gen) general maturity certificate","21","","",""
"Min 1x per month","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per month","1985","1-pers.-HH","(3a) lower tertiary education","5","","",""
"Min 1x per month","1985","1-pers.-HH","(3b) higher tertiary education","22","","",""
"Min 1x per month","1985","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1985","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Min 1x per month","1985","(Married) couple without C. ","(1b) general elementary school","40","0.0458883780563833","0.0285735729632838","0.0632031831494827"
"Min 1x per month","1985","(Married) couple without C. ","(1c) basic vocational qualification","80","0.0702000779603186","0.0543573889614504","0.0860427669591867"
"Min 1x per month","1985","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Min 1x per month","1985","(Married) couple without C. ","(2a) intermediate vocational","62","0.171327454468299","0.131335202684428","0.211319706252169"
"Min 1x per month","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","16","","",""
"Min 1x per month","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","25","","",""
"Min 1x per month","1985","(Married) couple without C. ","(3a) lower tertiary education","12","","",""
"Min 1x per month","1985","(Married) couple without C. ","(3b) higher tertiary education","27","","",""
"Min 1x per month","1985","Single parent ","(0) in school","8","","",""
"Min 1x per month","1985","Single parent ","(1a) inadequately completed","2","","",""
"Min 1x per month","1985","Single parent ","(1b) general elementary school","18","","",""
"Min 1x per month","1985","Single parent ","(1c) basic vocational qualification","33","0.181211749135754","0.122437769766291","0.239985728505217"
"Min 1x per month","1985","Single parent ","(2b) intermediate general qualification","17","","",""
"Min 1x per month","1985","Single parent ","(2a) intermediate vocational","8","","",""
"Min 1x per month","1985","Single parent ","(2c_gen) general maturity certificate","6","","",""
"Min 1x per month","1985","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1985","Single parent ","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Single parent ","(3b) higher tertiary education","2","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(1a) inadequately completed","20","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(1b) general elementary school","39","0.0737884703745137","0.0512100361160431","0.0963669046329843"
"Min 1x per month","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","97","0.0919835430109349","0.074169010094976","0.109798075926894"
"Min 1x per month","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(2a) intermediate vocational","39","0.0973101086748816","0.0669047642671315","0.127715453082632"
"Min 1x per month","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","18","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(3a) lower tertiary education","11","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(3b) higher tertiary education","22","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(0) in school","32","0.436374817430768","0.328373111316126","0.544376523545411"
"Min 1x per month","1985","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(1b) general elementary school","49","0.098467685442","0.0710910604746755","0.125844310409325"
"Min 1x per month","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","78","0.120313134113277","0.0953032323028716","0.145323035923683"
"Min 1x per month","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","57","0.384899041810182","0.310430511340645","0.459367572279719"
"Min 1x per month","1985","Couple + C. GT 16 ","(2a) intermediate vocational","45","0.186884527746808","0.136061953653218","0.237707101840399"
"Min 1x per month","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","41","0.351381569478072","0.263746124330846","0.439017014625298"
"Min 1x per month","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(3b) higher tertiary education","11","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(0) in school","23","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(1b) general elementary school","58","0.165317941248001","0.128498241239681","0.202137641256321"
"Min 1x per month","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","55","0.118682799178767","0.088290505569838","0.149075092787696"
"Min 1x per month","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","29","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","19","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","16","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","5","","",""
"Rarely","1985","1-pers.-HH","(0) in school","","","",""
"Rarely","1985","1-pers.-HH","(1a) inadequately completed","12","","",""
"Rarely","1985","1-pers.-HH","(1b) general elementary school","23","","",""
"Rarely","1985","1-pers.-HH","(1c) basic vocational qualification","56","0.144429684622833","0.107443508014005","0.181415861231661"
"Rarely","1985","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Rarely","1985","1-pers.-HH","(2a) intermediate vocational","31","0.160592593209693","0.107397484568677","0.213787701850709"
"Rarely","1985","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Rarely","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","22","","",""
"Rarely","1985","1-pers.-HH","(3a) lower tertiary education","8","","",""
"Rarely","1985","1-pers.-HH","(3b) higher tertiary education","26","","",""
"Rarely","1985","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1985","(Married) couple without C. ","(1a) inadequately completed","21","","",""
"Rarely","1985","(Married) couple without C. ","(1b) general elementary school","125","0.206683427915322","0.173175871950002","0.240190983880641"
"Rarely","1985","(Married) couple without C. ","(1c) basic vocational qualification","304","0.285038835092383","0.257045245552736","0.31303242463203"
"Rarely","1985","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Rarely","1985","(Married) couple without C. ","(2a) intermediate vocational","140","0.390550277308358","0.338768337128822","0.442332217487894"
"Rarely","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"Rarely","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","29","","",""
"Rarely","1985","(Married) couple without C. ","(3a) lower tertiary education","25","","",""
"Rarely","1985","(Married) couple without C. ","(3b) higher tertiary education","42","0.367834232695452","0.278924269835599","0.456744195555306"
"Rarely","1985","Single parent ","(0) in school","6","","",""
"Rarely","1985","Single parent ","(1a) inadequately completed","5","","",""
"Rarely","1985","Single parent ","(1b) general elementary school","33","0.245556354831382","0.177131278848431","0.313981430814332"
"Rarely","1985","Single parent ","(1c) basic vocational qualification","53","0.349394708231353","0.276646370199298","0.422143046263407"
"Rarely","1985","Single parent ","(2b) intermediate general qualification","11","","",""
"Rarely","1985","Single parent ","(2a) intermediate vocational","21","","",""
"Rarely","1985","Single parent ","(2c_gen) general maturity certificate","13","","",""
"Rarely","1985","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Rarely","1985","Single parent ","(3a) lower tertiary education","","","",""
"Rarely","1985","Single parent ","(3b) higher tertiary education","7","","",""
"Rarely","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","1985","Couple + C. LE 16 ","(1a) inadequately completed","58","0.226410917229966","0.177390960508391","0.275430873951541"
"Rarely","1985","Couple + C. LE 16 ","(1b) general elementary school","175","0.383114552390679","0.341127917987778","0.425101186793581"
"Rarely","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","503","0.524935582101086","0.494153232179877","0.555717932022295"
"Rarely","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","19","","",""
"Rarely","1985","Couple + C. LE 16 ","(2a) intermediate vocational","202","0.56833827329707","0.517525033919563","0.619151512674577"
"Rarely","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","24","","",""
"Rarely","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","39","0.41108809791541","0.318718838979519","0.503457356851301"
"Rarely","1985","Couple + C. LE 16 ","(3a) lower tertiary education","39","0.531192097114298","0.416717288637315","0.64566690559128"
"Rarely","1985","Couple + C. LE 16 ","(3b) higher tertiary education","92","0.553565692163621","0.478837066605145","0.628294317722096"
"Rarely","1985","Couple + C. GT 16 ","(0) in school","14","","",""
"Rarely","1985","Couple + C. GT 16 ","(1a) inadequately completed","31","0.368484129841698","0.288290066468843","0.448678193214554"
"Rarely","1985","Couple + C. GT 16 ","(1b) general elementary school","133","0.272219881068035","0.231321849439964","0.313117912696106"
"Rarely","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","227","0.347089301615071","0.310492855006584","0.383685748223557"
"Rarely","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","32","0.19981025726473","0.138613058038843","0.261007456490618"
"Rarely","1985","Couple + C. GT 16 ","(2a) intermediate vocational","90","0.407515322169046","0.343452745210622","0.471577899127469"
"Rarely","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","24","","",""
"Rarely","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","21","","",""
"Rarely","1985","Couple + C. GT 16 ","(3a) lower tertiary education","11","","",""
"Rarely","1985","Couple + C. GT 16 ","(3b) higher tertiary education","25","","",""
"Rarely","1985","Couple + C. LE and GT 16","(0) in school","21","","",""
"Rarely","1985","Couple + C. LE and GT 16","(1a) inadequately completed","27","","",""
"Rarely","1985","Couple + C. LE and GT 16","(1b) general elementary school","91","0.262819360687636","0.219190351533066","0.306448369842207"
"Rarely","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","169","0.414870242248403","0.3685697404643","0.461170744032506"
"Rarely","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","34","0.311261185047351","0.227364476477773","0.395157893616928"
"Rarely","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","44","0.434764658415397","0.339029546427092","0.530499770403702"
"Rarely","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Rarely","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Rarely","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"Rarely","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"Never","1985","1-pers.-HH","(0) in school","","","",""
"Never","1985","1-pers.-HH","(1a) inadequately completed","41","0.638928504835385","0.521254417629968","0.756602592040803"
"Never","1985","1-pers.-HH","(1b) general elementary school","245","0.874368836941319","0.836801663286899","0.91193601059574"
"Never","1985","1-pers.-HH","(1c) basic vocational qualification","219","0.691548814212695","0.642954215941059","0.74014341248433"
"Never","1985","1-pers.-HH","(2b) intermediate general qualification","19","","",""
"Never","1985","1-pers.-HH","(2a) intermediate vocational","88","0.552413634586345","0.480370406389562","0.624456862783128"
"Never","1985","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Never","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","15","","",""
"Never","1985","1-pers.-HH","(3a) lower tertiary education","10","","",""
"Never","1985","1-pers.-HH","(3b) higher tertiary education","22","","",""
"Never","1985","(Married) couple without C. ","(0) in school","","","",""
"Never","1985","(Married) couple without C. ","(1a) inadequately completed","78","0.683154452921754","0.595410040716767","0.770898865126741"
"Never","1985","(Married) couple without C. ","(1b) general elementary school","383","0.731732736368929","0.695069842418559","0.768395630319298"
"Never","1985","(Married) couple without C. ","(1c) basic vocational qualification","564","0.601776260410483","0.571420127499046","0.632132393321921"
"Never","1985","(Married) couple without C. ","(2b) intermediate general qualification","19","","",""
"Never","1985","(Married) couple without C. ","(2a) intermediate vocational","120","0.385885300114875","0.334216929567917","0.437553670661834"
"Never","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","8","","",""
"Never","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","50","0.501454051094495","0.407155638667598","0.595752463521393"
"Never","1985","(Married) couple without C. ","(3a) lower tertiary education","42","0.571758332981939","0.463327246499794","0.680189419464084"
"Never","1985","(Married) couple without C. ","(3b) higher tertiary education","29","","",""
"Never","1985","Single parent ","(0) in school","1","","",""
"Never","1985","Single parent ","(1a) inadequately completed","27","","",""
"Never","1985","Single parent ","(1b) general elementary school","81","0.520769796920857","0.441351369740631","0.600188224101082"
"Never","1985","Single parent ","(1c) basic vocational qualification","64","0.392538481595029","0.318029843760911","0.467047119429147"
"Never","1985","Single parent ","(2b) intermediate general qualification","6","","",""
"Never","1985","Single parent ","(2a) intermediate vocational","19","","",""
"Never","1985","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Never","1985","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Never","1985","Single parent ","(3a) lower tertiary education","1","","",""
"Never","1985","Single parent ","(3b) higher tertiary education","4","","",""
"Never","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Never","1985","Couple + C. LE 16 ","(1a) inadequately completed","195","0.702835045680802","0.649305374596611","0.756364716764994"
"Never","1985","Couple + C. LE 16 ","(1b) general elementary school","280","0.501096565252852","0.457913502994583","0.544279627511121"
"Never","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","369","0.344638962807256","0.315343861142714","0.373934064471798"
"Never","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"Never","1985","Couple + C. LE 16 ","(2a) intermediate vocational","101","0.272369805054036","0.226699228394202","0.31804038171387"
"Never","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","18","","",""
"Never","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","44","0.413913588850495","0.321450050163349","0.50637712753764"
"Never","1985","Couple + C. LE 16 ","(3a) lower tertiary education","19","","",""
"Never","1985","Couple + C. LE 16 ","(3b) higher tertiary education","47","0.276354585124569","0.209131277891113","0.343577892358025"
"Never","1985","Couple + C. GT 16 ","(0) in school","3","","",""
"Never","1985","Couple + C. GT 16 ","(1a) inadequately completed","93","0.451104658700905","0.368382069483368","0.533827247918443"
"Never","1985","Couple + C. GT 16 ","(1b) general elementary school","223","0.528890320249767","0.483024811428362","0.574755829071171"
"Never","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","273","0.440481529359567","0.402316774460624","0.478646284258509"
"Never","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","20","","",""
"Never","1985","Couple + C. GT 16 ","(2a) intermediate vocational","48","0.214594556693173","0.161070357818079","0.268118755568268"
"Never","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"Never","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","15","","",""
"Never","1985","Couple + C. GT 16 ","(3a) lower tertiary education","16","","",""
"Never","1985","Couple + C. GT 16 ","(3b) higher tertiary education","25","","",""
"Never","1985","Couple + C. LE and GT 16","(0) in school","9","","",""
"Never","1985","Couple + C. LE and GT 16","(1a) inadequately completed","161","0.673339488829618","0.609603931959153","0.737075045700083"
"Never","1985","Couple + C. LE and GT 16","(1b) general elementary school","188","0.422671457933536","0.373707931638495","0.471634984228576"
"Never","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","161","0.362581959919992","0.317404819909464","0.407759099930519"
"Never","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"Never","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","21","","",""
"Never","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"Never","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","10","","",""
"Never","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Never","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Daily","1986","1-pers.-HH","(0) in school","","","",""
"Daily","1986","1-pers.-HH","(1a) inadequately completed","","","",""
"Daily","1986","1-pers.-HH","(1b) general elementary school","","","",""
"Daily","1986","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Daily","1986","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Daily","1986","1-pers.-HH","(2a) intermediate vocational","","","",""
"Daily","1986","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Daily","1986","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","1-pers.-HH","(3a) lower tertiary education","","","",""
"Daily","1986","1-pers.-HH","(3b) higher tertiary education","","","",""
"Daily","1986","(Married) couple without C. ","(0) in school","","","",""
"Daily","1986","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Daily","1986","(Married) couple without C. ","(1b) general elementary school","","","",""
"Daily","1986","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Daily","1986","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Daily","1986","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Daily","1986","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Daily","1986","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Daily","1986","(Married) couple without C. ","(3b) higher tertiary education","","","",""
