"pli0091_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Full Time","lower secondary degree","","","",""
"Daily","1985","Full Time","secondary school degree","","","",""
"Daily","1985","Full Time","college entrance qualification","","","",""
"Daily","1985","Full Time","Other degree","","","",""
"Daily","1985","Full Time","no degree/no degree yet","","","",""
"Daily","1985","Part Time","lower secondary degree","","","",""
"Daily","1985","Part Time","secondary school degree","","","",""
"Daily","1985","Part Time","college entrance qualification","","","",""
"Daily","1985","Part Time","Other degree","","","",""
"Daily","1985","Part Time","no degree/no degree yet","","","",""
"Daily","1985","Not Working","lower secondary degree","","","",""
"Daily","1985","Not Working","secondary school degree","","","",""
"Daily","1985","Not Working","college entrance qualification","","","",""
"Daily","1985","Not Working","Other degree","","","",""
"Daily","1985","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1985","Full Time","lower secondary degree","238","0.0938151936888411","0.081680961581614","0.105949425796068"
"Min 1x per week","1985","Full Time","secondary school degree","162","0.181379954817298","0.155964167281916","0.20679574235268"
"Min 1x per week","1985","Full Time","college entrance qualification","48","0.0919438553865085","0.0678175957239083","0.116070115049109"
"Min 1x per week","1985","Full Time","Other degree","58","0.0949640071853843","0.0744428190760784","0.11548519529469"
"Min 1x per week","1985","Full Time","no degree/no degree yet","19","","",""
"Min 1x per week","1985","Part Time","lower secondary degree","73","0.0710182581586966","0.0543845548208071","0.087651961496586"
"Min 1x per week","1985","Part Time","secondary school degree","56","0.154033479018771","0.116215508475133","0.19185144956241"
"Min 1x per week","1985","Part Time","college entrance qualification","62","0.216702008425935","0.167919089324892","0.265484927526979"
"Min 1x per week","1985","Part Time","Other degree","11","","",""
"Min 1x per week","1985","Part Time","no degree/no degree yet","4","","",""
"Min 1x per week","1985","Not Working","lower secondary degree","80","0.0242396582792302","0.0179476168423532","0.0305316997161071"
"Min 1x per week","1985","Not Working","secondary school degree","65","0.0839648143258294","0.0623428923589392","0.10558673629272"
"Min 1x per week","1985","Not Working","college entrance qualification","67","0.141988114906616","0.107347273197986","0.176628956615247"
"Min 1x per week","1985","Not Working","Other degree","13","","",""
"Min 1x per week","1985","Not Working","no degree/no degree yet","73","0.227492085790574","0.191802231801091","0.263181939780056"
"Min 1x per month","1985","Full Time","lower secondary degree","333","0.143733936550644","0.129133987302557","0.158333885798731"
"Min 1x per month","1985","Full Time","secondary school degree","202","0.224085319109558","0.196582233150718","0.251588405068398"
"Min 1x per month","1985","Full Time","college entrance qualification","109","0.19178285422361","0.158909712641948","0.224655995805272"
"Min 1x per month","1985","Full Time","Other degree","85","0.116174348716571","0.0937443895021859","0.138604307930956"
"Min 1x per month","1985","Full Time","no degree/no degree yet","35","0.0886803968375601","0.0623560106059838","0.115004783069136"
"Min 1x per month","1985","Part Time","lower secondary degree","93","0.0990682956397304","0.0797212954872265","0.118415295792234"
"Min 1x per month","1985","Part Time","secondary school degree","70","0.209990387515269","0.167319668182254","0.252661106848285"
"Min 1x per month","1985","Part Time","college entrance qualification","80","0.28940693585795","0.23571145212046","0.34310241959544"
"Min 1x per month","1985","Part Time","Other degree","17","","",""
"Min 1x per month","1985","Part Time","no degree/no degree yet","10","","",""
"Min 1x per month","1985","Not Working","lower secondary degree","141","0.0455769148689675","0.037043955536586","0.054109874201349"
"Min 1x per month","1985","Not Working","secondary school degree","88","0.115457868398692","0.090542886195266","0.140372850602117"
"Min 1x per month","1985","Not Working","college entrance qualification","84","0.194110127425749","0.154856686386586","0.233363568464913"
"Min 1x per month","1985","Not Working","Other degree","22","","",""
"Min 1x per month","1985","Not Working","no degree/no degree yet","79","0.247477083499929","0.210737221911371","0.284216945088488"
"Rarely","1985","Full Time","lower secondary degree","891","0.404698678109346","0.384271816975079","0.425125539243613"
"Rarely","1985","Full Time","secondary school degree","348","0.395326162395538","0.36307791575441","0.427574409036665"
"Rarely","1985","Full Time","college entrance qualification","244","0.436371435330329","0.394962225234227","0.477780645426431"
"Rarely","1985","Full Time","Other degree","222","0.281102523989222","0.249635482579309","0.312569565399135"
"Rarely","1985","Full Time","no degree/no degree yet","93","0.26114793785066","0.220472603707049","0.301823271994272"
"Rarely","1985","Part Time","lower secondary degree","367","0.389723374797388","0.358141206065499","0.421305543529278"
"Rarely","1985","Part Time","secondary school degree","151","0.425265207557076","0.373471411825366","0.477059003288787"
"Rarely","1985","Part Time","college entrance qualification","89","0.325417025239138","0.26994032349517","0.380893726983106"
"Rarely","1985","Part Time","Other degree","44","0.269249374680207","0.202570911764516","0.335927837595898"
