"pli0091_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Full Time","West Germany","","","",""
"Daily","1985","Full Time","East Germany","","","",""
"Daily","1985","Part Time","West Germany","","","",""
"Daily","1985","Part Time","East Germany","","","",""
"Daily","1985","Not Working","West Germany","","","",""
"Daily","1985","Not Working","East Germany","","","",""
"Min 1x per week","1985","Full Time","West Germany","526","0.112686962477514","0.103868277162656","0.121505647792372"
"Min 1x per week","1985","Full Time","East Germany","","","",""
"Min 1x per week","1985","Part Time","West Germany","214","0.118285284146378","0.103561260340637","0.133009307952118"
"Min 1x per week","1985","Part Time","East Germany","","","",""
"Min 1x per week","1985","Not Working","West Germany","302","0.0601356509987223","0.0529268594139594","0.0673444425834853"
"Min 1x per week","1985","Not Working","East Germany","","","",""
"Min 1x per month","1985","Full Time","West Germany","769","0.166391864548484","0.156005212230489","0.176778516866479"
"Min 1x per month","1985","Full Time","East Germany","","","",""
"Min 1x per month","1985","Part Time","West Germany","274","0.156522293171015","0.139956127016462","0.173088459325568"
"Min 1x per month","1985","Part Time","East Germany","","","",""
"Min 1x per month","1985","Not Working","West Germany","426","0.0873041373447725","0.0787447175489934","0.0958635571405517"
"Min 1x per month","1985","Not Working","East Germany","","","",""
"Rarely","1985","Full Time","West Germany","1810","0.397568789847227","0.383920178991344","0.411217400703109"
"Rarely","1985","Full Time","East Germany","","","",""
"Rarely","1985","Part Time","West Germany","684","0.380027238610156","0.357896761594118","0.402157715626193"
"Rarely","1985","Part Time","East Germany","","","",""
"Rarely","1985","Not Working","West Germany","975","0.20420989578361","0.191986228165519","0.2164335634017"
"Rarely","1985","Not Working","East Germany","","","",""
"Never","1985","Full Time","West Germany","1834","0.323352383126775","0.310307268809626","0.336397497443924"
"Never","1985","Full Time","East Germany","","","",""
"Never","1985","Part Time","West Germany","676","0.345165184072452","0.323489316953144","0.366841051191759"
"Never","1985","Part Time","East Germany","","","",""
"Never","1985","Not Working","West Germany","2475","0.648350315872895","0.633871806473576","0.662828825272215"
"Never","1985","Not Working","East Germany","","","",""
"Daily","1986","Full Time","West Germany","","","",""
"Daily","1986","Full Time","East Germany","","","",""
"Daily","1986","Part Time","West Germany","","","",""
"Daily","1986","Part Time","East Germany","","","",""
"Daily","1986","Not Working","West Germany","","","",""
"Daily","1986","Not Working","East Germany","","","",""
"Min 1x per week","1986","Full Time","West Germany","479","0.106681430956476","0.0979834615263786","0.115379400386573"
"Min 1x per week","1986","Full Time","East Germany","","","",""
"Min 1x per week","1986","Part Time","West Germany","209","0.122638270121168","0.107576491638175","0.137700048604161"
"Min 1x per week","1986","Part Time","East Germany","","","",""
"Min 1x per week","1986","Not Working","West Germany","282","0.0554644162212724","0.0482782166637252","0.0626506157788195"
"Min 1x per week","1986","Not Working","East Germany","","","",""
"Min 1x per month","1986","Full Time","West Germany","790","0.174427489187869","0.163735577658266","0.185119400717472"
"Min 1x per month","1986","Full Time","East Germany","","","",""
"Min 1x per month","1986","Part Time","West Germany","309","0.173054473095115","0.155684315025567","0.190424631164664"
"Min 1x per month","1986","Part Time","East Germany","","","",""
"Min 1x per month","1986","Not Working","West Germany","426","0.090795966863287","0.0817751296922553","0.0998168040343187"
"Min 1x per month","1986","Not Working","East Germany","","","",""
"Rarely","1986","Full Time","West Germany","1813","0.400437352155542","0.386631765862154","0.414242938448931"
"Rarely","1986","Full Time","East Germany","","","",""
"Rarely","1986","Part Time","West Germany","638","0.366122652651947","0.344002413360611","0.388242891943282"
"Rarely","1986","Part Time","East Germany","","","",""
"Rarely","1986","Not Working","West Germany","870","0.194257346682612","0.181835968300009","0.206678725065215"
"Rarely","1986","Not Working","East Germany","","","",""
"Never","1986","Full Time","West Germany","1757","0.318453727700113","0.305327464088992","0.331579991311234"
"Never","1986","Full Time","East Germany","","","",""
"Never","1986","Part Time","West Germany","666","0.33818460413177","0.31646163155692","0.35990757670662"
"Never","1986","Part Time","East Germany","","","",""
"Never","1986","Not Working","West Germany","2319","0.659482270232829","0.644603935853597","0.674360604612061"
"Never","1986","Not Working","East Germany","","","",""
"Daily","1987","Full Time","West Germany","","","",""
"Daily","1987","Full Time","East Germany","","","",""
"Daily","1987","Part Time","West Germany","","","",""
"Daily","1987","Part Time","East Germany","","","",""
"Daily","1987","Not Working","West Germany","","","",""
"Daily","1987","Not Working","East Germany","","","",""
"Min 1x per week","1987","Full Time","West Germany","","","",""
"Min 1x per week","1987","Full Time","East Germany","","","",""
"Min 1x per week","1987","Part Time","West Germany","","","",""
"Min 1x per week","1987","Part Time","East Germany","","","",""
"Min 1x per week","1987","Not Working","West Germany","","","",""
"Min 1x per week","1987","Not Working","East Germany","","","",""
"Min 1x per month","1987","Full Time","West Germany","","","",""
"Min 1x per month","1987","Full Time","East Germany","","","",""
"Min 1x per month","1987","Part Time","West Germany","","","",""
"Min 1x per month","1987","Part Time","East Germany","","","",""
"Min 1x per month","1987","Not Working","West Germany","","","",""
"Min 1x per month","1987","Not Working","East Germany","","","",""
"Rarely","1987","Full Time","West Germany","","","",""
"Rarely","1987","Full Time","East Germany","","","",""
"Rarely","1987","Part Time","West Germany","","","",""
"Rarely","1987","Part Time","East Germany","","","",""
"Rarely","1987","Not Working","West Germany","","","",""
"Rarely","1987","Not Working","East Germany","","","",""
"Never","1987","Full Time","West Germany","","","",""
"Never","1987","Full Time","East Germany","","","",""
"Never","1987","Part Time","West Germany","","","",""
"Never","1987","Part Time","East Germany","","","",""
"Never","1987","Not Working","West Germany","","","",""
"Never","1987","Not Working","East Germany","","","",""
"Daily","1988","Full Time","West Germany","","","",""
"Daily","1988","Full Time","East Germany","","","",""
"Daily","1988","Part Time","West Germany","","","",""
"Daily","1988","Part Time","East Germany","","","",""
"Daily","1988","Not Working","West Germany","","","",""
"Daily","1988","Not Working","East Germany","","","",""
"Min 1x per week","1988","Full Time","West Germany","442","0.100225830094173","0.0915164112448482","0.108935248943498"
"Min 1x per week","1988","Full Time","East Germany","","","",""
"Min 1x per week","1988","Part Time","West Germany","177","0.0941981028834442","0.0808039112407749","0.107592294526114"
"Min 1x per week","1988","Part Time","East Germany","","","",""
