"pli0091_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","1-pers.-HH","Male","","","","","1"
"Daily","1985","1-pers.-HH","Female","","","","","1"
"Daily","1985","(Married) couple without C. ","Male","","","","","1"
"Daily","1985","(Married) couple without C. ","Female","","","","","1"
"Daily","1985","Single parent ","Male","","","","","1"
"Daily","1985","Single parent ","Female","","","","","1"
"Daily","1985","Couple + C. LE 16 ","Male","","","","","1"
"Daily","1985","Couple + C. LE 16 ","Female","","","","","1"
"Daily","1985","Couple + C. GT 16 ","Male","","","","","1"
"Daily","1985","Couple + C. GT 16 ","Female","","","","","1"
"Daily","1985","Couple + C. LE and GT 16","Male","","","","","1"
"Daily","1985","Couple + C. LE and GT 16","Female","","","","","1"
"Min 1x per month","1985","(Married) couple without C. ","Male","149","0.103401961050875","0.0861960149796774","0.120607907122072","3"
"Min 1x per month","1985","(Married) couple without C. ","Female","133","0.0971044431216178","0.0803652636354546","0.113843622607781","3"
"Min 1x per month","1985","1-pers.-HH","Male","99","0.208987661395098","0.17199282996392","0.245982492826277","3"
"Min 1x per month","1985","1-pers.-HH","Female","76","0.0848517887695275","0.0642234003311506","0.105480177207904","3"
"Min 1x per month","1985","Single parent ","Male","42","0.239899080049747","0.178695446229384","0.301102713870109","3"
"Min 1x per month","1985","Couple + C. LE 16 ","Male","165","0.121081271013039","0.10352931690621","0.138633225119869","3"
"Min 1x per month","1985","Single parent ","Female","57","0.162850007878113","0.124441322282745","0.201258693473481","3"
"Min 1x per month","1985","Couple + C. LE 16 ","Female","93","0.0701751592042082","0.0564158581238121","0.0839344602846042","3"
"Min 1x per month","1985","Couple + C. GT 16 ","Male","201","0.184789792921932","0.161842944938259","0.207736640905605","3"
"Min 1x per month","1985","Couple + C. GT 16 ","Female","139","0.167365025924759","0.143163950105826","0.191566101743691","3"
"Min 1x per month","1985","Couple + C. LE and GT 16","Male","139","0.180933018311929","0.154306833511624","0.207559203112233","3"
"Min 1x per month","1985","Couple + C. LE and GT 16","Female","86","0.159605977836222","0.131936140068762","0.187275815603683","3"
"Min 1x per week","1985","1-pers.-HH","Female","42","0.0485140850608343","0.0326094324916804","0.0644187376299882","2"
"Min 1x per week","1985","(Married) couple without C. ","Male","67","0.050167918433881","0.037832561084707","0.062503275783055","2"
"Min 1x per week","1985","(Married) couple without C. ","Female","42","0.0304538746330156","0.0207398014156807","0.0401679478503505","2"
"Min 1x per week","1985","1-pers.-HH","Male","79","0.151246571062009","0.118646192711606","0.183846949412411","2"
"Min 1x per week","1985","Single parent ","Male","40","0.215501299833607","0.156569684020478","0.274432915646736","2"
"Min 1x per week","1985","Single parent ","Female","35","0.0944913126645948","0.0640631193857261","0.124919505943463","2"
"Min 1x per week","1985","Couple + C. LE 16 ","Male","78","0.0566275576792344","0.0441919177716805","0.0690631975867883","2"
"Min 1x per week","1985","Couple + C. LE 16 ","Female","41","0.0307911241393081","0.0214859273505698","0.0400963209280465","2"
"Min 1x per week","1985","Couple + C. GT 16 ","Male","221","0.191143195148869","0.167896325133135","0.214390065164603","2"
"Min 1x per week","1985","Couple + C. GT 16 ","Female","103","0.121689507179547","0.100494889112731","0.142884125246364","2"
"Min 1x per week","1985","Couple + C. LE and GT 16","Male","145","0.188265396461584","0.161226896141765","0.215303896781404","2"
"Min 1x per week","1985","Couple + C. LE and GT 16","Female","77","0.157189766347826","0.129690722515878","0.184688810179774","2"
"Never","1985","Couple + C. LE 16 ","Male","507","0.334850212695927","0.309458169546128","0.360242255845726","5"
"Never","1985","Single parent ","Male","50","0.23436986908476","0.173656031471234","0.295083706698285","5"
"Never","1985","Single parent ","Female","163","0.434619456180335","0.383053992639428","0.486184919721243","5"
"Never","1985","1-pers.-HH","Male","188","0.425052088085823","0.380071572595778","0.470032603575869","5"
"Never","1985","(Married) couple without C. ","Male","626","0.559552466679588","0.531499242924884","0.587605690434292","5"
"Never","1985","Couple + C. LE 16 ","Female","601","0.388079143506094","0.361830196992844","0.414328090019343","5"
"Never","1985","1-pers.-HH","Female","485","0.749597045565733","0.717525289543777","0.78166880158769","5"
"Never","1985","(Married) couple without C. ","Female","675","0.591811330691942","0.564025846598758","0.619596814785126","5"
"Never","1985","Couple + C. GT 16 ","Male","347","0.318711933626602","0.291162428734738","0.346261438518466","5"
"Never","1985","Couple + C. GT 16 ","Female","387","0.401016757841296","0.369243365170866","0.432790150511727","5"
"Never","1985","Couple + C. LE and GT 16","Male","272","0.266013611818149","0.235451296557004","0.296575927079294","5"
"Never","1985","Couple + C. LE and GT 16","Female","317","0.349929500919619","0.313895617723124","0.385963384116114","5"
"Rarely","1985","1-pers.-HH","Female","98","0.117037080603905","0.093240089138969","0.140834072068841","4"
"Rarely","1985","(Married) couple without C. ","Male","361","0.286877653835657","0.261318547761957","0.312436759909356","4"
"Rarely","1985","1-pers.-HH","Male","98","0.21471367945707","0.177351433592228","0.252075925321912","4"
"Rarely","1985","(Married) couple without C. ","Female","352","0.280630351553425","0.255230028955504","0.306030674151345","4"
"Rarely","1985","Couple + C. LE and GT 16","Female","193","0.333274754896332","0.297661208930911","0.368888300861754","4"
"Rarely","1985","Single parent ","Male","55","0.310229751031887","0.24392857388448","0.376530928179294","4"
"Rarely","1985","Couple + C. LE 16 ","Male","577","0.4874409586118","0.460547566218499","0.5143343510051","4"
"Rarely","1985","Single parent ","Female","100","0.308039223276957","0.260013085430309","0.356065361123605","4"
"Rarely","1985","Couple + C. LE 16 ","Female","589","0.51095457315039","0.484028696942692","0.537880449358088","4"
"Rarely","1985","Couple + C. GT 16 ","Male","330","0.305355078302597","0.278125980560538","0.332584176044657","4"
