"pli0091_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2005","Rhineland-Palatinate,Saarland","Not Employed","108","0.223505371717735","0.186505789439672","0.260504953995799","4"
"Rarely","2005","Rhineland-Palatinate,Saarland","Employed","358","0.471430641939919","0.435633555109021","0.507227728770818","4"
"Rarely","2005","Baden-Württemberg","Not Employed","256","0.278987443300276","0.249847336616286","0.308127549984267","4"
"Rarely","2005","Thuringia","Employed","293","0.548151478606307","0.505252243659413","0.591050713553202","4"
"Rarely","2005","Saxony-Anhalt","Employed","279","0.542783073361135","0.499248088637815","0.586318058084454","4"
"Rarely","2005","Bavaria","Employed","970","0.446112587331331","0.42394708814219","0.468278086520471","4"
"Rarely","2005","Berlin","Not Employed","109","0.356409331640544","0.300999536425821","0.411819126855266","4"
"Rarely","2005","Berlin","Employed","229","0.474379249262481","0.429235434536751","0.519523063988211","4"
"Rarely","2005","Brandenburg","Not Employed","138","0.352710316577499","0.304981996309291","0.400438636845707","4"
"Rarely","2005","Brandenburg","Employed","309","0.627070041723024","0.584767360449261","0.669372722996788","4"
"Rarely","2005","Mecklenburg-Western Pomerania","Not Employed","81","0.292784233470518","0.231092814712328","0.354475652228708","4"
"Rarely","2005","Mecklenburg-Western Pomerania","Employed","175","0.602976860702178","0.547143301218812","0.658810420185545","4"
"Rarely","2005","Saxony","Not Employed","197","0.302060172272248","0.265801369606519","0.338318974937978","4"
"Rarely","2005","Saxony","Employed","522","0.54564803733196","0.51333311066027","0.57796296400365","4"
"Rarely","2005","Saxony-Anhalt","Not Employed","122","0.316372053749316","0.269917671715094","0.362826435783537","4"
"Rarely","2005","Thuringia","Not Employed","110","0.286923348153602","0.241081370695616","0.332765325611587","4"
"Daily","2006","North Rhine-Westphalia","Not Employed","","","","","1"
"Daily","2006","North Rhine-Westphalia","Employed","","","","","1"
"Daily","2006","Hesse","Not Employed","","","","","1"
"Daily","2006","Hesse","Employed","","","","","1"
"Daily","2006","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Daily","2006","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Daily","2006","Baden-Württemberg","Not Employed","","","","","1"
"Daily","2006","Baden-Württemberg","Employed","","","","","1"
"Daily","2006","Bavaria","Not Employed","","","","","1"
"Daily","2006","Bavaria","Employed","","","","","1"
"Daily","2006","Berlin","Not Employed","","","","","1"
"Daily","2006","Berlin","Employed","","","","","1"
"Daily","2006","Brandenburg","Not Employed","","","","","1"
"Daily","2006","Hamburg","Not Employed","","","","","1"
"Daily","2006","Hamburg","Employed","","","","","1"
"Daily","2006","Lower Saxony","Not Employed","","","","","1"
"Daily","2006","Lower Saxony","Employed","","","","","1"
"Daily","2006","Bremen","Not Employed","","","","","1"
"Daily","2006","Bremen","Employed","","","","","1"
"Daily","2006","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Daily","2006","Saxony","Not Employed","","","","","1"
"Daily","2006","Saxony","Employed","","","","","1"
"Daily","2006","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","2006","Saxony-Anhalt","Employed","","","","","1"
"Daily","2006","Thuringia","Not Employed","","","","","1"
"Daily","2006","Thuringia","Employed","","","","","1"
"Daily","2006","Schleswig-Holstein","Not Employed","","","","","1"
"Daily","2006","Schleswig-Holstein","Employed","","","","","1"
"Daily","2006","Brandenburg","Employed","","","","","1"
"Daily","2006","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Min 1x per month","2006","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Min 1x per month","2006","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Min 1x per month","2006","Saxony","Not Employed","","","","","3"
"Min 1x per month","2006","Saxony","Employed","","","","","3"
"Min 1x per month","2006","Schleswig-Holstein","Not Employed","","","","","3"
"Min 1x per month","2006","Schleswig-Holstein","Employed","","","","","3"
"Min 1x per month","2006","Hamburg","Not Employed","","","","","3"
"Min 1x per month","2006","Hamburg","Employed","","","","","3"
"Min 1x per month","2006","Lower Saxony","Not Employed","","","","","3"
"Min 1x per month","2006","Lower Saxony","Employed","","","","","3"
"Min 1x per month","2006","Bremen","Not Employed","","","","","3"
"Min 1x per month","2006","Bremen","Employed","","","","","3"
"Min 1x per month","2006","North Rhine-Westphalia","Not Employed","","","","","3"
"Min 1x per month","2006","North Rhine-Westphalia","Employed","","","","","3"
"Min 1x per month","2006","Hesse","Not Employed","","","","","3"
"Min 1x per month","2006","Hesse","Employed","","","","","3"
"Min 1x per month","2006","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"Min 1x per month","2006","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"Min 1x per month","2006","Baden-Württemberg","Not Employed","","","","","3"
"Min 1x per month","2006","Baden-Württemberg","Employed","","","","","3"
"Min 1x per month","2006","Bavaria","Not Employed","","","","","3"
"Min 1x per month","2006","Bavaria","Employed","","","","","3"
"Min 1x per month","2006","Berlin","Not Employed","","","","","3"
"Min 1x per month","2006","Berlin","Employed","","","","","3"
"Min 1x per month","2006","Brandenburg","Not Employed","","","","","3"
"Min 1x per month","2006","Brandenburg","Employed","","","","","3"
"Min 1x per month","2006","Saxony-Anhalt","Not Employed","","","","","3"
"Min 1x per month","2006","Thuringia","Not Employed","","","","","3"
"Min 1x per month","2006","Thuringia","Employed","","","","","3"
"Min 1x per month","2006","Saxony-Anhalt","Employed","","","","","3"
"Min 1x per week","2006","North Rhine-Westphalia","Not Employed","","","","","2"
"Min 1x per week","2006","North Rhine-Westphalia","Employed","","","","","2"
"Min 1x per week","2006","Hesse","Not Employed","","","","","2"
"Min 1x per week","2006","Hesse","Employed","","","","","2"
"Min 1x per week","2006","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Min 1x per week","2006","Schleswig-Holstein","Employed","","","","","2"
"Min 1x per week","2006","Hamburg","Not Employed","","","","","2"
"Min 1x per week","2006","Hamburg","Employed","","","","","2"
"Min 1x per week","2006","Lower Saxony","Not Employed","","","","","2"
"Min 1x per week","2006","Lower Saxony","Employed","","","","","2"
"Min 1x per week","2006","Bremen","Not Employed","","","","","2"
"Min 1x per week","2006","Bremen","Employed","","","","","2"
"Min 1x per week","2006","Schleswig-Holstein","Not Employed","","","","","2"
"Min 1x per week","2006","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Min 1x per week","2006","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Min 1x per week","2006","Saxony","Not Employed","","","","","2"
"Min 1x per week","2006","Saxony","Employed","","","","","2"
"Min 1x per week","2006","Bavaria","Not Employed","","","","","2"
"Min 1x per week","2006","Bavaria","Employed","","","","","2"
"Min 1x per week","2006","Berlin","Not Employed","","","","","2"
"Min 1x per week","2006","Saxony-Anhalt","Not Employed","","","","","2"
"Min 1x per week","2006","Thuringia","Employed","","","","","2"
"Min 1x per week","2006","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Min 1x per week","2006","Berlin","Employed","","","","","2"
"Min 1x per week","2006","Baden-Württemberg","Not Employed","","","","","2"
"Min 1x per week","2006","Baden-Württemberg","Employed","","","","","2"
"Min 1x per week","2006","Brandenburg","Not Employed","","","","","2"
"Min 1x per week","2006","Brandenburg","Employed","","","","","2"
"Min 1x per week","2006","Saxony-Anhalt","Employed","","","","","2"
"Min 1x per week","2006","Thuringia","Not Employed","","","","","2"
"Never","2006","Bremen","Employed","","","","","5"
"Never","2006","North Rhine-Westphalia","Not Employed","","","","","5"
"Never","2006","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Never","2006","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Never","2006","Saxony","Not Employed","","","","","5"
"Never","2006","Saxony","Employed","","","","","5"
"Never","2006","Saxony-Anhalt","Not Employed","","","","","5"
"Never","2006","Saxony-Anhalt","Employed","","","","","5"
"Never","2006","Thuringia","Not Employed","","","","","5"
"Never","2006","Thuringia","Employed","","","","","5"
"Never","2006","Schleswig-Holstein","Not Employed","","","","","5"
"Never","2006","Schleswig-Holstein","Employed","","","","","5"
"Never","2006","Hamburg","Not Employed","","","","","5"
"Never","2006","Hamburg","Employed","","","","","5"
"Never","2006","Lower Saxony","Not Employed","","","","","5"
"Never","2006","Lower Saxony","Employed","","","","","5"
"Never","2006","Bremen","Not Employed","","","","","5"
"Never","2006","North Rhine-Westphalia","Employed","","","","","5"
"Never","2006","Hesse","Not Employed","","","","","5"
"Never","2006","Hesse","Employed","","","","","5"
"Never","2006","Rhineland-Palatinate,Saarland","Not Employed","","","","","5"
"Never","2006","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Never","2006","Baden-Württemberg","Not Employed","","","","","5"
"Never","2006","Baden-Württemberg","Employed","","","","","5"
"Never","2006","Bavaria","Not Employed","","","","","5"
"Never","2006","Bavaria","Employed","","","","","5"
"Never","2006","Berlin","Not Employed","","","","","5"
"Never","2006","Berlin","Employed","","","","","5"
"Never","2006","Brandenburg","Not Employed","","","","","5"
"Never","2006","Brandenburg","Employed","","","","","5"
"Rarely","2006","Schleswig-Holstein","Not Employed","","","","","4"
"Rarely","2006","Schleswig-Holstein","Employed","","","","","4"
"Rarely","2006","Hamburg","Not Employed","","","","","4"
"Rarely","2006","Hamburg","Employed","","","","","4"
"Rarely","2006","Bremen","Employed","","","","","4"
"Rarely","2006","North Rhine-Westphalia","Not Employed","","","","","4"
"Rarely","2006","North Rhine-Westphalia","Employed","","","","","4"
"Rarely","2006","Hesse","Not Employed","","","","","4"
"Rarely","2006","Hesse","Employed","","","","","4"
"Rarely","2006","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"Rarely","2006","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"Rarely","2006","Baden-Württemberg","Not Employed","","","","","4"
"Rarely","2006","Baden-Württemberg","Employed","","","","","4"
"Rarely","2006","Bavaria","Not Employed","","","","","4"
"Rarely","2006","Lower Saxony","Not Employed","","","","","4"
"Rarely","2006","Lower Saxony","Employed","","","","","4"
"Rarely","2006","Bremen","Not Employed","","","","","4"
"Rarely","2006","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Rarely","2006","Thuringia","Employed","","","","","4"
"Rarely","2006","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Rarely","2006","Saxony","Not Employed","","","","","4"
"Rarely","2006","Saxony","Employed","","","","","4"
"Rarely","2006","Saxony-Anhalt","Not Employed","","","","","4"
"Rarely","2006","Saxony-Anhalt","Employed","","","","","4"
"Rarely","2006","Thuringia","Not Employed","","","","","4"
"Rarely","2006","Berlin","Not Employed","","","","","4"
"Rarely","2006","Brandenburg","Employed","","","","","4"
"Rarely","2006","Berlin","Employed","","","","","4"
"Rarely","2006","Bavaria","Employed","","","","","4"
"Rarely","2006","Brandenburg","Not Employed","","","","","4"
"Daily","2007","North Rhine-Westphalia","Employed","","","","","1"
"Daily","2007","Hesse","Not Employed","","","","","1"
"Daily","2007","Hesse","Employed","","","","","1"
"Daily","2007","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Daily","2007","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Daily","2007","Baden-Württemberg","Not Employed","","","","","1"
"Daily","2007","Baden-Württemberg","Employed","","","","","1"
"Daily","2007","Bavaria","Not Employed","","","","","1"
"Daily","2007","Bavaria","Employed","","","","","1"
"Daily","2007","Berlin","Not Employed","","","","","1"
"Daily","2007","Berlin","Employed","","","","","1"
"Daily","2007","Brandenburg","Not Employed","","","","","1"
"Daily","2007","Brandenburg","Employed","","","","","1"
"Daily","2007","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Daily","2007","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Daily","2007","Saxony","Not Employed","","","","","1"
"Daily","2007","Saxony","Employed","","","","","1"
"Daily","2007","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","2007","Saxony-Anhalt","Employed","","","","","1"
"Daily","2007","Thuringia","Not Employed","","","","","1"
"Daily","2007","Thuringia","Employed","","","","","1"
"Daily","2007","North Rhine-Westphalia","Not Employed","","","","","1"
"Daily","2007","Hamburg","Not Employed","","","","","1"
"Daily","2007","Hamburg","Employed","","","","","1"
"Daily","2007","Lower Saxony","Not Employed","","","","","1"
"Daily","2007","Lower Saxony","Employed","","","","","1"
"Daily","2007","Schleswig-Holstein","Not Employed","","","","","1"
"Daily","2007","Schleswig-Holstein","Employed","","","","","1"
"Daily","2007","Bremen","Not Employed","","","","","1"
"Daily","2007","Bremen","Employed","","","","","1"
"Min 1x per month","2007","Saxony","Not Employed","73","0.118323763352596","0.0926501582820158","0.143997368423177","3"
"Min 1x per month","2007","Mecklenburg-Western Pomerania","Employed","71","0.213577864065499","0.167432002283992","0.259723725847007","3"
"Min 1x per month","2007","Saxony","Employed","171","0.207067701538747","0.180653462035932","0.233481941041563","3"
"Min 1x per month","2007","Mecklenburg-Western Pomerania","Not Employed","19","","","","3"
"Min 1x per month","2007","Schleswig-Holstein","Not Employed","26","","","","3"
"Min 1x per month","2007","Schleswig-Holstein","Employed","66","0.207753269866368","0.165727977897199","0.249778561835537","3"
"Min 1x per month","2007","Hamburg","Not Employed","18","","","","3"
"Min 1x per month","2007","Hamburg","Employed","59","0.333962983871587","0.262857501281134","0.40506846646204","3"
"Min 1x per month","2007","Lower Saxony","Not Employed","87","0.114652192713734","0.0911507847786314","0.138153600648837","3"
"Min 1x per month","2007","North Rhine-Westphalia","Employed","560","0.207740425108371","0.192037399573936","0.223443450642805","3"
"Min 1x per month","2007","Hesse","Not Employed","52","0.111122808767455","0.082799759559934","0.139445857974976","3"
"Min 1x per month","2007","Hesse","Employed","208","0.2054919942777","0.179396539601277","0.231587448954123","3"
"Min 1x per month","2007","Rhineland-Palatinate,Saarland","Not Employed","54","0.0925355673258503","0.0660830638333558","0.118988070818345","3"
"Min 1x per month","2007","Rhineland-Palatinate,Saarland","Employed","147","0.188528000056263","0.159737469171655","0.21731853094087","3"
"Min 1x per month","2007","Baden-Württemberg","Not Employed","101","0.103311771954295","0.0838234729212805","0.122800070987309","3"
"Min 1x per month","2007","Baden-Württemberg","Employed","346","0.235555617866638","0.214477905940246","0.256633329793029","3"
"Min 1x per month","2007","Bavaria","Not Employed","133","0.0959156202470761","0.0780529247731475","0.113778315721005","3"
"Min 1x per month","2007","Bavaria","Employed","427","0.212573023865458","0.194210517293402","0.230935530437514","3"
"Min 1x per month","2007","Berlin","Not Employed","43","0.135761205490838","0.0952769212320663","0.17624548974961","3"
"Min 1x per month","2007","Berlin","Employed","144","0.292131877710715","0.251450736740457","0.332813018680973","3"
"Min 1x per month","2007","Brandenburg","Not Employed","53","0.110768070211557","0.0793776378259468","0.142158502597168","3"
"Min 1x per month","2007","Brandenburg","Employed","92","0.217735192012761","0.18081459771124","0.254655786314282","3"
"Min 1x per month","2007","Lower Saxony","Employed","262","0.201206523135768","0.177779877249376","0.22463316902216","3"
"Min 1x per month","2007","Bremen","Not Employed","15","","","","3"
"Min 1x per month","2007","Bremen","Employed","21","","","","3"
"Min 1x per month","2007","North Rhine-Westphalia","Not Employed","176","0.0870394459220015","0.0733839393074289","0.100694952536574","3"
"Min 1x per month","2007","Saxony-Anhalt","Not Employed","36","0.0691498578228795","0.0434027053088498","0.0948970103369092","3"
"Min 1x per month","2007","Saxony-Anhalt","Employed","90","0.185565324827374","0.151318364352405","0.219812285302343","3"
"Min 1x per month","2007","Thuringia","Not Employed","35","0.0837231691133261","0.056614257177487","0.110832081049165","3"
"Min 1x per month","2007","Thuringia","Employed","94","0.242636335393317","0.205577080492293","0.27969559029434","3"
"Min 1x per week","2007","North Rhine-Westphalia","Employed","147","0.053778697976683","0.0450471633064844","0.0625102326468817","2"
"Min 1x per week","2007","Rhineland-Palatinate,Saarland","Not Employed","17","","","","2"
"Min 1x per week","2007","Hesse","Employed","64","0.0702185744439008","0.0537166454885716","0.0867205033992299","2"
"Min 1x per week","2007","Hesse","Not Employed","21","","","","2"
"Min 1x per week","2007","Schleswig-Holstein","Employed","23","","","","2"
"Min 1x per week","2007","Hamburg","Not Employed","8","","","","2"
"Min 1x per week","2007","Hamburg","Employed","15","","","","2"
"Min 1x per week","2007","Lower Saxony","Not Employed","30","0.0425321304082236","0.0276465280515649","0.0574177327648822","2"
"Min 1x per week","2007","Lower Saxony","Employed","79","0.0753284270039802","0.0599062731172543","0.090750580890706","2"
"Min 1x per week","2007","Bremen","Not Employed","4","","","","2"
"Min 1x per week","2007","Bremen","Employed","5","","","","2"
"Min 1x per week","2007","North Rhine-Westphalia","Not Employed","62","0.031971359486787","0.0234492245471221","0.0404934944264519","2"
"Min 1x per week","2007","Mecklenburg-Western Pomerania","Not Employed","4","","","","2"
"Min 1x per week","2007","Mecklenburg-Western Pomerania","Employed","14","","","","2"
"Min 1x per week","2007","Saxony","Not Employed","27","","","","2"
"Min 1x per week","2007","Saxony","Employed","46","0.0560858993226202","0.0410870840358058","0.0710847146094347","2"
"Min 1x per week","2007","Saxony-Anhalt","Not Employed","18","","","","2"
"Min 1x per week","2007","Saxony-Anhalt","Employed","24","","","","2"
"Min 1x per week","2007","Thuringia","Not Employed","18","","","","2"
"Min 1x per week","2007","Thuringia","Employed","43","0.0983545141460123","0.0726101845705513","0.124098843721473","2"
"Min 1x per week","2007","Schleswig-Holstein","Not Employed","15","","","","2"
"Min 1x per week","2007","Rhineland-Palatinate,Saarland","Employed","41","0.0749904248993316","0.0556038541350922","0.0943769956635711","2"
"Min 1x per week","2007","Baden-Württemberg","Not Employed","79","0.0617087449502284","0.046301659658704","0.0771158302417527","2"
"Min 1x per week","2007","Baden-Württemberg","Employed","126","0.077457107050826","0.064179258683113","0.0907349554185389","2"
"Min 1x per week","2007","Bavaria","Not Employed","49","0.0348017189802966","0.023684236352669","0.0459192016079243","2"
"Min 1x per week","2007","Bavaria","Employed","135","0.0750930045233958","0.0632647266879105","0.086921282358881","2"
"Min 1x per week","2007","Berlin","Not Employed","17","","","","2"
"Min 1x per week","2007","Berlin","Employed","35","0.0770597915293933","0.0532021136484183","0.100917469410368","2"
"Min 1x per week","2007","Brandenburg","Not Employed","17","","","","2"
"Min 1x per week","2007","Brandenburg","Employed","29","","","","2"
"Never","2007","Schleswig-Holstein","Not Employed","136","0.504771865016462","0.443525779922076","0.566017950110849","5"
"Never","2007","Schleswig-Holstein","Employed","90","0.201714324681958","0.160146804519636","0.243281844844281","5"
"Never","2007","Hamburg","Not Employed","50","0.470566582783559","0.383758043827555","0.557375121739563","5"
"Never","2007","Hamburg","Employed","20","","","","5"
"Never","2007","Lower Saxony","Not Employed","370","0.551753083616887","0.515069075547633","0.588437091686141","5"
"Never","2007","Lower Saxony","Employed","197","0.216769465926342","0.192691727693736","0.240847204158949","5"
"Never","2007","Bremen","Not Employed","27","","","","5"
"Never","2007","Bremen","Employed","10","","","","5"
"Never","2007","North Rhine-Westphalia","Not Employed","902","0.589610479762373","0.565781553169968","0.613439406354778","5"
"Never","2007","Mecklenburg-Western Pomerania","Not Employed","112","0.624589939634356","0.557480511359972","0.69169936790874","5"
"Never","2007","Mecklenburg-Western Pomerania","Employed","45","0.196927682628371","0.152150425211953","0.241704940044788","5"
"Never","2007","Saxony","Not Employed","314","0.511967940959184","0.472235809779368","0.551700072139001","5"
"Never","2007","Saxony","Employed","162","0.17275636998534","0.148113140202574","0.197399599768106","5"
"Never","2007","Saxony-Anhalt","Not Employed","192","0.590958944674454","0.541064087883555","0.640853801465353","5"
"Never","2007","Saxony-Anhalt","Employed","67","0.134387763648726","0.104341736971617","0.164433790325835","5"
"Never","2007","Thuringia","Not Employed","219","0.600347615764873","0.552405355645467","0.648289875884279","5"
"Never","2007","Thuringia","Employed","83","0.150111924031101","0.119233509347099","0.180990338715103","5"
"Never","2007","North Rhine-Westphalia","Employed","494","0.193139999639731","0.177859966829957","0.208420032449506","5"
"Never","2007","Hesse","Not Employed","259","0.549925921387127","0.505091495103281","0.594760347670972","5"
"Never","2007","Hesse","Employed","182","0.225775513400052","0.198773873162353","0.252777153637751","5"
"Never","2007","Rhineland-Palatinate,Saarland","Not Employed","267","0.613656622075594","0.569209148826801","0.658104095324388","5"
"Never","2007","Rhineland-Palatinate,Saarland","Employed","180","0.240959307251859","0.209479696321851","0.272438918181868","5"
"Never","2007","Baden-Württemberg","Not Employed","479","0.534190486667781","0.502250807651874","0.566130165683687","5"
"Never","2007","Baden-Württemberg","Employed","281","0.156150599428201","0.138120086329782","0.17418111252662","5"
"Never","2007","Bavaria","Not Employed","539","0.579645587815747","0.549703166701916","0.609588008929579","5"
"Never","2007","Bavaria","Employed","355","0.223219266711495","0.20453019176586","0.24190834165713","5"
"Never","2007","Berlin","Not Employed","102","0.462768453859712","0.4038373779105","0.521699529808924","5"
"Never","2007","Berlin","Employed","45","0.0920878145978587","0.0662205516350311","0.117955077560686","5"
"Never","2007","Brandenburg","Not Employed","177","0.484862268356356","0.434875696426329","0.534848840286383","5"
"Never","2007","Brandenburg","Employed","75","0.158977739735045","0.126266321270211","0.191689158199879","5"
"Rarely","2007","North Rhine-Westphalia","Employed","1363","0.545340877275215","0.526067134367821","0.564614620182608","4"
"Rarely","2007","Hesse","Not Employed","141","0.297942590791889","0.256726183864315","0.339158997719464","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","Not Employed","123","0.26606175175596","0.225723356982831","0.30640014652909","4"
"Rarely","2007","Bavaria","Not Employed","323","0.28963707295688","0.262122355298283","0.317151790615477","4"
"Rarely","2007","Hesse","Employed","467","0.498513917878348","0.466222555971617","0.530805279785078","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","Employed","341","0.495522267792546","0.458719747419947","0.532324788165145","4"
"Rarely","2007","Baden-Württemberg","Not Employed","278","0.300788996427696","0.271425119507876","0.330152873347516","4"
"Rarely","2007","Baden-Württemberg","Employed","804","0.530836675654336","0.506048402536954","0.555624948771717","4"
"Rarely","2007","Mecklenburg-Western Pomerania","Not Employed","65","0.27452579109619","0.212676367321914","0.336375214870465","4"
"Rarely","2007","Mecklenburg-Western Pomerania","Employed","173","0.535220441706938","0.479061795193459","0.591379088220418","4"
"Rarely","2007","Saxony","Not Employed","194","0.318781770896937","0.281740475071089","0.355823066722786","4"
"Rarely","2007","Thuringia","Not Employed","129","0.282190381142018","0.238139799759944","0.326240962524093","4"
"Rarely","2007","Thuringia","Employed","294","0.50889722642957","0.465678917763305","0.552115535095835","4"
"Rarely","2007","Saxony","Employed","525","0.564090029153293","0.531765181338535","0.59641487696805","4"
"Rarely","2007","Saxony-Anhalt","Not Employed","127","0.308080946369062","0.261226183959219","0.354935708778905","4"
"Rarely","2007","Saxony-Anhalt","Employed","314","0.631888872795742","0.589401946027939","0.674375799563545","4"
"Rarely","2007","Schleswig-Holstein","Not Employed","79","0.358997296467344","0.300234341325999","0.417760251608689","4"
"Rarely","2007","Schleswig-Holstein","Employed","179","0.529990483930046","0.478290079654088","0.581690888206003","4"
"Rarely","2007","Hamburg","Not Employed","51","0.348454497520915","0.265585584300653","0.431323410741176","4"
"Rarely","2007","Hamburg","Employed","75","0.421152537954992","0.346712511887449","0.495592564022535","4"
"Rarely","2007","Lower Saxony","Not Employed","219","0.291062593261155","0.257555027094315","0.324570159427995","4"
"Rarely","2007","Lower Saxony","Employed","587","0.50669558393391","0.477480785715175","0.535910382152645","4"
"Rarely","2007","Bremen","Not Employed","19","","","","4"
"Rarely","2007","Bremen","Employed","45","0.669160965130986","0.566695089990508","0.771626840271465","4"
"Rarely","2007","North Rhine-Westphalia","Not Employed","497","0.291378714828839","0.26936670187679","0.313390727780888","4"
"Rarely","2007","Bavaria","Employed","990","0.489114704899651","0.466678995526106","0.511550414273196","4"
"Rarely","2007","Berlin","Not Employed","113","0.349267862044526","0.292921979586458","0.405613744502593","4"
"Rarely","2007","Berlin","Employed","256","0.538720516162033","0.49412498926921","0.583316043054856","4"
"Rarely","2007","Brandenburg","Not Employed","137","0.363989278519388","0.315865580491598","0.412112976547178","4"
"Rarely","2007","Brandenburg","Employed","284","0.56845270838397","0.524144025542838","0.612761391225103","4"
"Daily","2008","North Rhine-Westphalia","Employed","1","","","","1"
"Daily","2008","Hesse","Not Employed","","","","","1"
"Daily","2008","Hesse","Employed","","","","","1"
"Daily","2008","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Daily","2008","Rhineland-Palatinate,Saarland","Employed","1","","","","1"
"Daily","2008","Baden-Württemberg","Not Employed","1","","","","1"
"Daily","2008","Baden-Württemberg","Employed","","","","","1"
"Daily","2008","Bavaria","Not Employed","","","","","1"
"Daily","2008","Bavaria","Employed","","","","","1"
"Daily","2008","Berlin","Not Employed","","","","","1"
"Daily","2008","Berlin","Employed","1","","","","1"
"Daily","2008","Brandenburg","Not Employed","1","","","","1"
"Daily","2008","Brandenburg","Employed","","","","","1"
"Daily","2008","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Daily","2008","Mecklenburg-Western Pomerania","Employed","1","","","","1"
"Daily","2008","Saxony","Not Employed","","","","","1"
"Daily","2008","Saxony","Employed","","","","","1"
"Daily","2008","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","2008","Saxony-Anhalt","Employed","","","","","1"
"Daily","2008","Thuringia","Not Employed","","","","","1"
"Daily","2008","Thuringia","Employed","","","","","1"
"Daily","2008","North Rhine-Westphalia","Not Employed","","","","","1"
"Daily","2008","Schleswig-Holstein","Employed","","","","","1"
"Daily","2008","Hamburg","Not Employed","","","","","1"
"Daily","2008","Hamburg","Employed","","","","","1"
"Daily","2008","Lower Saxony","Not Employed","","","","","1"
"Daily","2008","Lower Saxony","Employed","1","","","","1"
"Daily","2008","Schleswig-Holstein","Not Employed","","","","","1"
"Daily","2008","Bremen","Not Employed","1","","","","1"
"Daily","2008","Bremen","Employed","","","","","1"
"Min 1x per month","2008","Mecklenburg-Western Pomerania","Employed","56","0.182430189708599","0.137749700388628","0.22711067902857","3"
"Min 1x per month","2008","Saxony","Not Employed","47","0.0850992651923265","0.061947671885306","0.108250858499347","3"
"Min 1x per month","2008","Saxony","Employed","150","0.185543872902423","0.159815907059378","0.211271838745467","3"
"Min 1x per month","2008","Mecklenburg-Western Pomerania","Not Employed","22","","","","3"
"Min 1x per month","2008","Schleswig-Holstein","Not Employed","19","","","","3"
"Min 1x per month","2008","Schleswig-Holstein","Employed","44","0.15681135792195","0.116719546264493","0.196903169579408","3"
"Min 1x per month","2008","Hamburg","Not Employed","15","","","","3"
"Min 1x per month","2008","Hamburg","Employed","53","0.354047873907897","0.281079061117944","0.427016686697849","3"
"Min 1x per month","2008","Lower Saxony","Not Employed","63","0.0930627695457793","0.0712429508954025","0.114882588196156","3"
"Min 1x per month","2008","North Rhine-Westphalia","Employed","447","0.205462430063473","0.189307888625393","0.221616971501553","3"
"Min 1x per month","2008","Hesse","Not Employed","40","0.0950098514789915","0.0679174140176891","0.122102288940294","3"
"Min 1x per month","2008","Hesse","Employed","167","0.194338085811051","0.168014587466613","0.220661584155489","3"
"Min 1x per month","2008","Rhineland-Palatinate,Saarland","Not Employed","31","0.0814466989141061","0.0557726850784639","0.107120712749748","3"
"Min 1x per month","2008","Rhineland-Palatinate,Saarland","Employed","104","0.162837487413152","0.134754317085701","0.190920657740604","3"
"Min 1x per month","2008","Baden-Württemberg","Not Employed","78","0.0663327347645552","0.0498527784708491","0.0828126910582614","3"
"Min 1x per month","2008","Baden-Württemberg","Employed","311","0.224055674779614","0.202862995712071","0.245248353847158","3"
"Min 1x per month","2008","Bavaria","Not Employed","109","0.076844483802809","0.0600398823213404","0.0936490852842777","3"
"Min 1x per month","2008","Bavaria","Employed","387","0.198739123561934","0.180283718616474","0.217194528507395","3"
"Min 1x per month","2008","Berlin","Not Employed","43","0.140739371589356","0.098305906425944","0.183172836752767","3"
