"pli0091_h","year","education","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","","","",""
"Daily","1985","secondary school degree","","","",""
"Daily","1985","college entrance qualification","","","",""
"Daily","1985","Other degree","","","",""
"Daily","1985","no degree/no degree yet","","","",""
"Min 1x per week","1985","lower secondary degree","391","0.057369711887979","0.0511838502785655","0.0635555734973925"
"Min 1x per week","1985","secondary school degree","283","0.140251639717386","0.124491925974915","0.156011353459857"
"Min 1x per week","1985","college entrance qualification","177","0.135192290568757","0.115965991590959","0.154418589546554"
"Min 1x per week","1985","Other degree","82","0.0878845819389829","0.0719973066929179","0.103771857185048"
"Min 1x per week","1985","no degree/no degree yet","96","0.181558903135355","0.158664114383689","0.20445369188702"
"Min 1x per month","1985","lower secondary degree","567","0.0904025587143271","0.0827746911082643","0.0980304263203898"
"Min 1x per month","1985","secondary school degree","360","0.181047557449339","0.163571866763262","0.198523248135416"
"Min 1x per month","1985","college entrance qualification","273","0.213362472128558","0.190326512960991","0.236398431296126"
"Min 1x per month","1985","Other degree","124","0.115170289860605","0.0972572928293229","0.133083286891888"
"Min 1x per month","1985","no degree/no degree yet","124","0.200100940949467","0.176339306546795","0.22386257535214"
"Rarely","1985","lower secondary degree","1745","0.294409894640111","0.282286043032351","0.30653374624787"
"Rarely","1985","secondary school degree","701","0.360287117267557","0.338498704805231","0.382075529729882"
"Rarely","1985","college entrance qualification","435","0.344615208757764","0.317892815461741","0.371337602053788"
"Rarely","1985","Other degree","339","0.268285021781328","0.243422947383936","0.293147096178721"
"Rarely","1985","no degree/no degree yet","209","0.222241882689426","0.197549137143791","0.24693462823506"
"Never","1985","lower secondary degree","2726","0.557817834757583","0.544606856464673","0.571028813050493"
"Never","1985","secondary school degree","521","0.318413685565719","0.29727076556232","0.339556605569117"
"Never","1985","college entrance qualification","330","0.306830028544921","0.280898462062545","0.332761595027297"
"Never","1985","Other degree","675","0.528660106419083","0.500649433330795","0.556670779507371"
"Never","1985","no degree/no degree yet","660","0.396098273225752","0.367050104305622","0.425146442145882"
"Daily","1986","lower secondary degree","","","",""
"Daily","1986","secondary school degree","","","",""
"Daily","1986","college entrance qualification","","","",""
"Daily","1986","Other degree","","","",""
"Daily","1986","no degree/no degree yet","","","",""
"Min 1x per week","1986","lower secondary degree","376","0.0596728362719747","0.0531957620714621","0.0661499104724873"
"Min 1x per week","1986","secondary school degree","255","0.128999453344481","0.113658527377515","0.144340379311446"
"Min 1x per week","1986","college entrance qualification","161","0.11754071591909","0.0996796087665854","0.135401823071594"
"Min 1x per week","1986","Other degree","64","0.060246040933868","0.0465768459309036","0.0739152359368325"
"Min 1x per week","1986","no degree/no degree yet","93","0.17046362797981","0.147465290141009","0.19346196581861"
"Min 1x per month","1986","lower secondary degree","564","0.0924370527911255","0.0845172847015491","0.100356820880702"
"Min 1x per month","1986","secondary school degree","379","0.192612298280827","0.174564197934523","0.210660398627131"
"Min 1x per month","1986","college entrance qualification","317","0.242888676738665","0.219106567096607","0.266670786380723"
"Min 1x per month","1986","Other degree","117","0.106153050258315","0.0884572820464168","0.123848818470213"
"Min 1x per month","1986","no degree/no degree yet","127","0.189261064156521","0.165303976421508","0.213218151891533"
"Rarely","1986","lower secondary degree","1643","0.291323922296142","0.278899877696908","0.303747966895375"
"Rarely","1986","secondary school degree","674","0.341996938411002","0.320286255140153","0.363707621681851"
"Rarely","1986","college entrance qualification","458","0.353387611391283","0.326877317480429","0.379897905302138"
"Rarely","1986","Other degree","299","0.262411525784467","0.237137750780713","0.28768530078822"
"Rarely","1986","no degree/no degree yet","198","0.219513244707208","0.194198357153054","0.244828132261363"
"Never","1986","lower secondary degree","2555","0.556566188640758","0.54298230811895","0.570150069162566"
"Never","1986","secondary school degree","526","0.33639130996369","0.314767767590249","0.358014852337132"
"Never","1986","college entrance qualification","313","0.286182995950962","0.261117157901845","0.311248834000079"
"Never","1986","Other degree","684","0.571189383023351","0.542758232879224","0.599620533167477"
"Never","1986","no degree/no degree yet","609","0.420762063156461","0.390568827532923","0.45095529878"
"Daily","1987","lower secondary degree","","","",""
"Daily","1987","secondary school degree","","","",""
"Daily","1987","college entrance qualification","","","",""
"Daily","1987","Other degree","","","",""
"Daily","1987","no degree/no degree yet","","","",""
"Min 1x per week","1987","lower secondary degree","","","",""
"Min 1x per week","1987","secondary school degree","","","",""
"Min 1x per week","1987","college entrance qualification","","","",""
"Min 1x per week","1987","Other degree","","","",""
