"pli0091_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Never","1993","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","1993","Baden-Württemberg","lower secondary degree","","","",""
"Never","1993","Baden-Württemberg","secondary school degree","","","",""
"Never","1993","Baden-Württemberg","college entrance qualification","","","",""
"Never","1993","Baden-Württemberg","Other degree","","","",""
"Never","1993","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","1993","Bavaria","lower secondary degree","","","",""
"Never","1993","Bavaria","secondary school degree","","","",""
"Never","1993","Bavaria","college entrance qualification","","","",""
"Never","1993","Bavaria","Other degree","","","",""
"Never","1993","Bavaria","no degree/no degree yet","","","",""
"Never","1993","Berlin","lower secondary degree","","","",""
"Never","1993","Berlin","secondary school degree","","","",""
"Never","1993","Berlin","college entrance qualification","","","",""
"Never","1993","Berlin","Other degree","","","",""
"Never","1993","Berlin","no degree/no degree yet","","","",""
"Never","1993","Brandenburg","lower secondary degree","","","",""
"Never","1993","Brandenburg","secondary school degree","","","",""
"Never","1993","Brandenburg","college entrance qualification","","","",""
"Never","1993","Brandenburg","Other degree","","","",""
"Never","1993","Brandenburg","no degree/no degree yet","","","",""
"Never","1993","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","1993","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","1993","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","1993","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","1993","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","1993","Saxony","lower secondary degree","","","",""
"Never","1993","Saxony","secondary school degree","","","",""
"Never","1993","Saxony","college entrance qualification","","","",""
"Never","1993","Saxony","Other degree","","","",""
"Never","1993","Saxony","no degree/no degree yet","","","",""
"Never","1993","Saxony-Anhalt","lower secondary degree","","","",""
"Never","1993","Saxony-Anhalt","secondary school degree","","","",""
"Never","1993","Saxony-Anhalt","college entrance qualification","","","",""
"Never","1993","Saxony-Anhalt","Other degree","","","",""
"Never","1993","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","1993","Thuringia","lower secondary degree","","","",""
"Never","1993","Thuringia","secondary school degree","","","",""
"Never","1993","Thuringia","college entrance qualification","","","",""
"Never","1993","Thuringia","Other degree","","","",""
"Never","1993","Thuringia","no degree/no degree yet","","","",""
"Daily","1994","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1994","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1994","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1994","Schleswig-Holstein","Other degree","","","",""
"Daily","1994","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1994","Hamburg","lower secondary degree","","","",""
"Daily","1994","Hamburg","secondary school degree","","","",""
"Daily","1994","Hamburg","college entrance qualification","","","",""
"Daily","1994","Hamburg","Other degree","","","",""
"Daily","1994","Hamburg","no degree/no degree yet","","","",""
"Daily","1994","Lower Saxony","lower secondary degree","","","",""
"Daily","1994","Lower Saxony","secondary school degree","","","",""
"Daily","1994","Lower Saxony","college entrance qualification","","","",""
"Daily","1994","Lower Saxony","Other degree","","","",""
"Daily","1994","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1994","Bremen","lower secondary degree","","","",""
"Daily","1994","Bremen","secondary school degree","","","",""
"Daily","1994","Bremen","college entrance qualification","","","",""
"Daily","1994","Bremen","Other degree","","","",""
"Daily","1994","Bremen","no degree/no degree yet","","","",""
"Daily","1994","North Rhine-Westphalia","lower secondary degree","","","",""
"Daily","1994","North Rhine-Westphalia","secondary school degree","","","",""
"Daily","1994","North Rhine-Westphalia","college entrance qualification","","","",""
"Daily","1994","North Rhine-Westphalia","Other degree","","","",""
"Daily","1994","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Daily","1994","Hesse","lower secondary degree","","","",""
"Daily","1994","Hesse","secondary school degree","","","",""
"Daily","1994","Hesse","college entrance qualification","","","",""
"Daily","1994","Hesse","Other degree","","","",""
"Daily","1994","Hesse","no degree/no degree yet","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Daily","1994","Baden-Württemberg","lower secondary degree","","","",""
"Daily","1994","Baden-Württemberg","secondary school degree","","","",""
"Daily","1994","Baden-Württemberg","college entrance qualification","","","",""
"Daily","1994","Baden-Württemberg","Other degree","","","",""
"Daily","1994","Baden-Württemberg","no degree/no degree yet","","","",""
"Daily","1994","Bavaria","lower secondary degree","","","",""
"Daily","1994","Bavaria","secondary school degree","","","",""
"Daily","1994","Bavaria","college entrance qualification","","","",""
"Daily","1994","Bavaria","Other degree","","","",""
"Daily","1994","Bavaria","no degree/no degree yet","","","",""
"Daily","1994","Berlin","lower secondary degree","","","",""
"Daily","1994","Berlin","secondary school degree","","","",""
"Daily","1994","Berlin","college entrance qualification","","","",""
"Daily","1994","Berlin","Other degree","","","",""
"Daily","1994","Berlin","no degree/no degree yet","","","",""
"Daily","1994","Brandenburg","lower secondary degree","","","",""
"Daily","1994","Brandenburg","secondary school degree","","","",""
"Daily","1994","Brandenburg","college entrance qualification","","","",""
"Daily","1994","Brandenburg","Other degree","","","",""
"Daily","1994","Brandenburg","no degree/no degree yet","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","Other degree","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Daily","1994","Saxony","lower secondary degree","","","",""
"Daily","1994","Saxony","secondary school degree","","","",""
"Daily","1994","Saxony","college entrance qualification","","","",""
"Daily","1994","Saxony","Other degree","","","",""
"Daily","1994","Saxony","no degree/no degree yet","","","",""
"Daily","1994","Saxony-Anhalt","lower secondary degree","","","",""
"Daily","1994","Saxony-Anhalt","secondary school degree","","","",""
"Daily","1994","Saxony-Anhalt","college entrance qualification","","","",""
"Daily","1994","Saxony-Anhalt","Other degree","","","",""
"Daily","1994","Saxony-Anhalt","no degree/no degree yet","","","",""
"Daily","1994","Thuringia","lower secondary degree","","","",""
"Daily","1994","Thuringia","secondary school degree","","","",""
"Daily","1994","Thuringia","college entrance qualification","","","",""
"Daily","1994","Thuringia","Other degree","","","",""
"Daily","1994","Thuringia","no degree/no degree yet","","","",""
"Min 1x per week","1994","Schleswig-Holstein","lower secondary degree","10","","",""
"Min 1x per week","1994","Schleswig-Holstein","secondary school degree","8","","",""
"Min 1x per week","1994","Schleswig-Holstein","college entrance qualification","7","","",""
"Min 1x per week","1994","Schleswig-Holstein","Other degree","","","",""
"Min 1x per week","1994","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Min 1x per week","1994","Hamburg","lower secondary degree","2","","",""
"Min 1x per week","1994","Hamburg","secondary school degree","4","","",""
"Min 1x per week","1994","Hamburg","college entrance qualification","2","","",""
"Min 1x per week","1994","Hamburg","Other degree","1","","",""
"Min 1x per week","1994","Hamburg","no degree/no degree yet","1","","",""
"Min 1x per week","1994","Lower Saxony","lower secondary degree","30","0.0403911386294313","0.0223607318450464","0.0584215454138162"
"Min 1x per week","1994","Lower Saxony","secondary school degree","26","","",""
"Min 1x per week","1994","Lower Saxony","college entrance qualification","15","","",""
"Min 1x per week","1994","Lower Saxony","Other degree","5","","",""
"Min 1x per week","1994","Lower Saxony","no degree/no degree yet","6","","",""
"Min 1x per week","1994","Bremen","lower secondary degree","4","","",""
"Min 1x per week","1994","Bremen","secondary school degree","","","",""
"Min 1x per week","1994","Bremen","college entrance qualification","1","","",""
"Min 1x per week","1994","Bremen","Other degree","","","",""
"Min 1x per week","1994","Bremen","no degree/no degree yet","","","",""
"Min 1x per week","1994","North Rhine-Westphalia","lower secondary degree","58","0.0486747747491495","0.0356403691309143","0.0617091803673847"
"Min 1x per week","1994","North Rhine-Westphalia","secondary school degree","45","0.101050565269277","0.0735675671141355","0.128533563424419"
"Min 1x per week","1994","North Rhine-Westphalia","college entrance qualification","62","0.134235964170656","0.101357821249471","0.167114107091841"
"Min 1x per week","1994","North Rhine-Westphalia","Other degree","4","","",""
"Min 1x per week","1994","North Rhine-Westphalia","no degree/no degree yet","26","","",""
"Min 1x per week","1994","Hesse","lower secondary degree","34","0.0738692266041568","0.0473963953847156","0.100342057823598"
"Min 1x per week","1994","Hesse","secondary school degree","21","","",""
"Min 1x per week","1994","Hesse","college entrance qualification","13","","",""
"Min 1x per week","1994","Hesse","Other degree","4","","",""
"Min 1x per week","1994","Hesse","no degree/no degree yet","11","","",""
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","lower secondary degree","14","","",""
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","secondary school degree","7","","",""
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","college entrance qualification","11","","",""
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","Other degree","2","","",""
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Min 1x per week","1994","Baden-Württemberg","lower secondary degree","78","0.070781792565686","0.0524397474850137","0.0891238376463583"
"Min 1x per week","1994","Baden-Württemberg","secondary school degree","47","0.15529487055258","0.112331545155727","0.198258195949433"
"Min 1x per week","1994","Baden-Württemberg","college entrance qualification","17","","",""
"Min 1x per week","1994","Baden-Württemberg","Other degree","12","","",""
"Min 1x per week","1994","Baden-Württemberg","no degree/no degree yet","22","","",""
"Min 1x per week","1994","Bavaria","lower secondary degree","74","0.0846544162041145","0.0645846077947255","0.104724224613504"
"Min 1x per week","1994","Bavaria","secondary school degree","31","0.0664223510000993","0.0393074557910464","0.0935372462091521"
"Min 1x per week","1994","Bavaria","college entrance qualification","27","","",""
"Min 1x per week","1994","Bavaria","Other degree","4","","",""
"Min 1x per week","1994","Bavaria","no degree/no degree yet","12","","",""
"Min 1x per week","1994","Berlin","lower secondary degree","2","","",""
"Min 1x per week","1994","Berlin","secondary school degree","18","","",""
"Min 1x per week","1994","Berlin","college entrance qualification","13","","",""
"Min 1x per week","1994","Berlin","Other degree","3","","",""
"Min 1x per week","1994","Berlin","no degree/no degree yet","4","","",""
"Min 1x per week","1994","Brandenburg","lower secondary degree","9","","",""
"Min 1x per week","1994","Brandenburg","secondary school degree","20","","",""
"Min 1x per week","1994","Brandenburg","college entrance qualification","10","","",""
"Min 1x per week","1994","Brandenburg","Other degree","","","",""
"Min 1x per week","1994","Brandenburg","no degree/no degree yet","5","","",""
"Min 1x per week","1994","Mecklenburg-Western Pomerania","lower secondary degree","3","","",""
"Min 1x per week","1994","Mecklenburg-Western Pomerania","secondary school degree","11","","",""
"Min 1x per week","1994","Mecklenburg-Western Pomerania","college entrance qualification","5","","",""
"Min 1x per week","1994","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per week","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","4","","",""
"Min 1x per week","1994","Saxony","lower secondary degree","15","","",""
"Min 1x per week","1994","Saxony","secondary school degree","55","0.108271342486549","0.0811171294274087","0.135425555545689"
"Min 1x per week","1994","Saxony","college entrance qualification","16","","",""
"Min 1x per week","1994","Saxony","Other degree","","","",""
"Min 1x per week","1994","Saxony","no degree/no degree yet","7","","",""
"Min 1x per week","1994","Saxony-Anhalt","lower secondary degree","6","","",""
"Min 1x per week","1994","Saxony-Anhalt","secondary school degree","28","","",""
"Min 1x per week","1994","Saxony-Anhalt","college entrance qualification","8","","",""
"Min 1x per week","1994","Saxony-Anhalt","Other degree","","","",""
"Min 1x per week","1994","Saxony-Anhalt","no degree/no degree yet","9","","",""
"Min 1x per week","1994","Thuringia","lower secondary degree","10","","",""
"Min 1x per week","1994","Thuringia","secondary school degree","35","0.132579645167973","0.09495052839542","0.170208761940525"
"Min 1x per week","1994","Thuringia","college entrance qualification","6","","",""
"Min 1x per week","1994","Thuringia","Other degree","1","","",""
"Min 1x per week","1994","Thuringia","no degree/no degree yet","3","","",""
"Min 1x per month","1994","Schleswig-Holstein","lower secondary degree","13","","",""
"Min 1x per month","1994","Schleswig-Holstein","secondary school degree","18","","",""
"Min 1x per month","1994","Schleswig-Holstein","college entrance qualification","9","","",""
"Min 1x per month","1994","Schleswig-Holstein","Other degree","1","","",""
"Min 1x per month","1994","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Min 1x per month","1994","Hamburg","lower secondary degree","8","","",""
"Min 1x per month","1994","Hamburg","secondary school degree","2","","",""
"Min 1x per month","1994","Hamburg","college entrance qualification","3","","",""
"Min 1x per month","1994","Hamburg","Other degree","1","","",""
"Min 1x per month","1994","Hamburg","no degree/no degree yet","1","","",""
"Min 1x per month","1994","Lower Saxony","lower secondary degree","47","0.0958736183694","0.0689099186425413","0.122837318096259"
"Min 1x per month","1994","Lower Saxony","secondary school degree","59","0.249317162252933","0.194239151172297","0.30439517333357"
"Min 1x per month","1994","Lower Saxony","college entrance qualification","41","0.279701974346367","0.206894571177003","0.35250937751573"
"Min 1x per month","1994","Lower Saxony","Other degree","3","","",""
"Min 1x per month","1994","Lower Saxony","no degree/no degree yet","3","","",""
"Min 1x per month","1994","Bremen","lower secondary degree","4","","",""
"Min 1x per month","1994","Bremen","secondary school degree","6","","",""
"Min 1x per month","1994","Bremen","college entrance qualification","2","","",""
"Min 1x per month","1994","Bremen","Other degree","2","","",""
"Min 1x per month","1994","Bremen","no degree/no degree yet","","","",""
"Min 1x per month","1994","North Rhine-Westphalia","lower secondary degree","103","0.0775526796029876","0.0613516005530141","0.0937537586529612"
"Min 1x per month","1994","North Rhine-Westphalia","secondary school degree","104","0.172633553507234","0.138171697737997","0.207095409276471"
"Min 1x per month","1994","North Rhine-Westphalia","college entrance qualification","115","0.264214949502203","0.221691622279573","0.306738276724833"
"Min 1x per month","1994","North Rhine-Westphalia","Other degree","16","","",""
"Min 1x per month","1994","North Rhine-Westphalia","no degree/no degree yet","28","","",""
"Min 1x per month","1994","Hesse","lower secondary degree","36","0.0721840322043084","0.0459911103365621","0.0983769540720547"
"Min 1x per month","1994","Hesse","secondary school degree","41","0.183950484000021","0.124653187928264","0.243247780071778"
"Min 1x per month","1994","Hesse","college entrance qualification","43","0.296677962715172","0.221280229125426","0.372075696304918"
"Min 1x per month","1994","Hesse","Other degree","7","","",""
"Min 1x per month","1994","Hesse","no degree/no degree yet","10","","",""
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","lower secondary degree","44","0.127858542494346","0.0936475330620405","0.162069551926652"
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","secondary school degree","17","","",""
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","college entrance qualification","16","","",""
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","4","","",""
"Min 1x per month","1994","Baden-Württemberg","lower secondary degree","87","0.0834045218373365","0.0636297365732423","0.103179307101431"
"Min 1x per month","1994","Baden-Württemberg","secondary school degree","65","0.211041965184822","0.162638313133991","0.259445617235654"
"Min 1x per month","1994","Baden-Württemberg","college entrance qualification","60","0.248869879342098","0.187713574871464","0.310026183812732"
"Min 1x per month","1994","Baden-Württemberg","Other degree","18","","",""
"Min 1x per month","1994","Baden-Württemberg","no degree/no degree yet","20","","",""
"Min 1x per month","1994","Bavaria","lower secondary degree","113","0.13405748080277","0.109492528164351","0.15862243344119"
"Min 1x per month","1994","Bavaria","secondary school degree","73","0.194892168681952","0.151760147919568","0.238024189444337"
"Min 1x per month","1994","Bavaria","college entrance qualification","59","0.245320997049639","0.190190912774123","0.300451081325155"
"Min 1x per month","1994","Bavaria","Other degree","11","","",""
"Min 1x per month","1994","Bavaria","no degree/no degree yet","13","","",""
"Min 1x per month","1994","Berlin","lower secondary degree","8","","",""
"Min 1x per month","1994","Berlin","secondary school degree","35","0.201939494309291","0.14588073010699","0.257998258511593"
"Min 1x per month","1994","Berlin","college entrance qualification","30","0.252530210068994","0.174796220029414","0.330264200108573"
"Min 1x per month","1994","Berlin","Other degree","4","","",""
"Min 1x per month","1994","Berlin","no degree/no degree yet","5","","",""
"Min 1x per month","1994","Brandenburg","lower secondary degree","5","","",""
"Min 1x per month","1994","Brandenburg","secondary school degree","38","0.116149221766976","0.0784854924897652","0.153812951044186"
"Min 1x per month","1994","Brandenburg","college entrance qualification","8","","",""
"Min 1x per month","1994","Brandenburg","Other degree","1","","",""
"Min 1x per month","1994","Brandenburg","no degree/no degree yet","5","","",""
"Min 1x per month","1994","Mecklenburg-Western Pomerania","lower secondary degree","5","","",""
"Min 1x per month","1994","Mecklenburg-Western Pomerania","secondary school degree","33","0.159045334104808","0.108360287304321","0.209730380905295"
"Min 1x per month","1994","Mecklenburg-Western Pomerania","college entrance qualification","13","","",""
"Min 1x per month","1994","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per month","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"Min 1x per month","1994","Saxony","lower secondary degree","11","","",""
"Min 1x per month","1994","Saxony","secondary school degree","58","0.105710665005023","0.0788409830005328","0.132580347009514"
"Min 1x per month","1994","Saxony","college entrance qualification","19","","",""
"Min 1x per month","1994","Saxony","Other degree","1","","",""
"Min 1x per month","1994","Saxony","no degree/no degree yet","8","","",""
"Min 1x per month","1994","Saxony-Anhalt","lower secondary degree","10","","",""
"Min 1x per month","1994","Saxony-Anhalt","secondary school degree","54","0.180241153496269","0.137859823174191","0.222622483818346"
"Min 1x per month","1994","Saxony-Anhalt","college entrance qualification","19","","",""
"Min 1x per month","1994","Saxony-Anhalt","Other degree","","","",""
"Min 1x per month","1994","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Min 1x per month","1994","Thuringia","lower secondary degree","19","","",""
"Min 1x per month","1994","Thuringia","secondary school degree","40","0.128602932600516","0.0914575978010937","0.165748267399939"
"Min 1x per month","1994","Thuringia","college entrance qualification","11","","",""
"Min 1x per month","1994","Thuringia","Other degree","","","",""
"Min 1x per month","1994","Thuringia","no degree/no degree yet","3","","",""
"Rarely","1994","Schleswig-Holstein","lower secondary degree","56","0.372277330417781","0.291623360333661","0.452931300501902"
"Rarely","1994","Schleswig-Holstein","secondary school degree","32","0.429778246028203","0.316986755320796","0.54256973673561"
"Rarely","1994","Schleswig-Holstein","college entrance qualification","14","","",""
"Rarely","1994","Schleswig-Holstein","Other degree","4","","",""
"Rarely","1994","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Rarely","1994","Hamburg","lower secondary degree","18","","",""
"Rarely","1994","Hamburg","secondary school degree","16","","",""
"Rarely","1994","Hamburg","college entrance qualification","10","","",""
"Rarely","1994","Hamburg","Other degree","3","","",""
"Rarely","1994","Hamburg","no degree/no degree yet","2","","",""
"Rarely","1994","Lower Saxony","lower secondary degree","185","0.370151549179425","0.3259310978887","0.41437200047015"
"Rarely","1994","Lower Saxony","secondary school degree","114","0.475249867109868","0.411671232244607","0.538828501975129"
"Rarely","1994","Lower Saxony","college entrance qualification","65","0.427086034034851","0.346849150366005","0.507322917703696"
"Rarely","1994","Lower Saxony","Other degree","12","","",""
"Rarely","1994","Lower Saxony","no degree/no degree yet","11","","",""
"Rarely","1994","Bremen","lower secondary degree","19","","",""
"Rarely","1994","Bremen","secondary school degree","9","","",""
"Rarely","1994","Bremen","college entrance qualification","3","","",""
"Rarely","1994","Bremen","Other degree","2","","",""
"Rarely","1994","Bremen","no degree/no degree yet","1","","",""
"Rarely","1994","North Rhine-Westphalia","lower secondary degree","418","0.380199521834826","0.350795516909567","0.409603526760086"
"Rarely","1994","North Rhine-Westphalia","secondary school degree","216","0.486703151984994","0.441126388530137","0.532279915439852"
"Rarely","1994","North Rhine-Westphalia","college entrance qualification","174","0.443279476630154","0.39536899979294","0.491189953467368"
"Rarely","1994","North Rhine-Westphalia","Other degree","65","0.330019706251898","0.269250281659375","0.390789130844421"
"Rarely","1994","North Rhine-Westphalia","no degree/no degree yet","38","0.210624009150361","0.156743381677922","0.2645046366228"
"Rarely","1994","Hesse","lower secondary degree","129","0.327868434442796","0.280355767722833","0.375381101162759"
"Rarely","1994","Hesse","secondary school degree","62","0.355179910678163","0.281936317194379","0.428423504161947"
"Rarely","1994","Hesse","college entrance qualification","63","0.444725691222132","0.362702165313813","0.526749217130451"
"Rarely","1994","Hesse","Other degree","22","","",""
"Rarely","1994","Hesse","no degree/no degree yet","20","","",""
"Rarely","1994","Rhineland-Palatinate,Saarland","lower secondary degree","117","0.282063491546744","0.235961041451118","0.328165941642371"
"Rarely","1994","Rhineland-Palatinate,Saarland","secondary school degree","53","0.441366520989068","0.345934395892323","0.536798646085813"
"Rarely","1994","Rhineland-Palatinate,Saarland","college entrance qualification","35","0.429140807702362","0.317124342014669","0.541157273390055"
"Rarely","1994","Rhineland-Palatinate,Saarland","Other degree","9","","",""
"Rarely","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","8","","",""
"Rarely","1994","Baden-Württemberg","lower secondary degree","243","0.310433314946481","0.277343036669632","0.343523593223331"
"Rarely","1994","Baden-Württemberg","secondary school degree","98","0.342739329874225","0.28643814150352","0.39904051824493"
"Rarely","1994","Baden-Württemberg","college entrance qualification","79","0.47284419264151","0.402224470569164","0.543463914713855"
"Rarely","1994","Baden-Württemberg","Other degree","77","0.291652030286617","0.233415433071756","0.349888627501479"
"Rarely","1994","Baden-Württemberg","no degree/no degree yet","48","0.221912909401924","0.166369280625797","0.277456538178051"
"Rarely","1994","Bavaria","lower secondary degree","262","0.331184922458747","0.297252553717306","0.365117291200189"
"Rarely","1994","Bavaria","secondary school degree","147","0.478136495321714","0.423745125541015","0.532527865102414"
"Rarely","1994","Bavaria","college entrance qualification","101","0.432742611288349","0.369261419182216","0.496223803394483"
"Rarely","1994","Bavaria","Other degree","36","0.313819815767665","0.236397204395162","0.391242427140168"
"Rarely","1994","Bavaria","no degree/no degree yet","19","","",""
"Rarely","1994","Berlin","lower secondary degree","72","0.409006853362292","0.330327827101736","0.487685879622847"
"Rarely","1994","Berlin","secondary school degree","100","0.484633821421427","0.414845975329188","0.554421667513666"
"Rarely","1994","Berlin","college entrance qualification","54","0.413850271277472","0.325728468299102","0.501972074255842"
"Rarely","1994","Berlin","Other degree","14","","",""
"Rarely","1994","Berlin","no degree/no degree yet","4","","",""
"Rarely","1994","Brandenburg","lower secondary degree","51","0.222960284540858","0.167707367971875","0.278213201109841"
"Rarely","1994","Brandenburg","secondary school degree","155","0.535844997945688","0.477220815249876","0.5944691806415"
"Rarely","1994","Brandenburg","college entrance qualification","45","0.531790572949238","0.421053973296833","0.642527172601642"
"Rarely","1994","Brandenburg","Other degree","2","","",""
"Rarely","1994","Brandenburg","no degree/no degree yet","5","","",""
"Rarely","1994","Mecklenburg-Western Pomerania","lower secondary degree","39","0.213138053035176","0.142740723707701","0.283535382362651"
"Rarely","1994","Mecklenburg-Western Pomerania","secondary school degree","107","0.524447663071627","0.455235355262551","0.593659970880703"
"Rarely","1994","Mecklenburg-Western Pomerania","college entrance qualification","20","","",""
"Rarely","1994","Mecklenburg-Western Pomerania","Other degree","2","","",""
"Rarely","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"Rarely","1994","Saxony","lower secondary degree","110","0.234295031658282","0.194120906737137","0.274469156579426"
"Rarely","1994","Saxony","secondary school degree","256","0.49778345923151","0.45408865123001","0.54147826723301"
"Rarely","1994","Saxony","college entrance qualification","88","0.584370154574004","0.505763919858329","0.662976389289679"
"Rarely","1994","Saxony","Other degree","1","","",""
"Rarely","1994","Saxony","no degree/no degree yet","11","","",""
"Rarely","1994","Saxony-Anhalt","lower secondary degree","71","0.192692316853954","0.145646831751411","0.239737801956497"
"Rarely","1994","Saxony-Anhalt","secondary school degree","161","0.488309913591555","0.433196688977885","0.543423138205225"
"Rarely","1994","Saxony-Anhalt","college entrance qualification","44","0.536121914880017","0.430105689839084","0.64213813992095"
"Rarely","1994","Saxony-Anhalt","Other degree","1","","",""
"Rarely","1994","Saxony-Anhalt","no degree/no degree yet","4","","",""
"Rarely","1994","Thuringia","lower secondary degree","65","0.202453976323639","0.154612510441786","0.250295442205493"
"Rarely","1994","Thuringia","secondary school degree","172","0.499994428514638","0.444513873331951","0.555474983697324"
"Rarely","1994","Thuringia","college entrance qualification","34","0.590370959859622","0.465939462290771","0.714802457428472"
"Rarely","1994","Thuringia","Other degree","2","","",""
"Rarely","1994","Thuringia","no degree/no degree yet","1","","",""
"Never","1994","Schleswig-Holstein","lower secondary degree","59","0.444643276712035","0.361734514817364","0.527552038606706"
"Never","1994","Schleswig-Holstein","secondary school degree","16","","",""
"Never","1994","Schleswig-Holstein","college entrance qualification","9","","",""
"Never","1994","Schleswig-Holstein","Other degree","5","","",""
"Never","1994","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Never","1994","Hamburg","lower secondary degree","35","0.535172668974933","0.412012406074603","0.658332931875263"
"Never","1994","Hamburg","secondary school degree","7","","",""
"Never","1994","Hamburg","college entrance qualification","5","","",""
"Never","1994","Hamburg","Other degree","14","","",""
"Never","1994","Hamburg","no degree/no degree yet","5","","",""
"Never","1994","Lower Saxony","lower secondary degree","196","0.493583693821743","0.447795913081746","0.53937147456174"
"Never","1994","Lower Saxony","secondary school degree","38","0.193767892571349","0.14344740149581","0.244088383646889"
"Never","1994","Lower Saxony","college entrance qualification","25","","",""
"Never","1994","Lower Saxony","Other degree","26","","",""
"Never","1994","Lower Saxony","no degree/no degree yet","31","0.481288254728932","0.344159454714813","0.61841705474305"
"Never","1994","Bremen","lower secondary degree","24","","",""
"Never","1994","Bremen","secondary school degree","5","","",""
"Never","1994","Bremen","college entrance qualification","2","","",""
"Never","1994","Bremen","Other degree","2","","",""
"Never","1994","Bremen","no degree/no degree yet","1","","",""
"Never","1994","North Rhine-Westphalia","lower secondary degree","468","0.493573023813036","0.463289328113817","0.523856719512256"
"Never","1994","North Rhine-Westphalia","secondary school degree","97","0.239612729238494","0.200690342355125","0.278535116121863"
"Never","1994","North Rhine-Westphalia","college entrance qualification","62","0.158269609696988","0.123068339513411","0.193470879880564"
"Never","1994","North Rhine-Westphalia","Other degree","145","0.599172339672483","0.535838051613789","0.662506627731178"
"Never","1994","North Rhine-Westphalia","no degree/no degree yet","128","0.443226533437375","0.377583462305314","0.508869604569436"
"Never","1994","Hesse","lower secondary degree","176","0.526078306748739","0.475541133282776","0.576615480214701"
"Never","1994","Hesse","secondary school degree","40","0.34875316287998","0.27581445624777","0.42169186951219"
"Never","1994","Hesse","college entrance qualification","22","","",""
"Never","1994","Hesse","Other degree","75","0.691864630855457","0.604784804633079","0.778944457077835"
"Never","1994","Hesse","no degree/no degree yet","54","0.449332986092812","0.34930650968297","0.549359462502655"
"Never","1994","Rhineland-Palatinate,Saarland","lower secondary degree","191","0.562016605213996","0.511187677876542","0.61284553255145"
"Never","1994","Rhineland-Palatinate,Saarland","secondary school degree","27","","",""
"Never","1994","Rhineland-Palatinate,Saarland","college entrance qualification","13","","",""
"Never","1994","Rhineland-Palatinate,Saarland","Other degree","23","","",""
"Never","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","16","","",""
"Never","1994","Baden-Württemberg","lower secondary degree","343","0.535380370650496","0.499709958979444","0.571050782321549"
"Never","1994","Baden-Württemberg","secondary school degree","63","0.290923834388373","0.237046901678664","0.344800767098082"
"Never","1994","Baden-Württemberg","college entrance qualification","36","0.209511467009891","0.151947705826538","0.267075228193243"
