"pli0091_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2002","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2002","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2002","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2002","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2002","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2002","Single parent ","Urban Area","","","","","4"
"Rarely","2002","Single parent ","Rural Area","","","","","4"
"Rarely","2002","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2002","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2002","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2002","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2002","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","2002","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","2003","1-pers.-HH","Urban Area","1","","","","1"
"Daily","2003","1-pers.-HH","Rural Area","","","","","1"
"Daily","2003","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2003","(Married) couple without C. ","Rural Area","1","","","","1"
"Daily","2003","Single parent ","Urban Area","","","","","1"
"Daily","2003","Single parent ","Rural Area","","","","","1"
"Daily","2003","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2003","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2003","Couple + C. GT 16 ","Urban Area","1","","","","1"
"Daily","2003","Couple + C. GT 16 ","Rural Area","1","","","","1"
"Daily","2003","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Daily","2003","Couple + C. LE and GT 16","Urban Area","1","","","","1"
"Min 1x per month","2003","1-pers.-HH","Urban Area","502","0.222913720118923","0.205234492769462","0.240592947468383","3"
"Min 1x per month","2003","1-pers.-HH","Rural Area","132","0.157678714146872","0.133135478990436","0.182221949303309","3"
"Min 1x per month","2003","(Married) couple without C. ","Urban Area","710","0.113603973849302","0.104744184356754","0.12246376334185","3"
"Min 1x per month","2003","(Married) couple without C. ","Rural Area","231","0.0891588085245503","0.0776930528960973","0.100624564153003","3"
"Min 1x per month","2003","Single parent ","Urban Area","214","0.291326491055773","0.258500165513922","0.324152816597623","3"
"Min 1x per month","2003","Single parent ","Rural Area","102","0.266757035325135","0.222579689523175","0.310934381127096","3"
"Min 1x per month","2003","Couple + C. LE 16 ","Urban Area","417","0.124703686220177","0.112887219930685","0.136520152509669","3"
"Min 1x per month","2003","Couple + C. LE 16 ","Rural Area","190","0.142732358786359","0.124236514451661","0.161228203121057","3"
"Min 1x per month","2003","Couple + C. GT 16 ","Urban Area","594","0.219330492488476","0.203011898788716","0.235649086188235","3"
"Min 1x per month","2003","Couple + C. GT 16 ","Rural Area","325","0.203066828061921","0.182530168961828","0.223603487162013","3"
"Min 1x per month","2003","Couple + C. LE and GT 16","Urban Area","278","0.217068397798021","0.193753323739611","0.240383471856431","3"
"Min 1x per month","2003","Couple + C. LE and GT 16","Rural Area","133","0.218165668130554","0.186218589563407","0.250112746697701","3"
"Min 1x per week","2003","1-pers.-HH","Urban Area","137","0.0491138423825716","0.039934184853797","0.0582934999113463","2"
"Min 1x per week","2003","1-pers.-HH","Rural Area","48","0.0519968704097813","0.0370448502502301","0.0669488905693324","2"
"Min 1x per week","2003","(Married) couple without C. ","Urban Area","108","0.019990743814306","0.0160828540262638","0.0238986336023482","2"
"Min 1x per week","2003","(Married) couple without C. ","Rural Area","29","","","","2"
"Min 1x per week","2003","Single parent ","Urban Area","48","0.0545996107968754","0.0381857084349603","0.0710135131587904","2"
"Min 1x per week","2003","Single parent ","Rural Area","42","0.0898500769141471","0.0612851300038703","0.118415023824424","2"
"Min 1x per week","2003","Couple + C. LE 16 ","Urban Area","30","0.00805749580575469","0.00485997249742251","0.0112550191140869","2"
"Min 1x per week","2003","Couple + C. LE 16 ","Rural Area","10","","","","2"
"Min 1x per week","2003","Couple + C. GT 16 ","Urban Area","253","0.103258333147671","0.0912579297772367","0.115258736518106","2"
"Min 1x per week","2003","Couple + C. GT 16 ","Rural Area","174","0.117078034772291","0.100664647307101","0.13349142223748","2"
"Min 1x per week","2003","Couple + C. LE and GT 16","Urban Area","124","0.111399044090898","0.09360516203994","0.129192926141857","2"
"Min 1x per week","2003","Couple + C. LE and GT 16","Rural Area","67","0.103553389944833","0.0799852693395144","0.127121510550153","2"
"Never","2003","(Married) couple without C. ","Urban Area","2359","0.528314118520805","0.514376605426703","0.542251631614906","5"
"Never","2003","1-pers.-HH","Urban Area","924","0.460441406469134","0.439269169157668","0.4816136437806","5"
"Never","2003","1-pers.-HH","Rural Area","468","0.566585762537938","0.533213104279959","0.599958420795917","5"
"Never","2003","(Married) couple without C. ","Rural Area","1268","0.56681277085936","0.546875906340783","0.586749635377937","5"
"Never","2003","Single parent ","Urban Area","204","0.288580934275172","0.255846431287543","0.321315437262801","5"
"Never","2003","Single parent ","Rural Area","103","0.248909577426341","0.205719434413179","0.292099720439504","5"
"Never","2003","Couple + C. LE 16 ","Urban Area","786","0.26926499368804","0.253399984450352","0.285130002925729","5"
"Never","2003","Couple + C. LE 16 ","Rural Area","294","0.253063025680985","0.230074503588643","0.276051547773326","5"
"Never","2003","Couple + C. GT 16 ","Urban Area","668","0.309472084181641","0.291241483669442","0.32770268469384","5"
"Never","2003","Couple + C. GT 16 ","Rural Area","364","0.3158565633954","0.292125462564344","0.339587664226456","5"
"Never","2003","Couple + C. LE and GT 16","Urban Area","275","0.248485802983347","0.224046097255904","0.272925508710789","5"
"Never","2003","Couple + C. LE and GT 16","Rural Area","125","0.216231913621695","0.184387426343983","0.248076400899408","5"
"Rarely","2003","1-pers.-HH","Urban Area","565","0.267045739285467","0.248252937904135","0.2858385406668","4"
"Rarely","2003","1-pers.-HH","Rural Area","199","0.223738652905409","0.195672629948238","0.251804675862579","4"
"Rarely","2003","(Married) couple without C. ","Urban Area","1751","0.338091163815588","0.324883416822054","0.351298910809122","4"
"Rarely","2003","(Married) couple without C. ","Rural Area","844","0.336260202924362","0.317252226423868","0.355268179424856","4"
"Rarely","2003","Single parent ","Urban Area","270","0.36549296387218","0.330701963588331","0.400283964156029","4"
"Rarely","2003","Single parent ","Rural Area","138","0.394483310334376","0.345663610795179","0.443303009873574","4"
"Rarely","2003","Couple + C. LE 16 ","Urban Area","1770","0.597973824286028","0.580437495594524","0.615510152977531","4"
"Rarely","2003","Couple + C. GT 16 ","Urban Area","954","0.36634564392959","0.347344867726968","0.385346420132211","4"
"Rarely","2003","Couple + C. LE 16 ","Rural Area","880","0.596617713283418","0.570678236724955","0.622557189841882","4"
"Rarely","2003","Couple + C. GT 16 ","Rural Area","610","0.363865153637284","0.339304259369542","0.388426047905026","4"
"Rarely","2003","Couple + C. LE and GT 16","Urban Area","523","0.422798898983255","0.394860141583818","0.450737656382692","4"
"Rarely","2003","Couple + C. LE and GT 16","Rural Area","317","0.462049028302917","0.423483795642086","0.500614260963748","4"
"Daily","2004","1-pers.-HH","Urban Area","","","","","1"
"Daily","2004","1-pers.-HH","Rural Area","","","","","1"
"Daily","2004","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2004","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2004","Single parent ","Urban Area","","","","","1"
"Daily","2004","Single parent ","Rural Area","","","","","1"
"Daily","2004","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2004","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2004","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2004","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2004","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","2004","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","2004","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","2004","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","2004","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","2004","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2004","Single parent ","Urban Area","","","","","3"
"Min 1x per month","2004","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2004","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","2004","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","2004","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","2004","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2004","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","2004","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per week","2004","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","2004","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","2004","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","2004","Single parent ","Urban Area","","","","","2"
"Min 1x per week","2004","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","2004","Single parent ","Rural Area","","","","","2"
"Min 1x per week","2004","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","2004","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","2004","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","2004","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Min 1x per week","2004","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Min 1x per week","2004","Couple + C. GT 16 ","Rural Area","","","","","2"
"Never","2004","1-pers.-HH","Rural Area","","","","","5"
"Never","2004","1-pers.-HH","Urban Area","","","","","5"
"Never","2004","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2004","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2004","Single parent ","Urban Area","","","","","5"
"Never","2004","Single parent ","Rural Area","","","","","5"
"Never","2004","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","2004","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","2004","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2004","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2004","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","2004","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2004","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2004","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2004","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2004","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2004","Single parent ","Urban Area","","","","","4"
"Rarely","2004","Single parent ","Rural Area","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","2005","1-pers.-HH","Urban Area","","","","","1"
"Daily","2005","1-pers.-HH","Rural Area","","","","","1"
"Daily","2005","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2005","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2005","Single parent ","Urban Area","","","","","1"
"Daily","2005","Single parent ","Rural Area","","","","","1"
"Daily","2005","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2005","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2005","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2005","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2005","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","2005","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","2005","1-pers.-HH","Urban Area","500","0.217412404776065","0.199707088013153","0.235117721538978","3"
"Min 1x per month","2005","1-pers.-HH","Rural Area","157","0.185156213452823","0.159375426319584","0.210937000586061","3"
"Min 1x per month","2005","(Married) couple without C. ","Urban Area","748","0.13596125681585","0.126224399448695","0.145698114183005","3"
"Min 1x per month","2005","(Married) couple without C. ","Rural Area","263","0.11066997772262","0.097741476560864","0.123598478884376","3"
"Min 1x per month","2005","Single parent ","Urban Area","177","0.244077706714862","0.212615135345775","0.275540278083948","3"
"Min 1x per month","2005","Single parent ","Rural Area","103","0.248078822909744","0.205159358391963","0.290998287427525","3"
"Min 1x per month","2005","Couple + C. LE 16 ","Urban Area","375","0.135065949095592","0.121797272527081","0.148334625664103","3"
"Min 1x per month","2005","Couple + C. LE 16 ","Rural Area","169","0.151239773839633","0.130701385795136","0.17177816188413","3"
"Min 1x per month","2005","Couple + C. GT 16 ","Urban Area","563","0.243519815139376","0.225917654817342","0.261121975461411","3"
"Min 1x per month","2005","Couple + C. LE and GT 16","Urban Area","277","0.249959632200056","0.22453335642086","0.275385907979252","3"
"Min 1x per month","2005","Couple + C. GT 16 ","Rural Area","290","0.219738072507371","0.197674691937374","0.241801453077369","3"
"Min 1x per month","2005","Couple + C. LE and GT 16","Rural Area","137","0.224186550945099","0.190591858663739","0.25778124322646","3"
"Min 1x per week","2005","1-pers.-HH","Urban Area","159","0.0735753212109074","0.0623689190822818","0.0847817233395329","2"
"Min 1x per week","2005","1-pers.-HH","Rural Area","50","0.0616920844554237","0.0457231013729248","0.0776610675379227","2"
"Min 1x per week","2005","(Married) couple without C. ","Urban Area","168","0.0367000441234428","0.0313586001422976","0.042041488104588","2"
"Min 1x per week","2005","Single parent ","Urban Area","70","0.0994540133954463","0.0775332495126216","0.121374777278271","2"
"Min 1x per week","2005","(Married) couple without C. ","Rural Area","63","0.0211317138086695","0.0152047635836474","0.0270586640336915","2"
"Min 1x per week","2005","Single parent ","Rural Area","35","0.0858265026990642","0.0579910485355338","0.113661956862595","2"
"Min 1x per week","2005","Couple + C. LE 16 ","Urban Area","65","0.0208929907390114","0.0153406186939919","0.0264453627840309","2"
"Min 1x per week","2005","Couple + C. LE 16 ","Rural Area","27","","","","2"
"Min 1x per week","2005","Couple + C. GT 16 ","Urban Area","308","0.131111944286945","0.117269809186971","0.144954079386919","2"
"Min 1x per week","2005","Couple + C. GT 16 ","Rural Area","170","0.118719838288489","0.101484578344306","0.135955098232672","2"
"Min 1x per week","2005","Couple + C. LE and GT 16","Urban Area","148","0.123309094221658","0.104001582812047","0.142616605631268","2"
"Min 1x per week","2005","Couple + C. LE and GT 16","Rural Area","64","0.0935913904348218","0.0701292733163068","0.117053507553337","2"
"Never","2005","1-pers.-HH","Urban Area","806","0.419591603405407","0.398409196857609","0.440774009953204","5"
"Never","2005","1-pers.-HH","Rural Area","402","0.459740819210602","0.426662193416403","0.492819445004801","5"
"Never","2005","(Married) couple without C. ","Urban Area","1903","0.433628194514104","0.419549765881535","0.447706623146673","5"
"Never","2005","(Married) couple without C. ","Rural Area","976","0.45652570197721","0.435998776182914","0.477052627771506","5"
"Never","2005","Single parent ","Urban Area","178","0.250643563909679","0.218899386376987","0.282387741442371","5"
"Never","2005","Single parent ","Rural Area","103","0.254318590510927","0.211043398622828","0.297593782399026","5"
"Never","2005","Couple + C. LE 16 ","Urban Area","479","0.187651289987437","0.172494396524114","0.202808183450759","5"
"Never","2005","Couple + C. LE 16 ","Rural Area","197","0.203840725134009","0.180747409436347","0.226934040831671","5"
"Never","2005","Couple + C. GT 16 ","Urban Area","492","0.225898034158421","0.208748380562835","0.243047687754008","5"
"Never","2005","Couple + C. GT 16 ","Rural Area","311","0.256377358942102","0.233111701490825","0.27964301639338","5"
"Never","2005","Couple + C. LE and GT 16","Urban Area","194","0.172323493905621","0.150146225369066","0.194500762442175","5"
"Never","2005","Couple + C. LE and GT 16","Rural Area","98","0.211356249605453","0.178468419692225","0.244244079518681","5"
"Rarely","2005","(Married) couple without C. ","Urban Area","1941","0.393710504546603","0.37983102639176","0.407589982701447","4"
"Rarely","2005","1-pers.-HH","Urban Area","620","0.289420670607621","0.269955145717907","0.308886195497335","4"
"Rarely","2005","1-pers.-HH","Rural Area","263","0.293410882881152","0.263189702034976","0.323632063727328","4"
"Rarely","2005","(Married) couple without C. ","Rural Area","960","0.411672606491501","0.391391702437635","0.431953510545366","4"
"Rarely","2005","Single parent ","Urban Area","291","0.405824715980013","0.369856564567223","0.441792867392803","4"
"Rarely","2005","Single parent ","Rural Area","148","0.411776083880265","0.362868614810109","0.460683552950422","4"
"Rarely","2005","Couple + C. LE 16 ","Urban Area","1630","0.65638977017796","0.637953327910691","0.67482621244523","4"
"Rarely","2005","Couple + C. LE 16 ","Rural Area","776","0.619669215433489","0.591839963284148","0.647498467582829","4"
"Rarely","2005","Couple + C. GT 16 ","Urban Area","921","0.399470206415257","0.379383463670255","0.419556949160259","4"
"Rarely","2005","Couple + C. LE and GT 16","Rural Area","293","0.470865809014626","0.430657229715447","0.511074388313805","4"
"Rarely","2005","Couple + C. GT 16 ","Rural Area","582","0.405164730262037","0.379006198454017","0.431323262070057","4"
"Rarely","2005","Couple + C. LE and GT 16","Urban Area","495","0.454407779672666","0.425168783450848","0.483646775894484","4"
"Daily","2006","1-pers.-HH","Urban Area","","","","","1"
"Daily","2006","1-pers.-HH","Rural Area","","","","","1"
"Daily","2006","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2006","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2006","Single parent ","Urban Area","","","","","1"
"Daily","2006","Single parent ","Rural Area","","","","","1"
"Daily","2006","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2006","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2006","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2006","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2006","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","2006","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","2006","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","2006","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","2006","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","2006","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2006","Single parent ","Urban Area","","","","","3"
"Min 1x per month","2006","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2006","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","2006","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","2006","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","2006","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","2006","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2006","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per week","2006","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","2006","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","2006","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","2006","Single parent ","Urban Area","","","","","2"
"Min 1x per week","2006","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","2006","Single parent ","Rural Area","","","","","2"
"Min 1x per week","2006","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","2006","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","2006","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","2006","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","2006","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Min 1x per week","2006","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Never","2006","1-pers.-HH","Urban Area","","","","","5"
"Never","2006","1-pers.-HH","Rural Area","","","","","5"
"Never","2006","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2006","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2006","Single parent ","Urban Area","","","","","5"
"Never","2006","Single parent ","Rural Area","","","","","5"
"Never","2006","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","2006","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","2006","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2006","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2006","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","2006","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2006","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2006","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2006","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2006","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2006","Single parent ","Urban Area","","","","","4"
"Rarely","2006","Single parent ","Rural Area","","","","","4"
"Rarely","2006","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2006","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2006","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2006","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2006","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Rarely","2006","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Daily","2007","1-pers.-HH","Urban Area","","","","","1"
"Daily","2007","1-pers.-HH","Rural Area","","","","","1"
"Daily","2007","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2007","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2007","Single parent ","Urban Area","","","","","1"
"Daily","2007","Single parent ","Rural Area","","","","","1"
"Daily","2007","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2007","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2007","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2007","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2007","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","2007","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","2007","1-pers.-HH","Urban Area","493","0.211283213420781","0.194023923578075","0.228542503263486","3"
"Min 1x per month","2007","(Married) couple without C. ","Urban Area","773","0.141799371437307","0.132055744758057","0.151542998116558","3"
"Min 1x per month","2007","1-pers.-HH","Rural Area","168","0.166242530629068","0.14316767298","0.189317388278137","3"
"Min 1x per month","2007","(Married) couple without C. ","Rural Area","232","0.100227110936346","0.088247615793328","0.112206606079365","3"
"Min 1x per month","2007","Single parent ","Urban Area","164","0.221703245652957","0.190708920780087","0.252697570525826","3"
"Min 1x per month","2007","Single parent ","Rural Area","103","0.26721713898385","0.223960290938551","0.310473987029148","3"
"Min 1x per month","2007","Couple + C. LE 16 ","Urban Area","404","0.151202361791588","0.137074352134672","0.165330371448504","3"
"Min 1x per month","2007","Couple + C. LE 16 ","Rural Area","165","0.126114314504313","0.106637160495877","0.145591468512749","3"
"Min 1x per month","2007","Couple + C. GT 16 ","Urban Area","491","0.20990303146205","0.192721102307804","0.227084960616296","3"
"Min 1x per month","2007","Couple + C. GT 16 ","Rural Area","287","0.200083891580509","0.178930353882587","0.221237429278432","3"
"Min 1x per month","2007","Couple + C. LE and GT 16","Urban Area","213","0.24692301321146","0.218592557539973","0.275253468882946","3"
"Min 1x per month","2007","Couple + C. LE and GT 16","Rural Area","102","0.198688983964711","0.161944983229419","0.235432984700002","3"
"Min 1x per week","2007","1-pers.-HH","Urban Area","148","0.064738480315086","0.0543350235520044","0.0751419370781676","2"
"Min 1x per week","2007","(Married) couple without C. ","Urban Area","178","0.0386576890021872","0.033273180818391","0.0440421971859833","2"
"Min 1x per week","2007","1-pers.-HH","Rural Area","55","0.0562573743409872","0.041976177473884","0.0705385712080904","2"
"Min 1x per week","2007","Single parent ","Urban Area","65","0.0982319777779079","0.0760245936361916","0.120439361919624","2"
"Min 1x per week","2007","(Married) couple without C. ","Rural Area","74","0.0287569913554665","0.0220902265452117","0.0354237561657212","2"
"Min 1x per week","2007","Single parent ","Rural Area","39","0.0738715987858588","0.0483028535996601","0.0994403439720576","2"
"Min 1x per week","2007","Couple + C. LE 16 ","Urban Area","61","0.0213757097023455","0.0156718625202218","0.0270795568844693","2"
"Min 1x per week","2007","Couple + C. LE 16 ","Rural Area","29","","","","2"
"Min 1x per week","2007","Couple + C. GT 16 ","Urban Area","254","0.116392492779517","0.102861970705089","0.129923014853946","2"
"Min 1x per week","2007","Couple + C. GT 16 ","Rural Area","145","0.10231490263191","0.0862903401795342","0.118339465084286","2"
"Min 1x per week","2007","Couple + C. LE and GT 16","Urban Area","91","0.106328648374777","0.0860766841127853","0.126580612636769","2"
"Min 1x per week","2007","Couple + C. LE and GT 16","Rural Area","55","0.140415147380472","0.108422487644445","0.172407807116498","2"
"Never","2007","1-pers.-HH","Rural Area","480","0.476221244700479","0.445266557944321","0.507175931456638","5"
"Never","2007","1-pers.-HH","Urban Area","839","0.41256531858238","0.391751295424783","0.433379341739977","5"
"Never","2007","(Married) couple without C. ","Urban Area","1945","0.420484369511109","0.406696518742134","0.434272220280084","5"
"Never","2007","(Married) couple without C. ","Rural Area","1026","0.42869257502927","0.408950746606087","0.448434403452453","5"
"Never","2007","Single parent ","Urban Area","159","0.228037164182759","0.196731382097428","0.25934294626809","5"
"Never","2007","Single parent ","Rural Area","106","0.255951505891849","0.213292126795958","0.298610884987741","5"
"Never","2007","Couple + C. LE 16 ","Urban Area","462","0.182040214937199","0.166822506455829","0.197257923418568","5"
"Never","2007","Couple + C. LE 16 ","Rural Area","187","0.181093630104432","0.158500068086193","0.20368719212267","5"
"Never","2007","Couple + C. GT 16 ","Urban Area","480","0.233263378641149","0.215420342501014","0.251106414781284","5"
"Never","2007","Couple + C. GT 16 ","Rural Area","294","0.22665272876641","0.204515539436045","0.248789918096774","5"
"Never","2007","Couple + C. LE and GT 16","Urban Area","180","0.214989582583486","0.187999792550913","0.241979372616059","5"
"Never","2007","Couple + C. LE and GT 16","Rural Area","73","0.187483862784803","0.15154230189041","0.223425423679196","5"
"Rarely","2007","1-pers.-HH","Rural Area","297","0.301278850329465","0.272841812330546","0.329715888328384","4"
"Rarely","2007","(Married) couple without C. ","Urban Area","2028","0.399058570049396","0.385380542852694","0.412736597246099","4"
"Rarely","2007","1-pers.-HH","Urban Area","669","0.311412987681754","0.291834566936132","0.330991408427375","4"
"Rarely","2007","(Married) couple without C. ","Rural Area","1082","0.442323322678917","0.422510761579021","0.462135883778813","4"
"Rarely","2007","Single parent ","Urban Area","302","0.452027612386376","0.414892446740272","0.489162778032481","4"
"Rarely","2007","Single parent ","Rural Area","154","0.402959756338442","0.355012064545611","0.450907448131273","4"
"Rarely","2007","Couple + C. LE 16 ","Urban Area","1543","0.645381713568868","0.62651533669013","0.664248090447605","4"
"Rarely","2007","Couple + C. LE 16 ","Rural Area","735","0.674182713644759","0.646685299086955","0.701680128202563","4"
"Rarely","2007","Couple + C. GT 16 ","Urban Area","933","0.440441097117283","0.419495671309595","0.461386522924971","4"
"Rarely","2007","Couple + C. LE and GT 16","Rural Area","223","0.473412005870014","0.427433579803172","0.519390431936857","4"
"Rarely","2007","Couple + C. GT 16 ","Rural Area","648","0.470948477021171","0.444555376761765","0.497341577280578","4"
"Rarely","2007","Couple + C. LE and GT 16","Urban Area","406","0.431758755830277","0.399217070535898","0.464300441124657","4"
"Daily","2008","1-pers.-HH","Urban Area","2","","","","1"
"Daily","2008","1-pers.-HH","Rural Area","","","","","1"
"Daily","2008","(Married) couple without C. ","Urban Area","2","","","","1"
"Daily","2008","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2008","Single parent ","Urban Area","1","","","","1"
"Daily","2008","Single parent ","Rural Area","","","","","1"
"Daily","2008","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2008","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2008","Couple + C. GT 16 ","Urban Area","2","","","","1"
