"ple0182","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Bavaria","no degree/no degree yet","6","","",""
"Yes, vegetarian","2016","Berlin","lower secondary degree","4","","",""
"Yes, vegetarian","2016","Berlin","secondary school degree","15","","",""
"Yes, vegetarian","2016","Berlin","college entrance qualification","60","0.189276430718584","0.148295746883365","0.230257114553804"
"Yes, vegetarian","2016","Berlin","Other degree","18","","",""
"Yes, vegetarian","2016","Berlin","no degree/no degree yet","1","","",""
"Yes, vegetarian","2016","Brandenburg","lower secondary degree","3","","",""
"Yes, vegetarian","2016","Brandenburg","secondary school degree","10","","",""
"Yes, vegetarian","2016","Brandenburg","college entrance qualification","12","","",""
"Yes, vegetarian","2016","Brandenburg","Other degree","2","","",""
"Yes, vegetarian","2016","Brandenburg","no degree/no degree yet","","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","lower secondary degree","1","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","secondary school degree","2","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","college entrance qualification","5","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes, vegetarian","2016","Saxony","lower secondary degree","","","",""
"Yes, vegetarian","2016","Saxony","secondary school degree","19","","",""
"Yes, vegetarian","2016","Saxony","college entrance qualification","34","0.0974002971734174","0.0678213867103974","0.126979207636437"
"Yes, vegetarian","2016","Saxony","Other degree","2","","",""
"Yes, vegetarian","2016","Saxony","no degree/no degree yet","2","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","lower secondary degree","2","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","secondary school degree","8","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","college entrance qualification","11","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","Other degree","","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Yes, vegetarian","2016","Thuringia","lower secondary degree","4","","",""
"Yes, vegetarian","2016","Thuringia","secondary school degree","10","","",""
"Yes, vegetarian","2016","Thuringia","college entrance qualification","13","","",""
"Yes, vegetarian","2016","Thuringia","Other degree","7","","",""
"Yes, vegetarian","2016","Thuringia","no degree/no degree yet","3","","",""
"Yes, vegan","2016","Schleswig-Holstein","lower secondary degree","1","","",""
"Yes, vegan","2016","Schleswig-Holstein","secondary school degree","","","",""
"Yes, vegan","2016","Schleswig-Holstein","college entrance qualification","","","",""
"Yes, vegan","2016","Schleswig-Holstein","Other degree","1","","",""
"Yes, vegan","2016","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes, vegan","2016","Hamburg","lower secondary degree","","","",""
"Yes, vegan","2016","Hamburg","secondary school degree","","","",""
"Yes, vegan","2016","Hamburg","college entrance qualification","","","",""
"Yes, vegan","2016","Hamburg","Other degree","","","",""
"Yes, vegan","2016","Hamburg","no degree/no degree yet","","","",""
"Yes, vegan","2016","Lower Saxony","lower secondary degree","3","","",""
"Yes, vegan","2016","Lower Saxony","secondary school degree","3","","",""
"Yes, vegan","2016","Lower Saxony","college entrance qualification","7","","",""
"Yes, vegan","2016","Lower Saxony","Other degree","1","","",""
"Yes, vegan","2016","Lower Saxony","no degree/no degree yet","2","","",""
"Yes, vegan","2016","Bremen","lower secondary degree","","","",""
"Yes, vegan","2016","Bremen","secondary school degree","1","","",""
"Yes, vegan","2016","Bremen","college entrance qualification","","","",""
"Yes, vegan","2016","Bremen","Other degree","","","",""
"Yes, vegan","2016","Bremen","no degree/no degree yet","","","",""
"Yes, vegan","2016","North Rhine-Westphalia","lower secondary degree","4","","",""
"Yes, vegan","2016","North Rhine-Westphalia","secondary school degree","6","","",""
"Yes, vegan","2016","North Rhine-Westphalia","college entrance qualification","8","","",""
"Yes, vegan","2016","North Rhine-Westphalia","Other degree","2","","",""
"Yes, vegan","2016","North Rhine-Westphalia","no degree/no degree yet","1","","",""
"Yes, vegan","2016","Hesse","lower secondary degree","1","","",""
"Yes, vegan","2016","Hesse","secondary school degree","1","","",""
"Yes, vegan","2016","Hesse","college entrance qualification","4","","",""
"Yes, vegan","2016","Hesse","Other degree","","","",""
"Yes, vegan","2016","Hesse","no degree/no degree yet","1","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","lower secondary degree","1","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","secondary school degree","3","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes, vegan","2016","Baden-Württemberg","lower secondary degree","3","","",""
"Yes, vegan","2016","Baden-Württemberg","secondary school degree","3","","",""
"Yes, vegan","2016","Baden-Württemberg","college entrance qualification","7","","",""
"Yes, vegan","2016","Baden-Württemberg","Other degree","3","","",""
"Yes, vegan","2016","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes, vegan","2016","Bavaria","lower secondary degree","8","","",""
"Yes, vegan","2016","Bavaria","secondary school degree","5","","",""
"Yes, vegan","2016","Bavaria","college entrance qualification","8","","",""
"Yes, vegan","2016","Bavaria","Other degree","2","","",""
"Yes, vegan","2016","Bavaria","no degree/no degree yet","","","",""
"Yes, vegan","2016","Berlin","lower secondary degree","1","","",""
"Yes, vegan","2016","Berlin","secondary school degree","3","","",""
"Yes, vegan","2016","Berlin","college entrance qualification","3","","",""
"Yes, vegan","2016","Berlin","Other degree","2","","",""
"Yes, vegan","2016","Berlin","no degree/no degree yet","","","",""
"Yes, vegan","2016","Brandenburg","lower secondary degree","2","","",""
"Yes, vegan","2016","Brandenburg","secondary school degree","1","","",""
"Yes, vegan","2016","Brandenburg","college entrance qualification","1","","",""
"Yes, vegan","2016","Brandenburg","Other degree","","","",""
"Yes, vegan","2016","Brandenburg","no degree/no degree yet","","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","secondary school degree","2","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","college entrance qualification","1","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes, vegan","2016","Saxony","lower secondary degree","","","",""
"Yes, vegan","2016","Saxony","secondary school degree","5","","",""
"Yes, vegan","2016","Saxony","college entrance qualification","","","",""
"Yes, vegan","2016","Saxony","Other degree","","","",""
"Yes, vegan","2016","Saxony","no degree/no degree yet","","","",""
"Yes, vegan","2016","Saxony-Anhalt","lower secondary degree","1","","",""
"Yes, vegan","2016","Saxony-Anhalt","secondary school degree","4","","",""
"Yes, vegan","2016","Saxony-Anhalt","college entrance qualification","","","",""
"Yes, vegan","2016","Saxony-Anhalt","Other degree","","","",""
"Yes, vegan","2016","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes, vegan","2016","Thuringia","lower secondary degree","2","","",""
"Yes, vegan","2016","Thuringia","secondary school degree","3","","",""
"Yes, vegan","2016","Thuringia","college entrance qualification","3","","",""
"Yes, vegan","2016","Thuringia","Other degree","","","",""
"Yes, vegan","2016","Thuringia","no degree/no degree yet","","","",""
"No","2016","Schleswig-Holstein","lower secondary degree","212","0.967719809952734","0.944364824139578","0.991074795765889"
"No","2016","Schleswig-Holstein","secondary school degree","216","0.931657351771695","0.899046797353915","0.964267906189474"
"No","2016","Schleswig-Holstein","college entrance qualification","187","0.88245752047335","0.838583518899401","0.926331522047298"
"No","2016","Schleswig-Holstein","Other degree","85","0.967760810923063","0.930856013531571","1.00466560831455"
"No","2016","Schleswig-Holstein","no degree/no degree yet","33","1","1","1"
"No","2016","Hamburg","lower secondary degree","59","1","1","1"
"No","2016","Hamburg","secondary school degree","80","0.920504716659419","0.862997504007653","0.978011929311186"
"No","2016","Hamburg","college entrance qualification","155","0.924159925828365","0.884127086744462","0.964192764912269"
"No","2016","Hamburg","Other degree","72","0.97185990004603","0.93443315069419","1.00928664939787"
"No","2016","Hamburg","no degree/no degree yet","13","","",""
"No","2016","Lower Saxony","lower secondary degree","570","0.973805256860958","0.960807236179103","0.986803277542812"
"No","2016","Lower Saxony","secondary school degree","627","0.949808813458902","0.933010813666432","0.966606813251373"
"No","2016","Lower Saxony","college entrance qualification","605","0.920284372914289","0.89954191592766","0.941026829900918"
"No","2016","Lower Saxony","Other degree","277","0.963784535204615","0.942207644807347","0.985361425601884"
"No","2016","Lower Saxony","no degree/no degree yet","94","0.961988094658609","0.924319869133245","0.999656320183973"
"No","2016","Bremen","lower secondary degree","40","1","1","1"
"No","2016","Bremen","secondary school degree","32","0.981402378376483","0.935991396810849","1.02681335994212"
"No","2016","Bremen","college entrance qualification","37","0.920731957008633","0.839984372463437","1.00147954155383"
"No","2016","Bremen","Other degree","31","0.997095057841212","0.97844800813875","1.01574210754367"
"No","2016","Bremen","no degree/no degree yet","11","","",""
"No","2016","North Rhine-Westphalia","lower secondary degree","1179","0.972197663492632","0.962949474805245","0.98144585218002"
"No","2016","North Rhine-Westphalia","secondary school degree","962","0.94452938111773","0.930384856943103","0.958673905292356"
"No","2016","North Rhine-Westphalia","college entrance qualification","1462","0.918896370571152","0.905494749154852","0.932297991987452"
"No","2016","North Rhine-Westphalia","Other degree","747","0.965971113304028","0.953181854351575","0.978760372256481"
"No","2016","North Rhine-Westphalia","no degree/no degree yet","249","0.962528497024897","0.939399565861321","0.985657428188472"
"No","2016","Hesse","lower secondary degree","311","0.967039031702626","0.947447213961248","0.986630849444005"
"No","2016","Hesse","secondary school degree","359","0.943978989644563","0.92076584120213","0.967192138086996"
"No","2016","Hesse","college entrance qualification","497","0.917204316345673","0.894068398521233","0.940340234170114"
"No","2016","Hesse","Other degree","246","0.952512069289527","0.926709990099348","0.978314148479706"
"No","2016","Hesse","no degree/no degree yet","51","0.937669836795113","0.874351691891337","1.00098798169889"
"No","2016","Rhineland-Palatinate,Saarland","lower secondary degree","463","0.976254106588822","0.962489149687315","0.99001906349033"
"No","2016","Rhineland-Palatinate,Saarland","secondary school degree","278","0.947085008054696","0.921364150472787","0.972805865636605"
"No","2016","Rhineland-Palatinate,Saarland","college entrance qualification","307","0.827687935428076","0.787663409793","0.867712461063153"
"No","2016","Rhineland-Palatinate,Saarland","Other degree","263","0.992035777844978","0.981333887306392","1.00273766838356"
"No","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","49","1","1","1"
"No","2016","Baden-Württemberg","lower secondary degree","660","0.951692185937066","0.935682035054357","0.967702336819774"
"No","2016","Baden-Württemberg","secondary school degree","638","0.950458388649547","0.934196474717119","0.966720302581975"
"No","2016","Baden-Württemberg","college entrance qualification","747","0.908333784997255","0.88869121953042","0.92797635046409"
"No","2016","Baden-Württemberg","Other degree","451","0.950190709952139","0.930480750525376","0.969900669378901"
"No","2016","Baden-Württemberg","no degree/no degree yet","61","0.97004839474829","0.92861045400673","1.01148633548985"
"No","2016","Bavaria","lower secondary degree","1138","0.979485922925012","0.971346188804394","0.98762565704563"
"No","2016","Bavaria","secondary school degree","870","0.927757520087952","0.911136652126629","0.944378388049274"
"No","2016","Bavaria","college entrance qualification","826","0.894744020055285","0.874935345255582","0.914552694854988"
"No","2016","Bavaria","Other degree","598","0.929179757352553","0.909084688453303","0.949274826251804"
"No","2016","Bavaria","no degree/no degree yet","106","0.969839638642737","0.938165317538066","1.00151395974741"
"No","2016","Berlin","lower secondary degree","134","0.963215838576886","0.931923866904848","0.994507810248923"
"No","2016","Berlin","secondary school degree","233","0.935684315710336","0.905336016829976","0.966032614590696"
"No","2016","Berlin","college entrance qualification","288","0.789592312433186","0.746951370449686","0.832233254416687"
"No","2016","Berlin","Other degree","91","0.783314113668296","0.706671573550494","0.859956653786099"
"No","2016","Berlin","no degree/no degree yet","29","","",""
"No","2016","Brandenburg","lower secondary degree","195","0.982739185512815","0.96468895001892","1.00078942100671"
"No","2016","Brandenburg","secondary school degree","364","0.986454113149512","0.974754415921382","0.998153810377642"
"No","2016","Brandenburg","college entrance qualification","226","0.953253139263925","0.926490466226158","0.980015812301691"
"No","2016","Brandenburg","Other degree","78","0.933522813496896","0.878934223007029","0.988111403986763"
"No","2016","Brandenburg","no degree/no degree yet","24","","",""
"No","2016","Mecklenburg-Western Pomerania","lower secondary degree","90","0.997494536178247","0.987223205160108","1.00776586719639"
"No","2016","Mecklenburg-Western Pomerania","secondary school degree","247","0.991300154292698","0.979811488593609","1.00278881999179"
"No","2016","Mecklenburg-Western Pomerania","college entrance qualification","121","0.950565699909182","0.912864819258029","0.988266580560335"
"No","2016","Mecklenburg-Western Pomerania","Other degree","16","","",""
"No","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","14","","",""
"No","2016","Saxony","lower secondary degree","266","1","1","1"
"No","2016","Saxony","secondary school degree","668","0.958286029257173","0.943389558505899","0.973182500008446"
"No","2016","Saxony","college entrance qualification","352","0.902599702826583","0.873020792363563","0.932178613289603"
"No","2016","Saxony","Other degree","49","0.9563283938918","0.900240890308152","1.01241589747545"
"No","2016","Saxony","no degree/no degree yet","20","","",""
"No","2016","Saxony-Anhalt","lower secondary degree","175","0.98994403623865","0.975286692884353","1.00460137959295"
"No","2016","Saxony-Anhalt","secondary school degree","355","0.979505230863764","0.965009505442716","0.994000956284811"
"No","2016","Saxony-Anhalt","college entrance qualification","180","0.956598203826548","0.927701384707576","0.98549502294552"
"No","2016","Saxony-Anhalt","Other degree","45","1","1","1"
"No","2016","Saxony-Anhalt","no degree/no degree yet","17","","",""
"No","2016","Thuringia","lower secondary degree","209","0.976481673138947","0.956225186568786","0.996738159709108"
"No","2016","Thuringia","secondary school degree","379","0.960254875289371","0.940915597577078","0.979594153001664"
"No","2016","Thuringia","college entrance qualification","174","0.898475611163538","0.855530905664084","0.941420316662993"
"No","2016","Thuringia","Other degree","63","0.79681769161109","0.702558979811896","0.891076403410284"
"No","2016","Thuringia","no degree/no degree yet","6","","",""
"Yes, vegetarian","2017","Schleswig-Holstein","lower secondary degree","","","",""
"Yes, vegetarian","2017","Schleswig-Holstein","secondary school degree","","","",""
"Yes, vegetarian","2017","Schleswig-Holstein","college entrance qualification","","","",""
"Yes, vegetarian","2017","Schleswig-Holstein","Other degree","","","",""
"Yes, vegetarian","2017","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Hamburg","lower secondary degree","","","",""
"Yes, vegetarian","2017","Hamburg","secondary school degree","","","",""
"Yes, vegetarian","2017","Hamburg","college entrance qualification","","","",""
"Yes, vegetarian","2017","Hamburg","Other degree","","","",""
"Yes, vegetarian","2017","Hamburg","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Lower Saxony","lower secondary degree","","","",""
"Yes, vegetarian","2017","Lower Saxony","secondary school degree","","","",""
"Yes, vegetarian","2017","Lower Saxony","college entrance qualification","","","",""
"Yes, vegetarian","2017","Lower Saxony","Other degree","","","",""
"Yes, vegetarian","2017","Lower Saxony","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Bremen","lower secondary degree","","","",""
"Yes, vegetarian","2017","Bremen","secondary school degree","","","",""
"Yes, vegetarian","2017","Bremen","college entrance qualification","","","",""
"Yes, vegetarian","2017","Bremen","Other degree","","","",""
"Yes, vegetarian","2017","Bremen","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","secondary school degree","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","Other degree","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Hesse","lower secondary degree","","","",""
"Yes, vegetarian","2017","Hesse","secondary school degree","","","",""
"Yes, vegetarian","2017","Hesse","college entrance qualification","","","",""
"Yes, vegetarian","2017","Hesse","Other degree","","","",""
"Yes, vegetarian","2017","Hesse","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","lower secondary degree","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","secondary school degree","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","college entrance qualification","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","Other degree","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Bavaria","lower secondary degree","","","",""
"Yes, vegetarian","2017","Bavaria","secondary school degree","","","",""
"Yes, vegetarian","2017","Bavaria","college entrance qualification","","","",""
"Yes, vegetarian","2017","Bavaria","Other degree","","","",""
"Yes, vegetarian","2017","Bavaria","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Berlin","lower secondary degree","","","",""
"Yes, vegetarian","2017","Berlin","secondary school degree","","","",""
"Yes, vegetarian","2017","Berlin","college entrance qualification","","","",""
"Yes, vegetarian","2017","Berlin","Other degree","","","",""
"Yes, vegetarian","2017","Berlin","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Brandenburg","lower secondary degree","","","",""
"Yes, vegetarian","2017","Brandenburg","secondary school degree","","","",""
"Yes, vegetarian","2017","Brandenburg","college entrance qualification","","","",""
"Yes, vegetarian","2017","Brandenburg","Other degree","","","",""
"Yes, vegetarian","2017","Brandenburg","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes, vegetarian","2017","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes, vegetarian","2017","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes, vegetarian","2017","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes, vegetarian","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Saxony","lower secondary degree","","","",""
"Yes, vegetarian","2017","Saxony","secondary school degree","","","",""
"Yes, vegetarian","2017","Saxony","college entrance qualification","","","",""
"Yes, vegetarian","2017","Saxony","Other degree","","","",""
"Yes, vegetarian","2017","Saxony","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Saxony-Anhalt","lower secondary degree","","","",""
"Yes, vegetarian","2017","Saxony-Anhalt","secondary school degree","","","",""
"Yes, vegetarian","2017","Saxony-Anhalt","college entrance qualification","","","",""
"Yes, vegetarian","2017","Saxony-Anhalt","Other degree","","","",""
"Yes, vegetarian","2017","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Thuringia","lower secondary degree","","","",""
"Yes, vegetarian","2017","Thuringia","secondary school degree","","","",""
"Yes, vegetarian","2017","Thuringia","college entrance qualification","","","",""
"Yes, vegetarian","2017","Thuringia","Other degree","","","",""
"Yes, vegetarian","2017","Thuringia","no degree/no degree yet","","","",""
"Yes, vegan","2017","Schleswig-Holstein","lower secondary degree","","","",""
"Yes, vegan","2017","Schleswig-Holstein","secondary school degree","","","",""
"Yes, vegan","2017","Schleswig-Holstein","college entrance qualification","","","",""
"Yes, vegan","2017","Schleswig-Holstein","Other degree","","","",""
"Yes, vegan","2017","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes, vegan","2017","Hamburg","lower secondary degree","","","",""
"Yes, vegan","2017","Hamburg","secondary school degree","","","",""
"Yes, vegan","2017","Hamburg","college entrance qualification","","","",""
"Yes, vegan","2017","Hamburg","Other degree","","","",""
"Yes, vegan","2017","Hamburg","no degree/no degree yet","","","",""
"Yes, vegan","2017","Lower Saxony","lower secondary degree","","","",""
"Yes, vegan","2017","Lower Saxony","secondary school degree","","","",""
"Yes, vegan","2017","Lower Saxony","college entrance qualification","","","",""
"Yes, vegan","2017","Lower Saxony","Other degree","","","",""
"Yes, vegan","2017","Lower Saxony","no degree/no degree yet","","","",""
"Yes, vegan","2017","Bremen","lower secondary degree","","","",""
"Yes, vegan","2017","Bremen","secondary school degree","","","",""
"Yes, vegan","2017","Bremen","college entrance qualification","","","",""
"Yes, vegan","2017","Bremen","Other degree","","","",""
"Yes, vegan","2017","Bremen","no degree/no degree yet","","","",""
"Yes, vegan","2017","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes, vegan","2017","North Rhine-Westphalia","secondary school degree","","","",""
"Yes, vegan","2017","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes, vegan","2017","North Rhine-Westphalia","Other degree","","","",""
"Yes, vegan","2017","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes, vegan","2017","Hesse","lower secondary degree","","","",""
"Yes, vegan","2017","Hesse","secondary school degree","","","",""
"Yes, vegan","2017","Hesse","college entrance qualification","","","",""
"Yes, vegan","2017","Hesse","Other degree","","","",""
"Yes, vegan","2017","Hesse","no degree/no degree yet","","","",""
"Yes, vegan","2017","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes, vegan","2017","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes, vegan","2017","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes, vegan","2017","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes, vegan","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes, vegan","2017","Baden-Württemberg","lower secondary degree","","","",""
"Yes, vegan","2017","Baden-Württemberg","secondary school degree","","","",""
"Yes, vegan","2017","Baden-Württemberg","college entrance qualification","","","",""
"Yes, vegan","2017","Baden-Württemberg","Other degree","","","",""
"Yes, vegan","2017","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes, vegan","2017","Bavaria","lower secondary degree","","","",""
"Yes, vegan","2017","Bavaria","secondary school degree","","","",""
"Yes, vegan","2017","Bavaria","college entrance qualification","","","",""
"Yes, vegan","2017","Bavaria","Other degree","","","",""
"Yes, vegan","2017","Bavaria","no degree/no degree yet","","","",""
"Yes, vegan","2017","Berlin","lower secondary degree","","","",""
"Yes, vegan","2017","Berlin","secondary school degree","","","",""
"Yes, vegan","2017","Berlin","college entrance qualification","","","",""
"Yes, vegan","2017","Berlin","Other degree","","","",""
"Yes, vegan","2017","Berlin","no degree/no degree yet","","","",""
"Yes, vegan","2017","Brandenburg","lower secondary degree","","","",""
"Yes, vegan","2017","Brandenburg","secondary school degree","","","",""
"Yes, vegan","2017","Brandenburg","college entrance qualification","","","",""
"Yes, vegan","2017","Brandenburg","Other degree","","","",""
"Yes, vegan","2017","Brandenburg","no degree/no degree yet","","","",""
"Yes, vegan","2017","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes, vegan","2017","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes, vegan","2017","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes, vegan","2017","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes, vegan","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes, vegan","2017","Saxony","lower secondary degree","","","",""
"Yes, vegan","2017","Saxony","secondary school degree","","","",""
"Yes, vegan","2017","Saxony","college entrance qualification","","","",""
"Yes, vegan","2017","Saxony","Other degree","","","",""
"Yes, vegan","2017","Saxony","no degree/no degree yet","","","",""
"Yes, vegan","2017","Saxony-Anhalt","lower secondary degree","","","",""
"Yes, vegan","2017","Saxony-Anhalt","secondary school degree","","","",""
"Yes, vegan","2017","Saxony-Anhalt","college entrance qualification","","","",""
"Yes, vegan","2017","Saxony-Anhalt","Other degree","","","",""
"Yes, vegan","2017","Saxony-Anhalt","no degree/no degree yet","","","",""
