"ple0182","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Not Employed","in school","20","","",""
"Yes, vegetarian","2016","Not Employed","inadequately","2","","",""
"Yes, vegetarian","2016","Not Employed","general elemantary","32","0.0249976861834346","0.0163187747656062","0.033676597601263"
"Yes, vegetarian","2016","Not Employed","middle vocational","140","0.0411027279130535","0.0348430657207032","0.0473623901054038"
"Yes, vegetarian","2016","Not Employed","vocational + Abi","16","","",""
"Yes, vegetarian","2016","Not Employed","higher vocational","16","","",""
"Yes, vegetarian","2016","Not Employed","higher education","92","0.0756583685301781","0.0622621589378863","0.08905457812247"
"Yes, vegetarian","2016","Employed","in school","8","","",""
"Yes, vegetarian","2016","Employed","inadequately","1","","",""
"Yes, vegetarian","2016","Employed","general elemantary","24","","",""
"Yes, vegetarian","2016","Employed","middle vocational","265","0.0402463082290123","0.0356885562732138","0.0448040601848108"
"Yes, vegetarian","2016","Employed","vocational + Abi","109","0.0685742466283954","0.0563687365169849","0.080779756739806"
"Yes, vegetarian","2016","Employed","higher vocational","44","0.0439271295084419","0.0312000038666363","0.0566542551502475"
"Yes, vegetarian","2016","Employed","higher education","377","0.0897009386262567","0.0812547573269613","0.098147119925552"
"Yes, vegan","2016","Not Employed","in school","1","","",""
"Yes, vegan","2016","Not Employed","inadequately","","","",""
"Yes, vegan","2016","Not Employed","general elemantary","4","","",""
"Yes, vegan","2016","Not Employed","middle vocational","25","","",""
"Yes, vegan","2016","Not Employed","vocational + Abi","2","","",""
"Yes, vegan","2016","Not Employed","higher vocational","","","",""
"Yes, vegan","2016","Not Employed","higher education","6","","",""
"Yes, vegan","2016","Employed","in school","2","","",""
"Yes, vegan","2016","Employed","inadequately","1","","",""
"Yes, vegan","2016","Employed","general elemantary","7","","",""
"Yes, vegan","2016","Employed","middle vocational","39","0.00609488961734646","0.00428994803606634","0.00789983119862658"
"Yes, vegan","2016","Employed","vocational + Abi","7","","",""
"Yes, vegan","2016","Employed","higher vocational","4","","",""
"Yes, vegan","2016","Employed","higher education","31","0.0111361693163821","0.00803442484367526","0.0142379137890889"
"No","2016","Not Employed","in school","241","0.94473321108647","0.917064804256794","0.972401617916147"
"No","2016","Not Employed","inadequately","215","0.983960441062904","0.967245561403463","1.00067532072235"
"No","2016","Not Employed","general elemantary","1207","0.970038194785927","0.960560757218204","0.979515632353649"
"No","2016","Not Employed","middle vocational","3699","0.952254441170052","0.945531295425956","0.958977586914149"
"No","2016","Not Employed","vocational + Abi","357","0.954113645215951","0.932936164743138","0.975291125688764"
"No","2016","Not Employed","higher vocational","392","0.95188231964292","0.931115883018591","0.97264875626725"
"No","2016","Not Employed","higher education","1399","0.921312324847722","0.907672964972577","0.934951684722866"
"No","2016","Employed","in school","61","0.897507880154003","0.826960110255386","0.96805565005262"
"No","2016","Employed","inadequately","183","0.997619294054033","0.990596700636918","1.00464188747115"
"No","2016","Employed","general elemantary","1298","0.9793954975461","0.97175809435955","0.98703290073265"
