"ple0182","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","(0) in school","28","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","7","","",""
"Yes, vegetarian","2016","(1b) general elementary school","25","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","111","0.0265774888543797","0.02214962141616","0.0310053562925993"
"Yes, vegetarian","2016","(2b) intermediate general qualification","31","0.0503681859676765","0.0340850797273765","0.0666512922079765"
"Yes, vegetarian","2016","(2a) intermediate vocational","201","0.0415474693017811","0.0361897146390566","0.0469052239645056"
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","116","0.109228083897741","0.0919637535088044","0.126492414286677"
"Yes, vegetarian","2016","(2c_voc) vocational maturity certificate","152","0.0632889723516559","0.0536220737114375","0.0729558709918743"
"Yes, vegetarian","2016","(3a) lower tertiary education","121","0.077777355258723","0.0655234495744056","0.0900312609430405"
"Yes, vegetarian","2016","(3b) higher tertiary education","348","0.0900654524281457","0.0812585586153296","0.0988723462409618"
"Yes, vegan","2016","(0) in school","3","","",""
"Yes, vegan","2016","(1a) inadequately completed","1","","",""
"Yes, vegan","2016","(1b) general elementary school","6","","",""
"Yes, vegan","2016","(1c) basic vocational qualification","24","","",""
"Yes, vegan","2016","(2b) intermediate general qualification","5","","",""
"Yes, vegan","2016","(2a) intermediate vocational","28","","",""
"Yes, vegan","2016","(2c_gen) general maturity certificate","12","","",""
"Yes, vegan","2016","(2c_voc) vocational maturity certificate","10","","",""
"Yes, vegan","2016","(3a) lower tertiary education","17","","",""
"Yes, vegan","2016","(3b) higher tertiary education","20","","",""
"No","2016","(0) in school","303","0.93709814801496","0.91106065817014","0.96313563785978"
"No","2016","(1a) inadequately completed","471","0.984079944802616","0.972870920533749","0.995288969071482"
"No","2016","(1b) general elementary school","1897","0.986278802889706","0.981086136429549","0.991471469349863"
"No","2016","(1c) basic vocational qualification","4934","0.96778982847795","0.962929406334137","0.972650250621763"
"No","2016","(2b) intermediate general qualification","657","0.940329384407429","0.922693317545485","0.957965451269372"
"No","2016","(2a) intermediate vocational","5100","0.953849705590002","0.94821654095859","0.959482870221413"
"No","2016","(2c_gen) general maturity certificate","1126","0.877046974550158","0.858871725942901","0.895222223157416"
"No","2016","(2c_voc) vocational maturity certificate","2275","0.932538807287479","0.922580608511725","0.942497006063234"
"No","2016","(3a) lower tertiary education","1697","0.910876095849767","0.897839721872124","0.923912469827411"
"No","2016","(3b) higher tertiary education","3691","0.902184414287062","0.893045591511961","0.911323237062163"
"Yes, vegetarian","2017","(0) in school","","","",""
"Yes, vegetarian","2017","(1a) inadequately completed","","","",""
"Yes, vegetarian","2017","(1b) general elementary school","","","",""
"Yes, vegetarian","2017","(1c) basic vocational qualification","","","",""
"Yes, vegetarian","2017","(2b) intermediate general qualification","","","",""
"Yes, vegetarian","2017","(2a) intermediate vocational","","","",""
"Yes, vegetarian","2017","(2c_gen) general maturity certificate","","","",""
"Yes, vegetarian","2017","(2c_voc) vocational maturity certificate","","","",""
"Yes, vegetarian","2017","(3a) lower tertiary education","","","",""
"Yes, vegetarian","2017","(3b) higher tertiary education","","","",""
"Yes, vegan","2017","(0) in school","","","",""
"Yes, vegan","2017","(1a) inadequately completed","","","",""
"Yes, vegan","2017","(1b) general elementary school","","","",""
"Yes, vegan","2017","(1c) basic vocational qualification","","","",""
"Yes, vegan","2017","(2b) intermediate general qualification","","","",""
"Yes, vegan","2017","(2a) intermediate vocational","","","",""
"Yes, vegan","2017","(2c_gen) general maturity certificate","","","",""
"Yes, vegan","2017","(2c_voc) vocational maturity certificate","","","",""
"Yes, vegan","2017","(3a) lower tertiary education","","","",""
"Yes, vegan","2017","(3b) higher tertiary education","","","",""
"No","2017","(0) in school","","","",""
"No","2017","(1a) inadequately completed","","","",""
"No","2017","(1b) general elementary school","","","",""
"No","2017","(1c) basic vocational qualification","","","",""
"No","2017","(2b) intermediate general qualification","","","",""
"No","2017","(2a) intermediate vocational","","","",""
"No","2017","(2c_gen) general maturity certificate","","","",""
"No","2017","(2c_voc) vocational maturity certificate","","","",""
"No","2017","(3a) lower tertiary education","","","",""
"No","2017","(3b) higher tertiary education","","","",""
"Yes, vegetarian","2018","(0) in school","34","0.0907734414197801","0.0605025299085087","0.121044352931052"
"Yes, vegetarian","2018","(1a) inadequately completed","17","","",""
"Yes, vegetarian","2018","(1b) general elementary school","35","0.0139737067795015","0.0087409298075412","0.0192064837514618"
"Yes, vegetarian","2018","(1c) basic vocational qualification","118","0.0287736345666814","0.0240698731168312","0.0334773960165316"
"Yes, vegetarian","2018","(2b) intermediate general qualification","31","0.039023090635377","0.0255872775678425","0.0524589037029116"
"Yes, vegetarian","2018","(2a) intermediate vocational","208","0.0364094426982878","0.0315877478202004","0.0412311375763752"
"Yes, vegetarian","2018","(2c_gen) general maturity certificate","151","0.107931922855956","0.092069724370602","0.123794121341311"
"Yes, vegetarian","2018","(2c_voc) vocational maturity certificate","169","0.0622913897906789","0.052896141104178","0.0716866384771797"
"Yes, vegetarian","2018","(3a) lower tertiary education","155","0.0789222948753135","0.0670374711689816","0.0908071185816453"
"Yes, vegetarian","2018","(3b) higher tertiary education","420","0.0991155912835271","0.0902377133141742","0.10799346925288"
"Yes, vegan","2018","(0) in school","2","","",""
"Yes, vegan","2018","(1a) inadequately completed","4","","",""
"Yes, vegan","2018","(1b) general elementary school","8","","",""
"Yes, vegan","2018","(1c) basic vocational qualification","18","","",""
"Yes, vegan","2018","(2b) intermediate general qualification","8","","",""
"Yes, vegan","2018","(2a) intermediate vocational","20","","",""
"Yes, vegan","2018","(2c_gen) general maturity certificate","28","","",""
"Yes, vegan","2018","(2c_voc) vocational maturity certificate","22","","",""
"Yes, vegan","2018","(3a) lower tertiary education","10","","",""
"Yes, vegan","2018","(3b) higher tertiary education","33","0.00903658376729194","0.00622510635983602","0.0118480611747479"
"No","2018","(0) in school","310","0.905592385970959","0.874783220570433","0.936401551371485"
"No","2018","(1a) inadequately completed","522","0.954586137551649","0.937073564578124","0.972098710525175"
"No","2018","(1b) general elementary school","1890","0.981175747761224","0.975117257232355","0.987234238290094"
"No","2018","(1c) basic vocational qualification","4716","0.966188454852393","0.96110275031188","0.971274159392905"
"No","2018","(2b) intermediate general qualification","759","0.948401561103509","0.933053233636826","0.963749888570193"
"No","2018","(2a) intermediate vocational","5569","0.960142395114561","0.955106579004553","0.965178211224569"
"No","2018","(2c_gen) general maturity certificate","1291","0.871731251685347","0.854637351648447","0.888825151722246"
"No","2018","(2c_voc) vocational maturity certificate","2351","0.925644252127829","0.915445673575079","0.935842830680578"
"No","2018","(3a) lower tertiary education","1812","0.91646031898682","0.90426346020551","0.92865717776813"
"No","2018","(3b) higher tertiary education","3899","0.891847824949181","0.882620694608736","0.901074955289626"
