"ple0182","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2018","16-34 y.","(Married) couple without C. ","939","0.87489306000923","0.855014017441212","0.894772102577247"
"No","2018","16-34 y.","Single parent ","754","0.933263135953049","0.916160762224045","0.950365509682053"
"No","2018","16-34 y.","Couple + C. LE 16 ","1157","0.948092096739532","0.935623335466731","0.960560858012332"
"No","2018","16-34 y.","Couple + C. GT 16 ","922","0.93483497758012","0.919545036793159","0.950124918367081"
"No","2018","16-34 y.","Couple + C. LE and GT 16","661","0.934767756565652","0.916780628484898","0.952754884646407"
"No","2018","35-65 y.","1-pers.-HH","1623","0.903318283718261","0.889696265587832","0.916940301848689"
"No","2018","35-65 y.","(Married) couple without C. ","3503","0.952799276265022","0.945947562371549","0.959650990158495"
"No","2018","35-65 y.","Single parent ","1196","0.914656921472769","0.899579087451098","0.929734755494439"
"No","2018","35-65 y.","Couple + C. LE 16 ","4026","0.955524554941341","0.949318027324776","0.961731082557906"
"No","2018","35-65 y.","Couple + C. GT 16 ","1750","0.959355324701279","0.950270817976832","0.968439831425726"
"No","2018","35-65 y.","Couple + C. LE and GT 16","1382","0.972134134330484","0.963688742359591","0.980579526301376"
"No","2018","66 and older","1-pers.-HH","1334","0.94502302045998","0.93312145125339","0.95692458966657"
"No","2018","66 and older","(Married) couple without C. ","3168","0.974633520261927","0.969234395989457","0.980032644534396"
"No","2018","66 and older","Single parent ","77","0.930730093329262","0.875090073400366","0.986370113258157"
"No","2018","66 and older","Couple + C. LE 16 ","7","","",""
"No","2018","66 and older","Couple + C. GT 16 ","188","0.974294764988578","0.952025637582537","0.996563892394618"
"No","2018","66 and older","Couple + C. LE and GT 16","6","","",""
