"ple0182","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Schleswig-Holstein","Full Time","12","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","Part Time","25","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","Not Working","12","","",""
"Yes, vegetarian","2016","Hamburg","Full Time","8","","",""
"Yes, vegetarian","2016","Hamburg","Part Time","8","","",""
"Yes, vegetarian","2016","Hamburg","Not Working","7","","",""
"Yes, vegetarian","2016","Lower Saxony","Full Time","23","","",""
"Yes, vegetarian","2016","Lower Saxony","Part Time","31","0.0545906657757529","0.0379619905358543","0.0712193410156515"
"Yes, vegetarian","2016","Lower Saxony","Not Working","33","0.0277090305133437","0.0165959394466505","0.0388221215800369"
"Yes, vegetarian","2016","Bremen","Full Time","2","","",""
"Yes, vegetarian","2016","Bremen","Part Time","3","","",""
"Yes, vegetarian","2016","Bremen","Not Working","4","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","Full Time","83","0.0485499001900846","0.0387481908000152","0.0583516095801539"
"Yes, vegetarian","2016","North Rhine-Westphalia","Part Time","95","0.0683571556627918","0.0554214202853662","0.0812928910402175"
"Yes, vegetarian","2016","North Rhine-Westphalia","Not Working","60","0.0367761160453914","0.0279250672756313","0.0456271648151516"
"Yes, vegetarian","2016","Hesse","Full Time","28","","",""
"Yes, vegetarian","2016","Hesse","Part Time","39","0.0873634683836287","0.0617538262944325","0.112973110472825"
"Yes, vegetarian","2016","Hesse","Not Working","28","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","Full Time","17","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","Part Time","18","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","Not Working","20","","",""
"Yes, vegetarian","2016","Baden-Württemberg","Full Time","53","0.0348022882978558","0.0241724396466937","0.0454321369490179"
"Yes, vegetarian","2016","Baden-Württemberg","Part Time","60","0.0554220489000414","0.0404822109760498","0.070361886824033"
"Yes, vegetarian","2016","Baden-Württemberg","Not Working","52","0.0717655407848223","0.053947194515742","0.0895838870539026"
"Yes, vegetarian","2016","Bavaria","Full Time","68","0.0391929560626174","0.0296154079165792","0.0487705042086556"
"Yes, vegetarian","2016","Bavaria","Part Time","84","0.0787632672995737","0.0634328763067475","0.0940936582924"
"Yes, vegetarian","2016","Bavaria","Not Working","50","0.0546135006689511","0.0413356880500179","0.0678913132878844"
"Yes, vegetarian","2016","Berlin","Full Time","29","","",""
"Yes, vegetarian","2016","Berlin","Part Time","45","0.185604552976534","0.138346764042744","0.232862341910324"
"Yes, vegetarian","2016","Berlin","Not Working","28","","",""
"Yes, vegetarian","2016","Brandenburg","Full Time","13","","",""
"Yes, vegetarian","2016","Brandenburg","Part Time","6","","",""
"Yes, vegetarian","2016","Brandenburg","Not Working","8","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","Full Time","5","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","Part Time","4","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","Not Working","","","",""
"Yes, vegetarian","2016","Saxony","Full Time","26","","",""
"Yes, vegetarian","2016","Saxony","Part Time","20","","",""
"Yes, vegetarian","2016","Saxony","Not Working","14","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","Full Time","8","","",""
