"ple0182","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","(0) in school","in school","28","","",""
"Yes, vegetarian","2016","(0) in school","inadequately","","","",""
"Yes, vegetarian","2016","(0) in school","general elemantary","","","",""
"Yes, vegetarian","2016","(0) in school","middle vocational","","","",""
"Yes, vegetarian","2016","(0) in school","vocational + Abi","","","",""
"Yes, vegetarian","2016","(0) in school","higher vocational","","","",""
"Yes, vegetarian","2016","(0) in school","higher education","","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","in school","","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","inadequately","3","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","general elemantary","","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","middle vocational","4","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","higher vocational","","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","higher education","","","",""
"Yes, vegetarian","2016","(1b) general elementary school","in school","","","",""
"Yes, vegetarian","2016","(1b) general elementary school","inadequately","","","",""
"Yes, vegetarian","2016","(1b) general elementary school","general elemantary","25","","",""
"Yes, vegetarian","2016","(1b) general elementary school","middle vocational","","","",""
"Yes, vegetarian","2016","(1b) general elementary school","vocational + Abi","","","",""
"Yes, vegetarian","2016","(1b) general elementary school","higher vocational","","","",""
"Yes, vegetarian","2016","(1b) general elementary school","higher education","","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","in school","","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","inadequately","","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","middle vocational","101","0.02628061422128","0.0217203505531977","0.0308408778893623"
"Yes, vegetarian","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","higher vocational","10","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","higher education","","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","in school","","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","inadequately","","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","general elemantary","31","0.0503681859676765","0.0340850797273765","0.0666512922079765"
"Yes, vegetarian","2016","(2b) intermediate general qualification","middle vocational","","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","higher vocational","","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","higher education","","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","in school","","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","inadequately","","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","general elemantary","","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","middle vocational","178","0.0411438107973123","0.0354750231604047","0.0468125984342199"
"Yes, vegetarian","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","higher vocational","23","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","higher education","","","",""
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","in school","","","",""
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","middle vocational","116","0.109228083897741","0.0919637535088044","0.126492414286677"
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","higher education","","","",""
"Yes, vegetarian","2016","(2c_voc) vocational maturity certificate","in school","","","",""
