"ple0182","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Full Time","(0) in school","","","",""
"Yes, vegetarian","2016","Full Time","(1a) inadequately completed","","","",""
"Yes, vegetarian","2016","Full Time","(1b) general elementary school","4","","",""
"Yes, vegetarian","2016","Full Time","(1c) basic vocational qualification","30","0.0151155988684288","0.00914081576986475","0.0210903819669928"
"Yes, vegetarian","2016","Full Time","(2b) intermediate general qualification","6","","",""
"Yes, vegetarian","2016","Full Time","(2a) intermediate vocational","72","0.0309430151354903","0.0239552211343442","0.0379308091366364"
"Yes, vegetarian","2016","Full Time","(2c_gen) general maturity certificate","16","","",""
"Yes, vegetarian","2016","Full Time","(2c_voc) vocational maturity certificate","57","0.0411539916500938","0.0297176587717409","0.0525903245284466"
"Yes, vegetarian","2016","Full Time","(3a) lower tertiary education","53","0.0758685996481211","0.057930218000319","0.0938069812959232"
"Yes, vegetarian","2016","Full Time","(3b) higher tertiary education","143","0.0707227966409905","0.0591221011074642","0.0823234921745167"
"Yes, vegetarian","2016","Part Time","(0) in school","8","","",""
"Yes, vegetarian","2016","Part Time","(1a) inadequately completed","2","","",""
"Yes, vegetarian","2016","Part Time","(1b) general elementary school","6","","",""
"Yes, vegetarian","2016","Part Time","(1c) basic vocational qualification","32","0.0389220209806009","0.0276252090103224","0.0502188329508795"
"Yes, vegetarian","2016","Part Time","(2b) intermediate general qualification","8","","",""
"Yes, vegetarian","2016","Part Time","(2a) intermediate vocational","79","0.0525110154936742","0.0417353160656427","0.0632867149217057"
"Yes, vegetarian","2016","Part Time","(2c_gen) general maturity certificate","52","0.13139314780974","0.102216025183622","0.160570270435858"
"Yes, vegetarian","2016","Part Time","(2c_voc) vocational maturity certificate","73","0.115891261645682","0.0939556561878273","0.137826867103537"
"Yes, vegetarian","2016","Part Time","(3a) lower tertiary education","49","0.135611356158834","0.104658429556803","0.166564282760865"
"Yes, vegetarian","2016","Part Time","(3b) higher tertiary education","132","0.11565847192891","0.0976682101632992","0.13364873369452"
"Yes, vegetarian","2016","Not Working","(0) in school","20","","",""
"Yes, vegetarian","2016","Not Working","(1a) inadequately completed","5","","",""
"Yes, vegetarian","2016","Not Working","(1b) general elementary school","15","","",""
