"ple0182","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Schleswig-Holstein","Not Employed","12","","",""
"Yes, vegetarian","2016","Schleswig-Holstein","Employed","37","0.0823902531089851","0.0591778215656422","0.105602684652328"
"Yes, vegetarian","2016","Hamburg","Not Employed","7","","",""
"Yes, vegetarian","2016","Hamburg","Employed","16","","",""
"Yes, vegetarian","2016","Lower Saxony","Not Employed","33","0.0277090305133437","0.0165959394466505","0.0388221215800369"
"Yes, vegetarian","2016","Lower Saxony","Employed","54","0.0431752209502019","0.033007411648497","0.0533430302519067"
"Yes, vegetarian","2016","Bremen","Not Employed","4","","",""
"Yes, vegetarian","2016","Bremen","Employed","5","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","Not Employed","60","0.0367761160453914","0.0279250672756313","0.0456271648151516"
"Yes, vegetarian","2016","North Rhine-Westphalia","Employed","178","0.056445878906477","0.048582680478939","0.0643090773340149"
"Yes, vegetarian","2016","Hesse","Not Employed","28","","",""
"Yes, vegetarian","2016","Hesse","Employed","67","0.0533230200180307","0.040081775515016","0.0665642645210454"
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","Not Employed","20","","",""
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","Employed","35","0.0641247683080428","0.0486523987941291","0.0795971378219564"
"Yes, vegetarian","2016","Baden-Württemberg","Not Employed","52","0.0717655407848223","0.053947194515742","0.0895838870539026"
"Yes, vegetarian","2016","Baden-Württemberg","Employed","113","0.0430493166909199","0.0342481181649424","0.0518505152168974"
"Yes, vegetarian","2016","Bavaria","Not Employed","50","0.0546135006689511","0.0413356880500179","0.0678913132878844"
"Yes, vegetarian","2016","Bavaria","Employed","152","0.0546427161355829","0.0461680660521776","0.0631173662189881"
"Yes, vegetarian","2016","Berlin","Not Employed","28","","",""
"Yes, vegetarian","2016","Berlin","Employed","74","0.13113846642443","0.103643756338751","0.158633176510109"
"Yes, vegetarian","2016","Brandenburg","Not Employed","8","","",""
"Yes, vegetarian","2016","Brandenburg","Employed","19","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","Employed","9","","",""
"Yes, vegetarian","2016","Saxony","Not Employed","14","","",""
"Yes, vegetarian","2016","Saxony","Employed","46","0.0496385550551361","0.0357538028243038","0.0635233072859684"
"Yes, vegetarian","2016","Saxony-Anhalt","Not Employed","8","","",""
"Yes, vegetarian","2016","Saxony-Anhalt","Employed","15","","",""
"Yes, vegetarian","2016","Thuringia","Not Employed","6","","",""
"Yes, vegetarian","2016","Thuringia","Employed","31","0.0358793400960396","0.0207689903477734","0.0509896898443058"
"Yes, vegan","2016","Schleswig-Holstein","Not Employed","1","","",""
"Yes, vegan","2016","Schleswig-Holstein","Employed","2","","",""
"Yes, vegan","2016","Hamburg","Not Employed","","","",""
"Yes, vegan","2016","Hamburg","Employed","","","",""
"Yes, vegan","2016","Lower Saxony","Not Employed","3","","",""
"Yes, vegan","2016","Lower Saxony","Employed","14","","",""
"Yes, vegan","2016","Bremen","Not Employed","","","",""
"Yes, vegan","2016","Bremen","Employed","1","","",""
"Yes, vegan","2016","North Rhine-Westphalia","Not Employed","9","","",""
"Yes, vegan","2016","North Rhine-Westphalia","Employed","14","","",""
"Yes, vegan","2016","Hesse","Not Employed","2","","",""
"Yes, vegan","2016","Hesse","Employed","5","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","Employed","4","","",""
"Yes, vegan","2016","Baden-Württemberg","Not Employed","3","","",""
"Yes, vegan","2016","Baden-Württemberg","Employed","15","","",""
"Yes, vegan","2016","Bavaria","Not Employed","5","","",""
"Yes, vegan","2016","Bavaria","Employed","20","","",""
"Yes, vegan","2016","Berlin","Not Employed","3","","",""
"Yes, vegan","2016","Berlin","Employed","6","","",""
"Yes, vegan","2016","Brandenburg","Not Employed","3","","",""
"Yes, vegan","2016","Brandenburg","Employed","1","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","Not Employed","3","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"Yes, vegan","2016","Saxony","Not Employed","2","","",""
"Yes, vegan","2016","Saxony","Employed","3","","",""
"Yes, vegan","2016","Saxony-Anhalt","Not Employed","2","","",""
"Yes, vegan","2016","Saxony-Anhalt","Employed","3","","",""
"Yes, vegan","2016","Thuringia","Not Employed","2","","",""
"Yes, vegan","2016","Thuringia","Employed","6","","",""
"No","2016","Schleswig-Holstein","Not Employed","266","0.952096738953493","0.927037431307879","0.977156046599107"
"No","2016","Schleswig-Holstein","Employed","500","0.916847081711759","0.893537154911948","0.940157008511571"
"No","2016","Hamburg","Not Employed","135","0.962326582560933","0.931009401080183","0.993643764041682"
"No","2016","Hamburg","Employed","267","0.932848288312082","0.903688193859403","0.962008382764761"
"No","2016","Lower Saxony","Not Employed","802","0.967459700789517","0.955446650516623","0.97947275106241"
"No","2016","Lower Saxony","Employed","1467","0.939591596371301","0.927673355934526","0.951509836808075"
"No","2016","Bremen","Not Employed","72","0.980312988964321","0.949079998705368","1.01154597922327"
"No","2016","Bremen","Employed","93","0.961082635572868","0.922986355608094","0.999178915537642"
"No","2016","North Rhine-Westphalia","Not Employed","1668","0.957612051383999","0.948137379413556","0.967086723354441"
"No","2016","North Rhine-Westphalia","Employed","3117","0.939431551572046","0.931304079181855","0.947559023962237"
"No","2016","Hesse","Not Employed","474","0.940430997380255","0.919767375088305","0.961094619672205"
"No","2016","Hesse","Employed","1034","0.942521978361934","0.928804724490681","0.956239232233188"
"No","2016","Rhineland-Palatinate,Saarland","Not Employed","497","0.964532764217895","0.948620331676641","0.98044519675915"
"No","2016","Rhineland-Palatinate,Saarland","Employed","924","0.92196495995014","0.905024040243277","0.938905879657003"
"No","2016","Baden-Württemberg","Not Employed","751","0.9206020511322","0.901937343956899","0.939266758307501"
"No","2016","Baden-Württemberg","Employed","1915","0.950796048348315","0.941417025728263","0.960175070968367"
"No","2016","Bavaria","Not Employed","1070","0.941262681580291","0.927522758299848","0.955002604860734"
"No","2016","Bavaria","Employed","2591","0.939211642008835","0.930302218811623","0.948121065206046"
"No","2016","Berlin","Not Employed","299","0.910094023055637","0.879231705580251","0.940956340531023"
"No","2016","Berlin","Employed","499","0.85321714362528","0.82439168252698","0.882042604723579"
"No","2016","Brandenburg","Not Employed","388","0.975715891093513","0.960612153970404","0.990819628216622"
"No","2016","Brandenburg","Employed","524","0.976092011956557","0.963254953009005","0.98892907090411"
"No","2016","Mecklenburg-Western Pomerania","Not Employed","197","0.987537098225443","0.972161947249225","1.00291224920166"
"No","2016","Mecklenburg-Western Pomerania","Employed","313","0.977493334002047","0.961292676511983","0.99369399149211"
"No","2016","Saxony","Not Employed","501","0.962339666376522","0.945929646972658","0.978749685780386"
"No","2016","Saxony","Employed","891","0.948688740905929","0.934584413744014","0.962793068067844"
"No","2016","Saxony-Anhalt","Not Employed","315","0.987605573458918","0.975577075591274","0.999634071326561"
"No","2016","Saxony-Anhalt","Employed","489","0.956735312819139","0.939025792529644","0.974444833108634"
"No","2016","Thuringia","Not Employed","313","0.947973667968597","0.92367931617572","0.972268019761474"
"No","2016","Thuringia","Employed","545","0.940515268109439","0.921298857145365","0.959731679073513"
"Yes, vegetarian","2017","Schleswig-Holstein","Not Employed","","","",""
"Yes, vegetarian","2017","Schleswig-Holstein","Employed","","","",""
"Yes, vegetarian","2017","Hamburg","Not Employed","","","",""
"Yes, vegetarian","2017","Hamburg","Employed","","","",""
"Yes, vegetarian","2017","Lower Saxony","Not Employed","","","",""
"Yes, vegetarian","2017","Lower Saxony","Employed","","","",""
"Yes, vegetarian","2017","Bremen","Not Employed","","","",""
"Yes, vegetarian","2017","Bremen","Employed","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","Not Employed","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","Employed","","","",""
"Yes, vegetarian","2017","Hesse","Not Employed","","","",""
"Yes, vegetarian","2017","Hesse","Employed","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","Employed","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","Not Employed","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","Employed","","","",""
"Yes, vegetarian","2017","Bavaria","Not Employed","","","",""
"Yes, vegetarian","2017","Bavaria","Employed","","","",""
"Yes, vegetarian","2017","Berlin","Not Employed","","","",""
"Yes, vegetarian","2017","Berlin","Employed","","","",""
"Yes, vegetarian","2017","Brandenburg","Not Employed","","","",""
