"ple0182","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Schleswig-Holstein","49","0.0685041774690945","0.0511932465605544","0.0858151083776346"
"Yes, vegetarian","2016","Hamburg","23","","",""
"Yes, vegetarian","2016","Lower Saxony","87","0.0373495416681204","0.0297203913617948","0.044978691974446"
"Yes, vegetarian","2016","Bremen","9","","",""
"Yes, vegetarian","2016","North Rhine-Westphalia","238","0.0491782139533563","0.0432118408802391","0.0551445870264736"
"Yes, vegetarian","2016","Hesse","95","0.0535206595198212","0.0425267679170211","0.0645145511226212"
"Yes, vegetarian","2016","Rhineland-Palatinate,Saarland","55","0.0517276282919971","0.0404517125720338","0.0630035440119604"
"Yes, vegetarian","2016","Baden-Württemberg","165","0.05284003477886","0.0446252709861381","0.0610547985715819"
"Yes, vegetarian","2016","Bavaria","202","0.0546334826101159","0.0474899256181248","0.061777039602107"
"Yes, vegetarian","2016","Berlin","102","0.114295672690883","0.0936121062038667","0.1349792391779"
"Yes, vegetarian","2016","Brandenburg","27","","",""
"Yes, vegetarian","2016","Mecklenburg-Western Pomerania","9","","",""
"Yes, vegetarian","2016","Saxony","60","0.0450942630207955","0.0344391217242939","0.0557494043172971"
"Yes, vegetarian","2016","Saxony-Anhalt","23","","",""
"Yes, vegetarian","2016","Thuringia","37","0.0389607747042603","0.0263399258764733","0.0515816235320474"
"Yes, vegan","2016","Schleswig-Holstein","3","","",""
"Yes, vegan","2016","Hamburg","","","",""
"Yes, vegan","2016","Lower Saxony","17","","",""
"Yes, vegan","2016","Bremen","1","","",""
"Yes, vegan","2016","North Rhine-Westphalia","23","","",""
"Yes, vegan","2016","Hesse","7","","",""
"Yes, vegan","2016","Rhineland-Palatinate,Saarland","6","","",""
"Yes, vegan","2016","Baden-Württemberg","18","","",""
"Yes, vegan","2016","Bavaria","25","","",""
"Yes, vegan","2016","Berlin","9","","",""
"Yes, vegan","2016","Brandenburg","4","","",""
"Yes, vegan","2016","Mecklenburg-Western Pomerania","3","","",""
"Yes, vegan","2016","Saxony","5","","",""
"Yes, vegan","2016","Saxony-Anhalt","5","","",""
"Yes, vegan","2016","Thuringia","8","","",""
"No","2016","Schleswig-Holstein","766","0.930482394422018","0.913053376282753","0.947911412561283"
"No","2016","Hamburg","402","0.945314820975299","0.92369875393591","0.966930888014689"
"No","2016","Lower Saxony","2269","0.950088728111847","0.941327184576084","0.95885027164761"
"No","2016","Bremen","165","0.971636203574734","0.947040282503055","0.996232124646414"
"No","2016","North Rhine-Westphalia","4785","0.946148957483174","0.939920919060686","0.952376995905663"
"No","2016","Hesse","1508","0.941782861345031","0.930345233207886","0.953220489482176"
"No","2016","Rhineland-Palatinate,Saarland","1421","0.938201223616028","0.925942029417453","0.950460417814602"
"No","2016","Baden-Württemberg","2666","0.940501487554934","0.931815190772373","0.949187784337494"
"No","2016","Bavaria","3661","0.939859871467409","0.93238680762445","0.947332935310369"
"No","2016","Berlin","798","0.8746666446026","0.8531427545342","0.896190534670999"
"No","2016","Brandenburg","912","0.975942479831496","0.966162684076731","0.985722275586262"
"No","2016","Mecklenburg-Western Pomerania","510","0.980898364459686","0.969155876543252","0.99264085237612"
"No","2016","Saxony","1392","0.953356776419769","0.942528973989227","0.964184578850311"
"No","2016","Saxony-Anhalt","804","0.969590202875828","0.957922447947171","0.981257957804486"
"No","2016","Thuringia","858","0.94317589418035","0.928076244647587","0.958275543713114"
"Yes, vegetarian","2017","Schleswig-Holstein","","","",""
"Yes, vegetarian","2017","Hamburg","","","",""
"Yes, vegetarian","2017","Lower Saxony","","","",""
"Yes, vegetarian","2017","Bremen","","","",""
"Yes, vegetarian","2017","North Rhine-Westphalia","","","",""
"Yes, vegetarian","2017","Hesse","","","",""
"Yes, vegetarian","2017","Rhineland-Palatinate,Saarland","","","",""
"Yes, vegetarian","2017","Baden-Württemberg","","","",""
"Yes, vegetarian","2017","Bavaria","","","",""
"Yes, vegetarian","2017","Berlin","","","",""
"Yes, vegetarian","2017","Brandenburg","","","",""
"Yes, vegetarian","2017","Mecklenburg-Western Pomerania","","","",""
"Yes, vegetarian","2017","Saxony","","","",""
"Yes, vegetarian","2017","Saxony-Anhalt","","","",""
"Yes, vegetarian","2017","Thuringia","","","",""
"Yes, vegan","2017","Schleswig-Holstein","","","",""
"Yes, vegan","2017","Hamburg","","","",""
"Yes, vegan","2017","Lower Saxony","","","",""
"Yes, vegan","2017","Bremen","","","",""
"Yes, vegan","2017","North Rhine-Westphalia","","","",""
"Yes, vegan","2017","Hesse","","","",""
"Yes, vegan","2017","Rhineland-Palatinate,Saarland","","","",""
"Yes, vegan","2017","Baden-Württemberg","","","",""
"Yes, vegan","2017","Bavaria","","","",""
"Yes, vegan","2017","Berlin","","","",""
"Yes, vegan","2017","Brandenburg","","","",""
"Yes, vegan","2017","Mecklenburg-Western Pomerania","","","",""
"Yes, vegan","2017","Saxony","","","",""
"Yes, vegan","2017","Saxony-Anhalt","","","",""
"Yes, vegan","2017","Thuringia","","","",""
"No","2017","Schleswig-Holstein","","","",""
"No","2017","Hamburg","","","",""
"No","2017","Lower Saxony","","","",""
"No","2017","Bremen","","","",""
"No","2017","North Rhine-Westphalia","","","",""
"No","2017","Hesse","","","",""
"No","2017","Rhineland-Palatinate,Saarland","","","",""
"No","2017","Baden-Württemberg","","","",""
"No","2017","Bavaria","","","",""
"No","2017","Berlin","","","",""
"No","2017","Brandenburg","","","",""
"No","2017","Mecklenburg-Western Pomerania","","","",""
"No","2017","Saxony","","","",""
"No","2017","Saxony-Anhalt","","","",""
"No","2017","Thuringia","","","",""
"Yes, vegetarian","2018","Schleswig-Holstein","45","0.0558897497147452","0.0411264289599539","0.0706530704695365"
