"ple0182","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Full Time","no migration background","299","0.0399107613861018","0.0352277746843631","0.0445937480878405"
"Yes, vegetarian","2016","Full Time","direct migration background","60","0.0327247128514532","0.0245418902276232","0.0409075354752832"
"Yes, vegetarian","2016","Full Time","indirect migration background","29","","",""
"Yes, vegetarian","2016","Part Time","no migration background","363","0.0816357204367922","0.073962945253469","0.0893084956201153"
"Yes, vegetarian","2016","Part Time","direct migration background","66","0.0541819763025248","0.0428976779527784","0.0654662746522711"
"Yes, vegetarian","2016","Part Time","indirect migration background","34","0.0749819461862598","0.0523241393039837","0.0976397530685359"
"Yes, vegetarian","2016","Not Working","no migration background","250","0.0440561045918447","0.0389853454372892","0.0491268637464001"
"Yes, vegetarian","2016","Not Working","direct migration background","58","0.0384759392473536","0.0285103503532343","0.0484415281414728"
"Yes, vegetarian","2016","Not Working","indirect migration background","22","","",""
"Yes, vegan","2016","Full Time","no migration background","37","0.00565718646678894","0.00386290556877147","0.00745146736480641"
"Yes, vegan","2016","Full Time","direct migration background","10","","",""
"Yes, vegan","2016","Full Time","indirect migration background","3","","",""
"Yes, vegan","2016","Part Time","no migration background","33","0.00962824846540052","0.00689186074026551","0.0123646361905355"
"Yes, vegan","2016","Part Time","direct migration background","7","","",""
"Yes, vegan","2016","Part Time","indirect migration background","4","","",""
"Yes, vegan","2016","Not Working","no migration background","33","0.0046826600712059","0.00299579309854355","0.00636952704386824"
"Yes, vegan","2016","Not Working","direct migration background","5","","",""
"Yes, vegan","2016","Not Working","indirect migration background","2","","",""
"No","2016","Full Time","no migration background","6376","0.954432052147109","0.949442927433125","0.959421176861093"
"No","2016","Full Time","direct migration background","1746","0.961197585560772","0.952315276518449","0.970079894603096"
"No","2016","Full Time","indirect migration background","597","0.936900714655682","0.917899482084674","0.95590194722669"
"No","2016","Part Time","no migration background","4496","0.908736031097807","0.9006660332925","0.916806028903115"
"No","2016","Part Time","direct migration background","1473","0.935931854189992","0.923725483964636","0.948138224415348"
"No","2016","Part Time","indirect migration background","481","0.920659739887487","0.897407713984917","0.943911765790057"
"No","2016","Not Working","no migration background","6009","0.951261235336949","0.945940876896631","0.956581593777267"
"No","2016","Not Working","direct migration background","1368","0.955972764745227","0.945343291550777","0.966602237939677"
"No","2016","Not Working","indirect migration background","371","0.93521143062521","0.910936743474305","0.959486117776114"
"Yes, vegetarian","2017","Full Time","no migration background","","","",""
"Yes, vegetarian","2017","Full Time","direct migration background","","","",""
"Yes, vegetarian","2017","Full Time","indirect migration background","","","",""
"Yes, vegetarian","2017","Part Time","no migration background","","","",""
"Yes, vegetarian","2017","Part Time","direct migration background","","","",""
"Yes, vegetarian","2017","Part Time","indirect migration background","","","",""
"Yes, vegetarian","2017","Not Working","no migration background","","","",""
"Yes, vegetarian","2017","Not Working","direct migration background","","","",""
"Yes, vegetarian","2017","Not Working","indirect migration background","","","",""
"Yes, vegan","2017","Full Time","no migration background","","","",""
"Yes, vegan","2017","Full Time","direct migration background","","","",""
"Yes, vegan","2017","Full Time","indirect migration background","","","",""
"Yes, vegan","2017","Part Time","no migration background","","","",""
"Yes, vegan","2017","Part Time","direct migration background","","","",""
"Yes, vegan","2017","Part Time","indirect migration background","","","",""
"Yes, vegan","2017","Not Working","no migration background","","","",""
"Yes, vegan","2017","Not Working","direct migration background","","","",""
"Yes, vegan","2017","Not Working","indirect migration background","","","",""
"No","2017","Full Time","no migration background","","","",""
"No","2017","Full Time","direct migration background","","","",""
"No","2017","Full Time","indirect migration background","","","",""
"No","2017","Part Time","no migration background","","","",""
"No","2017","Part Time","direct migration background","","","",""
"No","2017","Part Time","indirect migration background","","","",""
"No","2017","Not Working","no migration background","","","",""
"No","2017","Not Working","direct migration background","","","",""
"No","2017","Not Working","indirect migration background","","","",""
"Yes, vegetarian","2018","Full Time","no migration background","388","0.052219985785934","0.047204124381414","0.057235847190454"
"Yes, vegetarian","2018","Full Time","direct migration background","64","0.0548838922200564","0.0439507417556625","0.0658170426844503"
"Yes, vegetarian","2018","Full Time","indirect migration background","27","","",""
"Yes, vegetarian","2018","Part Time","no migration background","438","0.0806961133212528","0.0735012046373805","0.0878910220051252"
"Yes, vegetarian","2018","Part Time","direct migration background","82","0.0517906749267092","0.0402278891247252","0.0633534607286933"
"Yes, vegetarian","2018","Part Time","indirect migration background","49","0.103810545080734","0.0798016100331104","0.127819480128357"
"Yes, vegetarian","2018","Not Working","no migration background","290","0.0420839341156106","0.0372122431896158","0.0469556250416054"
"Yes, vegetarian","2018","Not Working","direct migration background","43","0.0214018230465851","0.0136876863419718","0.0291159597511984"
"Yes, vegetarian","2018","Not Working","indirect migration background","25","","",""
"Yes, vegan","2018","Full Time","no migration background","39","0.00679634243478957","0.00494396210172732","0.00864872276785182"
"Yes, vegan","2018","Full Time","direct migration background","8","","",""
"Yes, vegan","2018","Full Time","indirect migration background","3","","",""
"Yes, vegan","2018","Part Time","no migration background","42","0.00796391945306051","0.00561592756186119","0.0103119113442598"
"Yes, vegan","2018","Part Time","direct migration background","8","","",""
"Yes, vegan","2018","Part Time","indirect migration background","6","","",""
"Yes, vegan","2018","Not Working","no migration background","37","0.0059418385926168","0.00407707339291685","0.00780660379231676"
"Yes, vegan","2018","Not Working","direct migration background","8","","",""
"Yes, vegan","2018","Not Working","indirect migration background","9","","",""
"No","2018","Full Time","no migration background","7130","0.940983671779276","0.935670540869892","0.946296802688661"
"No","2018","Full Time","direct migration background","1595","0.940452187025888","0.929092102591144","0.951812271460632"
"No","2018","Full Time","indirect migration background","658","0.957831812599019","0.942814543359518","0.97284908183852"
"No","2018","Part Time","no migration background","5025","0.911339967225687","0.903831114583933","0.91884881986744"
"No","2018","Part Time","direct migration background","1321","0.940866852940889","0.928559513897636","0.953174191984142"
"No","2018","Part Time","indirect migration background","565","0.87911225281649","0.85345172678476","0.904772778848219"
