"ple0182","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Full Time","lower secondary degree","28","","",""
"Yes, vegetarian","2016","Full Time","secondary school degree","88","0.0315539308062839","0.0250836438622777","0.0380242177502901"
"Yes, vegetarian","2016","Full Time","college entrance qualification","213","0.0641173158874779","0.0554760344684729","0.072758597306483"
"Yes, vegetarian","2016","Full Time","Other degree","46","0.038099714773472","0.0275502915146085","0.0486491380323356"
"Yes, vegetarian","2016","Full Time","no degree/no degree yet","","","",""
"Yes, vegetarian","2016","Part Time","lower secondary degree","33","0.0260301748423828","0.0172454187629953","0.0348149309217703"
"Yes, vegetarian","2016","Part Time","secondary school degree","98","0.0536818616161436","0.0437791548502987","0.0635845683819884"
"Yes, vegetarian","2016","Part Time","college entrance qualification","250","0.134197773052919","0.1197928849316","0.148602661174238"
"Yes, vegetarian","2016","Part Time","Other degree","44","0.067369517451216","0.052215309086382","0.08252372581605"
"Yes, vegetarian","2016","Part Time","no degree/no degree yet","10","","",""
"Yes, vegetarian","2016","Not Working","lower secondary degree","56","0.0242598517119545","0.0187515733660412","0.0297681300578679"
"Yes, vegetarian","2016","Not Working","secondary school degree","82","0.0555191131228936","0.0450045374360573","0.0660336888097299"
"Yes, vegetarian","2016","Not Working","college entrance qualification","118","0.0838448715131879","0.0700516740880253","0.0976380689383506"
"Yes, vegetarian","2016","Not Working","Other degree","35","0.0368373235687264","0.024744325272374","0.0489303218650787"
"Yes, vegetarian","2016","Not Working","no degree/no degree yet","25","","",""
"Yes, vegan","2016","Full Time","lower secondary degree","7","","",""
"Yes, vegan","2016","Full Time","secondary school degree","15","","",""
"Yes, vegan","2016","Full Time","college entrance qualification","18","","",""
"Yes, vegan","2016","Full Time","Other degree","7","","",""
"Yes, vegan","2016","Full Time","no degree/no degree yet","1","","",""
"Yes, vegan","2016","Part Time","lower secondary degree","8","","",""
"Yes, vegan","2016","Part Time","secondary school degree","13","","",""
"Yes, vegan","2016","Part Time","college entrance qualification","16","","",""
"Yes, vegan","2016","Part Time","Other degree","1","","",""
"Yes, vegan","2016","Part Time","no degree/no degree yet","2","","",""
"Yes, vegan","2016","Not Working","lower secondary degree","12","","",""
"Yes, vegan","2016","Not Working","secondary school degree","12","","",""
"Yes, vegan","2016","Not Working","college entrance qualification","10","","",""
"Yes, vegan","2016","Not Working","Other degree","3","","",""
"Yes, vegan","2016","Not Working","no degree/no degree yet","1","","",""
"No","2016","Full Time","lower secondary degree","1551","0.982554769300819","0.976111396758627","0.988998141843011"
"No","2016","Full Time","secondary school degree","2701","0.964815760189771","0.957996215701051","0.971635304678492"
"No","2016","Full Time","college entrance qualification","2856","0.927617388235217","0.918476648539804","0.936758127930631"
"No","2016","Full Time","Other degree","1212","0.95372862247005","0.942152277742912","0.965304967197189"
"No","2016","Full Time","no degree/no degree yet","106","0.997720105485041","0.988683237435781","1.0067569735343"
"No","2016","Part Time","lower secondary degree","1221","0.966916899019746","0.957049195461298","0.976784602578193"
