"ple0182","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"No","2016","Couple + C. GT 16 ","Female","1265","0.922262107090195","0.908010566591583","0.936513647588807"
"No","2016","Couple + C. LE and GT 16","Male","1026","0.988179117707049","0.981623092357308","0.99473514305679"
"No","2016","Couple + C. LE and GT 16","Female","959","0.942791829102986","0.928690788350441","0.956892869855531"
"Yes, vegetarian","2017","1-pers.-HH","Male","","","",""
"Yes, vegetarian","2017","1-pers.-HH","Female","","","",""
"Yes, vegetarian","2017","(Married) couple without C. ","Male","","","",""
"Yes, vegetarian","2017","(Married) couple without C. ","Female","","","",""
"Yes, vegetarian","2017","Single parent ","Male","","","",""
"Yes, vegetarian","2017","Single parent ","Female","","","",""
"Yes, vegetarian","2017","Couple + C. LE 16 ","Male","","","",""
"Yes, vegetarian","2017","Couple + C. LE 16 ","Female","","","",""
"Yes, vegetarian","2017","Couple + C. GT 16 ","Male","","","",""
"Yes, vegetarian","2017","Couple + C. GT 16 ","Female","","","",""
"Yes, vegetarian","2017","Couple + C. LE and GT 16","Male","","","",""
"Yes, vegetarian","2017","Couple + C. LE and GT 16","Female","","","",""
"Yes, vegan","2017","1-pers.-HH","Male","","","",""
"Yes, vegan","2017","1-pers.-HH","Female","","","",""
"Yes, vegan","2017","(Married) couple without C. ","Male","","","",""
"Yes, vegan","2017","(Married) couple without C. ","Female","","","",""
"Yes, vegan","2017","Single parent ","Male","","","",""
"Yes, vegan","2017","Single parent ","Female","","","",""
"Yes, vegan","2017","Couple + C. LE 16 ","Male","","","",""
"Yes, vegan","2017","Couple + C. LE 16 ","Female","","","",""
"Yes, vegan","2017","Couple + C. GT 16 ","Male","","","",""
"Yes, vegan","2017","Couple + C. GT 16 ","Female","","","",""
"Yes, vegan","2017","Couple + C. LE and GT 16","Male","","","",""
"Yes, vegan","2017","Couple + C. LE and GT 16","Female","","","",""
"No","2017","1-pers.-HH","Male","","","",""
"No","2017","1-pers.-HH","Female","","","",""
"No","2017","(Married) couple without C. ","Male","","","",""
"No","2017","(Married) couple without C. ","Female","","","",""
"No","2017","Single parent ","Male","","","",""
"No","2017","Single parent ","Female","","","",""
"No","2017","Couple + C. LE 16 ","Male","","","",""
"No","2017","Couple + C. LE 16 ","Female","","","",""
"No","2017","Couple + C. GT 16 ","Male","","","",""
"No","2017","Couple + C. GT 16 ","Female","","","",""
"No","2017","Couple + C. LE and GT 16","Male","","","",""
"No","2017","Couple + C. LE and GT 16","Female","","","",""
"Yes, vegetarian","2018","1-pers.-HH","Male","92","0.0501177960514699","0.0400882330807321","0.0601473590222076"
"Yes, vegetarian","2018","1-pers.-HH","Female","257","0.104652533295786","0.0921588895789191","0.117146177012653"
"Yes, vegetarian","2018","(Married) couple without C. ","Male","111","0.0284141411719795","0.0232339297806678","0.0335943525632913"
"Yes, vegetarian","2018","(Married) couple without C. ","Female","243","0.0609825368628426","0.0536126612598371","0.0683524124658481"
"Yes, vegetarian","2018","Single parent ","Male","13","","",""
"Yes, vegetarian","2018","Single parent ","Female","156","0.0962051116499225","0.0819121171410308","0.110498106158814"
"Yes, vegetarian","2018","Couple + C. LE 16 ","Male","63","0.02334954719782","0.0175055067155747","0.0291935876800653"
"Yes, vegetarian","2018","Couple + C. LE 16 ","Female","187","0.0637000114798801","0.0548054185572821","0.0725946044024782"
"Yes, vegetarian","2018","Couple + C. GT 16 ","Male","35","0.0259679021430453","0.0179462341212334","0.0339895701648573"
"Yes, vegetarian","2018","Couple + C. GT 16 ","Female","100","0.0625198057662158","0.050268219503638","0.0747713920287936"
"Yes, vegetarian","2018","Couple + C. LE and GT 16","Male","35","0.0146938893167129","0.00750443504838598","0.0218833435850398"
"Yes, vegetarian","2018","Couple + C. LE and GT 16","Female","90","0.0587488257178692","0.0449337627255685","0.0725638887101698"
"Yes, vegan","2018","1-pers.-HH","Male","12","","",""
"Yes, vegan","2018","1-pers.-HH","Female","34","0.013863554440897","0.00909129286042145","0.0186358160213725"
"Yes, vegan","2018","(Married) couple without C. ","Male","13","","",""
"Yes, vegan","2018","(Married) couple without C. ","Female","25","","",""
"Yes, vegan","2018","Single parent ","Male","1","","",""
"Yes, vegan","2018","Single parent ","Female","20","","",""
"Yes, vegan","2018","Couple + C. LE 16 ","Male","10","","",""
"Yes, vegan","2018","Couple + C. LE 16 ","Female","11","","",""
"Yes, vegan","2018","Couple + C. GT 16 ","Male","5","","",""
"Yes, vegan","2018","Couple + C. GT 16 ","Female","10","","",""
"Yes, vegan","2018","Couple + C. LE and GT 16","Male","5","","",""
"Yes, vegan","2018","Couple + C. LE and GT 16","Female","10","","",""
"No","2018","1-pers.-HH","Male","1714","0.939847177527255","0.928917489209608","0.950776865844902"
"No","2018","1-pers.-HH","Female","2015","0.881483912263317","0.868291801526257","0.894676023000377"
"No","2018","(Married) couple without C. ","Male","3828","0.966721481356901","0.961129415201656","0.972313547512145"
"No","2018","(Married) couple without C. ","Female","3782","0.93201119065631","0.92425854631696","0.93976383499566"
"No","2018","Single parent ","Male","568","0.983097946106005","0.972625340845482","0.993570551366527"
"No","2018","Single parent ","Female","1459","0.89279892894141","0.877803268249303","0.907794589633516"
"No","2018","Couple + C. LE 16 ","Male","2492","0.973092231112316","0.96683012743917","0.979354334785461"
"No","2018","Couple + C. LE 16 ","Female","2698","0.93393538252885","0.924888651275072","0.942982113782627"
"No","2018","Couple + C. GT 16 ","Male","1470","0.970607531165628","0.962088318122323","0.979126744208933"
"No","2018","Couple + C. GT 16 ","Female","1390","0.928924056368506","0.915920747347168","0.941927365389843"
"No","2018","Couple + C. LE and GT 16","Male","1036","0.981751030168897","0.97375339083974","0.989748669498053"
"No","2018","Couple + C. LE and GT 16","Female","1013","0.93714968326727","0.922891679486276","0.951407687048264"
