"ple0182","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","16-34 y.","no migration background","268","0.0823771474510386","0.073083531507077","0.0916707633950002"
"Yes, vegetarian","2016","16-34 y.","direct migration background","71","0.067143798449502","0.0536985333988196","0.0805890635001844"
"Yes, vegetarian","2016","16-34 y.","indirect migration background","56","0.0729322704304668","0.0558490916281629","0.0900154492327706"
"Yes, vegetarian","2016","35-65 y.","no migration background","512","0.0462956281339298","0.0422120286423536","0.0503792276255059"
"Yes, vegetarian","2016","35-65 y.","direct migration background","101","0.0349628235262001","0.0284535334793743","0.0414721135730259"
"Yes, vegetarian","2016","35-65 y.","indirect migration background","29","","",""
"Yes, vegetarian","2016","66 and older","no migration background","132","0.0378975733044313","0.0322316350110178","0.0435635115978448"
"Yes, vegetarian","2016","66 and older","direct migration background","12","","",""
"Yes, vegetarian","2016","66 and older","indirect migration background","","","",""
"Yes, vegan","2016","16-34 y.","no migration background","22","","",""
"Yes, vegan","2016","16-34 y.","direct migration background","11","","",""
"Yes, vegan","2016","16-34 y.","indirect migration background","5","","",""
"Yes, vegan","2016","35-65 y.","no migration background","61","0.0063267959539779","0.0047858763966912","0.00786771551126459"
"Yes, vegan","2016","35-65 y.","direct migration background","11","","",""
"Yes, vegan","2016","35-65 y.","indirect migration background","4","","",""
"Yes, vegan","2016","66 and older","no migration background","20","","",""
"Yes, vegan","2016","66 and older","direct migration background","","","",""
"Yes, vegan","2016","66 and older","indirect migration background","","","",""
"No","2016","16-34 y.","no migration background","3072","0.910212425739476","0.90054905290817","0.919875798570782"
"No","2016","16-34 y.","direct migration background","1249","0.915986266335812","0.901083095246084","0.930889437425541"
"No","2016","16-34 y.","indirect migration background","829","0.922507656740383","0.90494187532453","0.940073438156237"
"No","2016","35-65 y.","no migration background","9598","0.947377575912092","0.943038340226606","0.951716811597578"
"No","2016","35-65 y.","direct migration background","2947","0.959916525477267","0.952965357768287","0.966867693186248"
"No","2016","35-65 y.","indirect migration background","616","0.949662259208527","0.932841050779721","0.966483467637334"
"No","2016","66 and older","no migration background","4211","0.956913912992598","0.950888865895365","0.962938960089832"
"No","2016","66 and older","direct migration background","391","0.973968400838535","0.958422409349943","0.989514392327127"
"No","2016","66 and older","indirect migration background","4","","",""
"Yes, vegetarian","2017","16-34 y.","no migration background","","","",""
"Yes, vegetarian","2017","16-34 y.","direct migration background","","","",""
