"ple0182","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","West Germany","Male","242","0.0286465833993935","0.0251597652050317","0.0321334015937552"
"Yes, vegetarian","2016","West Germany","Female","751","0.0772094879892636","0.0720775025147991","0.0823414734637282"
"Yes, vegetarian","2016","East Germany","Male","44","0.0175435240374427","0.0121652828700971","0.0229217652047883"
"Yes, vegetarian","2016","East Germany","Female","144","0.0545069113983614","0.0460360571951733","0.0629777656015495"
"Yes, vegan","2016","West Germany","Male","32","0.00503889147860047","0.00355884686577479","0.00651893609142614"
"Yes, vegan","2016","West Germany","Female","73","0.00721916243324326","0.0055914839525182","0.00884684091396832"
"Yes, vegan","2016","East Germany","Male","8","","",""
"Yes, vegan","2016","East Germany","Female","21","","",""
"No","2016","West Germany","Male","8518","0.966314525122006","0.962543279298441","0.970085770945571"
"No","2016","West Germany","Female","9568","0.915571349577493","0.910225834699514","0.920916864455473"
"No","2016","East Germany","Male","2237","0.978649414204015","0.972727751553606","0.984571076854424"
"No","2016","East Germany","Female","2594","0.935937470131172","0.926800594768888","0.945074345493455"
"Yes, vegetarian","2017","West Germany","Male","","","",""
"Yes, vegetarian","2017","West Germany","Female","","","",""
"Yes, vegetarian","2017","East Germany","Male","","","",""
"Yes, vegetarian","2017","East Germany","Female","","","",""
"Yes, vegan","2017","West Germany","Male","","","",""
"Yes, vegan","2017","West Germany","Female","","","",""
"Yes, vegan","2017","East Germany","Male","","","",""
"Yes, vegan","2017","East Germany","Female","","","",""
"No","2017","West Germany","Male","","","",""
"No","2017","West Germany","Female","","","",""
"No","2017","East Germany","Male","","","",""
"No","2017","East Germany","Female","","","",""
"Yes, vegetarian","2018","West Germany","Male","296","0.0316758462127259","0.0281194687739114","0.0352322236515405"
"Yes, vegetarian","2018","West Germany","Female","905","0.0812784085118019","0.0761486788486889","0.0864081381749149"
"Yes, vegetarian","2018","East Germany","Male","59","0.0289481932560713","0.0224228194035246","0.035473567108618"
"Yes, vegetarian","2018","East Germany","Female","146","0.0505841239791059","0.0427093160947792","0.0584589318634325"
"Yes, vegan","2018","West Germany","Male","38","0.00512284214633094","0.00367315740466248","0.00657252688799941"
"Yes, vegan","2018","West Germany","Female","96","0.00919942584291803","0.0074072178600418","0.0109916338257943"
"Yes, vegan","2018","East Germany","Male","9","","",""
"Yes, vegan","2018","East Germany","Female","17","","",""
"No","2018","West Germany","Male","8982","0.963201311640943","0.95937827858394","0.967024344697946"
"No","2018","West Germany","Female","9900","0.90952216564528","0.904137079396581","0.914907251893979"
"No","2018","East Germany","Male","2468","0.964429394040395","0.957220737772736","0.971638050308053"
"No","2018","East Germany","Female","2812","0.944145722960421","0.935893853702125","0.952397592218716"
