"ple0182","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","16-34 y.","Not Employed","112","0.0786397061908902","0.0651431769118284","0.092136235469952"
"Yes, vegetarian","2016","16-34 y.","Employed","283","0.0786678462749869","0.0703815700608187","0.086954122489155"
"Yes, vegetarian","2016","35-65 y.","Not Employed","93","0.0429181647355922","0.0346693257813834","0.051167003689801"
"Yes, vegetarian","2016","35-65 y.","Employed","549","0.0445960433034234","0.04083324572386","0.0483588408829868"
"Yes, vegetarian","2016","66 and older","Not Employed","125","0.0356679331221728","0.0301058742495226","0.041229991994823"
"Yes, vegetarian","2016","66 and older","Employed","19","","",""
"Yes, vegan","2016","16-34 y.","Not Employed","11","","",""
"Yes, vegan","2016","16-34 y.","Employed","27","","",""
"Yes, vegan","2016","35-65 y.","Not Employed","12","","",""
"Yes, vegan","2016","35-65 y.","Employed","64","0.00618878010196933","0.00475915011980568","0.00761841008413298"
"Yes, vegan","2016","66 and older","Not Employed","17","","",""
"Yes, vegan","2016","66 and older","Employed","3","","",""
"No","2016","16-34 y.","Not Employed","1405","0.91636609584274","0.902485372269406","0.930246819416073"
"No","2016","16-34 y.","Employed","3745","0.911926565610103","0.903203782753011","0.920649348467196"
"No","2016","35-65 y.","Not Employed","2214","0.951715013177134","0.942990177917408","0.96043984843686"
"No","2016","35-65 y.","Employed","10947","0.949215176594607","0.945212795080819","0.953217558108396"
"No","2016","66 and older","Not Employed","4129","0.959690801705762","0.953792173112088","0.965589430299437"
"No","2016","66 and older","Employed","477","0.94899445503722","0.929690853173338","0.968298056901103"
"Yes, vegetarian","2017","16-34 y.","Not Employed","","","",""
"Yes, vegetarian","2017","16-34 y.","Employed","","","",""
"Yes, vegetarian","2017","35-65 y.","Not Employed","","","",""
"Yes, vegetarian","2017","35-65 y.","Employed","","","",""
"Yes, vegetarian","2017","66 and older","Not Employed","","","",""
"Yes, vegetarian","2017","66 and older","Employed","","","",""
"Yes, vegan","2017","16-34 y.","Not Employed","","","",""
"Yes, vegan","2017","16-34 y.","Employed","","","",""
"Yes, vegan","2017","35-65 y.","Not Employed","","","",""
"Yes, vegan","2017","35-65 y.","Employed","","","",""
"Yes, vegan","2017","66 and older","Not Employed","","","",""
"Yes, vegan","2017","66 and older","Employed","","","",""
"No","2017","16-34 y.","Not Employed","","","",""
"No","2017","16-34 y.","Employed","","","",""
"No","2017","35-65 y.","Not Employed","","","",""
"No","2017","35-65 y.","Employed","","","",""
"No","2017","66 and older","Not Employed","","","",""
"No","2017","66 and older","Employed","","","",""
"Yes, vegetarian","2018","16-34 y.","Not Employed","125","0.0698033645665024","0.0572705561073479","0.0823361730256569"
"Yes, vegetarian","2018","16-34 y.","Employed","356","0.0918969719803353","0.0834102992175517","0.100383644743119"
"Yes, vegetarian","2018","35-65 y.","Not Employed","103","0.0448866031900281","0.0363538805347538","0.0534193258453025"
"Yes, vegetarian","2018","35-65 y.","Employed","662","0.0502814309443348","0.0464320663473373","0.0541307955413322"
"Yes, vegetarian","2018","66 and older","Not Employed","130","0.030866506801879","0.0257734118754191","0.0359596017283388"
"Yes, vegetarian","2018","66 and older","Employed","30","0.0486634049000381","0.0316859002996252","0.0656409095004511"
"Yes, vegan","2018","16-34 y.","Not Employed","27","","",""
"Yes, vegan","2018","16-34 y.","Employed","39","0.00784799845865899","0.0052556829691456","0.0104403139481724"
"Yes, vegan","2018","35-65 y.","Not Employed","11","","",""
"Yes, vegan","2018","35-65 y.","Employed","66","0.00715891827541475","0.00567383317629247","0.00864400337453703"
"Yes, vegan","2018","66 and older","Not Employed","16","","",""
"Yes, vegan","2018","66 and older","Employed","1","","",""
"No","2018","16-34 y.","Not Employed","1436","0.915104791121311","0.90139597828423","0.928813603958393"
"No","2018","16-34 y.","Employed","4056","0.900255029561006","0.891451687540639","0.909058371581373"
"No","2018","35-65 y.","Not Employed","2148","0.948330756959757","0.939208595426517","0.957452918492998"
"No","2018","35-65 y.","Employed","11652","0.942559650780251","0.938460907414461","0.94665839414604"
"No","2018","66 and older","Not Employed","4284","0.96437018302966","0.958911662969625","0.969828703089695"
"No","2018","66 and older","Employed","586","0.94837719440413","0.930918295028437","0.965836093779822"
