"ple0182","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","lower secondary degree","West Germany","107","0.0244333182768457","0.0200837603797949","0.0287828761738964"
"Yes, vegetarian","2016","lower secondary degree","East Germany","10","","",""
"Yes, vegetarian","2016","secondary school degree","West Germany","216","0.0521842224282026","0.0456188574627541","0.058749587393651"
"Yes, vegetarian","2016","secondary school degree","East Germany","52","0.0244530197072044","0.018010750041739","0.0308952893726698"
"Yes, vegetarian","2016","college entrance qualification","West Germany","483","0.0912671445666275","0.0836623576183635","0.0988719315148916"
"Yes, vegetarian","2016","college entrance qualification","East Germany","98","0.0738498814256775","0.0595227679489015","0.0881769949024536"
"Yes, vegetarian","2016","Other degree","West Germany","109","0.0421064512545366","0.034854336556557","0.0493585659525162"
"Yes, vegetarian","2016","Other degree","East Germany","16","","",""
"Yes, vegetarian","2016","no degree/no degree yet","West Germany","28","","",""
"Yes, vegetarian","2016","no degree/no degree yet","East Germany","7","","",""
"Yes, vegan","2016","lower secondary degree","West Germany","22","","",""
"Yes, vegan","2016","lower secondary degree","East Germany","5","","",""
"Yes, vegan","2016","secondary school degree","West Germany","24","","",""
"Yes, vegan","2016","secondary school degree","East Germany","16","","",""
"Yes, vegan","2016","college entrance qualification","West Germany","36","0.00717451287048514","0.00494585002397309","0.00940317571699719"
"Yes, vegan","2016","college entrance qualification","East Germany","8","","",""
"Yes, vegan","2016","Other degree","West Germany","11","","",""
"Yes, vegan","2016","Other degree","East Germany","","","",""
"Yes, vegan","2016","no degree/no degree yet","West Germany","4","","",""
"Yes, vegan","2016","no degree/no degree yet","East Germany","","","",""
"No","2016","lower secondary degree","West Germany","4711","0.970866074490046","0.966127970636347","0.975604178343746"
"No","2016","lower secondary degree","East Germany","990","0.990274176000029","0.984206729017073","0.996341622982984"
"No","2016","secondary school degree","West Germany","4168","0.941015431813674","0.934060468026693","0.947970395600656"
"No","2016","secondary school degree","East Germany","2140","0.970282947765315","0.963200218852069","0.977365676678561"
"No","2016","college entrance qualification","West Germany","4990","0.901558342562887","0.893691543059961","0.909425142065814"
"No","2016","college entrance qualification","East Germany","1174","0.911252190677879","0.895673131762538","0.926831249593221"
"No","2016","Other degree","West Germany","2826","0.951595935421255","0.94384598498959","0.959345885852919"
"No","2016","Other degree","East Germany","286","0.901150367957463","0.867489076032183","0.934811659882743"
"No","2016","no degree/no degree yet","West Germany","688","0.967689017084183","0.95477311233301","0.980604921835356"
"No","2016","no degree/no degree yet","East Germany","89","0.973107628510735","0.940747706665759","1.00546755035571"
"Yes, vegetarian","2017","lower secondary degree","West Germany","","","",""
"Yes, vegetarian","2017","lower secondary degree","East Germany","","","",""
"Yes, vegetarian","2017","secondary school degree","West Germany","","","",""
"Yes, vegetarian","2017","secondary school degree","East Germany","","","",""
"Yes, vegetarian","2017","college entrance qualification","West Germany","","","",""
"Yes, vegetarian","2017","college entrance qualification","East Germany","","","",""
"Yes, vegetarian","2017","Other degree","West Germany","","","",""
"Yes, vegetarian","2017","Other degree","East Germany","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","West Germany","","","",""
"Yes, vegetarian","2017","no degree/no degree yet","East Germany","","","",""
"Yes, vegan","2017","lower secondary degree","West Germany","","","",""
"Yes, vegan","2017","lower secondary degree","East Germany","","","",""
"Yes, vegan","2017","secondary school degree","West Germany","","","",""
"Yes, vegan","2017","secondary school degree","East Germany","","","",""
"Yes, vegan","2017","college entrance qualification","West Germany","","","",""
"Yes, vegan","2017","college entrance qualification","East Germany","","","",""
"Yes, vegan","2017","Other degree","West Germany","","","",""
"Yes, vegan","2017","Other degree","East Germany","","","",""
"Yes, vegan","2017","no degree/no degree yet","West Germany","","","",""
"Yes, vegan","2017","no degree/no degree yet","East Germany","","","",""
"No","2017","lower secondary degree","West Germany","","","",""
"No","2017","lower secondary degree","East Germany","","","",""
"No","2017","secondary school degree","West Germany","","","",""
"No","2017","secondary school degree","East Germany","","","",""
"No","2017","college entrance qualification","West Germany","","","",""
"No","2017","college entrance qualification","East Germany","","","",""
"No","2017","Other degree","West Germany","","","",""
"No","2017","Other degree","East Germany","","","",""
"No","2017","no degree/no degree yet","West Germany","","","",""
"No","2017","no degree/no degree yet","East Germany","","","",""
"Yes, vegetarian","2018","lower secondary degree","West Germany","113","0.0260377204840803","0.0215075867380968","0.0305678542300638"
"Yes, vegetarian","2018","lower secondary degree","East Germany","14","","",""
"Yes, vegetarian","2018","secondary school degree","West Germany","224","0.0454898339943473","0.0395689939665623","0.0514106740221324"
"Yes, vegetarian","2018","secondary school degree","East Germany","56","0.0210536238894992","0.0153999862537398","0.0267072615252587"
"Yes, vegetarian","2018","college entrance qualification","West Germany","625","0.0972485316544477","0.0899016472171501","0.104595416091745"
"Yes, vegetarian","2018","college entrance qualification","East Germany","98","0.0776015498989755","0.0636811608484426","0.0915219389495084"
"Yes, vegetarian","2018","Other degree","West Germany","116","0.0401044290975108","0.0326257391478189","0.0475831190472027"
"Yes, vegetarian","2018","Other degree","East Germany","18","","",""
"Yes, vegetarian","2018","no degree/no degree yet","West Germany","44","0.0498164781547413","0.0343891161773822","0.0652438401321005"
"Yes, vegetarian","2018","no degree/no degree yet","East Germany","7","","",""
"Yes, vegan","2018","lower secondary degree","West Germany","21","","",""
"Yes, vegan","2018","lower secondary degree","East Germany","2","","",""
"Yes, vegan","2018","secondary school degree","West Germany","21","","",""
"Yes, vegan","2018","secondary school degree","East Germany","10","","",""
"Yes, vegan","2018","college entrance qualification","West Germany","65","0.0118906967183838","0.00920297855746588","0.0145784148793018"
"Yes, vegan","2018","college entrance qualification","East Germany","9","","",""
"Yes, vegan","2018","Other degree","West Germany","15","","",""
"Yes, vegan","2018","Other degree","East Germany","2","","",""
"Yes, vegan","2018","no degree/no degree yet","West Germany","3","","",""
"Yes, vegan","2018","no degree/no degree yet","East Germany","3","","",""
"No","2018","lower secondary degree","West Germany","4613","0.968452586723499","0.963480261410641","0.973424912036358"
"No","2018","lower secondary degree","East Germany","963","0.986077223480018","0.978737577123531","0.993416869836505"
"No","2018","secondary school degree","West Germany","4513","0.950210869246952","0.944030518238615","0.95639122025529"
"No","2018","secondary school degree","East Germany","2411","0.975339387014331","0.969231866943589","0.981446907085072"
"No","2018","college entrance qualification","West Germany","5558","0.890860771627168","0.883129108241768","0.898592435012569"
"No","2018","college entrance qualification","East Germany","1312","0.917325021197684","0.902996361803504","0.931653680591864"
"No","2018","Other degree","West Germany","2513","0.952170152610769","0.944035778449198","0.960304526772339"
"No","2018","Other degree","East Germany","284","0.888971040058701","0.853654899095133","0.924287181022268"
"No","2018","no degree/no degree yet","West Germany","717","0.948362697744588","0.932670982593397","0.964054412895778"
"No","2018","no degree/no degree yet","East Germany","118","0.864039454174281","0.804662715091024","0.923416193257539"
