"ple0182","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","(0) in school","West Germany","22","","",""
"Yes, vegetarian","2016","(0) in school","East Germany","6","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","West Germany","6","","",""
"Yes, vegetarian","2016","(1a) inadequately completed","East Germany","1","","",""
"Yes, vegetarian","2016","(1b) general elementary school","West Germany","23","","",""
"Yes, vegetarian","2016","(1b) general elementary school","East Germany","2","","",""
"Yes, vegetarian","2016","(1c) basic vocational qualification","West Germany","101","0.0294205463780141","0.0243179258122795","0.0345231669437488"
"Yes, vegetarian","2016","(1c) basic vocational qualification","East Germany","10","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","West Germany","23","","",""
"Yes, vegetarian","2016","(2b) intermediate general qualification","East Germany","8","","",""
"Yes, vegetarian","2016","(2a) intermediate vocational","West Germany","165","0.0503084309993234","0.0431191669864955","0.0574976950121512"
"Yes, vegetarian","2016","(2a) intermediate vocational","East Germany","36","0.0208388182430808","0.0141991581031907","0.027478478382971"
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","West Germany","100","0.103267272215836","0.0852841700623782","0.121250374369294"
"Yes, vegetarian","2016","(2c_gen) general maturity certificate","East Germany","16","","",""
"Yes, vegetarian","2016","(2c_voc) vocational maturity certificate","West Germany","128","0.0604813981341816","0.0502714542522482","0.0706913420161149"
"Yes, vegetarian","2016","(2c_voc) vocational maturity certificate","East Germany","24","","",""
"Yes, vegetarian","2016","(3a) lower tertiary education","West Germany","102","0.0933498737289347","0.077480430117804","0.109219317340065"
"Yes, vegetarian","2016","(3a) lower tertiary education","East Germany","19","","",""
"Yes, vegetarian","2016","(3b) higher tertiary education","West Germany","285","0.0941757716389018","0.0841435422707583","0.104208001007045"
"Yes, vegetarian","2016","(3b) higher tertiary education","East Germany","63","0.0695035170329234","0.0519141149361995","0.0870929191296474"
"Yes, vegan","2016","(0) in school","West Germany","3","","",""
"Yes, vegan","2016","(0) in school","East Germany","","","",""
"Yes, vegan","2016","(1a) inadequately completed","West Germany","1","","",""
"Yes, vegan","2016","(1a) inadequately completed","East Germany","","","",""
"Yes, vegan","2016","(1b) general elementary school","West Germany","5","","",""
"Yes, vegan","2016","(1b) general elementary school","East Germany","1","","",""
"Yes, vegan","2016","(1c) basic vocational qualification","West Germany","20","","",""
"Yes, vegan","2016","(1c) basic vocational qualification","East Germany","4","","",""
"Yes, vegan","2016","(2b) intermediate general qualification","West Germany","5","","",""
"Yes, vegan","2016","(2b) intermediate general qualification","East Germany","","","",""
"Yes, vegan","2016","(2a) intermediate vocational","West Germany","16","","",""
"Yes, vegan","2016","(2a) intermediate vocational","East Germany","12","","",""
"Yes, vegan","2016","(2c_gen) general maturity certificate","West Germany","11","","",""
"Yes, vegan","2016","(2c_gen) general maturity certificate","East Germany","1","","",""
"Yes, vegan","2016","(2c_voc) vocational maturity certificate","West Germany","8","","",""
"Yes, vegan","2016","(2c_voc) vocational maturity certificate","East Germany","2","","",""
"Yes, vegan","2016","(3a) lower tertiary education","West Germany","11","","",""
"Yes, vegan","2016","(3a) lower tertiary education","East Germany","6","","",""
"Yes, vegan","2016","(3b) higher tertiary education","West Germany","17","","",""
"Yes, vegan","2016","(3b) higher tertiary education","East Germany","3","","",""
"No","2016","(0) in school","West Germany","266","0.93868554819284","0.911121494501409","0.966249601884271"
"No","2016","(0) in school","East Germany","37","0.921393125939132","0.840954135693975","1.00183211618429"
"No","2016","(1a) inadequately completed","West Germany","419","0.982734848506408","0.970365504539699","0.995104192473117"
"No","2016","(1a) inadequately completed","East Germany","52","0.994723451768675","0.975218885782462","1.01422801775489"
"No","2016","(1b) general elementary school","West Germany","1682","0.985921611011642","0.980337581443084","0.9915056405802"
"No","2016","(1b) general elementary school","East Germany","215","0.989535320061755","0.97602708935316","1.00304355077035"
"No","2016","(1c) basic vocational qualification","West Germany","4092","0.96474500275023","0.959176108476105","0.970313897024354"
"No","2016","(1c) basic vocational qualification","East Germany","842","0.987765802394681","0.980401596077674","0.995130008711687"
"No","2016","(2b) intermediate general qualification","West Germany","550","0.945476815726676","0.926967079939243","0.963986551514109"
"No","2016","(2b) intermediate general qualification","East Germany","107","0.906023576031399","0.852692741733786","0.959354410329012"
"No","2016","(2a) intermediate vocational","West Germany","3370","0.945126584901157","0.937636293057252","0.952616876745062"
"No","2016","(2a) intermediate vocational","East Germany","1730","0.974468910276047","0.967137274486925","0.981800546065168"
"No","2016","(2c_gen) general maturity certificate","West Germany","989","0.881765089455197","0.862684092501627","0.900846086408767"
"No","2016","(2c_gen) general maturity certificate","East Germany","137","0.840420803124904","0.782581338397186","0.898260267852622"
"No","2016","(2c_voc) vocational maturity certificate","West Germany","1958","0.937416551956913","0.927042323571243","0.947790780342583"
"No","2016","(2c_voc) vocational maturity certificate","East Germany","317","0.897467564097375","0.8653649018695","0.929570226325251"
"No","2016","(3a) lower tertiary education","West Germany","1178","0.89413082566315","0.877347799686717","0.910913851639582"
"No","2016","(3a) lower tertiary education","East Germany","519","0.964646750992254","0.949128332474936","0.980165169509572"
"No","2016","(3b) higher tertiary education","West Germany","2954","0.899435528964999","0.889105222658026","0.909765835271972"
"No","2016","(3b) higher tertiary education","East Germany","737","0.915935755607033","0.896743391168656","0.93512812004541"
"Yes, vegetarian","2017","(0) in school","West Germany","","","",""
"Yes, vegetarian","2017","(0) in school","East Germany","","","",""
"Yes, vegetarian","2017","(1a) inadequately completed","West Germany","","","",""
"Yes, vegetarian","2017","(1a) inadequately completed","East Germany","","","",""
"Yes, vegetarian","2017","(1b) general elementary school","West Germany","","","",""
"Yes, vegetarian","2017","(1b) general elementary school","East Germany","","","",""
"Yes, vegetarian","2017","(1c) basic vocational qualification","West Germany","","","",""
"Yes, vegetarian","2017","(1c) basic vocational qualification","East Germany","","","",""
"Yes, vegetarian","2017","(2b) intermediate general qualification","West Germany","","","",""
"Yes, vegetarian","2017","(2b) intermediate general qualification","East Germany","","","",""
"Yes, vegetarian","2017","(2a) intermediate vocational","West Germany","","","",""
"Yes, vegetarian","2017","(2a) intermediate vocational","East Germany","","","",""
"Yes, vegetarian","2017","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes, vegetarian","2017","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes, vegetarian","2017","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes, vegetarian","2017","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes, vegetarian","2017","(3a) lower tertiary education","West Germany","","","",""
"Yes, vegetarian","2017","(3a) lower tertiary education","East Germany","","","",""
"Yes, vegetarian","2017","(3b) higher tertiary education","West Germany","","","",""
"Yes, vegetarian","2017","(3b) higher tertiary education","East Germany","","","",""
"Yes, vegan","2017","(0) in school","West Germany","","","",""
"Yes, vegan","2017","(0) in school","East Germany","","","",""
"Yes, vegan","2017","(1a) inadequately completed","West Germany","","","",""
"Yes, vegan","2017","(1a) inadequately completed","East Germany","","","",""
"Yes, vegan","2017","(1b) general elementary school","West Germany","","","",""
"Yes, vegan","2017","(1b) general elementary school","East Germany","","","",""
"Yes, vegan","2017","(1c) basic vocational qualification","West Germany","","","",""
"Yes, vegan","2017","(1c) basic vocational qualification","East Germany","","","",""
"Yes, vegan","2017","(2b) intermediate general qualification","West Germany","","","",""
