"ple0182","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","16-34 y.","Male","92","0.0346424967527249","0.0275543711010282","0.0417306224044217"
"Yes, vegetarian","2016","16-34 y.","Female","303","0.125158519724987","0.113368663158629","0.136948376291346"
"Yes, vegetarian","2016","35-65 y.","Male","142","0.0221530073470622","0.0184885544728433","0.0258174602212811"
"Yes, vegetarian","2016","35-65 y.","Female","500","0.0663621452745766","0.0607959251894979","0.0719283653596554"
"Yes, vegetarian","2016","66 and older","Male","52","0.0287431567445418","0.0219544948899297","0.0355318185991539"
"Yes, vegetarian","2016","66 and older","Female","92","0.0429650312039179","0.0349240725943809","0.0510059898134548"
"Yes, vegan","2016","16-34 y.","Male","9","","",""
"Yes, vegan","2016","16-34 y.","Female","29","","",""
"Yes, vegan","2016","35-65 y.","Male","21","","",""
"Yes, vegan","2016","35-65 y.","Female","55","0.00833094848194122","0.00629839704972315","0.0103634999141593"
"Yes, vegan","2016","66 and older","Male","10","","",""
"Yes, vegan","2016","66 and older","Female","10","","",""
"No","2016","16-34 y.","Male","2456","0.957684995632731","0.949882361133202","0.96548763013226"
"No","2016","16-34 y.","Female","2694","0.865690567077126","0.853541351745053","0.8778397824092"
"No","2016","35-65 y.","Male","6034","0.974085680103536","0.970129957488743","0.97804140271833"
"No","2016","35-65 y.","Female","7127","0.925306906243482","0.919428033417359","0.931185779069605"
"No","2016","66 and older","Male","2265","0.967058058546911","0.959806175875381","0.974309941218441"
"No","2016","66 and older","Female","2341","0.951986356492492","0.943508539224947","0.960464173760038"
"Yes, vegetarian","2017","16-34 y.","Male","","","",""
"Yes, vegetarian","2017","16-34 y.","Female","","","",""
"Yes, vegetarian","2017","35-65 y.","Male","","","",""
"Yes, vegetarian","2017","35-65 y.","Female","","","",""
"Yes, vegetarian","2017","66 and older","Male","","","",""
"Yes, vegetarian","2017","66 and older","Female","","","",""
"Yes, vegan","2017","16-34 y.","Male","","","",""
"Yes, vegan","2017","16-34 y.","Female","","","",""
"Yes, vegan","2017","35-65 y.","Male","","","",""
"Yes, vegan","2017","35-65 y.","Female","","","",""
"Yes, vegan","2017","66 and older","Male","","","",""
"Yes, vegan","2017","66 and older","Female","","","",""
"No","2017","16-34 y.","Male","","","",""
"No","2017","16-34 y.","Female","","","",""
"No","2017","35-65 y.","Male","","","",""
"No","2017","35-65 y.","Female","","","",""
"No","2017","66 and older","Male","","","",""
"No","2017","66 and older","Female","","","",""
"Yes, vegetarian","2018","16-34 y.","Male","125","0.0478870133321633","0.0400463106370601","0.0557277160272666"
"Yes, vegetarian","2018","16-34 y.","Female","356","0.128410643546308","0.11680125838718","0.140020028705436"
"Yes, vegetarian","2018","35-65 y.","Male","180","0.0277546607804935","0.0237722324750179","0.0317370890859692"
"Yes, vegetarian","2018","35-65 y.","Female","585","0.071317702737651","0.0657152648866798","0.0769201405886221"
"Yes, vegetarian","2018","66 and older","Male","50","0.0216245490801133","0.0158848408015678","0.0273642573586588"
"Yes, vegetarian","2018","66 and older","Female","110","0.0421339643754151","0.0343820889125335","0.0498858398382967"
"Yes, vegan","2018","16-34 y.","Male","17","","",""
"Yes, vegan","2018","16-34 y.","Female","49","0.0132776407020427","0.00930562743531988","0.0172496539687654"
"Yes, vegan","2018","35-65 y.","Male","21","","",""
"Yes, vegan","2018","35-65 y.","Female","56","0.00900825707724231","0.00695141856685973","0.0110650955876249"
"Yes, vegan","2018","66 and older","Male","9","","",""
"Yes, vegan","2018","66 and older","Female","8","","",""
"No","2018","16-34 y.","Male","2707","0.946481618614479","0.93821725449535","0.954745982733608"
"No","2018","16-34 y.","Female","2785","0.858311715751649","0.846210131173574","0.870413300329724"
"No","2018","35-65 y.","Male","6335","0.967037536586365","0.962709174685395","0.971365898487335"
"No","2018","35-65 y.","Female","7465","0.919674040185107","0.913757201662893","0.92559087870732"
"No","2018","66 and older","Male","2408","0.972863103668613","0.966451458636769","0.979274748700457"
"No","2018","66 and older","Female","2462","0.954093852223829","0.946018356119659","0.962169348328"
