"ple0182","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Not Employed","lower secondary degree","56","0.0242598517119545","0.0187515733660412","0.0297681300578679"
"Yes, vegetarian","2016","Not Employed","secondary school degree","82","0.0555191131228936","0.0450045374360573","0.0660336888097299"
"Yes, vegetarian","2016","Not Employed","college entrance qualification","118","0.0838448715131879","0.0700516740880253","0.0976380689383506"
"Yes, vegetarian","2016","Not Employed","Other degree","35","0.0368373235687264","0.024744325272374","0.0489303218650787"
"Yes, vegetarian","2016","Not Employed","no degree/no degree yet","25","","",""
"Yes, vegetarian","2016","Employed","lower secondary degree","61","0.0191657443372304","0.0141302889057549","0.0242011997687059"
"Yes, vegetarian","2016","Employed","secondary school degree","186","0.0392879283728398","0.0337884023077766","0.0447874544379031"
"Yes, vegetarian","2016","Employed","college entrance qualification","463","0.0901332816561924","0.0823780133869541","0.0978885499254307"
"Yes, vegetarian","2016","Employed","Other degree","90","0.0513117786181775","0.0423261368155024","0.0602974204208525"
"Yes, vegetarian","2016","Employed","no degree/no degree yet","10","","",""
"Yes, vegan","2016","Not Employed","lower secondary degree","12","","",""
"Yes, vegan","2016","Not Employed","secondary school degree","12","","",""
"Yes, vegan","2016","Not Employed","college entrance qualification","10","","",""
"Yes, vegan","2016","Not Employed","Other degree","3","","",""
"Yes, vegan","2016","Not Employed","no degree/no degree yet","1","","",""
"Yes, vegan","2016","Employed","lower secondary degree","15","","",""
"Yes, vegan","2016","Employed","secondary school degree","28","","",""
"Yes, vegan","2016","Employed","college entrance qualification","34","0.00970874380313029","0.00705335367301454","0.012364133933246"
"Yes, vegan","2016","Employed","Other degree","8","","",""
"Yes, vegan","2016","Employed","no degree/no degree yet","3","","",""
"No","2016","Not Employed","lower secondary degree","2929","0.971565359628937","0.965614706978999","0.977516012278874"
"No","2016","Not Employed","secondary school degree","1728","0.937682581900383","0.926583001666077","0.948782162134688"
"No","2016","Not Employed","college entrance qualification","1423","0.912166424021611","0.898079715917264","0.926253132125957"
"No","2016","Not Employed","Other degree","894","0.955879980061405","0.942695601396577","0.969064358726233"
"No","2016","Not Employed","no degree/no degree yet","478","0.961196954142612","0.94433639688902","0.978057511396203"
"No","2016","Employed","lower secondary degree","2772","0.975820765055411","0.970179397403961","0.98146213270686"
"No","2016","Employed","secondary school degree","4580","0.954547059656973","0.948650770957136","0.96044334835681"
"No","2016","Employed","college entrance qualification","4741","0.900157974540677","0.892039369725389","0.908276579355965"
"No","2016","Employed","Other degree","2218","0.943618212018759","0.934224302069599","0.95301212196792"
"No","2016","Employed","no degree/no degree yet","299","0.981016061532277","0.965873407092954","0.9961587159716"
"Yes, vegetarian","2017","Not Employed","lower secondary degree","","","",""
"Yes, vegetarian","2017","Not Employed","secondary school degree","","","",""
"Yes, vegetarian","2017","Not Employed","college entrance qualification","","","",""
"Yes, vegetarian","2017","Not Employed","Other degree","","","",""
"Yes, vegetarian","2017","Not Employed","no degree/no degree yet","","","",""
"Yes, vegetarian","2017","Employed","lower secondary degree","","","",""
"Yes, vegetarian","2017","Employed","secondary school degree","","","",""
"Yes, vegetarian","2017","Employed","college entrance qualification","","","",""
"Yes, vegetarian","2017","Employed","Other degree","","","",""
"Yes, vegetarian","2017","Employed","no degree/no degree yet","","","",""
"Yes, vegan","2017","Not Employed","lower secondary degree","","","",""
"Yes, vegan","2017","Not Employed","secondary school degree","","","",""
"Yes, vegan","2017","Not Employed","college entrance qualification","","","",""
"Yes, vegan","2017","Not Employed","Other degree","","","",""
"Yes, vegan","2017","Not Employed","no degree/no degree yet","","","",""
"Yes, vegan","2017","Employed","lower secondary degree","","","",""
"Yes, vegan","2017","Employed","secondary school degree","","","",""
"Yes, vegan","2017","Employed","college entrance qualification","","","",""
"Yes, vegan","2017","Employed","Other degree","","","",""
"Yes, vegan","2017","Employed","no degree/no degree yet","","","",""
"No","2017","Not Employed","lower secondary degree","","","",""
"No","2017","Not Employed","secondary school degree","","","",""
"No","2017","Not Employed","college entrance qualification","","","",""
"No","2017","Not Employed","Other degree","","","",""
"No","2017","Not Employed","no degree/no degree yet","","","",""
"No","2017","Employed","lower secondary degree","","","",""
"No","2017","Employed","secondary school degree","","","",""
"No","2017","Employed","college entrance qualification","","","",""
"No","2017","Employed","Other degree","","","",""
"No","2017","Employed","no degree/no degree yet","","","",""
"Yes, vegetarian","2018","Not Employed","lower secondary degree","61","0.0244168803688973","0.0187545092143225","0.030079251523472"
"Yes, vegetarian","2018","Not Employed","secondary school degree","71","0.0387241792759487","0.0301209865832502","0.0473273719686473"
"Yes, vegetarian","2018","Not Employed","college entrance qualification","139","0.0783744004589108","0.0655722185910146","0.0911765823268071"
"Yes, vegetarian","2018","Not Employed","Other degree","26","","",""
"Yes, vegetarian","2018","Not Employed","no degree/no degree yet","43","0.0632540722621426","0.0433405860865675","0.0831675584377177"
"Yes, vegetarian","2018","Employed","lower secondary degree","66","0.0233501269276386","0.0178271917616621","0.0288730620936152"
"Yes, vegetarian","2018","Employed","secondary school degree","209","0.0383689806092052","0.0331990865947279","0.0435388746236824"
"Yes, vegetarian","2018","Employed","college entrance qualification","584","0.0988675360280331","0.0912985682713198","0.106436503784746"
