"ple0182","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2018","Employed","Other degree","108","0.0564200009303408","0.0464899923719741","0.0663500094887075"
"Yes, vegetarian","2018","Employed","no degree/no degree yet","8","","",""
"Yes, vegan","2018","Not Employed","lower secondary degree","11","","",""
"Yes, vegan","2018","Not Employed","secondary school degree","8","","",""
"Yes, vegan","2018","Not Employed","college entrance qualification","21","","",""
"Yes, vegan","2018","Not Employed","Other degree","6","","",""
"Yes, vegan","2018","Not Employed","no degree/no degree yet","5","","",""
"Yes, vegan","2018","Employed","lower secondary degree","12","","",""
"Yes, vegan","2018","Employed","secondary school degree","23","","",""
"Yes, vegan","2018","Employed","college entrance qualification","53","0.0107030559620794","0.00809370369391473","0.0133124082302441"
"Yes, vegan","2018","Employed","Other degree","11","","",""
"Yes, vegan","2018","Employed","no degree/no degree yet","1","","",""
"No","2018","Not Employed","lower secondary degree","2782","0.970418789033084","0.964202822331311","0.976634755734857"
"No","2018","Not Employed","secondary school degree","1853","0.957442925907088","0.948442006811857","0.96644384500232"
"No","2018","Not Employed","college entrance qualification","1533","0.910228805669845","0.896612371172225","0.923845240167465"
"No","2018","Not Employed","Other degree","842","0.971913110457113","0.960959484210063","0.982866736704163"
"No","2018","Not Employed","no degree/no degree yet","526","0.930615958039184","0.909828222142891","0.951403693935476"
"No","2018","Employed","lower secondary degree","2794","0.971128891030945","0.965005019892788","0.977252762169103"
"No","2018","Employed","secondary school degree","5071","0.95742325868416","0.951989185616854","0.962857331751465"
"No","2018","Employed","college entrance qualification","5337","0.890429408009887","0.882508732287134","0.898350083732641"
"No","2018","Employed","Other degree","1955","0.934938234914074","0.92432377023853","0.945552699589617"
"No","2018","Employed","no degree/no degree yet","309","0.954286348353834","0.931330315174064","0.977242381533604"
