"ple0182","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","1-pers.-HH","(0) in school","","","",""
"Yes, vegetarian","2016","1-pers.-HH","(1a) inadequately completed","1","","",""
"Yes, vegetarian","2016","1-pers.-HH","(1b) general elementary school","3","","",""
"Yes, vegetarian","2016","1-pers.-HH","(1c) basic vocational qualification","27","","",""
"Yes, vegetarian","2016","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Yes, vegetarian","2016","1-pers.-HH","(2a) intermediate vocational","57","0.0756883036002231","0.0560239670323491","0.0953526401680971"
"Yes, vegetarian","2016","1-pers.-HH","(2c_gen) general maturity certificate","26","","",""
"Yes, vegetarian","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","27","","",""
"Yes, vegetarian","2016","1-pers.-HH","(3a) lower tertiary education","27","","",""
"Yes, vegetarian","2016","1-pers.-HH","(3b) higher tertiary education","73","0.114608887906802","0.0889050003065198","0.140312775507083"
"Yes, vegetarian","2016","(Married) couple without C. ","(0) in school","","","",""
"Yes, vegetarian","2016","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Yes, vegetarian","2016","(Married) couple without C. ","(1b) general elementary school","8","","",""
"Yes, vegetarian","2016","(Married) couple without C. ","(1c) basic vocational qualification","47","0.025569005075585","0.0187311226471915","0.0324068875039784"
"Yes, vegetarian","2016","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Yes, vegetarian","2016","(Married) couple without C. ","(2a) intermediate vocational","50","0.0292073462563983","0.0211934363201966","0.0372212561926"
"Yes, vegetarian","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","17","","",""
"Yes, vegetarian","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","28","","",""
"Yes, vegetarian","2016","(Married) couple without C. ","(3a) lower tertiary education","29","","",""
"Yes, vegetarian","2016","(Married) couple without C. ","(3b) higher tertiary education","92","0.0692860170808751","0.055719871328991","0.0828521628327593"
"Yes, vegetarian","2016","Single parent ","(0) in school","5","","",""
"Yes, vegetarian","2016","Single parent ","(1a) inadequately completed","2","","",""
"Yes, vegetarian","2016","Single parent ","(1b) general elementary school","4","","",""
"Yes, vegetarian","2016","Single parent ","(1c) basic vocational qualification","7","","",""
"Yes, vegetarian","2016","Single parent ","(2b) intermediate general qualification","6","","",""
"Yes, vegetarian","2016","Single parent ","(2a) intermediate vocational","26","","",""
"Yes, vegetarian","2016","Single parent ","(2c_gen) general maturity certificate","21","","",""
"Yes, vegetarian","2016","Single parent ","(2c_voc) vocational maturity certificate","24","","",""
"Yes, vegetarian","2016","Single parent ","(3a) lower tertiary education","17","","",""
"Yes, vegetarian","2016","Single parent ","(3b) higher tertiary education","28","","",""
"Yes, vegetarian","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Yes, vegetarian","2016","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Yes, vegetarian","2016","Couple + C. LE 16 ","(1b) general elementary school","4","","",""
"Yes, vegetarian","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","16","","",""
"Yes, vegetarian","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Yes, vegetarian","2016","Couple + C. LE 16 ","(2a) intermediate vocational","37","0.0254465707780875","0.0170740579457912","0.0338190836103839"
"Yes, vegetarian","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","14","","",""
"Yes, vegetarian","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","50","0.0655707327779855","0.0486078494890229","0.0825336160669481"
"Yes, vegetarian","2016","Couple + C. LE 16 ","(3a) lower tertiary education","31","0.0612138716864966","0.0392353616590652","0.0831923817139281"
"Yes, vegetarian","2016","Couple + C. LE 16 ","(3b) higher tertiary education","109","0.0983928140537331","0.0821457331554328","0.114639894952033"
"Yes, vegetarian","2016","Couple + C. GT 16 ","(0) in school","8","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","9","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(2a) intermediate vocational","18","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","20","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","13","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(3a) lower tertiary education","12","","",""
"Yes, vegetarian","2016","Couple + C. GT 16 ","(3b) higher tertiary education","22","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(0) in school","13","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","5","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","10","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","14","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Yes, vegetarian","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"Yes, vegan","2016","1-pers.-HH","(0) in school","","","",""
"Yes, vegan","2016","1-pers.-HH","(1a) inadequately completed","1","","",""
"Yes, vegan","2016","1-pers.-HH","(1b) general elementary school","","","",""
"Yes, vegan","2016","1-pers.-HH","(1c) basic vocational qualification","4","","",""
"Yes, vegan","2016","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Yes, vegan","2016","1-pers.-HH","(2a) intermediate vocational","7","","",""
"Yes, vegan","2016","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"Yes, vegan","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"Yes, vegan","2016","1-pers.-HH","(3a) lower tertiary education","3","","",""
"Yes, vegan","2016","1-pers.-HH","(3b) higher tertiary education","4","","",""
"Yes, vegan","2016","(Married) couple without C. ","(0) in school","","","",""
"Yes, vegan","2016","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes, vegan","2016","(Married) couple without C. ","(1b) general elementary school","1","","",""
"Yes, vegan","2016","(Married) couple without C. ","(1c) basic vocational qualification","12","","",""
"Yes, vegan","2016","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Yes, vegan","2016","(Married) couple without C. ","(2a) intermediate vocational","7","","",""
"Yes, vegan","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","1","","",""
"Yes, vegan","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"Yes, vegan","2016","(Married) couple without C. ","(3a) lower tertiary education","8","","",""
"Yes, vegan","2016","(Married) couple without C. ","(3b) higher tertiary education","6","","",""
"Yes, vegan","2016","Single parent ","(0) in school","2","","",""
"Yes, vegan","2016","Single parent ","(1a) inadequately completed","","","",""
"Yes, vegan","2016","Single parent ","(1b) general elementary school","","","",""
"Yes, vegan","2016","Single parent ","(1c) basic vocational qualification","3","","",""
"Yes, vegan","2016","Single parent ","(2b) intermediate general qualification","","","",""
"Yes, vegan","2016","Single parent ","(2a) intermediate vocational","4","","",""
"Yes, vegan","2016","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Yes, vegan","2016","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes, vegan","2016","Single parent ","(3a) lower tertiary education","1","","",""
"Yes, vegan","2016","Single parent ","(3b) higher tertiary education","2","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(1b) general elementary school","3","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","4","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"Yes, vegan","2016","Couple + C. LE 16 ","(3b) higher tertiary education","6","","",""
