"ple0182","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2016","Not Employed","1-pers.-HH","72","0.0471912769610138","0.0369473398779723","0.0574352140440553"
"Yes, vegetarian","2016","Not Employed","(Married) couple without C. ","98","0.0305512440487244","0.0248341813130488","0.0362683067844001"
"Yes, vegetarian","2016","Not Employed","Single parent ","43","0.0646906999379788","0.0452659119965893","0.0841154878793683"
"Yes, vegetarian","2016","Not Employed","Couple + C. LE 16 ","43","0.0896461056362412","0.0709303479163024","0.10836186335618"
"Yes, vegetarian","2016","Not Employed","Couple + C. GT 16 ","35","0.0624467663249068","0.044534851013763","0.0803586816360507"
"Yes, vegetarian","2016","Not Employed","Couple + C. LE and GT 16","30","0.034817238941857","0.0189694574799001","0.0506650204038139"
"Yes, vegetarian","2016","Employed","1-pers.-HH","185","0.0891401510692049","0.0761133494434461","0.102166952694964"
"Yes, vegetarian","2016","Employed","(Married) couple without C. ","183","0.0482805190648544","0.0415217131268035","0.0550393250029052"
"Yes, vegetarian","2016","Employed","Single parent ","104","0.0595927608491958","0.0477230224152635","0.0714624992831281"
"Yes, vegetarian","2016","Employed","Couple + C. LE 16 ","223","0.0459596724510626","0.0400864485466481","0.0518328963554772"
"Yes, vegetarian","2016","Employed","Couple + C. GT 16 ","80","0.0381513019489778","0.0298467595325792","0.0464558443653764"
"Yes, vegetarian","2016","Employed","Couple + C. LE and GT 16","61","0.0301840196783476","0.0217262661337397","0.0386417732229554"
"Yes, vegan","2016","Not Employed","1-pers.-HH","9","","",""
"Yes, vegan","2016","Not Employed","(Married) couple without C. ","12","","",""
"Yes, vegan","2016","Not Employed","Single parent ","6","","",""
"Yes, vegan","2016","Not Employed","Couple + C. LE 16 ","4","","",""
"Yes, vegan","2016","Not Employed","Couple + C. GT 16 ","3","","",""
"Yes, vegan","2016","Not Employed","Couple + C. LE and GT 16","4","","",""
"Yes, vegan","2016","Employed","1-pers.-HH","19","","",""
"Yes, vegan","2016","Employed","(Married) couple without C. ","28","","",""
"Yes, vegan","2016","Employed","Single parent ","9","","",""
"Yes, vegan","2016","Employed","Couple + C. LE 16 ","20","","",""
"Yes, vegan","2016","Employed","Couple + C. GT 16 ","8","","",""
"Yes, vegan","2016","Employed","Couple + C. LE and GT 16","6","","",""
"No","2016","Not Employed","1-pers.-HH","1565","0.946323593912376","0.935435678841198","0.957211508983554"
"No","2016","Not Employed","(Married) couple without C. ","3371","0.964538361488207","0.958394587496986","0.970682135479429"
"No","2016","Not Employed","Single parent ","567","0.928601773944174","0.908268083849811","0.948935464038537"
"No","2016","Not Employed","Couple + C. LE 16 ","848","0.908259343984986","0.88934799838698","0.927170689582992"
"No","2016","Not Employed","Couple + C. GT 16 ","663","0.936866372453613","0.918862817056907","0.95486992785032"
"No","2016","Not Employed","Couple + C. LE and GT 16","480","0.962958252566253","0.946630891597123","0.979285613535383"
"No","2016","Employed","1-pers.-HH","1634","0.901800296268395","0.88819570141127","0.915404891125519"
"No","2016","Employed","(Married) couple without C. ","3653","0.943383881930748","0.936096965276066","0.950670798585431"
"No","2016","Employed","Single parent ","1415","0.933547214541901","0.921058689400524","0.946035739683279"
"No","2016","Employed","Couple + C. LE 16 ","4640","0.94716869096569","0.940894408282782","0.953442973648597"
"No","2016","Employed","Couple + C. GT 16 ","1956","0.958232966569176","0.949560152932806","0.966905780205546"
"No","2016","Employed","Couple + C. LE and GT 16","1505","0.967939837109857","0.959231627690814","0.976648046528899"
"Yes, vegetarian","2017","Not Employed","1-pers.-HH","","","",""
"Yes, vegetarian","2017","Not Employed","(Married) couple without C. ","","","",""
"Yes, vegetarian","2017","Not Employed","Single parent ","","","",""
"Yes, vegetarian","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, vegetarian","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, vegetarian","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, vegetarian","2017","Employed","1-pers.-HH","","","",""
"Yes, vegetarian","2017","Employed","(Married) couple without C. ","","","",""
"Yes, vegetarian","2017","Employed","Single parent ","","","",""
"Yes, vegetarian","2017","Employed","Couple + C. LE 16 ","","","",""
"Yes, vegetarian","2017","Employed","Couple + C. GT 16 ","","","",""
"Yes, vegetarian","2017","Employed","Couple + C. LE and GT 16","","","",""
"Yes, vegan","2017","Not Employed","1-pers.-HH","","","",""
"Yes, vegan","2017","Not Employed","(Married) couple without C. ","","","",""
"Yes, vegan","2017","Not Employed","Single parent ","","","",""
"Yes, vegan","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, vegan","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, vegan","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, vegan","2017","Employed","1-pers.-HH","","","",""
"Yes, vegan","2017","Employed","(Married) couple without C. ","","","",""
"Yes, vegan","2017","Employed","Single parent ","","","",""
"Yes, vegan","2017","Employed","Couple + C. LE 16 ","","","",""
"Yes, vegan","2017","Employed","Couple + C. GT 16 ","","","",""
"Yes, vegan","2017","Employed","Couple + C. LE and GT 16","","","",""
"No","2017","Not Employed","1-pers.-HH","","","",""
"No","2017","Not Employed","(Married) couple without C. ","","","",""
"No","2017","Not Employed","Single parent ","","","",""
"No","2017","Not Employed","Couple + C. LE 16 ","","","",""
"No","2017","Not Employed","Couple + C. GT 16 ","","","",""
"No","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"No","2017","Employed","1-pers.-HH","","","",""
