"pgnation","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"24","1993","Rural Area","West Germany","","","",""
"24","1993","Rural Area","East Germany","","","",""
"25","1993","Urban Area","West Germany","","","",""
"25","1993","Urban Area","East Germany","","","",""
"25","1993","Rural Area","West Germany","","","",""
"25","1993","Rural Area","East Germany","","","",""
"26","1993","Urban Area","West Germany","2","","",""
"26","1993","Urban Area","East Germany","2","","",""
"26","1993","Rural Area","West Germany","","","",""
"26","1993","Rural Area","East Germany","1","","",""
"27","1993","Urban Area","West Germany","","","",""
"27","1993","Urban Area","East Germany","","","",""
"27","1993","Rural Area","West Germany","","","",""
"27","1993","Rural Area","East Germany","","","",""
"28","1993","Urban Area","West Germany","","","",""
"28","1993","Urban Area","East Germany","","","",""
"28","1993","Rural Area","West Germany","","","",""
"28","1993","Rural Area","East Germany","","","",""
"29","1993","Urban Area","West Germany","3","","",""
"29","1993","Urban Area","East Germany","1","","",""
"29","1993","Rural Area","West Germany","","","",""
"29","1993","Rural Area","East Germany","","","",""
"30","1993","Urban Area","West Germany","","","",""
"30","1993","Urban Area","East Germany","","","",""
"30","1993","Rural Area","West Germany","","","",""
"30","1993","Rural Area","East Germany","","","",""
"31","1993","Urban Area","West Germany","1","","",""
"31","1993","Urban Area","East Germany","","","",""
"31","1993","Rural Area","West Germany","","","",""
"31","1993","Rural Area","East Germany","1","","",""
"32","1993","Urban Area","West Germany","","","",""
"32","1993","Urban Area","East Germany","1","","",""
"32","1993","Rural Area","West Germany","","","",""
"32","1993","Rural Area","East Germany","","","",""
"34","1993","Urban Area","West Germany","","","",""
"34","1993","Urban Area","East Germany","","","",""
"34","1993","Rural Area","West Germany","","","",""
"34","1993","Rural Area","East Germany","","","",""
"35","1993","Urban Area","West Germany","","","",""
"35","1993","Urban Area","East Germany","","","",""
"35","1993","Rural Area","West Germany","","","",""
"35","1993","Rural Area","East Germany","","","",""
"37","1993","Urban Area","West Germany","","","",""
"37","1993","Urban Area","East Germany","","","",""
"37","1993","Rural Area","West Germany","","","",""
"37","1993","Rural Area","East Germany","","","",""
"38","1993","Urban Area","West Germany","1","","",""
"38","1993","Urban Area","East Germany","","","",""
"38","1993","Rural Area","West Germany","","","",""
"38","1993","Rural Area","East Germany","","","",""
"39","1993","Urban Area","West Germany","","","",""
"39","1993","Urban Area","East Germany","","","",""
"39","1993","Rural Area","West Germany","","","",""
"39","1993","Rural Area","East Germany","","","",""
"40","1993","Urban Area","West Germany","","","",""
"40","1993","Urban Area","East Germany","","","",""
"40","1993","Rural Area","West Germany","","","",""
"40","1993","Rural Area","East Germany","","","",""
"41","1993","Urban Area","West Germany","","","",""
"41","1993","Urban Area","East Germany","","","",""
"41","1993","Rural Area","West Germany","1","","",""
"41","1993","Rural Area","East Germany","","","",""
"42","1993","Urban Area","West Germany","","","",""
"42","1993","Urban Area","East Germany","","","",""
"42","1993","Rural Area","West Germany","","","",""
"42","1993","Rural Area","East Germany","","","",""
"43","1993","Urban Area","West Germany","","","",""
"43","1993","Urban Area","East Germany","","","",""
"43","1993","Rural Area","West Germany","","","",""
"43","1993","Rural Area","East Germany","","","",""
"44","1993","Urban Area","West Germany","","","",""
"44","1993","Urban Area","East Germany","","","",""
"44","1993","Rural Area","West Germany","","","",""
"44","1993","Rural Area","East Germany","","","",""
"45","1993","Urban Area","West Germany","","","",""
"45","1993","Urban Area","East Germany","","","",""
"45","1993","Rural Area","West Germany","","","",""
"45","1993","Rural Area","East Germany","","","",""
"46","1993","Urban Area","West Germany","","","",""
"46","1993","Urban Area","East Germany","","","",""
"46","1993","Rural Area","West Germany","","","",""
"46","1993","Rural Area","East Germany","","","",""
"47","1993","Urban Area","West Germany","","","",""
"47","1993","Urban Area","East Germany","","","",""
"47","1993","Rural Area","West Germany","","","",""
"47","1993","Rural Area","East Germany","","","",""
"48","1993","Urban Area","West Germany","","","",""
"48","1993","Urban Area","East Germany","","","",""
"48","1993","Rural Area","West Germany","","","",""
"48","1993","Rural Area","East Germany","","","",""
"49","1993","Urban Area","West Germany","","","",""
"49","1993","Urban Area","East Germany","","","",""
"49","1993","Rural Area","West Germany","","","",""
"49","1993","Rural Area","East Germany","","","",""
"50","1993","Urban Area","West Germany","","","",""
"50","1993","Urban Area","East Germany","","","",""
"50","1993","Rural Area","West Germany","","","",""
"50","1993","Rural Area","East Germany","","","",""
"51","1993","Urban Area","West Germany","1","","",""
"51","1993","Urban Area","East Germany","","","",""
"51","1993","Rural Area","West Germany","","","",""
"51","1993","Rural Area","East Germany","","","",""
"52","1993","Urban Area","West Germany","1","","",""
"52","1993","Urban Area","East Germany","","","",""
"52","1993","Rural Area","West Germany","","","",""
"52","1993","Rural Area","East Germany","","","",""
"53","1993","Urban Area","West Germany","1","","",""
"53","1993","Urban Area","East Germany","","","",""
"53","1993","Rural Area","West Germany","","","",""
"53","1993","Rural Area","East Germany","","","",""
"54","1993","Urban Area","West Germany","1","","",""
"54","1993","Urban Area","East Germany","","","",""
"54","1993","Rural Area","West Germany","","","",""
"54","1993","Rural Area","East Germany","","","",""
"55","1993","Urban Area","West Germany","","","",""
"55","1993","Urban Area","East Germany","","","",""
"55","1993","Rural Area","West Germany","","","",""
"55","1993","Rural Area","East Germany","","","",""
"56","1993","Urban Area","West Germany","","","",""
"56","1993","Urban Area","East Germany","","","",""
"56","1993","Rural Area","West Germany","","","",""
"56","1993","Rural Area","East Germany","","","",""
"59","1993","Urban Area","West Germany","","","",""
"59","1993","Urban Area","East Germany","","","",""
"59","1993","Rural Area","West Germany","","","",""
"59","1993","Rural Area","East Germany","","","",""
"60","1993","Urban Area","West Germany","","","",""
"60","1993","Urban Area","East Germany","","","",""
"60","1993","Rural Area","West Germany","","","",""
"60","1993","Rural Area","East Germany","","","",""
"61","1993","Urban Area","West Germany","","","",""
"61","1993","Urban Area","East Germany","","","",""
"61","1993","Rural Area","West Germany","","","",""
"61","1993","Rural Area","East Germany","","","",""
"64","1993","Urban Area","West Germany","","","",""
"64","1993","Urban Area","East Germany","","","",""
"64","1993","Rural Area","West Germany","","","",""
"64","1993","Rural Area","East Germany","","","",""
"65","1993","Urban Area","West Germany","","","",""
"65","1993","Urban Area","East Germany","","","",""
"65","1993","Rural Area","West Germany","","","",""
"65","1993","Rural Area","East Germany","","","",""
"66","1993","Urban Area","West Germany","","","",""
"66","1993","Urban Area","East Germany","","","",""
"66","1993","Rural Area","West Germany","","","",""
"66","1993","Rural Area","East Germany","","","",""
"67","1993","Urban Area","West Germany","","","",""
"67","1993","Urban Area","East Germany","","","",""
"67","1993","Rural Area","West Germany","","","",""
"67","1993","Rural Area","East Germany","","","",""
"68","1993","Urban Area","West Germany","","","",""
"68","1993","Urban Area","East Germany","","","",""
"68","1993","Rural Area","West Germany","","","",""
"68","1993","Rural Area","East Germany","","","",""
"71","1993","Urban Area","West Germany","","","",""
"71","1993","Urban Area","East Germany","","","",""
"71","1993","Rural Area","West Germany","","","",""
"71","1993","Rural Area","East Germany","","","",""
"72","1993","Urban Area","West Germany","","","",""
"72","1993","Urban Area","East Germany","","","",""
"72","1993","Rural Area","West Germany","","","",""
"72","1993","Rural Area","East Germany","","","",""
"73","1993","Urban Area","West Germany","","","",""
"73","1993","Urban Area","East Germany","","","",""
"73","1993","Rural Area","West Germany","","","",""
"73","1993","Rural Area","East Germany","","","",""
"74","1993","Urban Area","West Germany","","","",""
"74","1993","Urban Area","East Germany","","","",""
"74","1993","Rural Area","West Germany","","","",""
"74","1993","Rural Area","East Germany","","","",""
"75","1993","Urban Area","West Germany","","","",""
"75","1993","Urban Area","East Germany","","","",""
"75","1993","Rural Area","West Germany","","","",""
"75","1993","Rural Area","East Germany","","","",""
"76","1993","Urban Area","West Germany","","","",""
"76","1993","Urban Area","East Germany","","","",""
"76","1993","Rural Area","West Germany","","","",""
"76","1993","Rural Area","East Germany","","","",""
"77","1993","Urban Area","West Germany","","","",""
"77","1993","Urban Area","East Germany","","","",""
"77","1993","Rural Area","West Germany","","","",""
"77","1993","Rural Area","East Germany","","","",""
"78","1993","Urban Area","West Germany","","","",""
"78","1993","Urban Area","East Germany","","","",""
"78","1993","Rural Area","West Germany","","","",""
"78","1993","Rural Area","East Germany","","","",""
"79","1993","Urban Area","West Germany","","","",""
"79","1993","Urban Area","East Germany","","","",""
"79","1993","Rural Area","West Germany","","","",""
"79","1993","Rural Area","East Germany","","","",""
"80","1993","Urban Area","West Germany","","","",""
"80","1993","Urban Area","East Germany","","","",""
"80","1993","Rural Area","West Germany","","","",""
"80","1993","Rural Area","East Germany","","","",""
"81","1993","Urban Area","West Germany","","","",""
"81","1993","Urban Area","East Germany","","","",""
"81","1993","Rural Area","West Germany","","","",""
"81","1993","Rural Area","East Germany","","","",""
"82","1993","Urban Area","West Germany","","","",""
"82","1993","Urban Area","East Germany","","","",""
"82","1993","Rural Area","West Germany","","","",""
"82","1993","Rural Area","East Germany","","","",""
"83","1993","Urban Area","West Germany","","","",""
"83","1993","Urban Area","East Germany","","","",""
"83","1993","Rural Area","West Germany","","","",""
"83","1993","Rural Area","East Germany","","","",""
"84","1993","Urban Area","West Germany","","","",""
"84","1993","Urban Area","East Germany","","","",""
"84","1993","Rural Area","West Germany","","","",""
"84","1993","Rural Area","East Germany","","","",""
"85","1993","Urban Area","West Germany","","","",""
"85","1993","Urban Area","East Germany","","","",""
"85","1993","Rural Area","West Germany","","","",""
"85","1993","Rural Area","East Germany","","","",""
"86","1993","Urban Area","West Germany","","","",""
"86","1993","Urban Area","East Germany","","","",""
"86","1993","Rural Area","West Germany","","","",""
"86","1993","Rural Area","East Germany","","","",""
"89","1993","Urban Area","West Germany","","","",""
"89","1993","Urban Area","East Germany","","","",""
"89","1993","Rural Area","West Germany","","","",""
"89","1993","Rural Area","East Germany","","","",""
"90","1993","Urban Area","West Germany","","","",""
"90","1993","Urban Area","East Germany","","","",""
"90","1993","Rural Area","West Germany","","","",""
"90","1993","Rural Area","East Germany","","","",""
"92","1993","Urban Area","West Germany","","","",""
"92","1993","Urban Area","East Germany","","","",""
"92","1993","Rural Area","West Germany","","","",""
"92","1993","Rural Area","East Germany","","","",""
"94","1993","Urban Area","West Germany","","","",""
"94","1993","Urban Area","East Germany","","","",""
"94","1993","Rural Area","West Germany","","","",""
"94","1993","Rural Area","East Germany","","","",""
"95","1993","Urban Area","West Germany","","","",""
"95","1993","Urban Area","East Germany","","","",""
"95","1993","Rural Area","West Germany","","","",""
"95","1993","Rural Area","East Germany","","","",""
"96","1993","Urban Area","West Germany","","","",""
"96","1993","Urban Area","East Germany","","","",""
"96","1993","Rural Area","West Germany","","","",""
"96","1993","Rural Area","East Germany","","","",""
"97","1993","Urban Area","West Germany","","","",""
"97","1993","Urban Area","East Germany","","","",""
"97","1993","Rural Area","West Germany","","","",""
"97","1993","Rural Area","East Germany","","","",""
"98","1993","Urban Area","West Germany","2","","",""
"98","1993","Urban Area","East Germany","","","",""
"98","1993","Rural Area","West Germany","","","",""
"98","1993","Rural Area","East Germany","","","",""
"101","1993","Urban Area","West Germany","","","",""
"101","1993","Urban Area","East Germany","","","",""
"101","1993","Rural Area","West Germany","","","",""
"101","1993","Rural Area","East Germany","","","",""
"102","1993","Urban Area","West Germany","","","",""
"102","1993","Urban Area","East Germany","","","",""
"102","1993","Rural Area","West Germany","","","",""
"102","1993","Rural Area","East Germany","","","",""
"103","1993","Urban Area","West Germany","","","",""
"103","1993","Urban Area","East Germany","","","",""
"103","1993","Rural Area","West Germany","","","",""
"103","1993","Rural Area","East Germany","","","",""
"105","1993","Urban Area","West Germany","","","",""
"105","1993","Urban Area","East Germany","","","",""
"105","1993","Rural Area","West Germany","","","",""
"105","1993","Rural Area","East Germany","","","",""
"108","1993","Urban Area","West Germany","","","",""
"108","1993","Urban Area","East Germany","","","",""
"108","1993","Rural Area","West Germany","","","",""
"108","1993","Rural Area","East Germany","","","",""
"110","1993","Urban Area","West Germany","","","",""
"110","1993","Urban Area","East Germany","","","",""
"110","1993","Rural Area","West Germany","","","",""
"110","1993","Rural Area","East Germany","","","",""
"111","1993","Urban Area","West Germany","","","",""
"111","1993","Urban Area","East Germany","","","",""
"111","1993","Rural Area","West Germany","","","",""
"111","1993","Rural Area","East Germany","","","",""
"113","1993","Urban Area","West Germany","","","",""
"113","1993","Urban Area","East Germany","","","",""
"113","1993","Rural Area","West Germany","","","",""
"113","1993","Rural Area","East Germany","","","",""
"116","1993","Urban Area","West Germany","","","",""
"116","1993","Urban Area","East Germany","","","",""
"116","1993","Rural Area","West Germany","","","",""
"116","1993","Rural Area","East Germany","","","",""
"117","1993","Urban Area","West Germany","","","",""
"117","1993","Urban Area","East Germany","","","",""
"117","1993","Rural Area","West Germany","","","",""
"117","1993","Rural Area","East Germany","","","",""
"118","1993","Urban Area","West Germany","","","",""
"118","1993","Urban Area","East Germany","","","",""
"118","1993","Rural Area","West Germany","","","",""
"118","1993","Rural Area","East Germany","","","",""
"119","1993","Urban Area","West Germany","","","",""
"119","1993","Urban Area","East Germany","","","",""
"119","1993","Rural Area","West Germany","","","",""
"119","1993","Rural Area","East Germany","","","",""
"120","1993","Urban Area","West Germany","","","",""
"120","1993","Urban Area","East Germany","","","",""
"120","1993","Rural Area","West Germany","","","",""
"120","1993","Rural Area","East Germany","","","",""
"121","1993","Urban Area","West Germany","","","",""
"121","1993","Urban Area","East Germany","","","",""
"121","1993","Rural Area","West Germany","","","",""
"121","1993","Rural Area","East Germany","","","",""
"122","1993","Urban Area","West Germany","","","",""
"122","1993","Urban Area","East Germany","","","",""
"122","1993","Rural Area","West Germany","","","",""
"122","1993","Rural Area","East Germany","","","",""
"123","1993","Urban Area","West Germany","","","",""
"123","1993","Urban Area","East Germany","","","",""
"123","1993","Rural Area","West Germany","","","",""
"123","1993","Rural Area","East Germany","","","",""
"124","1993","Urban Area","West Germany","","","",""
"124","1993","Urban Area","East Germany","","","",""
"124","1993","Rural Area","West Germany","","","",""
"124","1993","Rural Area","East Germany","","","",""
"125","1993","Urban Area","West Germany","","","",""
"125","1993","Urban Area","East Germany","","","",""
"125","1993","Rural Area","West Germany","","","",""
"125","1993","Rural Area","East Germany","","","",""
"127","1993","Urban Area","West Germany","","","",""
"127","1993","Urban Area","East Germany","","","",""
"127","1993","Rural Area","West Germany","","","",""
"127","1993","Rural Area","East Germany","","","",""
"128","1993","Urban Area","West Germany","","","",""
"128","1993","Urban Area","East Germany","","","",""
"128","1993","Rural Area","West Germany","","","",""
"128","1993","Rural Area","East Germany","","","",""
"129","1993","Urban Area","West Germany","","","",""
"129","1993","Urban Area","East Germany","","","",""
"129","1993","Rural Area","West Germany","","","",""
"129","1993","Rural Area","East Germany","","","",""
"130","1993","Urban Area","West Germany","","","",""
"130","1993","Urban Area","East Germany","","","",""
"130","1993","Rural Area","West Germany","","","",""
"130","1993","Rural Area","East Germany","","","",""
"131","1993","Urban Area","West Germany","","","",""
"131","1993","Urban Area","East Germany","","","",""
"131","1993","Rural Area","West Germany","","","",""
"131","1993","Rural Area","East Germany","","","",""
"132","1993","Urban Area","West Germany","","","",""
"132","1993","Urban Area","East Germany","","","",""
"132","1993","Rural Area","West Germany","","","",""
"132","1993","Rural Area","East Germany","","","",""
"133","1993","Urban Area","West Germany","","","",""
"133","1993","Urban Area","East Germany","","","",""
"133","1993","Rural Area","West Germany","","","",""
"133","1993","Rural Area","East Germany","","","",""
"135","1993","Urban Area","West Germany","","","",""
"135","1993","Urban Area","East Germany","","","",""
"135","1993","Rural Area","West Germany","","","",""
"135","1993","Rural Area","East Germany","","","",""
"138","1993","Urban Area","West Germany","","","",""
"138","1993","Urban Area","East Germany","","","",""
"138","1993","Rural Area","West Germany","","","",""
"138","1993","Rural Area","East Germany","","","",""
"139","1993","Urban Area","West Germany","","","",""
"139","1993","Urban Area","East Germany","","","",""
"139","1993","Rural Area","West Germany","","","",""
"139","1993","Rural Area","East Germany","","","",""
"140","1993","Urban Area","West Germany","","","",""
"140","1993","Urban Area","East Germany","","","",""
"140","1993","Rural Area","West Germany","","","",""
"140","1993","Rural Area","East Germany","","","",""
"141","1993","Urban Area","West Germany","","","",""
"141","1993","Urban Area","East Germany","","","",""
"141","1993","Rural Area","West Germany","","","",""
"141","1993","Rural Area","East Germany","","","",""
"142","1993","Urban Area","West Germany","","","",""
"142","1993","Urban Area","East Germany","","","",""
"142","1993","Rural Area","West Germany","","","",""
"142","1993","Rural Area","East Germany","","","",""
"143","1993","Urban Area","West Germany","","","",""
"143","1993","Urban Area","East Germany","","","",""
"143","1993","Rural Area","West Germany","","","",""
"143","1993","Rural Area","East Germany","","","",""
"144","1993","Urban Area","West Germany","","","",""
"144","1993","Urban Area","East Germany","","","",""
"144","1993","Rural Area","West Germany","","","",""
"144","1993","Rural Area","East Germany","","","",""
"145","1993","Urban Area","West Germany","","","",""
"145","1993","Urban Area","East Germany","","","",""
"145","1993","Rural Area","West Germany","","","",""
"145","1993","Rural Area","East Germany","","","",""
"146","1993","Urban Area","West Germany","","","",""
"146","1993","Urban Area","East Germany","","","",""
"146","1993","Rural Area","West Germany","","","",""
"146","1993","Rural Area","East Germany","","","",""
"147","1993","Urban Area","West Germany","","","",""
"147","1993","Urban Area","East Germany","","","",""
"147","1993","Rural Area","West Germany","","","",""
"147","1993","Rural Area","East Germany","","","",""
"148","1993","Urban Area","West Germany","","","",""
"148","1993","Urban Area","East Germany","","","",""
"148","1993","Rural Area","West Germany","","","",""
"148","1993","Rural Area","East Germany","","","",""
"149","1993","Urban Area","West Germany","","","",""
"149","1993","Urban Area","East Germany","","","",""
"149","1993","Rural Area","West Germany","","","",""
"149","1993","Rural Area","East Germany","","","",""
"151","1993","Urban Area","West Germany","","","",""
"151","1993","Urban Area","East Germany","","","",""
"151","1993","Rural Area","West Germany","","","",""
"151","1993","Rural Area","East Germany","","","",""
"152","1993","Urban Area","West Germany","","","",""
"152","1993","Urban Area","East Germany","","","",""
"152","1993","Rural Area","West Germany","","","",""
"152","1993","Rural Area","East Germany","","","",""
"154","1993","Urban Area","West Germany","","","",""
"154","1993","Urban Area","East Germany","","","",""
"154","1993","Rural Area","West Germany","","","",""
"154","1993","Rural Area","East Germany","","","",""
"155","1993","Urban Area","West Germany","","","",""
"155","1993","Urban Area","East Germany","","","",""
"155","1993","Rural Area","West Germany","","","",""
"155","1993","Rural Area","East Germany","","","",""
"156","1993","Urban Area","West Germany","","","",""
"156","1993","Urban Area","East Germany","","","",""
"156","1993","Rural Area","West Germany","","","",""
"156","1993","Rural Area","East Germany","","","",""
"158","1993","Urban Area","West Germany","","","",""
"158","1993","Urban Area","East Germany","","","",""
"158","1993","Rural Area","West Germany","","","",""
"158","1993","Rural Area","East Germany","","","",""
"162","1993","Urban Area","West Germany","","","",""
"162","1993","Urban Area","East Germany","","","",""
"162","1993","Rural Area","West Germany","","","",""
"162","1993","Rural Area","East Germany","","","",""
"164","1993","Urban Area","West Germany","","","",""
"164","1993","Urban Area","East Germany","","","",""
"164","1993","Rural Area","West Germany","","","",""
"164","1993","Rural Area","East Germany","","","",""
"165","1993","Urban Area","West Germany","","","",""
"165","1993","Urban Area","East Germany","","","",""
"165","1993","Rural Area","West Germany","","","",""
"165","1993","Rural Area","East Germany","","","",""
"166","1993","Urban Area","West Germany","","","",""
"166","1993","Urban Area","East Germany","","","",""
"166","1993","Rural Area","West Germany","","","",""
"166","1993","Rural Area","East Germany","","","",""
"167","1993","Urban Area","West Germany","","","",""
"167","1993","Urban Area","East Germany","","","",""
"167","1993","Rural Area","West Germany","","","",""
"167","1993","Rural Area","East Germany","","","",""
"168","1993","Urban Area","West Germany","","","",""
"168","1993","Urban Area","East Germany","","","",""
"168","1993","Rural Area","West Germany","","","",""
"168","1993","Rural Area","East Germany","","","",""
"169","1993","Urban Area","West Germany","","","",""
"169","1993","Urban Area","East Germany","","","",""
"169","1993","Rural Area","West Germany","","","",""
"169","1993","Rural Area","East Germany","","","",""
"172","1993","Urban Area","West Germany","","","",""
"172","1993","Urban Area","East Germany","","","",""
"172","1993","Rural Area","West Germany","","","",""
"172","1993","Rural Area","East Germany","","","",""
"173","1993","Urban Area","West Germany","","","",""
"173","1993","Urban Area","East Germany","","","",""
"173","1993","Rural Area","West Germany","","","",""
"173","1993","Rural Area","East Germany","","","",""
"178","1993","Urban Area","West Germany","","","",""
"178","1993","Urban Area","East Germany","","","",""
"178","1993","Rural Area","West Germany","","","",""
"178","1993","Rural Area","East Germany","","","",""
"181","1993","Urban Area","West Germany","","","",""
"181","1993","Urban Area","East Germany","","","",""
"181","1993","Rural Area","West Germany","","","",""
"181","1993","Rural Area","East Germany","","","",""
"183","1993","Urban Area","West Germany","","","",""
"183","1993","Urban Area","East Germany","","","",""
"183","1993","Rural Area","West Germany","","","",""
"183","1993","Rural Area","East Germany","","","",""
"188","1993","Urban Area","West Germany","","","",""
"188","1993","Urban Area","East Germany","","","",""
"188","1993","Rural Area","West Germany","","","",""
"188","1993","Rural Area","East Germany","","","",""
"195","1993","Urban Area","West Germany","","","",""
"195","1993","Urban Area","East Germany","","","",""
"195","1993","Rural Area","West Germany","","","",""
"195","1993","Rural Area","East Germany","","","",""
"196","1993","Urban Area","West Germany","","","",""
"196","1993","Urban Area","East Germany","","","",""
"196","1993","Rural Area","West Germany","","","",""
"196","1993","Rural Area","East Germany","","","",""
"999","1993","Urban Area","West Germany","","","",""
"999","1993","Urban Area","East Germany","","","",""
"999","1993","Rural Area","West Germany","","","",""
"999","1993","Rural Area","East Germany","","","",""
"1","1994","Urban Area","West Germany","5290","0.886485535808139","0.879184061402622","0.893787010213655"
"1","1994","Urban Area","East Germany","1360","0.993139851522822","0.988762668525271","0.997517034520372"
"1","1994","Rural Area","West Germany","1634","0.950032164709628","0.940225002765858","0.959839326653398"
"1","1994","Rural Area","East Germany","2416","0.997429654634352","0.995411906122816","0.999447403145888"
"2","1994","Urban Area","West Germany","780","0.0463932474607999","0.0415519565041824","0.0512345384174175"
"2","1994","Urban Area","East Germany","","","",""
"2","1994","Rural Area","West Germany","59","0.00913364305949389","0.00485152650878781","0.0134157596102"
"2","1994","Rural Area","East Germany","","","",""
"3","1994","Urban Area","West Germany","387","0.024230175521524","0.0206910080779506","0.0277693429650975"
"3","1994","Urban Area","East Germany","","","",""
"3","1994","Rural Area","West Germany","74","0.0143864685687971","0.00902653565790501","0.0197464014796892"
"3","1994","Rural Area","East Germany","","","",""
"4","1994","Urban Area","West Germany","258","0.00855485074797749","0.00643507605447042","0.0106746254414846"
"4","1994","Urban Area","East Germany","1","","",""
"4","1994","Rural Area","West Germany","42","0.00411938115071825","0.0012363551873109","0.0070024071141256"
"4","1994","Rural Area","East Germany","","","",""
"5","1994","Urban Area","West Germany","340","0.0159144537919507","0.0130339965437009","0.0187949110402005"
"5","1994","Urban Area","East Germany","","","",""
"5","1994","Rural Area","West Germany","63","0.00916941341863823","0.00487899741539815","0.0134598294218783"
"5","1994","Rural Area","East Germany","","","",""
"6","1994","Urban Area","West Germany","138","0.00377420719680528","0.00236283714273694","0.00518557725087363"
"6","1994","Urban Area","East Germany","","","",""
"6","1994","Rural Area","West Germany","15","","",""
"6","1994","Rural Area","East Germany","","","",""
"10","1994","Urban Area","West Germany","16","","",""
"10","1994","Urban Area","East Germany","","","",""
"10","1994","Rural Area","West Germany","5","","",""
"10","1994","Rural Area","East Germany","","","",""
"11","1994","Urban Area","West Germany","7","","",""
"11","1994","Urban Area","East Germany","","","",""
"11","1994","Rural Area","West Germany","2","","",""
"11","1994","Rural Area","East Germany","","","",""
"12","1994","Urban Area","West Germany","6","","",""
"12","1994","Urban Area","East Germany","","","",""
"12","1994","Rural Area","West Germany","","","",""
"12","1994","Rural Area","East Germany","","","",""
"13","1994","Urban Area","West Germany","","","",""
"13","1994","Urban Area","East Germany","","","",""
"13","1994","Rural Area","West Germany","","","",""
"13","1994","Rural Area","East Germany","","","",""
"14","1994","Urban Area","West Germany","6","","",""
"14","1994","Urban Area","East Germany","","","",""
"14","1994","Rural Area","West Germany","","","",""
"14","1994","Rural Area","East Germany","","","",""
"15","1994","Urban Area","West Germany","","","",""
"15","1994","Urban Area","East Germany","","","",""
"15","1994","Rural Area","West Germany","","","",""
"15","1994","Rural Area","East Germany","","","",""
"16","1994","Urban Area","West Germany","","","",""
"16","1994","Urban Area","East Germany","","","",""
"16","1994","Rural Area","West Germany","","","",""
"16","1994","Rural Area","East Germany","","","",""
"17","1994","Urban Area","West Germany","","","",""
"17","1994","Urban Area","East Germany","","","",""
"17","1994","Rural Area","West Germany","","","",""
"17","1994","Rural Area","East Germany","","","",""
"18","1994","Urban Area","West Germany","3","","",""
"18","1994","Urban Area","East Germany","","","",""
"18","1994","Rural Area","West Germany","","","",""
"18","1994","Rural Area","East Germany","","","",""
"19","1994","Urban Area","West Germany","2","","",""
"19","1994","Urban Area","East Germany","","","",""
"19","1994","Rural Area","West Germany","1","","",""
"19","1994","Rural Area","East Germany","","","",""
"20","1994","Urban Area","West Germany","1","","",""
"20","1994","Urban Area","East Germany","","","",""
"20","1994","Rural Area","West Germany","","","",""
"20","1994","Rural Area","East Germany","","","",""
"21","1994","Urban Area","West Germany","1","","",""
"21","1994","Urban Area","East Germany","","","",""
"21","1994","Rural Area","West Germany","","","",""
"21","1994","Rural Area","East Germany","","","",""
"22","1994","Urban Area","West Germany","3","","",""
"22","1994","Urban Area","East Germany","","","",""
"22","1994","Rural Area","West Germany","","","",""
"22","1994","Rural Area","East Germany","1","","",""
"23","1994","Urban Area","West Germany","","","",""
"23","1994","Urban Area","East Germany","","","",""
"23","1994","Rural Area","West Germany","","","",""
"23","1994","Rural Area","East Germany","","","",""
"24","1994","Urban Area","West Germany","2","","",""
"24","1994","Urban Area","East Germany","","","",""
"24","1994","Rural Area","West Germany","","","",""
"24","1994","Rural Area","East Germany","","","",""
"25","1994","Urban Area","West Germany","","","",""
"25","1994","Urban Area","East Germany","","","",""
"25","1994","Rural Area","West Germany","","","",""
"25","1994","Rural Area","East Germany","","","",""
"26","1994","Urban Area","West Germany","2","","",""
"26","1994","Urban Area","East Germany","2","","",""
"26","1994","Rural Area","West Germany","","","",""
"26","1994","Rural Area","East Germany","1","","",""
"27","1994","Urban Area","West Germany","","","",""
"27","1994","Urban Area","East Germany","","","",""
"27","1994","Rural Area","West Germany","","","",""
"27","1994","Rural Area","East Germany","","","",""
"28","1994","Urban Area","West Germany","","","",""
"28","1994","Urban Area","East Germany","","","",""
"28","1994","Rural Area","West Germany","","","",""
"28","1994","Rural Area","East Germany","","","",""
"29","1994","Urban Area","West Germany","1","","",""
"29","1994","Urban Area","East Germany","1","","",""
"29","1994","Rural Area","West Germany","","","",""
"29","1994","Rural Area","East Germany","","","",""
"30","1994","Urban Area","West Germany","","","",""
"30","1994","Urban Area","East Germany","","","",""
"30","1994","Rural Area","West Germany","","","",""
"30","1994","Rural Area","East Germany","","","",""
"31","1994","Urban Area","West Germany","1","","",""
"31","1994","Urban Area","East Germany","","","",""
"31","1994","Rural Area","West Germany","","","",""
"31","1994","Rural Area","East Germany","1","","",""
"32","1994","Urban Area","West Germany","","","",""
"32","1994","Urban Area","East Germany","2","","",""
"32","1994","Rural Area","West Germany","","","",""
"32","1994","Rural Area","East Germany","","","",""
"34","1994","Urban Area","West Germany","","","",""
"34","1994","Urban Area","East Germany","","","",""
"34","1994","Rural Area","West Germany","","","",""
"34","1994","Rural Area","East Germany","","","",""
"35","1994","Urban Area","West Germany","","","",""
"35","1994","Urban Area","East Germany","","","",""
"35","1994","Rural Area","West Germany","","","",""
"35","1994","Rural Area","East Germany","","","",""
"37","1994","Urban Area","West Germany","","","",""
"37","1994","Urban Area","East Germany","","","",""
"37","1994","Rural Area","West Germany","","","",""
"37","1994","Rural Area","East Germany","","","",""
