"pgnation","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","1984","in school","161","0.96701831825025","0.941421791635616","0.992614844864884"
"1","1984","inadequately","82","0.349289162472846","0.32001748748565","0.378560837460042"
"1","1984","general elemantary","2445","0.932545549095372","0.924198194184802","0.940892904005941"
"1","1984","middle vocational","4810","0.958937987756576","0.953797838603307","0.964078136909844"
"1","1984","vocational + Abi","191","0.870629573854605","0.833389973977074","0.907869173732135"
"1","1984","higher vocational","634","0.97682723752192","0.965349034325234","0.988305440718605"
"1","1984","higher education","702","0.952380221851412","0.93755810048095","0.967202343221874"
"2","1984","in school","6","","",""
"2","1984","inadequately","331","0.286119132032575","0.258370133115753","0.313868130949397"
"2","1984","general elemantary","348","0.0249782616744545","0.019784323193521","0.030172200155388"
"2","1984","middle vocational","242","0.0105176104331922","0.00787506221547144","0.0131601586509129"
"2","1984","vocational + Abi","56","0.0688938081973637","0.0407903025666799","0.0969973138280474"
"2","1984","higher vocational","1","","",""
"2","1984","higher education","14","","",""
"3","1984","in school","3","","",""
"3","1984","inadequately","131","0.102868923522002","0.0842166812849718","0.121521165759032"
"3","1984","general elemantary","151","0.0108339980464701","0.00738861499011223","0.0142793811028279"
"3","1984","middle vocational","215","0.00810478667262555","0.0057822422100297","0.0104273311352214"
"3","1984","vocational + Abi","28","","",""
"3","1984","higher vocational","5","","",""
"3","1984","higher education","12","","",""
"4","1984","in school","8","","",""
"4","1984","inadequately","139","0.063444554400032","0.0484778934134344","0.0784112153866296"
"4","1984","general elemantary","166","0.00625877462181446","0.00363401306539527","0.00888353617823364"
"4","1984","middle vocational","108","0.00217193542940585","0.000966034422794837","0.00337783643601686"
"4","1984","vocational + Abi","5","","",""
"4","1984","higher vocational","2","","",""
"4","1984","higher education","21","","",""
"5","1984","in school","5","","",""
"5","1984","inadequately","217","0.140196590792401","0.118879432659276","0.161513748925526"
"5","1984","general elemantary","194","0.0111946310218431","0.00769301237440052","0.0146962496692857"
"5","1984","middle vocational","165","0.00633502092496829","0.00427981963314129","0.00839022221679529"
"5","1984","vocational + Abi","13","","",""
"5","1984","higher vocational","1","","",""
"5","1984","higher education","12","","",""
"6","1984","in school","2","","",""
"6","1984","inadequately","114","0.0349736577939825","0.0236938652732089","0.0462534503147562"
"6","1984","general elemantary","135","0.00341844801651955","0.00147586557728587","0.00536103045575323"
"6","1984","middle vocational","123","0.00171850986419733","0.000645600910801007","0.00279141881759365"
"6","1984","vocational + Abi","12","","",""
"6","1984","higher vocational","6","","",""
"6","1984","higher education","9","","",""
"10","1984","in school","1","","",""
"10","1984","inadequately","","","",""
"10","1984","general elemantary","5","","",""
"10","1984","middle vocational","20","","",""
"10","1984","vocational + Abi","","","",""
"10","1984","higher vocational","3","","",""
"10","1984","higher education","3","","",""
"11","1984","in school","","","",""
"11","1984","inadequately","","","",""
"11","1984","general elemantary","3","","",""
"11","1984","middle vocational","6","","",""
"11","1984","vocational + Abi","1","","",""
"11","1984","higher vocational","","","",""
"11","1984","higher education","3","","",""
"12","1984","in school","","","",""
"12","1984","inadequately","","","",""
"12","1984","general elemantary","4","","",""
"12","1984","middle vocational","5","","",""
"12","1984","vocational + Abi","1","","",""
"12","1984","higher vocational","","","",""
"12","1984","higher education","","","",""
"13","1984","in school","","","",""
"13","1984","inadequately","","","",""
"13","1984","general elemantary","","","",""
"13","1984","middle vocational","","","",""
"13","1984","vocational + Abi","","","",""
"13","1984","higher vocational","","","",""
"13","1984","higher education","","","",""
"14","1984","in school","","","",""
"14","1984","inadequately","1","","",""
"14","1984","general elemantary","","","",""
"14","1984","middle vocational","2","","",""
"14","1984","vocational + Abi","","","",""
"14","1984","higher vocational","","","",""
"14","1984","higher education","2","","",""
"15","1984","in school","","","",""
"15","1984","inadequately","","","",""
"15","1984","general elemantary","","","",""
"15","1984","middle vocational","","","",""
"15","1984","vocational + Abi","","","",""
"15","1984","higher vocational","","","",""
"15","1984","higher education","","","",""
"16","1984","in school","","","",""
"16","1984","inadequately","","","",""
"16","1984","general elemantary","","","",""
"16","1984","middle vocational","","","",""
"16","1984","vocational + Abi","","","",""
"16","1984","higher vocational","","","",""
"16","1984","higher education","","","",""
"17","1984","in school","","","",""
"17","1984","inadequately","","","",""
"17","1984","general elemantary","","","",""
"17","1984","middle vocational","1","","",""
"17","1984","vocational + Abi","","","",""
"17","1984","higher vocational","","","",""
"17","1984","higher education","","","",""
"18","1984","in school","1","","",""
"18","1984","inadequately","1","","",""
"18","1984","general elemantary","4","","",""
"18","1984","middle vocational","8","","",""
"18","1984","vocational + Abi","","","",""
"18","1984","higher vocational","","","",""
"18","1984","higher education","2","","",""
"19","1984","in school","","","",""
"19","1984","inadequately","","","",""
"19","1984","general elemantary","3","","",""
"19","1984","middle vocational","2","","",""
"19","1984","vocational + Abi","1","","",""
"19","1984","higher vocational","","","",""
"19","1984","higher education","2","","",""
"20","1984","in school","","","",""
"20","1984","inadequately","","","",""
"20","1984","general elemantary","1","","",""
"20","1984","middle vocational","1","","",""
"20","1984","vocational + Abi","","","",""
"20","1984","higher vocational","","","",""
"20","1984","higher education","","","",""
"21","1984","in school","","","",""
"21","1984","inadequately","","","",""
"21","1984","general elemantary","1","","",""
"21","1984","middle vocational","","","",""
"21","1984","vocational + Abi","","","",""
"21","1984","higher vocational","","","",""
"21","1984","higher education","","","",""
"22","1984","in school","","","",""
"22","1984","inadequately","","","",""
"22","1984","general elemantary","","","",""
"22","1984","middle vocational","4","","",""
"22","1984","vocational + Abi","","","",""
"22","1984","higher vocational","5","","",""
"22","1984","higher education","","","",""
"23","1984","in school","","","",""
"23","1984","inadequately","","","",""
"23","1984","general elemantary","","","",""
"23","1984","middle vocational","","","",""
"23","1984","vocational + Abi","","","",""
"23","1984","higher vocational","","","",""
"23","1984","higher education","5","","",""
"24","1984","in school","","","",""
"24","1984","inadequately","","","",""
"24","1984","general elemantary","","","",""
"24","1984","middle vocational","1","","",""
