"pgnation","year","age_gr","n","percent","lower_confidence","upper_confidence"
"21","1984","16-34 y.","1","","",""
"21","1984","35-65 y.","","","",""
"21","1984","66 and older","","","",""
"22","1984","16-34 y.","8","","",""
"22","1984","35-65 y.","1","","",""
"22","1984","66 and older","","","",""
"23","1984","16-34 y.","5","","",""
"23","1984","35-65 y.","","","",""
"23","1984","66 and older","","","",""
"24","1984","16-34 y.","1","","",""
"24","1984","35-65 y.","1","","",""
"24","1984","66 and older","","","",""
"25","1984","16-34 y.","1","","",""
"25","1984","35-65 y.","1","","",""
"25","1984","66 and older","","","",""
"26","1984","16-34 y.","","","",""
"26","1984","35-65 y.","2","","",""
"26","1984","66 and older","","","",""
"27","1984","16-34 y.","","","",""
"27","1984","35-65 y.","","","",""
"27","1984","66 and older","","","",""
"28","1984","16-34 y.","1","","",""
"28","1984","35-65 y.","3","","",""
"28","1984","66 and older","","","",""
"29","1984","16-34 y.","","","",""
"29","1984","35-65 y.","1","","",""
"29","1984","66 and older","","","",""
"30","1984","16-34 y.","","","",""
"30","1984","35-65 y.","","","",""
"30","1984","66 and older","","","",""
"31","1984","16-34 y.","2","","",""
"31","1984","35-65 y.","1","","",""
"31","1984","66 and older","","","",""
"32","1984","16-34 y.","","","",""
"32","1984","35-65 y.","","","",""
"32","1984","66 and older","","","",""
"34","1984","16-34 y.","3","","",""
"34","1984","35-65 y.","1","","",""
"34","1984","66 and older","","","",""
"35","1984","16-34 y.","","","",""
"35","1984","35-65 y.","","","",""
"35","1984","66 and older","","","",""
"36","1984","16-34 y.","1","","",""
"36","1984","35-65 y.","","","",""
"36","1984","66 and older","","","",""
"37","1984","16-34 y.","","","",""
"37","1984","35-65 y.","","","",""
"37","1984","66 and older","","","",""
"38","1984","16-34 y.","","","",""
"38","1984","35-65 y.","2","","",""
"38","1984","66 and older","","","",""
"39","1984","16-34 y.","1","","",""
"39","1984","35-65 y.","","","",""
"39","1984","66 and older","","","",""
"40","1984","16-34 y.","","","",""
"40","1984","35-65 y.","1","","",""
"40","1984","66 and older","","","",""
"41","1984","16-34 y.","","","",""
"41","1984","35-65 y.","1","","",""
"41","1984","66 and older","","","",""
"42","1984","16-34 y.","1","","",""
"42","1984","35-65 y.","","","",""
"42","1984","66 and older","","","",""
"43","1984","16-34 y.","2","","",""
"43","1984","35-65 y.","","","",""
"43","1984","66 and older","","","",""
"44","1984","16-34 y.","","","",""
"44","1984","35-65 y.","","","",""
"44","1984","66 and older","","","",""
"45","1984","16-34 y.","","","",""
"45","1984","35-65 y.","","","",""
"45","1984","66 and older","","","",""
"46","1984","16-34 y.","","","",""
"46","1984","35-65 y.","","","",""
"46","1984","66 and older","","","",""
"47","1984","16-34 y.","","","",""
"47","1984","35-65 y.","","","",""
"47","1984","66 and older","","","",""
"48","1984","16-34 y.","","","",""
"48","1984","35-65 y.","","","",""
"48","1984","66 and older","","","",""
"49","1984","16-34 y.","","","",""
"49","1984","35-65 y.","","","",""
"49","1984","66 and older","","","",""
"50","1984","16-34 y.","","","",""
"50","1984","35-65 y.","","","",""
"50","1984","66 and older","","","",""
"51","1984","16-34 y.","","","",""
"51","1984","35-65 y.","","","",""
"51","1984","66 and older","","","",""
"52","1984","16-34 y.","","","",""
"52","1984","35-65 y.","","","",""
"52","1984","66 and older","","","",""
"53","1984","16-34 y.","","","",""
"53","1984","35-65 y.","","","",""
"53","1984","66 and older","","","",""
"54","1984","16-34 y.","","","",""
"54","1984","35-65 y.","","","",""
"54","1984","66 and older","","","",""
"55","1984","16-34 y.","","","",""
"55","1984","35-65 y.","","","",""
"55","1984","66 and older","","","",""
"56","1984","16-34 y.","","","",""
"56","1984","35-65 y.","","","",""
"56","1984","66 and older","","","",""
"59","1984","16-34 y.","","","",""
"59","1984","35-65 y.","","","",""
"59","1984","66 and older","","","",""
"60","1984","16-34 y.","","","",""
"60","1984","35-65 y.","","","",""
"60","1984","66 and older","","","",""
"61","1984","16-34 y.","","","",""
"61","1984","35-65 y.","","","",""
"61","1984","66 and older","","","",""
"64","1984","16-34 y.","","","",""
"64","1984","35-65 y.","","","",""
"64","1984","66 and older","","","",""
"65","1984","16-34 y.","","","",""
"65","1984","35-65 y.","","","",""
"65","1984","66 and older","","","",""
"66","1984","16-34 y.","","","",""
"66","1984","35-65 y.","","","",""
"66","1984","66 and older","","","",""
"67","1984","16-34 y.","","","",""
"67","1984","35-65 y.","","","",""
"67","1984","66 and older","","","",""
"68","1984","16-34 y.","","","",""
"68","1984","35-65 y.","","","",""
"68","1984","66 and older","","","",""
"71","1984","16-34 y.","","","",""
"71","1984","35-65 y.","","","",""
"71","1984","66 and older","","","",""
"72","1984","16-34 y.","","","",""
"72","1984","35-65 y.","","","",""
"72","1984","66 and older","","","",""
"73","1984","16-34 y.","","","",""
"73","1984","35-65 y.","","","",""
"73","1984","66 and older","","","",""
"74","1984","16-34 y.","","","",""
"74","1984","35-65 y.","","","",""
"74","1984","66 and older","","","",""
"75","1984","16-34 y.","","","",""
"75","1984","35-65 y.","","","",""
"75","1984","66 and older","","","",""
"76","1984","16-34 y.","","","",""
"76","1984","35-65 y.","","","",""
"76","1984","66 and older","","","",""
"77","1984","16-34 y.","","","",""
"77","1984","35-65 y.","","","",""
"77","1984","66 and older","","","",""
"78","1984","16-34 y.","","","",""
"78","1984","35-65 y.","","","",""
"78","1984","66 and older","","","",""
"79","1984","16-34 y.","","","",""
"79","1984","35-65 y.","","","",""
"79","1984","66 and older","","","",""
"80","1984","16-34 y.","","","",""
"80","1984","35-65 y.","","","",""
"80","1984","66 and older","","","",""
"81","1984","16-34 y.","","","",""
"81","1984","35-65 y.","","","",""
"81","1984","66 and older","","","",""
"82","1984","16-34 y.","","","",""
"82","1984","35-65 y.","","","",""
"82","1984","66 and older","","","",""
"83","1984","16-34 y.","","","",""
"83","1984","35-65 y.","","","",""
"83","1984","66 and older","","","",""
"84","1984","16-34 y.","","","",""
"84","1984","35-65 y.","","","",""
"84","1984","66 and older","","","",""
"85","1984","16-34 y.","","","",""
"85","1984","35-65 y.","","","",""
"85","1984","66 and older","","","",""
"86","1984","16-34 y.","","","",""
"86","1984","35-65 y.","","","",""
"86","1984","66 and older","","","",""
"89","1984","16-34 y.","","","",""
"89","1984","35-65 y.","","","",""
"89","1984","66 and older","","","",""
"90","1984","16-34 y.","","","",""
"90","1984","35-65 y.","","","",""
"90","1984","66 and older","","","",""
"92","1984","16-34 y.","","","",""
"92","1984","35-65 y.","","","",""
"92","1984","66 and older","","","",""
"94","1984","16-34 y.","","","",""
"94","1984","35-65 y.","","","",""
"94","1984","66 and older","","","",""
"95","1984","16-34 y.","","","",""
"95","1984","35-65 y.","","","",""
"95","1984","66 and older","","","",""
"96","1984","16-34 y.","","","",""
"96","1984","35-65 y.","","","",""
"96","1984","66 and older","","","",""
"97","1984","16-34 y.","","","",""
"97","1984","35-65 y.","","","",""
"97","1984","66 and older","","","",""
"98","1984","16-34 y.","4","","",""
"98","1984","35-65 y.","3","","",""
"98","1984","66 and older","3","","",""
"101","1984","16-34 y.","","","",""
"101","1984","35-65 y.","","","",""
"101","1984","66 and older","","","",""
"102","1984","16-34 y.","","","",""
"102","1984","35-65 y.","","","",""
"102","1984","66 and older","","","",""
"103","1984","16-34 y.","","","",""
"103","1984","35-65 y.","","","",""
"103","1984","66 and older","","","",""
"105","1984","16-34 y.","","","",""
"105","1984","35-65 y.","","","",""
"105","1984","66 and older","","","",""
"108","1984","16-34 y.","","","",""
"108","1984","35-65 y.","","","",""
"108","1984","66 and older","","","",""
"110","1984","16-34 y.","","","",""
"110","1984","35-65 y.","","","",""
"110","1984","66 and older","","","",""
"111","1984","16-34 y.","","","",""
"111","1984","35-65 y.","","","",""
"111","1984","66 and older","","","",""
"113","1984","16-34 y.","","","",""
"113","1984","35-65 y.","","","",""
"113","1984","66 and older","","","",""
"116","1984","16-34 y.","","","",""
"116","1984","35-65 y.","","","",""
"116","1984","66 and older","","","",""
"117","1984","16-34 y.","","","",""
"117","1984","35-65 y.","","","",""
"117","1984","66 and older","","","",""
"118","1984","16-34 y.","","","",""
"118","1984","35-65 y.","","","",""
"118","1984","66 and older","","","",""
"119","1984","16-34 y.","","","",""
"119","1984","35-65 y.","","","",""
"119","1984","66 and older","","","",""
"120","1984","16-34 y.","","","",""
"120","1984","35-65 y.","","","",""
"120","1984","66 and older","","","",""
"121","1984","16-34 y.","","","",""
"121","1984","35-65 y.","","","",""
"121","1984","66 and older","","","",""
"122","1984","16-34 y.","","","",""
"122","1984","35-65 y.","","","",""
"122","1984","66 and older","","","",""
"123","1984","16-34 y.","","","",""
"123","1984","35-65 y.","","","",""
"123","1984","66 and older","","","",""
"124","1984","16-34 y.","","","",""
"124","1984","35-65 y.","","","",""
"124","1984","66 and older","","","",""
"125","1984","16-34 y.","","","",""
"125","1984","35-65 y.","","","",""
"125","1984","66 and older","","","",""
"127","1984","16-34 y.","","","",""
"127","1984","35-65 y.","","","",""
"127","1984","66 and older","","","",""
"128","1984","16-34 y.","","","",""
"128","1984","35-65 y.","","","",""
"128","1984","66 and older","","","",""
"129","1984","16-34 y.","","","",""
"129","1984","35-65 y.","","","",""
"129","1984","66 and older","","","",""
"130","1984","16-34 y.","","","",""
"130","1984","35-65 y.","","","",""
"130","1984","66 and older","","","",""
"131","1984","16-34 y.","","","",""
"131","1984","35-65 y.","","","",""
"131","1984","66 and older","","","",""
"132","1984","16-34 y.","","","",""
"132","1984","35-65 y.","","","",""
"132","1984","66 and older","","","",""
"133","1984","16-34 y.","","","",""
"133","1984","35-65 y.","","","",""
"133","1984","66 and older","","","",""
"135","1984","16-34 y.","","","",""
"135","1984","35-65 y.","","","",""
"135","1984","66 and older","","","",""
"138","1984","16-34 y.","","","",""
"138","1984","35-65 y.","","","",""
"138","1984","66 and older","","","",""
"139","1984","16-34 y.","","","",""
"139","1984","35-65 y.","","","",""
"139","1984","66 and older","","","",""
"140","1984","16-34 y.","","","",""
"140","1984","35-65 y.","","","",""
"140","1984","66 and older","","","",""
"141","1984","16-34 y.","","","",""
"141","1984","35-65 y.","","","",""
"141","1984","66 and older","","","",""
"142","1984","16-34 y.","","","",""
"142","1984","35-65 y.","","","",""
"142","1984","66 and older","","","",""
"143","1984","16-34 y.","","","",""
"143","1984","35-65 y.","","","",""
"143","1984","66 and older","","","",""
"144","1984","16-34 y.","","","",""
"144","1984","35-65 y.","","","",""
"144","1984","66 and older","","","",""
"145","1984","16-34 y.","","","",""
"145","1984","35-65 y.","","","",""
"145","1984","66 and older","","","",""
"146","1984","16-34 y.","","","",""
"146","1984","35-65 y.","","","",""
"146","1984","66 and older","","","",""
"147","1984","16-34 y.","","","",""
"147","1984","35-65 y.","","","",""
"147","1984","66 and older","","","",""
"148","1984","16-34 y.","","","",""
"148","1984","35-65 y.","","","",""
"148","1984","66 and older","","","",""
"149","1984","16-34 y.","","","",""
"149","1984","35-65 y.","","","",""
"149","1984","66 and older","","","",""
"151","1984","16-34 y.","","","",""
"151","1984","35-65 y.","","","",""
"151","1984","66 and older","","","",""
"152","1984","16-34 y.","","","",""
"152","1984","35-65 y.","","","",""
"152","1984","66 and older","","","",""
"154","1984","16-34 y.","","","",""
"154","1984","35-65 y.","","","",""
"154","1984","66 and older","","","",""
"155","1984","16-34 y.","","","",""
"155","1984","35-65 y.","","","",""
"155","1984","66 and older","","","",""
"156","1984","16-34 y.","","","",""
"156","1984","35-65 y.","","","",""
"156","1984","66 and older","","","",""
"158","1984","16-34 y.","","","",""
"158","1984","35-65 y.","","","",""
"158","1984","66 and older","","","",""
"162","1984","16-34 y.","","","",""
"162","1984","35-65 y.","","","",""
"162","1984","66 and older","","","",""
"164","1984","16-34 y.","","","",""
"164","1984","35-65 y.","","","",""
"164","1984","66 and older","","","",""
"165","1984","16-34 y.","","","",""
"165","1984","35-65 y.","","","",""
"165","1984","66 and older","","","",""
"166","1984","16-34 y.","","","",""
"166","1984","35-65 y.","","","",""
"166","1984","66 and older","","","",""
"167","1984","16-34 y.","","","",""
"167","1984","35-65 y.","","","",""
"167","1984","66 and older","","","",""
"168","1984","16-34 y.","","","",""
"168","1984","35-65 y.","","","",""
"168","1984","66 and older","","","",""
"169","1984","16-34 y.","","","",""
"169","1984","35-65 y.","","","",""
"169","1984","66 and older","","","",""
"172","1984","16-34 y.","","","",""
"172","1984","35-65 y.","","","",""
"172","1984","66 and older","","","",""
"173","1984","16-34 y.","","","",""
"173","1984","35-65 y.","","","",""
"173","1984","66 and older","","","",""
"178","1984","16-34 y.","","","",""
"178","1984","35-65 y.","","","",""
"178","1984","66 and older","","","",""
"181","1984","16-34 y.","","","",""
"181","1984","35-65 y.","","","",""
"181","1984","66 and older","","","",""
"183","1984","16-34 y.","","","",""
"183","1984","35-65 y.","","","",""
"183","1984","66 and older","","","",""
"188","1984","16-34 y.","","","",""
"188","1984","35-65 y.","","","",""
"188","1984","66 and older","","","",""
"195","1984","16-34 y.","","","",""
"195","1984","35-65 y.","","","",""
"195","1984","66 and older","","","",""
"196","1984","16-34 y.","","","",""
"196","1984","35-65 y.","","","",""
"196","1984","66 and older","","","",""
"999","1984","16-34 y.","","","",""
"999","1984","35-65 y.","","","",""
"999","1984","66 and older","","","",""
"1","1985","16-34 y.","3021","0.919277514798844","0.911022369160743","0.927532660436945"
"1","1985","35-65 y.","4239","0.930373931502713","0.923815898777859","0.936931964227567"
"1","1985","66 and older","1099","0.990092257035191","0.98428658649436","0.995897927576022"
"2","1985","16-34 y.","422","0.0280917600075067","0.0230844294108844","0.033099090604129"
"2","1985","35-65 y.","437","0.0217335969659896","0.0179764926774204","0.0254907012545589"
"2","1985","66 and older","3","","",""
"3","1985","16-34 y.","149","0.0103357461721023","0.00727082705239103","0.0134006652918137"
"3","1985","35-65 y.","338","0.016076144664805","0.0128355062617283","0.0193167830678816"
"3","1985","66 and older","2","","",""
"4","1985","16-34 y.","150","0.00530161167321146","0.0031009472487767","0.00750227609764623"
"4","1985","35-65 y.","260","0.00659086783664801","0.00450592452193713","0.0086758111513589"
"4","1985","66 and older","2","","",""
"5","1985","16-34 y.","257","0.0155276212108197","0.0117808395087233","0.0192744029129162"
"5","1985","35-65 y.","271","0.0106783000877042","0.00802992981350806","0.0133266703619004"
"5","1985","66 and older","1","","",""
"6","1985","16-34 y.","127","0.00311326563713906","0.00142502186531962","0.00480150940895849"
"6","1985","35-65 y.","191","0.00318982013514068","0.00173687837549493","0.00464276189478643"
"6","1985","66 and older","3","","",""
"10","1985","16-34 y.","12","","",""
"10","1985","35-65 y.","19","","",""
"10","1985","66 and older","","","",""
"11","1985","16-34 y.","8","","",""
"11","1985","35-65 y.","4","","",""
"11","1985","66 and older","","","",""
"12","1985","16-34 y.","6","","",""
"12","1985","35-65 y.","2","","",""
"12","1985","66 and older","3","","",""
"13","1985","16-34 y.","","","",""
"13","1985","35-65 y.","","","",""
"13","1985","66 and older","","","",""
"14","1985","16-34 y.","","","",""
"14","1985","35-65 y.","5","","",""
"14","1985","66 and older","","","",""
"15","1985","16-34 y.","","","",""
"15","1985","35-65 y.","","","",""
"15","1985","66 and older","","","",""
"16","1985","16-34 y.","","","",""
"16","1985","35-65 y.","","","",""
"16","1985","66 and older","","","",""
"17","1985","16-34 y.","1","","",""
"17","1985","35-65 y.","","","",""
"17","1985","66 and older","","","",""
"18","1985","16-34 y.","5","","",""
"18","1985","35-65 y.","2","","",""
"18","1985","66 and older","1","","",""
"19","1985","16-34 y.","2","","",""
"19","1985","35-65 y.","4","","",""
"19","1985","66 and older","1","","",""
"20","1985","16-34 y.","1","","",""
"20","1985","35-65 y.","1","","",""
"20","1985","66 and older","","","",""
"21","1985","16-34 y.","2","","",""
"21","1985","35-65 y.","","","",""
"21","1985","66 and older","","","",""
"22","1985","16-34 y.","7","","",""
"22","1985","35-65 y.","","","",""
"22","1985","66 and older","","","",""
"23","1985","16-34 y.","3","","",""
"23","1985","35-65 y.","","","",""
"23","1985","66 and older","","","",""
"24","1985","16-34 y.","","","",""
"24","1985","35-65 y.","2","","",""
"24","1985","66 and older","","","",""
"25","1985","16-34 y.","","","",""
"25","1985","35-65 y.","","","",""
"25","1985","66 and older","","","",""
"26","1985","16-34 y.","","","",""
"26","1985","35-65 y.","2","","",""
"26","1985","66 and older","","","",""
"27","1985","16-34 y.","","","",""
"27","1985","35-65 y.","","","",""
"27","1985","66 and older","","","",""
"28","1985","16-34 y.","","","",""
"28","1985","35-65 y.","","","",""
"28","1985","66 and older","","","",""
"29","1985","16-34 y.","","","",""
"29","1985","35-65 y.","","","",""
"29","1985","66 and older","","","",""
"30","1985","16-34 y.","","","",""
"30","1985","35-65 y.","","","",""
"30","1985","66 and older","","","",""
"31","1985","16-34 y.","1","","",""
"31","1985","35-65 y.","1","","",""
"31","1985","66 and older","","","",""
"32","1985","16-34 y.","","","",""
"32","1985","35-65 y.","","","",""
"32","1985","66 and older","","","",""
"34","1985","16-34 y.","","","",""
"34","1985","35-65 y.","1","","",""
"34","1985","66 and older","","","",""
"35","1985","16-34 y.","","","",""
"35","1985","35-65 y.","","","",""
"35","1985","66 and older","","","",""
"36","1985","16-34 y.","","","",""
"36","1985","35-65 y.","","","",""
"36","1985","66 and older","","","",""
"37","1985","16-34 y.","","","",""
"37","1985","35-65 y.","","","",""
"37","1985","66 and older","","","",""
"38","1985","16-34 y.","","","",""
"38","1985","35-65 y.","2","","",""
"38","1985","66 and older","","","",""
"39","1985","16-34 y.","2","","",""
"39","1985","35-65 y.","","","",""
"39","1985","66 and older","","","",""
"40","1985","16-34 y.","","","",""
"40","1985","35-65 y.","","","",""
"40","1985","66 and older","","","",""
"41","1985","16-34 y.","","","",""
"41","1985","35-65 y.","1","","",""
"41","1985","66 and older","","","",""
"42","1985","16-34 y.","1","","",""
"42","1985","35-65 y.","","","",""
"42","1985","66 and older","","","",""
"43","1985","16-34 y.","2","","",""
"43","1985","35-65 y.","","","",""
"43","1985","66 and older","","","",""
"44","1985","16-34 y.","1","","",""
"44","1985","35-65 y.","","","",""
"44","1985","66 and older","","","",""
"45","1985","16-34 y.","","","",""
"45","1985","35-65 y.","","","",""
"45","1985","66 and older","","","",""
"46","1985","16-34 y.","","","",""
"46","1985","35-65 y.","","","",""
"46","1985","66 and older","","","",""
"47","1985","16-34 y.","","","",""
"47","1985","35-65 y.","","","",""
"47","1985","66 and older","","","",""
"48","1985","16-34 y.","","","",""
"48","1985","35-65 y.","","","",""
"48","1985","66 and older","","","",""
"49","1985","16-34 y.","","","",""
"49","1985","35-65 y.","","","",""
"49","1985","66 and older","","","",""
"50","1985","16-34 y.","","","",""
"50","1985","35-65 y.","","","",""
"50","1985","66 and older","","","",""
"51","1985","16-34 y.","","","",""
"51","1985","35-65 y.","","","",""
"51","1985","66 and older","","","",""
"52","1985","16-34 y.","","","",""
"52","1985","35-65 y.","","","",""
"52","1985","66 and older","","","",""
"53","1985","16-34 y.","","","",""
"53","1985","35-65 y.","","","",""
"53","1985","66 and older","","","",""
"54","1985","16-34 y.","","","",""
"54","1985","35-65 y.","","","",""
"54","1985","66 and older","","","",""
"55","1985","16-34 y.","","","",""
"55","1985","35-65 y.","","","",""
"55","1985","66 and older","","","",""
"56","1985","16-34 y.","","","",""
"56","1985","35-65 y.","","","",""
"56","1985","66 and older","","","",""
"59","1985","16-34 y.","","","",""
"59","1985","35-65 y.","","","",""
"59","1985","66 and older","","","",""
"60","1985","16-34 y.","","","",""
"60","1985","35-65 y.","","","",""
"60","1985","66 and older","","","",""
"61","1985","16-34 y.","","","",""
"61","1985","35-65 y.","","","",""
"61","1985","66 and older","","","",""
"64","1985","16-34 y.","","","",""
"64","1985","35-65 y.","","","",""
"64","1985","66 and older","","","",""
"65","1985","16-34 y.","","","",""
"65","1985","35-65 y.","","","",""
"65","1985","66 and older","","","",""
"66","1985","16-34 y.","","","",""
"66","1985","35-65 y.","","","",""
"66","1985","66 and older","","","",""
"67","1985","16-34 y.","","","",""
"67","1985","35-65 y.","","","",""
"67","1985","66 and older","","","",""
"68","1985","16-34 y.","","","",""
"68","1985","35-65 y.","","","",""
"68","1985","66 and older","","","",""
"71","1985","16-34 y.","","","",""
"71","1985","35-65 y.","","","",""
"71","1985","66 and older","","","",""
"72","1985","16-34 y.","","","",""
"72","1985","35-65 y.","","","",""
"72","1985","66 and older","","","",""
"73","1985","16-34 y.","","","",""
"73","1985","35-65 y.","","","",""
"73","1985","66 and older","","","",""
"74","1985","16-34 y.","","","",""
"74","1985","35-65 y.","","","",""
"74","1985","66 and older","","","",""
"75","1985","16-34 y.","","","",""
"75","1985","35-65 y.","","","",""
"75","1985","66 and older","","","",""
"76","1985","16-34 y.","","","",""
"76","1985","35-65 y.","","","",""
"76","1985","66 and older","","","",""
"77","1985","16-34 y.","","","",""
"77","1985","35-65 y.","","","",""
"77","1985","66 and older","","","",""
"78","1985","16-34 y.","","","",""
"78","1985","35-65 y.","","","",""
"78","1985","66 and older","","","",""
"79","1985","16-34 y.","","","",""
"79","1985","35-65 y.","","","",""
"79","1985","66 and older","","","",""
"80","1985","16-34 y.","","","",""
"80","1985","35-65 y.","","","",""
"80","1985","66 and older","","","",""
"81","1985","16-34 y.","","","",""
"81","1985","35-65 y.","","","",""
"81","1985","66 and older","","","",""
"82","1985","16-34 y.","","","",""
"82","1985","35-65 y.","","","",""
"82","1985","66 and older","","","",""
"83","1985","16-34 y.","","","",""
"83","1985","35-65 y.","","","",""
"83","1985","66 and older","","","",""
"84","1985","16-34 y.","","","",""
"84","1985","35-65 y.","","","",""
"84","1985","66 and older","","","",""
"85","1985","16-34 y.","","","",""
"85","1985","35-65 y.","","","",""
"85","1985","66 and older","","","",""
"86","1985","16-34 y.","","","",""
"86","1985","35-65 y.","","","",""
"86","1985","66 and older","","","",""
"89","1985","16-34 y.","","","",""
"89","1985","35-65 y.","","","",""
"89","1985","66 and older","","","",""
"90","1985","16-34 y.","","","",""
"90","1985","35-65 y.","","","",""
"90","1985","66 and older","","","",""
"92","1985","16-34 y.","","","",""
"92","1985","35-65 y.","","","",""
"92","1985","66 and older","","","",""
"94","1985","16-34 y.","","","",""
"94","1985","35-65 y.","","","",""
"94","1985","66 and older","","","",""
"95","1985","16-34 y.","","","",""
"95","1985","35-65 y.","","","",""
"95","1985","66 and older","","","",""
"96","1985","16-34 y.","","","",""
"96","1985","35-65 y.","","","",""
"96","1985","66 and older","","","",""
"97","1985","16-34 y.","","","",""
"97","1985","35-65 y.","","","",""
"97","1985","66 and older","","","",""
"98","1985","16-34 y.","3","","",""
"98","1985","35-65 y.","4","","",""
"98","1985","66 and older","3","","",""
"101","1985","16-34 y.","","","",""
"101","1985","35-65 y.","","","",""
"101","1985","66 and older","","","",""
"102","1985","16-34 y.","","","",""
"102","1985","35-65 y.","","","",""
"102","1985","66 and older","","","",""
"103","1985","16-34 y.","","","",""
"103","1985","35-65 y.","","","",""
"103","1985","66 and older","","","",""
"105","1985","16-34 y.","","","",""
"105","1985","35-65 y.","","","",""
"105","1985","66 and older","","","",""
"108","1985","16-34 y.","","","",""
"108","1985","35-65 y.","","","",""
"108","1985","66 and older","","","",""
"110","1985","16-34 y.","","","",""
"110","1985","35-65 y.","","","",""
"110","1985","66 and older","","","",""
"111","1985","16-34 y.","","","",""
"111","1985","35-65 y.","","","",""
"111","1985","66 and older","","","",""
"113","1985","16-34 y.","","","",""
"113","1985","35-65 y.","","","",""
"113","1985","66 and older","","","",""
"116","1985","16-34 y.","","","",""
"116","1985","35-65 y.","","","",""
"116","1985","66 and older","","","",""
"117","1985","16-34 y.","","","",""
"117","1985","35-65 y.","","","",""
"117","1985","66 and older","","","",""
"118","1985","16-34 y.","","","",""
"118","1985","35-65 y.","","","",""
"118","1985","66 and older","","","",""
"119","1985","16-34 y.","","","",""
"119","1985","35-65 y.","","","",""
"119","1985","66 and older","","","",""
"120","1985","16-34 y.","","","",""
"120","1985","35-65 y.","","","",""
"120","1985","66 and older","","","",""
"121","1985","16-34 y.","","","",""
"121","1985","35-65 y.","","","",""
"121","1985","66 and older","","","",""
"122","1985","16-34 y.","","","",""
"122","1985","35-65 y.","","","",""
"122","1985","66 and older","","","",""
"123","1985","16-34 y.","","","",""
"123","1985","35-65 y.","","","",""
"123","1985","66 and older","","","",""
"124","1985","16-34 y.","","","",""
"124","1985","35-65 y.","","","",""
"124","1985","66 and older","","","",""
"125","1985","16-34 y.","","","",""
"125","1985","35-65 y.","","","",""
"125","1985","66 and older","","","",""
"127","1985","16-34 y.","","","",""
"127","1985","35-65 y.","","","",""
"127","1985","66 and older","","","",""
"128","1985","16-34 y.","","","",""
"128","1985","35-65 y.","","","",""
"128","1985","66 and older","","","",""
"129","1985","16-34 y.","","","",""
"129","1985","35-65 y.","","","",""
"129","1985","66 and older","","","",""
"130","1985","16-34 y.","","","",""
"130","1985","35-65 y.","","","",""
"130","1985","66 and older","","","",""
"131","1985","16-34 y.","","","",""
"131","1985","35-65 y.","","","",""
"131","1985","66 and older","","","",""
"132","1985","16-34 y.","","","",""
"132","1985","35-65 y.","","","",""
"132","1985","66 and older","","","",""
"133","1985","16-34 y.","","","",""
"133","1985","35-65 y.","","","",""
"133","1985","66 and older","","","",""
"135","1985","16-34 y.","","","",""
"135","1985","35-65 y.","","","",""
"135","1985","66 and older","","","",""
