"pgnation","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"22","1984","Couple + C. LE and GT 16","","","",""
"23","1984","1-pers.-HH","","","",""
"23","1984","(Married) couple without C. ","","","",""
"23","1984","Single parent ","","","",""
"23","1984","Couple + C. LE 16 ","5","","",""
"23","1984","Couple + C. GT 16 ","","","",""
"23","1984","Couple + C. LE and GT 16","","","",""
"24","1984","1-pers.-HH","","","",""
"24","1984","(Married) couple without C. ","","","",""
"24","1984","Single parent ","","","",""
"24","1984","Couple + C. LE 16 ","2","","",""
"24","1984","Couple + C. GT 16 ","","","",""
"24","1984","Couple + C. LE and GT 16","","","",""
"25","1984","1-pers.-HH","","","",""
"25","1984","(Married) couple without C. ","","","",""
"25","1984","Single parent ","","","",""
"25","1984","Couple + C. LE 16 ","2","","",""
"25","1984","Couple + C. GT 16 ","","","",""
"25","1984","Couple + C. LE and GT 16","","","",""
"26","1984","1-pers.-HH","","","",""
"26","1984","(Married) couple without C. ","1","","",""
"26","1984","Single parent ","","","",""
"26","1984","Couple + C. LE 16 ","1","","",""
"26","1984","Couple + C. GT 16 ","","","",""
"26","1984","Couple + C. LE and GT 16","","","",""
"27","1984","1-pers.-HH","","","",""
"27","1984","(Married) couple without C. ","","","",""
"27","1984","Single parent ","","","",""
"27","1984","Couple + C. LE 16 ","","","",""
"27","1984","Couple + C. GT 16 ","","","",""
"27","1984","Couple + C. LE and GT 16","","","",""
"28","1984","1-pers.-HH","","","",""
"28","1984","(Married) couple without C. ","","","",""
"28","1984","Single parent ","","","",""
"28","1984","Couple + C. LE 16 ","1","","",""
"28","1984","Couple + C. GT 16 ","","","",""
"28","1984","Couple + C. LE and GT 16","3","","",""
"29","1984","1-pers.-HH","","","",""
"29","1984","(Married) couple without C. ","","","",""
"29","1984","Single parent ","","","",""
"29","1984","Couple + C. LE 16 ","1","","",""
"29","1984","Couple + C. GT 16 ","","","",""
"29","1984","Couple + C. LE and GT 16","","","",""
"30","1984","1-pers.-HH","","","",""
"30","1984","(Married) couple without C. ","","","",""
"30","1984","Single parent ","","","",""
"30","1984","Couple + C. LE 16 ","","","",""
"30","1984","Couple + C. GT 16 ","","","",""
"30","1984","Couple + C. LE and GT 16","","","",""
"31","1984","1-pers.-HH","1","","",""
"31","1984","(Married) couple without C. ","","","",""
"31","1984","Single parent ","","","",""
"31","1984","Couple + C. LE 16 ","2","","",""
"31","1984","Couple + C. GT 16 ","","","",""
"31","1984","Couple + C. LE and GT 16","","","",""
"32","1984","1-pers.-HH","","","",""
"32","1984","(Married) couple without C. ","","","",""
"32","1984","Single parent ","","","",""
"32","1984","Couple + C. LE 16 ","","","",""
"32","1984","Couple + C. GT 16 ","","","",""
"32","1984","Couple + C. LE and GT 16","","","",""
"34","1984","1-pers.-HH","","","",""
"34","1984","(Married) couple without C. ","","","",""
"34","1984","Single parent ","","","",""
"34","1984","Couple + C. LE 16 ","4","","",""
"34","1984","Couple + C. GT 16 ","","","",""
"34","1984","Couple + C. LE and GT 16","","","",""
"35","1984","1-pers.-HH","","","",""
"35","1984","(Married) couple without C. ","","","",""
"35","1984","Single parent ","","","",""
"35","1984","Couple + C. LE 16 ","","","",""
"35","1984","Couple + C. GT 16 ","","","",""
"35","1984","Couple + C. LE and GT 16","","","",""
"36","1984","1-pers.-HH","","","",""
"36","1984","(Married) couple without C. ","","","",""
"36","1984","Single parent ","1","","",""
"36","1984","Couple + C. LE 16 ","","","",""
"36","1984","Couple + C. GT 16 ","","","",""
"36","1984","Couple + C. LE and GT 16","","","",""
"37","1984","1-pers.-HH","","","",""
"37","1984","(Married) couple without C. ","","","",""
"37","1984","Single parent ","","","",""
"37","1984","Couple + C. LE 16 ","","","",""
"37","1984","Couple + C. GT 16 ","","","",""
"37","1984","Couple + C. LE and GT 16","","","",""
"38","1984","1-pers.-HH","","","",""
"38","1984","(Married) couple without C. ","1","","",""
"38","1984","Single parent ","","","",""
"38","1984","Couple + C. LE 16 ","1","","",""
"38","1984","Couple + C. GT 16 ","","","",""
"38","1984","Couple + C. LE and GT 16","","","",""
"39","1984","1-pers.-HH","","","",""
"39","1984","(Married) couple without C. ","","","",""
"39","1984","Single parent ","","","",""
"39","1984","Couple + C. LE 16 ","1","","",""
"39","1984","Couple + C. GT 16 ","","","",""
"39","1984","Couple + C. LE and GT 16","","","",""
"40","1984","1-pers.-HH","","","",""
"40","1984","(Married) couple without C. ","1","","",""
"40","1984","Single parent ","","","",""
"40","1984","Couple + C. LE 16 ","","","",""
"40","1984","Couple + C. GT 16 ","","","",""
"40","1984","Couple + C. LE and GT 16","","","",""
"41","1984","1-pers.-HH","","","",""
"41","1984","(Married) couple without C. ","","","",""
"41","1984","Single parent ","","","",""
"41","1984","Couple + C. LE 16 ","1","","",""
"41","1984","Couple + C. GT 16 ","","","",""
"41","1984","Couple + C. LE and GT 16","","","",""
"42","1984","1-pers.-HH","","","",""
"42","1984","(Married) couple without C. ","1","","",""
"42","1984","Single parent ","","","",""
"42","1984","Couple + C. LE 16 ","","","",""
"42","1984","Couple + C. GT 16 ","","","",""
"42","1984","Couple + C. LE and GT 16","","","",""
"43","1984","1-pers.-HH","","","",""
"43","1984","(Married) couple without C. ","","","",""
"43","1984","Single parent ","","","",""
"43","1984","Couple + C. LE 16 ","2","","",""
"43","1984","Couple + C. GT 16 ","","","",""
"43","1984","Couple + C. LE and GT 16","","","",""
"44","1984","1-pers.-HH","","","",""
"44","1984","(Married) couple without C. ","","","",""
"44","1984","Single parent ","","","",""
"44","1984","Couple + C. LE 16 ","","","",""
"44","1984","Couple + C. GT 16 ","","","",""
"44","1984","Couple + C. LE and GT 16","","","",""
"45","1984","1-pers.-HH","","","",""
"45","1984","(Married) couple without C. ","","","",""
"45","1984","Single parent ","","","",""
"45","1984","Couple + C. LE 16 ","","","",""
"45","1984","Couple + C. GT 16 ","","","",""
"45","1984","Couple + C. LE and GT 16","","","",""
"46","1984","1-pers.-HH","","","",""
"46","1984","(Married) couple without C. ","","","",""
"46","1984","Single parent ","","","",""
"46","1984","Couple + C. LE 16 ","","","",""
"46","1984","Couple + C. GT 16 ","","","",""
"46","1984","Couple + C. LE and GT 16","","","",""
"47","1984","1-pers.-HH","","","",""
"47","1984","(Married) couple without C. ","","","",""
"47","1984","Single parent ","","","",""
"47","1984","Couple + C. LE 16 ","","","",""
"47","1984","Couple + C. GT 16 ","","","",""
"47","1984","Couple + C. LE and GT 16","","","",""
"48","1984","1-pers.-HH","","","",""
"48","1984","(Married) couple without C. ","","","",""
"48","1984","Single parent ","","","",""
"48","1984","Couple + C. LE 16 ","","","",""
"48","1984","Couple + C. GT 16 ","","","",""
"48","1984","Couple + C. LE and GT 16","","","",""
"49","1984","1-pers.-HH","","","",""
"49","1984","(Married) couple without C. ","","","",""
"49","1984","Single parent ","","","",""
"49","1984","Couple + C. LE 16 ","","","",""
"49","1984","Couple + C. GT 16 ","","","",""
"49","1984","Couple + C. LE and GT 16","","","",""
"50","1984","1-pers.-HH","","","",""
"50","1984","(Married) couple without C. ","","","",""
"50","1984","Single parent ","","","",""
"50","1984","Couple + C. LE 16 ","","","",""
"50","1984","Couple + C. GT 16 ","","","",""
"50","1984","Couple + C. LE and GT 16","","","",""
"51","1984","1-pers.-HH","","","",""
"51","1984","(Married) couple without C. ","","","",""
"51","1984","Single parent ","","","",""
"51","1984","Couple + C. LE 16 ","","","",""
"51","1984","Couple + C. GT 16 ","","","",""
"51","1984","Couple + C. LE and GT 16","","","",""
"52","1984","1-pers.-HH","","","",""
"52","1984","(Married) couple without C. ","","","",""
"52","1984","Single parent ","","","",""
"52","1984","Couple + C. LE 16 ","","","",""
"52","1984","Couple + C. GT 16 ","","","",""
"52","1984","Couple + C. LE and GT 16","","","",""
"53","1984","1-pers.-HH","","","",""
"53","1984","(Married) couple without C. ","","","",""
"53","1984","Single parent ","","","",""
"53","1984","Couple + C. LE 16 ","","","",""
"53","1984","Couple + C. GT 16 ","","","",""
"53","1984","Couple + C. LE and GT 16","","","",""
"54","1984","1-pers.-HH","","","",""
"54","1984","(Married) couple without C. ","","","",""
"54","1984","Single parent ","","","",""
"54","1984","Couple + C. LE 16 ","","","",""
"54","1984","Couple + C. GT 16 ","","","",""
"54","1984","Couple + C. LE and GT 16","","","",""
"55","1984","1-pers.-HH","","","",""
"55","1984","(Married) couple without C. ","","","",""
"55","1984","Single parent ","","","",""
"55","1984","Couple + C. LE 16 ","","","",""
"55","1984","Couple + C. GT 16 ","","","",""
"55","1984","Couple + C. LE and GT 16","","","",""
"56","1984","1-pers.-HH","","","",""
"56","1984","(Married) couple without C. ","","","",""
"56","1984","Single parent ","","","",""
"56","1984","Couple + C. LE 16 ","","","",""
"56","1984","Couple + C. GT 16 ","","","",""
"56","1984","Couple + C. LE and GT 16","","","",""
"59","1984","1-pers.-HH","","","",""
"59","1984","(Married) couple without C. ","","","",""
"59","1984","Single parent ","","","",""
"59","1984","Couple + C. LE 16 ","","","",""
"59","1984","Couple + C. GT 16 ","","","",""
"59","1984","Couple + C. LE and GT 16","","","",""
"60","1984","1-pers.-HH","","","",""
"60","1984","(Married) couple without C. ","","","",""
"60","1984","Single parent ","","","",""
"60","1984","Couple + C. LE 16 ","","","",""
"60","1984","Couple + C. GT 16 ","","","",""
"60","1984","Couple + C. LE and GT 16","","","",""
"61","1984","1-pers.-HH","","","",""
"61","1984","(Married) couple without C. ","","","",""
"61","1984","Single parent ","","","",""
"61","1984","Couple + C. LE 16 ","","","",""
"61","1984","Couple + C. GT 16 ","","","",""
"61","1984","Couple + C. LE and GT 16","","","",""
"64","1984","1-pers.-HH","","","",""
"64","1984","(Married) couple without C. ","","","",""
"64","1984","Single parent ","","","",""
"64","1984","Couple + C. LE 16 ","","","",""
"64","1984","Couple + C. GT 16 ","","","",""
"64","1984","Couple + C. LE and GT 16","","","",""
"65","1984","1-pers.-HH","","","",""
"65","1984","(Married) couple without C. ","","","",""
"65","1984","Single parent ","","","",""
"65","1984","Couple + C. LE 16 ","","","",""
"65","1984","Couple + C. GT 16 ","","","",""
"65","1984","Couple + C. LE and GT 16","","","",""
"66","1984","1-pers.-HH","","","",""
"66","1984","(Married) couple without C. ","","","",""
"66","1984","Single parent ","","","",""
"66","1984","Couple + C. LE 16 ","","","",""
"66","1984","Couple + C. GT 16 ","","","",""
"66","1984","Couple + C. LE and GT 16","","","",""
"67","1984","1-pers.-HH","","","",""
"67","1984","(Married) couple without C. ","","","",""
"67","1984","Single parent ","","","",""
"67","1984","Couple + C. LE 16 ","","","",""
"67","1984","Couple + C. GT 16 ","","","",""
"67","1984","Couple + C. LE and GT 16","","","",""
"68","1984","1-pers.-HH","","","",""
"68","1984","(Married) couple without C. ","","","",""
"68","1984","Single parent ","","","",""
"68","1984","Couple + C. LE 16 ","","","",""
"68","1984","Couple + C. GT 16 ","","","",""
"68","1984","Couple + C. LE and GT 16","","","",""
"71","1984","1-pers.-HH","","","",""
"71","1984","(Married) couple without C. ","","","",""
"71","1984","Single parent ","","","",""
"71","1984","Couple + C. LE 16 ","","","",""
"71","1984","Couple + C. GT 16 ","","","",""
"71","1984","Couple + C. LE and GT 16","","","",""
"72","1984","1-pers.-HH","","","",""
"72","1984","(Married) couple without C. ","","","",""
"72","1984","Single parent ","","","",""
"72","1984","Couple + C. LE 16 ","","","",""
"72","1984","Couple + C. GT 16 ","","","",""
"72","1984","Couple + C. LE and GT 16","","","",""
"73","1984","1-pers.-HH","","","",""
"73","1984","(Married) couple without C. ","","","",""
"73","1984","Single parent ","","","",""
"73","1984","Couple + C. LE 16 ","","","",""
"73","1984","Couple + C. GT 16 ","","","",""
"73","1984","Couple + C. LE and GT 16","","","",""
"74","1984","1-pers.-HH","","","",""
"74","1984","(Married) couple without C. ","","","",""
"74","1984","Single parent ","","","",""
"74","1984","Couple + C. LE 16 ","","","",""
"74","1984","Couple + C. GT 16 ","","","",""
"74","1984","Couple + C. LE and GT 16","","","",""
"75","1984","1-pers.-HH","","","",""
"75","1984","(Married) couple without C. ","","","",""
"75","1984","Single parent ","","","",""
"75","1984","Couple + C. LE 16 ","","","",""
"75","1984","Couple + C. GT 16 ","","","",""
"75","1984","Couple + C. LE and GT 16","","","",""
"76","1984","1-pers.-HH","","","",""
"76","1984","(Married) couple without C. ","","","",""
"76","1984","Single parent ","","","",""
"76","1984","Couple + C. LE 16 ","","","",""
"76","1984","Couple + C. GT 16 ","","","",""
"76","1984","Couple + C. LE and GT 16","","","",""
"77","1984","1-pers.-HH","","","",""
"77","1984","(Married) couple without C. ","","","",""
"77","1984","Single parent ","","","",""
"77","1984","Couple + C. LE 16 ","","","",""
"77","1984","Couple + C. GT 16 ","","","",""
"77","1984","Couple + C. LE and GT 16","","","",""
"78","1984","1-pers.-HH","","","",""
"78","1984","(Married) couple without C. ","","","",""
"78","1984","Single parent ","","","",""
"78","1984","Couple + C. LE 16 ","","","",""
"78","1984","Couple + C. GT 16 ","","","",""
"78","1984","Couple + C. LE and GT 16","","","",""
"79","1984","1-pers.-HH","","","",""
"79","1984","(Married) couple without C. ","","","",""
"79","1984","Single parent ","","","",""
"79","1984","Couple + C. LE 16 ","","","",""
"79","1984","Couple + C. GT 16 ","","","",""
"79","1984","Couple + C. LE and GT 16","","","",""
"80","1984","1-pers.-HH","","","",""
"80","1984","(Married) couple without C. ","","","",""
"80","1984","Single parent ","","","",""
"80","1984","Couple + C. LE 16 ","","","",""
"80","1984","Couple + C. GT 16 ","","","",""
"80","1984","Couple + C. LE and GT 16","","","",""
"81","1984","1-pers.-HH","","","",""
"81","1984","(Married) couple without C. ","","","",""
"81","1984","Single parent ","","","",""
"81","1984","Couple + C. LE 16 ","","","",""
"81","1984","Couple + C. GT 16 ","","","",""
"81","1984","Couple + C. LE and GT 16","","","",""
"82","1984","1-pers.-HH","","","",""
"82","1984","(Married) couple without C. ","","","",""
"82","1984","Single parent ","","","",""
"82","1984","Couple + C. LE 16 ","","","",""
"82","1984","Couple + C. GT 16 ","","","",""
"82","1984","Couple + C. LE and GT 16","","","",""
"83","1984","1-pers.-HH","","","",""
"83","1984","(Married) couple without C. ","","","",""
"83","1984","Single parent ","","","",""
"83","1984","Couple + C. LE 16 ","","","",""
"83","1984","Couple + C. GT 16 ","","","",""
"83","1984","Couple + C. LE and GT 16","","","",""
"84","1984","1-pers.-HH","","","",""
"84","1984","(Married) couple without C. ","","","",""
"84","1984","Single parent ","","","",""
"84","1984","Couple + C. LE 16 ","","","",""
"84","1984","Couple + C. GT 16 ","","","",""
"84","1984","Couple + C. LE and GT 16","","","",""
"85","1984","1-pers.-HH","","","",""
"85","1984","(Married) couple without C. ","","","",""
"85","1984","Single parent ","","","",""
"85","1984","Couple + C. LE 16 ","","","",""
"85","1984","Couple + C. GT 16 ","","","",""
"85","1984","Couple + C. LE and GT 16","","","",""
"86","1984","1-pers.-HH","","","",""
"86","1984","(Married) couple without C. ","","","",""
"86","1984","Single parent ","","","",""
"86","1984","Couple + C. LE 16 ","","","",""
"86","1984","Couple + C. GT 16 ","","","",""
"86","1984","Couple + C. LE and GT 16","","","",""
"89","1984","1-pers.-HH","","","",""
"89","1984","(Married) couple without C. ","","","",""
"89","1984","Single parent ","","","",""
"89","1984","Couple + C. LE 16 ","","","",""
"89","1984","Couple + C. GT 16 ","","","",""
"89","1984","Couple + C. LE and GT 16","","","",""
"90","1984","1-pers.-HH","","","",""
"90","1984","(Married) couple without C. ","","","",""
"90","1984","Single parent ","","","",""
"90","1984","Couple + C. LE 16 ","","","",""
"90","1984","Couple + C. GT 16 ","","","",""
"90","1984","Couple + C. LE and GT 16","","","",""
"92","1984","1-pers.-HH","","","",""
"92","1984","(Married) couple without C. ","","","",""
"92","1984","Single parent ","","","",""
"92","1984","Couple + C. LE 16 ","","","",""
"92","1984","Couple + C. GT 16 ","","","",""
"92","1984","Couple + C. LE and GT 16","","","",""
"94","1984","1-pers.-HH","","","",""
"94","1984","(Married) couple without C. ","","","",""
"94","1984","Single parent ","","","",""
"94","1984","Couple + C. LE 16 ","","","",""
"94","1984","Couple + C. GT 16 ","","","",""
"94","1984","Couple + C. LE and GT 16","","","",""
"95","1984","1-pers.-HH","","","",""
"95","1984","(Married) couple without C. ","","","",""
"95","1984","Single parent ","","","",""
"95","1984","Couple + C. LE 16 ","","","",""
"95","1984","Couple + C. GT 16 ","","","",""
"95","1984","Couple + C. LE and GT 16","","","",""
"96","1984","1-pers.-HH","","","",""
"96","1984","(Married) couple without C. ","","","",""
"96","1984","Single parent ","","","",""
"96","1984","Couple + C. LE 16 ","","","",""
"96","1984","Couple + C. GT 16 ","","","",""
"96","1984","Couple + C. LE and GT 16","","","",""
"97","1984","1-pers.-HH","","","",""
"97","1984","(Married) couple without C. ","","","",""
"97","1984","Single parent ","","","",""
"97","1984","Couple + C. LE 16 ","","","",""
"97","1984","Couple + C. GT 16 ","","","",""
"97","1984","Couple + C. LE and GT 16","","","",""
"98","1984","1-pers.-HH","3","","",""
"98","1984","(Married) couple without C. ","3","","",""
"98","1984","Single parent ","1","","",""
"98","1984","Couple + C. LE 16 ","3","","",""
"98","1984","Couple + C. GT 16 ","","","",""
"98","1984","Couple + C. LE and GT 16","","","",""
"101","1984","1-pers.-HH","","","",""
"101","1984","(Married) couple without C. ","","","",""
"101","1984","Single parent ","","","",""
"101","1984","Couple + C. LE 16 ","","","",""
"101","1984","Couple + C. GT 16 ","","","",""
"101","1984","Couple + C. LE and GT 16","","","",""
"102","1984","1-pers.-HH","","","",""
"102","1984","(Married) couple without C. ","","","",""
"102","1984","Single parent ","","","",""
"102","1984","Couple + C. LE 16 ","","","",""
"102","1984","Couple + C. GT 16 ","","","",""
"102","1984","Couple + C. LE and GT 16","","","",""
"103","1984","1-pers.-HH","","","",""
"103","1984","(Married) couple without C. ","","","",""
"103","1984","Single parent ","","","",""
"103","1984","Couple + C. LE 16 ","","","",""
"103","1984","Couple + C. GT 16 ","","","",""
"103","1984","Couple + C. LE and GT 16","","","",""
"105","1984","1-pers.-HH","","","",""
"105","1984","(Married) couple without C. ","","","",""
"105","1984","Single parent ","","","",""
"105","1984","Couple + C. LE 16 ","","","",""
"105","1984","Couple + C. GT 16 ","","","",""
"105","1984","Couple + C. LE and GT 16","","","",""
"108","1984","1-pers.-HH","","","",""
"108","1984","(Married) couple without C. ","","","",""
"108","1984","Single parent ","","","",""
"108","1984","Couple + C. LE 16 ","","","",""
"108","1984","Couple + C. GT 16 ","","","",""
"108","1984","Couple + C. LE and GT 16","","","",""
"110","1984","1-pers.-HH","","","",""
"110","1984","(Married) couple without C. ","","","",""
"110","1984","Single parent ","","","",""
"110","1984","Couple + C. LE 16 ","","","",""
"110","1984","Couple + C. GT 16 ","","","",""
"110","1984","Couple + C. LE and GT 16","","","",""
"111","1984","1-pers.-HH","","","",""
"111","1984","(Married) couple without C. ","","","",""
"111","1984","Single parent ","","","",""
"111","1984","Couple + C. LE 16 ","","","",""
"111","1984","Couple + C. GT 16 ","","","",""
"111","1984","Couple + C. LE and GT 16","","","",""
"113","1984","1-pers.-HH","","","",""
"113","1984","(Married) couple without C. ","","","",""
"113","1984","Single parent ","","","",""
"113","1984","Couple + C. LE 16 ","","","",""
"113","1984","Couple + C. GT 16 ","","","",""
"113","1984","Couple + C. LE and GT 16","","","",""
"116","1984","1-pers.-HH","","","",""
"116","1984","(Married) couple without C. ","","","",""
"116","1984","Single parent ","","","",""
"116","1984","Couple + C. LE 16 ","","","",""
"116","1984","Couple + C. GT 16 ","","","",""
"116","1984","Couple + C. LE and GT 16","","","",""
"117","1984","1-pers.-HH","","","",""
"117","1984","(Married) couple without C. ","","","",""
"117","1984","Single parent ","","","",""
"117","1984","Couple + C. LE 16 ","","","",""
"117","1984","Couple + C. GT 16 ","","","",""
"117","1984","Couple + C. LE and GT 16","","","",""
"118","1984","1-pers.-HH","","","",""
"118","1984","(Married) couple without C. ","","","",""
"118","1984","Single parent ","","","",""
"118","1984","Couple + C. LE 16 ","","","",""
"118","1984","Couple + C. GT 16 ","","","",""
"118","1984","Couple + C. LE and GT 16","","","",""
"119","1984","1-pers.-HH","","","",""
"119","1984","(Married) couple without C. ","","","",""
"119","1984","Single parent ","","","",""
"119","1984","Couple + C. LE 16 ","","","",""
"119","1984","Couple + C. GT 16 ","","","",""
"119","1984","Couple + C. LE and GT 16","","","",""
"120","1984","1-pers.-HH","","","",""
"120","1984","(Married) couple without C. ","","","",""
"120","1984","Single parent ","","","",""
"120","1984","Couple + C. LE 16 ","","","",""
"120","1984","Couple + C. GT 16 ","","","",""
"120","1984","Couple + C. LE and GT 16","","","",""
"121","1984","1-pers.-HH","","","",""
"121","1984","(Married) couple without C. ","","","",""
"121","1984","Single parent ","","","",""
"121","1984","Couple + C. LE 16 ","","","",""
"121","1984","Couple + C. GT 16 ","","","",""
"121","1984","Couple + C. LE and GT 16","","","",""
"122","1984","1-pers.-HH","","","",""
"122","1984","(Married) couple without C. ","","","",""
"122","1984","Single parent ","","","",""
"122","1984","Couple + C. LE 16 ","","","",""
"122","1984","Couple + C. GT 16 ","","","",""
"122","1984","Couple + C. LE and GT 16","","","",""
"123","1984","1-pers.-HH","","","",""
