"pgnation","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"73","2011","66 and older","Employed","","","",""
"74","2011","16-34 y.","Not Employed","4","","",""
"74","2011","16-34 y.","Employed","2","","",""
"74","2011","35-65 y.","Not Employed","4","","",""
"74","2011","35-65 y.","Employed","4","","",""
"74","2011","66 and older","Not Employed","","","",""
"74","2011","66 and older","Employed","","","",""
"75","2011","16-34 y.","Not Employed","4","","",""
"75","2011","16-34 y.","Employed","3","","",""
"75","2011","35-65 y.","Not Employed","","","",""
"75","2011","35-65 y.","Employed","2","","",""
"75","2011","66 and older","Not Employed","","","",""
"75","2011","66 and older","Employed","","","",""
"76","2011","16-34 y.","Not Employed","4","","",""
"76","2011","16-34 y.","Employed","1","","",""
"76","2011","35-65 y.","Not Employed","5","","",""
"76","2011","35-65 y.","Employed","1","","",""
"76","2011","66 and older","Not Employed","","","",""
"76","2011","66 and older","Employed","","","",""
"77","2011","16-34 y.","Not Employed","","","",""
"77","2011","16-34 y.","Employed","1","","",""
"77","2011","35-65 y.","Not Employed","1","","",""
"77","2011","35-65 y.","Employed","2","","",""
"77","2011","66 and older","Not Employed","","","",""
"77","2011","66 and older","Employed","","","",""
"78","2011","16-34 y.","Not Employed","7","","",""
"78","2011","16-34 y.","Employed","4","","",""
"78","2011","35-65 y.","Not Employed","8","","",""
"78","2011","35-65 y.","Employed","8","","",""
"78","2011","66 and older","Not Employed","2","","",""
"78","2011","66 and older","Employed","","","",""
"79","2011","16-34 y.","Not Employed","1","","",""
"79","2011","16-34 y.","Employed","","","",""
"79","2011","35-65 y.","Not Employed","1","","",""
"79","2011","35-65 y.","Employed","2","","",""
"79","2011","66 and older","Not Employed","","","",""
"79","2011","66 and older","Employed","","","",""
"80","2011","16-34 y.","Not Employed","","","",""
"80","2011","16-34 y.","Employed","","","",""
"80","2011","35-65 y.","Not Employed","","","",""
"80","2011","35-65 y.","Employed","","","",""
"80","2011","66 and older","Not Employed","","","",""
"80","2011","66 and older","Employed","","","",""
"81","2011","16-34 y.","Not Employed","","","",""
"81","2011","16-34 y.","Employed","","","",""
"81","2011","35-65 y.","Not Employed","","","",""
"81","2011","35-65 y.","Employed","","","",""
"81","2011","66 and older","Not Employed","","","",""
"81","2011","66 and older","Employed","","","",""
"82","2011","16-34 y.","Not Employed","","","",""
"82","2011","16-34 y.","Employed","","","",""
"82","2011","35-65 y.","Not Employed","","","",""
"82","2011","35-65 y.","Employed","","","",""
"82","2011","66 and older","Not Employed","","","",""
"82","2011","66 and older","Employed","","","",""
"83","2011","16-34 y.","Not Employed","3","","",""
"83","2011","16-34 y.","Employed","1","","",""
"83","2011","35-65 y.","Not Employed","","","",""
"83","2011","35-65 y.","Employed","3","","",""
"83","2011","66 and older","Not Employed","","","",""
"83","2011","66 and older","Employed","","","",""
"84","2011","16-34 y.","Not Employed","","","",""
"84","2011","16-34 y.","Employed","","","",""
"84","2011","35-65 y.","Not Employed","","","",""
"84","2011","35-65 y.","Employed","","","",""
"84","2011","66 and older","Not Employed","","","",""
"84","2011","66 and older","Employed","","","",""
"85","2011","16-34 y.","Not Employed","1","","",""
"85","2011","16-34 y.","Employed","1","","",""
"85","2011","35-65 y.","Not Employed","1","","",""
"85","2011","35-65 y.","Employed","1","","",""
"85","2011","66 and older","Not Employed","","","",""
"85","2011","66 and older","Employed","","","",""
"86","2011","16-34 y.","Not Employed","","","",""
"86","2011","16-34 y.","Employed","","","",""
"86","2011","35-65 y.","Not Employed","","","",""
"86","2011","35-65 y.","Employed","","","",""
"86","2011","66 and older","Not Employed","","","",""
"86","2011","66 and older","Employed","","","",""
"89","2011","16-34 y.","Not Employed","","","",""
"89","2011","16-34 y.","Employed","","","",""
"89","2011","35-65 y.","Not Employed","","","",""
"89","2011","35-65 y.","Employed","1","","",""
"89","2011","66 and older","Not Employed","","","",""
"89","2011","66 and older","Employed","","","",""
"90","2011","16-34 y.","Not Employed","","","",""
"90","2011","16-34 y.","Employed","","","",""
"90","2011","35-65 y.","Not Employed","","","",""
"90","2011","35-65 y.","Employed","","","",""
"90","2011","66 and older","Not Employed","","","",""
"90","2011","66 and older","Employed","","","",""
"92","2011","16-34 y.","Not Employed","","","",""
"92","2011","16-34 y.","Employed","","","",""
"92","2011","35-65 y.","Not Employed","","","",""
"92","2011","35-65 y.","Employed","","","",""
"92","2011","66 and older","Not Employed","","","",""
"92","2011","66 and older","Employed","","","",""
"94","2011","16-34 y.","Not Employed","","","",""
"94","2011","16-34 y.","Employed","","","",""
"94","2011","35-65 y.","Not Employed","","","",""
"94","2011","35-65 y.","Employed","","","",""
"94","2011","66 and older","Not Employed","","","",""
"94","2011","66 and older","Employed","","","",""
"95","2011","16-34 y.","Not Employed","","","",""
"95","2011","16-34 y.","Employed","","","",""
"95","2011","35-65 y.","Not Employed","","","",""
"95","2011","35-65 y.","Employed","","","",""
"95","2011","66 and older","Not Employed","","","",""
"95","2011","66 and older","Employed","","","",""
"96","2011","16-34 y.","Not Employed","","","",""
"96","2011","16-34 y.","Employed","","","",""
"96","2011","35-65 y.","Not Employed","1","","",""
"96","2011","35-65 y.","Employed","","","",""
"96","2011","66 and older","Not Employed","","","",""
"96","2011","66 and older","Employed","","","",""
"97","2011","16-34 y.","Not Employed","","","",""
"97","2011","16-34 y.","Employed","","","",""
"97","2011","35-65 y.","Not Employed","","","",""
"97","2011","35-65 y.","Employed","","","",""
"97","2011","66 and older","Not Employed","","","",""
"97","2011","66 and older","Employed","","","",""
"98","2011","16-34 y.","Not Employed","3","","",""
"98","2011","16-34 y.","Employed","1","","",""
"98","2011","35-65 y.","Not Employed","5","","",""
"98","2011","35-65 y.","Employed","6","","",""
"98","2011","66 and older","Not Employed","","","",""
"98","2011","66 and older","Employed","","","",""
"101","2011","16-34 y.","Not Employed","1","","",""
"101","2011","16-34 y.","Employed","","","",""
"101","2011","35-65 y.","Not Employed","","","",""
"101","2011","35-65 y.","Employed","","","",""
"101","2011","66 and older","Not Employed","","","",""
"101","2011","66 and older","Employed","","","",""
"102","2011","16-34 y.","Not Employed","1","","",""
"102","2011","16-34 y.","Employed","2","","",""
"102","2011","35-65 y.","Not Employed","1","","",""
"102","2011","35-65 y.","Employed","","","",""
"102","2011","66 and older","Not Employed","","","",""
"102","2011","66 and older","Employed","","","",""
"103","2011","16-34 y.","Not Employed","","","",""
"103","2011","16-34 y.","Employed","","","",""
"103","2011","35-65 y.","Not Employed","1","","",""
"103","2011","35-65 y.","Employed","","","",""
"103","2011","66 and older","Not Employed","","","",""
"103","2011","66 and older","Employed","","","",""
"105","2011","16-34 y.","Not Employed","","","",""
"105","2011","16-34 y.","Employed","","","",""
"105","2011","35-65 y.","Not Employed","","","",""
"105","2011","35-65 y.","Employed","1","","",""
"105","2011","66 and older","Not Employed","","","",""
"105","2011","66 and older","Employed","","","",""
"108","2011","16-34 y.","Not Employed","1","","",""
"108","2011","16-34 y.","Employed","","","",""
"108","2011","35-65 y.","Not Employed","","","",""
"108","2011","35-65 y.","Employed","","","",""
"108","2011","66 and older","Not Employed","","","",""
"108","2011","66 and older","Employed","","","",""
"110","2011","16-34 y.","Not Employed","1","","",""
"110","2011","16-34 y.","Employed","","","",""
"110","2011","35-65 y.","Not Employed","","","",""
"110","2011","35-65 y.","Employed","1","","",""
"110","2011","66 and older","Not Employed","","","",""
"110","2011","66 and older","Employed","","","",""
"111","2011","16-34 y.","Not Employed","","","",""
"111","2011","16-34 y.","Employed","","","",""
"111","2011","35-65 y.","Not Employed","","","",""
"111","2011","35-65 y.","Employed","","","",""
"111","2011","66 and older","Not Employed","","","",""
"111","2011","66 and older","Employed","","","",""
"113","2011","16-34 y.","Not Employed","","","",""
"113","2011","16-34 y.","Employed","","","",""
"113","2011","35-65 y.","Not Employed","","","",""
"113","2011","35-65 y.","Employed","","","",""
"113","2011","66 and older","Not Employed","","","",""
"113","2011","66 and older","Employed","","","",""
"116","2011","16-34 y.","Not Employed","","","",""
"116","2011","16-34 y.","Employed","1","","",""
"116","2011","35-65 y.","Not Employed","1","","",""
"116","2011","35-65 y.","Employed","1","","",""
"116","2011","66 and older","Not Employed","2","","",""
"116","2011","66 and older","Employed","","","",""
"117","2011","16-34 y.","Not Employed","1","","",""
"117","2011","16-34 y.","Employed","","","",""
"117","2011","35-65 y.","Not Employed","","","",""
"117","2011","35-65 y.","Employed","5","","",""
"117","2011","66 and older","Not Employed","","","",""
"117","2011","66 and older","Employed","","","",""
"118","2011","16-34 y.","Not Employed","","","",""
"118","2011","16-34 y.","Employed","2","","",""
"118","2011","35-65 y.","Not Employed","8","","",""
"118","2011","35-65 y.","Employed","25","","",""
"118","2011","66 and older","Not Employed","7","","",""
"118","2011","66 and older","Employed","2","","",""
"119","2011","16-34 y.","Not Employed","8","","",""
"119","2011","16-34 y.","Employed","16","","",""
"119","2011","35-65 y.","Not Employed","24","","",""
"119","2011","35-65 y.","Employed","29","","",""
"119","2011","66 and older","Not Employed","4","","",""
"119","2011","66 and older","Employed","","","",""
"120","2011","16-34 y.","Not Employed","5","","",""
"120","2011","16-34 y.","Employed","10","","",""
"120","2011","35-65 y.","Not Employed","9","","",""
"120","2011","35-65 y.","Employed","12","","",""
"120","2011","66 and older","Not Employed","2","","",""
"120","2011","66 and older","Employed","","","",""
"121","2011","16-34 y.","Not Employed","5","","",""
"121","2011","16-34 y.","Employed","4","","",""
"121","2011","35-65 y.","Not Employed","7","","",""
"121","2011","35-65 y.","Employed","8","","",""
"121","2011","66 and older","Not Employed","1","","",""
"121","2011","66 and older","Employed","","","",""
"122","2011","16-34 y.","Not Employed","2","","",""
"122","2011","16-34 y.","Employed","1","","",""
"122","2011","35-65 y.","Not Employed","4","","",""
"122","2011","35-65 y.","Employed","","","",""
"122","2011","66 and older","Not Employed","","","",""
"122","2011","66 and older","Employed","","","",""
"123","2011","16-34 y.","Not Employed","6","","",""
"123","2011","16-34 y.","Employed","","","",""
"123","2011","35-65 y.","Not Employed","1","","",""
"123","2011","35-65 y.","Employed","2","","",""
"123","2011","66 and older","Not Employed","","","",""
"123","2011","66 and older","Employed","","","",""
"124","2011","16-34 y.","Not Employed","","","",""
"124","2011","16-34 y.","Employed","","","",""
"124","2011","35-65 y.","Not Employed","","","",""
"124","2011","35-65 y.","Employed","","","",""
"124","2011","66 and older","Not Employed","","","",""
"124","2011","66 and older","Employed","","","",""
"125","2011","16-34 y.","Not Employed","","","",""
"125","2011","16-34 y.","Employed","","","",""
"125","2011","35-65 y.","Not Employed","","","",""
"125","2011","35-65 y.","Employed","","","",""
"125","2011","66 and older","Not Employed","","","",""
"125","2011","66 and older","Employed","","","",""
"127","2011","16-34 y.","Not Employed","","","",""
"127","2011","16-34 y.","Employed","","","",""
"127","2011","35-65 y.","Not Employed","","","",""
"127","2011","35-65 y.","Employed","","","",""
"127","2011","66 and older","Not Employed","","","",""
"127","2011","66 and older","Employed","","","",""
"128","2011","16-34 y.","Not Employed","","","",""
"128","2011","16-34 y.","Employed","","","",""
"128","2011","35-65 y.","Not Employed","","","",""
"128","2011","35-65 y.","Employed","","","",""
"128","2011","66 and older","Not Employed","","","",""
"128","2011","66 and older","Employed","","","",""
"129","2011","16-34 y.","Not Employed","","","",""
"129","2011","16-34 y.","Employed","","","",""
"129","2011","35-65 y.","Not Employed","","","",""
"129","2011","35-65 y.","Employed","","","",""
"129","2011","66 and older","Not Employed","","","",""
"129","2011","66 and older","Employed","","","",""
"130","2011","16-34 y.","Not Employed","","","",""
"130","2011","16-34 y.","Employed","","","",""
"130","2011","35-65 y.","Not Employed","2","","",""
"130","2011","35-65 y.","Employed","2","","",""
"130","2011","66 and older","Not Employed","","","",""
"130","2011","66 and older","Employed","","","",""
"131","2011","16-34 y.","Not Employed","","","",""
"131","2011","16-34 y.","Employed","","","",""
"131","2011","35-65 y.","Not Employed","","","",""
"131","2011","35-65 y.","Employed","","","",""
"131","2011","66 and older","Not Employed","","","",""
"131","2011","66 and older","Employed","","","",""
"132","2011","16-34 y.","Not Employed","2","","",""
"132","2011","16-34 y.","Employed","1","","",""
"132","2011","35-65 y.","Not Employed","1","","",""
"132","2011","35-65 y.","Employed","1","","",""
"132","2011","66 and older","Not Employed","1","","",""
"132","2011","66 and older","Employed","","","",""
"133","2011","16-34 y.","Not Employed","","","",""
"133","2011","16-34 y.","Employed","","","",""
"133","2011","35-65 y.","Not Employed","","","",""
"133","2011","35-65 y.","Employed","","","",""
"133","2011","66 and older","Not Employed","","","",""
"133","2011","66 and older","Employed","","","",""
"135","2011","16-34 y.","Not Employed","","","",""
"135","2011","16-34 y.","Employed","1","","",""
"135","2011","35-65 y.","Not Employed","","","",""
"135","2011","35-65 y.","Employed","","","",""
"135","2011","66 and older","Not Employed","","","",""
