"pgnation","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"55","1989","Part Time","no migration background","","","",""
"55","1989","Part Time","direct migration background","","","",""
"55","1989","Part Time","indirect migration background","","","",""
"55","1989","Not Working","no migration background","","","",""
"55","1989","Not Working","direct migration background","","","",""
"55","1989","Not Working","indirect migration background","","","",""
"56","1989","Full Time","no migration background","","","",""
"56","1989","Full Time","direct migration background","","","",""
"56","1989","Full Time","indirect migration background","","","",""
"56","1989","Part Time","no migration background","","","",""
"56","1989","Part Time","direct migration background","","","",""
"56","1989","Part Time","indirect migration background","","","",""
"56","1989","Not Working","no migration background","","","",""
"56","1989","Not Working","direct migration background","","","",""
"56","1989","Not Working","indirect migration background","","","",""
"59","1989","Full Time","no migration background","","","",""
"59","1989","Full Time","direct migration background","","","",""
"59","1989","Full Time","indirect migration background","","","",""
"59","1989","Part Time","no migration background","","","",""
"59","1989","Part Time","direct migration background","","","",""
"59","1989","Part Time","indirect migration background","","","",""
"59","1989","Not Working","no migration background","","","",""
"59","1989","Not Working","direct migration background","","","",""
"59","1989","Not Working","indirect migration background","","","",""
"60","1989","Full Time","no migration background","","","",""
"60","1989","Full Time","direct migration background","","","",""
"60","1989","Full Time","indirect migration background","","","",""
"60","1989","Part Time","no migration background","","","",""
"60","1989","Part Time","direct migration background","","","",""
"60","1989","Part Time","indirect migration background","","","",""
"60","1989","Not Working","no migration background","","","",""
"60","1989","Not Working","direct migration background","","","",""
"60","1989","Not Working","indirect migration background","","","",""
"61","1989","Full Time","no migration background","","","",""
"61","1989","Full Time","direct migration background","","","",""
"61","1989","Full Time","indirect migration background","","","",""
"61","1989","Part Time","no migration background","","","",""
"61","1989","Part Time","direct migration background","","","",""
"61","1989","Part Time","indirect migration background","","","",""
"61","1989","Not Working","no migration background","","","",""
"61","1989","Not Working","direct migration background","","","",""
"61","1989","Not Working","indirect migration background","","","",""
"64","1989","Full Time","no migration background","","","",""
"64","1989","Full Time","direct migration background","","","",""
"64","1989","Full Time","indirect migration background","","","",""
"64","1989","Part Time","no migration background","","","",""
"64","1989","Part Time","direct migration background","","","",""
"64","1989","Part Time","indirect migration background","","","",""
"64","1989","Not Working","no migration background","","","",""
"64","1989","Not Working","direct migration background","","","",""
"64","1989","Not Working","indirect migration background","","","",""
"65","1989","Full Time","no migration background","","","",""
"65","1989","Full Time","direct migration background","","","",""
"65","1989","Full Time","indirect migration background","","","",""
"65","1989","Part Time","no migration background","","","",""
"65","1989","Part Time","direct migration background","","","",""
"65","1989","Part Time","indirect migration background","","","",""
"65","1989","Not Working","no migration background","","","",""
"65","1989","Not Working","direct migration background","","","",""
"65","1989","Not Working","indirect migration background","","","",""
"66","1989","Full Time","no migration background","","","",""
"66","1989","Full Time","direct migration background","","","",""
"66","1989","Full Time","indirect migration background","","","",""
"66","1989","Part Time","no migration background","","","",""
"66","1989","Part Time","direct migration background","","","",""
"66","1989","Part Time","indirect migration background","","","",""
"66","1989","Not Working","no migration background","","","",""
"66","1989","Not Working","direct migration background","","","",""
"66","1989","Not Working","indirect migration background","","","",""
"67","1989","Full Time","no migration background","","","",""
"67","1989","Full Time","direct migration background","","","",""
"67","1989","Full Time","indirect migration background","","","",""
"67","1989","Part Time","no migration background","","","",""
"67","1989","Part Time","direct migration background","","","",""
"67","1989","Part Time","indirect migration background","","","",""
"67","1989","Not Working","no migration background","","","",""
"67","1989","Not Working","direct migration background","","","",""
"67","1989","Not Working","indirect migration background","","","",""
"68","1989","Full Time","no migration background","","","",""
"68","1989","Full Time","direct migration background","","","",""
"68","1989","Full Time","indirect migration background","","","",""
"68","1989","Part Time","no migration background","","","",""
"68","1989","Part Time","direct migration background","","","",""
"68","1989","Part Time","indirect migration background","","","",""
"68","1989","Not Working","no migration background","","","",""
"68","1989","Not Working","direct migration background","","","",""
"68","1989","Not Working","indirect migration background","","","",""
"71","1989","Full Time","no migration background","","","",""
"71","1989","Full Time","direct migration background","","","",""
"71","1989","Full Time","indirect migration background","","","",""
"71","1989","Part Time","no migration background","","","",""
"71","1989","Part Time","direct migration background","","","",""
"71","1989","Part Time","indirect migration background","","","",""
"71","1989","Not Working","no migration background","","","",""
"71","1989","Not Working","direct migration background","","","",""
"71","1989","Not Working","indirect migration background","","","",""
"72","1989","Full Time","no migration background","","","",""
"72","1989","Full Time","direct migration background","","","",""
"72","1989","Full Time","indirect migration background","","","",""
"72","1989","Part Time","no migration background","","","",""
"72","1989","Part Time","direct migration background","","","",""
"72","1989","Part Time","indirect migration background","","","",""
"72","1989","Not Working","no migration background","","","",""
"72","1989","Not Working","direct migration background","","","",""
"72","1989","Not Working","indirect migration background","","","",""
"73","1989","Full Time","no migration background","","","",""
"73","1989","Full Time","direct migration background","","","",""
"73","1989","Full Time","indirect migration background","","","",""
"73","1989","Part Time","no migration background","","","",""
"73","1989","Part Time","direct migration background","","","",""
"73","1989","Part Time","indirect migration background","","","",""
"73","1989","Not Working","no migration background","","","",""
"73","1989","Not Working","direct migration background","","","",""
"73","1989","Not Working","indirect migration background","","","",""
"74","1989","Full Time","no migration background","","","",""
"74","1989","Full Time","direct migration background","","","",""
"74","1989","Full Time","indirect migration background","","","",""
"74","1989","Part Time","no migration background","","","",""
"74","1989","Part Time","direct migration background","","","",""
"74","1989","Part Time","indirect migration background","","","",""
"74","1989","Not Working","no migration background","","","",""
"74","1989","Not Working","direct migration background","","","",""
"74","1989","Not Working","indirect migration background","","","",""
"75","1989","Full Time","no migration background","","","",""
"75","1989","Full Time","direct migration background","","","",""
"75","1989","Full Time","indirect migration background","","","",""
"75","1989","Part Time","no migration background","","","",""
"75","1989","Part Time","direct migration background","","","",""
"75","1989","Part Time","indirect migration background","","","",""
"75","1989","Not Working","no migration background","","","",""
"75","1989","Not Working","direct migration background","","","",""
"75","1989","Not Working","indirect migration background","","","",""
"76","1989","Full Time","no migration background","","","",""
"76","1989","Full Time","direct migration background","","","",""
"76","1989","Full Time","indirect migration background","","","",""
"76","1989","Part Time","no migration background","","","",""
"76","1989","Part Time","direct migration background","","","",""
"76","1989","Part Time","indirect migration background","","","",""
"76","1989","Not Working","no migration background","","","",""
"76","1989","Not Working","direct migration background","","","",""
"76","1989","Not Working","indirect migration background","","","",""
"77","1989","Full Time","no migration background","","","",""
"77","1989","Full Time","direct migration background","","","",""
"77","1989","Full Time","indirect migration background","","","",""
"77","1989","Part Time","no migration background","","","",""
"77","1989","Part Time","direct migration background","","","",""
"77","1989","Part Time","indirect migration background","","","",""
"77","1989","Not Working","no migration background","","","",""
"77","1989","Not Working","direct migration background","","","",""
"77","1989","Not Working","indirect migration background","","","",""
"78","1989","Full Time","no migration background","","","",""
"78","1989","Full Time","direct migration background","","","",""
"78","1989","Full Time","indirect migration background","","","",""
"78","1989","Part Time","no migration background","","","",""
"78","1989","Part Time","direct migration background","","","",""
"78","1989","Part Time","indirect migration background","","","",""
"78","1989","Not Working","no migration background","","","",""
"78","1989","Not Working","direct migration background","","","",""
"78","1989","Not Working","indirect migration background","","","",""
"79","1989","Full Time","no migration background","","","",""
"79","1989","Full Time","direct migration background","","","",""
"79","1989","Full Time","indirect migration background","","","",""
"79","1989","Part Time","no migration background","","","",""
"79","1989","Part Time","direct migration background","","","",""
"79","1989","Part Time","indirect migration background","","","",""
"79","1989","Not Working","no migration background","","","",""
"79","1989","Not Working","direct migration background","","","",""
"79","1989","Not Working","indirect migration background","","","",""
"80","1989","Full Time","no migration background","","","",""
"80","1989","Full Time","direct migration background","","","",""
"80","1989","Full Time","indirect migration background","","","",""
"80","1989","Part Time","no migration background","","","",""
"80","1989","Part Time","direct migration background","","","",""
"80","1989","Part Time","indirect migration background","","","",""
"80","1989","Not Working","no migration background","","","",""
"80","1989","Not Working","direct migration background","","","",""
"80","1989","Not Working","indirect migration background","","","",""
"81","1989","Full Time","no migration background","","","",""
"81","1989","Full Time","direct migration background","","","",""
"81","1989","Full Time","indirect migration background","","","",""
"81","1989","Part Time","no migration background","","","",""
"81","1989","Part Time","direct migration background","","","",""
"81","1989","Part Time","indirect migration background","","","",""
"81","1989","Not Working","no migration background","","","",""
"81","1989","Not Working","direct migration background","","","",""
"81","1989","Not Working","indirect migration background","","","",""
"82","1989","Full Time","no migration background","","","",""
"82","1989","Full Time","direct migration background","","","",""
"82","1989","Full Time","indirect migration background","","","",""
"82","1989","Part Time","no migration background","","","",""
"82","1989","Part Time","direct migration background","","","",""
"82","1989","Part Time","indirect migration background","","","",""
"82","1989","Not Working","no migration background","","","",""
"82","1989","Not Working","direct migration background","","","",""
"82","1989","Not Working","indirect migration background","","","",""
"83","1989","Full Time","no migration background","","","",""
"83","1989","Full Time","direct migration background","","","",""
"83","1989","Full Time","indirect migration background","","","",""
"83","1989","Part Time","no migration background","","","",""
"83","1989","Part Time","direct migration background","","","",""
"83","1989","Part Time","indirect migration background","","","",""
"83","1989","Not Working","no migration background","","","",""
"83","1989","Not Working","direct migration background","","","",""
"83","1989","Not Working","indirect migration background","","","",""
"84","1989","Full Time","no migration background","","","",""
"84","1989","Full Time","direct migration background","","","",""
"84","1989","Full Time","indirect migration background","","","",""
"84","1989","Part Time","no migration background","","","",""
"84","1989","Part Time","direct migration background","","","",""
"84","1989","Part Time","indirect migration background","","","",""
"84","1989","Not Working","no migration background","","","",""
"84","1989","Not Working","direct migration background","","","",""
"84","1989","Not Working","indirect migration background","","","",""
"85","1989","Full Time","no migration background","","","",""
"85","1989","Full Time","direct migration background","","","",""
"85","1989","Full Time","indirect migration background","","","",""
"85","1989","Part Time","no migration background","","","",""
"85","1989","Part Time","direct migration background","","","",""
"85","1989","Part Time","indirect migration background","","","",""
"85","1989","Not Working","no migration background","","","",""
"85","1989","Not Working","direct migration background","","","",""
"85","1989","Not Working","indirect migration background","","","",""
"86","1989","Full Time","no migration background","","","",""
"86","1989","Full Time","direct migration background","","","",""
"86","1989","Full Time","indirect migration background","","","",""
"86","1989","Part Time","no migration background","","","",""
"86","1989","Part Time","direct migration background","","","",""
"86","1989","Part Time","indirect migration background","","","",""
"86","1989","Not Working","no migration background","","","",""
"86","1989","Not Working","direct migration background","","","",""
"86","1989","Not Working","indirect migration background","","","",""
"89","1989","Full Time","no migration background","","","",""
"89","1989","Full Time","direct migration background","","","",""
"89","1989","Full Time","indirect migration background","","","",""
"89","1989","Part Time","no migration background","","","",""
"89","1989","Part Time","direct migration background","","","",""
"89","1989","Part Time","indirect migration background","","","",""
"89","1989","Not Working","no migration background","","","",""
"89","1989","Not Working","direct migration background","","","",""
"89","1989","Not Working","indirect migration background","","","",""
"90","1989","Full Time","no migration background","","","",""
"90","1989","Full Time","direct migration background","","","",""
"90","1989","Full Time","indirect migration background","","","",""
"90","1989","Part Time","no migration background","","","",""
"90","1989","Part Time","direct migration background","","","",""
"90","1989","Part Time","indirect migration background","","","",""
"90","1989","Not Working","no migration background","","","",""
"90","1989","Not Working","direct migration background","","","",""
"90","1989","Not Working","indirect migration background","","","",""
"92","1989","Full Time","no migration background","","","",""
"92","1989","Full Time","direct migration background","","","",""
"92","1989","Full Time","indirect migration background","","","",""
"92","1989","Part Time","no migration background","","","",""
"92","1989","Part Time","direct migration background","","","",""
"92","1989","Part Time","indirect migration background","","","",""
"92","1989","Not Working","no migration background","","","",""
"92","1989","Not Working","direct migration background","","","",""
"92","1989","Not Working","indirect migration background","","","",""
"94","1989","Full Time","no migration background","","","",""
"94","1989","Full Time","direct migration background","","","",""
"94","1989","Full Time","indirect migration background","","","",""
"94","1989","Part Time","no migration background","","","",""
"94","1989","Part Time","direct migration background","","","",""
"94","1989","Part Time","indirect migration background","","","",""
"94","1989","Not Working","no migration background","","","",""
"94","1989","Not Working","direct migration background","","","",""
"94","1989","Not Working","indirect migration background","","","",""
"95","1989","Full Time","no migration background","","","",""
"95","1989","Full Time","direct migration background","","","",""
"95","1989","Full Time","indirect migration background","","","",""
"95","1989","Part Time","no migration background","","","",""
"95","1989","Part Time","direct migration background","","","",""
"95","1989","Part Time","indirect migration background","","","",""
"95","1989","Not Working","no migration background","","","",""
"95","1989","Not Working","direct migration background","","","",""
"95","1989","Not Working","indirect migration background","","","",""
"96","1989","Full Time","no migration background","","","",""
"96","1989","Full Time","direct migration background","","","",""
"96","1989","Full Time","indirect migration background","","","",""
"96","1989","Part Time","no migration background","","","",""
"96","1989","Part Time","direct migration background","","","",""
"96","1989","Part Time","indirect migration background","","","",""
"96","1989","Not Working","no migration background","","","",""
"96","1989","Not Working","direct migration background","","","",""
"96","1989","Not Working","indirect migration background","","","",""
"97","1989","Full Time","no migration background","","","",""
"97","1989","Full Time","direct migration background","","","",""
"97","1989","Full Time","indirect migration background","","","",""
"97","1989","Part Time","no migration background","","","",""
"97","1989","Part Time","direct migration background","","","",""
"97","1989","Part Time","indirect migration background","","","",""
"97","1989","Not Working","no migration background","","","",""
"97","1989","Not Working","direct migration background","","","",""
"97","1989","Not Working","indirect migration background","","","",""
"98","1989","Full Time","no migration background","","","",""
"98","1989","Full Time","direct migration background","","","",""
"98","1989","Full Time","indirect migration background","1","","",""
"98","1989","Part Time","no migration background","","","",""
"98","1989","Part Time","direct migration background","1","","",""
"98","1989","Part Time","indirect migration background","","","",""
"98","1989","Not Working","no migration background","","","",""
"98","1989","Not Working","direct migration background","3","","",""
"98","1989","Not Working","indirect migration background","1","","",""
"101","1989","Full Time","no migration background","","","",""
"101","1989","Full Time","direct migration background","","","",""
"101","1989","Full Time","indirect migration background","","","",""
"101","1989","Part Time","no migration background","","","",""
"101","1989","Part Time","direct migration background","","","",""
"101","1989","Part Time","indirect migration background","","","",""
"101","1989","Not Working","no migration background","","","",""
"101","1989","Not Working","direct migration background","","","",""
"101","1989","Not Working","indirect migration background","","","",""
"102","1989","Full Time","no migration background","","","",""
"102","1989","Full Time","direct migration background","","","",""
"102","1989","Full Time","indirect migration background","","","",""
"102","1989","Part Time","no migration background","","","",""
"102","1989","Part Time","direct migration background","","","",""
"102","1989","Part Time","indirect migration background","","","",""
"102","1989","Not Working","no migration background","","","",""
"102","1989","Not Working","direct migration background","","","",""
"102","1989","Not Working","indirect migration background","","","",""
"103","1989","Full Time","no migration background","","","",""
"103","1989","Full Time","direct migration background","","","",""
"103","1989","Full Time","indirect migration background","","","",""
"103","1989","Part Time","no migration background","","","",""
"103","1989","Part Time","direct migration background","","","",""
"103","1989","Part Time","indirect migration background","","","",""
"103","1989","Not Working","no migration background","","","",""
"103","1989","Not Working","direct migration background","","","",""
"103","1989","Not Working","indirect migration background","","","",""
"105","1989","Full Time","no migration background","","","",""
"105","1989","Full Time","direct migration background","","","",""
"105","1989","Full Time","indirect migration background","","","",""
"105","1989","Part Time","no migration background","","","",""
"105","1989","Part Time","direct migration background","","","",""
"105","1989","Part Time","indirect migration background","","","",""
"105","1989","Not Working","no migration background","","","",""
"105","1989","Not Working","direct migration background","","","",""
"105","1989","Not Working","indirect migration background","","","",""
"108","1989","Full Time","no migration background","","","",""
"108","1989","Full Time","direct migration background","","","",""
"108","1989","Full Time","indirect migration background","","","",""
"108","1989","Part Time","no migration background","","","",""
"108","1989","Part Time","direct migration background","","","",""
"108","1989","Part Time","indirect migration background","","","",""
"108","1989","Not Working","no migration background","","","",""
"108","1989","Not Working","direct migration background","","","",""
"108","1989","Not Working","indirect migration background","","","",""
"110","1989","Full Time","no migration background","","","",""
"110","1989","Full Time","direct migration background","","","",""
"110","1989","Full Time","indirect migration background","","","",""
"110","1989","Part Time","no migration background","","","",""
"110","1989","Part Time","direct migration background","","","",""
"110","1989","Part Time","indirect migration background","","","",""
"110","1989","Not Working","no migration background","","","",""
"110","1989","Not Working","direct migration background","","","",""
"110","1989","Not Working","indirect migration background","","","",""
"111","1989","Full Time","no migration background","","","",""
"111","1989","Full Time","direct migration background","","","",""
"111","1989","Full Time","indirect migration background","","","",""
"111","1989","Part Time","no migration background","","","",""
"111","1989","Part Time","direct migration background","","","",""
"111","1989","Part Time","indirect migration background","","","",""
"111","1989","Not Working","no migration background","","","",""
"111","1989","Not Working","direct migration background","","","",""
"111","1989","Not Working","indirect migration background","","","",""
"113","1989","Full Time","no migration background","","","",""
"113","1989","Full Time","direct migration background","","","",""
"113","1989","Full Time","indirect migration background","","","",""
"113","1989","Part Time","no migration background","","","",""
"113","1989","Part Time","direct migration background","","","",""
"113","1989","Part Time","indirect migration background","","","",""
"113","1989","Not Working","no migration background","","","",""
"113","1989","Not Working","direct migration background","","","",""
"113","1989","Not Working","indirect migration background","","","",""
"116","1989","Full Time","no migration background","","","",""
"116","1989","Full Time","direct migration background","","","",""
"116","1989","Full Time","indirect migration background","","","",""
"116","1989","Part Time","no migration background","","","",""
"116","1989","Part Time","direct migration background","","","",""
"116","1989","Part Time","indirect migration background","","","",""
"116","1989","Not Working","no migration background","","","",""
"116","1989","Not Working","direct migration background","","","",""
"116","1989","Not Working","indirect migration background","","","",""
"117","1989","Full Time","no migration background","","","",""
"117","1989","Full Time","direct migration background","","","",""
"117","1989","Full Time","indirect migration background","","","",""
"117","1989","Part Time","no migration background","","","",""
"117","1989","Part Time","direct migration background","","","",""
"117","1989","Part Time","indirect migration background","","","",""
"117","1989","Not Working","no migration background","","","",""
"117","1989","Not Working","direct migration background","","","",""
"117","1989","Not Working","indirect migration background","","","",""
"118","1989","Full Time","no migration background","","","",""
"118","1989","Full Time","direct migration background","","","",""
"118","1989","Full Time","indirect migration background","","","",""
"118","1989","Part Time","no migration background","","","",""
"118","1989","Part Time","direct migration background","","","",""
"118","1989","Part Time","indirect migration background","","","",""
"118","1989","Not Working","no migration background","","","",""
"118","1989","Not Working","direct migration background","","","",""
"118","1989","Not Working","indirect migration background","","","",""
"119","1989","Full Time","no migration background","","","",""
"119","1989","Full Time","direct migration background","","","",""
"119","1989","Full Time","indirect migration background","","","",""
"119","1989","Part Time","no migration background","","","",""
"119","1989","Part Time","direct migration background","","","",""
"119","1989","Part Time","indirect migration background","","","",""
"119","1989","Not Working","no migration background","","","",""
"119","1989","Not Working","direct migration background","","","",""
"119","1989","Not Working","indirect migration background","","","",""
"120","1989","Full Time","no migration background","","","",""
"120","1989","Full Time","direct migration background","","","",""
"120","1989","Full Time","indirect migration background","","","",""
"120","1989","Part Time","no migration background","","","",""
"120","1989","Part Time","direct migration background","","","",""
"120","1989","Part Time","indirect migration background","","","",""
"120","1989","Not Working","no migration background","","","",""
"120","1989","Not Working","direct migration background","","","",""
"120","1989","Not Working","indirect migration background","","","",""
"121","1989","Full Time","no migration background","","","",""
"121","1989","Full Time","direct migration background","","","",""
"121","1989","Full Time","indirect migration background","","","",""
"121","1989","Part Time","no migration background","","","",""
"121","1989","Part Time","direct migration background","","","",""
"121","1989","Part Time","indirect migration background","","","",""
"121","1989","Not Working","no migration background","","","",""
"121","1989","Not Working","direct migration background","","","",""
"121","1989","Not Working","indirect migration background","","","",""
"122","1989","Full Time","no migration background","","","",""
"122","1989","Full Time","direct migration background","","","",""
"122","1989","Full Time","indirect migration background","","","",""
"122","1989","Part Time","no migration background","","","",""
"122","1989","Part Time","direct migration background","","","",""
"122","1989","Part Time","indirect migration background","","","",""
"122","1989","Not Working","no migration background","","","",""
"122","1989","Not Working","direct migration background","","","",""
"122","1989","Not Working","indirect migration background","","","",""
"123","1989","Full Time","no migration background","","","",""
"123","1989","Full Time","direct migration background","","","",""
"123","1989","Full Time","indirect migration background","","","",""
"123","1989","Part Time","no migration background","","","",""
"123","1989","Part Time","direct migration background","","","",""
"123","1989","Part Time","indirect migration background","","","",""
"123","1989","Not Working","no migration background","","","",""
"123","1989","Not Working","direct migration background","","","",""
"123","1989","Not Working","indirect migration background","","","",""
"124","1989","Full Time","no migration background","","","",""
"124","1989","Full Time","direct migration background","","","",""
"124","1989","Full Time","indirect migration background","","","",""
"124","1989","Part Time","no migration background","","","",""
"124","1989","Part Time","direct migration background","","","",""
"124","1989","Part Time","indirect migration background","","","",""
"124","1989","Not Working","no migration background","","","",""
"124","1989","Not Working","direct migration background","","","",""
"124","1989","Not Working","indirect migration background","","","",""
"125","1989","Full Time","no migration background","","","",""
"125","1989","Full Time","direct migration background","","","",""
"125","1989","Full Time","indirect migration background","","","",""
"125","1989","Part Time","no migration background","","","",""
"125","1989","Part Time","direct migration background","","","",""
"125","1989","Part Time","indirect migration background","","","",""
"125","1989","Not Working","no migration background","","","",""
"125","1989","Not Working","direct migration background","","","",""
"125","1989","Not Working","indirect migration background","","","",""
"127","1989","Full Time","no migration background","","","",""
"127","1989","Full Time","direct migration background","","","",""
"127","1989","Full Time","indirect migration background","","","",""
"127","1989","Part Time","no migration background","","","",""
"127","1989","Part Time","direct migration background","","","",""
"127","1989","Part Time","indirect migration background","","","",""
"127","1989","Not Working","no migration background","","","",""
"127","1989","Not Working","direct migration background","","","",""
"127","1989","Not Working","indirect migration background","","","",""
"128","1989","Full Time","no migration background","","","",""
"128","1989","Full Time","direct migration background","","","",""
"128","1989","Full Time","indirect migration background","","","",""
"128","1989","Part Time","no migration background","","","",""
"128","1989","Part Time","direct migration background","","","",""
"128","1989","Part Time","indirect migration background","","","",""
"128","1989","Not Working","no migration background","","","",""
"128","1989","Not Working","direct migration background","","","",""
"128","1989","Not Working","indirect migration background","","","",""
"129","1989","Full Time","no migration background","","","",""
"129","1989","Full Time","direct migration background","","","",""
"129","1989","Full Time","indirect migration background","","","",""
"129","1989","Part Time","no migration background","","","",""
"129","1989","Part Time","direct migration background","","","",""
"129","1989","Part Time","indirect migration background","","","",""
"129","1989","Not Working","no migration background","","","",""
"129","1989","Not Working","direct migration background","","","",""
"129","1989","Not Working","indirect migration background","","","",""
"130","1989","Full Time","no migration background","","","",""
"130","1989","Full Time","direct migration background","","","",""
"130","1989","Full Time","indirect migration background","","","",""
"130","1989","Part Time","no migration background","","","",""
"130","1989","Part Time","direct migration background","","","",""
"130","1989","Part Time","indirect migration background","","","",""
"130","1989","Not Working","no migration background","","","",""
"130","1989","Not Working","direct migration background","","","",""
"130","1989","Not Working","indirect migration background","","","",""
"131","1989","Full Time","no migration background","","","",""
"131","1989","Full Time","direct migration background","","","",""
"131","1989","Full Time","indirect migration background","","","",""
"131","1989","Part Time","no migration background","","","",""
"131","1989","Part Time","direct migration background","","","",""
"131","1989","Part Time","indirect migration background","","","",""
"131","1989","Not Working","no migration background","","","",""
"131","1989","Not Working","direct migration background","","","",""
"131","1989","Not Working","indirect migration background","","","",""
"132","1989","Full Time","no migration background","","","",""
"132","1989","Full Time","direct migration background","","","",""
"132","1989","Full Time","indirect migration background","","","",""
"132","1989","Part Time","no migration background","","","",""
"132","1989","Part Time","direct migration background","","","",""
"132","1989","Part Time","indirect migration background","","","",""
"132","1989","Not Working","no migration background","","","",""
"132","1989","Not Working","direct migration background","","","",""
"132","1989","Not Working","indirect migration background","","","",""
"133","1989","Full Time","no migration background","","","",""
"133","1989","Full Time","direct migration background","","","",""
"133","1989","Full Time","indirect migration background","","","",""
"133","1989","Part Time","no migration background","","","",""
"133","1989","Part Time","direct migration background","","","",""
"133","1989","Part Time","indirect migration background","","","",""
"133","1989","Not Working","no migration background","","","",""
"133","1989","Not Working","direct migration background","","","",""
"133","1989","Not Working","indirect migration background","","","",""
"135","1989","Full Time","no migration background","","","",""
"135","1989","Full Time","direct migration background","","","",""
"135","1989","Full Time","indirect migration background","","","",""
"135","1989","Part Time","no migration background","","","",""
"135","1989","Part Time","direct migration background","","","",""
"135","1989","Part Time","indirect migration background","","","",""
"135","1989","Not Working","no migration background","","","",""
"135","1989","Not Working","direct migration background","","","",""
"135","1989","Not Working","indirect migration background","","","",""
"138","1989","Full Time","no migration background","","","",""
"138","1989","Full Time","direct migration background","","","",""
"138","1989","Full Time","indirect migration background","","","",""
"138","1989","Part Time","no migration background","","","",""
"138","1989","Part Time","direct migration background","","","",""
"138","1989","Part Time","indirect migration background","","","",""
"138","1989","Not Working","no migration background","","","",""
"138","1989","Not Working","direct migration background","","","",""
"138","1989","Not Working","indirect migration background","","","",""
"139","1989","Full Time","no migration background","","","",""
"139","1989","Full Time","direct migration background","","","",""
"139","1989","Full Time","indirect migration background","","","",""
"139","1989","Part Time","no migration background","","","",""
"139","1989","Part Time","direct migration background","","","",""
"139","1989","Part Time","indirect migration background","","","",""
"139","1989","Not Working","no migration background","","","",""
"139","1989","Not Working","direct migration background","","","",""
"139","1989","Not Working","indirect migration background","","","",""
"140","1989","Full Time","no migration background","","","",""
"140","1989","Full Time","direct migration background","","","",""
"140","1989","Full Time","indirect migration background","","","",""
"140","1989","Part Time","no migration background","","","",""
"140","1989","Part Time","direct migration background","","","",""
"140","1989","Part Time","indirect migration background","","","",""
"140","1989","Not Working","no migration background","","","",""
"140","1989","Not Working","direct migration background","","","",""
"140","1989","Not Working","indirect migration background","","","",""
"141","1989","Full Time","no migration background","","","",""
"141","1989","Full Time","direct migration background","","","",""
"141","1989","Full Time","indirect migration background","","","",""
"141","1989","Part Time","no migration background","","","",""
"141","1989","Part Time","direct migration background","","","",""
"141","1989","Part Time","indirect migration background","","","",""
"141","1989","Not Working","no migration background","","","",""
"141","1989","Not Working","direct migration background","","","",""
"141","1989","Not Working","indirect migration background","","","",""
"142","1989","Full Time","no migration background","","","",""
"142","1989","Full Time","direct migration background","","","",""
"142","1989","Full Time","indirect migration background","","","",""
"142","1989","Part Time","no migration background","","","",""
"142","1989","Part Time","direct migration background","","","",""
"142","1989","Part Time","indirect migration background","","","",""
"142","1989","Not Working","no migration background","","","",""
"142","1989","Not Working","direct migration background","","","",""
"142","1989","Not Working","indirect migration background","","","",""
"143","1989","Full Time","no migration background","","","",""
"143","1989","Full Time","direct migration background","","","",""
"143","1989","Full Time","indirect migration background","","","",""
"143","1989","Part Time","no migration background","","","",""
"143","1989","Part Time","direct migration background","","","",""
"143","1989","Part Time","indirect migration background","","","",""
"143","1989","Not Working","no migration background","","","",""
"143","1989","Not Working","direct migration background","","","",""
"143","1989","Not Working","indirect migration background","","","",""
"144","1989","Full Time","no migration background","","","",""
"144","1989","Full Time","direct migration background","","","",""
"144","1989","Full Time","indirect migration background","","","",""
"144","1989","Part Time","no migration background","","","",""
"144","1989","Part Time","direct migration background","","","",""
"144","1989","Part Time","indirect migration background","","","",""
"144","1989","Not Working","no migration background","","","",""
"144","1989","Not Working","direct migration background","","","",""
"144","1989","Not Working","indirect migration background","","","",""
"145","1989","Full Time","no migration background","","","",""
"145","1989","Full Time","direct migration background","","","",""
"145","1989","Full Time","indirect migration background","","","",""
"145","1989","Part Time","no migration background","","","",""
"145","1989","Part Time","direct migration background","","","",""
"145","1989","Part Time","indirect migration background","","","",""
"145","1989","Not Working","no migration background","","","",""
"145","1989","Not Working","direct migration background","","","",""
"145","1989","Not Working","indirect migration background","","","",""
"146","1989","Full Time","no migration background","","","",""
"146","1989","Full Time","direct migration background","","","",""
"146","1989","Full Time","indirect migration background","","","",""
"146","1989","Part Time","no migration background","","","",""
"146","1989","Part Time","direct migration background","","","",""
"146","1989","Part Time","indirect migration background","","","",""
"146","1989","Not Working","no migration background","","","",""
"146","1989","Not Working","direct migration background","","","",""
"146","1989","Not Working","indirect migration background","","","",""
"147","1989","Full Time","no migration background","","","",""
"147","1989","Full Time","direct migration background","","","",""
"147","1989","Full Time","indirect migration background","","","",""
"147","1989","Part Time","no migration background","","","",""
"147","1989","Part Time","direct migration background","","","",""
"147","1989","Part Time","indirect migration background","","","",""
"147","1989","Not Working","no migration background","","","",""
"147","1989","Not Working","direct migration background","","","",""
"147","1989","Not Working","indirect migration background","","","",""
"148","1989","Full Time","no migration background","","","",""
"148","1989","Full Time","direct migration background","","","",""
"148","1989","Full Time","indirect migration background","","","",""
"148","1989","Part Time","no migration background","","","",""
"148","1989","Part Time","direct migration background","","","",""
"148","1989","Part Time","indirect migration background","","","",""
"148","1989","Not Working","no migration background","","","",""
