"pgnation","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"46","2006","Not Working","indirect migration background","","","",""
"47","2006","Full Time","no migration background","","","",""
"47","2006","Full Time","direct migration background","","","",""
"47","2006","Full Time","indirect migration background","","","",""
"47","2006","Part Time","no migration background","","","",""
"47","2006","Part Time","direct migration background","","","",""
"47","2006","Part Time","indirect migration background","","","",""
"47","2006","Not Working","no migration background","","","",""
"47","2006","Not Working","direct migration background","","","",""
"47","2006","Not Working","indirect migration background","","","",""
"48","2006","Full Time","no migration background","","","",""
"48","2006","Full Time","direct migration background","","","",""
"48","2006","Full Time","indirect migration background","","","",""
"48","2006","Part Time","no migration background","","","",""
"48","2006","Part Time","direct migration background","1","","",""
"48","2006","Part Time","indirect migration background","","","",""
"48","2006","Not Working","no migration background","","","",""
"48","2006","Not Working","direct migration background","","","",""
"48","2006","Not Working","indirect migration background","","","",""
"49","2006","Full Time","no migration background","","","",""
"49","2006","Full Time","direct migration background","","","",""
"49","2006","Full Time","indirect migration background","","","",""
"49","2006","Part Time","no migration background","","","",""
"49","2006","Part Time","direct migration background","","","",""
"49","2006","Part Time","indirect migration background","","","",""
"49","2006","Not Working","no migration background","","","",""
"49","2006","Not Working","direct migration background","","","",""
"49","2006","Not Working","indirect migration background","","","",""
"50","2006","Full Time","no migration background","","","",""
"50","2006","Full Time","direct migration background","","","",""
"50","2006","Full Time","indirect migration background","","","",""
"50","2006","Part Time","no migration background","","","",""
"50","2006","Part Time","direct migration background","1","","",""
"50","2006","Part Time","indirect migration background","","","",""
"50","2006","Not Working","no migration background","","","",""
"50","2006","Not Working","direct migration background","","","",""
"50","2006","Not Working","indirect migration background","","","",""
"51","2006","Full Time","no migration background","","","",""
"51","2006","Full Time","direct migration background","","","",""
"51","2006","Full Time","indirect migration background","","","",""
"51","2006","Part Time","no migration background","","","",""
"51","2006","Part Time","direct migration background","","","",""
"51","2006","Part Time","indirect migration background","","","",""
"51","2006","Not Working","no migration background","","","",""
"51","2006","Not Working","direct migration background","1","","",""
"51","2006","Not Working","indirect migration background","","","",""
"52","2006","Full Time","no migration background","","","",""
"52","2006","Full Time","direct migration background","","","",""
"52","2006","Full Time","indirect migration background","","","",""
"52","2006","Part Time","no migration background","","","",""
"52","2006","Part Time","direct migration background","1","","",""
"52","2006","Part Time","indirect migration background","","","",""
"52","2006","Not Working","no migration background","","","",""
"52","2006","Not Working","direct migration background","","","",""
"52","2006","Not Working","indirect migration background","","","",""
"53","2006","Full Time","no migration background","","","",""
"53","2006","Full Time","direct migration background","","","",""
"53","2006","Full Time","indirect migration background","","","",""
"53","2006","Part Time","no migration background","","","",""
"53","2006","Part Time","direct migration background","","","",""
"53","2006","Part Time","indirect migration background","","","",""
"53","2006","Not Working","no migration background","","","",""
"53","2006","Not Working","direct migration background","","","",""
"53","2006","Not Working","indirect migration background","","","",""
"54","2006","Full Time","no migration background","","","",""
"54","2006","Full Time","direct migration background","1","","",""
"54","2006","Full Time","indirect migration background","","","",""
"54","2006","Part Time","no migration background","","","",""
"54","2006","Part Time","direct migration background","","","",""
"54","2006","Part Time","indirect migration background","","","",""
"54","2006","Not Working","no migration background","","","",""
"54","2006","Not Working","direct migration background","","","",""
"54","2006","Not Working","indirect migration background","","","",""
"55","2006","Full Time","no migration background","","","",""
"55","2006","Full Time","direct migration background","1","","",""
"55","2006","Full Time","indirect migration background","","","",""
"55","2006","Part Time","no migration background","","","",""
"55","2006","Part Time","direct migration background","1","","",""
"55","2006","Part Time","indirect migration background","","","",""
"55","2006","Not Working","no migration background","","","",""
"55","2006","Not Working","direct migration background","1","","",""
"55","2006","Not Working","indirect migration background","","","",""
"56","2006","Full Time","no migration background","","","",""
"56","2006","Full Time","direct migration background","","","",""
"56","2006","Full Time","indirect migration background","","","",""
"56","2006","Part Time","no migration background","","","",""
"56","2006","Part Time","direct migration background","","","",""
"56","2006","Part Time","indirect migration background","","","",""
"56","2006","Not Working","no migration background","","","",""
"56","2006","Not Working","direct migration background","","","",""
"56","2006","Not Working","indirect migration background","","","",""
"59","2006","Full Time","no migration background","","","",""
"59","2006","Full Time","direct migration background","","","",""
"59","2006","Full Time","indirect migration background","","","",""
"59","2006","Part Time","no migration background","","","",""
"59","2006","Part Time","direct migration background","1","","",""
"59","2006","Part Time","indirect migration background","","","",""
"59","2006","Not Working","no migration background","","","",""
"59","2006","Not Working","direct migration background","1","","",""
"59","2006","Not Working","indirect migration background","","","",""
"60","2006","Full Time","no migration background","","","",""
"60","2006","Full Time","direct migration background","1","","",""
"60","2006","Full Time","indirect migration background","","","",""
"60","2006","Part Time","no migration background","","","",""
"60","2006","Part Time","direct migration background","3","","",""
"60","2006","Part Time","indirect migration background","","","",""
"60","2006","Not Working","no migration background","","","",""
"60","2006","Not Working","direct migration background","5","","",""
"60","2006","Not Working","indirect migration background","","","",""
"61","2006","Full Time","no migration background","","","",""
"61","2006","Full Time","direct migration background","1","","",""
"61","2006","Full Time","indirect migration background","","","",""
"61","2006","Part Time","no migration background","","","",""
"61","2006","Part Time","direct migration background","","","",""
"61","2006","Part Time","indirect migration background","","","",""
"61","2006","Not Working","no migration background","","","",""
"61","2006","Not Working","direct migration background","1","","",""
"61","2006","Not Working","indirect migration background","","","",""
"64","2006","Full Time","no migration background","","","",""
"64","2006","Full Time","direct migration background","","","",""
"64","2006","Full Time","indirect migration background","","","",""
"64","2006","Part Time","no migration background","","","",""
"64","2006","Part Time","direct migration background","","","",""
"64","2006","Part Time","indirect migration background","","","",""
"64","2006","Not Working","no migration background","","","",""
"64","2006","Not Working","direct migration background","","","",""
"64","2006","Not Working","indirect migration background","","","",""
"65","2006","Full Time","no migration background","","","",""
"65","2006","Full Time","direct migration background","","","",""
"65","2006","Full Time","indirect migration background","","","",""
"65","2006","Part Time","no migration background","","","",""
"65","2006","Part Time","direct migration background","1","","",""
"65","2006","Part Time","indirect migration background","","","",""
"65","2006","Not Working","no migration background","","","",""
"65","2006","Not Working","direct migration background","","","",""
"65","2006","Not Working","indirect migration background","","","",""
"66","2006","Full Time","no migration background","","","",""
"66","2006","Full Time","direct migration background","","","",""
"66","2006","Full Time","indirect migration background","","","",""
"66","2006","Part Time","no migration background","","","",""
"66","2006","Part Time","direct migration background","","","",""
"66","2006","Part Time","indirect migration background","","","",""
"66","2006","Not Working","no migration background","","","",""
"66","2006","Not Working","direct migration background","","","",""
"66","2006","Not Working","indirect migration background","","","",""
"67","2006","Full Time","no migration background","","","",""
"67","2006","Full Time","direct migration background","2","","",""
"67","2006","Full Time","indirect migration background","","","",""
"67","2006","Part Time","no migration background","","","",""
"67","2006","Part Time","direct migration background","","","",""
"67","2006","Part Time","indirect migration background","","","",""
"67","2006","Not Working","no migration background","","","",""
"67","2006","Not Working","direct migration background","2","","",""
"67","2006","Not Working","indirect migration background","1","","",""
"68","2006","Full Time","no migration background","","","",""
"68","2006","Full Time","direct migration background","2","","",""
"68","2006","Full Time","indirect migration background","","","",""
"68","2006","Part Time","no migration background","","","",""
"68","2006","Part Time","direct migration background","1","","",""
"68","2006","Part Time","indirect migration background","","","",""
"68","2006","Not Working","no migration background","","","",""
"68","2006","Not Working","direct migration background","1","","",""
"68","2006","Not Working","indirect migration background","","","",""
"71","2006","Full Time","no migration background","","","",""
"71","2006","Full Time","direct migration background","","","",""
"71","2006","Full Time","indirect migration background","","","",""
"71","2006","Part Time","no migration background","","","",""
"71","2006","Part Time","direct migration background","","","",""
"71","2006","Part Time","indirect migration background","","","",""
"71","2006","Not Working","no migration background","","","",""
"71","2006","Not Working","direct migration background","","","",""
"71","2006","Not Working","indirect migration background","","","",""
"72","2006","Full Time","no migration background","","","",""
"72","2006","Full Time","direct migration background","","","",""
"72","2006","Full Time","indirect migration background","","","",""
"72","2006","Part Time","no migration background","","","",""
"72","2006","Part Time","direct migration background","","","",""
"72","2006","Part Time","indirect migration background","","","",""
"72","2006","Not Working","no migration background","","","",""
"72","2006","Not Working","direct migration background","","","",""
"72","2006","Not Working","indirect migration background","","","",""
"73","2006","Full Time","no migration background","","","",""
"73","2006","Full Time","direct migration background","","","",""
"73","2006","Full Time","indirect migration background","","","",""
"73","2006","Part Time","no migration background","","","",""
"73","2006","Part Time","direct migration background","","","",""
"73","2006","Part Time","indirect migration background","","","",""
"73","2006","Not Working","no migration background","","","",""
"73","2006","Not Working","direct migration background","1","","",""
"73","2006","Not Working","indirect migration background","","","",""
"74","2006","Full Time","no migration background","","","",""
"74","2006","Full Time","direct migration background","","","",""
"74","2006","Full Time","indirect migration background","","","",""
"74","2006","Part Time","no migration background","","","",""
"74","2006","Part Time","direct migration background","3","","",""
"74","2006","Part Time","indirect migration background","","","",""
"74","2006","Not Working","no migration background","","","",""
"74","2006","Not Working","direct migration background","1","","",""
"74","2006","Not Working","indirect migration background","","","",""
"75","2006","Full Time","no migration background","","","",""
"75","2006","Full Time","direct migration background","2","","",""
"75","2006","Full Time","indirect migration background","","","",""
"75","2006","Part Time","no migration background","","","",""
"75","2006","Part Time","direct migration background","1","","",""
"75","2006","Part Time","indirect migration background","","","",""
"75","2006","Not Working","no migration background","","","",""
"75","2006","Not Working","direct migration background","3","","",""
"75","2006","Not Working","indirect migration background","","","",""
"76","2006","Full Time","no migration background","","","",""
"76","2006","Full Time","direct migration background","","","",""
"76","2006","Full Time","indirect migration background","","","",""
"76","2006","Part Time","no migration background","","","",""
"76","2006","Part Time","direct migration background","","","",""
"76","2006","Part Time","indirect migration background","","","",""
"76","2006","Not Working","no migration background","","","",""
"76","2006","Not Working","direct migration background","1","","",""
"76","2006","Not Working","indirect migration background","","","",""
"77","2006","Full Time","no migration background","","","",""
"77","2006","Full Time","direct migration background","","","",""
"77","2006","Full Time","indirect migration background","","","",""
"77","2006","Part Time","no migration background","","","",""
"77","2006","Part Time","direct migration background","","","",""
"77","2006","Part Time","indirect migration background","","","",""
"77","2006","Not Working","no migration background","","","",""
"77","2006","Not Working","direct migration background","","","",""
"77","2006","Not Working","indirect migration background","","","",""
"78","2006","Full Time","no migration background","","","",""
"78","2006","Full Time","direct migration background","","","",""
"78","2006","Full Time","indirect migration background","","","",""
"78","2006","Part Time","no migration background","","","",""
"78","2006","Part Time","direct migration background","2","","",""
"78","2006","Part Time","indirect migration background","","","",""
"78","2006","Not Working","no migration background","","","",""
"78","2006","Not Working","direct migration background","8","","",""
"78","2006","Not Working","indirect migration background","","","",""
"79","2006","Full Time","no migration background","","","",""
"79","2006","Full Time","direct migration background","1","","",""
"79","2006","Full Time","indirect migration background","","","",""
"79","2006","Part Time","no migration background","","","",""
"79","2006","Part Time","direct migration background","","","",""
"79","2006","Part Time","indirect migration background","","","",""
"79","2006","Not Working","no migration background","","","",""
"79","2006","Not Working","direct migration background","","","",""
"79","2006","Not Working","indirect migration background","","","",""
"80","2006","Full Time","no migration background","","","",""
"80","2006","Full Time","direct migration background","","","",""
"80","2006","Full Time","indirect migration background","","","",""
"80","2006","Part Time","no migration background","","","",""
"80","2006","Part Time","direct migration background","","","",""
"80","2006","Part Time","indirect migration background","","","",""
"80","2006","Not Working","no migration background","","","",""
"80","2006","Not Working","direct migration background","","","",""
"80","2006","Not Working","indirect migration background","","","",""
"81","2006","Full Time","no migration background","","","",""
"81","2006","Full Time","direct migration background","","","",""
"81","2006","Full Time","indirect migration background","","","",""
"81","2006","Part Time","no migration background","","","",""
"81","2006","Part Time","direct migration background","","","",""
"81","2006","Part Time","indirect migration background","","","",""
"81","2006","Not Working","no migration background","","","",""
"81","2006","Not Working","direct migration background","","","",""
"81","2006","Not Working","indirect migration background","","","",""
"82","2006","Full Time","no migration background","","","",""
"82","2006","Full Time","direct migration background","","","",""
"82","2006","Full Time","indirect migration background","","","",""
"82","2006","Part Time","no migration background","","","",""
"82","2006","Part Time","direct migration background","","","",""
"82","2006","Part Time","indirect migration background","","","",""
"82","2006","Not Working","no migration background","","","",""
"82","2006","Not Working","direct migration background","","","",""
"82","2006","Not Working","indirect migration background","","","",""
"83","2006","Full Time","no migration background","","","",""
"83","2006","Full Time","direct migration background","","","",""
"83","2006","Full Time","indirect migration background","","","",""
"83","2006","Part Time","no migration background","","","",""
"83","2006","Part Time","direct migration background","2","","",""
"83","2006","Part Time","indirect migration background","","","",""
"83","2006","Not Working","no migration background","","","",""
"83","2006","Not Working","direct migration background","","","",""
"83","2006","Not Working","indirect migration background","","","",""
"84","2006","Full Time","no migration background","","","",""
"84","2006","Full Time","direct migration background","","","",""
"84","2006","Full Time","indirect migration background","","","",""
"84","2006","Part Time","no migration background","","","",""
"84","2006","Part Time","direct migration background","","","",""
"84","2006","Part Time","indirect migration background","","","",""
"84","2006","Not Working","no migration background","","","",""
"84","2006","Not Working","direct migration background","","","",""
"84","2006","Not Working","indirect migration background","","","",""
"85","2006","Full Time","no migration background","","","",""
"85","2006","Full Time","direct migration background","1","","",""
"85","2006","Full Time","indirect migration background","","","",""
"85","2006","Part Time","no migration background","","","",""
"85","2006","Part Time","direct migration background","","","",""
"85","2006","Part Time","indirect migration background","","","",""
"85","2006","Not Working","no migration background","","","",""
"85","2006","Not Working","direct migration background","","","",""
"85","2006","Not Working","indirect migration background","","","",""
"86","2006","Full Time","no migration background","","","",""
"86","2006","Full Time","direct migration background","","","",""
"86","2006","Full Time","indirect migration background","","","",""
"86","2006","Part Time","no migration background","","","",""
"86","2006","Part Time","direct migration background","","","",""
"86","2006","Part Time","indirect migration background","","","",""
"86","2006","Not Working","no migration background","","","",""
"86","2006","Not Working","direct migration background","","","",""
"86","2006","Not Working","indirect migration background","","","",""
"89","2006","Full Time","no migration background","","","",""
"89","2006","Full Time","direct migration background","","","",""
"89","2006","Full Time","indirect migration background","","","",""
"89","2006","Part Time","no migration background","","","",""
"89","2006","Part Time","direct migration background","1","","",""
"89","2006","Part Time","indirect migration background","","","",""
"89","2006","Not Working","no migration background","","","",""
"89","2006","Not Working","direct migration background","1","","",""
"89","2006","Not Working","indirect migration background","","","",""
"90","2006","Full Time","no migration background","","","",""
"90","2006","Full Time","direct migration background","","","",""
"90","2006","Full Time","indirect migration background","","","",""
"90","2006","Part Time","no migration background","","","",""
"90","2006","Part Time","direct migration background","","","",""
"90","2006","Part Time","indirect migration background","","","",""
"90","2006","Not Working","no migration background","","","",""
"90","2006","Not Working","direct migration background","","","",""
"90","2006","Not Working","indirect migration background","","","",""
"92","2006","Full Time","no migration background","","","",""
"92","2006","Full Time","direct migration background","","","",""
"92","2006","Full Time","indirect migration background","","","",""
"92","2006","Part Time","no migration background","","","",""
"92","2006","Part Time","direct migration background","1","","",""
"92","2006","Part Time","indirect migration background","","","",""
"92","2006","Not Working","no migration background","","","",""
"92","2006","Not Working","direct migration background","","","",""
"92","2006","Not Working","indirect migration background","","","",""
"94","2006","Full Time","no migration background","","","",""
"94","2006","Full Time","direct migration background","","","",""
"94","2006","Full Time","indirect migration background","","","",""
"94","2006","Part Time","no migration background","","","",""
"94","2006","Part Time","direct migration background","","","",""
"94","2006","Part Time","indirect migration background","","","",""
"94","2006","Not Working","no migration background","","","",""
"94","2006","Not Working","direct migration background","","","",""
"94","2006","Not Working","indirect migration background","","","",""
"95","2006","Full Time","no migration background","","","",""
"95","2006","Full Time","direct migration background","","","",""
"95","2006","Full Time","indirect migration background","","","",""
"95","2006","Part Time","no migration background","","","",""
"95","2006","Part Time","direct migration background","","","",""
"95","2006","Part Time","indirect migration background","","","",""
"95","2006","Not Working","no migration background","","","",""
"95","2006","Not Working","direct migration background","","","",""
"95","2006","Not Working","indirect migration background","","","",""
"96","2006","Full Time","no migration background","","","",""
"96","2006","Full Time","direct migration background","","","",""
"96","2006","Full Time","indirect migration background","","","",""
"96","2006","Part Time","no migration background","","","",""
"96","2006","Part Time","direct migration background","","","",""
"96","2006","Part Time","indirect migration background","","","",""
"96","2006","Not Working","no migration background","","","",""
"96","2006","Not Working","direct migration background","","","",""
"96","2006","Not Working","indirect migration background","","","",""
"97","2006","Full Time","no migration background","","","",""
"97","2006","Full Time","direct migration background","","","",""
"97","2006","Full Time","indirect migration background","","","",""
"97","2006","Part Time","no migration background","","","",""
"97","2006","Part Time","direct migration background","","","",""
"97","2006","Part Time","indirect migration background","","","",""
"97","2006","Not Working","no migration background","","","",""
"97","2006","Not Working","direct migration background","","","",""
"97","2006","Not Working","indirect migration background","","","",""
"98","2006","Full Time","no migration background","","","",""
"98","2006","Full Time","direct migration background","1","","",""
"98","2006","Full Time","indirect migration background","1","","",""
"98","2006","Part Time","no migration background","","","",""
"98","2006","Part Time","direct migration background","","","",""
"98","2006","Part Time","indirect migration background","","","",""
"98","2006","Not Working","no migration background","","","",""
"98","2006","Not Working","direct migration background","2","","",""
"98","2006","Not Working","indirect migration background","","","",""
"101","2006","Full Time","no migration background","","","",""
"101","2006","Full Time","direct migration background","","","",""
"101","2006","Full Time","indirect migration background","","","",""
"101","2006","Part Time","no migration background","","","",""
"101","2006","Part Time","direct migration background","","","",""
"101","2006","Part Time","indirect migration background","","","",""
"101","2006","Not Working","no migration background","","","",""
"101","2006","Not Working","direct migration background","","","",""
"101","2006","Not Working","indirect migration background","","","",""
"102","2006","Full Time","no migration background","","","",""
"102","2006","Full Time","direct migration background","","","",""
"102","2006","Full Time","indirect migration background","","","",""
"102","2006","Part Time","no migration background","","","",""
"102","2006","Part Time","direct migration background","","","",""
"102","2006","Part Time","indirect migration background","","","",""
"102","2006","Not Working","no migration background","","","",""
"102","2006","Not Working","direct migration background","","","",""
"102","2006","Not Working","indirect migration background","","","",""
"103","2006","Full Time","no migration background","","","",""
"103","2006","Full Time","direct migration background","","","",""
"103","2006","Full Time","indirect migration background","","","",""
"103","2006","Part Time","no migration background","","","",""
"103","2006","Part Time","direct migration background","","","",""
"103","2006","Part Time","indirect migration background","","","",""
"103","2006","Not Working","no migration background","","","",""
"103","2006","Not Working","direct migration background","1","","",""
"103","2006","Not Working","indirect migration background","","","",""
"105","2006","Full Time","no migration background","","","",""
"105","2006","Full Time","direct migration background","","","",""
"105","2006","Full Time","indirect migration background","","","",""
"105","2006","Part Time","no migration background","","","",""
"105","2006","Part Time","direct migration background","","","",""
"105","2006","Part Time","indirect migration background","","","",""
"105","2006","Not Working","no migration background","","","",""
"105","2006","Not Working","direct migration background","","","",""
"105","2006","Not Working","indirect migration background","","","",""
"108","2006","Full Time","no migration background","","","",""
"108","2006","Full Time","direct migration background","","","",""
"108","2006","Full Time","indirect migration background","","","",""
"108","2006","Part Time","no migration background","","","",""
"108","2006","Part Time","direct migration background","","","",""
"108","2006","Part Time","indirect migration background","","","",""
"108","2006","Not Working","no migration background","","","",""
"108","2006","Not Working","direct migration background","1","","",""
"108","2006","Not Working","indirect migration background","","","",""
"110","2006","Full Time","no migration background","","","",""
"110","2006","Full Time","direct migration background","","","",""
"110","2006","Full Time","indirect migration background","","","",""
"110","2006","Part Time","no migration background","","","",""
"110","2006","Part Time","direct migration background","","","",""
"110","2006","Part Time","indirect migration background","","","",""
"110","2006","Not Working","no migration background","","","",""
"110","2006","Not Working","direct migration background","","","",""
"110","2006","Not Working","indirect migration background","","","",""
"111","2006","Full Time","no migration background","","","",""
"111","2006","Full Time","direct migration background","","","",""
"111","2006","Full Time","indirect migration background","","","",""
"111","2006","Part Time","no migration background","","","",""
"111","2006","Part Time","direct migration background","","","",""
"111","2006","Part Time","indirect migration background","","","",""
"111","2006","Not Working","no migration background","","","",""
"111","2006","Not Working","direct migration background","","","",""
"111","2006","Not Working","indirect migration background","","","",""
"113","2006","Full Time","no migration background","","","",""
"113","2006","Full Time","direct migration background","","","",""
"113","2006","Full Time","indirect migration background","","","",""
"113","2006","Part Time","no migration background","","","",""
"113","2006","Part Time","direct migration background","","","",""
"113","2006","Part Time","indirect migration background","","","",""
"113","2006","Not Working","no migration background","","","",""
"113","2006","Not Working","direct migration background","","","",""
"113","2006","Not Working","indirect migration background","","","",""
"116","2006","Full Time","no migration background","","","",""
"116","2006","Full Time","direct migration background","1","","",""
"116","2006","Full Time","indirect migration background","","","",""
"116","2006","Part Time","no migration background","","","",""
"116","2006","Part Time","direct migration background","1","","",""
"116","2006","Part Time","indirect migration background","","","",""
"116","2006","Not Working","no migration background","","","",""
"116","2006","Not Working","direct migration background","2","","",""
"116","2006","Not Working","indirect migration background","","","",""
"117","2006","Full Time","no migration background","","","",""
"117","2006","Full Time","direct migration background","5","","",""
"117","2006","Full Time","indirect migration background","1","","",""
"117","2006","Part Time","no migration background","","","",""
"117","2006","Part Time","direct migration background","2","","",""
"117","2006","Part Time","indirect migration background","","","",""
"117","2006","Not Working","no migration background","","","",""
"117","2006","Not Working","direct migration background","2","","",""
"117","2006","Not Working","indirect migration background","","","",""
"118","2006","Full Time","no migration background","","","",""
"118","2006","Full Time","direct migration background","5","","",""
"118","2006","Full Time","indirect migration background","3","","",""
"118","2006","Part Time","no migration background","","","",""
"118","2006","Part Time","direct migration background","7","","",""
"118","2006","Part Time","indirect migration background","","","",""
"118","2006","Not Working","no migration background","2","","",""
"118","2006","Not Working","direct migration background","8","","",""
"118","2006","Not Working","indirect migration background","4","","",""
"119","2006","Full Time","no migration background","","","",""
"119","2006","Full Time","direct migration background","24","","",""
"119","2006","Full Time","indirect migration background","10","","",""
"119","2006","Part Time","no migration background","","","",""
"119","2006","Part Time","direct migration background","11","","",""
"119","2006","Part Time","indirect migration background","4","","",""
"119","2006","Not Working","no migration background","","","",""
"119","2006","Not Working","direct migration background","26","","",""
"119","2006","Not Working","indirect migration background","4","","",""
"120","2006","Full Time","no migration background","","","",""
"120","2006","Full Time","direct migration background","16","","",""
"120","2006","Full Time","indirect migration background","3","","",""
"120","2006","Part Time","no migration background","","","",""
"120","2006","Part Time","direct migration background","10","","",""
"120","2006","Part Time","indirect migration background","3","","",""
"120","2006","Not Working","no migration background","","","",""
"120","2006","Not Working","direct migration background","12","","",""
"120","2006","Not Working","indirect migration background","1","","",""
"121","2006","Full Time","no migration background","","","",""
"121","2006","Full Time","direct migration background","5","","",""
"121","2006","Full Time","indirect migration background","5","","",""
"121","2006","Part Time","no migration background","","","",""
"121","2006","Part Time","direct migration background","2","","",""
"121","2006","Part Time","indirect migration background","3","","",""
"121","2006","Not Working","no migration background","","","",""
"121","2006","Not Working","direct migration background","4","","",""
"121","2006","Not Working","indirect migration background","1","","",""
"122","2006","Full Time","no migration background","","","",""
"122","2006","Full Time","direct migration background","2","","",""
"122","2006","Full Time","indirect migration background","","","",""
"122","2006","Part Time","no migration background","","","",""
"122","2006","Part Time","direct migration background","","","",""
"122","2006","Part Time","indirect migration background","","","",""
"122","2006","Not Working","no migration background","","","",""
"122","2006","Not Working","direct migration background","2","","",""
"122","2006","Not Working","indirect migration background","1","","",""
"123","2006","Full Time","no migration background","","","",""
"123","2006","Full Time","direct migration background","","","",""
"123","2006","Full Time","indirect migration background","","","",""
"123","2006","Part Time","no migration background","","","",""
"123","2006","Part Time","direct migration background","1","","",""
"123","2006","Part Time","indirect migration background","","","",""
"123","2006","Not Working","no migration background","","","",""
"123","2006","Not Working","direct migration background","","","",""
"123","2006","Not Working","indirect migration background","","","",""
"124","2006","Full Time","no migration background","","","",""
"124","2006","Full Time","direct migration background","","","",""
"124","2006","Full Time","indirect migration background","","","",""
"124","2006","Part Time","no migration background","","","",""
"124","2006","Part Time","direct migration background","","","",""
"124","2006","Part Time","indirect migration background","","","",""
"124","2006","Not Working","no migration background","","","",""
"124","2006","Not Working","direct migration background","1","","",""
"124","2006","Not Working","indirect migration background","","","",""
"125","2006","Full Time","no migration background","","","",""
"125","2006","Full Time","direct migration background","","","",""
"125","2006","Full Time","indirect migration background","","","",""
"125","2006","Part Time","no migration background","","","",""
"125","2006","Part Time","direct migration background","","","",""
"125","2006","Part Time","indirect migration background","","","",""
"125","2006","Not Working","no migration background","","","",""
"125","2006","Not Working","direct migration background","","","",""
"125","2006","Not Working","indirect migration background","","","",""
"127","2006","Full Time","no migration background","","","",""
"127","2006","Full Time","direct migration background","","","",""
"127","2006","Full Time","indirect migration background","","","",""
"127","2006","Part Time","no migration background","","","",""
"127","2006","Part Time","direct migration background","","","",""
"127","2006","Part Time","indirect migration background","","","",""
"127","2006","Not Working","no migration background","","","",""
"127","2006","Not Working","direct migration background","","","",""
"127","2006","Not Working","indirect migration background","","","",""
"128","2006","Full Time","no migration background","","","",""
"128","2006","Full Time","direct migration background","","","",""
"128","2006","Full Time","indirect migration background","","","",""
"128","2006","Part Time","no migration background","","","",""
"128","2006","Part Time","direct migration background","","","",""
"128","2006","Part Time","indirect migration background","","","",""
"128","2006","Not Working","no migration background","","","",""
"128","2006","Not Working","direct migration background","","","",""
"128","2006","Not Working","indirect migration background","","","",""
"129","2006","Full Time","no migration background","","","",""
"129","2006","Full Time","direct migration background","","","",""
"129","2006","Full Time","indirect migration background","","","",""
"129","2006","Part Time","no migration background","","","",""
"129","2006","Part Time","direct migration background","","","",""
"129","2006","Part Time","indirect migration background","","","",""
"129","2006","Not Working","no migration background","","","",""
"129","2006","Not Working","direct migration background","","","",""
"129","2006","Not Working","indirect migration background","","","",""
"130","2006","Full Time","no migration background","","","",""
"130","2006","Full Time","direct migration background","1","","",""
"130","2006","Full Time","indirect migration background","","","",""
"130","2006","Part Time","no migration background","","","",""
"130","2006","Part Time","direct migration background","","","",""
"130","2006","Part Time","indirect migration background","","","",""
"130","2006","Not Working","no migration background","","","",""
"130","2006","Not Working","direct migration background","1","","",""
"130","2006","Not Working","indirect migration background","","","",""
"131","2006","Full Time","no migration background","","","",""
"131","2006","Full Time","direct migration background","","","",""
"131","2006","Full Time","indirect migration background","","","",""
"131","2006","Part Time","no migration background","","","",""
"131","2006","Part Time","direct migration background","","","",""
"131","2006","Part Time","indirect migration background","","","",""
"131","2006","Not Working","no migration background","","","",""
"131","2006","Not Working","direct migration background","","","",""
"131","2006","Not Working","indirect migration background","","","",""
"132","2006","Full Time","no migration background","","","",""
"132","2006","Full Time","direct migration background","","","",""
"132","2006","Full Time","indirect migration background","","","",""
"132","2006","Part Time","no migration background","","","",""
"132","2006","Part Time","direct migration background","","","",""
"132","2006","Part Time","indirect migration background","","","",""
"132","2006","Not Working","no migration background","","","",""
"132","2006","Not Working","direct migration background","2","","",""
"132","2006","Not Working","indirect migration background","","","",""
"133","2006","Full Time","no migration background","","","",""
"133","2006","Full Time","direct migration background","","","",""
"133","2006","Full Time","indirect migration background","","","",""
"133","2006","Part Time","no migration background","","","",""
"133","2006","Part Time","direct migration background","","","",""
"133","2006","Part Time","indirect migration background","","","",""
"133","2006","Not Working","no migration background","","","",""
"133","2006","Not Working","direct migration background","","","",""
"133","2006","Not Working","indirect migration background","","","",""
"135","2006","Full Time","no migration background","","","",""
"135","2006","Full Time","direct migration background","","","",""
"135","2006","Full Time","indirect migration background","","","",""
"135","2006","Part Time","no migration background","","","",""
"135","2006","Part Time","direct migration background","","","",""
"135","2006","Part Time","indirect migration background","","","",""
"135","2006","Not Working","no migration background","","","",""
"135","2006","Not Working","direct migration background","","","",""
"135","2006","Not Working","indirect migration background","","","",""
"138","2006","Full Time","no migration background","","","",""
"138","2006","Full Time","direct migration background","","","",""
"138","2006","Full Time","indirect migration background","","","",""
"138","2006","Part Time","no migration background","","","",""
"138","2006","Part Time","direct migration background","","","",""
"138","2006","Part Time","indirect migration background","","","",""
"138","2006","Not Working","no migration background","","","",""
"138","2006","Not Working","direct migration background","","","",""
"138","2006","Not Working","indirect migration background","","","",""
"139","2006","Full Time","no migration background","","","",""
"139","2006","Full Time","direct migration background","","","",""
"139","2006","Full Time","indirect migration background","","","",""
"139","2006","Part Time","no migration background","","","",""
"139","2006","Part Time","direct migration background","","","",""
"139","2006","Part Time","indirect migration background","","","",""
"139","2006","Not Working","no migration background","","","",""
"139","2006","Not Working","direct migration background","","","",""
"139","2006","Not Working","indirect migration background","","","",""
