"pgnation","year","e11102","n","percent","lower_confidence","upper_confidence"
"37","1989","Not Employed","","","",""
"37","1989","Employed","","","",""
"38","1989","Not Employed","3","","",""
"38","1989","Employed","","","",""
"39","1989","Not Employed","","","",""
"39","1989","Employed","1","","",""
"40","1989","Not Employed","","","",""
"40","1989","Employed","","","",""
"41","1989","Not Employed","1","","",""
"41","1989","Employed","","","",""
"42","1989","Not Employed","","","",""
"42","1989","Employed","","","",""
"43","1989","Not Employed","","","",""
"43","1989","Employed","","","",""
"44","1989","Not Employed","1","","",""
"44","1989","Employed","","","",""
"45","1989","Not Employed","","","",""
"45","1989","Employed","","","",""
"46","1989","Not Employed","","","",""
"46","1989","Employed","","","",""
"47","1989","Not Employed","","","",""
"47","1989","Employed","","","",""
"48","1989","Not Employed","","","",""
"48","1989","Employed","","","",""
"49","1989","Not Employed","","","",""
"49","1989","Employed","","","",""
"50","1989","Not Employed","","","",""
"50","1989","Employed","1","","",""
"51","1989","Not Employed","","","",""
"51","1989","Employed","","","",""
"52","1989","Not Employed","","","",""
"52","1989","Employed","","","",""
"53","1989","Not Employed","","","",""
"53","1989","Employed","","","",""
"54","1989","Not Employed","","","",""
"54","1989","Employed","","","",""
"55","1989","Not Employed","","","",""
"55","1989","Employed","","","",""
"56","1989","Not Employed","","","",""
"56","1989","Employed","","","",""
"59","1989","Not Employed","","","",""
"59","1989","Employed","","","",""
"60","1989","Not Employed","","","",""
"60","1989","Employed","","","",""
"61","1989","Not Employed","","","",""
"61","1989","Employed","","","",""
"64","1989","Not Employed","","","",""
"64","1989","Employed","","","",""
"65","1989","Not Employed","","","",""
"65","1989","Employed","","","",""
"66","1989","Not Employed","","","",""
"66","1989","Employed","","","",""
"67","1989","Not Employed","","","",""
"67","1989","Employed","","","",""
"68","1989","Not Employed","","","",""
"68","1989","Employed","","","",""
"71","1989","Not Employed","","","",""
"71","1989","Employed","","","",""
"72","1989","Not Employed","","","",""
"72","1989","Employed","","","",""
"73","1989","Not Employed","","","",""
"73","1989","Employed","","","",""
"74","1989","Not Employed","","","",""
"74","1989","Employed","","","",""
"75","1989","Not Employed","","","",""
"75","1989","Employed","","","",""
"76","1989","Not Employed","","","",""
"76","1989","Employed","","","",""
"77","1989","Not Employed","","","",""
"77","1989","Employed","","","",""
"78","1989","Not Employed","","","",""
"78","1989","Employed","","","",""
"79","1989","Not Employed","","","",""
"79","1989","Employed","","","",""
"80","1989","Not Employed","","","",""
"80","1989","Employed","","","",""
"81","1989","Not Employed","","","",""
"81","1989","Employed","","","",""
"82","1989","Not Employed","","","",""
"82","1989","Employed","","","",""
"83","1989","Not Employed","","","",""
"83","1989","Employed","","","",""
"84","1989","Not Employed","","","",""
"84","1989","Employed","","","",""
"85","1989","Not Employed","","","",""
"85","1989","Employed","","","",""
"86","1989","Not Employed","","","",""
"86","1989","Employed","","","",""
"89","1989","Not Employed","","","",""
"89","1989","Employed","","","",""
"90","1989","Not Employed","","","",""
"90","1989","Employed","","","",""
"92","1989","Not Employed","","","",""
"92","1989","Employed","","","",""
"94","1989","Not Employed","","","",""
"94","1989","Employed","","","",""
"95","1989","Not Employed","","","",""
"95","1989","Employed","","","",""
"96","1989","Not Employed","","","",""
"96","1989","Employed","","","",""
"97","1989","Not Employed","","","",""
"97","1989","Employed","","","",""
"98","1989","Not Employed","4","","",""
"98","1989","Employed","2","","",""
"101","1989","Not Employed","","","",""
"101","1989","Employed","","","",""
"102","1989","Not Employed","","","",""
"102","1989","Employed","","","",""
"103","1989","Not Employed","","","",""
"103","1989","Employed","","","",""
"105","1989","Not Employed","","","",""
"105","1989","Employed","","","",""
"108","1989","Not Employed","","","",""
"108","1989","Employed","","","",""
"110","1989","Not Employed","","","",""
"110","1989","Employed","","","",""
"111","1989","Not Employed","","","",""
"111","1989","Employed","","","",""
"113","1989","Not Employed","","","",""
"113","1989","Employed","","","",""
"116","1989","Not Employed","","","",""
"116","1989","Employed","","","",""
"117","1989","Not Employed","","","",""
"117","1989","Employed","","","",""
"118","1989","Not Employed","","","",""
"118","1989","Employed","","","",""
"119","1989","Not Employed","","","",""
"119","1989","Employed","","","",""
"120","1989","Not Employed","","","",""
"120","1989","Employed","","","",""
"121","1989","Not Employed","","","",""
"121","1989","Employed","","","",""
"122","1989","Not Employed","","","",""
"122","1989","Employed","","","",""
"123","1989","Not Employed","","","",""
"123","1989","Employed","","","",""
"124","1989","Not Employed","","","",""
"124","1989","Employed","","","",""
"125","1989","Not Employed","","","",""
"125","1989","Employed","","","",""
"127","1989","Not Employed","","","",""
"127","1989","Employed","","","",""
"128","1989","Not Employed","","","",""
"128","1989","Employed","","","",""
"129","1989","Not Employed","","","",""
"129","1989","Employed","","","",""
"130","1989","Not Employed","","","",""
"130","1989","Employed","","","",""
"131","1989","Not Employed","","","",""
"131","1989","Employed","","","",""
"132","1989","Not Employed","","","",""
"132","1989","Employed","","","",""
"133","1989","Not Employed","","","",""
"133","1989","Employed","","","",""
"135","1989","Not Employed","","","",""
"135","1989","Employed","","","",""
"138","1989","Not Employed","","","",""
"138","1989","Employed","","","",""
"139","1989","Not Employed","","","",""
"139","1989","Employed","","","",""
"140","1989","Not Employed","","","",""
"140","1989","Employed","","","",""
"141","1989","Not Employed","","","",""
"141","1989","Employed","","","",""
"142","1989","Not Employed","","","",""
"142","1989","Employed","","","",""
"143","1989","Not Employed","","","",""
"143","1989","Employed","","","",""
"144","1989","Not Employed","","","",""
"144","1989","Employed","","","",""
"145","1989","Not Employed","","","",""
"145","1989","Employed","","","",""
"146","1989","Not Employed","","","",""
"146","1989","Employed","","","",""
"147","1989","Not Employed","","","",""
"147","1989","Employed","","","",""
"148","1989","Not Employed","","","",""
"148","1989","Employed","","","",""
"149","1989","Not Employed","","","",""
"149","1989","Employed","","","",""
"151","1989","Not Employed","","","",""
"151","1989","Employed","","","",""
"152","1989","Not Employed","","","",""
"152","1989","Employed","","","",""
"154","1989","Not Employed","","","",""
"154","1989","Employed","","","",""
"155","1989","Not Employed","","","",""
"155","1989","Employed","","","",""
"156","1989","Not Employed","","","",""
"156","1989","Employed","","","",""
"158","1989","Not Employed","","","",""
"158","1989","Employed","","","",""
"162","1989","Not Employed","","","",""
"162","1989","Employed","","","",""
"164","1989","Not Employed","","","",""
"164","1989","Employed","","","",""
"165","1989","Not Employed","","","",""
"165","1989","Employed","","","",""
"166","1989","Not Employed","","","",""
"166","1989","Employed","","","",""
"167","1989","Not Employed","","","",""
"167","1989","Employed","","","",""
"168","1989","Not Employed","","","",""
"168","1989","Employed","","","",""
"169","1989","Not Employed","","","",""
"169","1989","Employed","","","",""
"172","1989","Not Employed","","","",""
"172","1989","Employed","","","",""
"173","1989","Not Employed","","","",""
"173","1989","Employed","","","",""
"178","1989","Not Employed","","","",""
"178","1989","Employed","","","",""
"181","1989","Not Employed","","","",""
"181","1989","Employed","","","",""
"183","1989","Not Employed","","","",""
"183","1989","Employed","","","",""
"188","1989","Not Employed","","","",""
"188","1989","Employed","","","",""
"195","1989","Not Employed","","","",""
"195","1989","Employed","","","",""
"196","1989","Not Employed","","","",""
"196","1989","Employed","","","",""
"999","1989","Not Employed","","","",""
"999","1989","Employed","","","",""
"1","1990","Not Employed","2603","0.941884517539285","0.933955949037046","0.949813086041523"
"1","1990","Employed","4500","0.917700459785613","0.910844246624415","0.924556672946811"
"2","1990","Not Employed","342","0.0263156734785203","0.0208910904097636","0.0317402565472771"
"2","1990","Employed","532","0.0277796693775924","0.0236796961772714","0.0318796425779134"
"3","1990","Not Employed","111","0.00967488399960653","0.00635775920916099","0.0129920087900521"
"3","1990","Employed","342","0.0175027703922867","0.0142312156071712","0.0207743251774021"
"4","1990","Not Employed","85","0.00317461150272542","0.00126825171711111","0.00508097128833973"
"4","1990","Employed","244","0.00710380171355795","0.00500856800962412","0.00919903541749179"
"5","1990","Not Employed","123","0.00769579986241549","0.00473438448472373","0.0106572152401072"
"5","1990","Employed","341","0.0146807812890756","0.0116802497671934","0.0176813128109577"
"6","1990","Not Employed","56","0.00168496523394736","0.00029507882542438","0.00307485164247033"
"6","1990","Employed","160","0.00311479223328573","0.00172460834856912","0.00450497611800235"
"10","1990","Not Employed","4","","",""
"10","1990","Employed","22","","",""
"11","1990","Not Employed","1","","",""
"11","1990","Employed","5","","",""
"12","1990","Not Employed","3","","",""
"12","1990","Employed","3","","",""
"13","1990","Not Employed","2","","",""
"13","1990","Employed","","","",""
"14","1990","Not Employed","","","",""
"14","1990","Employed","6","","",""
"15","1990","Not Employed","","","",""
"15","1990","Employed","","","",""
"16","1990","Not Employed","","","",""
"16","1990","Employed","","","",""
"17","1990","Not Employed","","","",""
"17","1990","Employed","","","",""
"18","1990","Not Employed","2","","",""
"18","1990","Employed","5","","",""
"19","1990","Not Employed","","","",""
"19","1990","Employed","2","","",""
"20","1990","Not Employed","1","","",""
"20","1990","Employed","","","",""
"21","1990","Not Employed","","","",""
"21","1990","Employed","","","",""
"22","1990","Not Employed","3","","",""
"22","1990","Employed","2","","",""
"23","1990","Not Employed","","","",""
"23","1990","Employed","","","",""
"24","1990","Not Employed","1","","",""
"24","1990","Employed","","","",""
"25","1990","Not Employed","","","",""
"25","1990","Employed","","","",""
"26","1990","Not Employed","","","",""
"26","1990","Employed","2","","",""
"27","1990","Not Employed","","","",""
"27","1990","Employed","","","",""
"28","1990","Not Employed","","","",""
"28","1990","Employed","","","",""
"29","1990","Not Employed","","","",""
"29","1990","Employed","","","",""
"30","1990","Not Employed","","","",""
"30","1990","Employed","","","",""
"31","1990","Not Employed","","","",""
"31","1990","Employed","1","","",""
"32","1990","Not Employed","1","","",""
"32","1990","Employed","","","",""
"34","1990","Not Employed","","","",""
"34","1990","Employed","","","",""
"35","1990","Not Employed","","","",""
"35","1990","Employed","","","",""
"36","1990","Not Employed","","","",""
"36","1990","Employed","","","",""
"37","1990","Not Employed","","","",""
"37","1990","Employed","","","",""
"38","1990","Not Employed","1","","",""
"38","1990","Employed","","","",""
"39","1990","Not Employed","","","",""
"39","1990","Employed","","","",""
"40","1990","Not Employed","","","",""
"40","1990","Employed","","","",""
"41","1990","Not Employed","2","","",""
"41","1990","Employed","","","",""
"42","1990","Not Employed","","","",""
"42","1990","Employed","","","",""
"43","1990","Not Employed","","","",""
"43","1990","Employed","","","",""
"44","1990","Not Employed","1","","",""
"44","1990","Employed","","","",""
"45","1990","Not Employed","","","",""
"45","1990","Employed","","","",""
"46","1990","Not Employed","","","",""
"46","1990","Employed","","","",""
"47","1990","Not Employed","1","","",""
"47","1990","Employed","","","",""
"48","1990","Not Employed","","","",""
"48","1990","Employed","","","",""
"49","1990","Not Employed","","","",""
"49","1990","Employed","1","","",""
"50","1990","Not Employed","","","",""
"50","1990","Employed","1","","",""
"51","1990","Not Employed","","","",""
"51","1990","Employed","","","",""
"52","1990","Not Employed","","","",""
"52","1990","Employed","","","",""
"53","1990","Not Employed","","","",""
"53","1990","Employed","","","",""
"54","1990","Not Employed","","","",""
"54","1990","Employed","","","",""
"55","1990","Not Employed","","","",""
"55","1990","Employed","","","",""
"56","1990","Not Employed","","","",""
"56","1990","Employed","","","",""
"59","1990","Not Employed","","","",""
"59","1990","Employed","","","",""
"60","1990","Not Employed","","","",""
"60","1990","Employed","","","",""
"61","1990","Not Employed","","","",""
"61","1990","Employed","","","",""
"64","1990","Not Employed","","","",""
"64","1990","Employed","","","",""
"65","1990","Not Employed","","","",""
"65","1990","Employed","","","",""
"66","1990","Not Employed","","","",""
"66","1990","Employed","","","",""
"67","1990","Not Employed","","","",""
"67","1990","Employed","","","",""
"68","1990","Not Employed","","","",""
"68","1990","Employed","","","",""
"71","1990","Not Employed","","","",""
"71","1990","Employed","","","",""
"72","1990","Not Employed","","","",""
"72","1990","Employed","","","",""
"73","1990","Not Employed","","","",""
"73","1990","Employed","","","",""
"74","1990","Not Employed","","","",""
"74","1990","Employed","","","",""
"75","1990","Not Employed","","","",""
"75","1990","Employed","","","",""
"76","1990","Not Employed","","","",""
"76","1990","Employed","","","",""
"77","1990","Not Employed","","","",""
"77","1990","Employed","","","",""
"78","1990","Not Employed","","","",""
"78","1990","Employed","","","",""
"79","1990","Not Employed","","","",""
"79","1990","Employed","","","",""
"80","1990","Not Employed","","","",""
"80","1990","Employed","","","",""
"81","1990","Not Employed","","","",""
"81","1990","Employed","","","",""
"82","1990","Not Employed","","","",""
"82","1990","Employed","","","",""
"83","1990","Not Employed","","","",""
"83","1990","Employed","","","",""
"84","1990","Not Employed","","","",""
"84","1990","Employed","","","",""
"85","1990","Not Employed","","","",""
"85","1990","Employed","","","",""
"86","1990","Not Employed","","","",""
"86","1990","Employed","","","",""
"89","1990","Not Employed","","","",""
"89","1990","Employed","","","",""
"90","1990","Not Employed","","","",""
"90","1990","Employed","","","",""
"92","1990","Not Employed","","","",""
"92","1990","Employed","","","",""
"94","1990","Not Employed","","","",""
"94","1990","Employed","","","",""
"95","1990","Not Employed","","","",""
"95","1990","Employed","","","",""
"96","1990","Not Employed","","","",""
"96","1990","Employed","","","",""
"97","1990","Not Employed","","","",""
"97","1990","Employed","","","",""
"98","1990","Not Employed","2","","",""
"98","1990","Employed","3","","",""
"101","1990","Not Employed","","","",""
"101","1990","Employed","","","",""
"102","1990","Not Employed","","","",""
"102","1990","Employed","","","",""
"103","1990","Not Employed","","","",""
"103","1990","Employed","","","",""
"105","1990","Not Employed","","","",""
"105","1990","Employed","","","",""
"108","1990","Not Employed","","","",""
"108","1990","Employed","","","",""
"110","1990","Not Employed","","","",""
"110","1990","Employed","","","",""
"111","1990","Not Employed","","","",""
"111","1990","Employed","","","",""
"113","1990","Not Employed","","","",""
"113","1990","Employed","","","",""
"116","1990","Not Employed","","","",""
"116","1990","Employed","","","",""
"117","1990","Not Employed","","","",""
"117","1990","Employed","","","",""
"118","1990","Not Employed","","","",""
"118","1990","Employed","","","",""
"119","1990","Not Employed","","","",""
"119","1990","Employed","","","",""
"120","1990","Not Employed","","","",""
"120","1990","Employed","","","",""
"121","1990","Not Employed","","","",""
"121","1990","Employed","","","",""
"122","1990","Not Employed","","","",""
"122","1990","Employed","","","",""
"123","1990","Not Employed","","","",""
"123","1990","Employed","","","",""
"124","1990","Not Employed","","","",""
"124","1990","Employed","","","",""
"125","1990","Not Employed","","","",""
"125","1990","Employed","","","",""
"127","1990","Not Employed","","","",""
"127","1990","Employed","","","",""
"128","1990","Not Employed","","","",""
"128","1990","Employed","","","",""
"129","1990","Not Employed","","","",""
"129","1990","Employed","","","",""
"130","1990","Not Employed","","","",""
"130","1990","Employed","","","",""
"131","1990","Not Employed","","","",""
"131","1990","Employed","","","",""
"132","1990","Not Employed","","","",""
"132","1990","Employed","","","",""
"133","1990","Not Employed","","","",""
"133","1990","Employed","","","",""
"135","1990","Not Employed","","","",""
"135","1990","Employed","","","",""
"138","1990","Not Employed","","","",""
"138","1990","Employed","","","",""
"139","1990","Not Employed","","","",""
"139","1990","Employed","","","",""
"140","1990","Not Employed","","","",""
"140","1990","Employed","","","",""
"141","1990","Not Employed","","","",""
"141","1990","Employed","","","",""
"142","1990","Not Employed","","","",""
"142","1990","Employed","","","",""
"143","1990","Not Employed","","","",""
"143","1990","Employed","","","",""
"144","1990","Not Employed","","","",""
"144","1990","Employed","","","",""
"145","1990","Not Employed","","","",""
"145","1990","Employed","","","",""
"146","1990","Not Employed","","","",""
"146","1990","Employed","","","",""
"147","1990","Not Employed","","","",""
"147","1990","Employed","","","",""
"148","1990","Not Employed","","","",""
"148","1990","Employed","","","",""
"149","1990","Not Employed","","","",""
"149","1990","Employed","","","",""
"151","1990","Not Employed","","","",""
"151","1990","Employed","","","",""
"152","1990","Not Employed","","","",""
"152","1990","Employed","","","",""
"154","1990","Not Employed","","","",""
"154","1990","Employed","","","",""
"155","1990","Not Employed","","","",""
"155","1990","Employed","","","",""
"156","1990","Not Employed","","","",""
"156","1990","Employed","","","",""
"158","1990","Not Employed","","","",""
"158","1990","Employed","","","",""
"162","1990","Not Employed","","","",""
"162","1990","Employed","","","",""
"164","1990","Not Employed","","","",""
"164","1990","Employed","","","",""
"165","1990","Not Employed","","","",""
"165","1990","Employed","","","",""
"166","1990","Not Employed","","","",""
"166","1990","Employed","","","",""
"167","1990","Not Employed","","","",""
"167","1990","Employed","","","",""
"168","1990","Not Employed","","","",""
"168","1990","Employed","","","",""
"169","1990","Not Employed","","","",""
"169","1990","Employed","","","",""
"172","1990","Not Employed","","","",""
"172","1990","Employed","","","",""
"173","1990","Not Employed","","","",""
"173","1990","Employed","","","",""
"178","1990","Not Employed","","","",""
"178","1990","Employed","","","",""
"181","1990","Not Employed","","","",""
"181","1990","Employed","","","",""
"183","1990","Not Employed","","","",""
"183","1990","Employed","","","",""
"188","1990","Not Employed","","","",""
"188","1990","Employed","","","",""
"195","1990","Not Employed","","","",""
"195","1990","Employed","","","",""
"196","1990","Not Employed","","","",""
"196","1990","Employed","","","",""
"999","1990","Not Employed","","","",""
"999","1990","Employed","","","",""
"1","1991","Not Employed","2556","0.940869255468065","0.932783661231449","0.94895484970468"
"1","1991","Employed","4494","0.905968389524236","0.898701462440482","0.91323531660799"
"2","1991","Not Employed","345","0.0288479196180425","0.0231101711883782","0.0345856680477068"
"2","1991","Employed","556","0.0329429042719944","0.0284990036021302","0.0373868049418586"
"3","1991","Not Employed","107","0.00995269372247769","0.00654987413721765","0.0133555133077377"
"3","1991","Employed","349","0.0193641412536629","0.0159332231705815","0.0227950593367443"
"4","1991","Not Employed","84","0.00354185923415961","0.00150535269503134","0.00557836577328788"
"4","1991","Employed","240","0.00793818369101698","0.00572871789765644","0.0101476494843775"
"5","1991","Not Employed","105","0.00714970529724408","0.00426150980531806","0.0100379007891701"
"5","1991","Employed","349","0.0163489949174321","0.0131916400813336","0.0195063497535306"
"6","1991","Not Employed","54","0.00165318281686529","0.000260533434540077","0.00304583219919051"
"6","1991","Employed","151","0.00318582701194511","0.00178276928390534","0.00458888473998487"
"10","1991","Not Employed","2","","",""
"10","1991","Employed","21","","",""
"11","1991","Not Employed","1","","",""
"11","1991","Employed","5","","",""
"12","1991","Not Employed","5","","",""
"12","1991","Employed","3","","",""
"13","1991","Not Employed","","","",""
"13","1991","Employed","1","","",""
"14","1991","Not Employed","","","",""
"14","1991","Employed","6","","",""
"15","1991","Not Employed","","","",""
"15","1991","Employed","","","",""
"16","1991","Not Employed","","","",""
"16","1991","Employed","","","",""
"17","1991","Not Employed","","","",""
"17","1991","Employed","","","",""
"18","1991","Not Employed","1","","",""
"18","1991","Employed","4","","",""
"19","1991","Not Employed","1","","",""
"19","1991","Employed","2","","",""
"20","1991","Not Employed","1","","",""
"20","1991","Employed","","","",""
"21","1991","Not Employed","","","",""
"21","1991","Employed","","","",""
"22","1991","Not Employed","2","","",""
"22","1991","Employed","3","","",""
"23","1991","Not Employed","","","",""
"23","1991","Employed","","","",""
"24","1991","Not Employed","1","","",""
"24","1991","Employed","1","","",""
"25","1991","Not Employed","","","",""
"25","1991","Employed","","","",""
"26","1991","Not Employed","","","",""
"26","1991","Employed","2","","",""
"27","1991","Not Employed","","","",""
"27","1991","Employed","","","",""
"28","1991","Not Employed","","","",""
"28","1991","Employed","","","",""
"29","1991","Not Employed","","","",""
"29","1991","Employed","1","","",""
"30","1991","Not Employed","","","",""
"30","1991","Employed","","","",""
"31","1991","Not Employed","","","",""
"31","1991","Employed","2","","",""
"32","1991","Not Employed","1","","",""
"32","1991","Employed","","","",""
"34","1991","Not Employed","","","",""
"34","1991","Employed","","","",""
"35","1991","Not Employed","","","",""
"35","1991","Employed","","","",""
"36","1991","Not Employed","","","",""
"36","1991","Employed","","","",""
"37","1991","Not Employed","","","",""
"37","1991","Employed","","","",""
"38","1991","Not Employed","1","","",""
"38","1991","Employed","","","",""
"39","1991","Not Employed","","","",""
"39","1991","Employed","","","",""
"40","1991","Not Employed","","","",""
"40","1991","Employed","","","",""
"41","1991","Not Employed","","","",""
"41","1991","Employed","2","","",""
"42","1991","Not Employed","","","",""
"42","1991","Employed","","","",""
"43","1991","Not Employed","","","",""
"43","1991","Employed","","","",""
"44","1991","Not Employed","","","",""
"44","1991","Employed","","","",""
"45","1991","Not Employed","","","",""
"45","1991","Employed","","","",""
"46","1991","Not Employed","","","",""
"46","1991","Employed","","","",""
"47","1991","Not Employed","","","",""
"47","1991","Employed","","","",""
"48","1991","Not Employed","","","",""
"48","1991","Employed","","","",""
"49","1991","Not Employed","","","",""
"49","1991","Employed","1","","",""
"50","1991","Not Employed","","","",""
"50","1991","Employed","1","","",""
"51","1991","Not Employed","","","",""
"51","1991","Employed","1","","",""
"52","1991","Not Employed","","","",""
"52","1991","Employed","1","","",""
"53","1991","Not Employed","","","",""
"53","1991","Employed","","","",""
"54","1991","Not Employed","","","",""
"54","1991","Employed","","","",""
"55","1991","Not Employed","","","",""
"55","1991","Employed","","","",""
"56","1991","Not Employed","","","",""
"56","1991","Employed","","","",""
"59","1991","Not Employed","","","",""
"59","1991","Employed","","","",""
"60","1991","Not Employed","","","",""
"60","1991","Employed","","","",""
"61","1991","Not Employed","","","",""
"61","1991","Employed","","","",""
"64","1991","Not Employed","","","",""
"64","1991","Employed","","","",""
"65","1991","Not Employed","","","",""
"65","1991","Employed","","","",""
"66","1991","Not Employed","","","",""
"66","1991","Employed","","","",""
"67","1991","Not Employed","","","",""
"67","1991","Employed","","","",""
"68","1991","Not Employed","","","",""
"68","1991","Employed","","","",""
"71","1991","Not Employed","","","",""
"71","1991","Employed","","","",""
"72","1991","Not Employed","","","",""
"72","1991","Employed","","","",""
"73","1991","Not Employed","","","",""
"73","1991","Employed","","","",""
"74","1991","Not Employed","","","",""
"74","1991","Employed","","","",""
"75","1991","Not Employed","","","",""
"75","1991","Employed","","","",""
"76","1991","Not Employed","","","",""
"76","1991","Employed","","","",""
"77","1991","Not Employed","","","",""
"77","1991","Employed","","","",""
"78","1991","Not Employed","","","",""
"78","1991","Employed","","","",""
"79","1991","Not Employed","","","",""
"79","1991","Employed","","","",""
"80","1991","Not Employed","","","",""
"80","1991","Employed","","","",""
"81","1991","Not Employed","","","",""
"81","1991","Employed","","","",""
"82","1991","Not Employed","","","",""
"82","1991","Employed","","","",""
"83","1991","Not Employed","","","",""
"83","1991","Employed","","","",""
"84","1991","Not Employed","","","",""
"84","1991","Employed","","","",""
"85","1991","Not Employed","","","",""
"85","1991","Employed","","","",""
"86","1991","Not Employed","","","",""
"86","1991","Employed","","","",""
"89","1991","Not Employed","","","",""
"89","1991","Employed","","","",""
"90","1991","Not Employed","","","",""
"90","1991","Employed","","","",""
"92","1991","Not Employed","","","",""
"92","1991","Employed","","","",""
"94","1991","Not Employed","","","",""
"94","1991","Employed","","","",""
"95","1991","Not Employed","","","",""
"95","1991","Employed","","","",""
"96","1991","Not Employed","","","",""
"96","1991","Employed","","","",""
"97","1991","Not Employed","","","",""
"97","1991","Employed","","","",""
"98","1991","Not Employed","2","","",""
"98","1991","Employed","1","","",""
"101","1991","Not Employed","","","",""
"101","1991","Employed","","","",""
"102","1991","Not Employed","","","",""
"102","1991","Employed","","","",""
"103","1991","Not Employed","","","",""
"103","1991","Employed","","","",""
"105","1991","Not Employed","","","",""
"105","1991","Employed","","","",""
"108","1991","Not Employed","","","",""
"108","1991","Employed","","","",""
"110","1991","Not Employed","","","",""
"110","1991","Employed","","","",""
"111","1991","Not Employed","","","",""
"111","1991","Employed","","","",""
"113","1991","Not Employed","","","",""
"113","1991","Employed","","","",""
"116","1991","Not Employed","","","",""
"116","1991","Employed","","","",""
"117","1991","Not Employed","","","",""
"117","1991","Employed","","","",""
"118","1991","Not Employed","","","",""
"118","1991","Employed","","","",""
"119","1991","Not Employed","","","",""
"119","1991","Employed","","","",""
"120","1991","Not Employed","","","",""
"120","1991","Employed","","","",""
"121","1991","Not Employed","","","",""
"121","1991","Employed","","","",""
"122","1991","Not Employed","","","",""
"122","1991","Employed","","","",""
"123","1991","Not Employed","","","",""
"123","1991","Employed","","","",""
"124","1991","Not Employed","","","",""
"124","1991","Employed","","","",""
"125","1991","Not Employed","","","",""
"125","1991","Employed","","","",""
"127","1991","Not Employed","","","",""
"127","1991","Employed","","","",""
"128","1991","Not Employed","","","",""
"128","1991","Employed","","","",""
"129","1991","Not Employed","","","",""
"129","1991","Employed","","","",""
"130","1991","Not Employed","","","",""
"130","1991","Employed","","","",""
"131","1991","Not Employed","","","",""
"131","1991","Employed","","","",""
"132","1991","Not Employed","","","",""
"132","1991","Employed","","","",""
"133","1991","Not Employed","","","",""
"133","1991","Employed","","","",""
"135","1991","Not Employed","","","",""
"135","1991","Employed","","","",""
"138","1991","Not Employed","","","",""
"138","1991","Employed","","","",""
"139","1991","Not Employed","","","",""
"139","1991","Employed","","","",""
"140","1991","Not Employed","","","",""
"140","1991","Employed","","","",""
"141","1991","Not Employed","","","",""
"141","1991","Employed","","","",""
"142","1991","Not Employed","","","",""
"142","1991","Employed","","","",""
"143","1991","Not Employed","","","",""
"143","1991","Employed","","","",""
"144","1991","Not Employed","","","",""
"144","1991","Employed","","","",""
"145","1991","Not Employed","","","",""
"145","1991","Employed","","","",""
"146","1991","Not Employed","","","",""
"146","1991","Employed","","","",""
"147","1991","Not Employed","","","",""
"147","1991","Employed","","","",""
"148","1991","Not Employed","","","",""
"148","1991","Employed","","","",""
"149","1991","Not Employed","","","",""
"149","1991","Employed","","","",""
"151","1991","Not Employed","","","",""
"151","1991","Employed","","","",""
"152","1991","Not Employed","","","",""
"152","1991","Employed","","","",""
"154","1991","Not Employed","","","",""
"154","1991","Employed","","","",""
"155","1991","Not Employed","","","",""
"155","1991","Employed","","","",""
"156","1991","Not Employed","","","",""
"156","1991","Employed","","","",""
"158","1991","Not Employed","","","",""
"158","1991","Employed","","","",""
"162","1991","Not Employed","","","",""
"162","1991","Employed","","","",""
"164","1991","Not Employed","","","",""
"164","1991","Employed","","","",""
"165","1991","Not Employed","","","",""
"165","1991","Employed","","","",""
"166","1991","Not Employed","","","",""
"166","1991","Employed","","","",""
"167","1991","Not Employed","","","",""
"167","1991","Employed","","","",""
"168","1991","Not Employed","","","",""
"168","1991","Employed","","","",""
"169","1991","Not Employed","","","",""
"169","1991","Employed","","","",""
"172","1991","Not Employed","","","",""
"172","1991","Employed","","","",""
"173","1991","Not Employed","","","",""
"173","1991","Employed","","","",""
"178","1991","Not Employed","","","",""
"178","1991","Employed","","","",""
"181","1991","Not Employed","","","",""
"181","1991","Employed","","","",""
"183","1991","Not Employed","","","",""
"183","1991","Employed","","","",""
"188","1991","Not Employed","","","",""
"188","1991","Employed","","","",""
"195","1991","Not Employed","","","",""
"195","1991","Employed","","","",""
"196","1991","Not Employed","","","",""
"196","1991","Employed","","","",""
"999","1991","Not Employed","","","",""
"999","1991","Employed","","","",""
"1","1992","Not Employed","3568","0.943833790011235","0.936932749718513","0.950734830303958"
"1","1992","Employed","7440","0.918265796535911","0.912640733976841","0.923890859094981"
"2","1992","Not Employed","338","0.0260097044654221","0.0212390905964236","0.0307803183344205"
"2","1992","Employed","566","0.0277477492955458","0.0243753064745087","0.031120192116583"
"3","1992","Not Employed","95","0.00938535149637087","0.00649529131269541","0.0122754116800463"
"3","1992","Employed","350","0.0175815171293833","0.0148830466471098","0.0202799876116569"
"4","1992","Not Employed","96","0.00420393965186822","0.00226464999509224","0.00614322930864421"
"4","1992","Employed","232","0.00674954589245298","0.00506839034147312","0.00843070144343284"
"5","1992","Not Employed","107","0.00687899677433749","0.00440161533776452","0.00935637821091045"
"5","1992","Employed","326","0.0128360475118931","0.0105247729600574","0.0151473220637288"
"6","1992","Not Employed","49","0.0016893861863927","0.000458475459617979","0.00292029691316743"
"6","1992","Employed","134","0.00263574239728239","0.00158300605223451","0.00368847874233026"
"10","1992","Not Employed","5","","",""
